,harmonised_code,harmonised_name,nuts_3_code,nuts_3_name,nuts_2_code,nuts_2_name,nuts_1_code,nuts_1_name
2885,KSH_31680,Ivánc,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
2886,KSH_31699,Csetény,HU213,Veszprém,HU21,Közép-Dunántúl,HU2,Dunántúl
2887,KSH_31705,Sándorfalva,HU333,Csongrád-Csanád,HU33,Dél-Alföld,HU3,Alföld és Észak
2888,KSH_31714,Sósvertike,HU231,Baranya,HU23,Dél-Dunántúl,HU2,Dunántúl
2889,KSH_31723,Felsőkelecsény,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
2890,KSH_31732,Nagymaros,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
2891,KSH_31741,Pacsa,HU223,Zala,HU22,Nyugat-Dunántúl,HU2,Dunántúl
2892,KSH_31750,Milota,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
2893,KSH_31769,Ököritófülpös,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
2894,KSH_31778,Olaszliszka,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
2895,KSH_31787,Győrújfalu,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
2896,KSH_31796,Tápiószecső,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
2897,KSH_31802,Sárkeresztes,HU211,Fejér,HU21,Közép-Dunántúl,HU2,Dunántúl
2898,KSH_31811,Dánszentmiklós,HU120,Pest,HU12,Pest,HU1,Közép-Magyarország
2899,KSH_31820,Uszka,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
2900,KSH_31839,Újrónafő,HU221,Győr-Moson-Sopron,HU22,Nyugat-Dunántúl,HU2,Dunántúl
2901,KSH_31848,Gara,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
2902,KSH_31857,Ramocsaháza,HU323,Szabolcs-Szatmár-Bereg,HU32,Észak-Alföld,HU3,Alföld és Észak
2903,KSH_31866,Tiszavárkony,HU322,Jász-Nagykun-Szolnok,HU32,Észak-Alföld,HU3,Alföld és Észak
2904,KSH_31875,Mesterháza,HU222,Vas,HU22,Nyugat-Dunántúl,HU2,Dunántúl
2905,KSH_31884,Répáshuta,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
2906,KSH_31893,Kunszállás,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
2907,KSH_31909,Rásonysápberencs,HU311,Borsod-Abaúj-Zemplén,HU31,Észak-Magyarország,HU3,Alföld és Észak
2908,KSH_31918,Kunpeszér,HU331,Bács-Kiskun,HU33,Dél-Alföld,HU3,Alföld és Észak
