,election_date,election_type,nuts_3_code,nuts_3_name,type,name,votes
0,1999-06-13,european,FR101,Paris,0,eligible_voters,1036107
1,1999-06-13,european,FR101,Paris,1,issued_ballots,543738
2,1999-06-13,european,FR101,Paris,2,COM,24756
3,1999-06-13,european,FR101,Paris,2,CPNT,5166
4,1999-06-13,european,FR101,Paris,2,DIV,16078
5,1999-06-13,european,FR101,Paris,2,DTE,90804
6,1999-06-13,european,FR101,Paris,2,DVD,64401
7,1999-06-13,european,FR101,Paris,2,ECO,6295
8,1999-06-13,european,FR101,Paris,2,EXG,27214
9,1999-06-13,european,FR101,Paris,2,FRN,23325
10,1999-06-13,european,FR101,Paris,2,GAU,106693
11,1999-06-13,european,FR101,Paris,2,MNA,15984
12,1999-06-13,european,FR101,Paris,2,REG,24
13,1999-06-13,european,FR101,Paris,2,UDF,57314
14,1999-06-13,european,FR101,Paris,2,VEC,89812
15,1999-06-13,european,FR102,Seine-et-Marne ,0,eligible_voters,696251
16,1999-06-13,european,FR102,Seine-et-Marne ,1,issued_ballots,320515
17,1999-06-13,european,FR102,Seine-et-Marne ,2,COM,20498
18,1999-06-13,european,FR102,Seine-et-Marne ,2,CPNT,12153
19,1999-06-13,european,FR102,Seine-et-Marne ,2,DIV,13374
20,1999-06-13,european,FR102,Seine-et-Marne ,2,DTE,39016
21,1999-06-13,european,FR102,Seine-et-Marne ,2,DVD,43558
22,1999-06-13,european,FR102,Seine-et-Marne ,2,ECO,5441
23,1999-06-13,european,FR102,Seine-et-Marne ,2,EXG,17536
24,1999-06-13,european,FR102,Seine-et-Marne ,2,FRN,21289
25,1999-06-13,european,FR102,Seine-et-Marne ,2,GAU,62431
26,1999-06-13,european,FR102,Seine-et-Marne ,2,MNA,13011
27,1999-06-13,european,FR102,Seine-et-Marne ,2,REG,0
28,1999-06-13,european,FR102,Seine-et-Marne ,2,UDF,23962
29,1999-06-13,european,FR102,Seine-et-Marne ,2,VEC,32854
30,1999-06-13,european,FR103,Yvelines ,0,eligible_voters,819043
31,1999-06-13,european,FR103,Yvelines ,1,issued_ballots,401091
32,1999-06-13,european,FR103,Yvelines ,2,COM,18700
33,1999-06-13,european,FR103,Yvelines ,2,CPNT,10390
34,1999-06-13,european,FR103,Yvelines ,2,DIV,16039
35,1999-06-13,european,FR103,Yvelines ,2,DTE,60783
36,1999-06-13,european,FR103,Yvelines ,2,DVD,56002
37,1999-06-13,european,FR103,Yvelines ,2,ECO,5943
38,1999-06-13,european,FR103,Yvelines ,2,EXG,16575
39,1999-06-13,european,FR103,Yvelines ,2,FRN,19974
