,election_date,election_type,nuts_1_code,nuts_1_name,type,name,votes
0,2000-10-08,president_a,PL2,Makroregion południowy,0,eligible_voters,6090568
1,2000-10-08,president_a,PL2,Makroregion południowy,1,issued_ballots,3738496
2,2000-10-08,president_a,PL2,Makroregion południowy,2,Grabowski,18631
3,2000-10-08,president_a,PL2,Makroregion południowy,2,Ikonowicz,8794
4,2000-10-08,president_a,PL2,Makroregion południowy,2,Kalinowski,117592
5,2000-10-08,president_a,PL2,Makroregion południowy,2,KorwinMikke,55983
6,2000-10-08,president_a,PL2,Makroregion południowy,2,Krzaklewski,640666
7,2000-10-08,president_a,PL2,Makroregion południowy,2,Kwasniewski,1935095
8,2000-10-08,president_a,PL2,Makroregion południowy,2,Lepper,76787
9,2000-10-08,president_a,PL2,Makroregion południowy,2,Lopuszanski,25255
10,2000-10-08,president_a,PL2,Makroregion południowy,2,Olechowski,761269
11,2000-10-08,president_a,PL2,Makroregion południowy,2,Pawlowski,3172
12,2000-10-08,president_a,PL2,Makroregion południowy,2,Walesa,45953
13,2000-10-08,president_a,PL2,Makroregion południowy,2,Wilecki,5448
14,2000-10-08,president_a,PL4,Makroregion północno-zachodni,0,eligible_voters,4545206
15,2000-10-08,president_a,PL4,Makroregion północno-zachodni,1,issued_ballots,2899189
16,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Grabowski,12069
17,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Ikonowicz,5298
18,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Kalinowski,116059
19,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,KorwinMikke,35826
20,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Krzaklewski,322489
21,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Kwasniewski,1804940
22,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Lepper,85448
23,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Lopuszanski,14055
24,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Olechowski,443030
25,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Pawlowski,2299
26,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Walesa,24819
27,2000-10-08,president_a,PL4,Makroregion północno-zachodni,2,Wilecki,3583
28,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,0,eligible_voters,3070616
29,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,1,issued_ballots,1785040
30,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Grabowski,8869
31,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Ikonowicz,3552
32,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Kalinowski,52852
33,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,KorwinMikke,25475
34,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Krzaklewski,254949
35,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Kwasniewski,1029921
36,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Lepper,45904
37,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Lopuszanski,10726
38,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Olechowski,311852
39,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Pawlowski,1503
40,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Walesa,18040
41,2000-10-08,president_a,PL5,Makroregion południowo-zachodni,2,Wilecki,2761
42,2000-10-08,president_a,PL6,Makroregion północny,0,eligible_voters,4259142
43,2000-10-08,president_a,PL6,Makroregion północny,1,issued_ballots,2613489
44,2000-10-08,president_a,PL6,Makroregion północny,2,Grabowski,11598
45,2000-10-08,president_a,PL6,Makroregion północny,2,Ikonowicz,4932
46,2000-10-08,president_a,PL6,Makroregion północny,2,Kalinowski,99727
47,2000-10-08,president_a,PL6,Makroregion północny,2,KorwinMikke,34187
48,2000-10-08,president_a,PL6,Makroregion północny,2,Krzaklewski,356212
49,2000-10-08,president_a,PL6,Makroregion północny,2,Kwasniewski,1505981
50,2000-10-08,president_a,PL6,Makroregion północny,2,Lepper,73951
51,2000-10-08,president_a,PL6,Makroregion północny,2,Lopuszanski,17322
52,2000-10-08,president_a,PL6,Makroregion północny,2,Olechowski,450252
53,2000-10-08,president_a,PL6,Makroregion północny,2,Pawlowski,2138
54,2000-10-08,president_a,PL6,Makroregion północny,2,Walesa,26471
55,2000-10-08,president_a,PL6,Makroregion północny,2,Wilecki,3668
56,2000-10-08,president_a,PL7,Makroregion centralny,0,eligible_voters,3061583
57,2000-10-08,president_a,PL7,Makroregion centralny,1,issued_ballots,1855077
58,2000-10-08,president_a,PL7,Makroregion centralny,2,Grabowski,9441
59,2000-10-08,president_a,PL7,Makroregion centralny,2,Ikonowicz,5265
60,2000-10-08,president_a,PL7,Makroregion centralny,2,Kalinowski,156685
61,2000-10-08,president_a,PL7,Makroregion centralny,2,KorwinMikke,27889
