,election_date,election_type,nuts_1_code,nuts_1_name,type,name,votes
0,2002-04-07,parliament,HU1,Közép-Magyarország,0,eligible_voters,2255660.0
1,2002-04-07,parliament,HU1,Közép-Magyarország,1,issued_ballots,1702613.0
2,2002-04-07,parliament,HU1,Közép-Magyarország,2,centrum,86031.0
3,2002-04-07,parliament,HU1,Közép-Magyarország,2,fidesz mdf,588748.0
4,2002-04-07,parliament,HU1,Közép-Magyarország,2,fkgp,7056.0
5,2002-04-07,parliament,HU1,Közép-Magyarország,2,miep,109622.0
6,2002-04-07,parliament,HU1,Közép-Magyarország,2,mszp,721331.0
7,2002-04-07,parliament,HU1,Közép-Magyarország,2,munkas,28992.0
8,2002-04-07,parliament,HU1,Közép-Magyarország,2,szdsz,143942.0
9,2002-04-07,parliament,HU1,Közép-Magyarország,2,uj bal,1002.0
10,2002-04-07,parliament,HU2,Dunántúl,0,eligible_voters,2464955.0
11,2002-04-07,parliament,HU2,Dunántúl,1,issued_ballots,1763624.0
12,2002-04-07,parliament,HU2,Dunántúl,2,centrum,61519.0
13,2002-04-07,parliament,HU2,Dunántúl,2,fidesz mdf,791479.0
14,2002-04-07,parliament,HU2,Dunántúl,2,fkgp,11725.0
15,2002-04-07,parliament,HU2,Dunántúl,2,kisgazdapart,451.0
16,2002-04-07,parliament,HU2,Dunántúl,2,miep,58246.0
17,2002-04-07,parliament,HU2,Dunántúl,2,mszp,704979.0
18,2002-04-07,parliament,HU2,Dunántúl,2,munkas,32725.0
19,2002-04-07,parliament,HU2,Dunántúl,2,reform kisgazdapart,478.0
20,2002-04-07,parliament,HU2,Dunántúl,2,szdsz,82643.0
21,2002-04-07,parliament,HU2,Dunántúl,2,uj balodal,127.0
22,2002-04-07,parliament,HU3,Alföld és Észak,0,eligible_voters,3297975.0
23,2002-04-07,parliament,HU3,Alföld és Észak,1,issued_ballots,2214410.0
24,2002-04-07,parliament,HU3,Alföld és Észak,2,centrum,71479.0
25,2002-04-07,parliament,HU3,Alföld és Észak,2,fidesz mdf,926536.0
26,2002-04-07,parliament,HU3,Alföld és Észak,2,fkgp,23557.0
27,2002-04-07,parliament,HU3,Alföld és Észak,2,mavep,318.0
28,2002-04-07,parliament,HU3,Alföld és Észak,2,miep,77458.0
29,2002-04-07,parliament,HU3,Alföld és Észak,2,mrp,745.0
30,2002-04-07,parliament,HU3,Alföld és Észak,2,mszp,935687.0
31,2002-04-07,parliament,HU3,Alföld és Észak,2,munkas,59786.0
32,2002-04-07,parliament,HU3,Alföld és Észak,2,reform kisgazdapart,454.0
33,2002-04-07,parliament,HU3,Alföld és Észak,2,rkgp,154.0
34,2002-04-07,parliament,HU3,Alföld és Észak,2,szdsz,86499.0
35,2002-04-07,parliament,HU3,Alföld és Észak,2,szocialdemokrata part,912.0
36,2002-04-07,parliament,HU3,Alföld és Észak,2,uj bal,990.0
37,2002-04-07,parliament,HU3,Alföld és Észak,2,uj balodal,847.0
38,2006-04-09,parliament,HU1,Közép-Magyarország,0,eligible_voters,2252842.0
39,2006-04-09,parliament,HU1,Közép-Magyarország,1,issued_ballots,1643740.0
40,2006-04-09,parliament,HU1,Közép-Magyarország,2,centrum,6302.0
41,2006-04-09,parliament,HU1,Közép-Magyarország,2,fidesz kdnp,614989.0
42,2006-04-09,parliament,HU1,Közép-Magyarország,2,mdf,85845.0
43,2006-04-09,parliament,HU1,Közép-Magyarország,2,miep jobbik,47580.0
44,2006-04-09,parliament,HU1,Közép-Magyarország,2,mszp,698647.0
45,2006-04-09,parliament,HU1,Közép-Magyarország,2,munkas,6327.0
46,2006-04-09,parliament,HU1,Közép-Magyarország,2,szdsz,170449.0
47,2006-04-09,parliament,HU2,Dunántúl,0,eligible_voters,2465574.0
48,2006-04-09,parliament,HU2,Dunántúl,1,issued_ballots,1686729.0
49,2006-04-09,parliament,HU2,Dunántúl,2,fidesz kdnp,756080.0
50,2006-04-09,parliament,HU2,Dunántúl,2,fknp,291.0
51,2006-04-09,parliament,HU2,Dunántúl,2,kdp centrum,1271.0
52,2006-04-09,parliament,HU2,Dunántúl,2,magyar videk es polgari part,882.0
53,2006-04-09,parliament,HU2,Dunántúl,2,mcf roma,1251.0
54,2006-04-09,parliament,HU2,Dunántúl,2,mdf,89006.0
55,2006-04-09,parliament,HU2,Dunántúl,2,miep jobbik,29006.0
56,2006-04-09,parliament,HU2,Dunántúl,2,mszp,698235.0
57,2006-04-09,parliament,HU2,Dunántúl,2,munkas,7302.0
58,2006-04-09,parliament,HU2,Dunántúl,2,munkas 2006,556.0
59,2006-04-09,parliament,HU2,Dunántúl,2,szdsz,89355.0
60,2006-04-09,parliament,HU3,Alföld és Észak,0,eligible_voters,3271996.0
61,2006-04-09,parliament,HU3,Alföld és Észak,1,issued_ballots,2127084.0
62,2006-04-09,parliament,HU3,Alföld és Észak,2,centrum,11129.0
63,2006-04-09,parliament,HU3,Alföld és Észak,2,fidesz kdnp,901910.0
64,2006-04-09,parliament,HU3,Alföld és Észak,2,fkgp,838.0
65,2006-04-09,parliament,HU3,Alföld és Észak,2,fknp,598.0
66,2006-04-09,parliament,HU3,Alföld és Észak,2,kdp centrum,1091.0
67,2006-04-09,parliament,HU3,Alföld és Észak,2,magyar videk es polgari part,1907.0
68,2006-04-09,parliament,HU3,Alföld és Észak,2,magyarok egymasert szovetsege,767.0
69,2006-04-09,parliament,HU3,Alföld és Észak,2,mcf roma,3208.0
70,2006-04-09,parliament,HU3,Alföld és Észak,2,mdf,97980.0
71,2006-04-09,parliament,HU3,Alföld és Észak,2,miep jobbik,42421.0
72,2006-04-09,parliament,HU3,Alföld és Észak,2,mszp,939823.0
73,2006-04-09,parliament,HU3,Alföld és Észak,2,munkas,8326.0
74,2006-04-09,parliament,HU3,Alföld és Észak,2,szdsz,91808.0
75,2006-04-09,parliament,HU3,Alföld és Észak,2,zoldek,2870.0
76,2009-06-07,european,HU1,Közép-Magyarország,0,eligible_voters,2285231.0
77,2009-06-07,european,HU1,Közép-Magyarország,1,issued_ballots,965137.0
78,2009-06-07,european,HU1,Közép-Magyarország,2,fidesz kdnp,491375.0
79,2009-06-07,european,HU1,Közép-Magyarország,2,jobbik,134938.0
80,2009-06-07,european,HU1,Közép-Magyarország,2,lmp hp,40015.0
