,harmonised_code,harmonised_name,nuts_3_code,nuts_3_name,nuts_2_code,nuts_2_name,nuts_1_code,nuts_1_name
262,T_2404,częstochowski,PL224,Częstochowski,PL22,Śląskie,PL2,Makroregion południowy
263,T_2406,kłobucki,PL224,Częstochowski,PL22,Śląskie,PL2,Makroregion południowy
264,T_2409,myszkowski,PL224,Częstochowski,PL22,Śląskie,PL2,Makroregion południowy
265,T_2464,Częstochowa,PL224,Częstochowski,PL22,Śląskie,PL2,Makroregion południowy
266,T_2405,gliwicki,PL229,Gliwicki,PL22,Śląskie,PL2,Makroregion południowy
267,T_2466,Gliwice,PL229,Gliwicki,PL22,Śląskie,PL2,Makroregion południowy
268,T_2478,Zabrze,PL229,Gliwicki,PL22,Śląskie,PL2,Makroregion południowy
269,T_2407,lubliniecki,PL228,Bytomski,PL22,Śląskie,PL2,Makroregion południowy
270,T_2413,tarnogórski,PL228,Bytomski,PL22,Śląskie,PL2,Makroregion południowy
271,T_2462,Bytom,PL228,Bytomski,PL22,Śląskie,PL2,Makroregion południowy
272,T_2471,Piekary Śląskie,PL228,Bytomski,PL22,Śląskie,PL2,Makroregion południowy
273,T_2408,mikołowski,PL22C,Tyski,PL22,Śląskie,PL2,Makroregion południowy
274,T_2410,pszczyński,PL22C,Tyski,PL22,Śląskie,PL2,Makroregion południowy
275,T_2414,bieruńsko-lędziński,PL22C,Tyski,PL22,Śląskie,PL2,Makroregion południowy
276,T_2477,Tychy,PL22C,Tyski,PL22,Śląskie,PL2,Makroregion południowy
277,T_2411,raciborski,PL227,Rybnicki,PL22,Śląskie,PL2,Makroregion południowy
278,T_2412,rybnicki,PL227,Rybnicki,PL22,Śląskie,PL2,Makroregion południowy
279,T_2415,wodzisławski,PL227,Rybnicki,PL22,Śląskie,PL2,Makroregion południowy
280,T_2467,Jastrzębie-Zdrój,PL227,Rybnicki,PL22,Śląskie,PL2,Makroregion południowy
281,T_2473,Rybnik,PL227,Rybnicki,PL22,Śląskie,PL2,Makroregion południowy
282,T_2479,Żory,PL227,Rybnicki,PL22,Śląskie,PL2,Makroregion południowy
283,T_2463,Chorzów,PL22A,Katowicki,PL22,Śląskie,PL2,Makroregion południowy
284,T_2469,Katowice,PL22A,Katowicki,PL22,Śląskie,PL2,Makroregion południowy
285,T_2470,Mysłowice,PL22A,Katowicki,PL22,Śląskie,PL2,Makroregion południowy
286,T_2472,Ruda Śląska,PL22A,Katowicki,PL22,Śląskie,PL2,Makroregion południowy
287,T_2474,Siemianowice Śląskie,PL22A,Katowicki,PL22,Śląskie,PL2,Makroregion południowy
288,T_2476,Świętochłowice,PL22A,Katowicki,PL22,Śląskie,PL2,Makroregion południowy
289,T_2601,buski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
290,T_2602,jędrzejowski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
291,T_2603,kazimierski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
292,T_2606,opatowski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
293,T_2608,pińczowski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
294,T_2609,sandomierski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
295,T_2612,staszowski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
296,T_2613,włoszczowski,PL722,Sandomiersko-jędrzejowski,PL72,Świętokrzyskie,PL7,Makroregion centralny
297,T_2604,kielecki,PL721,Kielecki,PL72,Świętokrzyskie,PL7,Makroregion centralny
298,T_2605,konecki,PL721,Kielecki,PL72,Świętokrzyskie,PL7,Makroregion centralny
299,T_2607,ostrowiecki,PL721,Kielecki,PL72,Świętokrzyskie,PL7,Makroregion centralny
300,T_2610,skarżyski,PL721,Kielecki,PL72,Świętokrzyskie,PL7,Makroregion centralny
301,T_2611,starachowicki,PL721,Kielecki,PL72,Świętokrzyskie,PL7,Makroregion centralny
302,T_2661,Kielce,PL721,Kielecki,PL72,Świętokrzyskie,PL7,Makroregion centralny
303,T_2801,bartoszycki,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
304,T_2808,kętrzyński,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
305,T_2809,lidzbarski,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
306,T_2810,mrągowski,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
307,T_2811,nidzicki,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
308,T_2814,olsztyński,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
309,T_2817,szczycieński,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
310,T_2862,Olsztyn,PL622,Olsztyński,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
311,T_2802,braniewski,PL621,Elbląski,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
312,T_2803,działdowski,PL621,Elbląski,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
313,T_2804,elbląski,PL621,Elbląski,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
314,T_2807,iławski,PL621,Elbląski,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
315,T_2812,nowomiejski,PL621,Elbląski,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
316,T_2815,ostródzki,PL621,Elbląski,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
317,T_2861,Elbląg,PL621,Elbląski,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
318,T_2805,ełcki,PL623,Ełcki,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
319,T_2806,giżycki,PL623,Ełcki,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
320,T_2813,olecki,PL623,Ełcki,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
321,T_2816,piski,PL623,Ełcki,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
322,T_2818,gołdapski,PL623,Ełcki,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
323,T_2819,węgorzewski,PL623,Ełcki,PL62,Warmińsko-mazurskie,PL6,Makroregion północny
324,T_3001,chodzieski,PL411,Pilski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
325,T_3002,czarnkowsko-trzcianecki,PL411,Pilski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
326,T_3019,pilski,PL411,Pilski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
327,T_3028,wągrowiecki,PL411,Pilski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
328,T_3031,złotowski,PL411,Pilski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
329,T_3003,gnieźnieński,PL414,Koniński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
330,T_3009,kolski,PL414,Koniński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
331,T_3010,koniński,PL414,Koniński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
332,T_3023,słupecki,PL414,Koniński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
333,T_3027,turecki,PL414,Koniński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
334,T_3030,wrzesiński,PL414,Koniński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
335,T_3062,Konin,PL414,Koniński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
336,T_3004,gostyński,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
337,T_3005,grodziski,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
338,T_3011,kościański,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
339,T_3013,leszczyński,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
340,T_3014,międzychodzki,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
341,T_3015,nowotomyski,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
342,T_3022,rawicki,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
343,T_3029,wolsztyński,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
344,T_3063,Leszno,PL417,Leszczyński,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
345,T_3006,jarociński,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
346,T_3007,kaliski,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
347,T_3008,kępiński,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
348,T_3012,krotoszyński,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
349,T_3017,ostrowski,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
350,T_3018,ostrzeszowski,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
351,T_3020,pleszewski,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
352,T_3061,Kalisz,PL416,Kaliski,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
353,T_3016,obornicki,PL418,Poznański,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
354,T_3021,poznański,PL418,Poznański,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
355,T_3024,szamotulski,PL418,Poznański,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
356,T_3025,średzki,PL418,Poznański,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
357,T_3026,śremski,PL418,Poznański,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
358,T_3064,Poznań,PL415,Miasto Poznań,PL41,Wielkopolskie,PL4,Makroregion północno-zachodni
359,T_3201,białogardzki,PL426,Koszaliński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
360,T_3208,kołobrzeski,PL426,Koszaliński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
361,T_3209,koszaliński,PL426,Koszaliński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
362,T_3213,sławieński,PL426,Koszaliński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
363,T_3261,Koszalin,PL426,Koszaliński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
364,T_3202,choszczeński,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
365,T_3203,drawski,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
366,T_3210,myśliborski,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
367,T_3212,pyrzycki,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
368,T_3215,szczecinecki,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
369,T_3216,świdwiński,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
370,T_3217,wałecki,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
371,T_3218,łobeski,PL427,Szczecinecko-pyrzycki,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
372,T_3204,goleniowski,PL428,Szczeciński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
373,T_3205,gryficki,PL428,Szczeciński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
374,T_3206,gryfiński,PL428,Szczeciński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
375,T_3207,kamieński,PL428,Szczeciński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
376,T_3211,policki,PL428,Szczeciński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
377,T_3214,stargardzki,PL428,Szczeciński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
378,T_3263,Świnoujście,PL428,Szczeciński,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
379,T_3262,Szczecin,PL424,Miasto Szczecin,PL42,Zachodniopomorskie,PL4,Makroregion północno-zachodni
