,election_date,election_type,nuts_3_code,nuts_3_name,type,name,votes
0,1992-09-27,parliament,RO111,Bihor,0,eligible_voters,477301
1,1992-09-27,parliament,RO111,Bihor,1,issued_ballots,375962
2,1992-09-27,parliament,RO111,Bihor,2,C.D.R,57009
3,1992-09-27,parliament,RO111,Bihor,2,C.I.,6826
4,1992-09-27,parliament,RO111,Bihor,2,F.D.S.N.,46622
5,1992-09-27,parliament,RO111,Bihor,2,F.S.N.,22035
6,1992-09-27,parliament,RO111,Bihor,2,FDGR,1046
7,1992-09-27,parliament,RO111,Bihor,2,L.N.E.R.,352
8,1992-09-27,parliament,RO111,Bihor,2,M.E.R.,5158
9,1992-09-27,parliament,RO111,Bihor,2,N.P.L.,3579
10,1992-09-27,parliament,RO111,Bihor,2,P.C.E.R.S.N.,1760
11,1992-09-27,parliament,RO111,Bihor,2,P.D.A.R.,8124
12,1992-09-27,parliament,RO111,Bihor,2,P.D.C.,850
13,1992-09-27,parliament,RO111,Bihor,2,P.D.S.(N.D.)N-V.R.,675
14,1992-09-27,parliament,RO111,Bihor,2,P.L.M.R.,1016
15,1992-09-27,parliament,RO111,Bihor,2,P.L.REP.,1381
16,1992-09-27,parliament,RO111,Bihor,2,P.N.P.L.R.,1166
17,1992-09-27,parliament,RO111,Bihor,2,P.R.,5382
18,1992-09-27,parliament,RO111,Bihor,2,P.R.U.R.,736
19,1992-09-27,parliament,RO111,Bihor,2,P.S.D.I.,355
20,1992-09-27,parliament,RO111,Bihor,2,P.S.D.T.,440
21,1992-09-27,parliament,RO111,Bihor,2,P.U.N.R.,51165
22,1992-09-27,parliament,RO111,Bihor,2,P.U.S-D.,2641
23,1992-09-27,parliament,RO111,Bihor,2,PDSR-PUR-PSDR,663
24,1992-09-27,parliament,RO111,Bihor,2,PNL,7329
25,1992-09-27,parliament,RO111,Bihor,2,PNTCD,3130
26,1992-09-27,parliament,RO111,Bihor,2,PRM,7339
27,1992-09-27,parliament,RO111,Bihor,2,PRO,587
28,1992-09-27,parliament,RO111,Bihor,2,PSM,4462
29,1992-09-27,parliament,RO111,Bihor,2,PUR,394
30,1992-09-27,parliament,RO111,Bihor,2,S.N-D.,1525
31,1992-09-27,parliament,RO111,Bihor,2,U.D.SL.CE.R.,1909
32,1992-09-27,parliament,RO111,Bihor,2,U.G.R.R.,826
33,1992-09-27,parliament,RO111,Bihor,2,U.L.B.,1199
34,1992-09-27,parliament,RO111,Bihor,2,U.L.D.R.R.,1760
35,1992-09-27,parliament,RO111,Bihor,2,UDMR,85109
36,1992-09-27,parliament,RO112,Bistriţa-Năsăud,0,eligible_voters,227628
37,1992-09-27,parliament,RO112,Bistriţa-Năsăud,1,issued_ballots,167663
38,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,C.D.R,25468
39,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,C.I.,1195
40,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,C.S.S.,1460
41,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,F.D.R.16-20.XII.89.T,1204
42,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,F.D.S.N.,22139
43,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,F.S.N.,14240
44,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,L.N.E.R.,345
45,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,M.E.R.,2825
46,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,N.P.L.,703
47,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.D.A.R.,2806
48,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.D.C.,414
49,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.D.N.,225
50,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.D.S.(N.D.)N-V.R.,384
51,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.N.T.C.D.I.,570
52,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.R.,10183
53,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.R.U.R.,1285
54,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.U.N.R.,30938
55,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,P.U.S-D.,475
56,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,PDSR-PUR-PSDR,887
57,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,PNL,4591
58,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,PRM,4104
59,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,PRO,2315
60,1992-09-27,parliament,RO112,Bistriţa-Năsăud,2,PSM,2451
