Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutschland;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;MLPD;Die Tierschutzpartei;NPD;NATURGESETZ;FORUM;ödp;PBC;AB 2000;PASS;DKP;DSU;ZENTRUM;DMP;FP Deutschland;FSU;STATT Partei;Einzelbewerber;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutsch-land;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;DVU;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;Pro DM;MLPD;Die Tier-schutzpartei;NPD;NATUR-GESETZ;FORUM;ödp;PBC;AB 2000;Nicht-wähler;PASS;PSG
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
RP;07339;Mainz-Bingen;144201;124621;2054;122567;54439;47475;0;6350;9083;944;0;0;0;0;54;0;0;137;0;0;3037;0;0;0;0;0;0;385;0;292;166;0;0;0;0;0;0;0;0;205;0;1559;123062;50227;44879;0;9657;11072;1515;0;0;0;0;0;240;0;0;0;670;260;2280;0;100;0;762;0;558;175;189;0;240;238;0;0;0;0
RP;07340;Südwestpfalz;82710;71897;2279;69618;30027;29741;0;3054;2768;0;0;0;0;0;0;0;0;0;0;0;2847;0;0;0;0;0;0;700;0;481;0;0;0;0;0;0;0;0;0;0;0;1729;70168;28749;28412;0;2954;4185;574;0;0;0;0;0;258;0;0;0;636;217;2260;0;85;0;605;0;431;217;209;0;207;169;0;0;0;0
BW;08111;Stuttgart, Landeshauptstadt;358554;297259;2853;294406;113739;111147;0;38793;12895;2269;0;0;0;0;0;0;0;155;0;1424;11457;0;0;0;319;0;0;713;0;807;255;0;0;0;0;0;0;0;0;0;433;2646;294613;107749;94828;0;38574;31101;3559;0;207;0;0;52;239;0;205;103;1724;1143;10512;0;216;0;1495;209;938;256;324;0;676;464;0;0;0;39
BW;08115;Böblingen;239572;204171;2767;201404;78502;88536;0;13782;8649;1831;0;0;0;0;0;0;0;0;0;0;8225;0;0;0;157;0;0;551;0;603;0;0;0;0;0;0;0;0;0;0;568;2255;201916;70851;76136;0;18001;20845;1787;0;164;0;0;55;274;0;331;84;1469;501;8208;0;245;0;815;68;570;179;224;0;430;647;0;0;0;32
BW;08116;Esslingen;339560;290386;3963;286423;115357;119298;0;22815;10290;1944;294;0;0;0;0;0;0;0;0;0;13595;0;0;0;123;0;0;1071;0;848;788;0;0;0;0;0;0;0;0;0;0;3115;287271;102775;107111;0;26659;26483;2146;0;231;0;0;58;168;0;181;89;1239;537;13859;0;177;0;1672;107;1260;293;424;0;598;1150;0;0;0;54
BW;08117;Göppingen;176627;147030;2237;144793;61301;61332;0;6864;4516;0;0;0;0;0;0;0;0;0;0;0;7748;0;0;0;0;0;529;561;0;1314;0;0;0;0;0;0;0;0;0;0;628;1936;145094;56651;50642;0;10761;13213;1014;0;108;0;0;24;84;0;122;37;569;224;7504;0;112;0;1421;42;758;413;279;0;593;490;0;0;0;33
BW;08118;Ludwigsburg;331558;282567;3839;278728;106710;117244;0;24145;11755;2420;0;0;0;0;0;0;0;0;112;753;13669;0;0;0;106;0;0;0;0;995;688;0;0;0;0;0;0;131;0;0;0;3343;279224;103910;97187;0;25276;28082;2698;0;280;0;0;94;269;0;274;146;1753;914;13173;0;296;0;1618;81;922;372;221;0;540;1079;0;0;0;39
BW;08119;Rems-Murr-Kreis;279792;234457;3271;231186;89702;96540;0;16500;10852;1726;0;0;0;0;0;0;0;0;0;362;12100;0;0;0;0;0;0;0;0;1231;1833;0;0;0;0;0;0;0;0;0;340;2597;231860;82801;82619;0;20699;23774;1949;0;189;0;0;53;183;0;153;55;1260;631;11961;0;202;0;1497;57;901;301;220;0;829;1478;0;0;0;48
BW;08121;Heilbronn, Stadt;78059;63429;1004;62425;26715;26404;0;2579;1739;510;0;0;0;0;0;0;0;0;0;0;3945;0;0;0;0;0;0;185;0;136;212;0;0;0;0;0;0;0;0;0;0;958;62471;24498;21431;0;4491;5628;637;0;37;0;0;15;72;0;36;15;307;126;4121;0;63;0;296;21;162;85;83;0;109;227;0;0;0;11
BW;08125;Heilbronn;216879;183034;3133;179901;71800;78593;0;8429;6676;1593;0;0;0;0;0;0;0;0;0;0;10505;0;0;0;0;0;0;404;0;1022;879;0;0;0;0;0;0;0;0;0;0;2843;180191;64874;65571;0;13097;17601;1619;0;159;0;0;35;184;0;158;63;872;380;11301;0;209;0;909;39;662;427;253;0;647;1089;0;0;0;42
BW;08126;Hohenlohekreis;76481;63404;1045;62359;21203;25842;0;3304;6015;467;0;0;0;0;0;418;0;0;0;0;3052;0;0;0;0;0;0;251;0;284;367;0;0;0;0;0;0;0;0;0;1156;1020;62384;19732;23216;0;4851;7923;573;0;91;0;0;18;284;0;67;26;495;112;3325;0;73;0;368;6;232;228;153;0;227;355;0;0;0;29
BW;08127;Schwäbisch Hall;132272;107597;1677;105920;39056;36746;0;6464;7490;760;0;0;0;0;0;463;0;0;0;0;6154;0;0;0;0;0;0;221;0;765;1059;0;0;0;0;0;0;0;0;0;6742;1873;105724;36974;35284;0;9464;11207;995;0;101;0;0;15;336;0;76;48;614;161;7219;0;107;0;730;22;310;265;128;0;700;936;0;0;0;32
BW;08128;Main-Tauber-Kreis;102469;85541;2163;83378;28634;42023;0;3608;2819;0;0;0;0;0;0;590;0;0;0;0;3458;0;0;0;0;0;0;0;0;1319;454;0;0;0;0;0;0;0;0;0;473;1490;84051;26480;39058;0;4996;5933;646;0;108;0;0;34;270;0;128;45;388;144;3476;0;94;0;734;11;284;208;57;0;613;325;0;0;0;19
BW;08135;Heidenheim;96396;80127;1588;78539;33191;31653;0;4708;2376;0;0;0;0;0;0;0;0;0;161;0;4799;0;0;0;0;0;0;0;0;837;463;0;0;351;0;0;0;0;0;0;0;1367;78760;32769;27190;0;5147;5591;596;0;77;0;0;9;54;0;46;61;372;140;4664;0;77;0;784;15;218;66;42;0;460;366;0;0;0;16
BW;08136;Ostalbkreis;222975;185059;3952;181107;70010;83203;0;9760;6055;724;0;0;0;0;0;0;0;0;115;287;9181;0;0;0;0;0;0;0;0;962;709;0;0;101;0;0;0;0;0;0;0;3238;181821;67344;72437;0;13062;13100;1287;0;154;0;0;45;126;0;181;55;795;383;9249;0;185;0;1290;45;547;200;149;0;535;611;0;0;0;41
BW;08211;Baden-Baden, Stadt;39342;32268;485;31783;11040;15426;0;1983;2177;0;0;0;0;0;0;0;0;0;0;113;875;0;0;0;0;0;0;0;0;77;92;0;0;0;0;0;0;0;0;0;0;381;31887;10015;13560;0;2887;3487;353;0;28;0;0;9;51;0;25;20;137;86;806;0;20;0;148;1;81;35;18;0;50;70;0;0;0;0
BW;08212;Karlsruhe, Stadt;197500;159238;2152;157086;62592;51392;0;12812;22659;1777;0;0;0;0;0;492;0;0;0;476;3194;0;0;0;130;0;527;0;0;498;537;0;0;0;0;0;0;0;0;0;0;1996;157242;61154;52340;0;17079;16139;2485;0;165;0;0;21;303;0;66;30;710;385;3215;0;109;0;1205;64;506;373;83;0;309;477;0;0;0;24
BW;08215;Karlsruhe;299732;254038;4809;249229;97292;115538;0;12467;9413;1826;0;0;0;0;0;69;0;0;0;1187;8963;0;0;0;8;0;34;0;0;991;1441;0;0;0;0;0;0;0;0;0;0;3979;250059;90822;102507;0;17047;19983;2288;0;217;0;0;60;341;0;265;104;1415;718;8598;0;222;0;2053;56;1085;425;170;0;464;1177;0;0;0;42
BW;08216;Rastatt;161402;132098;2783;129315;48239;64483;0;6636;4271;0;0;0;0;0;0;0;0;0;0;385;4568;0;0;0;0;0;0;0;0;460;273;0;0;0;0;0;0;0;0;0;0;2396;129702;46905;56052;0;8309;9194;1091;0;128;0;0;72;197;0;168;105;693;289;4292;0;162;0;816;5;438;192;72;0;262;243;0;0;0;17
BW;08221;Heidelberg, Stadt;93670;78399;886;77513;34722;29147;0;7034;3278;819;0;0;0;0;0;0;0;0;0;259;1244;0;0;0;0;0;0;0;0;428;181;0;0;0;0;0;252;0;0;0;149;788;77611;26616;25146;0;14160;7366;1289;0;73;0;0;11;83;0;20;17;335;197;1172;0;54;0;377;19;172;81;59;0;183;173;0;0;0;8
BW;08222;Mannheim, Universitätsstadt;200197;160215;2093;158122;76745;60594;0;7869;3323;1815;0;336;0;0;0;655;0;0;0;797;5344;0;0;0;88;0;0;0;0;370;0;0;0;0;0;0;186;0;0;0;0;1999;158216;69534;52170;0;13357;9701;2345;0;216;0;0;42;683;0;102;59;1609;641;4747;0;173;0;1337;53;669;313;88;0;162;184;0;0;0;31
BW;08225;Neckar-Odenwald-Kreis;107256;88868;2339;86529;31708;42829;0;4038;2383;0;0;0;0;0;0;1032;0;0;0;0;3080;0;0;0;0;0;0;0;0;541;330;0;0;0;0;0;0;0;0;0;588;1825;87043;30128;39245;0;4966;5552;720;0;87;0;0;44;474;0;112;35;740;125;2997;0;80;0;621;12;271;127;44;0;332;315;0;0;0;16
BW;08226;Rhein-Neckar-Kreis;375327;323188;5356;317832;138670;136475;0;16401;10896;1387;0;0;0;0;0;0;0;0;0;980;10185;0;0;0;0;0;0;0;0;1493;181;0;0;0;0;0;178;0;0;0;986;4454;318734;123038;120844;0;26242;25720;3153;0;287;0;0;39;521;0;243;97;1938;975;9048;0;341;0;2548;36;1232;638;225;0;680;810;0;0;0;79
BW;08231;Pforzheim, Stadt;78996;62797;1161;61636;25723;26604;0;2576;2493;656;0;0;0;0;0;398;0;0;0;259;2551;0;0;0;0;0;0;0;0;146;230;0;0;0;0;0;0;0;0;0;0;1124;61673;22156;24414;0;3873;5722;701;0;60;0;0;15;251;0;47;43;689;203;2268;0;68;0;472;13;275;55;45;0;76;216;0;0;0;11
BW;08235;Calw;105852;88092;1272;86820;30222;40653;0;4838;4140;671;0;0;0;0;0;0;0;0;0;354;3860;486;0;0;0;0;0;0;0;495;1101;0;0;0;0;0;0;0;0;0;0;1103;86989;27818;35209;0;6383;8848;783;0;77;0;0;20;114;0;126;32;696;288;3925;0;80;0;720;14;379;151;70;0;303;931;0;0;0;22
BW;08236;Enzkreis;133821;113293;1509;111784;50396;43371;0;5034;4664;903;0;0;0;0;0;698;0;0;0;369;5004;0;0;0;0;0;0;0;0;350;995;0;0;0;0;0;0;0;0;0;0;1428;111865;42866;39316;0;8525;10736;1073;0;94;0;0;18;376;0;151;77;1024;324;4688;0;91;0;709;5;468;113;110;0;211;874;0;0;0;16
BW;08237;Freudenstadt;84061;68443;1097;67346;23704;32667;0;2829;2808;462;0;0;0;0;0;0;0;0;0;344;2983;516;0;0;0;0;0;0;0;339;694;0;0;0;0;0;0;0;0;0;0;1124;67319;21677;27932;0;4538;6609;568;0;58;0;0;19;53;0;106;39;543;220;2976;0;63;0;639;13;272;106;54;0;247;570;0;0;0;17
BW;08311;Freiburg im Breisgau, Stadt;136112;112474;1727;110747;48418;36970;0;17722;3154;0;0;0;0;0;0;0;0;0;0;0;2235;0;0;0;0;0;0;307;0;811;252;0;0;0;0;0;0;0;0;0;878;1408;111066;37505;31036;0;26802;8335;2032;0;220;0;0;13;85;0;122;33;482;357;2085;0;97;0;425;34;496;86;146;0;442;218;0;0;0;15
BW;08315;Breisgau-Hochschwarzwald;172992;145118;2579;142539;54492;63482;0;12843;5281;0;0;0;0;0;0;0;0;0;67;421;3620;0;0;0;0;0;0;250;0;910;628;0;0;0;0;0;0;0;0;0;545;2093;143025;48672;54340;0;18696;12123;1268;0;179;0;0;43;100;0;236;66;644;460;3379;0;115;0;709;21;644;127;176;0;484;506;0;0;0;37
BW;08316;Emmendingen;110483;90948;1768;89180;39231;34716;0;7326;3339;0;0;0;0;0;0;0;0;1060;0;0;2539;0;0;0;0;0;0;0;0;458;377;0;0;0;0;0;0;0;0;0;134;1664;89284;35157;31598;0;9965;6385;810;0;110;0;0;13;55;0;880;25;321;145;2269;0;72;0;387;6;440;74;77;0;231;243;0;0;0;21
BW;08317;Ortenaukreis;300527;239575;5593;233982;82427;116834;0;14934;7152;1732;0;0;0;0;0;0;0;765;0;0;7603;0;0;0;0;0;0;592;0;960;285;0;0;0;0;0;0;0;0;0;698;5183;234392;82696;99333;0;19213;16149;2279;0;293;0;0;54;254;0;940;83;1062;446;7251;0;183;0;1418;15;911;267;313;0;530;652;0;0;0;50
BW;08325;Rottweil;101255;83063;1728;81335;29794;37780;0;3633;3565;802;241;0;0;0;0;0;0;377;0;276;2966;0;0;0;0;0;0;0;0;1432;469;0;0;0;0;0;0;0;0;0;0;1551;81512;27532;33854;0;5389;6929;853;0;105;0;0;40;107;0;239;37;707;247;2829;0;116;0;739;11;302;144;84;0;829;389;0;0;0;30
BW;08326;Schwarzwald-Baar-Kreis;147356;121016;2087;118929;43484;53380;0;8323;6354;1288;0;0;0;0;0;0;0;0;0;712;3901;0;0;0;0;0;0;0;0;678;809;0;0;0;0;0;0;0;0;0;0;1796;119220;42397;47904;0;8954;10243;1402;0;121;0;0;21;90;0;174;39;661;488;3662;0;85;0;1070;17;445;247;85;0;359;729;0;0;0;27
BW;08327;Tuttlingen;91634;76496;1694;74802;25218;34860;0;4015;5909;767;177;0;0;0;0;0;0;257;0;346;2586;0;0;0;0;0;0;0;0;367;300;0;0;0;0;0;0;0;0;0;0;1570;74926;24405;32670;0;4763;6711;824;0;94;0;0;42;102;0;175;28;576;249;2533;0;86;0;670;5;250;158;62;0;237;269;0;0;0;17
BW;08335;Konstanz;184648;150402;2759;147643;50015;65241;0;17573;8791;1575;0;0;0;0;0;0;0;0;0;0;3535;0;0;0;0;0;0;0;0;913;0;0;0;0;0;0;0;0;0;0;0;2023;148379;53455;54532;0;15975;14327;1564;0;146;0;0;27;133;0;190;54;1020;412;3229;0;158;0;1168;29;770;186;152;0;488;337;0;0;0;27
BW;08336;Lörrach;152174;122576;2398;120178;56599;44780;0;8528;4289;0;0;0;0;0;0;0;0;0;402;0;3929;0;0;0;0;0;0;0;0;571;1080;0;0;0;0;0;0;0;0;0;0;1811;120765;48850;40781;0;13224;8910;1360;0;124;0;0;28;77;0;125;113;440;332;3593;0;81;0;777;28;490;145;109;0;303;846;0;0;0;29
BW;08337;Waldshut;114587;92021;2069;89952;33816;40722;0;6075;3441;0;0;0;0;0;0;0;0;0;0;496;3305;0;0;0;0;0;0;0;0;1548;549;0;0;0;0;0;0;0;0;0;0;1510;90511;30829;36553;0;8264;7524;816;0;89;0;0;22;89;0;98;31;345;284;3043;0;59;0;720;14;376;113;79;0;649;493;0;0;0;21
BW;08415;Reutlingen;189056;159177;3195;155982;56084;65558;0;11102;12436;1461;0;0;0;0;0;0;0;0;0;0;7014;0;0;0;176;0;0;0;0;680;832;0;0;0;0;0;0;0;0;0;639;2217;156960;53953;59790;0;13296;16082;1417;0;113;0;0;44;199;0;129;45;905;368;7328;0;155;0;1067;67;466;173;138;0;488;703;0;0;0;34
BW;08416;Tübingen;135781;116679;1313;115366;56180;41989;0;6027;3433;937;0;0;0;0;0;300;0;0;0;0;5692;0;0;0;0;0;0;286;0;522;0;0;0;0;0;0;0;0;0;0;0;1129;115550;38276;37163;0;19626;10455;1488;0;100;0;0;16;168;0;90;24;423;164;5316;0;76;0;795;45;282;68;162;0;402;392;0;0;0;19
BW;08417;Zollernalbkreis;137571;112628;2292;110336;41795;50730;0;4339;4529;831;0;0;0;0;0;128;0;0;207;985;6000;0;0;0;180;0;0;83;0;529;0;0;0;0;0;0;0;0;0;0;0;2042;110586;38108;42072;0;6737;12093;874;0;107;0;0;17;183;0;141;118;660;711;5916;0;115;0;1418;105;402;128;103;0;269;297;0;0;0;12
BW;08421;Ulm, Universitätsstadt;76247;63081;866;62215;25617;24834;0;5361;3116;0;0;0;0;0;0;0;0;0;0;0;2203;0;0;0;112;0;0;199;0;264;194;0;0;0;0;0;0;0;0;0;315;652;62429;22869;22025;0;7131;5399;689;0;88;0;0;11;120;0;47;18;324;97;2201;0;63;0;531;38;210;54;115;0;208;182;0;0;0;9
BW;08425;Alb-Donau-Kreis;128656;108949;1796;107153;35060;54174;0;6716;4405;0;0;0;0;0;0;0;0;0;0;0;4735;0;0;0;92;0;0;315;0;717;434;0;0;0;0;0;0;0;0;0;505;1519;107430;34363;46197;0;8058;8872;717;0;108;0;0;32;154;0;184;34;555;181;5010;0;109;0;954;32;407;150;181;0;658;451;0;0;0;23
BW;08426;Biberach;129590;108452;2105;106347;24894;52504;0;13686;3323;0;0;0;0;0;0;0;0;0;0;485;8401;0;0;0;0;0;547;491;0;1480;536;0;0;0;0;0;0;0;0;0;0;2140;106312;26692;49529;0;8983;6984;605;0;115;0;0;34;85;0;283;49;269;342;8811;0;124;0;894;17;407;389;309;0;986;368;0;0;0;37
BW;08435;Bodenseekreis;140062;115542;1835;113707;39535;52375;0;10013;5327;918;0;0;0;0;0;0;0;0;0;0;3344;0;0;0;0;0;0;0;0;1750;445;0;0;0;0;0;0;0;0;0;0;1498;114044;37333;45865;0;11421;10618;966;0;112;0;0;33;122;0;166;31;564;265;3224;0;119;0;1115;20;452;152;108;0;982;347;0;0;0;29
BW;08436;Ravensburg;186848;152952;2753;150199;45345;70042;0;17631;5200;627;0;0;0;0;0;0;0;0;0;360;6979;0;0;0;0;0;255;329;0;2507;924;0;0;0;0;0;0;0;0;0;0;2486;150466;43840;64574;0;15614;10723;1122;0;191;0;0;38;130;0;317;67;604;444;7207;0;129;0;1613;19;633;244;218;0;1979;729;0;0;0;31
BW;08437;Sigmaringen;93004;76465;1840;74625;21084;39885;0;4283;3350;577;0;0;0;0;0;0;0;0;108;436;4134;0;0;0;45;0;0;0;0;723;0;0;0;0;0;0;0;0;0;0;0;1678;74787;21370;34612;0;5012;6127;572;0;71;0;0;21;61;0;130;52;351;300;4212;0;114;0;725;26;249;129;66;0;386;181;0;0;0;20
BY;09161;Ingolstadt, Stadt;80462;59433;714;58719;20997;0;30222;2735;1306;635;0;0;0;0;0;0;0;0;0;202;1736;0;0;0;0;0;0;142;0;581;0;0;0;0;0;0;0;0;0;0;163;552;58881;20953;0;28572;2967;2493;507;0;37;0;214;3;96;27;24;0;423;112;1502;0;49;0;197;5;127;44;48;0;422;59;0;0;0;0
BY;09162;München, Landeshauptstadt;823395;640170;4901;635269;268505;0;271100;40763;22749;5829;0;0;0;0;936;2168;0;380;0;1869;14126;0;221;0;64;0;0;397;0;5126;0;0;0;0;0;0;0;0;0;0;1036;2829;637341;230415;0;247684;71529;46137;8146;0;772;0;2246;270;3322;411;337;0;5009;1883;10654;0;415;0;1649;77;2122;423;591;0;2904;345;0;0;0;0
BY;09163;Rosenheim, Stadt;40266;29501;379;29122;9180;0;14449;1566;1123;0;0;0;0;0;30;539;0;0;0;0;1673;0;0;0;0;0;0;143;0;419;0;0;0;0;0;0;0;0;0;0;0;220;29281;9412;0;13447;1877;1545;168;0;19;0;269;15;402;12;15;0;201;72;1310;0;16;0;63;3;91;36;43;0;236;29;0;0;0;0
BY;09171;Altötting;80273;62375;708;61667;17009;0;37652;1974;1200;0;0;0;0;0;115;275;0;0;0;0;2384;0;0;0;0;0;0;260;0;708;0;0;0;0;0;0;0;0;0;0;90;549;61826;17686;0;34609;2401;2529;243;0;113;0;388;40;146;32;47;0;336;80;1937;0;39;0;340;2;199;50;104;0;476;29;0;0;0;0
BY;09172;Berchtesgadener Land;71607;55577;646;54931;13198;0;33865;4134;927;0;0;0;0;0;65;363;0;0;0;0;1759;0;0;0;0;0;0;0;0;620;0;0;0;0;0;0;0;0;0;0;0;496;55081;14497;0;31037;3049;2477;268;0;53;0;273;20;212;14;75;0;447;85;1583;0;33;0;184;2;160;54;34;0;459;65;0;0;0;0
BY;09173;Bad Tölz-Wolfratshausen;82925;65625;738;64887;16786;0;38774;3078;2780;0;0;0;0;0;0;1227;0;0;0;0;1295;0;0;0;0;0;0;0;0;947;0;0;0;0;0;0;0;0;0;0;0;480;65145;16516;0;36103;4164;3894;297;0;49;0;422;16;987;17;49;0;296;105;1040;0;46;0;288;8;185;49;59;0;532;23;0;0;0;0
BY;09174;Dachau;89371;72034;717;71317;21989;0;40118;3245;1708;363;0;0;0;0;0;624;0;0;0;0;2426;0;0;0;0;0;0;0;0;844;0;0;0;0;0;0;0;0;0;0;0;461;71573;21149;0;37522;4224;3602;446;0;68;0;346;13;417;31;36;0;320;141;2072;0;38;0;255;4;229;55;62;0;494;49;0;0;0;0
BY;09175;Ebersberg;83243;68900;536;68364;21707;0;36803;3986;1970;0;0;0;0;0;64;1370;0;0;0;0;1397;0;0;0;0;0;0;175;0;798;0;0;0;0;0;0;0;0;0;0;94;347;68553;20718;0;33336;5016;4848;479;0;72;0;384;14;855;26;42;0;270;127;1252;0;56;0;221;1;206;45;77;0;469;39;0;0;0;0
BY;09176;Eichstätt;83763;69632;705;68927;22768;0;38163;3573;1177;515;0;0;0;0;0;0;0;0;0;146;1566;0;0;0;0;0;0;156;0;778;0;0;0;0;0;0;0;0;0;0;85;542;69090;23266;0;36713;3038;2116;375;0;40;0;298;6;100;20;42;0;442;76;1396;0;42;0;214;1;137;51;79;0;594;44;0;0;0;0
BY;09177;Erding;79292;62210;606;61604;17803;0;33574;2571;1575;391;0;0;0;0;0;496;0;0;0;227;3333;0;0;0;0;0;0;0;0;1634;0;0;0;0;0;0;0;0;0;0;0;426;61784;17662;0;32074;3205;2965;404;0;52;0;446;8;340;15;48;0;207;141;2787;0;39;0;210;0;214;41;40;0;854;32;0;0;0;0
BY;09178;Freising;101250;80243;668;79575;22039;0;43882;6013;2104;623;0;0;0;0;0;797;0;0;0;674;2182;0;0;0;0;0;0;0;0;1261;0;0;0;0;0;0;0;0;0;0;0;516;79727;23148;0;40513;5729;4456;593;0;87;0;468;14;534;33;33;0;448;295;1708;0;65;0;267;10;341;98;54;0;773;60;0;0;0;0
BY;09179;Fürstenfeldbruck;139843;114803;910;113893;40391;0;57354;6440;3555;630;0;0;0;0;0;1207;0;0;0;0;3028;0;0;0;0;0;0;0;0;1288;0;0;0;0;0;0;0;0;0;0;0;513;114290;37347;0;52799;9175;7693;756;0;117;0;466;20;834;60;59;0;573;236;2461;0;63;0;312;6;419;55;98;0;659;82;0;0;0;0
BY;09180;Garmisch-Partenkirchen;63575;50447;440;50007;9515;0;33331;1899;1139;0;0;0;0;311;0;1295;0;0;0;0;1065;0;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;0;678;316;50131;10275;0;30180;2460;3350;209;0;42;0;371;3;765;18;32;0;248;84;979;0;34;0;173;4;183;29;58;0;582;52;0;0;0;0
BY;09181;Landsberg a. Lech;74669;59487;522;58965;16005;0;33545;3744;1273;0;0;0;0;864;0;721;0;0;0;0;1347;0;0;0;0;0;0;0;0;858;0;0;0;0;0;0;0;0;0;0;608;354;59133;16130;0;30753;4572;3409;329;0;49;0;698;8;382;37;43;0;355;96;1128;0;46;0;192;4;180;30;46;0;555;91;0;0;0;0
BY;09182;Miesbach;66180;53024;549;52475;13907;0;31714;2041;2125;0;0;0;0;0;0;744;0;0;0;0;1285;0;0;0;0;0;0;0;0;659;0;0;0;0;0;0;0;0;0;0;0;299;52725;13866;0;28677;2764;3481;256;0;40;0;377;0;686;15;34;0;252;90;1194;0;45;0;266;3;198;42;45;0;365;29;0;0;0;0
BY;09183;Mühldorf a. Inn;79715;60072;704;59368;15429;0;36001;2082;1517;0;0;0;0;0;147;671;0;0;0;0;2236;0;0;0;0;0;0;212;0;612;0;0;0;0;0;0;0;0;0;0;461;483;59589;16261;0;33442;2389;2545;285;0;66;0;514;52;554;19;73;0;386;83;1924;0;43;0;178;1;214;34;86;0;404;36;0;0;0;0
BY;09184;München;205940;171862;1164;170698;61372;0;88239;7280;6227;1068;0;0;0;0;0;1512;0;0;0;0;3071;0;0;0;0;0;0;0;0;1929;0;0;0;0;0;0;0;0;0;0;0;737;171125;54339;0;78053;13506;15520;1328;0;165;0;641;20;1132;81;62;0;1076;325;2502;0;118;0;435;7;489;115;130;0;1007;74;0;0;0;0
BY;09185;Neuburg-Schrobenhausen;65012;50570;619;49951;15330;0;29359;1811;986;343;0;0;0;0;0;0;0;0;0;178;1402;0;0;0;0;0;0;122;0;350;0;0;0;0;0;0;0;0;0;0;70;442;50128;15696;0;27638;1928;1775;227;0;39;0;263;7;81;23;14;0;280;110;1308;0;40;0;202;2;88;51;43;0;265;48;0;0;0;0
BY;09186;Pfaffenhofen a.d. Ilm;79120;62053;531;61522;19069;0;34428;2731;1276;460;0;0;0;0;0;277;0;0;0;376;2080;0;0;0;0;0;0;0;0;825;0;0;0;0;0;0;0;0;0;0;0;440;61613;19747;0;32290;2706;2663;421;0;37;0;257;8;143;20;32;0;289;141;1665;0;33;0;292;1;191;78;55;0;485;59;0;0;0;0
BY;09187;Rosenheim;166366;131533;1373;130160;34089;0;73536;6369;3856;0;0;0;0;0;106;4031;0;0;0;0;5542;0;0;0;0;0;0;534;0;2097;0;0;0;0;0;0;0;0;0;0;0;839;130694;33906;0;69318;7784;7324;631;0;98;0;1236;40;2259;51;100;0;666;279;4439;0;104;0;285;5;452;104;225;0;1272;116;0;0;0;0
BY;09188;Starnberg;89768;75463;539;74924;19777;0;39201;5287;7566;0;0;0;0;0;0;817;0;0;0;0;1370;0;0;0;0;0;0;0;0;906;0;0;0;0;0;0;0;0;0;0;0;271;75192;19864;0;36012;6888;8105;510;0;56;0;315;19;550;31;36;0;393;130;1048;0;59;0;267;2;248;45;66;0;509;39;0;0;0;0
BY;09189;Traunstein;124019;96664;1140;95524;25175;0;56490;6392;1802;0;0;0;0;0;223;923;0;0;0;0;2786;0;0;0;0;0;0;0;0;1733;0;0;0;0;0;0;0;0;0;0;0;833;95831;27115;0;51284;5838;4351;415;0;96;0;1064;61;526;57;103;0;467;148;2421;0;76;0;334;7;324;67;62;0;922;93;0;0;0;0
BY;09190;Weilheim-Schongau;90939;72972;629;72343;20936;0;38374;3069;1325;0;0;0;0;597;0;2320;0;0;0;0;1816;0;0;0;0;0;0;0;0;820;0;0;0;0;0;0;0;0;0;0;3086;541;72431;22773;0;35663;4253;3593;398;0;66;0;635;20;1392;24;48;0;337;113;1706;0;58;0;299;2;230;68;60;0;632;61;0;0;0;0
BY;09261;Landshut, Stadt;44539;33494;504;32990;11049;0;17394;2128;947;0;0;0;0;0;0;0;0;0;0;0;822;0;138;0;0;0;0;0;0;512;0;0;0;0;0;0;0;0;0;0;0;318;33176;10653;0;16502;2274;1636;259;0;20;0;115;8;62;15;20;0;266;78;558;0;36;0;194;3;132;36;17;0;266;26;0;0;0;0
