Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutschland;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;MLPD;Die Tierschutzpartei;NPD;NATURGESETZ;FORUM;ödp;PBC;AB 2000;PASS;DKP;DSU;ZENTRUM;DMP;FP Deutschland;FSU;STATT Partei;Einzelbewerber;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;Deutsch-land;APPD;APD;BP;BüSo;BfB;CHANCE 2000;CM;DPD;DVU;GRAUE;REP;FAMILIE;DIE FRAUEN;HP;Pro DM;MLPD;Die Tier-schutzpartei;NPD;NATUR-GESETZ;FORUM;ödp;PBC;AB 2000;Nicht-wähler;PASS;PSG
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NI;03356;Osterholz;83543;70708;613;70095;38362;23378;0;4067;2033;783;0;0;0;0;79;0;0;0;0;0;1210;0;0;0;0;0;0;0;0;183;0;0;0;0;0;0;0;0;0;0;0;463;70245;36131;20082;0;5653;4811;958;0;65;0;0;0;76;0;29;0;376;111;958;0;0;0;487;0;202;94;53;0;58;93;0;0;0;8
NI;03357;Rotenburg (Wümme);119880;100106;839;99267;46339;44651;0;4191;1906;762;0;0;0;0;107;119;0;0;0;0;1011;0;0;0;0;0;0;0;0;62;119;0;0;0;0;0;0;0;0;0;0;677;99429;45838;38537;0;5626;5820;854;0;155;0;0;0;84;0;24;0;508;82;698;0;0;0;562;0;220;151;59;0;43;158;0;0;0;10
NI;03358;Soltau-Fallingbostel;104923;86836;819;86017;40925;36133;0;3919;1895;675;0;0;0;0;0;335;0;0;0;0;1692;0;0;0;0;0;0;0;0;170;273;0;0;0;0;0;0;0;0;0;0;701;86135;40628;31918;0;4133;4984;797;0;116;0;0;0;167;0;26;0;587;114;1338;0;0;0;590;0;237;144;37;0;84;226;0;0;0;9
NI;03359;Stade;143788;119586;1265;118321;60386;47746;0;4716;2671;1302;0;0;0;0;135;0;0;0;0;0;1365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;854;118732;58861;40581;0;6799;7522;1396;0;123;0;0;0;90;0;30;0;878;249;789;0;0;0;654;0;274;309;46;0;42;77;0;0;0;12
NI;03360;Uelzen;77288;64857;734;64123;33507;24979;0;2392;1362;525;0;0;0;0;0;200;0;0;0;0;856;0;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;0;110;0;0;525;64332;30421;22834;0;4244;3841;618;0;77;0;0;0;79;0;24;0;433;100;534;0;0;0;596;0;165;129;18;0;25;184;0;0;0;10
NI;03361;Verden;99144;83827;721;83106;43521;29074;0;5308;2966;837;0;0;0;0;62;0;0;0;0;0;1192;0;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;586;83241;41092;25457;0;6706;5960;1037;0;140;0;0;0;86;0;17;0;519;112;859;0;0;0;608;0;275;136;57;0;68;103;0;0;0;9
NI;03401;Delmenhorst, Stadt;58088;47034;525;46509;26886;14827;0;1713;1350;559;0;0;0;0;0;0;0;0;0;380;794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361;46673;25934;13635;0;2258;2521;492;0;32;0;0;0;17;0;12;0;604;223;363;0;0;0;362;0;107;56;24;0;14;17;0;0;0;2
NI;03402;Emden, Stadt;38947;31284;455;30829;18850;8324;0;2125;633;365;0;0;0;0;0;0;0;0;0;105;354;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;341;30943;19904;6904;0;1653;1343;393;0;53;0;0;0;13;0;10;0;142;49;196;0;0;0;124;0;57;39;12;0;8;41;0;0;0;2
NI;03403;Oldenburg (Oldenburg), Stadt;118116;97346;921;96425;49323;30894;0;10569;2740;1841;0;0;0;0;0;0;0;0;0;633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;633;96713;46924;26446;0;11792;6898;1979;0;133;0;0;0;103;0;42;0;466;349;340;0;0;0;561;0;301;170;82;0;42;74;0;0;0;11
NI;03404;Osnabrück, Stadt;119936;98846;1043;97803;47836;38607;0;5895;3596;1062;0;0;0;0;0;0;0;0;0;444;0;0;0;0;0;0;0;168;0;195;0;0;0;0;0;0;0;0;0;0;0;881;97965;44121;33116;0;9166;7972;1178;0;113;0;0;0;74;0;35;0;720;212;255;0;0;0;507;0;166;89;59;0;109;64;0;0;0;9
NI;03405;Wilhelmshaven, Stadt;68722;55537;852;54685;29699;18018;0;2128;1425;713;0;0;0;0;0;0;0;0;0;0;2075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627;479;55058;30047;16738;0;2340;2705;649;0;85;0;0;0;31;0;3;0;267;90;1446;0;0;0;354;0;160;40;42;0;17;35;0;0;0;9
NI;03451;Ammerland;82593;68314;682;67632;33681;26723;0;3383;2763;653;0;0;0;0;0;0;0;0;0;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;541;67773;33650;21868;0;3810;5898;636;0;76;0;0;0;49;0;14;0;497;145;305;0;0;0;424;0;188;101;46;0;15;41;0;0;0;10
NI;03452;Aurich;142091;117567;2009;115558;68450;34220;0;7086;2736;1154;0;0;0;0;0;0;0;0;0;372;1205;0;0;0;0;0;0;0;0;0;335;0;0;0;0;0;0;0;0;0;0;1359;116208;70690;31088;0;5487;5132;998;0;149;0;0;0;57;0;18;0;495;187;750;0;0;0;539;0;270;103;27;0;24;177;0;0;0;17
NI;03453;Cloppenburg;104594;87140;1564;85576;28101;51545;0;2293;2692;522;0;0;0;0;0;423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901;86239;26765;50510;0;2336;4480;429;0;90;0;0;0;99;0;51;0;457;62;315;0;0;0;329;0;131;82;39;0;12;41;0;0;0;11
NI;03454;Emsland;217624;183329;1776;181553;58296;112596;0;4228;4930;1310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;0;0;0;0;0;0;0;0;0;0;0;1380;181949;62387;97310;0;5684;11865;927;0;246;0;0;0;71;0;66;0;812;159;779;0;0;0;950;0;301;190;49;0;74;64;0;0;0;15
NI;03455;Friesland;77602;64282;870;63412;34923;20995;0;2776;2849;603;0;0;0;0;0;0;0;0;0;124;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496;600;63682;34843;18679;0;2981;4649;555;0;64;0;0;0;42;0;15;0;352;94;652;0;0;0;405;0;189;58;41;0;20;37;0;0;0;6
NI;03456;Grafschaft Bentheim;92642;78397;681;77716;38593;34601;0;2033;1678;539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;0;0;0;0;0;0;0;0;0;0;0;490;77907;37067;30780;0;3163;5003;438;0;54;0;0;0;43;0;27;0;229;60;206;0;0;0;409;0;133;82;29;0;103;67;0;0;0;14
NI;03457;Leer;119562;98740;1174;97566;54391;36103;0;4206;1760;1106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899;97841;55892;29241;0;4397;4826;848;0;116;0;0;0;38;0;58;0;621;129;418;0;0;0;482;0;222;158;41;0;21;322;0;0;0;11
NI;03458;Oldenburg;89217;74830;798;74032;36735;26850;0;4120;4319;776;0;0;0;0;0;0;0;0;0;429;803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;486;74344;36749;23823;0;4350;6479;776;0;68;0;0;0;41;0;19;0;408;233;466;0;0;0;477;0;211;118;60;0;20;39;0;0;0;7
NI;03459;Osnabrück;256641;219870;2182;217688;99406;100211;0;8820;5243;1516;0;0;0;0;0;0;0;0;0;514;1350;0;0;0;0;0;0;535;0;93;0;0;0;0;0;0;0;0;0;0;0;1766;218104;97262;88536;0;10657;15003;1496;0;227;0;0;0;161;0;38;0;1203;280;982;0;0;0;1129;0;447;192;239;0;101;136;0;0;0;15
NI;03460;Vechta;86600;73122;1023;72099;19848;45993;0;2996;1931;416;0;0;0;0;0;915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;619;72503;20669;42904;0;2443;4500;316;0;91;0;0;0;230;0;39;0;200;56;556;0;0;0;280;0;117;42;18;0;25;13;0;0;0;4
NI;03461;Wesermarsch;71565;58519;790;57729;34370;17106;0;2393;2484;555;0;0;0;0;0;0;0;0;0;238;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519;58000;34071;15365;0;2691;3913;511;0;37;0;0;0;20;0;9;0;268;117;334;0;0;0;418;0;103;77;27;0;16;17;0;0;0;6
NI;03462;Wittmund;43307;34278;406;33872;17441;13300;0;1653;780;215;0;0;0;0;0;0;0;0;0;0;368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;283;33995;17747;12068;0;1370;1780;213;0;30;0;0;0;11;0;6;0;119;52;249;0;0;0;183;0;87;29;26;0;8;15;0;0;0;2
HB;04011;Bremen, Stadt;403347;333762;4185;329577;179822;93593;0;31491;9665;6987;0;0;0;0;0;0;0;0;0;2121;3781;0;0;0;150;0;1409;0;0;0;0;0;0;0;0;0;0;0;0;0;558;3399;330363;162709;83289;0;40708;20239;8457;0;559;0;0;0;622;426;0;0;4704;1677;2467;0;0;0;3021;0;0;882;603;0;0;0;0;0;0;0
HB;04012;Bremerhaven, Stadt;91462;72292;1389;70903;41487;21226;0;3500;1871;1367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;859;0;0;0;0;0;0;0;0;0;0;0;0;0;593;1154;71138;38830;18826;0;4595;3570;1358;0;59;0;0;0;103;47;0;0;1963;312;254;0;0;0;838;0;0;252;131;0;0;0;0;0;0;0
NW;05111;Düsseldorf, Stadt;414001;337367;3604;333763;157860;129610;0;19326;10284;4016;0;0;0;0;434;0;0;0;0;2716;4868;0;0;0;95;0;0;467;0;0;0;0;0;0;0;0;0;0;0;0;4087;3027;334340;145073;110267;0;28462;30764;5643;169;316;0;0;156;303;294;122;0;3247;1839;3186;581;224;0;1556;66;910;338;241;0;145;167;0;236;0;35
NW;05112;Duisburg, Stadt;366989;298128;3688;294440;186897;74278;0;13430;5192;4096;0;0;0;0;407;0;0;221;0;1712;7604;0;0;0;603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3510;294618;176629;66445;0;17858;12587;5010;204;256;0;0;91;164;184;150;0;4786;1185;4865;522;131;0;1513;244;783;423;107;0;70;120;0;164;0;127
NW;05113;Essen, Stadt;460974;377902;4060;373842;213489;116043;0;22410;7789;4930;0;0;0;0;0;0;0;0;0;2416;6419;0;0;0;346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3535;374367;203046;100099;0;27680;21945;5821;133;269;0;0;47;170;234;147;0;4028;1545;4148;587;200;0;1819;165;1169;413;116;0;124;237;0;187;0;38
NW;05114;Krefeld, Stadt;168482;135952;1727;134225;61315;60056;0;6181;2552;1131;0;0;0;0;0;0;0;0;0;1137;1543;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;1396;134556;61262;47900;0;8664;10235;1523;39;112;0;0;15;65;66;50;0;967;904;1116;232;39;0;630;30;255;156;87;0;36;76;0;85;0;12
NW;05116;Mönchengladbach, Stadt;196587;154300;2204;152096;72516;62536;0;7438;6112;0;0;0;0;0;0;0;0;0;0;931;1984;0;0;0;0;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;0;1773;152527;64839;56992;0;9888;12760;1700;88;113;0;0;31;84;91;55;0;1315;597;1418;375;96;0;933;17;511;137;177;0;90;87;0;115;0;18
NW;05117;Mülheim an der Ruhr, Stadt;134026;114455;1795;112660;64761;34925;0;6618;4210;0;0;0;0;0;0;0;0;0;0;705;1441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1337;113118;62570;30404;0;6877;8141;1338;40;77;0;0;13;128;79;33;0;766;428;933;154;52;0;444;36;235;135;34;0;45;89;0;61;0;6
NW;05119;Oberhausen, Stadt;164266;134167;2136;132031;86232;32489;0;7235;2726;0;0;0;0;0;0;0;0;0;0;766;2305;0;0;0;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1388;132779;82400;30520;0;7736;4902;1666;69;122;0;0;10;58;106;45;0;1377;450;1505;202;65;0;675;53;384;204;39;0;79;40;0;62;0;10
NW;05120;Remscheid, Stadt;85582;69945;852;69093;35166;26374;0;2773;2595;0;0;0;0;0;0;0;0;0;0;440;1412;0;0;0;64;0;0;0;0;269;0;0;0;0;0;0;0;0;0;0;0;707;69238;32038;21902;0;4174;6394;984;61;46;0;0;13;41;51;26;0;1191;265;848;182;43;0;473;8;215;54;35;0;77;61;0;51;0;5
NW;05122;Solingen, Stadt;116213;95477;1170;94307;46226;38914;0;3519;3051;0;0;0;0;0;0;0;0;0;0;462;1698;0;0;0;156;0;0;0;0;281;0;0;0;0;0;0;0;0;0;0;0;983;94494;41852;31248;0;6065;9106;1368;62;73;0;0;37;156;60;40;0;1363;350;1208;222;51;0;503;40;299;82;21;0;125;104;0;49;0;10
NW;05124;Wuppertal, Stadt;264550;217795;2680;215115;116422;71816;0;10592;8075;2973;0;0;0;0;0;0;0;0;0;962;3810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;2151;215644;102316;62452;0;18011;18300;3704;132;203;0;0;39;152;197;102;0;2747;607;3026;476;126;0;1303;47;722;282;85;0;82;363;0;160;0;10
NW;05154;Kleve;211060;176895;2601;174294;75176;82477;0;6945;6200;1278;0;0;0;0;0;0;0;0;0;645;1348;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;1918;174977;70338;76209;0;9083;13165;1367;52;114;0;0;18;70;112;74;0;907;481;953;296;76;0;685;8;323;142;46;0;205;117;0;113;0;23
NW;05158;Mettmann;372462;317118;3741;313377;145241;136331;0;13550;9173;3290;0;0;0;0;0;0;0;0;0;1725;4067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2853;314265;140074;108479;0;19132;29863;3896;125;246;0;0;65;263;209;157;0;2961;1251;3207;627;229;0;1424;40;750;411;102;0;159;284;0;289;0;22
NW;05162;Neuss;321548;272640;3008;269632;115707;126978;0;11134;8741;2389;0;0;0;0;0;0;0;0;0;0;3227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1456;0;0;0;0;0;2526;270114;107730;108696;0;15164;25500;2733;161;213;0;0;39;213;138;114;0;2077;950;2450;727;99;0;1493;15;722;254;136;0;123;107;0;232;0;28
NW;05166;Viersen;216060;180195;2157;178038;79136;79390;0;8892;6567;1503;0;0;0;0;0;0;0;0;0;0;1801;0;0;0;0;0;0;749;0;0;0;0;0;0;0;0;0;0;0;0;0;1798;178397;73392;69216;0;11138;16809;1702;92;166;0;0;25;91;86;63;0;1374;556;1156;453;63;0;934;5;547;102;188;0;51;78;0;97;0;13
NW;05170;Wesel;345865;292991;3327;289664;167070;95145;0;14555;7900;0;0;0;0;0;0;0;0;0;0;1354;3640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2549;290442;155592;85509;0;17974;17994;3040;265;279;0;0;47;279;150;69;0;2285;912;2649;542;118;0;1283;46;651;296;92;0;74;121;0;152;0;23
NW;05313;Aachen, Stadt;166969;140431;1525;138906;65660;59075;0;7184;3244;1453;0;0;0;0;0;0;0;0;0;524;1171;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;285;1299;139132;54539;48629;0;17432;11987;2417;30;108;0;0;14;48;120;52;0;1004;455;884;169;40;0;373;15;300;98;145;0;73;74;0;105;0;21
NW;05314;Bonn, Stadt;217218;185582;2403;183179;74845;78490;0;13692;11945;0;0;0;0;0;213;747;0;0;0;891;1820;0;0;0;0;0;0;0;0;0;294;0;0;0;0;0;0;0;0;0;242;1950;183632;64933;67096;0;21625;21213;2821;70;190;0;0;82;424;96;63;0;973;627;1278;268;88;0;585;14;456;135;75;0;158;201;0;155;0;6
NW;05315;Köln, Stadt;662124;539319;7138;532181;267154;181368;0;48035;16174;6306;0;0;0;0;0;430;0;0;0;3508;7031;0;0;361;242;0;1212;0;0;250;0;0;0;0;0;0;0;0;0;0;110;4822;534497;238020;157169;0;66570;42281;8630;244;409;0;0;50;390;523;236;0;5370;2556;4901;697;364;0;2125;119;1318;947;216;0;253;393;0;627;0;89
NW;05316;Leverkusen, Stadt;117505;97956;1321;96635;48413;37017;0;5280;2975;1073;0;0;0;0;0;0;0;0;0;549;1328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988;96968;46155;32285;0;6541;7134;1183;87;83;0;0;48;80;47;42;0;596;362;1186;218;34;0;338;31;264;76;42;0;22;39;0;65;0;10
NW;05354;Aachen;222563;189139;2917;186222;98913;71449;0;6424;3913;1943;0;0;0;0;0;0;0;0;0;1351;2229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2360;186779;92969;63897;0;9677;11167;2089;130;140;0;0;33;72;104;61;0;1726;797;1633;353;141;0;688;8;574;180;79;0;48;37;0;161;0;15
NW;05358;Düren;192156;162257;2238;160019;75330;69471;0;5827;4901;1415;0;0;0;0;0;0;0;0;0;699;1637;739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1785;160472;72777;62386;0;8118;10193;1644;85;106;0;0;23;75;87;58;0;967;451;1320;457;87;0;629;7;455;139;59;0;68;140;0;126;0;15
NW;05362;Erftkreis;324235;275668;3334;272334;141934;106622;0;10809;6846;1512;0;0;0;0;201;0;0;0;0;1378;3032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2850;272818;129197;94234;0;16267;20692;2671;113;177;0;0;60;173;117;80;0;2398;1064;2290;392;148;0;1103;19;734;301;92;0;101;143;0;212;0;40
NW;05366;Euskirchen;139489;115974;1928;114046;44192;57857;0;5021;4468;0;0;0;0;0;465;0;0;0;0;473;1570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1632;114342;42366;50182;0;6603;9986;960;49;62;0;0;112;85;72;66;0;632;339;1245;219;77;0;485;9;331;78;45;0;75;113;0;132;0;19
NW;05370;Heinsberg;175607;147902;2910;144992;58308;71352;0;8134;3895;0;0;0;0;0;0;0;0;0;0;604;2174;0;0;0;0;0;0;525;0;0;0;0;0;0;0;0;0;0;0;0;0;2449;145453;57707;64138;0;7555;9375;1112;104;162;0;0;16;72;64;69;0;1046;420;1587;428;35;0;630;8;383;108;180;0;56;86;0;91;0;21
NW;05374;Oberbergischer Kreis;205296;173614;2418;171196;76924;76565;0;7857;6147;0;0;0;0;0;0;0;0;0;0;949;2370;0;0;0;0;0;0;0;0;384;0;0;0;0;0;0;0;0;0;0;0;1898;171716;70643;68410;0;10295;13487;1579;118;123;0;0;31;118;60;108;0;1965;602;1475;380;54;0;849;11;514;143;73;0;191;375;0;104;0;8
NW;05378;Rheinisch-Bergischer Kreis;205879;178337;1762;176575;75473;79840;0;9665;7090;1465;0;0;0;0;0;0;0;0;0;985;2057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1409;176928;68631;65760;0;14343;19683;1903;78;159;0;0;47;139;97;73;0;1216;742;1551;312;76;0;798;6;492;150;87;0;128;288;0;151;0;18
NW;05382;Rhein-Sieg-Kreis;409762;351986;4131;347855;150050;161914;0;15391;11290;2594;1042;0;0;0;0;0;0;0;0;1402;2684;0;0;0;0;0;889;0;0;287;312;0;0;0;0;0;0;0;0;0;0;3681;348305;132089;139722;0;25479;35442;3777;481;268;0;0;70;374;138;115;0;2064;1086;2374;559;108;0;1321;23;1058;583;144;0;272;456;0;279;0;23
NW;05512;Bottrop, Stadt;91307;77606;876;76730;48671;21390;0;2706;1049;1069;0;0;0;0;0;0;0;0;0;0;1285;0;0;0;0;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0;702;76904;46289;19691;0;3930;2990;997;41;65;0;0;8;15;18;25;0;671;128;1053;110;30;0;310;12;170;60;17;0;205;22;0;37;0;10
NW;05513;Gelsenkirchen, Stadt;205594;165134;2730;162404;104430;39436;0;7639;2899;2292;0;0;0;0;0;0;0;0;0;817;4405;0;0;0;486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1930;163204;101710;35816;0;8329;5934;2514;78;130;0;0;25;72;86;61;0;2331;525;3006;302;49;0;944;253;541;239;45;0;34;109;0;61;0;10
NW;05515;Münster, Stadt;200200;173696;1286;172410;72145;76231;0;14474;5405;1680;0;0;0;0;0;0;0;0;0;417;849;0;318;0;0;0;0;214;0;355;0;0;0;0;0;0;0;0;0;0;322;1136;172560;62741;60657;0;23488;19249;2537;55;122;0;0;10;83;109;73;0;640;366;650;174;74;0;716;9;244;109;89;0;239;35;0;78;0;13
NW;05554;Borken;250764;213002;2011;210991;85877;106974;0;10081;4595;1049;0;0;0;0;0;0;0;0;0;548;1401;0;0;0;0;0;0;0;0;466;0;0;0;0;0;0;0;0;0;0;0;1901;211101;81196;96636;0;12504;14318;1319;64;148;0;0;13;44;83;135;0;828;338;1067;406;50;0;1023;7;377;138;61;0;174;79;0;82;0;11
NW;05558;Coesfeld;154179;134172;1265;132907;53183;67088;0;5895;3664;0;0;0;0;0;0;0;0;146;0;392;1049;0;0;0;0;0;0;0;0;337;0;0;0;0;0;0;1153;0;0;0;0;1110;133062;49520;59127;0;9086;10665;1055;50;81;0;0;9;45;59;84;0;692;240;695;298;44;0;636;8;265;96;43;0;168;24;0;59;0;13
NW;05562;Recklinghausen;492187;416261;4782;411479;241621;127208;0;19513;8075;5083;0;0;0;0;0;0;0;0;0;1650;6986;0;0;0;58;0;0;0;0;611;0;0;0;0;0;0;0;0;0;0;674;3920;412341;234478;113179;0;22156;19703;5195;242;302;0;0;52;178;171;165;0;4890;1129;4674;804;132;0;2569;72;1015;466;135;0;210;214;0;175;0;35
NW;05566;Steinfurt;313915;269397;3033;266364;129986;114203;0;11021;7590;0;0;0;0;0;0;0;0;100;0;818;2395;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;155;0;0;0;0;2663;266734;120147;100853;0;16843;19719;1998;98;266;0;0;21;115;86;128;0;1155;438;1682;509;99;0;1349;11;441;333;80;0;115;133;0;86;0;29
NW;05570;Warendorf;200813;174366;2538;171828;72126;80610;0;7541;7727;1368;0;0;0;0;0;0;0;250;0;0;1719;0;487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2165;172201;71426;70015;0;9570;14476;1565;75;102;0;0;17;57;50;157;0;1193;275;1297;327;152;0;688;14;361;109;50;0;94;35;0;90;0;6
NW;05711;Bielefeld, Stadt;235444;200846;2521;198325;99663;73155;0;14016;5104;2572;0;0;0;0;0;0;0;0;0;872;2516;0;0;0;0;0;0;0;0;427;0;0;0;0;0;0;0;0;0;0;0;2244;198602;89269;62396;0;20955;14273;3625;91;170;0;0;21;377;121;108;0;1999;601;1702;373;86;0;1003;21;428;268;84;0;157;330;0;129;0;15
NW;05754;Gütersloh;244701;208402;2928;205474;89614;94117;0;9694;6078;1683;0;0;0;0;0;0;0;273;0;826;2578;0;0;0;0;0;0;0;0;611;0;0;0;0;0;0;0;0;0;0;0;2431;205971;84261;81730;0;13762;16407;2036;144;165;0;0;28;257;87;185;0;1692;578;1906;480;75;0;978;5;437;238;66;0;218;114;0;105;0;17
NW;05758;Herford;191909;163334;3178;160156;85135;61574;0;5792;4378;0;0;0;0;0;0;0;0;0;0;592;2331;0;0;0;0;0;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;2369;160965;78736;54592;0;8951;10281;1689;125;117;0;0;20;174;107;64;0;1647;346;1601;310;53;0;971;18;366;192;59;0;118;310;0;102;0;16
NW;05762;Höxter;116685;100468;1496;98972;35772;53944;0;3400;2379;718;0;0;0;0;0;233;0;0;0;196;1342;420;0;0;0;0;0;135;0;433;0;0;0;0;0;0;0;0;0;0;0;1365;99103;35263;48067;0;4099;7087;734;62;90;0;0;12;119;34;78;0;890;131;1018;300;30;0;481;5;164;104;45;0;200;41;0;38;0;11
NW;05766;Lippe;273689;233067;3205;229862;118391;86031;0;9266;8532;2135;0;0;0;0;0;1282;0;0;0;261;3030;250;0;0;0;0;0;155;0;529;0;0;0;0;0;0;0;0;0;0;0;2904;230163;111560;75228;0;13948;17684;2423;134;147;0;0;40;689;91;170;0;2300;446;1775;435;89;0;1192;5;445;270;98;0;275;588;0;119;0;12
NW;05770;Minden-Lübbecke;243814;204146;3115;201031;106123;75707;0;7450;6629;0;0;0;0;0;0;617;0;0;0;677;2800;0;0;0;0;0;0;0;0;310;718;0;0;0;0;0;0;0;0;0;0;2605;201541;97455;67992;0;11357;14587;1946;144;169;0;0;29;326;82;91;0;1826;415;1835;296;61;0;1152;12;409;214;54;0;178;792;0;103;0;16
NW;05774;Paderborn;205311;172520;2610;169910;57482;91530;0;9849;6061;0;0;0;0;0;0;831;0;0;0;0;2588;884;0;0;0;0;0;345;0;340;0;0;0;0;0;0;0;0;0;0;0;2069;170451;55505;84916;0;9296;12403;1371;102;139;0;0;16;396;74;155;0;1189;317;2063;558;41;0;769;13;334;152;123;0;175;238;0;96;0;10
NW;05911;Bochum, Stadt;294739;249455;2741;246714;149671;68076;0;16307;4304;3272;0;0;0;0;0;0;0;0;0;0;4225;0;0;0;378;0;0;0;0;203;0;0;0;55;0;0;0;0;0;0;223;2259;247196;144078;58302;0;19782;11496;3597;83;262;0;0;35;129;196;112;0;2087;706;2833;432;118;0;1309;94;722;327;94;0;116;130;0;116;0;40
NW;05913;Dortmund, Stadt;429998;357303;4580;352723;208482;96848;0;21914;8071;6978;0;0;0;0;121;0;0;0;0;1972;7037;0;0;0;239;0;0;1061;0;0;0;0;0;0;0;0;0;0;0;0;0;3589;353714;200583;85677;0;27259;18220;5788;175;292;0;0;87;163;207;124;0;4402;1338;4645;461;128;0;2050;152;737;497;306;0;117;114;0;167;0;25
NW;05914;Hagen, Stadt;150667;122771;1456;121315;67854;39798;0;4343;3238;1377;0;0;0;0;0;1350;0;0;0;0;3266;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1274;121497;63406;35641;0;6668;7498;1508;56;87;0;0;9;400;44;55;0;1333;282;2567;276;39;0;727;48;398;163;59;0;57;105;0;55;0;16
