Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;MLPD;DIE PARTEI;CM;DSU;HP;HUMANWIRTSCHAFTSPARTEI;STATT Partei;UNABHÄNGIGE;Übrige;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;50plus;MLPD;Die Partei;PSG;Pro DM
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NI;03461;Wesermarsch;71598;55081;1298;53783;30239;16649;0;2046;2093;1904;0;0;562;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;1506;53575;28211;14543;0;3130;4158;2332;0;0;598;274;208;40;0;0;24;0;0;0;0;0;0;13;0;0;44
NI;03462;Wittmund;45002;33691;591;33100;16094;12603;0;1205;1382;1141;0;0;481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;541;33150;14946;11365;0;1700;2909;1371;0;0;465;206;104;32;0;0;16;0;0;0;0;0;0;11;0;0;25
HB;04011;Bremen, Stadt;400550;305260;4604;300656;151852;79498;0;32140;11077;21398;0;0;4240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;451;4174;301086;126628;67947;0;45792;24729;25959;0;0;4121;0;3088;889;1168;0;0;0;0;0;0;0;0;246;0;0;519
HB;04012;Bremerhaven, Stadt;85925;62022;1228;60794;32965;16622;0;3007;2437;4260;0;0;1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;1187;60835;28738;14442;0;5808;4600;4611;0;0;1220;0;759;194;284;0;0;0;0;0;0;0;0;37;0;0;142
NW;05111;Düsseldorf, Stadt;409052;316771;3652;313119;134869;130958;0;16107;15087;13309;0;0;2344;0;0;0;0;0;0;0;0;0;0;0;188;0;0;0;257;0;0;0;0;3171;313600;112895;106348;0;30119;39183;16749;0;1198;1692;1383;2167;257;0;849;133;0;99;256;0;0;0;175;0;97;0
NW;05112;Duisburg, Stadt;351834;262167;4196;257971;150627;69887;0;8826;6576;16557;0;0;3817;0;0;0;0;1310;0;0;0;0;0;0;371;0;0;0;0;0;0;0;0;4580;257587;134741;59116;0;18828;15863;19448;0;1295;3020;1570;1207;168;0;1398;100;0;89;256;0;0;0;399;0;89;0
NW;05113;Essen, Stadt;442385;342518;4642;337876;179077;110650;0;14921;10490;17715;0;0;3684;0;0;0;0;494;0;0;0;0;0;0;385;460;0;0;0;0;0;0;0;4064;338454;157995;93564;0;28097;26514;21719;0;1603;2796;1902;1457;284;0;1375;122;0;149;380;0;0;0;374;0;123;0
NW;05114;Krefeld, Stadt;167753;125821;1888;123933;55813;50228;0;5609;5683;5169;0;0;1212;0;0;0;0;0;0;0;0;0;0;0;0;219;0;0;0;0;0;0;0;1848;123973;47529;41191;0;10406;14612;6582;0;391;1027;639;648;113;0;512;26;0;42;124;0;0;0;73;0;58;0
NW;05116;Mönchengladbach, Stadt;195069;141494;2170;139324;54170;66715;0;5308;5711;5870;0;0;1550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1995;139499;48167;54439;0;8715;16819;7337;0;328;1237;804;602;134;0;623;24;0;56;115;0;0;0;40;0;59;0
NW;05117;Mülheim an der Ruhr, Stadt;129911;104836;1183;103653;53105;35000;0;4637;3716;5179;0;0;713;0;0;0;0;983;0;0;0;0;0;0;320;0;0;0;0;0;0;0;0;1169;103667;48319;28940;0;8080;9164;6409;0;234;660;425;325;102;0;705;13;0;21;64;0;0;0;182;0;24;0
NW;05119;Oberhausen, Stadt;161219;123884;1803;122081;71305;31552;0;7214;3094;7146;0;0;1536;0;0;0;0;0;0;0;0;0;0;0;234;0;0;0;0;0;0;0;0;1774;122110;66230;27916;0;8138;7460;8442;0;465;1351;657;488;64;0;513;29;0;50;83;0;0;0;159;0;65;0
NW;05120;Remscheid, Stadt;83240;62725;867;61858;27986;24389;0;2104;3419;3156;0;0;696;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;811;61914;24297;20336;0;4099;7492;3757;0;274;551;344;245;80;0;264;13;0;23;68;0;0;0;47;0;24;0
NW;05122;Solingen, Stadt;114839;88481;1280;87201;36620;36676;0;3975;4753;3968;0;0;980;0;0;0;0;0;0;0;0;0;0;0;229;0;0;0;0;0;0;0;0;1100;87381;33255;28700;0;6205;11413;4984;0;426;729;483;369;171;0;374;27;0;21;92;0;0;0;105;0;27;0
NW;05124;Wuppertal, Stadt;254780;194293;2980;191313;90178;69512;0;9241;8342;10666;0;0;2393;0;0;0;0;0;0;0;0;0;0;0;38;943;0;0;0;0;0;0;0;2719;191574;76560;56353;0;17643;20861;13070;0;1309;1744;1080;1262;331;0;822;57;0;52;201;0;0;0;129;0;100;0
NW;05154;Kleve;223341;173899;2934;170965;63567;85994;0;6310;8460;5207;0;0;1427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2448;171451;56710;76189;0;9545;18331;6540;0;320;1272;871;485;117;0;725;47;0;51;119;0;0;0;39;0;90;0
NW;05158;Mettmann;375810;300413;3581;296832;122856;132915;0;12222;13999;12074;0;0;2766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2906;297507;110261;108964;0;20204;36010;13846;0;1019;2068;1358;1577;372;0;1154;106;0;86;260;0;0;0;113;0;109;0
NW;05162;Rhein-Kreis Neuss;329569;261911;2756;259155;96425;130014;0;9351;11415;8202;0;0;2228;0;0;0;0;0;0;0;1297;0;0;0;0;223;0;0;0;0;0;0;0;2549;259362;84823;107596;0;16205;33603;9790;0;765;1881;1250;1026;158;0;1106;65;0;694;203;0;0;0;99;0;98;0
NW;05166;Viersen;225763;177272;2478;174794;64985;84058;0;8065;9520;6568;0;0;1598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2268;175004;58961;69446;0;11651;22469;7627;0;417;1319;1033;663;182;0;847;41;0;95;132;0;0;0;48;0;73;0
NW;05170;Wesel;358798;287903;3721;284182;150082;99563;0;10651;9918;11489;0;0;2439;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;3594;284309;134834;85514;0;18935;23551;14297;0;895;2018;1393;906;199;0;1135;54;0;85;219;0;0;0;159;0;115;0
NW;05313;Aachen, Stadt;174998;137879;1996;135883;55086;53170;0;12462;7476;6655;0;0;1034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1656;136223;45300;44710;0;19566;15655;8165;0;218;880;541;481;71;0;369;53;0;41;93;0;0;0;32;0;48;0
NW;05314;Bonn, Stadt;212584;172806;2385;170421;71537;67381;0;10505;14841;5125;0;0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2040;170766;54523;59241;0;22776;23429;7589;0;221;823;647;579;190;0;447;37;0;73;119;0;0;0;33;0;39;0
NW;05315;Köln, Stadt;686538;522823;2777;520046;249067;170496;0;44942;27106;23281;0;0;4184;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;454;0;0;0;404;1780;521043;198773;141658;0;77448;60136;30105;0;1462;3310;2051;3058;381;0;1342;152;0;163;478;0;0;0;241;0;285;0
NW;05316;Leverkusen, Stadt;117748;92025;1350;90675;42763;35908;0;3909;3452;3374;0;0;911;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;190;0;0;0;0;1207;90818;37539;29489;0;7203;9611;4238;0;296;773;448;432;77;0;438;29;0;17;101;0;0;0;84;0;43;0
NW;05354;Aachen;227154;176643;3509;173134;79617;68563;0;6205;7308;9139;0;0;2302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2894;173749;71160;59633;0;10309;16243;11003;0;926;1676;941;584;90;0;818;38;0;42;173;0;0;0;37;0;76;0
NW;05358;Düren;198643;154115;2707;151408;64858;68166;0;4476;5628;6504;0;0;1776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2385;151730;57163;58467;0;8672;14298;8317;0;384;1516;891;671;207;0;784;36;0;58;172;0;0;0;24;0;70;0
NW;05362;Rhein-Erft-Kreis;336823;268333;4318;264015;124908;105393;0;8347;12768;9794;0;0;2693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;3565;264768;107403;88532;0;18787;30420;12336;0;664;2210;1546;1113;117;0;1084;73;0;73;252;0;0;0;49;0;109;0
NW;05366;Euskirchen;147194;113673;2207;111466;38657;55502;0;4224;6819;4596;0;0;1130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;538;1935;111738;35454;45102;0;7024;15533;5268;0;413;905;638;437;117;0;553;39;0;53;109;0;0;0;19;0;74;0
NW;05370;Heinsberg;185273;143248;3424;139824;52148;71887;0;0;7345;6512;0;0;1932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2738;140510;45723;60704;0;7250;15059;7193;0;716;1438;781;485;131;0;718;56;0;45;124;0;0;0;29;0;58;0
NW;05374;Oberbergischer Kreis;212632;165042;2590;162452;62195;79789;0;6129;6743;5736;0;0;1509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;351;2544;162498;55537;64751;0;10891;18849;7232;0;484;1401;898;554;698;0;854;27;0;53;149;0;0;0;38;0;82;0
NW;05378;Rheinisch-Bergischer Kreis;213615;177035;1861;175174;65495;86290;0;8735;7881;5358;0;0;1415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;175235;58867;64757;0;15421;24683;7180;0;358;1109;879;704;272;0;678;66;0;42;125;0;0;0;48;0;46;0
NW;05382;Rhein-Sieg-Kreis;435569;350800;3667;347133;133351;168630;0;15019;15843;10107;0;0;2710;0;0;0;0;0;0;0;0;1473;0;0;0;0;0;0;0;0;0;0;0;3083;347717;113494;136738;0;28448;46680;13537;0;532;2673;1545;1105;684;0;1137;71;0;132;779;0;0;0;63;0;99;0
NW;05512;Bottrop, Stadt;91292;72709;938;71771;42986;20545;0;1765;1760;3285;0;0;607;679;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;23;956;71753;38434;19102;0;3814;4065;4353;0;336;509;440;183;30;0;267;12;0;17;44;0;0;0;99;0;48;0
NW;05513;Gelsenkirchen, Stadt;193519;142477;2298;140179;83649;37012;0;3733;3467;9496;0;0;2206;0;0;0;0;0;0;0;0;0;0;0;616;0;0;0;0;0;0;0;0;1967;140510;75529;32603;0;8017;7688;11087;0;1031;1640;748;644;189;0;549;39;0;51;106;0;0;0;515;0;74;0
NW;05515;Münster, Stadt;204797;169999;1808;168191;70175;69638;0;14169;8666;4381;0;0;690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472;1490;168509;59463;59935;0;22570;17357;6738;0;198;585;438;457;79;0;409;26;0;85;92;0;0;0;41;0;36;0
NW;05554;Borken;267182;215587;2228;213359;70544;118831;0;7987;8472;6161;0;0;1156;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2255;213332;65145;105210;0;10797;21118;7008;0;393;1103;737;420;226;0;831;28;0;86;131;0;0;0;39;0;60;0
NW;05558;Coesfeld;166319;137732;1507;136225;49359;70248;0;5524;6273;3995;0;0;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1340;136392;43036;61129;0;9596;14989;4895;0;281;716;535;338;67;0;582;13;0;56;96;0;0;0;19;0;44;0
NW;05562;Recklinghausen;490913;383796;4695;379101;207587;121779;0;12182;11921;19745;0;0;4310;1122;0;0;0;0;0;0;0;0;0;0;368;0;0;0;0;0;0;0;87;4101;379695;191109;109073;0;21290;24491;22980;0;1355;3330;2036;1152;384;0;1413;79;0;109;348;0;0;0;379;0;167;0
NW;05566;Steinfurt;329797;266690;3097;263593;115003;120244;0;8571;10041;7629;0;0;1925;0;0;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3060;263630;102773;103365;0;16759;25710;9619;0;494;1663;912;695;220;0;967;38;0;131;181;0;0;0;38;0;65;0
NW;05570;Warendorf;209515;169657;2227;167430;63717;84140;0;6619;6324;5301;0;0;1329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2479;167178;58675;70698;0;10103;17695;6489;0;384;1102;564;374;126;0;700;24;0;66;112;0;0;0;28;0;38;0
NW;05711;Bielefeld, Stadt;239126;191034;2778;188256;89145;70931;0;12240;5069;8046;0;0;1495;0;0;835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;2755;188279;73879;59741;0;22474;15972;11328;0;366;1298;797;573;733;0;652;39;0;42;223;0;0;0;81;0;81;0
NW;05754;Gütersloh;256946;204842;3044;201798;78202;98692;0;8429;8898;7173;0;0;211;0;0;25;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2628;202214;69454;84749;0;13713;20650;8242;0;686;1424;784;511;554;0;1025;33;0;59;224;0;0;0;38;0;68;0
NW;05758;Herford;195703;153720;1990;151730;72910;61687;0;4360;5382;5719;0;0;1672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1916;151804;62392;53223;0;10127;14170;7536;0;533;1290;689;366;491;0;645;34;0;30;170;0;0;0;46;0;62;0
NW;05762;Höxter;117537;94651;1760;92891;28153;53020;0;2987;3389;2689;0;0;952;0;0;164;0;1537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1668;92983;26263;45705;0;4258;10474;3399;0;241;828;308;158;149;0;1001;11;0;49;95;0;0;0;18;0;26;0
NW;05766;Lippe;276298;220129;3593;216536;102434;84501;0;8069;9424;7514;0;0;1991;0;0;2033;0;570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3474;216655;91366;72014;0;14954;21330;9758;0;643;1711;876;438;2176;0;940;49;0;41;226;0;0;0;42;0;91;0
NW;05770;Minden-Lübbecke;247990;193379;3066;190313;89639;78274;0;5030;6939;6949;0;0;1985;0;0;0;0;1497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3264;190115;77407;66582;0;11930;18426;9395;0;871;1507;743;421;1380;0;1090;38;0;29;192;0;0;0;31;0;73;0
NW;05774;Paderborn;218325;171420;2570;168850;52494;93016;0;6773;7548;5371;0;0;1552;0;0;0;0;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2793;168627;46073;84784;0;9567;16980;6166;0;441;1335;565;330;622;0;1409;26;0;61;152;0;0;0;48;0;68;0
NW;05911;Bochum, Stadt;289357;228379;3237;225142;127300;64774;0;11234;5558;13082;0;367;2411;0;0;0;0;0;0;0;0;0;0;0;416;0;0;0;0;0;0;0;0;3088;225291;113017;54959;0;20034;14496;16072;0;694;2027;1320;890;194;0;892;85;0;40;211;0;0;0;291;0;69;0
NW;05913;Dortmund, Stadt;426790;321480;12438;309042;176362;90261;0;14108;8635;15887;0;0;3142;0;0;0;0;0;0;0;0;0;0;0;335;0;0;0;0;0;0;0;312;11984;309496;153169;77035;0;28639;23038;19883;0;989;2526;1146;1073;185;0;800;124;0;95;218;0;0;0;382;0;194;0
NW;05914;Hagen, Stadt;143053;107979;1653;106326;56634;36089;0;2702;3531;4435;0;0;1453;1340;0;0;0;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;1497;106482;49969;31901;0;6332;7979;6359;0;689;1133;960;336;106;0;399;21;0;30;97;0;0;0;127;0;44;0
NW;05915;Hamm, Stadt;129980;98833;1791;97042;53244;31525;0;2214;5043;3777;0;0;1008;0;0;0;0;0;0;0;0;0;0;0;0;231;0;0;0;0;0;0;0;1515;97318;46228;30235;0;5434;7810;5003;0;407;865;457;224;73;0;412;20;0;26;64;0;0;0;22;0;38;0
NW;05916;Herne, Stadt;121036;91614;1426;90188;53649;23442;0;2610;2000;6153;0;1191;975;0;0;0;0;0;0;0;0;0;0;0;168;0;0;0;0;0;0;0;0;1522;90092;49043;20532;0;5144;4660;7080;0;1074;920;520;306;119;0;353;15;0;33;83;0;0;0;158;0;52;0
NW;05954;Ennepe-Ruhr-Kreis;264544;210941;2781;208160;107884;67446;0;9221;9915;8908;0;0;2014;2506;0;0;0;0;0;0;0;0;0;0;266;0;0;0;0;0;0;0;0;2536;208405;96329;57036;0;17001;19828;11983;0;559;1640;1671;668;358;0;803;34;0;41;152;0;0;0;215;0;87;0
NW;05958;Hochsauerlandkreis;210773;167361;2851;164510;56141;94975;0;3341;4006;4802;0;0;1245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4302;163059;54867;76009;0;6657;15734;5864;0;605;1054;649;355;144;0;750;42;0;86;144;0;0;0;37;0;62;0
NW;05962;Märkischer Kreis;324306;246901;3836;243065;111897;100964;0;6055;9841;10765;0;0;3543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3403;243498;96115;87235;0;13297;25185;13006;0;1259;2792;1362;754;684;0;1135;64;0;94;340;0;0;0;72;0;104;0
NW;05966;Olpe;104036;82622;1031;81591;26043;48345;0;1997;2519;2050;0;0;637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;878;81744;24327;42005;0;3120;7794;2564;0;432;501;310;156;57;0;294;10;0;40;76;0;0;0;27;0;31;0
NW;05970;Siegen-Wittgenstein;219343;171326;2127;169199;73703;70260;0;6097;8240;6415;0;1462;1328;1694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2066;169260;66083;61957;0;9757;15996;8830;0;1367;1270;1013;448;1424;0;694;65;0;59;206;0;0;0;37;0;54;0
NW;05974;Soest;230957;180932;2830;178102;73123;82445;0;5946;8518;6536;0;0;1534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2458;178474;66889;69766;0;10428;18826;7940;0;633;1282;766;530;212;0;801;50;0;86;161;0;0;0;29;0;75;0
NW;05978;Unna;315479;250230;3713;246517;135368;79200;0;9915;7952;10989;0;0;2958;0;0;0;0;0;0;0;0;0;0;0;0;135;0;0;0;0;0;0;0;3181;247049;122565;69374;0;16074;18522;13630;0;816;2382;1205;705;208;0;984;54;0;63;253;0;0;0;118;0;96;0
HE;06411;Darmstadt, Stadt;96914;75721;1513;74208;33788;26171;0;7563;2453;3081;0;0;651;0;0;334;0;0;0;0;0;0;0;0;167;0;0;0;0;0;0;0;0;1296;74425;26653;21239;0;12936;7453;4379;0;263;516;469;309;0;0;0;49;0;0;0;0;0;0;97;0;62;0
HE;06412;Frankfurt am Main, Stadt;386909;293318;6251;287067;104913;107049;0;41575;14194;14971;0;0;4365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5109;288209;87678;84510;0;47856;38637;19386;0;1957;3031;2615;1917;0;0;0;232;0;0;0;0;0;0;190;0;200;0
HE;06413;Offenbach am Main, Stadt;67244;47849;1244;46605;19775;18211;0;2905;2151;2553;0;0;1010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1105;46744;16041;15548;0;5288;4865;3015;0;529;691;432;233;0;0;0;37;0;0;0;0;0;0;24;0;41;0
HE;06414;Wiesbaden, Landeshauptstadt;186409;140838;2616;138222;60916;56861;0;6395;6005;5473;0;0;1919;0;0;0;0;0;653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2417;138421;45173;44485;0;18431;18441;7127;0;1439;1283;933;716;0;0;0;270;0;0;0;0;0;0;36;0;87;0
HE;06431;Bergstraße;199215;158094;2948;155146;64837;68835;0;5946;5953;5177;0;0;2541;0;0;0;0;1857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2869;155225;54838;56712;0;13411;17323;6617;0;1773;1961;1457;720;0;0;0;126;0;0;0;0;0;0;65;0;222;0
HE;06432;Darmstadt-Dieburg;209868;169833;4290;165543;73252;65131;0;9939;7491;6229;0;0;2340;0;0;632;0;0;0;0;0;0;0;0;192;0;337;0;0;0;0;0;0;3887;165946;60851;53620;0;18843;18951;8007;0;1259;1765;1505;708;0;0;0;123;0;0;0;0;0;0;134;0;180;0
HE;06433;Groß-Gerau;169776;135836;3240;132596;62419;48321;0;8100;4957;5736;0;0;2475;0;0;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3007;132829;52132;40054;0;14261;14182;6824;0;1440;1760;1155;650;0;0;0;109;0;0;0;0;0;0;91;0;171;0
HE;06434;Hochtaunuskreis;163980;136799;2369;134430;42462;65122;0;8264;12422;4649;0;0;1511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2063;134736;35079;51972;0;14352;24154;5469;0;955;957;941;620;0;0;0;105;0;0;0;0;0;0;39;0;93;0
HE;06435;Main-Kinzig-Kreis;296771;233088;5823;227265;96152;94040;0;8308;9422;10211;0;0;4232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4900;5851;227237;78654;80318;0;19673;25930;12408;0;3123;3132;2349;1093;0;0;0;251;0;0;0;0;0;0;78;0;228;0
HE;06436;Main-Taunus-Kreis;162297;134815;2516;132299;43099;66472;0;10106;6839;4132;0;0;1651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2206;132609;36990;53053;0;13345;20687;4918;0;838;1050;915;592;0;0;0;95;0;0;0;0;0;0;30;0;96;0
HE;06437;Odenwaldkreis;73849;57557;1594;55963;26014;20848;0;2539;2605;2758;0;0;946;0;0;0;0;0;0;0;0;0;0;0;0;0;253;0;0;0;0;0;0;1584;55973;21735;17871;0;4725;6089;3210;0;821;641;509;228;0;0;0;49;0;0;0;0;0;0;21;0;74;0
HE;06438;Offenbach;236585;190488;4431;186057;70594;86486;0;9818;9295;6802;0;0;2641;0;0;0;0;0;0;0;0;0;0;0;0;0;421;0;0;0;0;0;0;3890;186598;57187;71505;0;19160;24488;8229;0;1206;1998;1492;974;0;0;0;149;0;0;0;0;0;0;65;0;145;0
HE;06439;Rheingau-Taunus-Kreis;137739;111980;2458;109522;41751;48986;0;6439;6666;3417;0;0;1314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;949;2049;109931;36045;40489;0;11023;14725;4482;0;685;1011;852;393;0;0;0;107;0;0;0;0;0;0;29;0;90;0
HE;06440;Wetteraukreis;219529;173148;4013;169135;73563;70713;0;6671;7027;6579;0;0;3756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;826;4051;169097;58680;58108;0;15759;21323;8311;0;964;3390;1412;716;0;0;0;150;0;0;0;0;0;0;76;0;208;0
HE;06531;Gießen;190194;147459;3381;144078;63214;53277;0;8272;10270;6714;0;0;2255;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3262;144197;52333;45140;0;15724;17865;8406;0;1044;1754;1133;503;0;0;0;102;0;0;0;0;0;0;57;0;136;0
HE;06532;Lahn-Dill-Kreis;194449;145978;3277;142701;59224;58724;0;6078;6436;6815;0;0;3481;0;0;1943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3368;142610;52766;49844;0;10301;15162;8271;0;1296;2921;1184;499;0;0;0;119;0;0;0;0;0;0;46;0;201;0
HE;06533;Limburg-Weilburg;132241;102142;2664;99478;37634;47537;0;3512;5038;3724;0;0;1599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434;2364;99778;33308;41282;0;6591;10747;4535;0;631;1287;763;421;0;0;0;81;0;0;0;0;0;0;24;0;108;0
HE;06534;Marburg-Biedenkopf;183984;143978;2778;141200;67136;51653;0;5685;5423;6826;0;1858;1517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1102;2620;141358;54957;45080;0;14231;13246;8758;0;1807;1560;924;485;0;0;0;139;0;0;0;0;0;0;43;0;128;0
HE;06535;Vogelsbergkreis;91736;71523;1905;69618;29802;25219;0;2353;3836;2821;0;0;1155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4432;2186;69337;26397;23044;0;4713;8543;3829;0;812;1095;533;213;0;0;0;59;0;0;0;0;0;0;21;0;78;0
HE;06611;Kassel, Stadt;139073;105093;2711;102382;50432;30927;0;9042;4030;6456;0;0;1146;0;0;0;0;0;0;0;0;0;0;0;349;0;0;0;0;0;0;0;0;2448;102645;42595;27006;0;14349;8248;7697;0;416;897;581;526;0;0;0;56;0;0;0;0;0;0;196;0;78;0
HE;06631;Fulda;166621;132863;3147;129716;33302;54496;0;3680;3552;3110;0;0;1150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30426;5239;127624;35407;60475;0;7554;12969;5821;0;1380;1881;1076;678;0;0;0;144;0;0;0;0;0;0;70;0;169;0
HE;06632;Hersfeld-Rotenburg;100591;79363;1985;77378;39724;27403;0;2013;3038;3103;0;0;1459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;638;0;1930;77433;35255;23872;0;4685;6574;4169;0;481;1374;529;266;0;0;0;93;0;0;0;0;0;0;28;0;107;0
HE;06633;Kassel;192784;158246;4706;153540;82114;48020;0;8128;5788;7552;0;0;1807;0;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;4320;153926;73573;41724;0;12475;13053;8681;0;776;1519;1041;743;0;0;0;99;0;0;0;0;0;0;120;0;122;0
HE;06634;Schwalm-Eder-Kreis;149878;121059;4181;116878;59893;38234;0;5352;5572;5822;0;0;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3950;117109;54064;32208;0;8515;11319;6861;0;866;1760;856;407;0;0;0;78;0;0;0;0;0;0;60;0;115;0
HE;06635;Waldeck-Frankenberg;130039;100147;2526;97621;44251;37570;0;4107;5669;4394;0;0;1630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2389;97758;38750;32752;0;6968;10973;5050;0;758;1286;659;354;0;0;0;65;0;0;0;0;0;0;46;0;97;0
HE;06636;Werra-Meißner-Kreis;88313;70111;1973;68138;35545;22479;0;2270;2661;3411;0;0;943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;829;0;1950;68161;30621;19585;0;5119;6176;4453;0;407;860;471;249;0;0;0;71;0;0;0;0;0;0;39;0;110;0
