Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;MLPD;DIE PARTEI;CM;DSU;HP;HUMANWIRTSCHAFTSPARTEI;STATT Partei;UNABHÄNGIGE;Übrige;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;Die Linke.;Offensive D;REP;NPD;Die Tierschutzpartei;GRAUE;PBC;DIE FRAUEN;FAMILIE;BüSo;BP;ZENTRUM;Deutschland;AGFG;APPD;50plus;MLPD;Die Partei;PSG;Pro DM
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BY;09173;Bad Tölz-Wolfratshausen;88777;70937;1016;69921;14833;0;43818;4500;4370;1523;0;0;877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732;70205;12570;0;39252;6157;7963;1697;0;422;587;0;234;99;133;424;47;595;0;0;0;0;0;25;0;0;0
BY;09174;Dachau;95529;77435;1254;76181;18372;0;45049;5055;4711;1960;0;0;1034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;866;76569;16481;0;41106;6442;7801;2085;0;487;704;0;246;89;164;481;39;416;0;0;0;0;0;28;0;0;0
BY;09175;Ebersberg;89850;75106;1138;73968;20603;0;41004;5603;4238;1703;0;0;817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;687;74419;16655;0;37445;7659;8602;1875;0;359;488;0;233;77;153;426;34;395;0;0;0;0;0;18;0;0;0
BY;09176;Eichstätt;91266;74088;920;73168;15889;0;49255;2858;1586;1726;0;0;1068;0;0;0;0;786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;945;73143;19383;0;39630;3947;4967;1984;0;685;967;0;143;138;130;675;43;424;0;0;0;0;0;27;0;0;0
BY;09177;Erding;89531;71178;1213;69965;15128;0;42987;5164;3470;1995;0;0;1221;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;635;70543;14326;0;38804;5185;6654;2072;0;1308;578;0;214;66;211;588;48;463;0;0;0;0;0;26;0;0;0
BY;09178;Freising;111510;89675;1289;88386;19702;0;49416;7774;5477;2634;0;0;1062;0;0;0;0;0;0;2321;0;0;0;0;0;0;0;0;0;0;0;0;0;875;88800;18897;0;45500;8454;9645;2730;0;618;872;0;268;121;219;568;44;827;0;0;0;0;0;37;0;0;0
BY;09179;Fürstenfeldbruck;147411;121703;1531;120172;33957;0;63848;10643;7488;2804;0;0;1432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1010;120693;29446;0;56983;13517;13670;3345;0;718;887;0;432;155;243;641;65;553;0;0;0;0;0;38;0;0;0
BY;09180;Garmisch-Partenkirchen;65163;51397;674;50723;8195;0;34282;3043;2246;984;0;0;595;0;0;0;0;0;0;751;0;0;0;0;0;0;0;0;0;0;0;0;627;495;50902;8015;0;30623;3336;5898;1151;0;259;398;0;147;85;95;337;20;515;0;0;0;0;0;23;0;0;0
BY;09181;Landsberg am Lech;82124;66448;786;65662;14793;0;37470;5959;3323;1462;0;0;719;0;0;0;0;0;0;1498;0;0;0;0;0;0;0;0;0;0;0;0;438;564;65884;13692;0;33730;6712;7376;1732;0;377;552;0;180;157;150;367;44;792;0;0;0;0;0;23;0;0;0
BY;09182;Miesbach;70354;56469;748;55721;11799;0;35725;3122;3300;1085;0;0;690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;563;55906;10716;0;30628;4238;7151;1325;0;360;461;0;171;69;101;223;22;422;0;0;0;0;0;19;0;0;0
BY;09183;Mühldorf a.Inn;83283;62260;958;61302;11645;0;40376;3611;2550;1528;0;0;1119;0;0;0;0;0;473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;753;61507;11624;0;36484;3431;5257;1695;0;726;796;0;190;81;137;392;116;564;0;0;0;0;0;14;0;0;0
BY;09184;München;221199;184533;1985;182548;55567;0;96077;14171;11265;3670;0;0;1798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1324;183209;44113;0;83082;19392;26706;4731;0;839;1213;0;733;190;353;904;102;800;0;0;0;0;0;51;0;0;0
BY;09185;Neuburg-Schrobenhausen;68469;53061;699;52362;10334;0;36294;1703;1390;1255;0;0;845;0;0;0;0;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;608;52453;11595;0;30314;2502;4069;1576;0;595;704;0;127;70;130;410;16;335;0;0;0;0;0;10;0;0;0
BY;09186;Pfaffenhofen a.d.Ilm;86031;67370;990;66380;16581;0;38061;4290;3188;1839;0;0;1077;0;0;0;0;0;0;1344;0;0;0;0;0;0;0;0;0;0;0;0;0;646;66724;15796;0;35409;4254;6191;2153;0;637;815;0;191;104;156;451;39;504;0;0;0;0;0;24;0;0;0
BY;09187;Rosenheim;180919;143397;2007;141390;29470;0;87150;9997;5833;2792;0;3207;1056;0;0;0;0;0;372;0;0;0;0;0;0;0;0;0;0;0;0;1513;0;1318;142079;28043;0;79644;10969;13383;3338;0;2339;978;0;549;240;300;973;245;1029;0;0;0;0;0;49;0;0;0
BY;09188;Starnberg;94199;79448;701;78747;18474;0;42215;7601;8428;1330;0;0;699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507;78941;16036;0;37051;9849;12469;1639;0;328;426;0;246;76;122;279;37;366;0;0;0;0;0;17;0;0;0
BY;09189;Traunstein;129311;101145;1592;99553;21687;0;62820;6481;3690;2660;0;0;1593;0;0;622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1053;100092;20128;0;56971;7415;8259;2770;0;944;1219;0;283;314;210;601;82;859;0;0;0;0;0;37;0;0;0
BY;09190;Weilheim-Schongau;97075;77762;1114;76648;18241;0;43004;6066;3597;2622;0;0;964;0;0;0;0;0;0;1505;0;0;0;0;0;0;0;0;0;0;0;0;649;821;76941;17408;0;39683;6377;7428;2621;0;596;680;0;224;129;155;571;47;989;0;0;0;0;0;33;0;0;0
BY;09261;Landshut, Stadt;45842;33859;777;33082;7875;0;16697;3820;3087;1023;0;0;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415;33444;7963;0;17098;2829;3129;1155;0;199;370;0;136;46;77;205;30;194;0;0;0;0;0;13;0;0;0
BY;09262;Passau, Stadt;38367;27272;374;26898;5993;0;13465;2125;3978;934;0;0;403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;27050;6854;0;13121;2135;2963;1018;0;229;264;0;81;40;52;143;15;126;0;0;0;0;0;9;0;0;0
BY;09263;Straubing, Stadt;34179;23464;322;23142;4986;0;15043;922;824;796;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235;23229;5425;0;13120;958;1782;865;0;229;416;0;65;24;61;152;9;111;0;0;0;0;0;12;0;0;0
BY;09271;Deggendorf;89987;64458;1024;63434;15988;0;39093;1719;2596;1968;0;0;2070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718;63740;13185;0;36931;2499;4934;2160;0;1337;1385;0;156;113;177;423;26;401;0;0;0;0;0;13;0;0;0
BY;09272;Freyung-Grafenau;64167;44738;705;44033;9598;0;26462;1485;3610;1635;0;0;1243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;44232;8926;0;25324;1542;3596;1885;0;772;985;0;97;91;132;295;17;549;0;0;0;0;0;21;0;0;0
BY;09273;Kelheim;84521;64179;1105;63074;15690;0;37612;2979;3331;1883;0;0;1579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;766;63413;15260;0;33904;3561;5738;1968;0;532;1163;0;139;68;161;446;33;414;0;0;0;0;0;26;0;0;0
BY;09274;Landshut;111739;88049;1530;86519;16981;0;53389;5424;6477;2289;0;0;1959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;904;87145;16562;0;51021;4649;8145;2460;0;802;1373;0;242;119;208;725;61;755;0;0;0;0;0;23;0;0;0
BY;09275;Passau;146361;105148;1746;103402;21772;0;62771;4304;8949;3208;0;0;2398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;103948;23143;0;58758;4381;9132;3553;0;1027;1751;0;300;142;233;638;67;795;0;0;0;0;0;28;0;0;0
BY;09276;Regen;63904;45295;786;44509;10911;0;28461;1175;1350;1419;0;0;1193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634;44661;10076;0;25376;1490;3278;1729;0;678;949;0;125;56;136;307;15;426;0;0;0;0;0;20;0;0;0
BY;09277;Rottal-Inn;91631;67609;2046;65563;14021;0;43241;2892;2807;0;0;0;1699;0;0;0;0;0;903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1217;66392;12495;0;40722;3002;5073;1645;0;560;1372;0;166;67;162;434;194;475;0;0;0;0;0;25;0;0;0
BY;09278;Straubing-Bogen;74533;58505;867;57638;9056;0;41688;1716;2036;1516;0;0;1626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;709;57796;10430;0;36297;1736;4212;1698;0;753;1262;0;140;49;172;560;28;443;0;0;0;0;0;16;0;0;0
BY;09279;Dingolfing-Landau;69922;51996;1264;50732;11795;0;32302;1751;2583;0;0;0;1650;0;0;0;0;0;651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;666;51330;10887;0;30473;1847;3621;1321;0;976;1033;0;108;53;167;373;101;341;0;0;0;0;0;29;0;0;0
BY;09361;Amberg, Stadt;33863;24241;492;23749;7532;0;11852;1277;1218;961;0;0;640;0;0;0;0;0;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;387;23854;7263;0;10842;1519;1949;1040;0;135;553;0;98;83;75;111;19;159;0;0;0;0;0;8;0;0;0
BY;09362;Regensburg, Stadt;96827;70568;961;69607;21742;0;32596;6316;3666;2309;0;0;886;0;0;0;0;1074;147;871;0;0;0;0;0;0;0;0;0;0;0;0;0;769;69799;19197;0;30210;8395;6657;2818;0;217;808;0;178;72;136;531;63;494;0;0;0;0;0;23;0;0;0
BY;09363;Weiden i.d.OPf., Stadt;33516;24109;321;23788;7715;0;10846;776;610;847;0;0;367;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;2450;344;23765;7826;0;10862;1301;1673;1058;0;112;420;0;80;34;52;169;14;156;0;0;0;0;0;8;0;0;0
BY;09371;Amberg-Sulzbach;82860;64889;1252;63637;20049;0;32983;2583;3323;2335;0;0;1497;0;0;0;0;0;0;867;0;0;0;0;0;0;0;0;0;0;0;0;0;1073;63816;19302;0;30943;3198;4474;2406;0;521;1297;0;167;208;204;491;47;534;0;0;0;0;0;24;0;0;0
BY;09372;Cham;101722;74581;1294;73287;14292;0;48926;2003;2183;2330;0;0;2343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1210;1144;73437;15200;0;43130;2660;5453;2530;0;799;1806;0;161;131;184;650;31;677;0;0;0;0;0;25;0;0;0
BY;09373;Neumarkt i.d.OPf.;96433;77308;1237;76071;13642;0;51339;4234;2605;1814;0;0;1480;0;0;0;0;0;0;957;0;0;0;0;0;0;0;0;0;0;0;0;0;981;76327;16173;0;44370;3997;5762;2300;0;456;1421;0;170;152;185;707;47;561;0;0;0;0;0;26;0;0;0
BY;09374;Neustadt a.d.Waldnaab;77294;61621;1077;60544;16441;0;28873;1381;1346;1484;0;0;1092;0;0;0;0;0;0;532;0;0;0;0;0;0;0;0;0;0;0;0;9395;1240;60381;18574;0;30326;2196;3759;2056;0;502;1396;0;130;77;204;502;38;595;0;0;0;0;0;26;0;0;0
BY;09375;Regensburg;139592;110024;1507;108517;28824;0;61760;4836;4726;3000;0;0;1933;0;0;0;0;1636;327;1475;0;0;0;0;0;0;0;0;0;0;0;0;0;1310;108714;27313;0;56146;6815;9342;3645;0;912;1680;0;228;112;236;1133;125;989;0;0;0;0;0;38;0;0;0
BY;09376;Schwandorf;113755;85935;1491;84444;30089;0;42788;2857;2590;2970;0;0;2257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;893;1367;84568;26339;0;41238;3385;5571;3407;0;824;1946;0;203;116;232;670;57;541;0;0;0;0;0;39;0;0;0
BY;09377;Tirschenreuth;61997;48906;842;48064;12298;0;24391;985;1779;1146;0;0;812;0;0;0;0;0;0;554;0;0;0;0;0;0;0;0;0;0;0;0;6099;892;48014;13373;0;25827;1652;3026;1650;0;389;906;0;120;81;169;358;31;411;0;0;0;0;0;21;0;0;0
BY;09461;Bamberg, Stadt;53164;39193;823;38370;9657;0;19166;6428;2060;0;0;0;1059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;424;38769;10039;0;17088;4347;3826;1652;0;549;538;0;149;70;110;208;27;105;0;0;0;0;0;61;0;0;0
BY;09462;Bayreuth, Stadt;57300;41924;600;41324;13279;0;20532;2538;2717;1367;0;0;602;0;0;289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;41534;12823;0;17495;3608;4556;1537;0;477;432;0;119;164;78;160;15;50;0;0;0;0;0;20;0;0;0
BY;09463;Coburg, Stadt;32874;24325;406;23919;8551;0;11056;1939;1060;875;0;0;438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;24053;8236;0;9638;1949;2327;1012;0;103;405;0;71;56;74;117;4;40;0;0;0;0;0;21;0;0;0
BY;09464;Hof, Stadt;36752;26564;433;26131;9443;0;13169;938;949;1095;0;0;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;26174;8347;0;11266;1495;2520;1203;0;288;421;0;119;165;80;175;15;68;0;0;0;0;0;12;0;0;0
BY;09471;Bamberg;111662;90007;1672;88335;18942;0;54638;5431;4415;1447;0;0;3462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1055;88952;19193;0;48677;4613;7419;2981;0;1797;2148;0;233;225;271;765;65;498;0;0;0;0;0;67;0;0;0
BY;09472;Bayreuth;85960;68689;970;67719;18694;0;39942;2121;3181;1974;0;0;1394;0;0;413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;783;67906;19114;0;34356;3166;5484;2312;0;1191;1079;0;186;245;183;394;24;158;0;0;0;0;0;14;0;0;0
BY;09473;Coburg;71852;57035;874;56161;18937;0;28390;3198;2322;1949;0;0;1365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;591;56444;19075;0;24940;2975;4678;2231;0;380;1248;0;144;94;153;362;22;91;0;0;0;0;0;51;0;0;0
BY;09474;Forchheim;86715;70374;1204;69170;17537;0;41083;4791;3325;467;0;0;1788;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;733;69641;16890;0;36142;4800;6083;2120;0;1301;1012;0;161;297;160;414;31;208;0;0;0;0;0;22;0;0;0
BY;09475;Hof;84329;65854;1033;64821;22835;0;34360;2147;1977;2309;0;0;1193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;935;64919;20564;0;30082;3022;5373;2689;0;663;942;0;215;480;165;466;38;203;0;0;0;0;0;17;0;0;0
BY;09476;Kronach;59816;46719;1111;45608;14217;0;25906;1443;1421;1249;0;0;1372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;758;45961;14380;0;22898;1544;3343;1489;0;312;1233;0;94;163;115;239;31;93;0;0;0;0;0;27;0;0;0
BY;09477;Kulmbach;62383;48738;667;48071;15018;0;26684;1719;1686;1798;0;0;1166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471;48267;15614;0;22334;2315;3697;2081;0;510;897;0;110;145;134;273;29;108;0;0;0;0;0;20;0;0;0
BY;09478;Lichtenfels;55406;43130;1230;41900;10162;0;26460;1376;1447;1063;0;0;1392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;920;42210;10670;0;23225;1724;3065;1250;0;349;1200;0;96;110;115;255;29;105;0;0;0;0;0;17;0;0;0
BY;09479;Wunsiedel i.Fichtelgebirge;65562;49145;937;48208;19357;0;22259;1538;1675;1885;0;0;1494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;912;48233;16998;0;20093;2484;3626;2213;0;470;1246;0;179;162;141;333;45;225;0;0;0;0;0;18;0;0;0
BY;09561;Ansbach, Stadt;30941;22522;448;22074;8306;0;9603;1928;821;742;0;0;436;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;22222;7731;0;8586;2105;1825;934;0;243;293;0;75;148;70;151;10;38;0;0;0;0;0;13;0;0;0
BY;09562;Erlangen, Stadt;73870;58263;663;57600;25073;0;24178;3798;2164;1409;0;0;575;0;0;230;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;675;57588;19450;0;21201;7553;5635;2138;0;195;478;0;180;183;100;275;66;92;0;0;0;0;0;42;0;0;0
BY;09563;Fürth, Stadt;81228;58878;973;57905;23125;0;24108;3406;2476;3191;0;0;1599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;782;58096;20806;0;21131;5497;4822;3071;0;413;1204;0;238;213;143;365;36;102;0;0;0;0;0;55;0;0;0
BY;09564;Nürnberg, Stadt;338386;254954;3740;251214;99922;0;107524;15359;9659;10329;0;0;4924;0;0;1252;0;0;0;2027;0;0;0;0;218;0;0;0;0;0;0;0;0;3230;251724;87155;0;94931;25437;20732;12819;0;1562;4032;0;1137;883;570;1112;146;929;0;0;0;0;0;279;0;0;0
BY;09565;Schwabach, Stadt;28942;22393;335;22058;7647;0;9903;1930;1091;771;0;0;327;0;0;206;0;0;0;183;0;0;0;0;0;0;0;0;0;0;0;0;0;267;22126;7226;0;9070;1928;2029;954;0;162;270;0;73;147;45;117;5;93;0;0;0;0;0;7;0;0;0
BY;09571;Ansbach;139238;108607;1846;106761;29650;0;59959;5685;4667;2996;0;0;2411;0;0;1393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1432;107175;29192;0;51718;7805;8551;3862;0;1493;1787;0;321;937;358;768;65;255;0;0;0;0;0;63;0;0;0
BY;09572;Erlangen-Höchstadt;98785;81614;807;80807;29653;0;41434;3405;2749;1704;0;0;1224;0;0;334;0;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;806;80808;24583;0;36169;7170;7549;2436;0;453;1075;0;226;254;156;420;104;187;0;0;0;0;0;26;0;0;0
BY;09573;Fürth;87673;72102;1083;71019;25478;0;33895;4038;3222;2801;0;0;1585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;820;71282;23519;0;29679;5502;6588;2769;0;692;1117;0;260;303;182;443;31;164;0;0;0;0;0;33;0;0;0
BY;09574;Nürnberger Land;127822;104540;1526;103014;35180;0;51845;6168;3851;3283;0;0;1891;0;0;796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1157;103383;35034;0;43918;8329;8358;3696;0;670;1525;0;272;534;243;499;37;230;0;0;0;0;0;38;0;0;0
BY;09575;Neustadt a.d.Aisch-Bad Windsheim;77060;59879;1064;58815;16411;0;34014;2875;2198;1921;0;0;1396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;816;59063;16219;0;28838;4161;4907;2043;0;512;1053;0;173;268;153;519;37;147;0;0;0;0;0;33;0;0;0
BY;09576;Roth;95472;78697;2101;76596;25097;0;39788;3389;4117;2228;0;0;1336;0;0;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1466;77231;22849;0;37865;5030;5896;2637;0;543;1003;0;216;337;201;436;35;145;0;0;0;0;0;38;0;0;0
BY;09577;Weißenburg-Gunzenhausen;72577;56406;898;55508;17373;0;30528;2238;1987;1433;0;0;1366;0;0;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;696;55710;16852;0;26747;3417;4058;1741;0;746;983;0;124;398;156;325;26;112;0;0;0;0;0;25;0;0;0
BY;09661;Aschaffenburg, Stadt;49859;36395;850;35545;10474;0;16954;4379;1818;1240;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;659;35736;10020;0;15428;3398;3849;1493;0;453;448;0;133;55;101;197;37;63;0;0;0;0;0;61;0;0;0
BY;09662;Schweinfurt, Stadt;39663;28274;592;27682;9557;0;12590;1512;957;2488;0;0;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576;27698;9101;0;11023;1873;2228;2079;0;624;321;0;92;73;69;104;11;51;0;0;0;0;0;49;0;0;0
BY;09663;Würzburg, Stadt;98365;74987;1029;73958;25169;0;31269;8268;4122;2574;0;1736;322;0;0;498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;809;74178;21134;0;28539;10648;7768;3009;0;1552;301;0;288;220;169;344;41;123;0;0;0;0;0;42;0;0;0
BY;09671;Aschaffenburg;132365;107888;2337;105551;26835;0;57003;11726;5079;2987;0;0;1921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1928;105960;27763;0;51140;7652;11034;3459;0;1721;1159;0;302;143;312;855;55;274;0;0;0;0;0;91;0;0;0
BY;09672;Bad Kissingen;86077;67838;1233;66605;14348;0;38793;5711;2812;2862;0;0;1559;0;0;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;959;66879;14156;0;35883;3906;6168;3185;0;1328;980;0;185;273;193;421;29;143;0;0;0;0;0;29;0;0;0
BY;09673;Rhön-Grabfeld;65823;52295;1081;51214;11819;0;31127;2579;2084;2214;0;0;1072;0;0;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;882;51413;10241;0;28547;2868;4786;2453;0;686;890;0;131;185;168;327;26;87;0;0;0;0;0;18;0;0;0
BY;09674;Haßberge;68682;55157;1124;54033;15718;0;28852;2249;2882;2389;0;0;1607;0;0;336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901;54256;13257;0;27215;2872;4934;2784;0;687;1375;0;125;145;188;446;31;148;0;0;0;0;0;49;0;0;0
BY;09675;Kitzingen;67878;53534;938;52596;15425;0;29011;2367;2518;2050;0;0;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;701;52833;13755;0;25863;3552;4932;2002;0;808;863;0;136;180;168;394;30;131;0;0;0;0;0;19;0;0;0
BY;09676;Miltenberg;95989;76400;1543;74857;21346;0;43073;4418;3036;0;0;1357;873;0;0;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467;0;1311;75089;20256;0;37701;4820;6819;2196;0;1126;812;0;189;154;232;534;60;151;0;0;0;0;0;39;0;0;0
BY;09677;Main-Spessart;101718;82022;1629;80393;23343;0;45098;4784;3067;0;0;2033;948;0;0;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;0;1274;80748;21572;0;40460;5519;6478;2710;0;1592;868;0;247;324;234;476;64;159;0;0;0;0;0;45;0;0;0
BY;09678;Schweinfurt;90704;74622;1449;73173;17955;0;41388;3918;3008;5310;0;0;1594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1171;73451;17033;0;37095;4827;6160;4097;0;1858;853;0;227;209;263;546;42;181;0;0;0;0;0;60;0;0;0
BY;09679;Würzburg;123722;103422;1597;101825;31550;0;51646;6889;4514;3162;0;2708;613;0;0;743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1329;102093;28098;0;46880;9053;9170;3812;0;2624;627;0;326;299;258;638;55;225;0;0;0;0;0;28;0;0;0
BY;09761;Augsburg, Stadt;182835;133940;2392;131548;37862;0;63798;15941;6416;4748;0;0;2005;0;0;0;0;0;778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2153;131787;37559;0;57756;14322;11620;5483;0;1187;1450;0;438;302;320;610;232;401;0;0;0;0;0;107;0;0;0
BY;09762;Kaufbeuren, Stadt;31886;23137;481;22656;4986;0;12763;1521;1603;765;0;0;456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;475;87;317;22820;5166;0;11731;1582;2424;856;0;181;322;0;85;59;50;155;21;175;0;0;0;0;0;13;0;0;0
BY;09763;Kempten (Allgäu), Stadt;46442;33450;468;32982;8010;0;18592;2506;2098;1177;0;0;599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385;33065;8326;0;15667;2590;3587;1249;0;552;362;0;134;83;110;232;30;118;0;0;0;0;0;25;0;0;0
BY;09764;Memmingen, Stadt;29715;22200;718;21482;5309;0;11755;1643;1279;672;0;0;546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;28;477;21723;5310;0;10671;1674;2207;695;0;208;396;0;87;155;55;179;14;64;0;0;0;0;0;8;0;0;0
BY;09771;Aichach-Friedberg;94771;77237;1382;75855;15618;0;46859;4799;4808;1918;0;0;1340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;513;963;76274;15062;0;42521;5620;7392;2076;0;1400;770;0;179;178;160;434;53;398;0;0;0;0;0;31;0;0;0
BY;09772;Augsburg;179571;143657;2180;141477;31914;0;83817;10472;7819;3961;0;0;2642;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;753;1554;142103;32287;0;73955;10315;14766;4394;0;1466;1903;0;511;324;399;911;117;683;0;0;0;0;0;72;0;0;0
BY;09773;Dillingen a.d.Donau;71585;55211;896;54315;11921;0;31852;2686;4704;1755;0;0;1397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;643;54568;11641;0;30176;2716;5281;1634;0;1199;898;0;155;110;157;350;23;211;0;0;0;0;0;17;0;0;0
BY;09774;Günzburg;89033;67187;1121;66066;14128;0;39504;3711;5048;2051;0;0;1624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;66467;14144;0;36911;3400;6264;2114;0;1010;1158;0;231;207;222;450;50;280;0;0;0;0;0;26;0;0;0
BY;09775;Neu-Ulm;118377;91930;1625;90305;26630;0;46752;7144;4668;2892;0;0;2219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1297;90633;24680;0;41905;6957;9731;3087;0;654;1717;0;326;278;274;620;73;244;0;0;0;0;0;87;0;0;0
