Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;REP;GRAUE;Die Tierschutzpartei;NPD;ödp;PBC;DIE FRAUEN;BP;FAMILIE;CM;BüSo;HP;Die Violetten;AUFBRUCH;ZENTRUM;KPD;PRG;Schill;Deutschland;DKP;DSU;FP Deutschlands;Einzelbewerber;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;REP;GRAUE;Die Tierschutzpartei;NPD;ödp;PBC;DIE FRAUEN;BP;FAMILIE;CM;BüSo;HP;Die Violetten;AUFBRUCH;Zentrum;KPD;PRG;Schill
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
NW;05113;Essen ;449896;350287;4308;345979;190058;108043;0;20629;18619;4908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2838;0;414;0;0;470;3733;346554;170899;96878;0;35153;28324;5258;2009;876;1743;969;129;337;350;0;865;143;57;44;91;0;116;0;0;2313
NW;05114;Krefeld ;167333;128679;1735;126944;59625;48804;0;7314;8834;1408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;959;0;0;0;0;0;1651;127028;52673;44066;0;12240;13234;1621;326;443;552;231;36;92;110;0;326;59;16;6;36;0;32;0;0;929
NW;05116;Mönchengladbach ;195672;145540;1879;143661;60892;62671;0;7029;10619;1372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1078;0;0;0;0;0;1634;143906;54674;58708;0;11134;14263;1649;419;313;583;298;50;111;143;0;353;29;18;20;48;0;63;0;0;1030
NW;05117;Mülheim an der Ruhr ;131446;107842;1477;106365;55339;33279;0;6980;8289;1256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;571;0;0;0;0;651;1020;106822;54277;29673;0;9361;9903;1389;258;220;351;285;24;116;91;0;197;38;19;7;19;0;19;0;0;575
NW;05119;Oberhausen ;162896;125812;2004;123808;77514;31122;0;5900;6174;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1079;0;0;0;0;0;1383;124429;71204;29755;0;9436;8485;1900;473;300;524;547;55;71;124;0;259;32;11;13;36;0;40;0;0;1164
NW;05120;Remscheid ;84345;65105;724;64381;30541;23410;0;2824;5900;722;0;310;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;544;0;0;0;0;0;717;64388;27539;22100;0;4888;7194;875;300;183;299;178;26;99;46;0;160;11;9;4;12;0;15;0;0;450
NW;05122;Solingen ;115071;90601;967;89634;42598;34165;0;3701;6680;970;0;455;0;0;0;369;0;0;0;0;0;0;0;0;0;0;0;696;0;0;0;0;0;922;89679;36479;31029;0;7950;10357;1278;402;262;389;232;70;265;87;0;222;32;14;6;29;0;17;0;0;559
NW;05124;Wuppertal ;258070;201138;2425;198713;97775;68243;0;11836;14340;3464;0;1189;0;0;0;639;0;0;0;0;0;0;0;0;0;0;0;1227;0;0;0;0;0;2346;198792;84420;60654;0;22426;21277;3907;1271;715;894;620;70;508;195;0;461;64;36;24;64;0;61;0;0;1125
NW;05154;Kleve ;219163;175835;2730;173105;72704;79865;0;7022;11163;1508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;843;0;0;0;0;0;1862;173973;64591;77039;0;10970;16502;1339;273;285;586;299;130;127;119;0;373;63;16;25;59;0;49;0;0;1128
NW;05158;Mettmann ;375588;308603;3461;305142;134056;126703;0;15599;22077;3173;0;776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;388;2049;0;0;0;0;321;2482;306121;123292;112341;0;25468;34034;3485;997;842;1068;1142;108;503;289;0;643;122;58;36;81;0;103;0;0;1509
NW;05162;Neuss ;326640;267675;1999;265676;110103;121314;0;11198;17956;2266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;671;0;0;2168;0;0;0;0;0;1837;265838;96348;110651;0;19739;29916;2391;813;568;905;468;95;146;267;0;649;81;43;31;55;0;421;0;0;2251
NW;05166;Viersen ;222874;179695;2037;177658;73053;78408;0;9580;13626;1501;0;0;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;1136;0;0;0;0;0;1833;177862;66272;72409;0;13864;19617;1605;397;366;764;284;36;187;177;0;474;60;31;21;38;0;64;0;0;1196
NW;05170;Wesel ;355154;289342;3368;285974;154047;94570;0;14244;17709;2941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2463;0;0;0;0;0;2950;286392;142097;86268;0;22988;24798;2942;843;609;1034;629;83;178;292;0;706;89;32;21;65;0;77;0;0;2641
NW;05313;Aachen ;165242;133045;1643;131402;62237;49901;0;9308;6879;1638;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1127;0;0;0;0;312;1287;131758;47560;44770;0;21933;12789;2143;212;229;367;258;56;70;95;0;182;61;15;13;35;0;36;0;0;934
NW;05314;Bonn ;212477;176518;2162;174356;69164;63425;0;13163;24731;2052;0;806;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1015;0;0;0;0;0;1880;174638;56971;63860;0;27278;20198;2773;305;458;634;259;100;272;161;0;257;54;40;22;47;0;53;0;0;896
NW;05315;Köln ;670457;515531;2328;513203;248419;164623;0;55572;30451;8153;0;3722;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1758;0;0;0;0;505;1440;514091;214189;149066;0;84702;45992;9785;1984;1704;1402;1119;199;395;374;0;572;142;70;90;108;0;95;0;0;2103
NW;05316;Leverkusen ;117587;93667;1272;92395;44315;34121;0;6018;5932;890;0;712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;0;0;0;0;0;930;92737;41445;30792;0;8238;9071;1025;311;356;308;280;31;83;67;0;213;30;30;17;18;0;17;0;0;405
NW;05354;Aachen ;225120;181166;2500;178666;87913;67640;0;7009;11040;1430;1592;0;0;616;0;0;0;0;0;0;0;0;0;0;0;0;0;1426;0;0;0;0;0;2151;179015;80222;63027;0;12393;16863;1621;1166;264;666;563;40;73;152;0;405;55;13;28;28;0;36;0;0;1400
NW;05358;Düren ;196789;158285;2106;156179;70999;67622;0;5510;8702;1359;0;1007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;980;0;0;0;0;0;1840;156445;64104;62303;0;10499;14095;1404;437;517;679;322;49;157;156;0;329;77;13;19;44;0;38;0;0;1203
NW;05362;Erftkreis ;332422;271272;3884;267388;129819;100883;0;11543;20220;2456;0;1254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1213;0;0;0;0;0;3303;267969;115759;92578;0;22788;28311;2574;810;778;1135;579;78;107;258;0;548;83;30;28;65;0;59;0;0;1401
NW;05366;Euskirchen ;144090;114767;1907;112860;39626;54999;0;5412;11634;1189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1543;113224;38321;50493;0;8106;12797;1025;394;200;452;215;42;104;119;0;307;63;29;15;40;0;40;0;0;462
NW;05370;Heinsberg ;181929;145496;2409;143087;52790;71954;0;7972;8772;1599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2107;143389;51527;65188;0;8195;13656;1274;581;273;598;343;37;126;165;0;435;59;23;14;41;0;35;0;0;819
NW;05374;Oberbergischer Kreis ;210055;170173;2019;168154;73038;75983;0;6330;9855;1392;0;0;0;0;401;0;0;0;0;0;0;0;0;0;0;0;0;1155;0;0;0;0;0;1815;168358;64657;70286;0;11951;15696;1644;452;285;671;448;144;519;158;0;369;128;15;18;48;0;56;0;0;813
NW;05378;Rheinisch-Bergischer Kreis ;210429;177441;1569;175872;70481;78770;0;10841;12298;1562;0;0;0;0;376;0;0;0;0;0;415;0;0;0;0;0;0;1129;0;0;0;0;0;1506;175935;63857;66824;0;18709;20866;1895;440;331;636;326;137;354;155;0;333;69;73;12;37;0;30;0;0;851
NW;05382;Rhein-Sieg-Kreis ;424822;352032;3248;348784;141423;155067;0;18949;27068;2611;0;863;0;1869;0;0;0;0;0;0;0;0;0;0;0;0;0;675;259;0;0;0;0;2922;349110;122198;141975;0;33587;40917;3251;622;727;1287;1215;139;534;251;0;652;105;50;43;75;0;105;0;0;1377
NW;05512;Bottrop ;91610;73558;858;72700;44058;20191;0;2525;3024;859;0;0;0;0;883;0;0;0;0;0;72;0;0;0;0;0;0;1088;0;0;0;0;0;805;72753;40444;19709;0;4520;4781;879;492;101;243;171;255;39;55;0;136;12;16;5;15;0;18;0;0;862
NW;05513;Gelsenkirchen ;198882;149110;2218;146892;88540;37816;0;7001;7598;1987;2443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1507;0;0;0;0;0;1958;147152;83125;35256;0;10423;10148;2094;1807;346;760;392;35;142;173;0;380;64;20;15;33;0;44;0;0;1895
NW;05515;Münster ;200908;169832;1456;168376;68757;67108;0;16066;13733;1687;0;523;0;0;502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1270;168562;61055;57750;0;26228;19002;2359;197;275;356;231;204;65;115;0;201;36;14;21;42;0;53;0;0;358
NW;05554;Borken ;261126;214878;1927;212951;79041;110231;0;9047;12914;1468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;1757;213121;72289;102029;0;12967;21039;1386;364;268;542;329;84;102;168;0;520;105;14;21;37;0;83;0;0;774
NW;05558;Coesfeld ;162009;136839;1283;135556;50861;66981;0;6946;9802;966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1075;135764;46448;60735;0;10645;14644;1001;278;172;373;223;121;40;117;0;285;48;14;8;32;0;53;0;0;527
NW;05562;Recklinghausen ;491698;392777;4636;388141;217780;120765;0;18196;20974;5014;0;0;0;0;166;0;0;0;0;0;155;0;0;0;0;0;0;4109;0;0;0;0;982;4139;388638;204511;111433;0;27465;29460;4477;1636;786;1484;1105;130;301;360;0;887;162;66;22;61;0;105;0;0;4187
NW;05566;Steinfurt ;323380;268149;2988;265161;120078;115663;0;11405;15842;2173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2673;265476;110556;102717;0;19418;26661;2081;508;277;689;540;76;206;223;0;589;60;17;7;34;0;114;0;0;703
NW;05570;Warendorf ;206718;172866;2157;170709;67941;77347;0;7294;15856;1531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;740;0;0;0;0;0;1843;171023;65889;71269;0;11197;18098;1423;480;230;422;296;52;94;127;0;419;74;6;9;27;0;45;0;0;866
NW;05711;Bielefeld ;235551;192682;2618;190064;94896;68420;0;12568;9388;3124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1668;0;0;0;0;0;2472;190210;79127;60700;0;26691;14981;3471;536;345;708;504;67;617;155;0;374;119;22;13;40;0;35;0;0;1705
NW;05754;Gütersloh ;252941;207209;2656;204553;83222;93830;0;10200;12741;1761;0;0;0;0;543;0;0;0;0;0;0;0;0;0;0;0;0;2025;0;0;0;0;231;2178;205031;76366;85267;0;16893;19756;1790;521;252;560;504;289;390;167;0;462;96;41;15;26;0;40;0;0;1596
NW;05758;Herford ;194733;158530;2802;155728;78093;59206;0;6230;8580;1520;0;0;0;0;0;0;0;0;0;0;189;0;0;0;0;0;285;1625;0;0;0;0;0;2116;156414;70997;55071;0;11324;13342;1550;527;241;503;335;40;391;128;0;299;78;52;17;18;0;16;0;0;1485
NW;05762;Höxter ;117460;97584;1431;96153;31989;52843;0;2854;5695;769;0;0;0;0;523;136;0;0;780;0;0;0;0;0;0;0;0;564;0;0;0;0;0;1128;96456;30456;49990;0;4926;8147;640;311;109;225;213;151;131;53;0;413;48;3;3;6;0;20;0;0;611
NW;05766;Lippe ;276121;228492;3389;225103;110576;82928;0;10247;15468;2052;0;0;0;0;121;1484;0;0;439;0;0;0;0;0;0;0;0;1788;0;0;0;0;0;2940;225552;101304;77034;0;17547;20206;2189;1238;286;775;450;110;1912;153;0;516;104;37;15;36;0;44;0;0;1596
NW;05770;Minden-Lübbecke ;246772;198954;2781;196173;96800;74335;0;6969;12271;1650;0;0;0;0;0;821;0;0;703;0;32;0;0;0;0;0;49;2199;0;0;0;0;344;2742;196212;87637;68854;0;13890;18076;1847;866;238;562;392;88;986;167;0;489;63;26;14;44;0;29;0;0;1944
NW;05774;Paderborn ;213014;172727;2303;170424;53484;91284;0;9451;11419;1232;0;0;0;0;0;0;0;0;1041;0;0;0;0;0;0;0;0;2513;0;0;0;0;0;2057;170670;49709;89150;0;11227;14529;1404;452;172;418;203;81;196;150;0;622;101;6;11;31;0;48;0;0;2160
NW;05911;Bochum ;289275;233251;2885;230366;134225;62986;0;15183;10931;3866;0;0;0;0;0;117;0;0;0;0;0;0;270;0;0;0;813;1975;0;0;0;0;0;2607;230644;123158;57090;0;23827;16139;4086;909;600;1260;725;99;240;214;0;516;86;47;32;87;0;71;0;0;1458
NW;05913;Dortmund ;427443;336666;1338;335328;197431;91359;0;21128;16719;5759;0;0;0;0;0;0;0;0;0;0;0;0;429;0;0;0;0;2503;0;0;0;0;0;892;335774;178300;83933;0;34696;24763;5806;1452;771;1081;1002;104;208;291;0;466;82;47;42;125;0;74;0;0;2531
NW;05914;Hagen ;146415;111832;1356;110476;62136;35784;0;3390;6194;1105;0;566;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;1196;0;0;0;0;0;1237;110595;54802;34291;0;7870;9057;1353;754;283;444;302;28;135;116;0;204;40;11;9;26;0;24;0;0;846
NW;05915;Hamm ;129828;101330;1496;99834;53307;36066;0;3334;5979;1148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1249;100081;49863;32734;0;5997;8466;945;447;121;313;229;18;75;96;0;225;35;14;10;8;0;24;0;0;461
NW;05916;Herne ;123025;94869;1401;93468;57042;25033;0;3962;3720;1604;0;0;0;0;0;319;0;0;0;0;0;0;0;0;0;0;258;1530;0;0;0;0;0;1187;93682;54188;22171;0;6245;5769;1519;1120;210;442;299;16;210;108;0;218;27;15;6;26;0;14;0;0;1079
NW;05954;Ennepe-Ruhr-Kreis ;266508;215167;3972;211195;116193;65514;0;12537;13017;2437;0;310;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;1014;0;137;0;0;0;4634;210533;106283;59004;0;19089;18714;2521;613;439;1136;606;64;399;187;0;437;45;19;23;48;0;26;0;0;880
NW;05958;Hochsauerlandkreis ;211185;173157;1550;171607;63427;92232;0;5093;8339;1371;0;0;0;0;0;0;0;0;1145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1377;171780;59120;83372;0;8992;15511;1246;612;251;563;309;62;123;112;0;579;117;23;16;43;0;50;0;0;679
NW;05962;Märkischer Kreis ;325182;255049;3539;251510;122784;96710;0;8351;16728;2392;0;0;0;1201;0;0;0;0;0;0;0;0;0;0;0;0;0;3344;0;0;0;0;0;3058;251991;108189;91966;0;15894;24537;2457;1374;446;904;1146;93;697;241;0;566;130;31;29;69;0;64;0;0;3158
NW;05966;Olpe ;102888;84224;1089;83135;27045;48651;0;2676;3864;602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;0;0;0;0;0;843;83381;26184;44194;0;4318;6699;506;281;87;218;146;32;56;63;0;184;41;6;7;11;0;31;0;0;317
NW;05970;Siegen-Wittgenstein ;218988;177268;2409;174859;77404;75118;0;7152;10326;1558;0;0;0;0;681;1208;0;0;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;0;1863;175405;73305;66870;0;12274;15569;1775;916;248;635;390;287;1214;107;0;320;112;15;24;26;0;25;0;0;1293
NW;05974;Soest ;228436;184172;2278;181894;78033;80460;0;7405;13594;2402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2113;182059;70312;73152;0;13136;18903;1824;1581;340;595;301;63;140;182;0;468;180;22;15;37;0;63;0;0;745
NW;05978;Unna ;315197;256054;3033;253021;141798;79385;0;14570;13161;2891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1216;0;0;0;0;0;2617;253437;133332;72930;0;18448;19698;2714;1041;429;997;807;55;218;267;0;524;120;24;25;44;0;45;0;0;1719
HE;06411;Darmstadt ;97323;77484;1593;75891;37111;25397;0;7750;3408;1046;0;395;784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1387;76097;28911;22748;0;15443;5800;1557;267;171;386;183;47;122;0;0;0;35;49;0;0;0;0;0;0;378
HE;06412;Frankfurt am Main ;383726;295529;5519;290010;115066;103353;0;43745;14716;5594;0;0;2962;843;0;0;0;0;0;0;272;0;0;0;0;0;0;3459;0;0;0;0;0;4955;290574;99816;96219;0;53778;24463;7190;1817;675;2055;999;216;354;0;0;0;119;166;0;0;0;0;0;0;2707
HE;06413;Offenbach am Main ;68061;50467;1183;49284;22682;19260;0;2801;2881;936;0;0;0;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1020;49447;18659;17962;0;6114;3708;1008;564;120;339;230;30;72;0;0;0;37;18;0;0;0;0;0;0;586
HE;06414;Wiesbaden ;186838;143782;3025;140757;66585;56237;0;7672;7812;1750;0;0;0;0;0;0;0;0;0;0;701;0;0;0;0;0;0;0;0;0;0;0;0;2417;141365;52034;51054;0;19605;12233;2047;1375;266;653;256;102;248;0;0;0;85;171;0;0;0;0;0;0;1236
HE;06431;Bergstraße ;196599;158915;3416;155499;70393;67537;0;6464;6762;1233;0;710;1968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432;3121;155794;61830;61007;0;14374;12345;1434;1534;393;1172;368;96;371;0;0;0;119;58;0;0;0;0;0;0;693
HE;06432;Darmstadt-Dieburg ;208098;171041;4042;166999;79523;63510;0;10401;9218;1949;0;610;1429;0;0;0;0;0;0;359;0;0;0;0;0;0;0;0;0;0;0;0;0;3326;167715;69120;57859;0;20178;13800;2096;929;398;1163;626;117;443;0;0;0;159;49;0;0;0;0;0;0;778
HE;06433;Groß-Gerau ;169053;136988;3494;133494;66977;46922;0;9995;7147;2453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2906;134082;58534;43275;0;15307;10446;1863;1846;307;843;394;106;235;0;0;0;86;71;0;0;0;0;0;0;769
HE;06434;Hochtaunuskreis ;164196;137015;2009;135006;49558;62750;0;7543;12579;1325;1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1713;135302;41178;58107;0;16150;15143;1561;967;196;677;203;121;160;0;0;0;93;62;0;0;0;0;0;0;684
HE;06435;Main-Kinzig-Kreis ;294876;236484;4952;231532;107980;93990;0;10500;12160;2465;3651;0;0;718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;5001;231483;91665;89246;0;20720;18850;2844;3055;428;1554;691;159;341;0;0;0;188;84;0;0;0;0;0;0;1658
HE;06436;Main-Taunus-Kreis ;162039;136572;2512;134060;48555;65713;0;9781;8496;1515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2025;134547;43003;57291;0;15582;14007;1401;880;252;672;338;126;140;0;0;0;74;41;0;0;0;0;0;0;740
HE;06437;Odenwaldkreis ;72928;58474;1776;56698;29185;20881;0;2631;2964;796;0;0;0;0;0;0;0;0;0;241;0;0;0;0;0;0;0;0;0;0;0;0;0;1383;57091;25371;20423;0;4799;4100;710;678;85;326;148;36;92;0;0;0;60;21;0;0;0;0;0;0;242
HE;06438;Offenbach ;235926;194171;4211;189960;78654;86545;0;9692;11384;2147;0;0;0;1133;0;0;0;0;0;405;0;0;0;0;0;0;0;0;0;0;0;0;0;3399;190772;66070;79077;0;20948;17326;2200;1187;381;1005;520;173;176;0;0;0;199;80;0;0;0;0;0;0;1430
HE;06439;Rheingau-Taunus-Kreis ;136273;112278;2479;109799;45809;48968;0;7109;6755;1158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1747;110531;40503;43510;0;12140;10362;1122;791;179;576;260;97;159;0;0;0;39;55;0;0;0;0;0;0;738
HE;06440;Wetteraukreis ;217333;174377;3897;170480;79286;70681;0;7107;8683;1381;0;0;0;2656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;686;3968;170409;66357;64350;0;17309;15243;1788;774;311;911;1705;104;376;0;0;0;95;53;0;0;0;0;0;0;1033
HE;06531;Gießen ;187203;149769;3406;146363;67044;55629;0;8529;12586;2430;0;0;0;145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3026;146743;59618;52251;0;15284;13327;2275;1006;222;686;621;106;468;0;0;0;102;58;0;0;0;0;0;0;719
HE;06532;Lahn-Dill-Kreis ;193937;148829;3091;145738;67724;60815;0;5682;7804;1335;0;0;0;2378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2939;145890;60567;57073;0;10346;10950;1437;1182;165;675;1189;110;1136;0;0;0;168;20;0;0;0;0;0;0;872
HE;06533;Limburg-Weilburg ;130838;103565;2492;101073;41971;48386;0;3616;5685;916;499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2072;101493;37468;46491;0;6914;7232;849;695;172;519;332;49;121;0;0;0;59;36;0;0;0;0;0;0;556
HE;06534;Marburg-Biedenkopf ;181936;144891;2647;142244;68027;54834;0;7312;6824;2536;2308;0;0;0;0;0;0;0;0;0;403;0;0;0;0;0;0;0;0;0;0;0;0;2191;142700;60301;50292;0;14955;10068;2660;1669;160;685;308;113;587;0;0;0;162;120;0;0;0;0;0;0;620
HE;06535;Vogelsbergkreis ;91849;72839;1854;70985;32474;29431;0;2792;5161;827;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1666;71173;29895;26888;0;4810;6693;760;774;87;333;298;48;139;0;0;0;54;23;0;0;0;0;0;0;371
HE;06611;Kassel ;138007;105527;1857;103670;47291;33174;0;14449;4765;2106;0;562;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;636;1638;103889;46143;30875;0;14987;6782;2324;312;354;500;371;72;156;0;0;0;71;37;0;0;0;0;0;0;905
HE;06631;Fulda ;163908;134188;2774;131414;40902;77201;0;5139;5475;1137;0;0;0;1560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2972;131216;37358;70377;0;8630;9492;1127;988;204;577;832;138;211;0;0;0;166;49;0;0;0;0;0;0;1067
HE;06632;Hersfeld-Rotenburg ;101578;81912;1889;80023;43772;29716;0;2063;3308;948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;1635;80277;39582;27353;0;4812;5334;883;484;136;435;397;24;164;0;0;0;56;24;0;0;0;0;0;0;593
HE;06633;Kassel ;192323;159756;3641;156115;87245;47719;0;10707;7736;1763;0;297;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;3110;156646;82986;45465;0;12384;10560;1600;616;322;682;417;65;193;0;0;0;80;49;0;0;0;0;0;0;1227
HE;06634;Schwalm-Eder-Kreis ;150496;122154;3103;119051;64089;40276;0;6552;6616;1518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2569;119585;60991;37306;0;8423;8652;1272;774;163;514;479;66;182;0;0;0;76;29;0;0;0;0;0;0;658
HE;06635;Waldeck-Frankenberg ;129871;101354;2499;98855;45876;40377;0;4581;6721;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015;99339;42362;37601;0;6903;8795;1033;806;157;431;305;75;273;0;0;0;68;17;0;0;0;0;0;0;513
HE;06636;Werra-Meißner-Kreis ;89639;71966;1756;70210;38769;23392;0;3078;3858;819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;1803;70163;35174;21954;0;5137;5216;850;463;127;351;143;28;64;0;0;0;34;14;0;0;0;0;0;0;608
RP;07111;Koblenz ;82159;63643;1153;62490;26904;27380;0;3217;3890;658;0;0;0;0;441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;807;62836;24070;25404;0;5823;5508;737;205;0;365;172;132;105;0;0;0;0;0;0;0;0;0;0;0;315
RP;07131;Ahrweiler ;98391;80093;1867;78226;29584;40001;0;0;8641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1118;78975;23294;38374;0;6246;8674;662;332;0;512;206;187;104;0;0;0;0;0;0;0;0;0;0;0;384
RP;07132;Altenkirchen ;103109;82348;1318;81030;36914;35619;0;2307;4744;660;0;0;0;0;0;786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1154;81194;31195;34510;0;5315;7276;687;404;0;524;198;69;613;0;0;0;0;0;0;0;0;0;0;0;403
RP;07133;Bad Kreuznach ;120556;95843;2328;93515;43953;37917;0;4032;5999;1303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;1598;94245;39503;34513;0;7413;9312;942;622;0;736;401;136;224;0;0;0;0;0;0;0;0;0;0;0;443
RP;07134;Birkenfeld ;70841;53165;2019;51146;24126;20024;0;1565;4235;756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440;1648;51517;22170;18585;0;3015;5488;577;703;0;403;205;52;82;0;0;0;0;0;0;0;0;0;0;0;237
RP;07135;Cochem-Zell ;52169;42762;1165;41597;11828;24273;0;1621;3875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721;42041;11960;22840;0;1927;4166;253;169;0;285;141;26;110;0;0;0;0;0;0;0;0;0;0;0;164
RP;07137;Mayen-Koblenz ;163513;129492;3077;126415;56376;58276;0;2142;8918;430;0;0;0;0;273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1898;127594;48192;55564;0;8804;11412;934;511;0;796;317;157;312;0;0;0;0;0;0;0;0;0;0;0;595
RP;07138;Neuwied ;137907;110324;1842;108482;48196;48331;0;3484;6374;1237;0;0;0;0;0;860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1490;108834;42040;44855;0;8003;9946;1120;466;0;811;294;117;622;0;0;0;0;0;0;0;0;0;0;0;560
RP;07140;Rhein-Hunsrück-Kreis ;81259;65882;1566;64316;24858;28172;0;3362;7924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;984;64898;23356;28022;0;4402;6906;611;318;0;474;181;104;219;0;0;0;0;0;0;0;0;0;0;0;305
