Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;REP;GRAUE;Die Tierschutzpartei;NPD;ödp;PBC;DIE FRAUEN;BP;FAMILIE;CM;BüSo;HP;Die Violetten;AUFBRUCH;ZENTRUM;KPD;PRG;Schill;Deutschland;DKP;DSU;FP Deutschlands;Einzelbewerber;Ungültige;Gültige;SPD;CDU;CSU;GRÜNE;FDP;PDS;REP;GRAUE;Die Tierschutzpartei;NPD;ödp;PBC;DIE FRAUEN;BP;FAMILIE;CM;BüSo;HP;Die Violetten;AUFBRUCH;Zentrum;KPD;PRG;Schill
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
RP;07141;Rhein-Lahn-Kreis ;99720;80141;1625;78516;35654;30598;0;5137;5707;974;0;0;0;0;183;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1103;79038;34268;28633;0;5938;7256;798;549;0;522;264;83;260;0;0;0;0;0;0;0;0;0;0;0;467
RP;07143;Westerwaldkreis ;152235;122815;2411;120404;43504;58560;0;6881;9012;1385;0;0;0;0;0;1062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1746;121069;43986;54086;0;7540;11015;1078;676;0;862;452;106;634;0;0;0;0;0;0;0;0;0;0;0;634
RP;07211;Trier ;75732;56626;754;55872;24768;21381;0;4717;2967;734;0;0;0;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;885;593;56033;22338;20008;0;7294;4456;731;192;0;359;308;73;128;0;0;0;0;0;0;0;0;0;0;0;146
RP;07231;Bernkastel-Wittlich ;89936;71209;1815;69394;24667;33817;0;3835;7075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1148;70061;23328;31605;0;4934;7820;586;392;0;577;285;75;127;0;0;0;0;0;0;0;0;0;0;0;332
RP;07232;Bitburg-Prüm ;74453;58996;1483;57513;21224;29233;0;3085;3971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;975;58021;19689;27062;0;3762;5855;348;243;0;424;216;92;116;0;0;0;0;0;0;0;0;0;0;0;214
RP;07233;Daun ;49992;40363;881;39482;13532;21971;0;1542;2437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;576;39787;12013;20737;0;2369;3482;301;190;0;277;95;43;103;0;0;0;0;0;0;0;0;0;0;0;177
RP;07235;Trier-Saarburg ;107761;88599;1935;86664;37463;37539;0;4195;4734;665;0;0;0;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1414;1520;87079;34901;35174;0;6744;7521;713;358;0;660;436;105;151;0;0;0;0;0;0;0;0;0;0;0;316
RP;07311;Frankenthal ;34366;27133;532;26601;11341;12496;0;955;1220;259;0;0;0;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461;26672;10161;11253;0;1964;2002;263;421;0;177;167;18;81;0;0;0;0;0;0;0;0;0;0;0;165
RP;07312;Kaiserslautern ;72941;53308;1218;52090;24222;20299;0;2982;3635;952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;958;52350;21161;18622;0;5123;4599;663;567;0;579;356;72;163;0;0;0;0;0;0;0;0;0;0;0;445
RP;07313;Landau in der Pfalz ;31234;24544;396;24148;9806;9425;0;2116;1976;391;0;0;0;224;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;24207;8982;8899;0;2882;2281;320;163;0;228;135;59;140;0;0;0;0;0;0;0;0;0;0;0;118
RP;07314;Ludwigshafen am Rhein ;103608;79244;1510;77734;39081;29881;0;2875;3605;1137;0;0;0;1155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1237;78007;33802;27721;0;5974;5626;1091;1593;0;734;513;91;162;0;0;0;0;0;0;0;0;0;0;0;700
RP;07315;Mainz ;128322;104185;1327;102858;42617;35965;0;9059;10880;1286;1741;0;0;0;1129;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;1053;103132;37514;35986;0;14995;9837;1629;1357;0;556;151;497;126;0;0;0;0;0;0;0;0;0;0;0;484
RP;07316;Neustadt an der Weinstraße ;41380;33661;781;32880;13424;15546;0;1719;2107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;504;33157;11007;14325;0;3452;2919;357;372;0;257;103;63;140;0;0;0;0;0;0;0;0;0;0;0;162
RP;07317;Pirmasens ;35363;25697;1102;24595;10848;10777;0;755;1540;675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;870;24827;9669;10061;0;1283;1926;300;995;0;233;88;49;85;0;0;0;0;0;0;0;0;0;0;0;138
RP;07318;Speyer ;36046;28375;662;27713;12007;11587;0;2000;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;414;27961;10347;10745;0;2993;2228;401;614;0;235;69;97;66;0;0;0;0;0;0;0;0;0;0;0;166
RP;07319;Worms ;58584;44010;1165;42845;21422;16100;0;2106;3217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;825;43185;17817;15988;0;3340;3737;557;612;0;423;205;44;139;0;0;0;0;0;0;0;0;0;0;0;323
RP;07320;Zweibrücken ;28137;21225;556;20669;9901;7622;0;913;1763;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411;20814;8904;7150;0;1448;1930;303;273;0;236;167;109;113;0;0;0;0;0;0;0;0;0;0;0;181
RP;07331;Alzey-Worms ;94058;77188;1845;75343;37639;26953;0;4073;6678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1233;75955;31993;26976;0;5786;7673;717;783;0;698;457;81;256;0;0;0;0;0;0;0;0;0;0;0;535
RP;07332;Bad Dürkheim ;104090;85821;1882;83939;38089;35460;0;3873;6223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;1327;84494;32289;32083;0;7299;8644;820;1103;0;817;433;113;311;0;0;0;0;0;0;0;0;0;0;0;582
RP;07333;Donnersbergkreis ;59435;46702;1059;45643;22990;16490;0;2045;3389;729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;849;45853;20232;15479;0;3253;4269;519;645;0;499;448;52;138;0;0;0;0;0;0;0;0;0;0;0;319
RP;07334;Germersheim ;89717;73135;1263;71872;29054;32015;0;3318;5147;676;0;0;0;1177;0;485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1140;71995;26320;30144;0;4948;6445;561;1373;0;616;483;248;288;0;0;0;0;0;0;0;0;0;0;0;569
RP;07335;Kaiserslautern ;83229;67155;1807;65348;29142;28306;0;2573;4374;953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1299;65856;26533;25995;0;4295;5438;597;849;0;652;491;104;361;0;0;0;0;0;0;0;0;0;0;0;541
RP;07336;Kusel ;61943;48586;1444;47142;25547;15298;0;2469;2955;873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1124;47462;24107;13925;0;2883;3582;560;984;0;503;337;55;160;0;0;0;0;0;0;0;0;0;0;0;366
RP;07337;Südliche Weinstraße ;84752;70624;1441;69183;27313;30397;0;3669;5626;675;0;0;0;934;0;569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1346;69278;24661;28651;0;5704;6773;680;601;0;759;518;120;361;0;0;0;0;0;0;0;0;0;0;0;450
RP;07338;Ludwigshafen ;112884;95757;1769;93988;40699;41032;0;4488;6443;577;0;0;0;575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;1267;94490;35684;38017;0;7563;8742;775;1439;0;885;331;122;237;0;0;0;0;0;0;0;0;0;0;0;695
RP;07339;Mainz-Bingen ;148612;124633;1981;122652;52004;46792;0;8228;13258;785;980;0;0;0;459;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;1413;123220;47885;45487;0;12196;12933;1300;1050;0;927;322;287;216;0;0;0;0;0;0;0;0;0;0;0;617
RP;07340;Südwestpfalz ;82642;68176;2191;65985;26172;31093;0;2451;5054;1215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1527;66649;23365;29532;0;3735;6084;608;1326;0;723;376;125;268;0;0;0;0;0;0;0;0;0;0;0;507
BW;08111;Stuttgart ;357253;289509;3197;286312;125311;108743;0;29719;15855;3017;0;1809;0;0;0;1016;0;0;0;0;547;0;0;0;0;0;0;0;0;0;0;0;295;2965;286544;102231;100542;0;46344;24489;4093;2762;843;1453;492;371;680;389;0;0;114;173;0;0;0;0;0;231;1337
BW;08115;Böblingen ;246593;205778;2419;203359;72623;95268;0;18449;11761;1880;0;1102;0;0;0;2276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2043;203735;67435;85673;0;23287;18133;1668;2085;418;1003;486;243;1751;319;0;0;100;42;0;0;0;0;0;139;953
BW;08116;Esslingen ;348818;292147;3890;288257;113013;130608;0;25504;15570;1049;0;883;0;0;0;1630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2804;289343;98927;120507;0;33745;23135;2250;4385;504;1480;534;412;1399;448;0;0;184;48;0;0;0;0;0;228;1157
BW;08117;Göppingen ;179165;145541;1904;143637;56972;68948;0;6645;6472;829;2912;0;0;0;0;859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1727;143814;51212;60611;0;14678;10822;1068;2363;142;750;345;181;669;251;0;0;94;27;0;0;0;0;0;133;468
BW;08118;Ludwigsburg ;342077;286672;3909;282763;120025;125625;0;14299;15703;2702;0;2333;0;0;0;2076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3075;283597;99861;112909;0;34411;23200;2641;3972;853;1306;562;339;1520;435;0;0;159;70;0;0;0;0;0;284;1075
BW;08119;Rems-Murr-Kreis ;286027;235041;3140;231901;97325;104426;0;11167;14628;1950;0;0;0;0;0;2405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2379;232662;77616;96998;0;27372;19724;1915;2899;384;980;537;410;1751;363;0;0;127;56;0;0;0;0;0;219;1311
BW;08121;Heilbronn ;77645;60173;990;59183;25017;28005;0;2458;2705;646;0;0;0;0;0;352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;929;59244;22256;24425;0;5077;4612;582;1075;104;216;137;128;162;101;0;0;25;12;0;0;0;0;0;58;274
BW;08125;Heilbronn ;226921;186539;2670;183869;72060;90590;0;7745;9900;1673;0;341;0;0;0;1560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2311;184228;63158;80661;0;15700;15480;1417;3063;325;789;638;436;1009;379;0;0;128;30;0;0;0;0;0;212;803
BW;08126;Hohenlohekreis ;79196;63598;986;62612;20108;30255;0;3743;7091;660;0;0;0;0;0;755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;866;62732;19222;28837;0;5349;6229;548;745;84;246;353;114;499;119;0;0;44;9;0;0;0;0;0;86;248
BW;08127;Schwäbisch Hall ;138993;107045;1607;105438;38247;49241;0;7432;7847;1201;0;0;0;0;0;1470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1641;105404;34335;44169;0;11817;9453;950;1491;120;456;459;293;1148;187;0;0;73;15;0;0;0;0;0;96;342
BW;08128;Main-Tauber-Kreis ;104010;84908;1678;83230;27111;45475;0;3792;5219;0;0;0;0;0;895;738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;83650;23470;44014;0;6781;5640;548;1066;72;344;259;421;378;161;0;0;64;19;0;0;0;0;0;96;317
BW;08135;Heidenheim ;96978;78431;1358;77073;32375;35069;0;3573;3408;0;0;0;0;0;796;494;0;0;0;0;0;0;0;0;0;0;0;965;0;393;0;0;0;1219;77212;29707;32741;0;6361;4711;627;1054;77;206;165;317;368;126;0;0;48;11;0;0;0;0;0;76;617
BW;08136;Ostalbkreis ;228049;184528;3152;181376;66364;92703;0;10380;7743;832;0;0;0;0;539;1596;0;0;0;0;0;0;0;0;0;0;0;1069;0;150;0;0;0;2684;181844;60702;86826;0;15627;11145;1134;2165;234;566;477;333;1031;295;0;0;127;23;0;0;0;0;0;166;993
BW;08211;Baden-Baden ;39771;31629;501;31128;10488;14632;0;2691;2795;321;0;0;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;424;31205;9871;13779;0;3506;2873;337;192;50;157;96;35;81;29;0;0;13;4;0;0;0;0;0;47;135
BW;08212;Karlsruhe ;196039;155007;2550;152457;60969;53487;0;13541;21216;2009;0;0;0;1235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2607;152400;56668;53969;0;21976;12823;2373;764;257;607;698;229;512;176;0;0;74;55;0;0;0;0;0;139;1080
BW;08215;Karlsruhe ;310145;255153;5499;249654;95343;121264;0;16271;15758;1018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3258;251895;86626;113402;0;21187;19627;1924;2064;347;1362;844;227;1316;452;0;0;237;55;0;0;0;0;0;259;1966
BW;08216;Rastatt ;164437;130931;2517;128414;46020;66804;0;7195;6220;1177;0;0;0;0;0;573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;425;2189;128742;44137;60280;0;10266;9008;929;1387;159;715;381;136;295;205;0;0;79;25;0;0;0;0;0;148;592
BW;08221;Heidelberg ;93086;76177;771;75406;33323;25825;0;9754;4881;834;0;294;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;139;697;75480;24804;24322;0;17292;6271;1375;250;131;213;151;136;121;74;0;0;33;17;0;0;0;0;0;36;254
BW;08222;Mannheim ;198538;150891;2475;148416;72040;57209;0;9429;7110;2628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1975;148916;61488;51258;0;17796;10594;2421;1364;380;819;520;97;359;287;0;0;55;39;0;0;0;0;0;172;1267
BW;08225;Neckar-Odenwald-Kreis ;109646;87964;1998;85966;31050;44734;0;3732;4935;0;0;0;0;0;916;599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1486;86478;27447;43811;0;5892;5543;624;1071;91;398;255;277;328;180;0;0;74;16;0;0;0;0;0;98;373
BW;08226;Rhein-Neckar-Kreis ;384739;321410;5108;316302;131355;139884;0;21218;18850;3047;0;1561;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;3866;317544;113759;130336;0;35157;25398;2965;2386;694;1491;1112;366;836;567;0;0;186;50;0;0;0;0;0;297;1944
BW;08231;Pforzheim ;78919;59792;1068;58724;23292;28518;0;2215;3612;648;0;0;0;0;0;439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112;58680;19215;27423;0;4768;4655;589;569;117;292;216;45;280;115;0;0;21;16;0;0;0;0;0;56;303
BW;08235;Calw ;108966;87785;1231;86554;28185;41528;0;6738;7206;815;0;0;0;0;0;2082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1134;86651;25535;40946;0;8183;7000;681;1025;152;477;280;133;1407;182;0;0;74;22;0;0;0;0;0;111;443
BW;08236;Enzkreis ;137451;113954;1490;112464;49028;49269;0;4695;6981;993;0;0;0;0;0;1498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1374;112580;39869;47156;0;10604;9293;845;1329;166;604;309;128;1174;225;0;0;83;14;0;0;0;0;0;132;649
BW;08237;Freudenstadt ;86632;68778;987;67791;22484;34622;0;3519;4854;619;0;0;0;0;0;1693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;999;67779;19747;33748;0;5589;5180;564;763;80;335;193;100;926;106;0;0;59;17;0;0;0;0;0;93;279
BW;08311;Freiburg im Breisgau ;139874;113176;1500;111676;56684;31686;0;15769;5873;1664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1083;112093;37487;30513;0;32143;7170;2326;464;182;477;246;185;220;123;0;0;75;12;0;0;0;0;0;86;384
BW;08315;Breisgau-Hochschwarzwald ;178951;147833;2610;145223;58287;62378;0;13480;8954;1417;0;0;0;0;0;707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1788;146045;48554;57828;0;22649;11583;1303;868;237;745;299;229;597;249;0;0;157;28;0;0;0;0;0;169;550
BW;08316;Emmendingen ;114634;93361;1458;91903;40910;38931;0;7133;4411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;0;0;0;0;0;102;1364;91997;34770;34756;0;12346;6504;849;593;102;521;253;119;278;139;0;0;137;13;0;0;0;0;0;159;458
BW;08317;Ortenaukreis ;303619;239421;4623;234798;82064;121667;0;15076;11473;1285;0;0;0;0;0;783;0;0;0;0;0;0;0;0;0;0;2154;0;0;0;0;0;296;4624;234797;77559;107308;0;22335;16352;1829;2347;314;1013;532;234;801;450;0;0;299;49;0;0;0;0;0;1613;1762
BW;08325;Rottweil ;102879;82312;1767;80545;26888;42405;0;3966;6253;1033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1167;81145;24033;40613;0;6239;6044;648;916;129;397;252;478;550;135;0;0;117;26;0;0;0;0;0;158;410
BW;08326;Schwarzwald-Baar-Kreis ;149776;119401;2478;116923;39466;58039;0;8896;9112;0;0;0;0;0;0;1410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1831;117570;37529;54667;0;10244;9716;968;1159;216;835;389;159;799;197;0;0;117;28;0;0;0;0;0;134;413
BW;08327;Tuttlingen ;93887;75342;1634;73708;22004;38776;0;3774;8338;816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1040;74302;21479;38108;0;5264;6145;504;958;110;378;224;121;356;165;0;0;65;26;0;0;0;0;0;121;278
BW;08335;Konstanz ;189541;151117;2815;148302;47581;65446;0;16279;14265;2271;0;0;0;0;0;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1559;1856;149261;50433;59591;0;19036;14253;1643;1070;250;683;324;226;589;265;0;0;117;40;0;0;0;0;0;156;585
BW;08336;Lörrach ;156531;122318;2208;120110;56353;46496;0;8215;5489;1988;0;0;0;0;0;1569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1651;120667;48576;41903;0;15837;8685;1508;1226;189;579;283;111;1010;166;0;0;87;22;0;0;0;0;0;112;373
BW;08337;Waldshut ;116742;91295;1884;89411;33903;40882;0;6966;5799;953;0;0;0;0;0;908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1180;90115;30957;39513;0;8980;6766;784;995;132;393;214;225;522;162;0;0;68;17;0;0;0;0;0;86;301
BW;08415;Reutlingen ;192797;157712;3017;154695;53729;69929;0;13633;15688;1716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1842;155870;51464;68347;0;16892;13071;1343;1805;207;520;341;179;597;262;0;0;137;36;0;0;0;0;0;129;540
BW;08416;Tübingen ;141903;119046;1805;117241;49008;47944;0;13438;5351;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1041;118005;38896;43718;0;21577;8292;1877;1536;129;351;199;247;503;177;0;0;100;20;0;0;0;0;0;92;291
BW;08417;Zollernalbkreis ;139384;110648;2029;108619;35492;57382;0;5391;5918;792;1889;491;0;0;0;1264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1521;109127;33856;53809;0;7702;8377;726;1971;267;465;344;126;789;159;0;0;101;15;0;0;0;0;0;121;299
BW;08421;Ulm ;77998;63120;1005;62115;25660;26300;0;5798;3046;868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;443;739;62381;22398;24402;0;8752;4326;818;446;84;284;170;124;125;84;0;0;49;15;0;0;0;0;0;78;226
BW;08425;Alb-Donau-Kreis ;132764;110706;1784;108922;32477;62053;0;7687;4745;944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016;1455;109251;31500;55404;0;10113;7403;708;1423;125;493;312;319;469;179;0;0;133;39;0;0;0;0;0;177;454
BW;08426;Biberach ;134749;110112;2055;108057;27422;63908;0;7393;6881;860;0;0;0;1593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1812;108300;25726;60049;0;9883;7150;644;1977;144;473;583;539;258;229;0;0;197;39;0;0;0;0;0;114;295
BW;08435;Bodenseekreis ;144978;119076;1642;117434;36963;58190;0;13098;6313;976;0;0;0;0;1311;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1439;117637;35724;53668;0;14149;9599;942;725;174;594;305;539;396;177;0;0;111;21;0;0;0;0;0;128;385
BW;08436;Ravensburg ;192808;156009;2543;153466;44462;82994;0;15051;7246;1279;148;30;0;671;904;681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2071;153938;40609;78221;0;17735;10103;1110;1537;229;706;427;1409;701;279;0;0;222;34;0;0;0;0;0;156;460
BW;08437;Sigmaringen ;94872;76222;1486;74736;19614;42630;0;4322;5252;562;1594;325;0;0;0;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1223;74999;18676;42028;0;5701;5224;558;1157;140;319;208;138;264;134;0;0;105;15;0;0;0;0;0;98;234
BY;09161;Ingolstadt ;84026;63122;957;62165;16115;0;37608;4888;1925;952;0;0;0;0;677;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;635;62487;17800;0;35728;4452;2615;494;405;44;167;120;273;79;43;67;0;27;8;0;0;31;0;0;0;134
BY;09162;München ;837846;673010;6511;666499;272035;0;295536;53475;33250;6401;0;0;0;0;2458;0;0;0;0;0;1486;163;0;1468;0;0;0;0;0;0;0;0;227;3519;669491;198645;0;298809;107853;41228;8526;2553;1007;2937;1087;1895;397;642;799;0;309;349;0;0;733;0;0;0;1722
BY;09163;Rosenheim ;41119;31189;434;30755;8148;0;17556;2014;1226;175;876;177;0;0;517;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;199;30990;7374;0;18225;2545;1508;225;529;63;115;25;152;32;28;76;0;16;20;0;0;15;0;0;0;42
BY;09171;Altötting ;82275;66368;1038;65330;14257;0;45837;2608;1817;519;39;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;166;608;65760;12787;0;45372;3122;2309;358;717;48;182;159;241;39;61;96;0;59;34;0;0;33;0;0;0;143
BY;09172;Berchtesgadener Land ;72637;58729;734;57995;11227;0;40349;3835;1422;267;787;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;481;58248;10838;0;39604;3793;2089;322;534;50;190;89;223;138;56;78;0;59;35;0;0;29;0;0;0;121
BY;09173;Bad Tölz-Wolfratshausen ;86272;72583;968;71615;14630;0;48578;3213;3301;620;0;412;0;0;861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;482;72101;12639;0;48806;5774;3081;419;190;120;194;115;318;45;61;118;0;42;10;0;0;52;0;0;0;117
BY;09174;Dachau ;93294;78076;1344;76732;18819;0;48323;4549;3143;738;0;0;0;0;1160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;646;77430;17140;0;48261;6191;3568;464;535;86;279;95;292;55;82;102;0;41;18;0;0;65;0;0;0;156
BY;09175;Ebersberg ;87477;75626;750;74876;22668;0;43683;4884;2806;628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;370;75256;17501;0;43871;7753;4111;540;285;76;282;91;242;38;87;118;0;44;21;0;0;42;0;0;0;154
BY;09176;Eichstätt ;88705;75732;904;74828;17587;0;49365;4687;1621;668;0;0;0;0;900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588;75144;18969;0;48004;3855;2313;407;395;42;166;136;400;73;77;92;0;42;10;0;0;36;0;0;0;127
BY;09177;Erding ;85962;71176;1091;70085;15578;0;45818;3793;2981;660;0;0;0;0;1255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409;70767;14014;0;46334;4874;2982;502;808;60;208;67;481;21;76;130;0;37;11;0;0;26;0;0;0;136
BY;09178;Freising ;107844;90205;1204;89001;20519;0;53842;5979;6069;903;0;0;0;0;1689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462;89743;19107;0;55586;7976;4486;668;407;70;277;146;449;69;84;135;0;27;13;0;0;39;0;0;0;204
BY;09179;Fürstenfeldbruck ;145143;123599;1361;122238;35441;0;69774;9511;5272;1023;0;0;0;0;1217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588;123011;30679;0;68126;14176;6593;853;724;133;432;124;372;102;102;162;0;47;18;0;0;138;0;0;0;230
BY;09180;Garmisch-Partenkirchen ;64638;53535;768;52767;9166;0;38032;2788;2029;0;0;0;0;0;0;187;0;565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;53268;8254;0;38029;2997;2442;262;193;52;179;87;392;59;49;128;0;14;2;0;0;30;0;0;0;99
BY;09181;Landsberg a.Lech ;78963;66322;932;65390;15398;0;38463;7119;2586;0;0;0;0;0;0;450;0;1374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362;65960;14061;0;40301;6357;3291;400;183;52;212;117;262;111;65;299;0;40;14;0;0;54;0;0;0;141
BY;09182;Miesbach ;68787;57850;707;57143;11711;0;39229;2567;2556;369;0;242;0;0;469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;362;57488;10989;0;38227;4103;2819;272;191;73;176;90;167;31;55;96;0;25;12;0;0;36;0;0;0;126
BY;09183;Mühldorf a.Inn ;82140;65726;896;64830;13571;0;45475;2883;2081;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;462;65264;11799;0;45807;3303;2368;351;454;41;223;127;242;55;70;152;0;61;19;0;0;49;0;0;0;143
BY;09184;München ;216615;186677;1578;185099;61923;0;99911;11618;8814;1278;0;0;0;0;1555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;853;185824;46596;0;100536;20876;13032;1354;611;214;651;288;574;83;171;216;0;63;39;0;0;136;0;0;0;384
