Okręg,TERYT,Powiat,Liczba obwodów,Liczba uprawnionych do głosowania,Liczba wysłanych pakietów,Liczba kart wydanych,Liczba osób głosujących przez pełnomocnika,Liczba oddanych kart,Karty wyjęte z kopert zwrotnych,Karty nieważne,Karty ważne,Głosy nieważne,Głosy ważne,Liczba zaświadczeń,Liczba kopert zwrotnych,Liczba kopert bez oświadczenia,Liczba kopert z niepodpisanym oświadczeniem,Liczba kopert zwrotnych bez koperty na kartę do głosowania,Liczba niezaklejonych kopert na karty do głosowania,Liczba kopert zwrotnych wrzuconych do urn,Komitet Wyborczy Nasz Dom Polska-Samoobrona Andrzeja Leppera,Komitet Wyborczy Nowa Prawica - Janusza Korwin-Mikke,Komitet Wyborczy Platforma Obywatelska RP,Komitet Wyborczy Polska Jest Najważniejsza,Komitet Wyborczy Polska Partia Pracy - Sierpień 80,Komitet Wyborczy Polskie Stronnictwo Ludowe,Komitet Wyborczy Prawica,Komitet Wyborczy Prawo i Sprawiedliwość,Komitet Wyborczy Ruch Palikota,Komitet Wyborczy Sojusz Lewicy Demokratycznej,Komitet Wyborczy Wyborców Mniejszość Niemiecka
38,301400,międzychodzki,24,29099,1,12418,10,12418,1,2,12416,899,11517,111,1,0,0,0,0,1,,,4744,193,95,1174,,1983,1474,1854,
38,301500,nowotomyski,48,57255,1,26803,20,26786,1,22,26764,1724,25040,148,1,0,0,0,0,1,,,11835,365,125,3238,,4695,2578,2204,
38,301600,obornicki,41,45265,0,21398,12,21391,0,3,21388,1463,19925,224,0,0,0,0,0,0,,,8245,385,170,3431,,3488,1995,2211,
38,301900,pilski,82,108143,2,52903,37,52893,2,12,52881,2958,49923,300,2,0,0,0,0,2,,,21903,1605,340,3887,,10717,6177,5294,
38,302400,szamotulski,50,71096,4,33401,24,33396,3,84,33312,2321,30991,359,4,0,0,0,0,4,,,14287,541,193,3335,,5277,3563,3795,
38,302800,wągrowiecki,43,54009,0,23130,16,23128,0,0,23128,1504,21624,137,0,0,0,0,0,0,,,8782,464,253,3550,,3872,2521,2182,
38,302900,wolsztyński,37,43762,0,20282,24,20272,0,0,20272,1571,18701,170,0,0,0,0,0,0,,,7298,338,103,3127,,3273,1925,2637,
38,303100,złotowski,45,55182,3,23182,17,23174,3,1,23173,1732,21441,158,3,0,0,0,0,3,,,8809,310,119,2206,,4621,2079,3297,
39,302100,poznański,183,254453,5,144591,82,144504,4,210,144294,6706,137588,1172,5,1,0,0,0,4,,,74495,3203,747,6769,,24945,15865,11564,
39,306401,Poznań,303,432413,20,269718,190,269478,14,270,269208,6799,262409,5921,20,6,0,0,0,14,,,145859,5184,1263,5191,,51827,30885,22200,
40,320100,białogardzki,35,38850,0,15633,17,15626,0,85,15541,1171,14370,58,0,0,0,0,0,0,,,6647,156,149,719,,3831,1484,1384,
40,320200,choszczeński,33,40674,3,14701,12,14698,3,0,14698,1059,13639,138,3,0,0,0,0,3,,,4889,298,80,2386,,2553,1674,1759,
40,320300,drawski,46,47538,2,18797,22,18790,1,83,18707,1504,17203,168,2,1,0,0,0,1,,,7194,478,160,1063,,3575,2131,2602,
40,320800,kołobrzeski,50,64685,1,32742,20,32727,1,70,32657,1796,30861,2422,1,0,0,0,0,1,,,15130,368,135,1364,,7378,3676,2810,
40,320900,koszaliński,57,51572,3,21239,18,21243,3,12,21231,1724,19507,538,3,0,0,0,0,3,,,9012,310,148,2000,,3602,2571,1864,
40,321300,sławieński,43,45922,1,18110,14,18098,1,1,18097,1384,16713,286,1,0,0,0,0,1,,,7650,297,118,1661,,3356,2366,1265,
40,321500,szczecinecki,47,62608,0,26114,27,26101,0,41,26060,1618,24442,220,0,0,0,0,0,0,,,12077,402,177,1120,,5632,2585,2449,
40,321600,świdwiński,35,39486,0,15635,11,15634,0,62,15572,1238,14334,342,0,0,0,0,0,0,,,5316,223,96,1127,,3404,1843,2325,
40,321700,wałecki,35,43255,0,18687,24,18676,0,80,18596,1189,17407,140,0,0,0,0,0,0,,,8367,337,154,1207,,2998,1903,2441,
40,326101,Koszalin,55,86854,7,48143,41,48108,4,159,47949,1392,46557,450,7,3,0,0,0,4,,,23224,772,299,1109,,9229,6349,5575,
41,320400,goleniowski,49,65185,0,27782,15,27758,0,4,27754,1706,26048,223,0,0,0,0,0,0,,365,11857,360,183,2059,188,4704,3282,3050,
41,320500,gryficki,41,49471,1,20550,17,20545,1,1,20544,1383,19161,376,1,0,0,0,0,1,,211,8639,218,97,2767,49,3190,1846,2144,
41,320600,gryfiński,56,66393,0,26258,18,26240,0,6,26234,1891,24343,164,0,0,0,0,0,0,,565,10382,753,150,1196,76,5739,2391,3091,
41,320700,kamieński,39,39844,1,17067,13,17070,1,8,17062,1053,16009,323,1,0,0,0,0,1,,194,7903,233,124,1023,42,2961,1845,1684,
41,321000,myśliborski,48,53895,0,21410,33,21403,0,45,21358,1286,20072,118,0,0,0,0,0,0,,242,8899,256,103,1441,65,4497,2001,2568,
41,321100,policki,36,53930,1,28119,12,28109,1,34,28075,1256,26819,278,1,0,0,0,0,1,,512,13109,516,106,635,69,5309,3771,2792,
41,321200,pyrzycki,28,32385,0,12444,20,12443,0,0,12443,942,11501,47,0,0,0,0,0,0,,103,4068,242,79,1380,47,2726,1320,1536,
41,321400,stargardzki,74,95596,8,42550,31,42552,8,11,42541,2703,39838,264,8,0,0,0,0,8,,583,17475,748,173,1984,182,8927,4755,5011,
41,321800,łobeski,28,30508,0,10993,7,10993,0,2,10991,867,10124,110,0,0,0,0,0,0,,109,4709,191,70,744,44,1907,1151,1199,
41,326201,Szczecin,203,316217,22,175553,157,175323,18,221,175102,4763,170339,2037,22,4,0,0,0,18,,3224,83355,3292,665,3063,579,39208,20792,16161,
41,326301,Świnoujście,25,33819,2,17213,11,17213,2,0,17213,447,16766,769,2,0,0,0,0,2,,182,7728,253,65,253,38,3361,1957,2929,
