Nr okr.,TERYT,Powiat,L. obw.,Liczba uprawnionych do głosowania,w tym obywatele polscy,w tym obywatele innych państw UE,Otrzymane karty do głosowania,Niewykorzystane karty do głosowania,Wydane karty do głosowania,w tym obywatelom polskim,w tym obywatelom innych państw UE,Liczba osób głosujących przez pełnomocnika,Liczba osób głosujących na podstawie zaświadczenia,Liczba wysłanych pakietów wyborczyh,Liczba otrzymanych kopert zwrotnych,Liczba kopert bez oświadczenia,Liczba kopert z niepodpisanym oświadczeniem,Liczba kopert zwrotnych bez koperty na kartę do głosowania,Liczba niezaklejonych kopert na karty do głosowania,Liczba kopert na karty do głosowania wrzuconych do urn,Kart wyjęte z urn,w tym: karty wyjęte z kopert zwrotnych,Karty nieważne,Karty ważne (głosy oddane),Głosy nieważne,Głosy ważne,1 - Komitet Wyborczy Solidarna Polska Zbigniewa Ziobro,2 - Komitet Wyborczy Wyborców Ruch Narodowy,3 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej-Unia Pracy,4 - Komitet Wyborczy Prawo i Sprawiedliwość,5 - Koalicyjny Komitet Wyborczy Europa Plus Twój Ruch,6 - Komitet Wyborczy Polska Razem Jarosława Gowina,7 - Komitet Wyborczy Nowa Prawica – Janusza Korwin-Mikke,8 - Komitet Wyborczy Platforma Obywatelska RP,9 - Komitet Wyborczy Polskie Stronnictwo Ludowe,10 - Komitet Wyborczy Demokracja Bezpośrednia,11 - Komitet Wyborczy Samoobrona,12 - Komitet Wyborczy Partia Zieloni
10,1201,bocheński,76,82048,82048,0,57809,37867,19942,19942,0,3,79,0,0,0,0,0,0,0,19934,0,1,19933,738,19195,2178,251,768,8298,310,1387,1575,3224,1123,81,,
10,1202,brzeski,72,73230,73229,1,51896,33925,17971,17970,1,5,78,0,0,0,0,0,0,0,17968,0,0,17968,682,17286,1951,309,605,7712,290,1091,1455,2749,1056,68,,
10,1203,chrzanowski,89,103533,103533,0,72871,49730,23141,23141,0,7,56,0,0,0,0,0,0,0,23134,0,1,23133,854,22279,1269,295,2270,6491,1231,1166,1860,7017,547,133,,
10,1204,dąbrowski,54,47969,47969,0,33923,24576,9347,9347,0,2,26,0,0,0,0,0,0,0,9344,0,0,9344,352,8992,1228,76,325,3712,117,822,668,912,1094,38,,
10,1205,gorlicki,94,87623,87623,0,62048,41404,20644,20644,0,5,132,1,1,0,0,0,0,1,20639,1,0,20639,908,19731,2736,348,1188,8786,320,843,1322,3162,944,82,,
10,1206,krakowski,189,208684,208680,4,146967,96467,50499,50496,3,6,203,0,0,0,0,0,0,0,50473,0,4,50469,1689,48780,3927,542,2191,16394,1433,3899,4588,12897,2686,223,,
10,1207,limanowski,101,97390,97390,0,68735,43059,25676,25676,0,2,135,0,0,0,0,0,0,0,25671,0,2,25669,1075,24594,3060,300,492,10574,216,4603,1550,2314,1412,73,,
10,1208,miechowski,65,40980,40979,1,29266,21628,7638,7637,1,1,37,0,0,0,0,0,0,0,7634,0,0,7634,286,7348,671,113,670,2182,191,476,641,1082,1281,41,,
10,1209,myślenicki,81,95882,95881,1,67423,43393,24031,24030,1,6,96,1,1,0,0,0,0,1,24022,1,0,24022,838,23184,2561,222,736,9933,325,1699,2039,4867,694,108,,
10,1210,nowosądecki,166,161227,161227,0,112984,70132,42852,42852,0,12,574,0,0,0,0,0,0,0,42841,0,0,42841,1703,41138,8195,565,1038,19157,435,2020,2853,4870,1860,145,,
10,1211,nowotarski,154,148265,148265,0,104393,71090,33303,33303,0,6,326,0,0,0,0,0,0,0,33300,0,0,33300,1273,32027,6061,422,867,13345,521,1614,2507,5703,880,107,,
10,1212,olkuski,86,93135,93135,0,66181,44338,21843,21843,0,5,84,2,2,1,1,2,0,0,21837,0,1,21836,845,20991,1668,262,2961,6306,625,1099,1837,5510,628,95,,
10,1213,oświęcimski,105,125133,125132,1,88693,58065,30627,30627,0,13,68,3,3,0,0,0,0,3,30622,3,3,30619,1154,29465,2244,302,2612,9041,926,1472,2033,8946,1724,165,,
10,1214,proszowicki,41,35381,35381,0,25053,19182,5871,5871,0,1,22,0,0,0,0,0,0,0,5869,0,0,5869,226,5643,623,73,287,1781,156,247,393,749,1319,15,,
10,1215,suski,60,66429,66429,0,47047,32429,14618,14618,0,2,117,0,0,0,0,0,0,0,14616,0,0,14616,692,13924,1517,180,535,6069,263,807,1149,2597,719,88,,
10,1216,tarnowski,156,157172,157172,0,110922,75768,35154,35154,0,3,127,0,0,0,0,0,0,0,35143,0,5,35138,1500,33638,4177,441,1031,15010,447,3043,2515,4195,2630,149,,
10,1217,tatrzański,54,53904,53903,1,37917,24643,13274,13273,1,6,579,0,0,0,0,0,0,0,13272,0,2,13270,311,12959,1403,178,372,5203,262,691,830,3734,245,41,,
10,1218,wadowicki,105,125894,125894,0,89055,61518,27537,27537,0,4,140,0,0,0,0,0,0,0,27531,0,0,27531,1018,26513,2329,488,1556,10044,863,1474,1844,6576,1208,131,,
10,1219,wielicki,82,91183,91173,10,63991,40388,23603,23599,4,6,137,0,0,0,0,0,0,0,23598,0,2,23596,738,22858,2155,260,818,7041,526,2109,2208,6539,1100,102,,
10,1261,Kraków,485,589845,589801,44,434891,197863,236988,236958,30,62,2757,2,2,0,0,0,0,2,236903,2,61,236842,7740,229102,12597,2370,15839,58916,11075,15428,20890,86605,3542,1840,,
10,1262,Nowy Sącz,52,66797,66797,0,47693,27666,20027,20027,0,4,82,0,0,0,0,0,0,0,20023,0,0,20023,504,19519,2535,308,1203,7133,441,1011,1546,4916,361,65,,
10,1263,Tarnów,74,92870,92868,2,66165,40706,25457,25455,2,10,105,4,4,0,1,0,0,3,25450,3,0,25450,668,24782,1730,411,2215,8223,707,1713,2059,7041,574,109,,
5,1401,białobrzeski,24,27174,27174,0,19099,14513,4586,4586,0,1,46,0,0,0,0,0,0,0,4585,0,0,4585,211,4374,108,54,214,2153,68,68,287,729,693,,,
5,1402,ciechanowski,58,73500,73498,2,52078,38483,13595,13594,1,11,58,0,0,0,0,0,0,0,13593,0,0,13593,451,13142,404,266,1027,4773,308,229,934,2817,2384,,,
5,1403,garwoliński,101,85805,85803,2,60251,42818,17433,17431,2,1,103,0,0,0,0,0,0,0,17432,0,2,17430,542,16888,633,372,724,8432,380,377,1107,2346,2517,,,
5,1404,gostyniński,48,38066,38066,0,27388,20850,6538,6538,0,2,26,0,0,0,0,0,0,0,6535,0,0,6535,274,6261,156,75,438,2449,184,130,324,1168,1337,,,
4,1405,grodziski,55,68443,68439,4,48209,27839,20370,20369,1,13,129,0,0,0,0,0,0,0,20367,0,0,20367,491,19876,399,318,1024,5296,797,709,1267,6118,3800,,,148
5,1406,grójecki,78,79511,79511,0,56087,40067,16020,16020,0,2,95,0,0,0,0,0,0,0,16018,0,0,16018,513,15505,540,224,889,5902,342,288,1037,2515,3768,,,
5,1407,kozienicki,56,51714,51714,0,36501,26942,9559,9559,0,1,85,1,1,0,0,0,0,1,9558,1,0,9558,342,9216,340,168,579,4223,256,244,721,1810,875,,,
4,1408,legionowski,61,84462,84461,1,59256,35707,23548,23548,0,4,203,1,1,0,0,1,0,0,23546,0,3,23543,515,23028,613,370,1896,6821,1278,874,1565,8307,1142,,,162
5,1409,lipski,41,29902,29902,0,21345,16856,4489,4489,0,0,30,0,0,0,0,0,0,0,4489,0,0,4489,171,4318,109,95,453,1610,91,98,342,576,944,,,
5,1410,łosicki,33,26509,26508,1,18670,13707,4963,4963,0,3,43,0,0,0,0,0,0,0,4963,0,0,4963,137,4826,114,63,215,2036,77,108,348,466,1399,,,
5,1411,makowski,50,37592,37591,1,26598,19683,6915,6914,1,1,70,1,1,0,0,0,0,1,6915,1,1,6914,252,6662,183,92,424,2857,111,334,386,848,1427,,,
5,1412,miński,105,116425,116425,0,81698,53917,27781,27781,0,6,161,3,3,0,0,0,0,3,27780,3,0,27780,881,26899,706,563,1554,10361,923,654,2164,6725,3249,,,
5,1413,mławski,59,58909,58908,1,41613,32649,8964,8964,0,7,56,1,1,0,0,0,0,1,8965,1,1,8964,386,8578,262,160,734,3120,182,180,570,1752,1618,,,
4,1414,nowodworski,52,62587,62586,1,44047,31567,12480,12479,1,9,90,0,0,0,0,0,0,0,12479,0,0,12479,408,12071,389,245,1150,3629,564,538,739,3513,1227,,,77
5,1415,ostrołęcki,90,69962,69962,0,49283,37810,11473,11473,0,1,46,0,0,0,0,0,0,0,11472,0,0,11472,411,11061,383,166,300,5040,188,253,778,1361,2592,,,
5,1416,ostrowski,72,60378,60378,0,42600,30815,11785,11785,0,6,65,0,0,0,0,0,0,0,11785,0,0,11785,321,11464,346,152,556,5679,204,177,624,1718,2008,,,
4,1417,otwocki,83,96113,96107,6,67624,38957,28667,28666,1,7,166,0,0,0,0,0,0,0,28660,0,6,28654,705,27949,969,479,1356,10513,990,1009,2042,8182,2224,,,185
4,1418,piaseczyński,112,127224,127214,10,89553,50361,39192,39186,6,9,360,0,0,0,0,0,0,0,39182,0,1,39181,859,38322,895,511,2474,10379,2112,1553,2417,15939,1774,,,268
5,1419,płocki,109,87882,87882,0,62523,47804,14719,14719,0,2,72,0,0,0,0,0,0,0,14719,0,0,14719,706,14013,506,181,822,5270,348,369,841,2118,3558,,,
5,1420,płoński,73,71314,71314,0,50542,40253,10289,10289,0,3,122,0,0,0,0,0,0,0,10289,0,0,10289,446,9843,327,135,779,3627,287,195,595,1914,1984,,,
4,1421,pruszkowski,84,122706,122697,9,86088,46108,39979,39973,6,7,216,0,0,0,0,0,0,0,39968,0,8,39960,817,39143,960,682,2453,11752,1982,2301,2577,14790,1342,,,304
5,1422,przasnyski,61,42548,42548,0,30308,22750,7558,7558,0,1,40,0,0,0,0,0,0,0,7558,0,0,7558,281,7277,188,91,381,2722,125,528,483,986,1773,,,
5,1423,przysuski,37,35742,35741,1,25100,17374,7726,7726,0,11,71,0,0,0,0,0,0,0,7726,0,0,7726,312,7414,272,111,363,3682,137,202,442,701,1504,,,
5,1424,pułtuski,56,41030,41030,0,28975,21203,7773,7773,0,1,65,0,0,0,0,0,0,0,7772,0,0,7772,256,7516,185,81,711,2654,233,320,399,869,2064,,,
5,1425,radomski,112,119205,119204,1,84046,61193,22853,22853,0,1,72,0,0,0,0,0,0,0,22853,0,1,22852,791,22061,644,400,1127,11327,505,862,1616,3092,2488,,,
5,1426,siedlecki,71,64896,64896,0,45459,32530,12928,12928,0,8,34,0,0,0,0,0,0,0,12927,0,0,12927,378,12549,376,186,473,6025,194,251,1029,1075,2940,,,
5,1427,sierpecki,50,42812,42811,1,30447,23273,7174,7173,1,6,25,0,0,0,0,0,0,0,7174,0,0,7174,351,6823,186,73,764,2472,158,164,432,1012,1562,,,
5,1428,sochaczewski,65,67450,67450,0,47869,34812,13057,13057,0,2,43,1,1,0,0,0,0,1,13057,1,0,13057,462,12595,372,132,699,4502,311,261,926,2565,2827,,,
5,1429,sokołowski,50,46249,46249,0,32671,22386,10284,10284,0,3,48,0,0,0,0,0,0,0,10282,0,0,10282,316,9966,336,189,449,4528,202,171,671,1236,2184,,,
5,1430,szydłowiecki,29,32561,32561,0,22893,17077,5816,5816,0,0,27,0,0,0,0,0,0,0,5816,0,0,5816,279,5537,189,131,322,2944,110,99,356,940,446,,,
4,1432,warszawski zachodni,70,84341,84335,6,59011,33622,25389,25388,1,5,168,0,0,0,0,0,0,0,25381,0,0,25381,593,24788,619,398,1291,7725,1231,1007,1820,9672,859,,,166
5,1433,węgrowski,55,54800,54800,0,38515,27937,10578,10578,0,3,124,0,0,0,0,0,0,0,10577,0,0,10577,348,10229,357,195,491,4922,175,187,645,1663,1594,,,
4,1434,wołomiński,153,173072,173066,6,123003,77327,45674,45672,2,7,186,0,0,0,0,0,0,0,45668,0,5,45663,1130,44533,1941,876,2239,18776,1705,1685,3655,11652,1727,,,277
5,1435,wyszkowski,66,58259,58259,0,41021,29005,12016,12016,0,5,173,0,0,0,0,0,0,0,12016,0,0,12016,359,11657,377,377,408,4412,277,256,772,1746,3032,,,
5,1436,zwoleński,37,29985,29985,0,21141,16336,4805,4805,0,2,22,0,0,0,0,0,0,0,4804,0,0,4804,205,4599,124,134,339,2130,100,141,310,592,729,,,
5,1437,żuromiński,29,32564,32563,1,23181,18409,4772,4772,0,2,21,0,0,0,0,0,0,0,4771,0,0,4771,238,4533,163,42,423,1698,85,61,224,673,1164,,,
5,1438,żyrardowski,60,59831,59828,3,42724,29374,13350,13348,2,2,59,0,0,0,0,0,0,0,13346,0,1,13345,496,12849,393,201,808,4685,550,303,881,4064,964,,,
5,1461,Ostrołęka,29,42666,42664,2,30391,20141,10250,10249,1,2,41,0,0,0,0,0,0,0,10248,0,0,10248,319,9929,251,161,634,4354,292,189,815,2387,846,,,
5,1462,Płock,71,99810,99809,1,71458,48402,23056,23056,0,9,122,0,0,0,0,0,0,0,23048,0,2,23046,673,22373,536,275,2029,7182,1169,923,1426,7009,1824,,,
5,1463,Radom,114,174354,174354,0,123889,77144,46745,46745,0,8,116,0,0,0,0,0,0,0,46731,0,6,46725,1148,45577,1026,922,3352,19785,1638,1487,3535,12067,1765,,,
5,1464,Siedlce,43,61332,61331,1,43496,27480,16016,16016,0,2,65,0,0,0,0,0,0,0,16012,0,0,16012,480,15532,372,219,1166,6219,500,376,1651,3829,1200,,,
4,1465,Warszawa,882,1345374,1345214,160,949736,437124,512579,512496,83,136,5246,16,16,2,0,0,0,14,512240,14,153,512087,8740,503347,8340,7354,41872,133227,33287,19600,29236,220467,4742,,,5222
4,1499,Zagranica,174,36375,36372,3,42672,16726,25920,25918,2,0,1130,6001,4745,314,2,3,10,4441,30333,4430,35,30298,469,29829,463,1036,1255,8655,2241,920,4476,9828,261,,,694
12,1601,brzeski,79,73416,73416,0,52177,38242,13935,13935,0,6,46,0,0,0,0,0,0,0,13935,0,0,13935,463,13472,769,263,1347,4139,370,313,1053,4554,664,,,
12,1602,głubczycki,51,39050,39050,0,28101,21778,6323,6323,0,0,29,0,0,0,0,0,0,0,6323,0,0,6323,307,6016,436,77,524,2152,145,149,422,1764,347,,,
12,1603,kędzierzyńsko-kozielski,63,77880,77880,0,54953,41708,13245,13245,0,1,38,0,0,0,0,0,0,0,13242,0,0,13242,531,12711,707,217,1114,2718,475,328,1088,5632,432,,,
12,1604,kluczborski,62,55325,55325,0,39241,29902,9339,9339,0,4,49,0,0,0,0,0,0,0,9335,0,0,9335,347,8988,505,156,583,2299,209,203,637,2872,1524,,,
12,1605,krapkowicki,57,52893,52893,0,37242,30303,6939,6939,0,0,31,0,0,0,0,0,0,0,6939,0,0,6939,306,6633,372,78,466,1045,179,268,610,3315,300,,,
12,1606,namysłowski,55,34762,34762,0,24766,17873,6893,6893,0,2,31,0,0,0,0,0,0,0,6892,0,0,6892,338,6554,717,88,713,1597,136,159,373,2012,759,,,
12,1607,nyski,126,116892,116889,3,83125,61632,21493,21493,0,3,108,0,0,0,0,0,0,0,21487,0,0,21487,756,20731,1082,249,3145,6209,520,531,1485,5974,1536,,,
12,1608,oleski,58,54046,54046,0,38125,29975,8150,8150,0,0,71,0,0,0,0,0,0,0,8150,0,0,8150,376,7774,504,60,776,1592,234,235,579,2826,968,,,
12,1609,opolski,125,108871,108866,5,76448,59853,16595,16591,4,2,86,0,0,0,0,0,0,0,16595,0,0,16595,695,15900,975,193,1082,2804,450,597,1199,7630,970,,,
12,1610,prudnicki,72,46213,46212,1,32525,24584,7940,7940,0,3,15,0,0,0,0,0,0,0,7940,0,0,7940,348,7592,428,88,633,2127,202,195,627,2739,553,,,
12,1611,strzelecki,73,63716,63715,1,45436,36502,8934,8933,1,1,23,0,0,0,0,0,0,0,8933,0,0,8933,439,8494,621,114,564,1530,228,281,666,4134,356,,,
12,1661,Opole,72,96106,96104,2,69026,41777,27249,27247,2,9,136,0,0,0,0,0,0,0,27242,0,0,27242,740,26502,1198,312,2746,4782,791,693,1975,13365,640,,,
9,1801,bieszczadzki,30,18115,18115,0,12827,9383,3444,3444,0,0,63,0,0,0,0,0,0,0,3444,0,0,3444,105,3339,144,53,278,1200,83,84,199,893,405,,,
9,1802,brzozowski,59,53054,53054,0,37344,26301,11043,11043,0,1,48,1,1,0,0,0,0,1,11042,1,0,11042,399,10643,409,169,334,6045,124,266,698,1377,1221,,,
9,1803,dębicki,109,108130,108126,4,76539,52057,24482,24479,3,4,80,0,0,0,0,0,0,0,24481,0,0,24481,736,23745,1205,745,808,12417,385,1205,1732,3658,1590,,,
9,1804,jarosławski,113,98193,98193,0,69442,45927,23515,23515,0,7,100,0,0,0,0,0,0,0,23512,0,0,23512,850,22662,4389,338,942,9268,308,485,1307,2803,2822,,,
9,1805,jasielski,119,93974,93974,0,66553,43780,22773,22773,0,3,102,0,0,0,0,0,0,0,22769,0,1,22768,779,21989,1961,222,751,11231,320,1235,1550,3294,1425,,,
9,1806,kolbuszowski,64,50123,50123,0,35507,24206,11301,11301,0,3,27,1,1,0,0,0,0,1,11302,1,0,11302,325,10977,330,220,329,7195,150,205,877,961,710,,,
9,1807,krośnieński,102,90165,90165,0,63615,43918,19697,19697,0,2,121,0,0,0,0,0,0,0,19693,0,1,19692,608,19084,839,308,1048,9856,307,568,1458,3507,1193,,,
9,1808,leżajski,54,56088,56088,0,39728,25485,14243,14243,0,6,36,0,0,0,0,0,0,0,14243,0,0,14243,414,13829,869,297,325,8239,208,234,920,2175,562,,,
9,1809,lubaczowski,59,47003,47003,0,33186,23530,9656,9656,0,3,114,0,0,0,0,0,0,0,9656,0,0,9656,390,9266,1305,111,550,3556,162,188,628,1271,1495,,,
9,1810,łańcucki,57,63485,63484,1,44768,29023,15745,15745,0,5,63,0,0,0,0,0,0,0,15741,0,3,15738,415,15323,723,265,405,9064,263,685,1021,1759,1138,,,
9,1811,mielecki,117,108929,108928,1,77077,51177,25900,25899,1,8,54,0,0,0,0,0,0,0,25893,0,0,25893,640,25253,968,454,1273,13473,358,654,1531,4842,1700,,,
9,1812,niżański,65,54864,54864,0,38781,27604,11177,11177,0,5,42,0,0,0,0,0,0,0,11176,0,0,11176,393,10783,426,278,487,6117,182,243,1061,1333,656,,,
9,1813,przemyski,96,59472,59472,0,42115,29790,12325,12325,0,3,58,0,0,0,0,0,0,0,12323,0,0,12323,557,11766,1012,250,504,4910,277,636,705,2577,895,,,
9,1814,przeworski,72,63899,63898,1,44975,31455,13520,13520,0,11,49,1,1,0,0,0,0,1,13521,1,2,13519,504,13015,1602,204,501,6033,225,307,797,1497,1849,,,
9,1815,ropczycko-sędziszowski,69,58140,58140,0,40889,26163,14726,14726,0,3,31,0,0,0,0,0,0,0,14725,0,0,14725,456,14269,594,183,341,7995,147,310,941,1014,2744,,,
9,1816,rzeszowski,128,130414,130412,2,91736,57010,34726,34725,1,4,119,0,0,0,0,0,0,0,34715,0,4,34711,910,33801,1096,515,1329,20270,533,1896,2415,3784,1963,,,
9,1817,sanocki,73,78026,78025,1,55429,39011,16418,16417,1,5,45,1,1,1,0,0,0,0,16412,0,26,16386,496,15890,978,332,890,6524,284,543,965,3995,1379,,,
9,1818,stalowowolski,83,87941,87940,1,62076,42006,20070,20070,0,7,77,1,1,0,0,0,0,1,20068,1,4,20064,633,19431,770,384,1212,9245,346,739,1829,4401,505,,,
9,1819,strzyżowski,64,49899,49899,0,35119,24582,10537,10537,0,0,43,0,0,0,0,0,0,0,10536,0,0,10536,313,10223,639,234,304,5762,175,253,843,1253,760,,,
9,1820,tarnobrzeski,48,44273,44273,0,31487,21748,9739,9739,0,5,38,0,0,0,0,0,0,0,9738,0,0,9738,387,9351,376,175,347,4403,120,181,704,2500,545,,,
9,1821,leski,29,22870,22870,0,16361,10944,5417,5417,0,4,159,0,0,0,0,0,0,0,5417,0,0,5417,236,5181,193,92,262,2217,109,141,308,1381,478,,,
9,1861,Krosno,28,38815,38815,0,27621,17045,10576,10576,0,4,38,0,0,0,0,0,0,0,10575,0,1,10574,197,10377,258,182,632,4456,300,370,733,3087,359,,,
9,1862,Przemyśl,39,52467,52467,0,37512,24226,13286,13286,0,13,61,0,0,0,0,0,0,0,13286,0,4,13282,368,12914,707,303,812,4843,364,538,747,4263,337,,,
9,1863,Rzeszów,93,142640,142634,6,101938,55742,46196,46194,2,10,295,2,2,1,0,0,0,1,46188,1,5,46183,868,45315,1101,577,3354,18647,1858,1674,3868,12437,1799,,,
9,1864,Tarnobrzeg,34,39550,39548,2,27968,17975,9993,9991,2,3,23,0,0,0,0,0,0,0,9990,0,1,9989,263,9726,618,313,743,3281,238,180,637,3319,397,,,
3,2001,augustowski,44,47820,47819,1,33183,24719,8464,8464,0,2,67,0,0,0,0,0,0,0,8459,0,0,8459,230,8229,183,89,594,3627,187,195,502,1760,1015,33,44,
3,2002,białostocki,123,116248,116247,1,83151,57422,25729,25728,1,5,124,0,0,0,0,0,0,0,25724,0,1,25723,661,25062,773,588,1733,11625,605,830,1950,5050,1740,102,66,
3,2003,bielski,50,48226,48226,0,33838,24016,9822,9822,0,10,59,0,0,0,0,0,0,0,9817,0,2,9815,234,9581,205,113,1552,4773,236,479,501,1048,631,21,22,
3,2004,grajewski,43,39337,39337,0,27497,20596,6901,6901,0,3,50,0,0,0,0,0,0,0,6901,0,0,6901,239,6662,130,177,257,2473,120,80,365,948,2071,12,29,
3,2005,hajnowski,47,39336,39335,1,28091,22119,5972,5972,0,1,74,2,2,0,0,0,0,2,5973,2,0,5973,236,5737,83,84,1975,1025,248,89,412,1232,547,24,18,
3,2006,kolneński,42,31766,31766,0,22349,16877,5472,5472,0,4,16,0,0,0,0,0,0,0,5472,0,0,5472,192,5280,139,118,173,2145,100,81,299,545,1633,20,27,
3,2007,łomżyński,53,41522,41522,0,29107,21918,7189,7189,0,0,46,0,0,0,0,0,0,0,7186,0,0,7186,225,6961,243,137,318,3784,91,137,437,594,1167,24,29,
3,2008,moniecki,32,34672,34670,2,24738,18975,5763,5762,1,2,32,0,0,0,0,0,0,0,5763,0,0,5763,190,5573,164,104,203,2420,87,115,320,864,1253,15,28,
3,2009,sejneński,23,17185,17184,1,12136,9479,2657,2656,1,1,70,0,0,0,0,0,0,0,2657,0,0,2657,79,2578,48,36,249,834,55,46,155,607,525,8,15,
3,2010,siemiatycki,48,39342,39339,3,28159,20842,7317,7316,1,4,52,0,0,0,0,0,0,0,7315,0,0,7315,211,7104,176,120,905,3139,120,136,380,1277,797,21,33,
3,2011,sokólski,66,58273,58272,1,41211,30298,10913,10913,0,4,103,0,0,0,0,0,0,0,10913,0,2,10911,344,10567,243,157,570,4080,183,204,674,1398,2987,31,40,
3,2012,suwalski,33,29127,29127,0,20168,15665,4503,4503,0,2,54,0,0,0,0,0,0,0,4500,0,0,4500,145,4355,130,73,281,1820,118,115,333,721,704,17,43,
3,2013,wysokomazowiecki,60,47998,47998,0,33605,22525,11080,11080,0,6,68,0,0,0,0,0,0,0,11078,0,0,11078,277,10801,270,172,329,7200,114,150,514,1049,867,29,107,
3,2014,zambrowski,45,36800,36800,0,25777,18041,7736,7736,0,0,128,0,0,0,0,0,0,0,7735,0,0,7735,348,7387,234,167,374,3641,158,127,457,1111,1018,34,66,
3,2061,Białystok,184,228876,228876,0,159916,93589,66324,66324,0,15,319,3,3,0,0,0,0,3,66302,3,5,66297,1465,64832,1023,1133,6873,25339,2156,2253,5564,18386,1712,310,83,
3,2062,Łomża,32,49512,49512,0,34899,23942,10958,10958,0,3,49,0,0,0,0,0,0,0,10955,0,0,10955,241,10714,202,206,848,4857,241,299,826,2541,654,25,15,
3,2063,Suwałki,38,54990,54990,0,38380,27187,11193,11193,0,3,75,1,1,0,0,0,0,1,11191,1,0,11191,271,10920,227,213,1187,4416,331,317,864,2986,333,30,16,
1,2201,bytowski,69,60973,60970,3,43375,32083,11292,11292,0,2,91,0,0,0,0,0,0,0,11291,0,0,11291,442,10849,344,113,952,3489,229,264,658,4144,541,42,,73
1,2202,chojnicki,68,74135,74135,0,52661,36860,15800,15800,0,4,141,0,0,0,0,0,0,0,15797,0,0,15797,640,15157,585,155,1142,5089,359,356,902,5759,680,56,,74
1,2203,człuchowski,55,46468,46468,0,33568,25542,8026,8026,0,1,47,1,0,0,0,0,0,0,8026,0,0,8026,385,7641,228,77,877,1384,246,192,431,2937,1199,21,,49
1,2204,gdański,57,78112,78111,1,55111,35360,19751,19750,1,3,112,1,1,0,0,0,0,1,19749,1,1,19748,532,19216,391,230,1246,4117,419,392,1406,9668,1107,83,,157
1,2205,kartuski,75,90892,90889,3,64138,39974,24164,24161,3,4,248,0,0,0,0,0,0,0,24159,0,0,24159,704,23455,865,301,881,7966,362,657,1374,10074,788,76,,111
1,2206,kościerski,48,54110,54109,1,38125,25804,12321,12320,1,1,146,0,0,0,0,0,0,0,12319,0,0,12319,406,11913,439,169,848,4290,196,314,562,4393,623,29,,50
1,2207,kwidzyński,65,64805,64805,0,46183,34398,11785,11785,0,5,56,0,0,0,0,0,0,0,11784,0,0,11784,411,11373,317,158,1333,3055,274,193,763,4735,450,39,,56
1,2208,lęborski,47,50966,50965,1,36031,24849,11182,11182,0,3,146,0,0,0,0,0,0,0,11181,0,1,11180,436,10744,296,130,1237,2755,327,168,778,4652,321,33,,47
1,2209,malborski,40,50472,50470,2,36100,26323,9777,9776,1,3,31,0,0,0,0,0,0,0,9775,0,0,9775,354,9421,340,131,1343,2067,230,229,576,4083,317,42,,63
1,2210,nowodworski,30,28988,28984,4,20456,15474,4982,4980,2,1,270,0,0,0,0,0,0,0,4980,0,0,4980,175,4805,152,71,480,1016,92,106,316,2202,333,11,,26
1,2211,pucki,55,62898,62896,2,44096,28290,15805,15804,1,3,609,2,2,0,0,0,0,2,15800,2,1,15799,582,15217,563,179,991,3783,359,335,1087,7236,545,66,,73
1,2212,słupski,89,75893,75893,0,53973,41492,12481,12481,0,1,322,1,1,0,0,0,0,1,12481,1,1,12480,540,11940,570,139,1198,2720,568,274,750,4879,738,33,,71
1,2213,starogardzki,95,97403,97403,0,69786,49858,19928,19928,0,8,174,0,0,0,0,0,0,0,19927,0,0,19927,747,19180,597,278,1635,6160,411,329,1078,6515,2017,77,,83
1,2214,tczewski,76,88527,88527,0,63047,43679,19368,19368,0,8,56,0,0,0,0,0,0,0,19362,0,0,19362,785,18577,519,262,1455,5249,408,463,1352,8070,632,72,,95
1,2215,wejherowski,117,153220,153218,2,108764,67913,40851,40849,2,8,160,0,0,0,0,0,0,0,40841,0,1,40840,1329,39511,1109,455,2236,11367,999,892,2894,17473,1661,150,,275
1,2216,sztumski,41,34278,34276,2,24820,19382,5438,5438,0,2,11,0,0,0,0,0,0,0,5434,0,1,5433,320,5113,393,81,607,1042,165,88,300,2094,290,21,,32
1,2261,Gdańsk,227,357280,357264,16,254066,125651,128407,128395,12,23,1163,6,6,1,0,0,0,5,128315,5,25,128290,2406,125884,1991,1217,8633,29364,2806,2409,8380,68179,1455,465,,985
1,2262,Gdynia,121,193546,193542,4,137813,67856,69957,69955,2,19,405,5,5,0,0,0,0,5,69922,5,11,69911,1448,68463,1025,880,5265,15304,1777,1242,4866,36620,719,304,,461
1,2263,Słupsk,46,74991,74990,1,53150,35409,17741,17741,0,4,61,0,0,0,0,0,0,0,17738,0,3,17735,498,17237,485,185,2037,4461,853,364,1131,7396,211,35,,79
1,2264,Sopot,22,31145,31133,12,21984,8564,13420,13416,4,9,368,0,0,0,0,0,0,0,13416,0,6,13410,178,13232,116,122,755,2916,265,268,685,7779,185,64,,77
1,2299,statki,5,210,210,0,470,269,201,201,0,0,18,0,0,0,0,0,0,0,201,0,0,201,24,177,4,4,13,26,5,4,35,74,5,1,,6
11,2401,będziński,106,123730,123729,1,87776,60757,27019,27019,0,0,113,0,0,0,0,0,0,0,27017,0,1,27016,945,26071,720,285,4959,5439,1179,498,2465,9779,436,122,,189
