Nr okr.,TERYT,Powiat,L. obw.,Liczba uprawnionych do głosowania,w tym obywatele polscy,w tym obywatele innych państw UE,Otrzymane karty do głosowania,Niewykorzystane karty do głosowania,Wydane karty do głosowania,w tym obywatelom polskim,w tym obywatelom innych państw UE,Liczba osób głosujących przez pełnomocnika,Liczba osób głosujących na podstawie zaświadczenia,Liczba wysłanych pakietów wyborczyh,Liczba otrzymanych kopert zwrotnych,Liczba kopert bez oświadczenia,Liczba kopert z niepodpisanym oświadczeniem,Liczba kopert zwrotnych bez koperty na kartę do głosowania,Liczba niezaklejonych kopert na karty do głosowania,Liczba kopert na karty do głosowania wrzuconych do urn,Kart wyjęte z urn,w tym: karty wyjęte z kopert zwrotnych,Karty nieważne,Karty ważne (głosy oddane),Głosy nieważne,Głosy ważne,1 - Komitet Wyborczy Solidarna Polska Zbigniewa Ziobro,2 - Komitet Wyborczy Wyborców Ruch Narodowy,3 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej-Unia Pracy,4 - Komitet Wyborczy Prawo i Sprawiedliwość,5 - Koalicyjny Komitet Wyborczy Europa Plus Twój Ruch,6 - Komitet Wyborczy Polska Razem Jarosława Gowina,7 - Komitet Wyborczy Nowa Prawica – Janusza Korwin-Mikke,8 - Komitet Wyborczy Platforma Obywatelska RP,9 - Komitet Wyborczy Polskie Stronnictwo Ludowe,10 - Komitet Wyborczy Demokracja Bezpośrednia,11 - Komitet Wyborczy Samoobrona,12 - Komitet Wyborczy Partia Zieloni
11,2402,bielski,95,127267,127265,2,90896,55742,35154,35153,1,10,186,1,1,0,0,0,0,1,35141,1,0,35141,973,34168,1394,461,1957,11592,792,1098,2790,12409,1427,119,,129
11,2403,cieszyński,127,140569,140565,4,102479,66353,36126,36123,3,16,517,1,1,0,0,0,0,1,36123,1,3,36120,1047,35073,1208,326,2607,9372,1107,912,2804,15471,1019,100,,147
11,2404,częstochowski,119,111287,111287,0,81357,61864,19493,19493,0,2,107,0,0,0,0,0,0,0,19491,0,0,19491,706,18785,856,287,1978,6021,583,437,1961,4839,1650,82,,91
11,2405,gliwicki,76,91655,91655,0,65163,46441,18722,18722,0,1,40,0,0,0,0,0,0,0,18718,0,0,18718,617,18101,775,209,1198,4570,637,664,1526,7924,436,77,,85
11,2406,kłobucki,71,70298,70297,1,51226,39871,11354,11354,0,0,59,0,0,0,0,0,0,0,11355,0,0,11355,492,10863,390,116,1006,3578,299,227,1204,2742,1229,26,,46
11,2407,lubliniecki,57,62934,62934,0,46070,33823,12247,12247,0,5,74,1,1,0,0,0,0,1,12245,1,1,12244,470,11774,523,116,621,3766,322,579,992,4377,372,39,,67
11,2408,mikołowski,70,75407,75405,2,53464,33876,19588,19587,1,4,30,0,0,0,0,0,0,0,19586,0,0,19586,501,19085,493,172,1036,6270,664,536,1607,7925,199,87,,96
11,2409,myszkowski,55,58880,58880,0,42659,31537,11122,11122,0,5,94,0,0,0,0,0,0,0,11122,0,0,11122,373,10749,353,91,1095,3915,304,173,1130,3181,428,25,,54
11,2410,pszczyński,76,85010,85010,0,60716,39735,20981,20981,0,5,57,0,0,0,0,0,0,0,20979,0,1,20978,607,20371,951,181,1122,7698,628,591,1876,6799,395,63,,67
11,2411,raciborski,71,88087,88086,1,63110,46781,16329,16329,0,2,55,1,1,0,0,0,0,1,16325,1,1,16324,504,15820,653,139,1011,3769,486,692,1491,7213,235,59,,72
11,2412,rybnicki,48,60479,60479,0,42684,30495,12189,12189,0,4,16,0,0,0,0,0,0,0,12184,0,0,12184,407,11777,492,121,613,4236,307,345,995,4482,105,39,,42
11,2413,tarnogórski,93,111639,111638,1,79551,53094,26456,26455,1,5,75,0,0,0,0,0,0,0,26454,0,0,26454,786,25668,972,248,1559,6795,969,671,2147,10691,1399,89,,128
11,2414,bieruńsko-lędziński,41,46006,46006,0,32150,20834,11316,11316,0,2,47,0,0,0,0,0,0,0,11315,0,2,11313,348,10965,582,122,584,4124,341,295,1133,3554,135,47,,48
11,2415,wodzisławski,99,125142,125141,1,89795,62806,26989,26988,1,2,54,0,0,0,0,0,0,0,26986,0,1,26985,770,26215,955,344,1775,8706,830,940,2248,9617,584,82,,134
11,2416,zawierciański,103,100653,100653,0,73215,53653,19562,19562,0,5,113,0,0,0,0,0,0,0,19561,0,0,19561,649,18912,674,241,2646,4822,644,362,1758,5464,2165,62,,74
11,2417,żywiecki,110,122441,122441,0,87150,58080,29070,29070,0,7,303,0,0,0,0,0,0,0,29064,0,0,29064,1057,28007,2260,371,1299,11558,495,863,2167,8057,764,81,,92
11,2461,Bielsko-Biała,79,138243,138239,4,97446,53064,44277,44274,3,10,189,3,3,0,0,0,0,3,44254,3,0,44254,881,43373,1491,613,2922,13158,1194,1457,3467,18168,556,133,,214
11,2462,Bytom,80,131420,131420,0,93987,67964,26023,26023,0,0,57,0,0,0,0,0,0,0,26021,0,0,26021,789,25232,882,313,2335,5622,1232,705,2333,10909,635,103,,163
11,2463,Chorzów,61,86320,86319,1,60238,39507,20730,20730,0,5,78,0,0,0,0,0,0,0,20730,0,0,20730,577,20153,679,176,1657,3808,1022,467,1773,10246,115,60,,150
11,2464,Częstochowa,136,188799,188798,1,140571,92577,47992,47991,1,3,225,1,1,0,0,0,0,1,47977,1,16,47961,1112,46849,1469,536,5470,15122,1628,1005,4324,16267,604,183,,241
11,2465,Dąbrowa Górnicza,67,101083,101082,1,71481,49355,22126,22126,0,1,56,1,1,0,0,0,0,1,22116,1,0,22116,602,21514,673,229,4620,4613,916,501,1874,7660,207,98,,123
11,2466,Gliwice,120,147464,147461,3,105393,64446,40946,40944,2,11,135,3,3,0,0,0,0,3,40940,3,3,40937,892,40045,1130,422,3308,8402,1655,1405,3356,19663,305,138,,261
11,2467,Jastrzębie-Zdrój,44,72793,72793,0,52003,34648,17355,17355,0,3,57,0,0,0,0,0,0,0,17348,0,2,17346,498,16848,1039,310,1667,5826,452,289,1459,5526,176,54,,50
11,2468,Jaworzno,46,75944,75943,1,53649,36903,16746,16745,1,2,44,0,0,0,0,0,0,0,16745,0,0,16745,532,16213,646,186,1881,4468,648,565,1527,5928,195,51,,118
11,2469,Katowice,168,243538,243535,3,174762,98945,75816,75816,0,16,363,3,3,0,0,0,0,3,75782,3,0,75782,1799,73983,1991,553,5831,16010,3885,1805,6001,36133,805,339,,630
11,2470,Mysłowice,41,59208,59207,1,42237,27389,14848,14847,1,3,32,1,1,0,0,0,0,1,14846,1,0,14846,461,14385,555,154,1323,3845,717,330,1199,5878,179,98,,107
11,2471,Piekary Śląskie,32,45576,45576,0,33155,23271,9884,9884,0,0,34,0,0,0,0,0,0,0,9882,0,0,9882,368,9514,373,106,654,2638,404,225,830,4108,103,31,,42
11,2472,Ruda Śląska,79,112031,112029,2,79430,55025,24405,24403,2,5,36,0,0,0,0,0,0,0,24401,0,2,24399,769,23630,916,275,1922,6721,1124,618,1906,9678,243,108,,119
11,2473,Rybnik,70,110024,110024,0,78798,52017,26781,26781,0,4,57,1,1,0,0,0,0,1,26781,1,0,26781,663,26118,814,236,1495,8383,920,580,2394,10861,230,108,,97
11,2474,Siemianowice Śląskie,40,54852,54852,0,38919,25807,13112,13112,0,0,17,0,0,0,0,0,0,0,13110,0,1,13109,372,12737,355,134,1208,2611,666,283,1149,6066,102,50,,113
11,2475,Sosnowiec,117,173346,173346,0,123423,81008,42415,42415,0,5,100,1,1,0,0,0,0,1,42407,1,0,42407,1206,41201,1277,421,9945,8727,1759,747,3317,14165,381,178,,284
11,2476,Świętochłowice,25,40799,40799,0,29077,20697,8380,8380,0,1,10,0,0,0,0,0,0,0,8374,0,0,8374,251,8123,213,71,696,1825,407,256,668,3822,55,26,,84
11,2477,Tychy,66,102929,102928,1,73383,44681,28702,28702,0,6,87,0,0,0,0,0,0,0,28696,0,0,28696,737,27959,1255,324,2119,7642,1172,781,2350,11809,199,124,,184
11,2478,Zabrze,92,140015,140015,0,100590,73323,27267,27267,0,6,84,1,1,0,0,0,0,1,27258,1,0,27258,874,26384,900,444,2589,5647,1181,887,2321,11830,280,127,,178
11,2479,Żory,33,47870,47870,0,33847,22729,11118,11118,0,0,41,0,0,0,0,0,0,0,11117,0,0,11117,363,10754,462,149,835,3216,353,265,1031,4237,132,36,,38
10,2601,buski,63,61505,61505,0,43897,32199,11698,11698,0,1,284,0,0,0,0,0,0,0,11697,0,0,11697,420,11277,665,111,1043,3198,215,392,703,1759,3149,42,,
10,2602,jędrzejowski,76,71898,71898,0,50800,37905,12895,12895,0,1,75,0,0,0,0,0,0,0,12894,0,0,12894,586,12308,843,227,1275,4160,305,378,771,1926,2372,51,,
10,2603,kazimierski,31,29264,29264,0,20731,15894,4837,4837,0,1,27,0,0,0,0,0,0,0,4837,0,0,4837,190,4647,659,51,358,1087,80,116,208,475,1602,11,,
10,2604,kielecki,180,165397,165396,1,117416,83865,33551,33550,1,12,142,0,0,0,0,0,0,0,33548,0,1,33547,1351,32196,3256,531,2239,11026,670,941,2231,5949,5231,122,,
10,2605,konecki,74,69267,69267,0,49288,35674,13614,13614,0,2,98,0,0,0,0,0,0,0,13614,0,0,13614,585,13029,1639,171,1900,4367,256,360,705,2244,1355,32,,
10,2606,opatowski,53,45169,45169,0,31701,21088,10613,10613,0,8,94,0,0,0,0,0,0,0,10612,0,0,10612,676,9936,536,105,757,2621,175,275,498,878,4051,40,,
10,2607,ostrowiecki,78,94198,94198,0,67119,50080,17039,17039,0,3,55,0,0,0,0,0,0,0,17039,0,1,17038,664,16374,944,298,2401,5111,608,587,1055,3876,1419,75,,
10,2608,pińczowski,35,34550,34550,0,24774,18683,6091,6091,0,4,28,0,0,0,0,0,0,0,6091,0,0,6091,244,5847,383,83,641,1347,192,156,415,964,1641,25,,
10,2609,sandomierski,62,66464,66464,0,47067,34590,12477,12477,0,8,125,2,2,1,0,0,0,1,12478,1,0,12478,435,12043,704,230,1556,3876,229,351,781,1941,2337,38,,
10,2610,skarżyski,57,65703,65703,0,46459,32384,14075,14075,0,6,65,0,0,0,0,0,0,0,14073,0,0,14073,456,13617,804,200,1317,4692,353,453,921,4105,697,75,,
10,2611,starachowicki,66,77174,77174,0,54739,40372,14367,14367,0,10,49,0,0,0,0,0,0,0,14361,0,0,14361,422,13939,936,260,1623,4915,347,504,1041,3338,915,60,,
10,2612,staszowski,69,60431,60430,1,42911,31970,10940,10940,0,2,70,0,0,0,0,0,0,0,10939,0,0,10939,440,10499,742,118,887,3522,124,319,805,1486,2466,30,,
10,2613,włoszczowski,41,38226,38226,0,27114,19998,7116,7116,0,4,50,2,2,1,0,0,0,1,7116,1,0,7116,286,6830,467,111,540,2725,128,207,566,856,1205,25,,
10,2661,Kielce,93,163125,163124,1,116122,66174,49948,49947,1,11,172,0,0,0,0,0,0,0,49938,0,2,49936,1215,48721,3040,718,5632,13626,1855,1525,3331,16328,2474,192,,
3,2801,bartoszycki,42,50357,50357,0,36131,28969,7162,7162,0,3,41,0,0,0,0,0,0,0,7162,0,0,7162,321,6841,201,101,983,1695,346,130,459,2262,572,34,58,
3,2802,braniewski,36,34821,34820,1,24216,18599,5617,5616,1,2,44,0,0,0,0,0,0,0,5617,0,0,5617,259,5358,150,63,690,1305,630,145,336,1534,433,24,48,
3,2803,działdowski,55,52758,52758,0,37153,29554,7599,7599,0,2,39,0,0,0,0,0,0,0,7599,0,0,7599,349,7250,285,109,760,2468,229,154,382,1939,848,37,39,
3,2804,elbląski,43,46107,46107,0,32359,26496,5863,5863,0,0,28,0,0,0,0,0,0,0,5862,0,0,5862,230,5632,188,79,557,1490,286,137,435,1848,542,26,44,
3,2805,ełcki,55,69153,69152,1,48263,37173,11090,11089,1,1,89,0,0,0,0,0,0,0,11090,0,0,11090,367,10723,267,209,1155,3544,338,228,968,3304,642,42,26,
3,2806,giżycki,50,46687,46686,1,31732,23851,7881,7881,0,2,158,0,0,0,0,0,0,0,7878,0,0,7878,289,7589,234,96,856,1806,378,140,674,2705,637,29,34,
3,2807,iławski,69,73809,73809,0,50845,39035,11810,11810,0,1,55,1,1,1,0,0,0,0,11808,0,0,11808,586,11222,406,184,1262,3212,547,205,741,3682,864,40,79,
3,2808,kętrzyński,60,53758,53758,0,37370,29709,7661,7661,0,3,56,1,1,0,0,0,0,1,7660,1,0,7660,296,7364,212,120,1102,2016,337,113,448,2346,580,30,60,
3,2809,lidzbarski,34,34313,34312,1,24250,18998,5252,5252,0,0,34,0,0,0,0,0,0,0,5252,0,0,5252,223,5029,138,79,610,1351,189,110,447,1715,350,17,23,
3,2810,mrągowski,41,40868,40861,7,27923,21354,6569,6569,0,0,172,0,0,0,0,0,0,0,6568,0,0,6568,220,6348,140,74,657,1697,204,121,552,2089,766,26,22,
3,2811,nidzicki,31,26809,26809,0,18212,14502,3709,3709,0,2,35,0,0,0,0,0,0,0,3709,0,0,3709,129,3580,116,48,561,1222,123,71,221,862,320,17,19,
3,2812,nowomiejski,32,34540,34540,0,24565,19048,5516,5516,0,1,22,0,0,0,0,0,0,0,5515,0,0,5515,306,5209,300,60,399,1717,154,111,273,1196,897,31,71,
3,2813,olecki,38,27540,27540,0,18625,14743,3882,3882,0,3,30,1,1,0,0,0,0,1,3883,1,0,3883,124,3759,80,54,341,1147,175,282,240,1029,385,13,13,
3,2814,olsztyński,129,97232,97230,2,66708,49865,16843,16841,2,4,198,0,0,0,0,0,0,0,16839,0,0,16839,653,16186,422,282,2053,3860,734,383,1302,5384,1612,83,71,
3,2815,ostródzki,84,84232,84228,4,59096,46522,12574,12571,3,1,104,0,0,0,0,0,0,0,12571,0,0,12571,560,12011,297,147,1568,3448,498,264,781,4222,688,62,36,
3,2816,piski,44,46146,46146,0,31514,23710,7804,7804,0,1,190,0,0,0,0,0,0,0,7804,0,0,7804,291,7513,207,198,540,2287,249,126,421,1870,1582,18,15,
3,2817,szczycieński,73,56791,56791,0,38327,28881,9446,9446,0,2,195,1,1,0,0,0,0,1,9445,1,0,9445,441,9004,261,138,984,2487,310,157,557,2151,1898,36,25,
3,2818,gołdapski,23,22075,22075,0,15095,12281,2814,2814,0,1,44,0,0,0,0,0,0,0,2814,0,0,2814,91,2723,81,16,453,678,98,88,180,861,246,13,9,
3,2819,węgorzewski,25,19467,19466,1,13640,10906,2734,2733,1,0,44,0,0,0,0,0,0,0,2733,0,0,2733,127,2606,160,31,408,559,79,57,161,906,223,10,12,
3,2861,Elbląg,62,97070,97068,2,67928,47471,20457,20457,0,5,53,1,1,0,0,0,0,1,20453,1,4,20449,592,19857,764,210,2183,5776,781,456,1423,7663,498,69,34,
3,2862,Olsztyn,100,134724,134719,5,95201,57310,37892,37892,0,5,247,3,3,0,0,0,0,3,37883,3,1,37882,989,36893,827,477,4879,9379,1495,879,2858,13856,1984,161,98,
7,3001,chodzieski,35,37681,37681,0,26324,18443,7881,7881,0,3,29,0,0,0,0,0,0,0,7881,0,0,7881,425,7456,238,88,1089,1503,496,195,463,2652,732,,,
7,3002,czarnkowsko-trzcianecki,68,69258,69257,1,48016,36046,11970,11969,1,3,62,0,0,0,0,0,0,0,11970,0,0,11970,576,11394,372,116,1304,3042,642,276,805,3764,1073,,,
7,3003,gnieźnieński,90,114589,114588,1,80091,55251,24840,24840,0,7,89,2,2,0,0,0,0,2,24836,2,1,24835,1162,23673,897,363,5788,6223,914,581,1484,6050,1373,,,
7,3004,gostyński,56,60992,60992,0,42323,32194,10129,10129,0,0,25,0,0,0,0,0,0,0,10128,0,0,10128,454,9674,391,143,1232,2668,423,234,749,2025,1809,,,
7,3005,grodziski,30,39494,39494,0,27398,20883,6515,6515,0,0,22,0,0,0,0,0,0,0,6514,0,0,6514,410,6104,232,124,598,1533,252,166,384,1796,1019,,,
7,3006,jarociński,41,56891,56889,2,39489,27950,11539,11538,1,5,22,0,0,0,0,0,0,0,11536,0,0,11536,817,10719,430,132,1204,2982,797,253,733,2472,1716,,,
7,3007,kaliski,64,66069,66069,0,45906,34407,11499,11499,0,3,24,0,0,0,0,0,0,0,11499,0,0,11499,457,11042,590,122,1911,3496,265,270,664,1400,2324,,,
7,3008,kępiński,43,44736,44736,0,31156,20211,10945,10945,0,2,52,0,0,0,0,0,0,0,10945,0,0,10945,431,10514,728,63,358,1686,270,128,430,1287,5564,,,
7,3009,kolski,62,71980,71980,0,49929,37861,12068,12068,0,2,31,0,0,0,0,0,0,0,12067,0,0,12067,516,11551,550,185,1155,4308,422,302,895,2122,1612,,,
7,3010,koniński,95,101798,101797,1,70205,54229,15976,15976,0,2,110,0,0,0,0,0,0,0,15970,0,2,15968,855,15113,685,158,1401,5589,558,457,1012,3151,2102,,,
7,3011,kościański,56,62959,62957,2,44087,32400,11686,11685,1,2,19,0,0,0,0,0,0,0,11685,0,0,11685,655,11030,369,117,1429,2885,456,253,754,3381,1386,,,
7,3012,krotoszyński,49,61396,61396,0,43022,30843,12179,12179,0,1,47,0,0,0,0,0,0,0,12179,0,0,12179,556,11623,568,87,1414,2669,341,214,637,2313,3380,,,
7,3013,leszczyński,37,42040,42040,0,29022,22029,6993,6993,0,0,43,0,0,0,0,0,0,0,6993,0,0,6993,384,6609,223,88,944,1645,255,188,538,1719,1009,,,
7,3014,międzychodzki,22,29199,29199,0,20207,15341,4866,4866,0,0,47,0,0,0,0,0,0,0,4866,0,0,4866,281,4585,164,63,967,911,232,119,275,1402,452,,,
7,3015,nowotomyski,49,57979,57978,1,40203,28772,11431,11430,1,0,42,0,0,0,0,0,0,0,11427,0,0,11427,614,10813,399,136,1179,2584,484,233,694,3863,1241,,,
7,3016,obornicki,43,45531,45531,0,31653,22430,9223,9223,0,6,44,0,0,0,0,0,0,0,9219,0,4,9215,473,8742,387,199,1035,1833,807,193,491,2801,996,,,
7,3017,ostrowski,109,129619,129619,0,90377,62707,27670,27670,0,5,74,2,2,0,0,0,0,2,27671,2,0,27671,1136,26535,2467,235,2314,6866,1015,509,1798,6635,4696,,,
7,3018,ostrzeszowski,56,43839,43839,0,30525,20663,9862,9862,0,4,53,0,0,0,0,0,0,0,9858,0,0,9858,439,9419,631,64,660,1476,293,159,540,1116,4480,,,
7,3019,pilski,90,108274,108274,0,75433,51230,24202,24202,0,4,90,0,0,0,0,0,0,0,24196,0,0,24196,1060,23136,679,312,2901,6100,1406,920,1726,7606,1486,,,
7,3020,pleszewski,55,50046,50046,0,35127,26528,8599,8599,0,1,23,0,0,0,0,0,0,0,8595,0,0,8595,426,8169,391,117,821,2098,293,143,553,1903,1850,,,
7,3021,poznański,215,267608,267600,8,184238,111926,72307,72302,5,13,295,0,0,0,0,0,0,0,72292,0,3,72289,2483,69806,1600,786,7703,14134,3518,2259,5161,31080,3565,,,
7,3022,rawicki,45,48304,48304,0,33969,25675,8294,8294,0,2,39,0,0,0,0,0,0,0,8293,0,0,8293,438,7855,288,117,1440,1726,397,144,580,1896,1267,,,
7,3023,słupecki,42,48003,48002,1,33265,24724,8541,8541,0,1,45,0,0,0,0,0,0,0,8540,0,0,8540,469,8071,310,96,977,2197,373,183,487,1498,1950,,,
7,3024,szamotulski,54,71559,71557,2,50209,36744,13465,13465,0,8,49,0,0,0,0,0,0,0,13461,0,0,13461,706,12755,367,176,2034,2930,606,410,766,4343,1123,,,
7,3025,średzki,39,44737,44737,0,31040,22382,8658,8658,0,0,34,0,0,0,0,0,0,0,8656,0,0,8656,446,8210,210,106,1083,2009,392,165,775,2212,1258,,,
7,3026,śremski,40,47507,47507,0,33122,23639,9483,9483,0,1,23,0,0,0,0,0,0,0,9476,0,0,9476,454,9022,338,109,1312,2245,445,222,653,2742,956,,,
7,3027,turecki,62,67660,67657,3,46815,34603,12212,12211,1,1,52,1,1,0,0,0,0,1,12213,1,1,12212,567,11645,490,170,1258,4500,467,311,832,2213,1404,,,
7,3028,wągrowiecki,45,54272,54272,0,37744,27966,9778,9778,0,7,45,0,0,0,0,0,0,0,9778,0,0,9778,510,9268,370,149,1404,2079,438,218,582,2739,1289,,,
7,3029,wolsztyński,40,44273,44272,1,30682,22428,8254,8254,0,1,47,0,0,0,0,0,0,0,8252,0,0,8252,426,7826,297,143,893,1931,330,211,631,2335,1055,,,
7,3030,wrzesiński,50,60160,60159,1,41736,30065,11671,11670,1,1,29,0,0,0,0,0,0,0,11669,0,0,11669,507,11162,363,173,1738,2902,525,261,858,3254,1088,,,
7,3031,złotowski,48,55280,55279,1,38570,28521,10049,10049,0,2,48,2,2,0,0,0,0,2,10050,2,0,10050,528,9522,394,125,1153,2453,421,237,691,3120,928,,,
7,3061,Kalisz,55,82953,82952,1,58798,37033,21765,21764,1,5,98,0,0,0,0,0,0,0,21754,0,1,21753,627,21126,798,209,2855,5698,1232,433,1457,7169,1275,,,
7,3062,Konin,48,62760,62759,1,43803,28254,15548,15548,0,2,41,0,0,0,0,0,0,0,15544,0,0,15544,527,15017,541,147,2106,4343,885,389,1024,4953,629,,,
7,3063,Leszno,34,50449,50449,0,35591,23213,12378,12378,0,3,42,1,1,0,0,0,0,1,12374,1,0,12374,478,11896,307,130,2521,2518,555,368,894,4120,483,,,
7,3064,Poznań,256,420931,420915,16,294642,156934,137703,137691,12,24,1614,1,1,0,0,0,0,1,137639,1,21,137618,3581,134037,2752,1357,16514,28913,7907,4540,9524,59669,2861,,,
13,3201,białogardzki,36,38640,38640,0,27556,21616,5940,5940,0,0,18,0,0,0,0,0,0,0,5940,0,0,5940,257,5683,127,96,876,1601,166,132,330,2056,239,,,60
13,3202,choszczeński,40,40219,40218,1,28639,22990,5649,5649,0,5,82,0,0,0,0,0,0,0,5648,0,0,5648,227,5421,160,62,760,1311,169,123,352,1642,793,,,49
13,3203,drawski,55,47364,47361,3,33774,26459,7315,7315,0,1,66,0,0,0,0,0,0,0,7315,0,0,7315,343,6972,196,91,1049,1872,219,161,422,2483,421,,,58
13,3204,goleniowski,55,65570,65570,0,46731,35167,11564,11564,0,2,59,0,0,0,0,0,0,0,11563,0,0,11563,494,11069,241,102,1642,2400,286,375,815,4012,1106,,,90
13,3205,gryficki,46,49605,49603,2,35099,26374,8725,8724,1,0,329,0,0,0,0,0,0,0,8724,0,0,8724,372,8352,200,98,1181,1944,232,241,448,3249,695,,,64
13,3206,gryfiński,59,66243,66242,1,46880,36002,10878,10878,0,2,40,0,0,0,0,0,0,0,10878,0,0,10878,449,10429,734,128,1389,2917,284,228,909,3313,450,,,77
13,3207,kamieński,45,39451,39448,3,27627,19950,7677,7677,0,1,451,0,0,0,0,0,0,0,7676,0,0,7676,287,7389,189,107,1039,1599,298,223,511,2961,377,,,85
13,3208,kołobrzeski,53,64004,64002,2,44344,29501,14841,14840,1,5,1057,1,1,0,0,0,0,1,14839,1,0,14839,506,14333,217,137,1792,4501,518,209,726,5492,434,,,307
13,3209,koszaliński,61,52268,52267,1,36714,27477,9237,9236,1,1,351,0,0,0,0,0,0,0,9237,0,1,9236,429,8807,259,137,1037,2139,279,262,654,3429,512,,,99
13,3210,myśliborski,51,53541,53540,1,37875,29252,8623,8622,1,2,36,0,0,0,0,0,0,0,8622,0,1,8621,334,8287,272,97,1036,2369,199,223,510,2913,594,,,74
13,3211,policki,43,56131,56130,1,39396,25430,13966,13966,0,3,46,1,1,0,0,0,0,1,13965,1,0,13965,436,13529,241,154,1544,2975,497,504,1159,5982,303,,,170
13,3212,pyrzycki,27,32236,32236,0,22808,17786,5022,5022,0,4,21,0,0,0,0,0,0,0,5021,0,0,5021,241,4780,301,69,640,1376,98,171,239,1282,570,,,34
13,3213,sławieński,46,46085,46085,0,32352,24527,7825,7825,0,2,365,0,0,0,0,0,0,0,7824,0,0,7824,370,7454,158,83,825,1811,224,137,546,2530,1094,,,46
13,3214,stargardzki,72,95597,95595,2,67545,48633,18910,18910,0,7,76,1,1,1,0,0,0,0,18906,0,0,18906,687,18219,460,207,2469,4842,490,534,1194,7175,661,,,187
13,3215,szczecinecki,51,62709,62709,0,44417,32743,11674,11674,0,4,69,1,1,0,0,0,0,1,11670,1,0,11670,476,11194,221,133,1601,3218,257,189,1035,3900,553,,,87
13,3216,świdwiński,37,39164,39164,0,27599,21155,6444,6444,0,2,51,0,0,0,0,0,0,0,6443,0,0,6443,317,6126,144,96,1501,1631,177,139,354,1634,373,,,77
13,3217,wałecki,37,42873,42871,2,30439,23233,7206,7206,0,0,47,0,0,0,0,0,0,0,7205,0,0,7205,291,6914,217,80,1295,1587,188,166,440,2451,432,,,58
13,3218,łobeski,29,30046,30044,2,21287,17261,4026,4024,2,1,24,0,0,0,0,0,0,0,4025,0,0,4025,232,3793,121,37,470,1015,114,120,237,1355,294,,,30
13,3261,Koszalin,54,86561,86561,0,61535,37378,24157,24157,0,5,81,3,3,0,0,0,0,3,24138,3,1,24137,749,23388,357,198,3856,5446,746,463,1456,10254,397,,,215
13,3262,Szczecin,199,311358,311352,6,220213,132414,87797,87792,5,21,566,3,3,0,0,0,0,3,87734,3,12,87722,2079,85643,1782,997,10799,21666,2650,2373,6129,36532,1761,,,954
13,3263,Świnoujście,27,33303,33303,0,23332,15428,7904,7904,0,8,335,0,0,0,0,0,0,0,7902,0,0,7902,200,7702,143,129,1450,1817,223,138,423,3104,161,,,114
