TERYT,Powiat,Województwo,L. obw.,Liczba wyborców uprawnionych do głosowania,Komisja otrzymała kart do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia,"Liczba wyborców, którym wysłano pakiety wyborcze",Liczba otrzymanych kopert zwrotnych,w których nie było oświadczenia,w których oświadczenie nie było podpisane,w których nie było koperty na kartę do głosowania,w których znajdowała się niezaklejona koperta,Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,w tym liczba kart wyjętych z kopert,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,Liczba głosów ważnych,Braun Grzegorz Michał,Duda Andrzej Sebastian,Jarubas Adam Sebastian,Komorowski Bronisław Maria,Korwin-Mikke Janusz Ryszard,Kowalski Marian Janusz,Kukiz Paweł Piotr,Ogórek Magdalena Agnieszka,Palikot Janusz Marian,Tanajno Paweł Jan,Wilk Jacek
3023,słupecki,wielkopolskie,42,48061,41368,20497,20871,6,109,8,8,1,0,0,1,6,20877,6,0,20877,237,20640,105,7253,456,7096,511,70,4093,693,252,24,87
3024,szamotulski,wielkopolskie,54,71564,61613,29369,32244,13,138,26,25,0,0,0,0,25,32266,25,0,32266,360,31906,169,8459,409,14336,792,98,5951,1103,382,65,142
3025,średzki,wielkopolskie,39,44947,38147,16542,21605,7,94,4,4,0,0,0,0,4,21605,4,1,21604,211,21393,109,6158,313,8575,764,135,4229,644,307,60,99
3026,śremski,wielkopolskie,40,47459,41143,19178,21965,4,79,20,20,0,0,0,0,20,21983,20,0,21983,174,21809,118,6195,330,8818,726,100,4316,742,311,42,111
3027,turecki,wielkopolskie,62,67586,57354,26297,31056,8,92,9,7,0,0,0,0,7,31063,7,0,31063,295,30768,168,12964,596,8238,808,125,6337,1063,330,37,102
3028,wągrowiecki,wielkopolskie,45,54341,46442,23236,23205,12,93,9,9,0,0,0,0,9,23215,9,0,23215,207,23008,118,6139,552,9873,645,100,4399,824,254,32,72
3029,wolsztyński,wielkopolskie,40,44324,38232,16836,21496,8,191,6,6,0,0,0,0,6,21500,6,0,21500,156,21344,163,5736,383,9507,815,101,3665,593,253,42,86
3030,wrzesiński,wielkopolskie,50,60141,51249,23444,27804,4,102,4,4,0,0,0,0,4,27805,4,0,27805,218,27587,146,8438,394,10875,743,94,5624,783,320,55,115
3031,złotowski,wielkopolskie,48,54941,47656,24076,23580,9,107,13,13,0,0,0,0,13,23591,13,0,23591,292,23299,84,6410,362,9999,801,87,4313,866,269,27,81
3061,Kalisz,wielkopolskie,55,81661,71111,29952,41159,13,195,27,25,1,0,0,0,24,41177,24,1,41176,271,40905,289,11045,332,17196,1257,135,8370,1342,680,58,201
3062,Konin,wielkopolskie,47,61864,53426,22107,31319,3,123,14,12,0,0,0,0,12,31326,12,1,31325,296,31029,149,10425,242,11321,770,109,6309,992,518,49,145
3063,Leszno,wielkopolskie,34,50255,43604,18870,24734,10,122,15,14,1,0,0,0,13,24737,13,0,24737,185,24552,128,5740,220,11256,842,106,4888,816,390,52,114
3064,Poznań,wielkopolskie,257,419262,357892,125671,232249,69,4144,190,176,8,0,0,0,169,232308,169,67,232241,2259,229982,1844,50798,1210,113937,7850,897,40887,5222,4954,955,1428
3201,białogardzki,zachodniopomorskie,36,38374,33456,18999,14460,11,73,6,5,0,0,0,0,5,14459,5,5,14454,110,14344,64,3962,170,5950,365,64,3005,479,208,26,51
3202,choszczeński,zachodniopomorskie,40,39960,34394,19932,14462,6,82,7,7,0,0,0,0,7,14469,7,0,14469,100,14369,63,3885,224,6148,439,57,2846,416,230,14,47
3203,drawski,zachodniopomorskie,55,47432,40363,21608,18755,11,544,156,73,14,0,0,2,57,18808,57,0,18808,253,18555,82,5054,255,7980,527,106,3638,525,286,20,82
3204,goleniowski,zachodniopomorskie,56,65750,56385,29270,27115,6,128,9,9,0,0,0,0,9,27119,9,3,27116,264,26852,138,6789,321,11218,926,108,5967,867,406,34,78
3205,gryficki,zachodniopomorskie,46,49663,42630,22488,20142,6,593,23,23,0,0,0,0,23,20162,23,0,20162,288,19874,96,5289,297,8430,582,71,4123,618,297,17,54
3206,gryfiński,zachodniopomorskie,59,66117,56648,30354,26292,16,104,23,23,6,0,0,0,17,26310,17,3,26307,243,26064,162,7511,259,10847,924,136,5032,719,371,30,73
3207,kamieński,zachodniopomorskie,45,39541,33445,16816,16627,6,694,5,5,0,0,0,0,5,16633,5,1,16632,116,16516,93,3926,179,7663,440,63,3295,513,275,15,54
3208,kołobrzeski,zachodniopomorskie,53,65217,55212,24961,30251,7,2320,53,45,3,0,0,0,42,30289,42,0,30289,208,30081,152,7503,295,13325,810,128,6391,764,562,27,124
3209,koszaliński,zachodniopomorskie,62,52746,45424,23012,22412,3,732,10,8,0,0,0,0,8,22419,8,0,22419,185,22234,132,5662,296,9374,716,102,4874,635,349,19,75
3210,myśliborski,zachodniopomorskie,51,53300,45861,24897,20963,18,127,4,4,0,0,0,0,4,20966,4,0,20966,143,20823,116,6261,250,8690,706,83,3869,521,234,18,75
3211,policki,zachodniopomorskie,43,56705,48853,20909,27944,4,193,41,41,1,0,0,0,40,27980,40,3,27977,251,27726,187,6418,169,11660,1112,126,6588,711,546,77,132
3212,pyrzycki,zachodniopomorskie,27,32006,27619,14744,12875,8,58,0,0,0,0,0,0,0,12875,0,1,12874,115,12759,51,4234,261,4585,402,48,2657,302,166,17,36
3213,sławieński,zachodniopomorskie,46,46226,39666,20522,19144,5,722,11,11,0,0,0,0,11,19151,11,0,19151,115,19036,107,5398,263,7713,543,80,4084,439,315,26,68
3214,stargardzki,zachodniopomorskie,72,95001,82253,40030,42223,15,192,11,11,3,0,0,0,8,42229,8,1,42228,386,41842,230,11489,372,16493,1558,185,9440,1135,715,58,167
3215,szczecinecki,zachodniopomorskie,51,62160,53982,27904,26078,18,198,21,19,0,0,0,0,19,26091,19,0,26091,234,25857,141,7490,280,10021,959,123,5442,832,420,22,127
3216,świdwiński,zachodniopomorskie,37,38829,33739,18620,15121,10,211,10,10,0,0,0,0,10,15131,10,0,15131,92,15039,75,4149,193,6255,382,70,3113,510,220,17,55
3217,wałecki,zachodniopomorskie,37,42583,36668,18849,17817,8,117,9,9,1,0,0,0,8,17825,8,2,17823,188,17635,72,4303,231,7851,501,71,3658,545,284,24,95
3218,łobeski,zachodniopomorskie,29,29915,25686,14929,10760,7,65,6,6,0,0,0,0,6,10762,6,0,10762,100,10662,56,2849,254,4578,324,43,2047,302,160,12,37
3261,Koszalin,zachodniopomorskie,53,85575,74111,29773,44342,20,529,43,38,3,0,0,0,35,44367,35,3,44364,309,44055,262,9984,388,19120,1347,167,10154,1397,934,70,232
3262,Szczecin,zachodniopomorskie,200,308005,266064,110889,155069,51,1394,129,116,13,0,0,1,102,155071,102,8,155063,1329,153734,1173,38973,1003,64577,5759,749,33072,3951,3278,446,753
3263,Świnoujście,zachodniopomorskie,27,33449,28653,12495,16157,7,714,577,12,0,0,0,0,12,16169,12,11,16158,173,15985,76,3683,99,6775,457,75,3909,509,325,24,53
