country,country_code,nutslevel,nuts2016,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
Spain,ES,3,ES112,Lugo,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,13071,346435,160549,159356
Spain,ES,3,ES112,Lugo,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,285,346435,160549,159356
Spain,ES,3,ES112,Lugo,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,1390,346435,160549,159356
Spain,ES,3,ES112,Lugo,EP,2009,OTHER,NA,NA,NA,2433,346435,160549,159356
Spain,ES,3,ES112,Lugo,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,84098,346435,160549,159356
Spain,ES,3,ES112,Lugo,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,54898,346435,160549,159356
Spain,ES,3,ES112,Lugo,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,1330,346435,160549,159356
Spain,ES,3,ES113,Ourense,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,40,356821,165306,164279
Spain,ES,3,ES113,Ourense,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,12641,356821,165306,164279
Spain,ES,3,ES113,Ourense,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,279,356821,165306,164279
Spain,ES,3,ES113,Ourense,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,1244,356821,165306,164279
Spain,ES,3,ES113,Ourense,EP,2009,OTHER,NA,NA,NA,2604,356821,165306,164279
Spain,ES,3,ES113,Ourense,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,88894,356821,165306,164279
Spain,ES,3,ES113,Ourense,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,55971,356821,165306,164279
Spain,ES,3,ES113,Ourense,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,1130,356821,165306,164279
Spain,ES,3,ES114,Pontevedra,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,93,877205,380572,378044
Spain,ES,3,ES114,Pontevedra,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,36287,877205,380572,378044
Spain,ES,3,ES114,Pontevedra,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,1640,877205,380572,378044
Spain,ES,3,ES114,Pontevedra,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,5841,877205,380572,378044
Spain,ES,3,ES114,Pontevedra,EP,2009,OTHER,NA,NA,NA,6537,877205,380572,378044
Spain,ES,3,ES114,Pontevedra,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,184374,877205,380572,378044
Spain,ES,3,ES114,Pontevedra,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,134756,877205,380572,378044
Spain,ES,3,ES114,Pontevedra,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,4605,877205,380572,378044
Spain,ES,3,ES120,Asturias,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,120,982129,433513,430789
Spain,ES,3,ES120,Asturias,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,718,982129,433513,430789
Spain,ES,3,ES120,Asturias,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,843,982129,433513,430789
Spain,ES,3,ES120,Asturias,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,24337,982129,433513,430789
Spain,ES,3,ES120,Asturias,EP,2009,OTHER,NA,NA,NA,10248,982129,433513,430789
Spain,ES,3,ES120,Asturias,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,180936,982129,433513,430789
Spain,ES,3,ES120,Asturias,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,189783,982129,433513,430789
Spain,ES,3,ES120,Asturias,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,17721,982129,433513,430789
Spain,ES,3,ES130,Cantabria,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,349,491996,249867,247821
Spain,ES,3,ES130,Cantabria,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,668,491996,249867,247821
Spain,ES,3,ES130,Cantabria,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,502,491996,249867,247821
Spain,ES,3,ES130,Cantabria,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,4938,491996,249867,247821
Spain,ES,3,ES130,Cantabria,EP,2009,OTHER,NA,NA,NA,5251,491996,249867,247821
Spain,ES,3,ES130,Cantabria,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,125691,491996,249867,247821
Spain,ES,3,ES130,Cantabria,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,98907,491996,249867,247821
Spain,ES,3,ES130,Cantabria,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,8001,491996,249867,247821
Spain,ES,3,ES211,Alava,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,19131,249161,98348,97826
Spain,ES,3,ES211,Alava,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,4613,249161,98348,97826
Spain,ES,3,ES211,Alava,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,10710,249161,98348,97826
Spain,ES,3,ES211,Alava,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,1861,249161,98348,97826
Spain,ES,3,ES211,Alava,EP,2009,OTHER,NA,NA,NA,2478,249161,98348,97826
Spain,ES,3,ES211,Alava,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,25242,249161,98348,97826
Spain,ES,3,ES211,Alava,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,30674,249161,98348,97826
Spain,ES,3,ES211,Alava,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,2303,249161,98348,97826
Spain,ES,3,ES212,Guipuzcoa,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,54979,575608,225201,224532
Spain,ES,3,ES212,Guipuzcoa,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,18571,575608,225201,224532
Spain,ES,3,ES212,Guipuzcoa,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,53241,575608,225201,224532
Spain,ES,3,ES212,Guipuzcoa,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,3705,575608,225201,224532
Spain,ES,3,ES212,Guipuzcoa,EP,2009,OTHER,NA,NA,NA,4032,575608,225201,224532
Spain,ES,3,ES212,Guipuzcoa,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,26971,575608,225201,224532
Spain,ES,3,ES212,Guipuzcoa,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,58736,575608,225201,224532
Spain,ES,3,ES212,Guipuzcoa,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,2602,575608,225201,224532
Spain,ES,3,ES213,Vizcaya,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,134322,953420,409619,408028
Spain,ES,3,ES213,Vizcaya,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,17956,953420,409619,408028
Spain,ES,3,ES213,Vizcaya,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,52876,953420,409619,408028
Spain,ES,3,ES213,Vizcaya,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,7663,953420,409619,408028
Spain,ES,3,ES213,Vizcaya,EP,2009,OTHER,NA,NA,NA,7958,953420,409619,408028
Spain,ES,3,ES213,Vizcaya,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,64844,953420,409619,408028
Spain,ES,3,ES213,Vizcaya,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,113475,953420,409619,408028
Spain,ES,3,ES213,Vizcaya,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,6058,953420,409619,408028
Spain,ES,3,ES220,Navarra,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,3691,478700,204345,202798
Spain,ES,3,ES220,Navarra,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,14060,478700,204345,202798
Spain,ES,3,ES220,Navarra,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,23154,478700,204345,202798
Spain,ES,3,ES220,Navarra,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,6775,478700,204345,202798
Spain,ES,3,ES220,Navarra,EP,2009,OTHER,NA,NA,NA,7198,478700,204345,202798
Spain,ES,3,ES220,Navarra,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,76629,478700,204345,202798
Spain,ES,3,ES220,Navarra,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,63848,478700,204345,202798
Spain,ES,3,ES220,Navarra,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,4302,478700,204345,202798
Spain,ES,3,ES230,La Rioja,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,126,241171,121475,120569
Spain,ES,3,ES230,La Rioja,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,399,241171,121475,120569
Spain,ES,3,ES230,La Rioja,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,228,241171,121475,120569
Spain,ES,3,ES230,La Rioja,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,2251,241171,121475,120569
Spain,ES,3,ES230,La Rioja,EP,2009,OTHER,NA,NA,NA,2265,241171,121475,120569
Spain,ES,3,ES230,La Rioja,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,61098,241171,121475,120569
Spain,ES,3,ES230,La Rioja,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,48898,241171,121475,120569
Spain,ES,3,ES230,La Rioja,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,3593,241171,121475,120569
Spain,ES,3,ES241,Huesca,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,275,177078,82091,81523
Spain,ES,3,ES241,Huesca,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,2067,177078,82091,81523
Spain,ES,3,ES241,Huesca,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,162,177078,82091,81523
Spain,ES,3,ES241,Huesca,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,2450,177078,82091,81523
Spain,ES,3,ES241,Huesca,EP,2009,OTHER,NA,NA,NA,2086,177078,82091,81523
Spain,ES,3,ES241,Huesca,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,33874,177078,82091,81523
Spain,ES,3,ES241,Huesca,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,36445,177078,82091,81523
Spain,ES,3,ES241,Huesca,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,2465,177078,82091,81523
Spain,ES,3,ES242,Teruel,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,44,113813,54943,54495
Spain,ES,3,ES242,Teruel,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,1157,113813,54943,54495
Spain,ES,3,ES242,Teruel,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,62,113813,54943,54495
Spain,ES,3,ES242,Teruel,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,1812,113813,54943,54495
Spain,ES,3,ES242,Teruel,EP,2009,OTHER,NA,NA,NA,1061,113813,54943,54495
Spain,ES,3,ES242,Teruel,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,24798,113813,54943,54495
Spain,ES,3,ES242,Teruel,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,23647,113813,54943,54495
Spain,ES,3,ES242,Teruel,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,838,113813,54943,54495
Spain,ES,3,ES243,Zaragoza,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,146,728392,336332,334242
Spain,ES,3,ES243,Zaragoza,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,10129,728392,336332,334242
Spain,ES,3,ES243,Zaragoza,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,733,728392,336332,334242
Spain,ES,3,ES243,Zaragoza,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,12311,728392,336332,334242
Spain,ES,3,ES243,Zaragoza,EP,2009,OTHER,NA,NA,NA,8773,728392,336332,334242
Spain,ES,3,ES243,Zaragoza,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,137384,728392,336332,334242
Spain,ES,3,ES243,Zaragoza,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,146621,728392,336332,334242
Spain,ES,3,ES243,Zaragoza,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,11653,728392,336332,334242
Spain,ES,3,ES300,Madrid,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,1147,4564634,2300863,2290429
Spain,ES,3,ES300,Madrid,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,7391,4564634,2300863,2290429
Spain,ES,3,ES300,Madrid,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,4031,4564634,2300863,2290429
Spain,ES,3,ES300,Madrid,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,103987,4564634,2300863,2290429
Spain,ES,3,ES300,Madrid,EP,2009,OTHER,NA,NA,NA,62188,4564634,2300863,2290429
Spain,ES,3,ES300,Madrid,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,1112670,4564634,2300863,2290429
Spain,ES,3,ES300,Madrid,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,815699,4564634,2300863,2290429
Spain,ES,3,ES300,Madrid,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,156839,4564634,2300863,2290429
Spain,ES,3,ES411,Avila,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,17,143048,80636,79860
Spain,ES,3,ES411,Avila,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,113,143048,80636,79860
Spain,ES,3,ES411,Avila,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,88,143048,80636,79860
Spain,ES,3,ES411,Avila,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,1961,143048,80636,79860
Spain,ES,3,ES411,Avila,EP,2009,OTHER,NA,NA,NA,1405,143048,80636,79860
Spain,ES,3,ES411,Avila,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,47920,143048,80636,79860
Spain,ES,3,ES411,Avila,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,24688,143048,80636,79860
Spain,ES,3,ES411,Avila,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,2680,143048,80636,79860
Spain,ES,3,ES412,Burgos,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,112,302537,155096,154016
Spain,ES,3,ES412,Burgos,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,463,302537,155096,154016
Spain,ES,3,ES412,Burgos,EP,2009,II,INTERNATIONALIST INITIATIVE - SOLIDARITY BETWEEN PEOPLES,INICIATIVA INTERNACIONALISTA - LA SOLIDARIDAD ENTRE LOS PUEBLOS,1141,522,302537,155096,154016
Spain,ES,3,ES412,Burgos,EP,2009,IU-ICV-EUIA-BA,NA,NA,NA,4060,302537,155096,154016
Spain,ES,3,ES412,Burgos,EP,2009,OTHER,NA,NA,NA,4275,302537,155096,154016
Spain,ES,3,ES412,Burgos,EP,2009,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,79646,302537,155096,154016
Spain,ES,3,ES412,Burgos,EP,2009,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,55344,302537,155096,154016
Spain,ES,3,ES412,Burgos,EP,2009,UPYD,"UNION, PROGRESS AND DEMOCRACY",UNION PROGRESO Y DEMOCRACIA,55,7039,302537,155096,154016
Spain,ES,3,ES413,Leon,EP,2009,CPE,COALITION FOR THE EUROPE OF THE PEOPLES,COALICION POR LA EUROPA DE LOS PUEBLOS,5853,44,446747,212199,210748
Spain,ES,3,ES413,Leon,EP,2009,EDP-V,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,438,446747,212199,210748
