country,country_code,nutslevel,nuts2016,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
Spain,ES,3,ES411,Avila,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,64647,146727,106788,105608
Spain,ES,3,ES411,Avila,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,29553,146727,106788,105608
Spain,ES,3,ES411,Avila,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,418,146727,106788,105608
Spain,ES,3,ES412,Burgos,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,372,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,69,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,98,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,CN+EP,NA,NA,NA,288,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,608,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,11997,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,OTHER,NA,NA,NA,11821,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,103057,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,63259,303189,199586,197784
Spain,ES,3,ES412,Burgos,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,1135,303189,199586,197784
Spain,ES,3,ES413,Leon,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,360,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,55,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,79,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,CN+EP,NA,NA,NA,78,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,155,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,12040,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,OTHER,NA,NA,NA,32621,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,141942,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,98341,451003,294457,292360
Spain,ES,3,ES413,Leon,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,986,451003,294457,292360
Spain,ES,3,ES414,Palencia,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,51,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,33,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,37,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,CN+EP,NA,NA,NA,35,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,88,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,5384,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,OTHER,NA,NA,NA,2836,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,56448,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,40879,154707,109960,108799
Spain,ES,3,ES414,Palencia,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,465,154707,109960,108799
Spain,ES,3,ES415,Salamanca,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,196,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,65,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,92,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,CN+EP,NA,NA,NA,108,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,127,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,8219,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,OTHER,NA,NA,NA,6549,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,115356,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,68348,318149,206867,205005
Spain,ES,3,ES415,Salamanca,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,863,318149,206867,205005
Spain,ES,3,ES416,Segovia,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,36,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,22,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,29,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,CN+EP,NA,NA,NA,50,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,98,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,4753,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,OTHER,NA,NA,NA,3109,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,48656,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,27707,126569,88728,87653
Spain,ES,3,ES416,Segovia,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,519,126569,88728,87653
Spain,ES,3,ES417,Soria,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,12,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,16,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,25,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,CN+EP,NA,NA,NA,31,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,46,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,2251,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,OTHER,NA,NA,NA,1234,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,28367,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,16286,79727,50945,50245
Spain,ES,3,ES417,Soria,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,216,79727,50945,50245
Spain,ES,3,ES418,Valladolid,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,259,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,100,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,130,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,CN+EP,NA,NA,NA,143,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,359,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,18215,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,OTHER,NA,NA,NA,9240,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,141974,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,104449,423912,285720,283548
Spain,ES,3,ES418,Valladolid,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,1615,423912,285720,283548
Spain,ES,3,ES419,Zamora,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,99,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,28,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,45,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,CN+EP,NA,NA,NA,37,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,71,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,4427,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,OTHER,NA,NA,NA,4663,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,68057,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,42505,185410,125194,123614
Spain,ES,3,ES419,Zamora,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,433,185410,125194,123614
Spain,ES,3,ES421,Albacete,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,41,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,40,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,65,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,CN+EP,NA,NA,NA,33,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,92,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,9938,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,OTHER,NA,NA,NA,2545,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,93323,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,99724,293872,211558,209929
Spain,ES,3,ES421,Albacete,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,615,293872,211558,209929
Spain,ES,3,ES422,Ciudad Real,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,38,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,52,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,39,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,CN+EP,NA,NA,NA,42,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,74,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,10424,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,OTHER,NA,NA,NA,3033,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,130840,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,132211,393287,282943,281027
Spain,ES,3,ES422,Ciudad Real,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,601,393287,282943,281027
Spain,ES,3,ES423,Cuenca,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,20,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,15,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,20,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,CN+EP,NA,NA,NA,7,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,37,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,4105,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,OTHER,NA,NA,NA,1588,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,65958,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,59933,167263,135229,134038
Spain,ES,3,ES423,Cuenca,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,247,167263,135229,134038
Spain,ES,3,ES424,Guadalajara,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,59,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,26,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,31,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,CN+EP,NA,NA,NA,24,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,82,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,4722,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,OTHER,NA,NA,NA,1859,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,49289,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,39260,136012,98563,97808
Spain,ES,3,ES424,Guadalajara,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,438,136012,98563,97808
Spain,ES,3,ES425,Toledo,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,78,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,42,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,73,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,CN+EP,NA,NA,NA,36,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,101,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,13462,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,OTHER,NA,NA,NA,4345,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,156864,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,145152,423764,327306,325058
Spain,ES,3,ES425,Toledo,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,832,423764,327306,325058
Spain,ES,3,ES431,Badajoz,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,58,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,50,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,69,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,CN+EP,NA,NA,NA,75,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,96,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,28133,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,OTHER,NA,NA,NA,9924,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,163678,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,182680,532950,392913,390195
Spain,ES,3,ES431,Badajoz,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,917,532950,392913,390195
Spain,ES,3,ES432,Caceres,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,69,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,59,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,70,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,CN+EP,NA,NA,NA,51,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,112,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,11168,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,OTHER,NA,NA,NA,11485,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,110518,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,117088,342090,256275,254327
Spain,ES,3,ES432,Caceres,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,732,342090,256275,254327
Spain,ES,3,ES511,Barcelona,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,2920,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,804,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,548282,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,CN+EP,NA,NA,NA,112046,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,12595,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,50658,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,OTHER,NA,NA,NA,66759,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,362271,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,786136,4032726,2121616,2108847
Spain,ES,3,ES511,Barcelona,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,131505,4032726,2121616,2108847
Spain,ES,3,ES512,Girona,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,222,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,141,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,117755,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,CN+EP,NA,NA,NA,23585,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,2150,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,3281,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,OTHER,NA,NA,NA,9766,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,33800,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,72522,456756,280860,278198
Spain,ES,3,ES512,Girona,EP,1999,VERDES,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,9464,456756,280860,278198
Spain,ES,3,ES513,Lleida,EP,1999,BNG,GALICIAN NATIONALIST BLOCK,BLOQUE NACIONALISTA GALEGO,1011,145,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,108,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,CIU,CONVERGENCE AND UNITY,CONVERGENCIA I UNIO,139,76095,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,CN+EP,NA,NA,NA,16312,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,HB,UNITED PEOPLE,HERRI BATASUNA,473,1296,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,IU-EUIA,UNITED LEFT,IZQUIERDA UNIDA,247,1363,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,OTHER,NA,NA,NA,5705,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,PP,PEOPLE'S ALLIANCE-PARTY / PEOPLE'S PARTY,ALIANZA-PARTIDO POPULAR / PARTIDO POPULAR,441,32664,312247,194996,193506
Spain,ES,3,ES513,Lleida,EP,1999,PSOE,SPANISH SOCIALIST WORKERS PARTY,PARTIDO SOCIALISTA OBRERO ESPANOL,1338,50887,312247,194996,193506
