country,country_code,nutslevel,nuts2016,regionname,type,year,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote
Spain,ES,3,ES432,Caceres,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,1043,346541,176379,175682
Spain,ES,3,ES432,Caceres,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,44,346541,176379,175682
Spain,ES,3,ES432,Caceres,EP,2004,GALEUSCA,NA,NA,NA,37,346541,176379,175682
Spain,ES,3,ES432,Caceres,EP,2004,IU-ICV-EUIA,NA,NA,NA,3613,346541,176379,175682
Spain,ES,3,ES432,Caceres,EP,2004,OTHER,NA,NA,NA,2045,346541,176379,175682
Spain,ES,3,ES432,Caceres,EP,2004,PP,NA,NA,NA,77404,346541,176379,175682
Spain,ES,3,ES432,Caceres,EP,2004,PSOE,NA,NA,NA,90620,346541,176379,175682
Spain,ES,3,ES511,Barcelona,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,1893,4020221,1596418,1593578
Spain,ES,3,ES511,Barcelona,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,165625,4020221,1596418,1593578
Spain,ES,3,ES511,Barcelona,EP,2004,GALEUSCA,NA,NA,NA,251545,4020221,1596418,1593578
Spain,ES,3,ES511,Barcelona,EP,2004,IU-ICV-EUIA,NA,NA,NA,125756,4020221,1596418,1593578
Spain,ES,3,ES511,Barcelona,EP,2004,OTHER,NA,NA,NA,35415,4020221,1596418,1593578
Spain,ES,3,ES511,Barcelona,EP,2004,PP,NA,NA,NA,293873,4020221,1596418,1593578
Spain,ES,3,ES511,Barcelona,EP,2004,PSOE,NA,NA,NA,711020,4020221,1596418,1593578
Spain,ES,3,ES512,Girona,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,107,477267,189311,188635
Spain,ES,3,ES512,Girona,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,33762,477267,189311,188635
Spain,ES,3,ES512,Girona,EP,2004,GALEUSCA,NA,NA,NA,46943,477267,189311,188635
Spain,ES,3,ES512,Girona,EP,2004,IU-ICV-EUIA,NA,NA,NA,10781,477267,189311,188635
Spain,ES,3,ES512,Girona,EP,2004,OTHER,NA,NA,NA,4979,477267,189311,188635
Spain,ES,3,ES512,Girona,EP,2004,PP,NA,NA,NA,23678,477267,189311,188635
Spain,ES,3,ES512,Girona,EP,2004,PSOE,NA,NA,NA,67152,477267,189311,188635
Spain,ES,3,ES513,Lleida,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,28,312335,125504,125163
Spain,ES,3,ES513,Lleida,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,18826,312335,125504,125163
Spain,ES,3,ES513,Lleida,EP,2004,GALEUSCA,NA,NA,NA,31583,312335,125504,125163
Spain,ES,3,ES513,Lleida,EP,2004,IU-ICV-EUIA,NA,NA,NA,5209,312335,125504,125163
Spain,ES,3,ES513,Lleida,EP,2004,OTHER,NA,NA,NA,2764,312335,125504,125163
Spain,ES,3,ES513,Lleida,EP,2004,PP,NA,NA,NA,21419,312335,125504,125163
Spain,ES,3,ES513,Lleida,EP,2004,PSOE,NA,NA,NA,44565,312335,125504,125163
Spain,ES,3,ES514,Tarragona,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,102,519964,210147,209586
Spain,ES,3,ES514,Tarragona,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,31544,519964,210147,209586
Spain,ES,3,ES514,Tarragona,EP,2004,GALEUSCA,NA,NA,NA,39032,519964,210147,209586
Spain,ES,3,ES514,Tarragona,EP,2004,IU-ICV-EUIA,NA,NA,NA,10125,519964,210147,209586
Spain,ES,3,ES514,Tarragona,EP,2004,OTHER,NA,NA,NA,5061,519964,210147,209586
Spain,ES,3,ES514,Tarragona,EP,2004,PP,NA,NA,NA,38134,519964,210147,209586
Spain,ES,3,ES514,Tarragona,EP,2004,PSOE,NA,NA,NA,84384,519964,210147,209586
Spain,ES,3,ES521,Alicante / Alacant,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,369,1183043,573757,571612
Spain,ES,3,ES521,Alicante / Alacant,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,3500,1183043,573757,571612
Spain,ES,3,ES521,Alicante / Alacant,EP,2004,GALEUSCA,NA,NA,NA,3943,1183043,573757,571612
Spain,ES,3,ES521,Alicante / Alacant,EP,2004,IU-ICV-EUIA,NA,NA,NA,15296,1183043,573757,571612
Spain,ES,3,ES521,Alicante / Alacant,EP,2004,OTHER,NA,NA,NA,9959,1183043,573757,571612
Spain,ES,3,ES521,Alicante / Alacant,EP,2004,PP,NA,NA,NA,292284,1183043,573757,571612
Spain,ES,3,ES521,Alicante / Alacant,EP,2004,PSOE,NA,NA,NA,243360,1183043,573757,571612
Spain,ES,3,ES522,Castellon / Castello,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,611,403072,208252,207457
Spain,ES,3,ES522,Castellon / Castello,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,2370,403072,208252,207457
Spain,ES,3,ES522,Castellon / Castello,EP,2004,GALEUSCA,NA,NA,NA,2766,403072,208252,207457
Spain,ES,3,ES522,Castellon / Castello,EP,2004,IU-ICV-EUIA,NA,NA,NA,4587,403072,208252,207457
Spain,ES,3,ES522,Castellon / Castello,EP,2004,OTHER,NA,NA,NA,3454,403072,208252,207457
Spain,ES,3,ES522,Castellon / Castello,EP,2004,PP,NA,NA,NA,101633,403072,208252,207457
Spain,ES,3,ES522,Castellon / Castello,EP,2004,PSOE,NA,NA,NA,90773,403072,208252,207457
Spain,ES,3,ES523,Valencia / Valencia,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,7547,1888465,971237,968717
Spain,ES,3,ES523,Valencia / Valencia,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,9833,1888465,971237,968717
Spain,ES,3,ES523,Valencia / Valencia,EP,2004,GALEUSCA,NA,NA,NA,12918,1888465,971237,968717
Spain,ES,3,ES523,Valencia / Valencia,EP,2004,IU-ICV-EUIA,NA,NA,NA,38370,1888465,971237,968717
Spain,ES,3,ES523,Valencia / Valencia,EP,2004,OTHER,NA,NA,NA,16196,1888465,971237,968717
Spain,ES,3,ES523,Valencia / Valencia,EP,2004,PP,NA,NA,NA,475031,1888465,971237,968717
Spain,ES,3,ES523,Valencia / Valencia,EP,2004,PSOE,NA,NA,NA,403536,1888465,971237,968717
Spain,ES,3,ES611,Almeria,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,2869,431025,179593,179231
Spain,ES,3,ES611,Almeria,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,611,431025,179593,179231
Spain,ES,3,ES611,Almeria,EP,2004,GALEUSCA,NA,NA,NA,74,431025,179593,179231
Spain,ES,3,ES611,Almeria,EP,2004,IU-ICV-EUIA,NA,NA,NA,4263,431025,179593,179231
Spain,ES,3,ES611,Almeria,EP,2004,OTHER,NA,NA,NA,1763,431025,179593,179231
Spain,ES,3,ES611,Almeria,EP,2004,PP,NA,NA,NA,81182,431025,179593,179231
Spain,ES,3,ES611,Almeria,EP,2004,PSOE,NA,NA,NA,87703,431025,179593,179231
Spain,ES,3,ES612,Cadiz,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,8374,930544,301331,300699
Spain,ES,3,ES612,Cadiz,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,2737,930544,301331,300699
Spain,ES,3,ES612,Cadiz,EP,2004,GALEUSCA,NA,NA,NA,90,930544,301331,300699
Spain,ES,3,ES612,Cadiz,EP,2004,IU-ICV-EUIA,NA,NA,NA,13577,930544,301331,300699
Spain,ES,3,ES612,Cadiz,EP,2004,OTHER,NA,NA,NA,4115,930544,301331,300699
Spain,ES,3,ES612,Cadiz,EP,2004,PP,NA,NA,NA,110664,930544,301331,300699
Spain,ES,3,ES612,Cadiz,EP,2004,PSOE,NA,NA,NA,159678,930544,301331,300699
Spain,ES,3,ES613,Cordoba,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,8314,633515,292315,291738
Spain,ES,3,ES613,Cordoba,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,439,633515,292315,291738
Spain,ES,3,ES613,Cordoba,EP,2004,GALEUSCA,NA,NA,NA,46,633515,292315,291738
Spain,ES,3,ES613,Cordoba,EP,2004,IU-ICV-EUIA,NA,NA,NA,20660,633515,292315,291738
Spain,ES,3,ES613,Cordoba,EP,2004,OTHER,NA,NA,NA,2599,633515,292315,291738
Spain,ES,3,ES613,Cordoba,EP,2004,PP,NA,NA,NA,103734,633515,292315,291738
Spain,ES,3,ES613,Cordoba,EP,2004,PSOE,NA,NA,NA,154489,633515,292315,291738
Spain,ES,3,ES614,Granada,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,4850,697208,320423,319682
Spain,ES,3,ES614,Granada,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,587,697208,320423,319682
Spain,ES,3,ES614,Granada,EP,2004,GALEUSCA,NA,NA,NA,104,697208,320423,319682
Spain,ES,3,ES614,Granada,EP,2004,IU-ICV-EUIA,NA,NA,NA,15095,697208,320423,319682
Spain,ES,3,ES614,Granada,EP,2004,OTHER,NA,NA,NA,3483,697208,320423,319682
Spain,ES,3,ES614,Granada,EP,2004,PP,NA,NA,NA,124962,697208,320423,319682
Spain,ES,3,ES614,Granada,EP,2004,PSOE,NA,NA,NA,169070,697208,320423,319682
Spain,ES,3,ES615,Huelva,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,4414,379422,134542,134178
Spain,ES,3,ES615,Huelva,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,231,379422,134542,134178
Spain,ES,3,ES615,Huelva,EP,2004,GALEUSCA,NA,NA,NA,49,379422,134542,134178
Spain,ES,3,ES615,Huelva,EP,2004,IU-ICV-EUIA,NA,NA,NA,5711,379422,134542,134178
Spain,ES,3,ES615,Huelva,EP,2004,OTHER,NA,NA,NA,1196,379422,134542,134178
Spain,ES,3,ES615,Huelva,EP,2004,PP,NA,NA,NA,43757,379422,134542,134178
Spain,ES,3,ES615,Huelva,EP,2004,PSOE,NA,NA,NA,78233,379422,134542,134178
Spain,ES,3,ES616,Jaen,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,6295,526454,273064,272384
Spain,ES,3,ES616,Jaen,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,282,526454,273064,272384
Spain,ES,3,ES616,Jaen,EP,2004,GALEUSCA,NA,NA,NA,43,526454,273064,272384
Spain,ES,3,ES616,Jaen,EP,2004,IU-ICV-EUIA,NA,NA,NA,12594,526454,273064,272384
Spain,ES,3,ES616,Jaen,EP,2004,OTHER,NA,NA,NA,1996,526454,273064,272384
Spain,ES,3,ES616,Jaen,EP,2004,PP,NA,NA,NA,96046,526454,273064,272384
Spain,ES,3,ES616,Jaen,EP,2004,PSOE,NA,NA,NA,154139,526454,273064,272384
Spain,ES,3,ES617,Malaga,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,9729,1050626,404550,403729
Spain,ES,3,ES617,Malaga,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,550,1050626,404550,403729
Spain,ES,3,ES617,Malaga,EP,2004,GALEUSCA,NA,NA,NA,155,1050626,404550,403729
Spain,ES,3,ES617,Malaga,EP,2004,IU-ICV-EUIA,NA,NA,NA,20783,1050626,404550,403729
Spain,ES,3,ES617,Malaga,EP,2004,OTHER,NA,NA,NA,5719,1050626,404550,403729
Spain,ES,3,ES617,Malaga,EP,2004,PP,NA,NA,NA,154934,1050626,404550,403729
Spain,ES,3,ES617,Malaga,EP,2004,PSOE,NA,NA,NA,209922,1050626,404550,403729
Spain,ES,3,ES618,Sevilla,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,18938,1434938,581058,579962
Spain,ES,3,ES618,Sevilla,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,1099,1434938,581058,579962
Spain,ES,3,ES618,Sevilla,EP,2004,GALEUSCA,NA,NA,NA,144,1434938,581058,579962
Spain,ES,3,ES618,Sevilla,EP,2004,IU-ICV-EUIA,NA,NA,NA,32620,1434938,581058,579962
Spain,ES,3,ES618,Sevilla,EP,2004,OTHER,NA,NA,NA,6426,1434938,581058,579962
Spain,ES,3,ES618,Sevilla,EP,2004,PP,NA,NA,NA,181122,1434938,581058,579962
Spain,ES,3,ES618,Sevilla,EP,2004,PSOE,NA,NA,NA,336241,1434938,581058,579962
Spain,ES,3,ES620,Murcia,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,112,944397,463337,462184
Spain,ES,3,ES620,Murcia,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,148,944397,463337,462184
Spain,ES,3,ES620,Murcia,EP,2004,GALEUSCA,NA,NA,NA,101,944397,463337,462184
Spain,ES,3,ES620,Murcia,EP,2004,IU-ICV-EUIA,NA,NA,NA,13164,944397,463337,462184
Spain,ES,3,ES620,Murcia,EP,2004,OTHER,NA,NA,NA,5839,944397,463337,462184
Spain,ES,3,ES620,Murcia,EP,2004,PP,NA,NA,NA,272400,944397,463337,462184
Spain,ES,3,ES620,Murcia,EP,2004,PSOE,NA,NA,NA,168050,944397,463337,462184
Spain,ES,3,ES630,Ceuta,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,26,56732,17966,17874
Spain,ES,3,ES630,Ceuta,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,5,56732,17966,17874
Spain,ES,3,ES630,Ceuta,EP,2004,GALEUSCA,NA,NA,NA,9,56732,17966,17874
Spain,ES,3,ES630,Ceuta,EP,2004,IU-ICV-EUIA,NA,NA,NA,110,56732,17966,17874
Spain,ES,3,ES630,Ceuta,EP,2004,OTHER,NA,NA,NA,212,56732,17966,17874
Spain,ES,3,ES630,Ceuta,EP,2004,PP,NA,NA,NA,10388,56732,17966,17874
Spain,ES,3,ES630,Ceuta,EP,2004,PSOE,NA,NA,NA,7010,56732,17966,17874
Spain,ES,3,ES640,Melilla,EP,2004,CE,UNITED NATIONAL MOVEMENT,ERTIANI NATSIONALURI MODZRAOBA,2172,30,49060,15347,15298
Spain,ES,3,ES640,Melilla,EP,2004,EDP,EUROPE OF THE PEOPLE - THE GREENS,EUROPA DE LOS PUEBLOS - VERDES,1643,13,49060,15347,15298
Spain,ES,3,ES640,Melilla,EP,2004,GALEUSCA,NA,NA,NA,8,49060,15347,15298
Spain,ES,3,ES640,Melilla,EP,2004,IU-ICV-EUIA,NA,NA,NA,153,49060,15347,15298
Spain,ES,3,ES640,Melilla,EP,2004,OTHER,NA,NA,NA,177,49060,15347,15298
Spain,ES,3,ES640,Melilla,EP,2004,PP,NA,NA,NA,8023,49060,15347,15298
Spain,ES,3,ES640,Melilla,EP,2004,PSOE,NA,NA,NA,6815,49060,15347,15298
