,index,election_date,election_type,harmonised_code,harmonised_name,type,name,party_name,votes,nuts3_code,nuts3_name
5383,17,2000-11-26,house,RO115,Satu Mare,2,PLDR,,450,RO115,Satu Mare
5384,18,2000-11-26,house,RO115,Satu Mare,2,PRN,,394,RO115,Satu Mare
5385,19,2000-11-26,house,RO115,Satu Mare,2,U - ARMENI,,382,RO115,Satu Mare
5386,20,2000-11-26,house,RO115,Satu Mare,2,P ROMII,,371,RO115,Satu Mare
5387,21,2000-11-26,house,RO115,Satu Mare,2,U - UCRAINENI,,354,RO115,Satu Mare
5388,22,2000-11-26,house,RO115,Satu Mare,2,UBBR,,351,RO115,Satu Mare
5389,23,2000-11-26,house,RO115,Satu Mare,2,U - RUTENI,,321,RO115,Satu Mare
5390,24,2000-11-26,house,RO115,Satu Mare,2,PNL,,302,RO115,Satu Mare
5391,25,2000-11-26,house,RO115,Satu Mare,2,PLRSD,,299,RO115,Satu Mare
5392,26,2000-11-26,house,RO115,Satu Mare,2,PPDD,,237,RO115,Satu Mare
5393,27,2000-11-26,house,RO115,Satu Mare,2,PSDCTP,,236,RO115,Satu Mare
5394,28,2000-11-26,house,RO115,Satu Mare,2,C ITRO - IS2,,223,RO115,Satu Mare
5395,29,2000-11-26,house,RO115,Satu Mare,2,U - CEHI,,179,RO115,Satu Mare
5396,30,2000-11-26,house,RO115,Satu Mare,2,PSR,,171,RO115,Satu Mare
5397,31,2000-11-26,house,RO115,Satu Mare,2,PMP,,151,RO115,Satu Mare
5398,32,2000-11-26,house,RO115,Satu Mare,2,U - ELENA,,149,RO115,Satu Mare
5399,0,2007-11-25,european,RO317,Teleorman,0,eligible_voters,eligible_voters,354678,RO317,Teleorman
5400,1,2007-11-25,european,RO317,Teleorman,1,issued_ballots,issued_ballots,129871,RO317,Teleorman
5401,0,2007-11-25,european,RO317,Teleorman,2,PSD,Partidul Social Democrat,44157,RO317,Teleorman
5402,1,2007-11-25,european,RO317,Teleorman,2,PNL,PNL,27083,RO317,Teleorman
5403,2,2007-11-25,european,RO317,Teleorman,2,PD,Partidul Democrat,25570,RO317,Teleorman
5404,3,2007-11-25,european,RO317,Teleorman,2,PLD,Partidul Liberal Democrat,5898,RO317,Teleorman
5405,4,2007-11-25,european,RO317,Teleorman,2,PNG-CD,,5876,RO317,Teleorman
5406,5,2007-11-25,european,RO317,Teleorman,2,PRM,Partidul România Mare,4913,RO317,Teleorman
5407,6,2007-11-25,european,RO317,Teleorman,2,PC,Partidul Conservator,4032,RO317,Teleorman
5408,7,2007-11-25,european,RO317,Teleorman,2,PIN,,1796,RO317,Teleorman
5409,8,2007-11-25,european,RO317,Teleorman,2,PRPE,,1487,RO317,Teleorman
5410,9,2007-11-25,european,RO317,Teleorman,2,PNTCD,Partidul Național Tărănesc Creștin Democrat,968,RO317,Teleorman
5411,10,2007-11-25,european,RO317,Teleorman,2,PAS,,527,RO317,Teleorman
5412,11,2007-11-25,european,RO317,Teleorman,2,CANDIDAT INDEPENDENT,,386,RO317,Teleorman
5413,12,2007-11-25,european,RO317,Teleorman,2,PV,Partidul Verde,314,RO317,Teleorman
5414,13,2007-11-25,european,RO317,Teleorman,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,288,RO317,Teleorman
5415,0,2020-12-06,house,RO112,Bistrita-Nasaud,0,eligible_voters,eligible_voters,261460,RO112,Bistriţa-Năsăud
5416,1,2020-12-06,house,RO112,Bistrita-Nasaud,1,issued_ballots,issued_ballots,83128,RO112,Bistriţa-Năsăud
5417,0,2020-12-06,house,RO112,Bistrita-Nasaud,2,PNL,Partidul Național Liberal,25248,RO112,Bistriţa-Năsăud
5418,1,2020-12-06,house,RO112,Bistrita-Nasaud,2,PSD,Partidul Social Democrat,22364,RO112,Bistriţa-Năsăud
5419,2,2020-12-06,house,RO112,Bistrita-Nasaud,2,PMP,Partidul Miscarea Populară,8841,RO112,Bistriţa-Năsăud
5420,3,2020-12-06,house,RO112,Bistrita-Nasaud,2,AUR,Alianța pentru Unirea Românilor,6610,RO112,Bistriţa-Năsăud
5421,4,2020-12-06,house,RO112,Bistrita-Nasaud,2,USR-PLUS,ALIANȚA USR PLUS,5693,RO112,Bistriţa-Năsăud
5422,5,2020-12-06,house,RO112,Bistrita-Nasaud,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,2932,RO112,Bistriţa-Năsăud
5423,6,2020-12-06,house,RO112,Bistrita-Nasaud,2,PRO,PARTIDUL PRO ROMÂNIA,2206,RO112,Bistriţa-Năsăud
5424,7,2020-12-06,house,RO112,Bistrita-Nasaud,2,CIOANCA NICOLAE-ILIE-CANDIDAT INDEPENDENT,,2147,RO112,Bistriţa-Năsăud
5425,8,2020-12-06,house,RO112,Bistrita-Nasaud,2,PPU,Partidul Puterii Umaniste,1023,RO112,Bistriţa-Năsăud
5426,9,2020-12-06,house,RO112,Bistrita-Nasaud,2,RAŢIU OVIDIU-IOAN-CANDIDAT INDEPENDENT,,740,RO112,Bistriţa-Năsăud
5427,10,2020-12-06,house,RO112,Bistrita-Nasaud,2,PNȚMM,,693,RO112,Bistriţa-Năsăud
5428,11,2020-12-06,house,RO112,Bistrita-Nasaud,2,PER,Partidul Ecologist Român,689,RO112,Bistriţa-Năsăud
5429,12,2020-12-06,house,RO112,Bistrita-Nasaud,2,ARN,,323,RO112,Bistriţa-Năsăud
5430,13,2020-12-06,house,RO112,Bistrita-Nasaud,2,ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”,,270,RO112,Bistriţa-Năsăud
5431,14,2020-12-06,house,RO112,Bistrita-Nasaud,2,PV,Partidul Verde,245,RO112,Bistriţa-Năsăud
5432,15,2020-12-06,house,RO112,Bistrita-Nasaud,2,UCRR,,210,RO112,Bistriţa-Năsăud
5433,16,2020-12-06,house,RO112,Bistrita-Nasaud,2,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA,,121,RO112,Bistriţa-Năsăud
5434,17,2020-12-06,house,RO112,Bistrita-Nasaud,2,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.,,98,RO112,Bistriţa-Năsăud
5435,18,2020-12-06,house,RO112,Bistrita-Nasaud,2,FDGR,Forumul Democrat al Germanilor din România,72,RO112,Bistriţa-Năsăud
5436,19,2020-12-06,house,RO112,Bistrita-Nasaud,2,UER,,72,RO112,Bistriţa-Năsăud
5437,20,2020-12-06,house,RO112,Bistrita-Nasaud,2,UDSCR,,70,RO112,Bistriţa-Năsăud
5438,21,2020-12-06,house,RO112,Bistrita-Nasaud,2,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA,,56,RO112,Bistriţa-Năsăud
5439,22,2020-12-06,house,RO112,Bistrita-Nasaud,2,UBBR,,52,RO112,Bistriţa-Năsăud
5440,23,2020-12-06,house,RO112,Bistrita-Nasaud,2,ASOCIAȚIA LIGA ALBANEZILOR DIN ROMÂNIA,,49,RO112,Bistriţa-Năsăud
5441,24,2020-12-06,house,RO112,Bistrita-Nasaud,2,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA,,45,RO112,Bistriţa-Năsăud
5442,25,2020-12-06,house,RO112,Bistrita-Nasaud,2,UAR,,34,RO112,Bistriţa-Năsăud
5443,26,2020-12-06,house,RO112,Bistrita-Nasaud,2,UUR,,31,RO112,Bistriţa-Năsăud
5444,27,2020-12-06,house,RO112,Bistrita-Nasaud,2,CRLR,,30,RO112,Bistriţa-Năsăud
5445,28,2020-12-06,house,RO112,Bistrita-Nasaud,2,UNIUNEA POLONEZILOR DIN ROMÂNIA,,28,RO112,Bistriţa-Năsăud
5446,29,2020-12-06,house,RO112,Bistrita-Nasaud,2,USbR,,26,RO112,Bistriţa-Năsăud
5447,30,2020-12-06,house,RO112,Bistrita-Nasaud,2,UCR,,17,RO112,Bistriţa-Năsăud
5448,0,2000-11-26,president_a,RO421,Arad,0,eligible_voters,eligible_voters,383157,RO421,Arad
5449,1,2000-11-26,president_a,RO421,Arad,1,issued_ballots,issued_ballots,242392,RO421,Arad
5450,0,2000-11-26,president_a,RO421,Arad,2,CORNELIU VADIM TUDOR,PRM,79142,RO421,Arad
5451,1,2000-11-26,president_a,RO421,Arad,2,ION ILIESCU,PDSR-PUR-PSDR,54303,RO421,Arad
5452,2,2000-11-26,president_a,RO421,Arad,2,THEODOR DUMITRU STOLOJAN,PNL,35262,RO421,Arad
5453,3,2000-11-26,president_a,RO421,Arad,2,GYORGY FRUNDA,UDMR,20140,RO421,Arad
5454,4,2000-11-26,president_a,RO421,Arad,2,CONSTANTIN MUGUREL ISARESCU,,19009,RO421,Arad
5455,5,2000-11-26,president_a,RO421,Arad,2,TEODOR VIOREL MELESCANU,ApR,10939,RO421,Arad
5456,6,2000-11-26,president_a,RO421,Arad,2,PETRE ROMAN,PD,8531,RO421,Arad
5457,7,2000-11-26,president_a,RO421,Arad,2,GHEORGHE EDUARD MANOLE,,3079,RO421,Arad
5458,8,2000-11-26,president_a,RO421,Arad,2,PAUL-PHILIPPE HOHENZOLLERN,,2284,RO421,Arad
5459,9,2000-11-26,president_a,RO421,Arad,2,GRAZIELA-ELENA BIRLA,,1665,RO421,Arad
5460,10,2000-11-26,president_a,RO421,Arad,2,NICULAE CERVENI,,755,RO421,Arad
5461,11,2000-11-26,president_a,RO421,Arad,2,ION SASU,PSM,661,RO421,Arad
5462,0,2008-11-30,house,RO424,Timis,0,eligible_voters,eligible_voters,606556,RO424,Timiş
5463,1,2008-11-30,house,RO424,Timis,1,issued_ballots,issued_ballots,191039,RO424,Timiş
5464,0,2008-11-30,house,RO424,Timis,2,PD,Partidul Democrat Liberal,75814,RO424,Timiş
5465,1,2008-11-30,house,RO424,Timis,2,PSD,,50616,RO424,Timiş
5466,2,2008-11-30,house,RO424,Timis,2,PNL,Partidul Național Liberal,26195,RO424,Timiş
5467,3,2008-11-30,house,RO424,Timis,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,9784,RO424,Timiş
5468,4,2008-11-30,house,RO424,Timis,2,PRM,Partidul România Mare,6372,RO424,Timiş
5469,5,2008-11-30,house,RO424,Timis,2,PNG,PNG-CD,2981,RO424,Timiş
5470,6,2008-11-30,house,RO424,Timis,2,PVE,,2968,RO424,Timiş
5471,7,2008-11-30,house,RO424,Timis,2,U-Sirbi,,2523,RO424,Timiş
5472,8,2008-11-30,house,RO424,Timis,2,UBBR,,2463,RO424,Timiş
5473,9,2008-11-30,house,RO424,Timis,2,FDGR,Forumul Democrat al Germanilor din România,1760,RO424,Timiş
5474,10,2008-11-30,house,RO424,Timis,2,U-Ucrainen,,594,RO424,Timiş
5475,11,2008-11-30,house,RO424,Timis,2,U-Armeni,,552,RO424,Timiş
5476,12,2008-11-30,house,RO424,Timis,2,PHR,,452,RO424,Timiş
5477,13,2008-11-30,house,RO424,Timis,2,FC-Evrei,,342,RO424,Timiş
5478,14,2008-11-30,house,RO424,Timis,2,U-Slovaci,,213,RO424,Timiş
5479,15,2008-11-30,house,RO424,Timis,2,U-Croati,,162,RO424,Timiş
5480,16,2008-11-30,house,RO424,Timis,2,A-Macedoni,,153,RO424,Timiş
5481,17,2008-11-30,house,RO424,Timis,2,C-Rusi,,145,RO424,Timiş
5482,18,2008-11-30,house,RO424,Timis,2,U-Tatari,,85,RO424,Timiş
5483,19,2008-11-30,house,RO424,Timis,2,U-Eleni,,85,RO424,Timiş
5484,20,2008-11-30,house,RO424,Timis,2,A-Albanezi,,76,RO424,Timiş
5485,21,2008-11-30,house,RO424,Timis,2,U-Ruteni,,76,RO424,Timiş
5486,22,2008-11-30,house,RO424,Timis,2,U-Turca,,76,RO424,Timiş
5487,23,2008-11-30,house,RO424,Timis,2,RO.AS.IT,,67,RO424,Timiş
5488,24,2008-11-30,house,RO424,Timis,2,U-Polonezi,,66,RO424,Timiş
5489,0,1992-09-27,house,RO111,Bihor,0,eligible_voters,eligible_voters,477301,RO111,Bihor
5490,1,1992-09-27,house,RO111,Bihor,1,issued_ballots,issued_ballots,375962,RO111,Bihor
5491,0,1992-09-27,house,RO111,Bihor,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,85109,RO111,Bihor
5492,1,1992-09-27,house,RO111,Bihor,2,C.D.R,CONVENTIA DEMOCRATICA DIN ROMANIA,57009,RO111,Bihor
5493,2,1992-09-27,house,RO111,Bihor,2,P.U.N.R.,,51165,RO111,Bihor
5494,3,1992-09-27,house,RO111,Bihor,2,F.D.S.N.,Frontul Democrat al Salvării Naționale,46622,RO111,Bihor
5495,4,1992-09-27,house,RO111,Bihor,2,F.S.N.,Frontul Salvării Naționale,22035,RO111,Bihor
5496,5,1992-09-27,house,RO111,Bihor,2,P.D.A.R.,,8124,RO111,Bihor
5497,6,1992-09-27,house,RO111,Bihor,2,PRM,Partidul România Mare,7339,RO111,Bihor
5498,7,1992-09-27,house,RO111,Bihor,2,PNL,Partidul Național Liberal,7329,RO111,Bihor
5499,8,1992-09-27,house,RO111,Bihor,2,C.I.,,6826,RO111,Bihor
5500,9,1992-09-27,house,RO111,Bihor,2,P.R.,,5382,RO111,Bihor
5501,10,1992-09-27,house,RO111,Bihor,2,M.E.R.,,5158,RO111,Bihor
5502,11,1992-09-27,house,RO111,Bihor,2,PSM,Partidul Socialist al Muncii,4462,RO111,Bihor
5503,12,1992-09-27,house,RO111,Bihor,2,N.P.L.,,3579,RO111,Bihor
5504,13,1992-09-27,house,RO111,Bihor,2,PNTCD,,3130,RO111,Bihor
5505,14,1992-09-27,house,RO111,Bihor,2,P.U.S-D.,,2641,RO111,Bihor
5506,15,1992-09-27,house,RO111,Bihor,2,U.D.SL.CE.R.,,1909,RO111,Bihor
5507,16,1992-09-27,house,RO111,Bihor,2,P.C.E.R.S.N.,,1760,RO111,Bihor
5508,17,1992-09-27,house,RO111,Bihor,2,U.L.D.R.R.,,1760,RO111,Bihor
5509,18,1992-09-27,house,RO111,Bihor,2,S.N-D.,,1525,RO111,Bihor
5510,19,1992-09-27,house,RO111,Bihor,2,P.L.REP.,,1381,RO111,Bihor
5511,20,1992-09-27,house,RO111,Bihor,2,U.L.B.,,1199,RO111,Bihor
5512,21,1992-09-27,house,RO111,Bihor,2,P.N.P.L.R.,,1166,RO111,Bihor
5513,22,1992-09-27,house,RO111,Bihor,2,FDGR,Forumul Democrat al Germanilor din România,1046,RO111,Bihor
5514,23,1992-09-27,house,RO111,Bihor,2,P.L.M.R.,,1016,RO111,Bihor
5515,24,1992-09-27,house,RO111,Bihor,2,P.D.C.,,850,RO111,Bihor
5516,25,1992-09-27,house,RO111,Bihor,2,U.G.R.R.,,826,RO111,Bihor
5517,26,1992-09-27,house,RO111,Bihor,2,P.R.U.R.,,736,RO111,Bihor
5518,27,1992-09-27,house,RO111,Bihor,2,P.D.S.(N.D.)N-V.R.,,675,RO111,Bihor
5519,28,1992-09-27,house,RO111,Bihor,2,PDSR-PUR-PSDR,,663,RO111,Bihor
5520,29,1992-09-27,house,RO111,Bihor,2,PRO,,587,RO111,Bihor
5521,30,1992-09-27,house,RO111,Bihor,2,P.S.D.T.,,440,RO111,Bihor
5522,31,1992-09-27,house,RO111,Bihor,2,PUR,,394,RO111,Bihor
5523,32,1992-09-27,house,RO111,Bihor,2,P.S.D.I.,,355,RO111,Bihor
5524,33,1992-09-27,house,RO111,Bihor,2,L.N.E.R.,,352,RO111,Bihor
5525,0,2008-11-30,house,RO312,Calarasi,0,eligible_voters,eligible_voters,268228,RO312,Călăraşi
5526,1,2008-11-30,house,RO312,Calarasi,1,issued_ballots,issued_ballots,93958,RO312,Călăraşi
5527,0,2008-11-30,house,RO312,Calarasi,2,PNL,Partidul Național Liberal,33859,RO312,Călăraşi
5528,1,2008-11-30,house,RO312,Calarasi,2,PD,Partidul Democrat Liberal,25959,RO312,Călăraşi
5529,2,2008-11-30,house,RO312,Calarasi,2,PSD,,18652,RO312,Călăraşi
5530,3,2008-11-30,house,RO312,Calarasi,2,PRM,Partidul România Mare,2880,RO312,Călăraşi
5531,4,2008-11-30,house,RO312,Calarasi,2,PNG,PNG-CD,1774,RO312,Călăraşi
5532,5,2008-11-30,house,RO312,Calarasi,2,PHR,,709,RO312,Călăraşi
5533,6,2008-11-30,house,RO312,Calarasi,2,PPU,,443,RO312,Călăraşi
5534,7,2008-11-30,house,RO312,Calarasi,2,U-Tatari,,348,RO312,Călăraşi
5535,8,2008-11-30,house,RO312,Calarasi,2,FC-Evrei,,265,RO312,Călăraşi
5536,9,2008-11-30,house,RO312,Calarasi,2,U-Croati,,245,RO312,Călăraşi
5537,10,2008-11-30,house,RO312,Calarasi,2,U-Armeni,,208,RO312,Călăraşi
5538,11,2008-11-30,house,RO312,Calarasi,2,RO.AS.IT,,206,RO312,Călăraşi
5539,12,2008-11-30,house,RO312,Calarasi,2,C-Rusi,,203,RO312,Călăraşi
5540,13,2008-11-30,house,RO312,Calarasi,2,UBBR,,192,RO312,Călăraşi
5541,14,2008-11-30,house,RO312,Calarasi,2,FDGR,Forumul Democrat al Germanilor din România,189,RO312,Călăraşi
5542,15,2008-11-30,house,RO312,Calarasi,2,U-Slovaci,,171,RO312,Călăraşi
5543,16,2008-11-30,house,RO312,Calarasi,2,U-Eleni,,169,RO312,Călăraşi
5544,17,2008-11-30,house,RO312,Calarasi,2,A-Macedoni,,141,RO312,Călăraşi
5545,18,2008-11-30,house,RO312,Calarasi,2,U-Ucrainen,,119,RO312,Călăraşi
5546,19,2008-11-30,house,RO312,Calarasi,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,112,RO312,Călăraşi
5547,20,2008-11-30,house,RO312,Calarasi,2,A-Albanezi,,108,RO312,Călăraşi
5548,21,2008-11-30,house,RO312,Calarasi,2,U-Turca,,81,RO312,Călăraşi
5549,22,2008-11-30,house,RO312,Calarasi,2,U-Sirbi,,74,RO312,Călăraşi
5550,23,2008-11-30,house,RO312,Calarasi,2,U-Polonezi,,67,RO312,Călăraşi
5551,24,2008-11-30,house,RO312,Calarasi,2,U-Ruteni,,51,RO312,Călăraşi
5552,0,2007-11-25,european,RO125,Mures,0,eligible_voters,eligible_voters,485620,RO125,Mureş
5553,1,2007-11-25,european,RO125,Mures,1,issued_ballots,issued_ballots,165083,RO125,Mureş
5554,0,2007-11-25,european,RO125,Mures,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,55179,RO125,Mureş
5555,1,2007-11-25,european,RO125,Mures,2,PD,Partidul Democrat,24815,RO125,Mureş
5556,2,2007-11-25,european,RO125,Mures,2,CANDIDAT INDEPENDENT,,20006,RO125,Mureş
5557,3,2007-11-25,european,RO125,Mures,2,PSD,Partidul Social Democrat,18748,RO125,Mureş
5558,4,2007-11-25,european,RO125,Mures,2,PNL,PNL,10943,RO125,Mureş
5559,5,2007-11-25,european,RO125,Mures,2,PRM,Partidul România Mare,8661,RO125,Mureş
5560,6,2007-11-25,european,RO125,Mures,2,PLD,Partidul Liberal Democrat,4866,RO125,Mureş
5561,7,2007-11-25,european,RO125,Mures,2,PNG-CD,,4822,RO125,Mureş
5562,8,2007-11-25,european,RO125,Mures,2,PRPE,,2813,RO125,Mureş
5563,9,2007-11-25,european,RO125,Mures,2,PC,Partidul Conservator,2703,RO125,Mureş
5564,10,2007-11-25,european,RO125,Mures,2,PIN,,2689,RO125,Mureş
5565,11,2007-11-25,european,RO125,Mures,2,PNTCD,Partidul Național Tărănesc Creștin Democrat,1003,RO125,Mureş
5566,12,2007-11-25,european,RO125,Mures,2,PAS,,808,RO125,Mureş
5567,13,2007-11-25,european,RO125,Mures,2,PV,Partidul Verde,373,RO125,Mureş
5568,0,2014-11-02,president_a,RO415,Valcea,0,eligible_voters,eligible_voters,338462,RO415,Vâlcea
5569,1,2014-11-02,president_a,RO415,Valcea,1,issued_ballots,issued_ballots,187417,RO415,Vâlcea
5570,0,2014-11-02,president_a,RO415,Valcea,2,PONTA VICTOR-VIOREL,PSD,81090,RO415,Vâlcea
5571,1,2014-11-02,president_a,RO415,Valcea,2,IOHANNIS KLAUS-WERNER,PNL,62980,RO415,Vâlcea
5572,2,2014-11-02,president_a,RO415,Valcea,2,POPESCU-TARICEANU CALIN-CONSTANTIN-ANTON,,10659,RO415,Vâlcea
5573,3,2014-11-02,president_a,RO415,Valcea,2,UDREA ELENA-GABRIELA,PMP,7511,RO415,Vâlcea
5574,4,2014-11-02,president_a,RO415,Valcea,2,DIACONESCU CRISTIAN-DAN,Partidul Popular Dan Diaconescu,6605,RO415,Vâlcea
5575,5,2014-11-02,president_a,RO415,Valcea,2,VADIM-TUDOR CORNELIU,PRM,5719,RO415,Vâlcea
5576,6,2014-11-02,president_a,RO415,Valcea,2,MACOVEI MONICA-LUISA,,3264,RO415,Vâlcea
5577,7,2014-11-02,president_a,RO415,Valcea,2,ROTARU CONSTANTIN,,1384,RO415,Vâlcea
5578,8,2014-11-02,president_a,RO415,Valcea,2,KELEMEN HUNOR,UDMR,1146,RO415,Vâlcea
5579,9,2014-11-02,president_a,RO415,Valcea,2,MELESCANU TEODOR-VIOREL,,1135,RO415,Vâlcea
5580,10,2014-11-02,president_a,RO415,Valcea,2,FUNAR GHEORGHE,,525,RO415,Vâlcea
5581,11,2014-11-02,president_a,RO415,Valcea,2,BRINZA WILLIAM GABRIEL,PER,485,RO415,Vâlcea
5582,12,2014-11-02,president_a,RO415,Valcea,2,AMARITEI MIREL-MIRCEA,,213,RO415,Vâlcea
5583,13,2014-11-02,president_a,RO415,Valcea,2,SZILAGYI ZSOLT,PPMT,208,RO415,Vâlcea
5584,0,2004-11-28,president_a,RO317,Teleorman,0,eligible_voters,eligible_voters,377136,RO317,Teleorman
5585,1,2004-11-28,president_a,RO317,Teleorman,1,issued_ballots,issued_ballots,237821,RO317,Teleorman
5586,0,2004-11-28,president_a,RO317,Teleorman,2,ADRIAN NASTASE,PSD + PUR,125952,RO317,Teleorman
5587,1,2004-11-28,president_a,RO317,Teleorman,2,TRAIAN BASESCU,Alianța Dreptate și Adevăr,61814,RO317,Teleorman
5588,2,2004-11-28,president_a,RO317,Teleorman,2,CORNELIU VADIM TUDOR,PRM,28911,RO317,Teleorman
5589,3,2004-11-28,president_a,RO317,Teleorman,2,GEORGE BECALI,PNG,3303,RO317,Teleorman
5590,4,2004-11-28,president_a,RO317,Teleorman,2,GHEORGHE DINU,Independent,1775,RO317,Teleorman
5591,5,2004-11-28,president_a,RO317,Teleorman,2,PETRE ROMAN,,1511,RO317,Teleorman
5592,6,2004-11-28,president_a,RO317,Teleorman,2,GHEORGHE CORIOLAN CIUHANDU,PNTCD,1250,RO317,Teleorman
5593,7,2004-11-28,president_a,RO317,Teleorman,2,AUREL RADULESCU,,908,RO317,Teleorman
5594,8,2004-11-28,president_a,RO317,Teleorman,2,MARIAN PETRE MILUT,,592,RO317,Teleorman
5595,9,2004-11-28,president_a,RO317,Teleorman,2,OVIDIU TUDORICI,,539,RO317,Teleorman
5596,10,2004-11-28,president_a,RO317,Teleorman,2,ALEXANDRU RAJ TUNARU,,379,RO317,Teleorman
5597,11,2004-11-28,president_a,RO317,Teleorman,2,MARKO BELA,UDMR,194,RO317,Teleorman
5598,0,2009-06-07,european,RO121,Alba,0,eligible_voters,eligible_voters,319042,RO121,Alba
5599,1,2009-06-07,european,RO121,Alba,1,issued_ballots,issued_ballots,95856,RO121,Alba
5600,0,2009-06-07,european,RO121,Alba,2,PD,Partidul Democrat Liberal,41087,RO121,Alba
5601,1,2009-06-07,european,RO121,Alba,2,PSD,,20665,RO121,Alba
5602,2,2009-06-07,european,RO121,Alba,2,PNL,Partidul Național Liberal,13272,RO121,Alba
5603,3,2009-06-07,european,RO121,Alba,2,PRM,Partidul România Mare,6282,RO121,Alba
5604,4,2009-06-07,european,RO121,Alba,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,4680,RO121,Alba
5605,5,2009-06-07,european,RO121,Alba,2,CANDIDAT INDEPENDENT,,3452,RO121,Alba
5606,6,2009-06-07,european,RO121,Alba,2,PNTCD,Partidul Național Tărănesc Creștin Democrat,1780,RO121,Alba
5607,7,2009-06-07,european,RO121,Alba,2,CANDIDAT INDEPENDENT,,737,RO121,Alba
5608,8,2009-06-07,european,RO121,Alba,2,,,465,RO121,Alba
5609,0,1992-09-27,president_a,RO115,Satu Mare,0,eligible_voters,eligible_voters,289542,RO115,Satu Mare
5610,1,1992-09-27,president_a,RO115,Satu Mare,1,issued_ballots,issued_ballots,219451,RO115,Satu Mare
5611,0,1992-09-27,president_a,RO115,Satu Mare,2,EMIL CONSTANTINESCU,C.D.R.,123466,RO115,Satu Mare
5612,1,1992-09-27,president_a,RO115,Satu Mare,2,ION ILIESCU,F.D.S.N.,37299,RO115,Satu Mare
5613,2,1992-09-27,president_a,RO115,Satu Mare,2,GHEORGHE FUNAR,P.U.N.R.,34282,RO115,Satu Mare
5614,3,1992-09-27,president_a,RO115,Satu Mare,2,CAIUS TRAIAN DRAGOMIR,,6638,RO115,Satu Mare
5615,4,1992-09-27,president_a,RO115,Satu Mare,2,IOAN MANZATU,P.R.,4013,RO115,Satu Mare
5616,5,1992-09-27,president_a,RO115,Satu Mare,2,MIRCEA DRUC,,3524,RO115,Satu Mare
5617,0,2004-11-28,house,RO424,Timis,0,eligible_voters,eligible_voters,596137,RO424,Timiş
5618,1,2004-11-28,house,RO424,Timis,1,issued_ballots,issued_ballots,332411,RO424,Timiş
5619,0,2004-11-28,house,RO424,Timis,2,D.A. PNL-PD,,113642,RO424,Timiş
5620,1,2004-11-28,house,RO424,Timis,2,PSD,,82655,RO424,Timiş
5621,2,2004-11-28,house,RO424,Timis,2,PNTCD,Partidul Național Tărănesc Creștin Democrat,34589,RO424,Timiş
5622,3,2004-11-28,house,RO424,Timis,2,PRM,Partidul România Mare,30801,RO424,Timiş
5623,4,2004-11-28,house,RO424,Timis,2,UDMR,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,15685,RO424,Timiş
5624,5,2004-11-28,house,RO424,Timis,2,UBBR,,4643,RO424,Timiş
5625,6,2004-11-28,house,RO424,Timis,2,PNG,Partidul Noua Generație,3988,RO424,Timiş
5626,7,2004-11-28,house,RO424,Timis,2,PNDC,,3396,RO424,Timiş
5627,8,2004-11-28,house,RO424,Timis,2,U-SARBI,,3313,RO424,Timiş
5628,9,2004-11-28,house,RO424,Timis,2,FDGR,Forumul Democrat al Germanilor din România,2730,RO424,Timiş
5629,10,2004-11-28,house,RO424,Timis,2,FDR,,2475,RO424,Timiş
5630,11,2004-11-28,house,RO424,Timis,2,PER,Partidul Ecologist Român,2435,RO424,Timiş
5631,12,2004-11-28,house,RO424,Timis,2,PUNR,Partidul Unității Națiunii Române,2259,RO424,Timiş
5632,13,2004-11-28,house,RO424,Timis,2,PMR,,1947,RO424,Timiş
5633,14,2004-11-28,house,RO424,Timis,2,PSU,,1164,RO424,Timiş
5634,15,2004-11-28,house,RO424,Timis,2,URR,,1049,RO424,Timiş
5635,16,2004-11-28,house,RO424,Timis,2,U-UCRAINENI,,976,RO424,Timiş
5636,17,2004-11-28,house,RO424,Timis,2,PTD,,940,RO424,Timiş
5637,18,2004-11-28,house,RO424,Timis,2,APCD,,868,RO424,Timiş
5638,19,2004-11-28,house,RO424,Timis,2,ROMII,,805,RO424,Timiş
5639,20,2004-11-28,house,RO424,Timis,2,PAS,,713,RO424,Timiş
5640,21,2004-11-28,house,RO424,Timis,2,PPP,,686,RO424,Timiş
5641,22,2004-11-28,house,RO424,Timis,2,AUR,,666,RO424,Timiş
5642,23,2004-11-28,house,RO424,Timis,2,PSDCTP,,601,RO424,Timiş
5643,24,2004-11-28,house,RO424,Timis,2,U-SLOVACI,,582,RO424,Timiş
