COLLEGIO;COMUNE;ELETTORI_TOTALI;ELETTORI_MASCHI;VOTANTI_TOTALI;VOTANTI_MASCHI;SCHEDE_BIANCHE;LISTA;VOTI_LISTA;ELETTO;COGNOME;NOME;SESSO
VALLE D'AOSTA;ISSIME;334;171;267;141;13;LEGA NORD;10;N;GIOVANNACCI;PATRIZIO;M
VALLE D'AOSTA;ISSOGNE;1182;597;889;428;23;AZ.SOCIALE MUSSOLINI;3;N;BORLUZZI;GIANCARLO;M
VALLE D'AOSTA;ISSOGNE;1182;597;889;428;23;IL POPOLO DELLA LIBERTA';65;N;GAMBARDELLA;GIUSEPPE;M
VALLE D'AOSTA;ISSOGNE;1182;597;889;428;23;VALLEE D'AOSTE;280;N;PERRON;EGO;M
VALLE D'AOSTA;ISSOGNE;1182;597;889;428;23;AUT.LIB. DEMOCRATIE;451;E;NICCO;ROBERTO ROLANDO;M
VALLE D'AOSTA;ISSOGNE;1182;597;889;428;23;LEGA NORD;23;N;GIOVANNACCI;PATRIZIO;M
VALLE D'AOSTA;JOVENCAN;533;273;432;225;12;AZ.SOCIALE MUSSOLINI;4;N;BORLUZZI;GIANCARLO;M
VALLE D'AOSTA;JOVENCAN;533;273;432;225;12;IL POPOLO DELLA LIBERTA';34;N;GAMBARDELLA;GIUSEPPE;M
VALLE D'AOSTA;JOVENCAN;533;273;432;225;12;VALLEE D'AOSTE;195;N;PERRON;EGO;M
VALLE D'AOSTA;JOVENCAN;533;273;432;225;12;AUT.LIB. DEMOCRATIE;163;E;NICCO;ROBERTO ROLANDO;M
VALLE D'AOSTA;JOVENCAN;533;273;432;225;12;LEGA NORD;12;N;GIOVANNACCI;PATRIZIO;M
VALLE D'AOSTA;LA MAGDELEINE;86;45;68;36;2;AZ.SOCIALE MUSSOLINI;0;N;BORLUZZI;GIANCARLO;M
VALLE D'AOSTA;LA MAGDELEINE;86;45;68;36;2;IL POPOLO DELLA LIBERTA';10;N;GAMBARDELLA;GIUSEPPE;M
VALLE D'AOSTA;LA MAGDELEINE;86;45;68;36;2;VALLEE D'AOSTE;28;N;PERRON;EGO;M
VALLE D'AOSTA;LA MAGDELEINE;86;45;68;36;2;AUT.LIB. DEMOCRATIE;25;E;NICCO;ROBERTO ROLANDO;M
VALLE D'AOSTA;LA MAGDELEINE;86;45;68;36;2;LEGA NORD;3;N;GIOVANNACCI;PATRIZIO;M
VALLE D'AOSTA;LA SALLE;1568;785;1229;625;32;AZ.SOCIALE MUSSOLINI;14;N;BORLUZZI;GIANCARLO;M
VALLE D'AOSTA;LA SALLE;1568;785;1229;625;32;IL POPOLO DELLA LIBERTA';254;N;GAMBARDELLA;GIUSEPPE;M
VALLE D'AOSTA;LA SALLE;1568;785;1229;625;32;VALLEE D'AOSTE;447;N;PERRON;EGO;M
VALLE D'AOSTA;LA SALLE;1568;785;1229;625;32;AUT.LIB. DEMOCRATIE;411;E;NICCO;ROBERTO ROLANDO;M
VALLE D'AOSTA;LA SALLE;1568;785;1229;625;32;LEGA NORD;32;N;GIOVANNACCI;PATRIZIO;M
VALLE D'AOSTA;LA THUILE;635;326;510;270;6;AZ.SOCIALE MUSSOLINI;3;N;BORLUZZI;GIANCARLO;M
