"DATA_ELEZIONE";"TIPO_ELEZIONE";"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDEBIANCHE";"LISTA";"VOTI_LISTA"
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DOGLIANI";3744;1849;2627;1326;109;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";99
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DOGLIANI";3744;1849;2627;1326;109;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";15
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DOGLIANI";3744;1849;2627;1326;109;"LA SINISTRA";18
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DOGLIANI";3744;1849;2627;1326;109;"PARTITO COMUNISTA";20
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"FRATELLI D'ITALIA";273
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"MOVIMENTO 5 STELLE";268
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"PARTITO PIRATA";7
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"PARTITO DEMOCRATICO";683
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"POPOLARI PER L'ITALIA";11
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"FORZA NUOVA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"AUTONOMIE PER L'EUROPA";6
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"FORZA ITALIA";261
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"PARTITO ANIMALISTA";20
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"CASAPOUND ITALIA - DESTRE UNITE";21
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"LEGA SALVINI PREMIER";1484
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"EUROPA VERDE";75
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";106
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"LA SINISTRA";49
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";19
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"DRONERO";5351;2558;3489;1697;53;"PARTITO COMUNISTA";22
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"FORZA ITALIA";11
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"FRATELLI D'ITALIA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"MOVIMENTO 5 STELLE";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"PARTITO PIRATA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"PARTITO COMUNISTA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"PARTITO DEMOCRATICO";4
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"POPOLARI PER L'ITALIA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"FORZA NUOVA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"AUTONOMIE PER L'EUROPA";3
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"PARTITO ANIMALISTA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"LEGA SALVINI PREMIER";9
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"CASAPOUND ITALIA - DESTRE UNITE";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"EUROPA VERDE";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"LA SINISTRA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ELVA";97;59;40;23;3;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"FORZA ITALIA";41
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"FRATELLI D'ITALIA";44
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"MOVIMENTO 5 STELLE";27
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"PARTITO PIRATA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"PARTITO COMUNISTA";3
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"PARTITO DEMOCRATICO";71
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"POPOLARI PER L'ITALIA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"FORZA NUOVA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"AUTONOMIE PER L'EUROPA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"PARTITO ANIMALISTA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"LEGA SALVINI PREMIER";146
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"CASAPOUND ITALIA - DESTRE UNITE";4
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"EUROPA VERDE";6
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";17
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"LA SINISTRA";3
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENTRACQUE";682;357;395;207;8;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"PARTITO PIRATA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"MOVIMENTO 5 STELLE";49
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"PARTITO DEMOCRATICO";81
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"POPOLARI PER L'ITALIA";5
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"FORZA NUOVA";5
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"AUTONOMIE PER L'EUROPA";6
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"PARTITO ANIMALISTA";5
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"FORZA ITALIA";166
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"FRATELLI D'ITALIA";49
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"CASAPOUND ITALIA - DESTRE UNITE";4
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"LEGA SALVINI PREMIER";632
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"EUROPA VERDE";10
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";20
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"LA SINISTRA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";10
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"ENVIE";2050;999;1154;586;62;"PARTITO COMUNISTA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"FORZA ITALIA";86
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"FRATELLI D'ITALIA";52
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"PARTITO PIRATA";3
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"MOVIMENTO 5 STELLE";95
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"PARTITO COMUNISTA";8
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"PARTITO DEMOCRATICO";170
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"POPOLARI PER L'ITALIA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"FORZA NUOVA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"AUTONOMIE PER L'EUROPA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"PARTITO ANIMALISTA";4
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"LEGA SALVINI PREMIER";416
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"CASAPOUND ITALIA - DESTRE UNITE";4
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"EUROPA VERDE";17
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";30
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"LA SINISTRA";11
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FARIGLIANO";1463;731;1009;495;57;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";6
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"FRATELLI D'ITALIA";21
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"MOVIMENTO 5 STELLE";46
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"PARTITO PIRATA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"PARTITO COMUNISTA";3
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"PARTITO DEMOCRATICO";35
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"POPOLARI PER L'ITALIA";3
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"FORZA NUOVA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"AUTONOMIE PER L'EUROPA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"FORZA ITALIA";42
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"PARTITO ANIMALISTA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"CASAPOUND ITALIA - DESTRE UNITE";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"EUROPA VERDE";6
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"LEGA SALVINI PREMIER";138
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";4
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"LA SINISTRA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FAULE";450;221;340;165;16;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";7
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"FORZA ITALIA";26
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";8
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"LA SINISTRA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"EUROPA VERDE";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"LEGA SALVINI PREMIER";109
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"CASAPOUND ITALIA - DESTRE UNITE";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"FRATELLI D'ITALIA";4
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"PARTITO ANIMALISTA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"AUTONOMIE PER L'EUROPA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"FORZA NUOVA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"POPOLARI PER L'ITALIA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"PARTITO DEMOCRATICO";42
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"PARTITO COMUNISTA";3
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"PARTITO PIRATA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FEISOGLIO";388;184;241;126;10;"MOVIMENTO 5 STELLE";18
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"PARTITO COMUNISTA";50
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"FRATELLI D'ITALIA";765
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"AUTONOMIE PER L'EUROPA";16
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"LEGA SALVINI PREMIER";5922
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"FORZA NUOVA";20
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"POPOLARI PER L'ITALIA";27
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";117
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"CASAPOUND ITALIA - DESTRE UNITE";47
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"LA SINISTRA";89
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";515
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"PARTITO DEMOCRATICO";3164
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"EUROPA VERDE";260
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"MOVIMENTO 5 STELLE";1193
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"FORZA ITALIA";1143
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"PARTITO PIRATA";24
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FOSSANO";20011;9821;14180;7003;373;"PARTITO ANIMALISTA";110
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"FORZA ITALIA";36
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"FRATELLI D'ITALIA";26
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"PARTITO PIRATA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"MOVIMENTO 5 STELLE";38
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"PARTITO COMUNISTA";1
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"PARTITO DEMOCRATICO";73
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"POPOLARI PER L'ITALIA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"FORZA NUOVA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"AUTONOMIE PER L'EUROPA";0
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"PARTITO ANIMALISTA";2
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"LEGA SALVINI PREMIER";174
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"CASAPOUND ITALIA - DESTRE UNITE";7
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"EUROPA VERDE";6
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"+EUROPA - ITALIA IN COMUNE - PDE ITALIA";11
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"LA SINISTRA";5
26/5/2019 00:00:00;"E";"I : ITALIA NORD-OCCIDENTALE";"PIEMONTE";"CUNEO";"FRABOSA SOPRANA";658;337;395;219;6;"POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE";1
