COLLEGIO;COMUNE;ELETTORI_TOTALI;ELETTORI_MASCHI;VOTANTI_TOTALI;VOTANTI_MASCHI;SCHEDE_BIANCHE;LISTA;VOTI_LISTA;ELETTO;COGNOME;NOME;SESSO
VALLE D'AOSTA;AYMAVILLES;1577;782;1310;665;48;FI-AN;192;;LATTANZI;Massimo;M
VALLE D'AOSTA;AYMAVILLES;1577;782;1310;665;48;PARTITO PENSIONATI;17;;BERTONE;Marco;M
VALLE D'AOSTA;AYMAVILLES;1577;782;1310;665;48;LEGA NORD V.D'AOSTE;23;;FALCO;Vincenzo;M
VALLE D'AOSTA;AYMAVILLES;1577;782;1310;665;48;AUT.LIB. DEMOCRATIE;576;E;NICCO;ROBERTO;M
VALLE D'AOSTA;BARD;113;55;99;50;2;FIAMMA TRICOLORE;3;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;BARD;113;55;99;50;2;VALLEE D'AOSTE;35;;VIERIN;Marco;M
VALLE D'AOSTA;BARD;113;55;99;50;2;ALTERNATIVA SOCIALE MUSSOLINI;0;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;BARD;113;55;99;50;2;UNIONE DI CENTRO;4;;BRINGHEN;Luca;F
VALLE D'AOSTA;BARD;113;55;99;50;2;FI-AN;10;;LATTANZI;Massimo;M
VALLE D'AOSTA;BARD;113;55;99;50;2;PARTITO PENSIONATI;2;;BERTONE;Marco;M
VALLE D'AOSTA;BARD;113;55;99;50;2;LEGA NORD V.D'AOSTE;2;;FALCO;Vincenzo;M
VALLE D'AOSTA;BARD;113;55;99;50;2;AUT.LIB. DEMOCRATIE;38;E;NICCO;ROBERTO;M
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;FIAMMA TRICOLORE;1;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;VALLEE D'AOSTE;61;;VIERIN;Marco;M
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;ALTERNATIVA SOCIALE MUSSOLINI;1;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;UNIONE DI CENTRO;3;;BRINGHEN;Luca;F
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;FI-AN;14;;LATTANZI;Massimo;M
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;PARTITO PENSIONATI;0;;BERTONE;Marco;M
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;LEGA NORD V.D'AOSTE;9;;FALCO;Vincenzo;M
VALLE D'AOSTA;BIONAZ;198;105;170;92;8;AUT.LIB. DEMOCRATIE;69;E;NICCO;ROBERTO;M
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;FIAMMA TRICOLORE;1;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;VALLEE D'AOSTE;240;;VIERIN;Marco;M
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;ALTERNATIVA SOCIALE MUSSOLINI;5;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;UNIONE DI CENTRO;11;;BRINGHEN;Luca;F
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;FI-AN;108;;LATTANZI;Massimo;M
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;PARTITO PENSIONATI;5;;BERTONE;Marco;M
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;LEGA NORD V.D'AOSTE;8;;FALCO;Vincenzo;M
VALLE D'AOSTA;BRISSOGNE;768;400;672;346;27;AUT.LIB. DEMOCRATIE;251;E;NICCO;ROBERTO;M
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;FIAMMA TRICOLORE;5;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;VALLEE D'AOSTE;240;;VIERIN;Marco;M
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;ALTERNATIVA SOCIALE MUSSOLINI;9;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;UNIONE DI CENTRO;12;;BRINGHEN;Luca;F
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;FI-AN;63;;LATTANZI;Massimo;M
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;PARTITO PENSIONATI;6;;BERTONE;Marco;M
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;LEGA NORD V.D'AOSTE;16;;FALCO;Vincenzo;M
VALLE D'AOSTA;BRUSSON;695;333;599;297;28;AUT.LIB. DEMOCRATIE;205;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;FIAMMA TRICOLORE;5;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;VALLEE D'AOSTE;212;;VIERIN;Marco;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;ALTERNATIVA SOCIALE MUSSOLINI;8;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;UNIONE DI CENTRO;14;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;FI-AN;61;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;PARTITO PENSIONATI;6;;BERTONE;Marco;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;LEGA NORD V.D'AOSTE;19;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;622;311;535;276;36;AUT.LIB. DEMOCRATIE;160;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;FIAMMA TRICOLORE;4;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;VALLEE D'AOSTE;149;;VIERIN;Marco;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;ALTERNATIVA SOCIALE MUSSOLINI;5;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;UNIONE DI CENTRO;6;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;FI-AN;48;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;PARTITO PENSIONATI;6;;BERTONE;Marco;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;LEGA NORD V.D'AOSTE;10;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;481;243;390;202;14;AUT.LIB. DEMOCRATIE;134;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;FIAMMA TRICOLORE;2;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;VALLEE D'AOSTE;136;;VIERIN;Marco;M
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;ALTERNATIVA SOCIALE MUSSOLINI;9;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;UNIONE DI CENTRO;8;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;FI-AN;51;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;PARTITO PENSIONATI;7;;BERTONE;Marco;M
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;LEGA NORD V.D'AOSTE;8;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHAMBAVE;751;378;668;341;25;AUT.LIB. DEMOCRATIE;411;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;FIAMMA TRICOLORE;0;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;VALLEE D'AOSTE;16;;VIERIN;Marco;M
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;ALTERNATIVA SOCIALE MUSSOLINI;0;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;UNIONE DI CENTRO;0;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;FI-AN;9;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;PARTITO PENSIONATI;1;;BERTONE;Marco;M
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;LEGA NORD V.D'AOSTE;1;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHAMOIS;85;44;72;37;11;AUT.LIB. DEMOCRATIE;33;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;FIAMMA TRICOLORE;3;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;VALLEE D'AOSTE;189;;VIERIN;Marco;M
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;ALTERNATIVA SOCIALE MUSSOLINI;4;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;UNIONE DI CENTRO;2;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;FI-AN;36;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;PARTITO PENSIONATI;3;;BERTONE;Marco;M
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;LEGA NORD V.D'AOSTE;12;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHAMPDEPRAZ;544;268;472;245;9;AUT.LIB. DEMOCRATIE;198;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;FIAMMA TRICOLORE;1;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;VALLEE D'AOSTE;105;;VIERIN;Marco;M
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;ALTERNATIVA SOCIALE MUSSOLINI;5;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;UNIONE DI CENTRO;11;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;FI-AN;27;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;PARTITO PENSIONATI;1;;BERTONE;Marco;M
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;LEGA NORD V.D'AOSTE;4;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHAMPORCHER;353;178;295;157;15;AUT.LIB. DEMOCRATIE;120;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;FIAMMA TRICOLORE;6;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;VALLEE D'AOSTE;530;;VIERIN;Marco;M
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;ALTERNATIVA SOCIALE MUSSOLINI;32;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;UNIONE DI CENTRO;29;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;FI-AN;205;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;PARTITO PENSIONATI;18;;BERTONE;Marco;M
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;LEGA NORD V.D'AOSTE;27;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHARVENSOD;1869;938;1586;808;46;AUT.LIB. DEMOCRATIE;635;E;NICCO;ROBERTO;M
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;FIAMMA TRICOLORE;19;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;VALLEE D'AOSTE;754;;VIERIN;Marco;M
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;ALTERNATIVA SOCIALE MUSSOLINI;71;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;UNIONE DI CENTRO;66;;BRINGHEN;Luca;F
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;FI-AN;583;;LATTANZI;Massimo;M
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;PARTITO PENSIONATI;63;;BERTONE;Marco;M
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;LEGA NORD V.D'AOSTE;77;;FALCO;Vincenzo;M
VALLE D'AOSTA;CHATILLON;3886;1878;3303;1602;89;AUT.LIB. DEMOCRATIE;1452;E;NICCO;ROBERTO;M
VALLE D'AOSTA;COGNE;1206;591;982;498;43;FIAMMA TRICOLORE;7;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;COGNE;1206;591;982;498;43;VALLEE D'AOSTE;248;;VIERIN;Marco;M
VALLE D'AOSTA;COGNE;1206;591;982;498;43;ALTERNATIVA SOCIALE MUSSOLINI;12;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;COGNE;1206;591;982;498;43;UNIONE DI CENTRO;21;;BRINGHEN;Luca;F
VALLE D'AOSTA;COGNE;1206;591;982;498;43;FI-AN;205;;LATTANZI;Massimo;M
VALLE D'AOSTA;COGNE;1206;591;982;498;43;PARTITO PENSIONATI;9;;BERTONE;Marco;M
VALLE D'AOSTA;COGNE;1206;591;982;498;43;LEGA NORD V.D'AOSTE;21;;FALCO;Vincenzo;M
VALLE D'AOSTA;COGNE;1206;591;982;498;43;AUT.LIB. DEMOCRATIE;371;E;NICCO;ROBERTO;M
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;FIAMMA TRICOLORE;17;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;VALLEE D'AOSTE;662;;VIERIN;Marco;M
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;ALTERNATIVA SOCIALE MUSSOLINI;38;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;UNIONE DI CENTRO;82;;BRINGHEN;Luca;F
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;FI-AN;625;;LATTANZI;Massimo;M
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;PARTITO PENSIONATI;21;;BERTONE;Marco;M
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;LEGA NORD V.D'AOSTE;26;;FALCO;Vincenzo;M
VALLE D'AOSTA;COURMAYEUR;2451;1256;1972;1019;47;AUT.LIB. DEMOCRATIE;404;E;NICCO;ROBERTO;M
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;FIAMMA TRICOLORE;5;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;VALLEE D'AOSTE;564;;VIERIN;Marco;M
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;ALTERNATIVA SOCIALE MUSSOLINI;20;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;UNIONE DI CENTRO;44;;BRINGHEN;Luca;F
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;FI-AN;172;;LATTANZI;Massimo;M
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;PARTITO PENSIONATI;28;;BERTONE;Marco;M
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;LEGA NORD V.D'AOSTE;41;;FALCO;Vincenzo;M
VALLE D'AOSTA;DONNAS;2196;1071;1880;947;55;AUT.LIB. DEMOCRATIE;890;E;NICCO;ROBERTO;M
VALLE D'AOSTA;DOUES;339;169;283;145;12;FIAMMA TRICOLORE;0;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;DOUES;339;169;283;145;12;VALLEE D'AOSTE;161;;VIERIN;Marco;M
VALLE D'AOSTA;DOUES;339;169;283;145;12;ALTERNATIVA SOCIALE MUSSOLINI;1;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;DOUES;339;169;283;145;12;UNIONE DI CENTRO;4;;BRINGHEN;Luca;F
VALLE D'AOSTA;DOUES;339;169;283;145;12;FI-AN;19;;LATTANZI;Massimo;M
VALLE D'AOSTA;DOUES;339;169;283;145;12;PARTITO PENSIONATI;1;;BERTONE;Marco;M
VALLE D'AOSTA;DOUES;339;169;283;145;12;LEGA NORD V.D'AOSTE;2;;FALCO;Vincenzo;M
VALLE D'AOSTA;DOUES;339;169;283;145;12;AUT.LIB. DEMOCRATIE;75;E;NICCO;ROBERTO;M
VALLE D'AOSTA;OLLOMONT;143;74;118;64;3;UNIONE DI CENTRO;0;;BRINGHEN;Luca;F
VALLE D'AOSTA;OLLOMONT;143;74;118;64;3;FI-AN;13;;LATTANZI;Massimo;M
VALLE D'AOSTA;OLLOMONT;143;74;118;64;3;PARTITO PENSIONATI;0;;BERTONE;Marco;M
VALLE D'AOSTA;OLLOMONT;143;74;118;64;3;LEGA NORD V.D'AOSTE;1;;FALCO;Vincenzo;M
VALLE D'AOSTA;OLLOMONT;143;74;118;64;3;AUT.LIB. DEMOCRATIE;67;E;NICCO;ROBERTO;M
VALLE D'AOSTA;OYACE;182;96;164;86;3;FIAMMA TRICOLORE;0;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;OYACE;182;96;164;86;3;VALLEE D'AOSTE;80;;VIERIN;Marco;M
VALLE D'AOSTA;OYACE;182;96;164;86;3;ALTERNATIVA SOCIALE MUSSOLINI;2;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;OYACE;182;96;164;86;3;UNIONE DI CENTRO;1;;BRINGHEN;Luca;F
VALLE D'AOSTA;OYACE;182;96;164;86;3;FI-AN;4;;LATTANZI;Massimo;M
VALLE D'AOSTA;OYACE;182;96;164;86;3;PARTITO PENSIONATI;1;;BERTONE;Marco;M
VALLE D'AOSTA;OYACE;182;96;164;86;3;LEGA NORD V.D'AOSTE;0;;FALCO;Vincenzo;M
VALLE D'AOSTA;OYACE;182;96;164;86;3;AUT.LIB. DEMOCRATIE;64;E;NICCO;ROBERTO;M
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;FIAMMA TRICOLORE;0;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;VALLEE D'AOSTE;102;;VIERIN;Marco;M
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;ALTERNATIVA SOCIALE MUSSOLINI;2;;MUSSOLINI;ALESSANDRA;F
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;UNIONE DI CENTRO;3;;BRINGHEN;Luca;F
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;FI-AN;25;;LATTANZI;Massimo;M
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;PARTITO PENSIONATI;0;;BERTONE;Marco;M
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;LEGA NORD V.D'AOSTE;9;;FALCO;Vincenzo;M
VALLE D'AOSTA;PERLOZ;396;195;331;163;9;AUT.LIB. DEMOCRATIE;170;E;NICCO;ROBERTO;M
VALLE D'AOSTA;POLLEIN;1149;586;1004;510;31;FIAMMA TRICOLORE;1;;PIETRANTONIO;Marcello;M
VALLE D'AOSTA;POLLEIN;1149;586;1004;510;31;VALLEE D'AOSTE;538;;VIERIN;Marco;M
VALLE D'AOSTA;POLLEIN;1149;586;1004;510;31;ALTERNATIVA SOCIALE MUSSOLINI;12;;MUSSOLINI;ALESSANDRA;F
