"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTELLA";8295;4107;5332;2645;461;"L'ALTRA EUROPA CON TSIPRAS";"220"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTELLA";8295;4107;5332;2645;461;"VERDI EUROPEI-GREEN ITALIA";"34"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTELLA";8295;4107;5332;2645;461;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"950"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTELLA";8295;4107;5332;2645;461;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"234"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTELLA";8295;4107;5332;2645;461;"FORZA ITALIA";"857"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTELLA";8295;4107;5332;2645;461;"NUOVO CENTRO DESTRA - UDC";"441"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"PARTITO DEMOCRATICO";"771"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"3"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"ITALIA DEI VALORI";"4"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"SCELTA EUROPEA";"14"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"IO CAMBIO - MAIE";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"L'ALTRA EUROPA CON TSIPRAS";"24"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"VERDI EUROPEI-GREEN ITALIA";"4"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"24"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"FORZA ITALIA";"116"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"NUOVO CENTRO DESTRA - UDC";"149"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMARANO";3396;1680;1361;758;31;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"181"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"29"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"ITALIA DEI VALORI";"29"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"PARTITO DEMOCRATICO";"1078"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"SCELTA EUROPEA";"101"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"IO CAMBIO - MAIE";"16"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"L'ALTRA EUROPA CON TSIPRAS";"274"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"754"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"129"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"NUOVO CENTRO DESTRA - UDC";"119"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"FORZA ITALIA";"729"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEMILETTO";5193;2579;3857;1959;431;"VERDI EUROPEI-GREEN ITALIA";"34"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"5"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"42"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"FORZA ITALIA";"65"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"NUOVO CENTRO DESTRA - UDC";"24"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"SCELTA EUROPEA";"1"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"VERDI EUROPEI-GREEN ITALIA";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"PARTITO DEMOCRATICO";"134"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"L'ALTRA EUROPA CON TSIPRAS";"8"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"ITALIA DEI VALORI";"4"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTEVERDE";766;375;293;165;5;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"2922"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"PARTITO DEMOCRATICO";"3920"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"115"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"IO CAMBIO - MAIE";"53"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"SCELTA EUROPEA";"160"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"NUOVO CENTRO DESTRA - UDC";"729"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"FORZA ITALIA";"2951"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"L'ALTRA EUROPA CON TSIPRAS";"326"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"VERDI EUROPEI-GREEN ITALIA";"80"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"623"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MONTORO";16454;8191;13426;6718;849;"ITALIA DEI VALORI";"150"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"PARTITO DEMOCRATICO";"253"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"7"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"ITALIA DEI VALORI";"20"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"SCELTA EUROPEA";"17"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"L'ALTRA EUROPA CON TSIPRAS";"12"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"76"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"12"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"NUOVO CENTRO DESTRA - UDC";"386"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MORRA DE SANCTIS";1928;926;1029;506;105;"FORZA ITALIA";"102"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"NUOVO CENTRO DESTRA - UDC";"94"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"FORZA ITALIA";"425"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"PARTITO DEMOCRATICO";"282"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"SCELTA EUROPEA";"8"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"IO CAMBIO - MAIE";"5"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"ITALIA DEI VALORI";"5"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"103"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"7"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"153"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"L'ALTRA EUROPA CON TSIPRAS";"11"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MOSCHIANO";1729;855;1239;622;116;"VERDI EUROPEI-GREEN ITALIA";"7"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"8"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"FORZA ITALIA";"573"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"PARTITO DEMOCRATICO";"758"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"IO CAMBIO - MAIE";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"SCELTA EUROPEA";"20"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"VERDI EUROPEI-GREEN ITALIA";"8"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"ITALIA DEI VALORI";"3"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"55"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"NUOVO CENTRO DESTRA - UDC";"190"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"413"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"MUGNANO DEL CARDINALE";4602;2287;2183;1147;22;"L'ALTRA EUROPA CON TSIPRAS";"54"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"18"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"ITALIA DEI VALORI";"29"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"PARTITO DEMOCRATICO";"747"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"SCELTA EUROPEA";"48"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"IO CAMBIO - MAIE";"8"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"L'ALTRA EUROPA CON TSIPRAS";"72"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"547"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"51"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"FORZA ITALIA";"318"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"NUOVO CENTRO DESTRA - UDC";"696"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"NUSCO";5602;2744;2911;1484;223;"VERDI EUROPEI-GREEN ITALIA";"9"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"PARTITO DEMOCRATICO";"366"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"174"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"NUOVO CENTRO DESTRA - UDC";"36"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"FORZA ITALIA";"158"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"VERDI EUROPEI-GREEN ITALIA";"6"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"L'ALTRA EUROPA CON TSIPRAS";"27"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"18"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"ITALIA DEI VALORI";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"SCELTA EUROPEA";"20"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"OSPEDALETTO D'ALPINOLO";1696;821;839;457;10;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"4"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"PARTITO DEMOCRATICO";"199"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"91"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"NUOVO CENTRO DESTRA - UDC";"31"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"FORZA ITALIA";"415"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"L'ALTRA EUROPA CON TSIPRAS";"14"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"SCELTA EUROPEA";"3"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"118"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"ITALIA DEI VALORI";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAGO DEL VALLO DI LAURO";1451;700;901;445;6;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"98"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"FORZA ITALIA";"91"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"NUOVO CENTRO DESTRA - UDC";"15"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"L'ALTRA EUROPA CON TSIPRAS";"12"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"SCELTA EUROPEA";"10"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"VERDI EUROPEI-GREEN ITALIA";"1"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"10"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"PARTITO DEMOCRATICO";"139"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"ITALIA DEI VALORI";"4"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PAROLISE";788;399;446;223;38;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"PARTITO DEMOCRATICO";"619"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"L'ALTRA EUROPA CON TSIPRAS";"96"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"FORZA ITALIA";"196"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"NUOVO CENTRO DESTRA - UDC";"164"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"46"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"254"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"VERDI EUROPEI-GREEN ITALIA";"14"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"ITALIA DEI VALORI";"25"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"SCELTA EUROPEA";"26"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"IO CAMBIO - MAIE";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PATERNOPOLI";2368;1142;1754;868;223;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"9"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"VERDI EUROPEI-GREEN ITALIA";"2"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"5"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"FORZA ITALIA";"16"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"NUOVO CENTRO DESTRA - UDC";"29"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"SCELTA EUROPEA";"1"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"IO CAMBIO - MAIE";"1"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"PARTITO DEMOCRATICO";"33"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"8"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"ITALIA DEI VALORI";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"L'ALTRA EUROPA CON TSIPRAS";"17"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PETRURO IRPINO";324;162;118;62;2;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"1"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"PARTITO DEMOCRATICO";"324"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"L'ALTRA EUROPA CON TSIPRAS";"35"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"FORZA ITALIA";"176"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"NUOVO CENTRO DESTRA - UDC";"79"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"5"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"FRATELLI D'ITALIA - ALLEANZA NAZIONALE";"31"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"MOVIMENTO 5 STELLE BEPPEGRILLO.IT";"157"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"VERDI EUROPEI-GREEN ITALIA";"5"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"ITALIA DEI VALORI";"4"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"IO CAMBIO - MAIE";"0"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRADEFUSI";2417;1164;936;488;13;"SCELTA EUROPEA";"89"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRASTORNINA";1432;706;691;364;7;"LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO";"8"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRASTORNINA";1432;706;691;364;7;"FORZA ITALIA";"98"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRASTORNINA";1432;706;691;364;7;"NUOVO CENTRO DESTRA - UDC";"85"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRASTORNINA";1432;706;691;364;7;"PARTITO DEMOCRATICO";"335"
"IV : ITALIA MERIDIONALE";"CAMPANIA";"AVELLINO";"PIETRASTORNINA";1432;706;691;364;7;"SCELTA EUROPEA";"9"
