"DESCRCIRC";"DESCRREG";"DESCRPROV";"DESCRCOMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"I DEMOCRATICI";"174"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"FED.DEI VERDI";"44"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"PART.UMANISTA";"4"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"U.D.EUR";"13"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"SDI";"39"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"CDU";"46"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"MOV.SOC.TRICOLORE";"41"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"LEGA NORD";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"LISTA EMMA BONINO";"294"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"COBAS PER L'AUTORG.";"0"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"PRI-LIB-ELDR.";"6"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"FORZA ITALIA";"499"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MANZIANA";4913;;3152;;42;"PPI (POP)";"305"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"AN - P.SEGNI";"82"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"CENTRO CRIST.DEM.";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"PART.UMANISTA";"0"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"RIFONDAZIONE COMUNISTA";"16"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"DEMOCRATICI SINISTRA";"46"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"LISTA EMMA BONINO";"15"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"CDU";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"LEGA NORD";"0"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"COMUNISTI ITALIANI";"4"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"COBAS PER L'AUTORG.";"0"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"PRI-LIB-ELDR.";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"FORZA ITALIA";"50"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"I DEMOCRATICI";"22"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"FED.DEI VERDI";"3"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"SDI";"47"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"MOV.SOC.TRICOLORE";"16"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"U.D.EUR";"10"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"PPI (POP)";"111"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"RINNOVAMENTO IT-DINI";"1"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARANO EQUO";659;;458;;9;"PARTITO PENSIONATI";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"RINNOVAMENTO IT-DINI";"12"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"SDI";"58"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"PART.UMANISTA";"3"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"RIFONDAZIONE COMUNISTA";"153"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"DEMOCRATICI SINISTRA";"483"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"PARTITO PENSIONATI";"17"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"MOV.SOC.TRICOLORE";"119"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"U.D.EUR";"77"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"LS.CITO LG.AZ.MERID.";"4"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"CENTRO CRIST.DEM.";"118"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"AN - P.SEGNI";"704"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"COBAS PER L'AUTORG.";"1"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"PPI (POP)";"189"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"I DEMOCRATICI";"79"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"PRI-LIB-ELDR.";"130"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"LISTA EMMA BONINO";"218"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"LDR-PS D'AZ-PCONSI";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"LEGA NORD";"17"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"CDU";"78"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"COMUNISTI ITALIANI";"86"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"FED.DEI VERDI";"31"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARCELLINA";4172;;3569;;230;"FORZA ITALIA";"585"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"COBAS PER L'AUTORG.";"12"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"U.D.EUR";"85"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"I DEMOCRATICI";"1246"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"PPI (POP)";"571"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"LS.CITO LG.AZ.MERID.";"12"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"RINNOVAMENTO IT-DINI";"287"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"SDI";"677"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"FED.DEI VERDI";"302"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"COMUNISTI ITALIANI";"432"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"CDU";"132"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"LEGA NORD";"24"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"LISTA EMMA BONINO";"1524"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"PRI-LIB-ELDR.";"104"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"MOV.SOC.TRICOLORE";"298"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"LDR-PS D'AZ-PCONSI";"23"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"DEMOCRATICI SINISTRA";"3534"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"RIFONDAZIONE COMUNISTA";"842"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"PART.UMANISTA";"19"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"AN - P.SEGNI";"3526"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"CENTRO CRIST.DEM.";"678"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"FORZA ITALIA";"3917"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MARINO";28435;;19500;;231;"PARTITO PENSIONATI";"94"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"AN - P.SEGNI";"243"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"LS.CITO LG.AZ.MERID.";"3"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"PPI (POP)";"89"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"U.D.EUR";"19"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"MOV.SOC.TRICOLORE";"45"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"PARTITO PENSIONATI";"5"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"DEMOCRATICI SINISTRA";"269"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"PART.UMANISTA";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"I DEMOCRATICI";"92"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"CENTRO CRIST.DEM.";"37"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"RIFONDAZIONE COMUNISTA";"103"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"LDR-PS D'AZ-PCONSI";"5"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"FORZA ITALIA";"355"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"PRI-LIB-ELDR.";"9"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"RINNOVAMENTO IT-DINI";"22"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"LISTA EMMA BONINO";"111"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"SDI";"30"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"LEGA NORD";"7"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"CDU";"40"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"COMUNISTI ITALIANI";"73"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"FED.DEI VERDI";"19"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MAZZANO ROMANO";1991;;1773;;137;"COBAS PER L'AUTORG.";"2"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"PARTITO PENSIONATI";"73"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"DEMOCRATICI SINISTRA";"3155"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"RIFONDAZIONE COMUNISTA";"685"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"AN - P.SEGNI";"3932"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"CENTRO CRIST.DEM.";"483"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"PART.UMANISTA";"10"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"MOV.SOC.TRICOLORE";"374"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"U.D.EUR";"153"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"PPI (POP)";"600"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"LS.CITO LG.AZ.MERID.";"34"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"RINNOVAMENTO IT-DINI";"92"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"SDI";"762"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"COMUNISTI ITALIANI";"346"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"FED.DEI VERDI";"222"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"LEGA NORD";"19"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"LDR-PS D'AZ-PCONSI";"12"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"LISTA EMMA BONINO";"1354"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"COBAS PER L'AUTORG.";"27"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"I DEMOCRATICI";"837"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"CDU";"261"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"PRI-LIB-ELDR.";"56"
"ITALIA CENTRALE";"LAZIO";"ROMA";"MENTANA";28689;;18292;;298;"FORZA ITALIA";"3692"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"PRI-LIB-ELDR.";"2"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"CDU";"25"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"PPI (POP)";"131"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"LISTA EMMA BONINO";"11"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"DEMOCRATICI SINISTRA";"16"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"LEGA NORD";"1"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"RIFONDAZIONE COMUNISTA";"6"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"MOV.SOC.TRICOLORE";"15"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"FED.DEI VERDI";"3"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"AN - P.SEGNI";"61"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"COMUNISTI ITALIANI";"1"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"I DEMOCRATICI";"17"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"CENTRO CRIST.DEM.";"2"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"PARTITO PENSIONATI";"6"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"U.D.EUR";"10"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"SDI";"12"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"RINNOVAMENTO IT-DINI";"2"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FAETO";994;;430;;15;"FORZA ITALIA";"76"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"MOV.SOC.TRICOLORE";"2292"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"FED.DEI VERDI";"909"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"AN - P.SEGNI";"17717"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"CDU";"1117"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"RIFONDAZIONE COMUNISTA";"1845"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"LS.CITO LG.AZ.MERID.";"408"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"FORZA ITALIA";"19436"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"LEGA NORD";"124"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"LDR-PS D'AZ-PCONSI";"35"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"CENTRO CRIST.DEM.";"3127"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"PARTITO PENSIONATI";"278"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"U.D.EUR";"3879"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"SDI";"3323"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"LISTA EMMA BONINO";"5490"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"PPI (POP)";"3873"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"COMUNISTI ITALIANI";"637"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"PRI-LIB-ELDR.";"166"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"I DEMOCRATICI";"7285"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"RINNOVAMENTO IT-DINI";"1021"
"ITALIA MERIDIONALE";"PUGLIA";"FOGGIA";"FOGGIA";125552;;96710;;8255;"DEMOCRATICI SINISTRA";"7861"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"DEMOCRATICI SINISTRA";"703"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"PARTITO PENSIONATI";"8"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"MOV.SOC.TRICOLORE";"62"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"RIFONDAZIONE COMUNISTA";"171"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"PPI (POP)";"129"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"COBAS PER L'AUTORG.";"1"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"FORZA ITALIA";"347"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"CENTRO CRIST.DEM.";"52"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"AN - P.SEGNI";"278"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"U.D.EUR";"1"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"RINNOVAMENTO IT-DINI";"7"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"SDI";"62"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"LISTA EMMA BONINO";"98"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"FED.DEI VERDI";"13"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"COMUNISTI ITALIANI";"109"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"CDU";"42"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"PRI-LIB-ELDR.";"10"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"LEGA NORD";"7"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"PART.UMANISTA";"3"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"TUORO SUL TRASIMENO";3144;;2392;;143;"I DEMOCRATICI";"64"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"SDI";"194"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"I DEMOCRATICI";"305"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"FED.DEI VERDI";"73"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"COMUNISTI ITALIANI";"407"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"CDU";"89"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"LEGA NORD";"30"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"LDR-PS D'AZ-PCONSI";"16"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"RINNOVAMENTO IT-DINI";"43"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"MOV.SOC.TRICOLORE";"158"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"U.D.EUR";"17"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"PPI (POP)";"140"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"PARTITO PENSIONATI";"30"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"DEMOCRATICI SINISTRA";"4845"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"RIFONDAZIONE COMUNISTA";"792"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"PART.UMANISTA";"1"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"AN - P.SEGNI";"764"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"CENTRO CRIST.DEM.";"56"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"LS.CITO LG.AZ.MERID.";"3"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"LISTA EMMA BONINO";"449"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"FORZA ITALIA";"1149"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"COBAS PER L'AUTORG.";"6"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"UMBERTIDE                               ";12214;;10317;;444;"PRI-LIB-ELDR.";"41"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"VALFABBRICA";2873;;2013;;85;"RINNOVAMENTO IT-DINI";"9"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"VALFABBRICA";2873;;2013;;85;"FORZA ITALIA";"489"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"VALFABBRICA";2873;;2013;;85;"PRI-LIB-ELDR.";"4"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"VALFABBRICA";2873;;2013;;85;"COBAS PER L'AUTORG.";"1"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"VALFABBRICA";2873;;2013;;85;"LISTA EMMA BONINO";"61"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"VALFABBRICA";2873;;2013;;85;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA CENTRALE";"UMBRIA";"PERUGIA";"VALFABBRICA";2873;;2013;;85;"LEGA NORD";"5"
