"DESCRCIRC";"DESCRREG";"DESCRPROV";"DESCRCOMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTI_LISTA"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CORTENOVA";1029;;949;;95;"PARTITO PENSIONATI";"8"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"PARTITO PENSIONATI";"32"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"DEMOCRATICI SINISTRA";"193"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"CENTRO CRIST.DEM.";"19"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"SDI";"12"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"PPI (POP)";"172"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"COMUNISTI ITALIANI";"40"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"PART.UMANISTA";"6"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"LDR-PS D'AZ-PCONSI";"5"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"U.D.EUR";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"FORZA ITALIA";"774"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"MOV.SOC.TRICOLORE";"25"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"AN - P.SEGNI";"76"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"RIFONDAZIONE COMUNISTA";"90"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"LISTA EMMA BONINO";"234"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"LEGA NORD";"452"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"FED.DEI VERDI";"52"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"UV";"4"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"I DEMOCRATICI";"274"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"LS.CITO LG.AZ.MERID.";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"PRI-LIB-ELDR.";"7"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"RINNOVAMENTO IT-DINI";"17"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"COSTA MASNAGA";3528;;2943;;239;"CDU";"115"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"I DEMOCRATICI";"9"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"RINNOVAMENTO IT-DINI";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"UV";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"FED.DEI VERDI";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"LEGA NORD";"27"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"LISTA EMMA BONINO";"5"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"RIFONDAZIONE COMUNISTA";"7"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"AN - P.SEGNI";"7"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"PRI-LIB-ELDR.";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"MOV.SOC.TRICOLORE";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"SDI";"6"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"PARTITO PENSIONATI";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"DEMOCRATICI SINISTRA";"12"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"CENTRO CRIST.DEM.";"4"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"CDU";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"FORZA ITALIA";"34"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"LS.CITO LG.AZ.MERID.";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"PPI (POP)";"17"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"PART.UMANISTA";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"U.D.EUR";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CRANDOLA VALSASSINA";215;;189;;38;"COMUNISTI ITALIANI";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"RIFONDAZIONE COMUNISTA";"30"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"PPI (POP)";"31"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"LEGA NORD";"136"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"I DEMOCRATICI";"92"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"PRI-LIB-ELDR.";"5"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"U.D.EUR";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"PART.UMANISTA";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"LS.CITO LG.AZ.MERID.";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"FORZA ITALIA";"270"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"CDU";"21"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"CENTRO CRIST.DEM.";"7"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"COMUNISTI ITALIANI";"9"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"FED.DEI VERDI";"10"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"DEMOCRATICI SINISTRA";"109"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"UV";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"LISTA EMMA BONINO";"129"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"AN - P.SEGNI";"32"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"RINNOVAMENTO IT-DINI";"5"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"MOV.SOC.TRICOLORE";"6"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"SDI";"13"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LECCO";"CREMELLA";1143;;1005;;65;"PARTITO PENSIONATI";"9"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"PRI-LIB-ELDR.";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"U.D.EUR";"24"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"PART.UMANISTA";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"PPI (POP)";"65"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"FORZA ITALIA";"467"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"LS.CITO LG.AZ.MERID.";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"CENTRO CRIST.DEM.";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"RINNOVAMENTO IT-DINI";"5"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"MOV.SOC.TRICOLORE";"15"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"SDI";"12"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"DEMOCRATICI SINISTRA";"230"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"CDU";"28"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"PARTITO PENSIONATI";"23"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"COMUNISTI ITALIANI";"31"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"I DEMOCRATICI";"80"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"UV";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"FED.DEI VERDI";"19"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"LEGA NORD";"90"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"AN - P.SEGNI";"59"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"LISTA EMMA BONINO";"133"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"SORDIO";1795;;1449;;41;"RIFONDAZIONE COMUNISTA";"68"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"CENTRO CRIST.DEM.";"26"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"SDI";"58"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"PRI-LIB-ELDR.";"11"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"U.D.EUR";"7"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"LDR-PS D'AZ-PCONSI";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"PART.UMANISTA";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"PPI (POP)";"60"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"LS.CITO LG.AZ.MERID.";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"FORZA ITALIA";"901"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"PARTITO PENSIONATI";"36"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"DEMOCRATICI SINISTRA";"567"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"I DEMOCRATICI";"177"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"MOV.SOC.TRICOLORE";"21"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"RINNOVAMENTO IT-DINI";"13"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"AN - P.SEGNI";"133"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"COMUNISTI ITALIANI";"80"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"RIFONDAZIONE COMUNISTA";"182"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"LISTA EMMA BONINO";"316"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"LEGA NORD";"337"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"FED.DEI VERDI";"41"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"UV";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TAVAZZANO CON VILLAVESCO";3886;;3283;;140;"CDU";"55"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"FED.DEI VERDI";"8"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"LEGA NORD";"57"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"UV";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"I DEMOCRATICI";"40"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"LISTA EMMA BONINO";"38"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"RIFONDAZIONE COMUNISTA";"18"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"COMUNISTI ITALIANI";"11"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"AN - P.SEGNI";"23"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"RINNOVAMENTO IT-DINI";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"SDI";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"PARTITO PENSIONATI";"5"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"DEMOCRATICI SINISTRA";"110"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"CENTRO CRIST.DEM.";"10"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"CDU";"8"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"FORZA ITALIA";"138"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"MOV.SOC.TRICOLORE";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"LDR-PS D'AZ-PCONSI";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"U.D.EUR";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"PART.UMANISTA";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"PPI (POP)";"7"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"LS.CITO LG.AZ.MERID.";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TERRANOVA DEI PASSERINI";584;;532;;39;"PRI-LIB-ELDR.";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"MOV.SOC.TRICOLORE";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"U.D.EUR";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"RIFONDAZIONE COMUNISTA";"36"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"PART.UMANISTA";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"COMUNISTI ITALIANI";"24"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"LS.CITO LG.AZ.MERID.";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"FORZA ITALIA";"189"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"CDU";"40"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"CENTRO CRIST.DEM.";"12"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"DEMOCRATICI SINISTRA";"268"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"AN - P.SEGNI";"20"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"SDI";"14"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"RINNOVAMENTO IT-DINI";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"PRI-LIB-ELDR.";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"LDR-PS D'AZ-PCONSI";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"PARTITO PENSIONATI";"9"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"PPI (POP)";"26"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"I DEMOCRATICI";"51"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"LISTA EMMA BONINO";"52"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"LEGA NORD";"93"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"UV";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"TURANO LODIGIANO";1050;;933;;58;"FED.DEI VERDI";"6"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"PARTITO PENSIONATI";"8"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"PRI-LIB-ELDR.";"6"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"U.D.EUR";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"LDR-PS D'AZ-PCONSI";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"PART.UMANISTA";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"PPI (POP)";"7"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"LS.CITO LG.AZ.MERID.";"1"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"FORZA ITALIA";"250"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"CDU";"15"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"DEMOCRATICI SINISTRA";"84"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"CENTRO CRIST.DEM.";"4"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"UV";"0"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"I DEMOCRATICI";"32"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"LEGA NORD";"67"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"LISTA EMMA BONINO";"56"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"RIFONDAZIONE COMUNISTA";"43"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"COMUNISTI ITALIANI";"9"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"AN - P.SEGNI";"35"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"SDI";"9"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"MOV.SOC.TRICOLORE";"5"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"RINNOVAMENTO IT-DINI";"3"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VALERA FRATTA";885;;688;;25;"FED.DEI VERDI";"4"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"I DEMOCRATICI";"25"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"PARTITO PENSIONATI";"15"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"UV";"2"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"LEGA NORD";"64"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"LISTA EMMA BONINO";"86"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"RIFONDAZIONE COMUNISTA";"37"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"COMUNISTI ITALIANI";"29"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"AN - P.SEGNI";"40"
"ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"LODI";"VILLANOVA DEL SILLARO";948;;804;;40;"RINNOVAMENTO IT-DINI";"2"
