"DATA_ELEZIONE";"DESCCIRCEUROPEA";"DESCREGIONE";"DESCPROVINCIA";"DESCCOMUNE";"ELETTORI";"ELETTORI_M";"ELETTORI_F";"VOTANTI";"VOTANTI_M";"VOTANTI_F";"NUMSCHEDEBIANCHE";"NUMSCHEDECONTESTAT";"DESCLISTA";"NUMVOTI"
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"AZIONE - SIAMO EUROPEI";25
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"PARTITO DEMOCRATICO";225
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"ALLEANZA VERDI E SINISTRA";36
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"PACE TERRA DIGNITA'";14
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"LIBERTA'";5
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"ALTERNATIVA POPOLARE";3
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"FORZA ITALIA - NOI MODERATI - PPE";65
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"MOVIMENTO 5 STELLE";21
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"LEGA SALVINI PREMIER";118
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"STATI UNITI D'EUROPA";24
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"FRATELLI D'ITALIA";387
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE NOSSA";1417;706;711;995;484;511;42;4;"RASSEMBLEMENT VALDÔTAIN";1
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"PARTITO DEMOCRATICO";933
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"AZIONE - SIAMO EUROPEI";121
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"ALTERNATIVA POPOLARE";7
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"FRATELLI D'ITALIA";1233
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"STATI UNITI D'EUROPA";119
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"LEGA SALVINI PREMIER";557
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"MOVIMENTO 5 STELLE";133
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"FORZA ITALIA - NOI MODERATI - PPE";259
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"PACE TERRA DIGNITA'";66
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"LIBERTA'";26
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"RASSEMBLEMENT VALDÔTAIN";4
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTERANICA";5643;2800;2843;3882;1924;1958;63;2;"ALLEANZA VERDI E SINISTRA";283
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"RASSEMBLEMENT VALDÔTAIN";8
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"LIBERTA'";18
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"PACE TERRA DIGNITA'";70
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"ALLEANZA VERDI E SINISTRA";291
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"PARTITO DEMOCRATICO";1072
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"MOVIMENTO 5 STELLE";209
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"ALTERNATIVA POPOLARE";9
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"LEGA SALVINI PREMIER";582
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"STATI UNITI D'EUROPA";117
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"FRATELLI D'ITALIA";1388
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"FORZA ITALIA - NOI MODERATI - PPE";284
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTE SAN PIETRO";8525;4232;4293;4299;2106;2193;34;0;"AZIONE - SIAMO EUROPEI";121
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"ALTERNATIVA POPOLARE";3
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"AZIONE - SIAMO EUROPEI";34
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"PARTITO DEMOCRATICO";301
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"ALLEANZA VERDI E SINISTRA";85
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"PACE TERRA DIGNITA'";21
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"LIBERTA'";12
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"RASSEMBLEMENT VALDÔTAIN";6
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"FORZA ITALIA - NOI MODERATI - PPE";128
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"MOVIMENTO 5 STELLE";57
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"LEGA SALVINI PREMIER";340
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"STATI UNITI D'EUROPA";48
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIDA";2601;1339;1262;1665;851;814;57;0;"FRATELLI D'ITALIA";514
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"ALTERNATIVA POPOLARE";13
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"AZIONE - SIAMO EUROPEI";48
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"PARTITO DEMOCRATICO";475
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"ALLEANZA VERDI E SINISTRA";97
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"PACE TERRA DIGNITA'";28
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"FRATELLI D'ITALIA";872
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"RASSEMBLEMENT VALDÔTAIN";2
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"FORZA ITALIA - NOI MODERATI - PPE";172
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"MOVIMENTO 5 STELLE";100
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"LEGA SALVINI PREMIER";403
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"STATI UNITI D'EUROPA";51
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PONTIROLO NUOVO";3774;1892;1882;2433;1198;1235;56;0;"LIBERTA'";21
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"LIBERTA'";20
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"RASSEMBLEMENT VALDÔTAIN";2
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"FORZA ITALIA - NOI MODERATI - PPE";144
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"MOVIMENTO 5 STELLE";91
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"LEGA SALVINI PREMIER";530
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"PACE TERRA DIGNITA'";32
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"FRATELLI D'ITALIA";745
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"ALTERNATIVA POPOLARE";10
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"AZIONE - SIAMO EUROPEI";61
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"PARTITO DEMOCRATICO";569
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"ALLEANZA VERDI E SINISTRA";114
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRADALUNGA";3668;1806;1862;2536;1237;1299;57;0;"STATI UNITI D'EUROPA";81
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"ALTERNATIVA POPOLARE";1
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"AZIONE - SIAMO EUROPEI";16
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"PARTITO DEMOCRATICO";156
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"ALLEANZA VERDI E SINISTRA";57
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"PACE TERRA DIGNITA'";13
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"FRATELLI D'ITALIA";281
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"RASSEMBLEMENT VALDÔTAIN";0
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"FORZA ITALIA - NOI MODERATI - PPE";74
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"MOVIMENTO 5 STELLE";31
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"LEGA SALVINI PREMIER";117
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"STATI UNITI D'EUROPA";20
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREDORE";1570;760;810;805;409;396;10;0;"LIBERTA'";6
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"ALTERNATIVA POPOLARE";2
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"AZIONE - SIAMO EUROPEI";12
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"PARTITO DEMOCRATICO";89
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"ALLEANZA VERDI E SINISTRA";22
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"PACE TERRA DIGNITA'";9
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"FRATELLI D'ITALIA";268
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"RASSEMBLEMENT VALDÔTAIN";1
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"FORZA ITALIA - NOI MODERATI - PPE";41
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"MOVIMENTO 5 STELLE";21
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"LEGA SALVINI PREMIER";109
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"STATI UNITI D'EUROPA";10
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PREMOLO";954;492;462;639;330;309;24;0;"LIBERTA'";13
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"AZIONE - SIAMO EUROPEI";85
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"PARTITO DEMOCRATICO";631
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"ALLEANZA VERDI E SINISTRA";118
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"PACE TERRA DIGNITA'";45
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"LIBERTA'";14
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"ALTERNATIVA POPOLARE";8
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"FORZA ITALIA - NOI MODERATI - PPE";161
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"MOVIMENTO 5 STELLE";107
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"LEGA SALVINI PREMIER";363
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"STATI UNITI D'EUROPA";66
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"FRATELLI D'ITALIA";715
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PRESEZZO";3827;1869;1958;2423;1166;1257;38;0;"RASSEMBLEMENT VALDÔTAIN";4
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"AZIONE - SIAMO EUROPEI";23
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"PARTITO DEMOCRATICO";69
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"ALLEANZA VERDI E SINISTRA";24
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"PACE TERRA DIGNITA'";5
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"LIBERTA'";4
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"ALTERNATIVA POPOLARE";0
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"FORZA ITALIA - NOI MODERATI - PPE";65
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"MOVIMENTO 5 STELLE";11
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"LEGA SALVINI PREMIER";127
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"STATI UNITI D'EUROPA";7
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"FRATELLI D'ITALIA";296
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"PUMENENGO";1287;647;640;662;329;333;9;0;"RASSEMBLEMENT VALDÔTAIN";1
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"ALTERNATIVA POPOLARE";5
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"AZIONE - SIAMO EUROPEI";104
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"PARTITO DEMOCRATICO";936
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"ALLEANZA VERDI E SINISTRA";193
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"PACE TERRA DIGNITA'";59
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"FRATELLI D'ITALIA";1078
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"RASSEMBLEMENT VALDÔTAIN";6
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"FORZA ITALIA - NOI MODERATI - PPE";241
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"MOVIMENTO 5 STELLE";103
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"LEGA SALVINI PREMIER";385
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"STATI UNITI D'EUROPA";100
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANICA";4897;2369;2528;3370;1634;1736;59;0;"LIBERTA'";38
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANZANICO";1101;567;534;751;380;371;17;0;"AZIONE - SIAMO EUROPEI";24
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANZANICO";1101;567;534;751;380;371;17;0;"PARTITO DEMOCRATICO";106
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANZANICO";1101;567;534;751;380;371;17;0;"ALLEANZA VERDI E SINISTRA";13
9/6/2024 00:00:00;"I : ITALIA NORD-OCCIDENTALE";"LOMBARDIA";"BERGAMO";"RANZANICO";1101;567;534;751;380;371;17;0;"PACE TERRA DIGNITA'";7
