"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTILISTA"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"AB.SCORP.VERDI VERDI";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"FORZA ITALIA";"289"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"FIAMMA TRICOLORE";"92"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"P.SEGNI SCOGNAMIGLIO";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"ALLEANZA NAZIONALE";"442"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"FED.DEI VERDI";"22"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"PARTITO PENSIONATI";"16"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"COMUNISTI ITALIANI";"36"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"RIFONDAZIONE COMUNISTA";"157"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"UNITI NELL'ULIVO";"364"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"MOV.IDEA SOC. RAUTI";"23"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"A.P. UDEUR";"88"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"SOCIALISTI UNITI";"39"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"LEGA NORD";"11"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BALSORANO";3217;1601;2400;1218;215;"DIPIETRO OCCHETTO";"19"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"DIPIETRO OCCHETTO";"9"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"LEGA NORD";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"SOCIALISTI UNITI";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"A.P. UDEUR";"4"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"PARTITO PENSIONATI";"6"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"UNITI NELL'ULIVO";"128"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"RIFONDAZIONE COMUNISTA";"25"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"COMUNISTI ITALIANI";"16"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"P.SEGNI SCOGNAMIGLIO";"5"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"FIAMMA TRICOLORE";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"ALLEANZA NAZIONALE";"46"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"UNIONE DI CENTRO";"57"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"ALLEANZA LOMBARDA AUTONOMIA";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"AB.SCORP.VERDI VERDI";"4"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"PAESE NUOVO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"PRI I LIBERAL SGARBI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"FED.DEI VERDI";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"FORZA ITALIA";"84"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"ALTERNATIVA SOCIALE";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARETE";583;279;463;229;31;"LISTA EMMA BONINO";"7"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"ALLEANZA LOMBARDA AUTONOMIA";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"ALTERNATIVA SOCIALE";"7"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"FED.DEI VERDI";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"FIAMMA TRICOLORE";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"FORZA ITALIA";"162"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"COMUNISTI ITALIANI";"17"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"AB.SCORP.VERDI VERDI";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"LISTA EMMA BONINO";"15"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"UNIONE DI CENTRO";"130"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"PAESE NUOVO";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"PRI I LIBERAL SGARBI";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"RIFONDAZIONE COMUNISTA";"71"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"DIPIETRO OCCHETTO";"22"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"SOCIALISTI UNITI";"33"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"A.P. UDEUR";"18"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"MOV.IDEA SOC. RAUTI";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"PARTITO PENSIONATI";"11"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"UNITI NELL'ULIVO";"351"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"ALLEANZA NAZIONALE";"202"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARISCIANO";1616;777;1260;596;120;"LEGA NORD";"5"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"SOCIALISTI UNITI";"9"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"FORZA ITALIA";"96"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"LEGA NORD";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"DIPIETRO OCCHETTO";"7"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"RIFONDAZIONE COMUNISTA";"25"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"LISTA EMMA BONINO";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"PRI I LIBERAL SGARBI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"PAESE NUOVO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"ALLEANZA LOMBARDA AUTONOMIA";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"UNIONE DI CENTRO";"99"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"FIAMMA TRICOLORE";"7"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"FED.DEI VERDI";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"ALTERNATIVA SOCIALE";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"ALLEANZA NAZIONALE";"70"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"COMUNISTI ITALIANI";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"AB.SCORP.VERDI VERDI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"PARTITO PENSIONATI";"4"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"UNITI NELL'ULIVO";"89"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"A.P. UDEUR";"5"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BARREA";744;372;515;267;55;"MOV.IDEA SOC. RAUTI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"A.P. UDEUR";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"COMUNISTI ITALIANI";"4"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"AB.SCORP.VERDI VERDI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"ALLEANZA NAZIONALE";"29"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"UNIONE DI CENTRO";"14"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"ALLEANZA LOMBARDA AUTONOMIA";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"PAESE NUOVO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"PRI I LIBERAL SGARBI";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"LISTA EMMA BONINO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"RIFONDAZIONE COMUNISTA";"23"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"DIPIETRO OCCHETTO";"13"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"SOCIALISTI UNITI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"PARTITO PENSIONATI";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"UNITI NELL'ULIVO";"39"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"FIAMMA TRICOLORE";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"FED.DEI VERDI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"ALTERNATIVA SOCIALE";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"FORZA ITALIA";"47"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BISEGNA";448;234;206;100;10;"LEGA NORD";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"LEGA NORD";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"UNITI NELL'ULIVO";"152"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"UNIONE DI CENTRO";"86"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"PARTITO PENSIONATI";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"A.P. UDEUR";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"SOCIALISTI UNITI";"9"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"DIPIETRO OCCHETTO";"28"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"LISTA EMMA BONINO";"5"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"PRI I LIBERAL SGARBI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"RIFONDAZIONE COMUNISTA";"25"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"ALLEANZA LOMBARDA AUTONOMIA";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"ALTERNATIVA SOCIALE";"43"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"ALLEANZA NAZIONALE";"118"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"AB.SCORP.VERDI VERDI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"COMUNISTI ITALIANI";"5"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"FORZA ITALIA";"247"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"FIAMMA TRICOLORE";"10"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"FED.DEI VERDI";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"P.SEGNI SCOGNAMIGLIO";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"BUGNARA";1128;545;889;443;99;"PAESE NUOVO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"DIPIETRO OCCHETTO";"9"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"SOCIALISTI UNITI";"36"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"A.P. UDEUR";"20"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"MOV.IDEA SOC. RAUTI";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"PARTITO PENSIONATI";"10"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"RIFONDAZIONE COMUNISTA";"45"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"LISTA EMMA BONINO";"12"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"UNITI NELL'ULIVO";"331"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"FORZA ITALIA";"184"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"PRI I LIBERAL SGARBI";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"COMUNISTI ITALIANI";"22"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"AB.SCORP.VERDI VERDI";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"ALLEANZA NAZIONALE";"124"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"UNIONE DI CENTRO";"55"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"ALLEANZA LOMBARDA AUTONOMIA";"6"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"LEGA NORD";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"PAESE NUOVO";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"P.SEGNI SCOGNAMIGLIO";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"ALTERNATIVA SOCIALE";"5"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"FIAMMA TRICOLORE";"11"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAGNANO AMITERNO";1308;633;1106;565;153;"FED.DEI VERDI";"7"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"PARTITO PENSIONATI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"ALLEANZA LOMBARDA AUTONOMIA";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"SOCIALISTI UNITI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"LEGA NORD";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"DIPIETRO OCCHETTO";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"RIFONDAZIONE COMUNISTA";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"LISTA EMMA BONINO";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"PRI I LIBERAL SGARBI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"PAESE NUOVO";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"A.P. UDEUR";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"ALLEANZA NAZIONALE";"14"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"AB.SCORP.VERDI VERDI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"COMUNISTI ITALIANI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"FORZA ITALIA";"13"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"FIAMMA TRICOLORE";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"FED.DEI VERDI";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"ALTERNATIVA SOCIALE";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"UNIONE DI CENTRO";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CALASCIO";225;105;81;45;3;"UNITI NELL'ULIVO";"32"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"PARTITO PENSIONATI";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"PAESE NUOVO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"PRI I LIBERAL SGARBI";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"LISTA EMMA BONINO";"11"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"RIFONDAZIONE COMUNISTA";"31"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"DIPIETRO OCCHETTO";"31"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"LEGA NORD";"4"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"SOCIALISTI UNITI";"12"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"MOV.IDEA SOC. RAUTI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"ALLEANZA NAZIONALE";"62"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"UNITI NELL'ULIVO";"182"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"A.P. UDEUR";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"AB.SCORP.VERDI VERDI";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"COMUNISTI ITALIANI";"8"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"FORZA ITALIA";"114"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"FIAMMA TRICOLORE";"6"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"FED.DEI VERDI";"4"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"ALTERNATIVA SOCIALE";"7"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"UNIONE DI CENTRO";"123"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPO DI GIOVE";862;416;640;314;18;"ALLEANZA LOMBARDA AUTONOMIA";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"UNITI NELL'ULIVO";"129"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"PARTITO PENSIONATI";"5"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"ALLEANZA LOMBARDA AUTONOMIA";"3"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"PAESE NUOVO";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"LISTA EMMA BONINO";"1"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"RIFONDAZIONE COMUNISTA";"37"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"DIPIETRO OCCHETTO";"11"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"LEGA NORD";"0"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"SOCIALISTI UNITI";"15"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"A.P. UDEUR";"2"
"ITALIA MERIDIONALE";"Abruzzi";"L'Aquila ";"CAMPOTOSTO";728;390;463;264;29;"UNIONE DI CENTRO";"38"
