"CIRCOSCRIZIONE";"REGIONE";"PROVINCIA";"COMUNE";"ELETTORI";"ELETTORI_MASCHI";"VOTANTI";"VOTANTI_MASCHI";"SCHEDE_BIANCHE";"LISTA";"VOTILISTA"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"ALTERNATIVA SOCIALE";"42"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"FIAMMA TRICOLORE";"17"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"UNITI NELL'ULIVO";"1265"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"FED.DEI VERDI";"41"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"LISTA EMMA BONINO";"60"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"PAESE NUOVO";"42"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"SOCIALISTI UNITI";"14"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"ALLEANZA LOMBARDA AUTONOMIA";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"AB.SCORP.VERDI VERDI";"11"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"FORZA ITALIA";"981"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"PRI I LIBERAL SGARBI";"14"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"LEGA NORD";"4"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"P.SEGNI SCOGNAMIGLIO";"4"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"LISTA CONSUMATORI";"49"
"ITALIA INSULARE";"Sicilia";"Palermo";"CAPACI";8878;4398;4537;2360;113;"A.P. UDEUR";"96"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"FED.DEI VERDI";"129"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"UNITI NELL'ULIVO";"1991"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"COMUNISTI ITALIANI";"99"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"LISTA EMMA BONINO";"145"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"DIPIETRO OCCHETTO";"91"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"ALTERNATIVA SOCIALE";"79"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"PARTITO PENSIONATI";"66"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"PAESE NUOVO";"67"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"RIFONDAZIONE COMUNISTA";"390"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"SOCIALISTI UNITI";"59"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"FIAMMA TRICOLORE";"54"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"P.SEGNI SCOGNAMIGLIO";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"LISTA CONSUMATORI";"94"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"LEGA NORD";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"PRI I LIBERAL SGARBI";"27"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"FORZA ITALIA";"2868"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"A.P. UDEUR";"110"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"AB.SCORP.VERDI VERDI";"21"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"ALLEANZA LOMBARDA AUTONOMIA";"6"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"ALLEANZA NAZIONALE";"1212"
"ITALIA INSULARE";"Sicilia";"Palermo";"CARINI";24175;12074;9280;4817;265;"UNIONE DI CENTRO";"950"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"FORZA ITALIA";"872"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"PRI I LIBERAL SGARBI";"17"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"AB.SCORP.VERDI VERDI";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"PARTITO PENSIONATI";"17"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"UNIONE DI CENTRO";"560"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"DIPIETRO OCCHETTO";"35"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"ALTERNATIVA SOCIALE";"17"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"LEGA NORD";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"UNITI NELL'ULIVO";"1512"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"LISTA EMMA BONINO";"56"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"SOCIALISTI UNITI";"21"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"ALLEANZA NAZIONALE";"484"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"COMUNISTI ITALIANI";"41"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"ALLEANZA LOMBARDA AUTONOMIA";"3"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"PAESE NUOVO";"85"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"FED.DEI VERDI";"156"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"FIAMMA TRICOLORE";"30"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"P.SEGNI SCOGNAMIGLIO";"6"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"LISTA CONSUMATORI";"35"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"A.P. UDEUR";"78"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELBUONO";7887;3749;4879;2499;151;"RIFONDAZIONE COMUNISTA";"168"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"UNIONE DI CENTRO";"363"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"DIPIETRO OCCHETTO";"55"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"ALTERNATIVA SOCIALE";"26"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"LEGA NORD";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"COMUNISTI ITALIANI";"20"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"PARTITO PENSIONATI";"26"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"SOCIALISTI UNITI";"91"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"UNITI NELL'ULIVO";"1304"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"ALLEANZA LOMBARDA AUTONOMIA";"25"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"AB.SCORP.VERDI VERDI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"PAESE NUOVO";"143"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"RIFONDAZIONE COMUNISTA";"107"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"FED.DEI VERDI";"46"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"FIAMMA TRICOLORE";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"P.SEGNI SCOGNAMIGLIO";"14"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"LISTA CONSUMATORI";"32"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"A.P. UDEUR";"178"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"FORZA ITALIA";"1266"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"PRI I LIBERAL SGARBI";"39"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"LISTA EMMA BONINO";"42"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELDACCIA";7851;3807;4667;2340;129;"ALLEANZA NAZIONALE";"380"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"AB.SCORP.VERDI VERDI";"3"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"FORZA ITALIA";"290"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"PRI I LIBERAL SGARBI";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"LISTA EMMA BONINO";"19"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"PAESE NUOVO";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"SOCIALISTI UNITI";"14"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"ALLEANZA LOMBARDA AUTONOMIA";"0"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"LISTA CONSUMATORI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"COMUNISTI ITALIANI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"RIFONDAZIONE COMUNISTA";"74"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"P.SEGNI SCOGNAMIGLIO";"6"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"A.P. UDEUR";"222"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"FED.DEI VERDI";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"UNITI NELL'ULIVO";"538"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"ALLEANZA NAZIONALE";"188"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"PARTITO PENSIONATI";"4"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"UNIONE DI CENTRO";"296"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"DIPIETRO OCCHETTO";"17"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"ALTERNATIVA SOCIALE";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"LEGA NORD";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTELLANA SICULA";3243;1525;2110;1033;94;"FIAMMA TRICOLORE";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"UNIONE DI CENTRO";"358"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"P.SEGNI SCOGNAMIGLIO";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"FIAMMA TRICOLORE";"6"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"FED.DEI VERDI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"RIFONDAZIONE COMUNISTA";"32"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"ALLEANZA NAZIONALE";"140"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"PARTITO PENSIONATI";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"PAESE NUOVO";"3"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"A.P. UDEUR";"96"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"PRI I LIBERAL SGARBI";"104"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"FORZA ITALIA";"200"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"COMUNISTI ITALIANI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"LISTA CONSUMATORI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"DIPIETRO OCCHETTO";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"SOCIALISTI UNITI";"41"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"AB.SCORP.VERDI VERDI";"0"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"LISTA EMMA BONINO";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"UNITI NELL'ULIVO";"537"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"LEGA NORD";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"ALTERNATIVA SOCIALE";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CASTRONUOVO DI SICILIA";2844;1356;1869;946;102;"ALLEANZA LOMBARDA AUTONOMIA";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"RIFONDAZIONE COMUNISTA";"28"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"ALLEANZA NAZIONALE";"40"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"PARTITO PENSIONATI";"0"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"FIAMMA TRICOLORE";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"A.P. UDEUR";"12"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"FED.DEI VERDI";"3"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"UNIONE DI CENTRO";"241"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"LISTA CONSUMATORI";"0"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"AB.SCORP.VERDI VERDI";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"DIPIETRO OCCHETTO";"0"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"FORZA ITALIA";"103"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"SOCIALISTI UNITI";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"PAESE NUOVO";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"P.SEGNI SCOGNAMIGLIO";"4"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"LISTA EMMA BONINO";"5"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"COMUNISTI ITALIANI";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"UNITI NELL'ULIVO";"109"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"LEGA NORD";"4"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"ALTERNATIVA SOCIALE";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"PRI I LIBERAL SGARBI";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALA' DIANA";841;403;590;304;10;"ALLEANZA LOMBARDA AUTONOMIA";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"PAESE NUOVO";"45"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"ALLEANZA NAZIONALE";"1865"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"UNITI NELL'ULIVO";"2099"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"LEGA NORD";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"ALTERNATIVA SOCIALE";"48"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"DIPIETRO OCCHETTO";"100"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"UNIONE DI CENTRO";"420"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"PARTITO PENSIONATI";"31"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"RIFONDAZIONE COMUNISTA";"113"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"LISTA EMMA BONINO";"102"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"SOCIALISTI UNITI";"22"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"ALLEANZA LOMBARDA AUTONOMIA";"3"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"AB.SCORP.VERDI VERDI";"12"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"FORZA ITALIA";"1633"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"PRI I LIBERAL SGARBI";"80"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"FED.DEI VERDI";"65"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"FIAMMA TRICOLORE";"58"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"P.SEGNI SCOGNAMIGLIO";"11"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"COMUNISTI ITALIANI";"40"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"LISTA CONSUMATORI";"65"
"ITALIA INSULARE";"Sicilia";"Palermo";"CEFALU'";12812;6175;7767;3911;236;"A.P. UDEUR";"54"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"UNIONE DI CENTRO";"356"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"PARTITO PENSIONATI";"3"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"ALLEANZA NAZIONALE";"883"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"RIFONDAZIONE COMUNISTA";"43"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"FED.DEI VERDI";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"FIAMMA TRICOLORE";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"DIPIETRO OCCHETTO";"15"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"LISTA CONSUMATORI";"16"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"PAESE NUOVO";"12"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"P.SEGNI SCOGNAMIGLIO";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"ALTERNATIVA SOCIALE";"6"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"LEGA NORD";"8"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"UNITI NELL'ULIVO";"687"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"LISTA EMMA BONINO";"18"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"A.P. UDEUR";"19"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"SOCIALISTI UNITI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"ALLEANZA LOMBARDA AUTONOMIA";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"AB.SCORP.VERDI VERDI";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"FORZA ITALIA";"592"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"PRI I LIBERAL SGARBI";"2"
"ITALIA INSULARE";"Sicilia";"Palermo";"CERDA";4322;2086;3024;1552;85;"COMUNISTI ITALIANI";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"PARTITO PENSIONATI";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"ALLEANZA LOMBARDA AUTONOMIA";"3"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"LISTA CONSUMATORI";"9"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"P.SEGNI SCOGNAMIGLIO";"0"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"FIAMMA TRICOLORE";"36"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"FED.DEI VERDI";"12"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"PRI I LIBERAL SGARBI";"6"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"ALLEANZA NAZIONALE";"427"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"A.P. UDEUR";"21"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"UNIONE DI CENTRO";"373"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"ALTERNATIVA SOCIALE";"7"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"LEGA NORD";"0"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"UNITI NELL'ULIVO";"213"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"COMUNISTI ITALIANI";"5"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"AB.SCORP.VERDI VERDI";"1"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"FORZA ITALIA";"519"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"DIPIETRO OCCHETTO";"13"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"SOCIALISTI UNITI";"19"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"RIFONDAZIONE COMUNISTA";"17"
"ITALIA INSULARE";"Sicilia";"Palermo";"CHIUSA SCLAFANI";3043;1407;1927;941;71;"LISTA EMMA BONINO";"8"
