,teryt_code,eligible_voters,issued_ballots,spd,cdu,gruene,csu,rep,fdp,oedp,bp,cm,liga,solidariaet,bsa,apd,bfb,familie,dsu,graue,naturgesetz,autonome,npd,forum,pbc,pass,pds,pead,statt
0,A_01001,69149,31592,13008,10616,3999,0,560,1032,108,23,44,20,15,10,224,457,0,15,374,108,75,74,37,74,61,243,13,143
1,A_01002,191055,93879,34973,29314,16315,0,1821,3311,679,68,102,86,44,28,517,1581,0,57,712,244,148,129,175,132,176,1426,11,1056
2,A_01003,171742,80540,30966,29316,9870,0,2258,2388,281,64,125,68,34,13,412,844,0,57,638,229,76,222,113,133,112,647,18,846
3,A_01004,64402,27949,11292,10497,2512,0,626,866,59,27,54,31,8,8,149,297,0,13,193,76,26,55,38,132,26,197,6,412
4,A_01051,104652,52843,18886,23748,4234,0,1017,1768,131,33,59,28,26,10,331,506,0,43,374,139,74,110,49,56,74,179,12,244
5,A_01053,131109,70504,22990,28796,7934,0,2032,3000,242,70,120,34,24,20,481,1049,0,43,553,197,69,338,83,125,108,396,11,914
6,A_01054,122895,61105,21732,26353,6309,0,729,2461,168,43,90,35,32,18,362,610,0,35,448,188,68,140,64,107,93,233,9,171
7,A_01055,154296,82552,29528,35506,7245,0,1838,2758,289,63,130,43,31,23,516,962,0,71,496,254,108,171,81,201,88,380,18,535
8,A_01056,216310,116797,39008,45194,16091,0,2562,5200,316,153,182,64,50,26,751,1681,0,67,955,317,122,210,132,248,175,850,16,1045
9,A_01057,95811,53125,18801,21877,5827,0,974,1899,212,46,72,27,26,20,331,796,0,29,375,141,62,99,39,71,46,359,9,280
10,A_01058,199975,103147,35635,43557,11309,0,1693,4005,391,92,140,63,33,37,572,1346,0,69,700,307,122,169,93,251,125,575,22,576
11,A_01059,142665,74715,27186,32283,7253,0,1002,2413,226,52,90,42,36,32,418,903,0,58,556,255,88,124,51,143,95,323,8,279
12,A_01060,180242,91471,29115,38379,10968,0,1939,3984,317,82,161,49,46,32,638,1223,0,59,755,278,95,202,117,202,127,605,17,1084
13,A_01061,103372,53138,19284,22370,5424,0,1014,1683,141,41,92,34,36,18,297,475,0,40,318,145,65,144,31,146,79,211,16,245
14,A_01062,162833,90356,28102,36570,12550,0,1952,4111,536,89,120,43,27,34,541,1477,0,59,774,258,83,121,116,123,80,589,11,977
17,A_02000,1245025,644190,220503,204760,117417,0,19671,23419,1817,565,773,240,192,141,2682,9704,0,296,7867,1874,800,957,873,978,891,8919,103,11670
20,A_03101,203078,108591,41153,40437,13416,0,2451,4535,288,86,136,39,37,21,353,1184,0,49,693,227,138,153,123,256,133,1257,13,413
21,A_03102,86974,43397,19793,16271,2469,0,1340,1089,70,48,75,14,12,7,163,390,0,27,249,64,43,92,25,82,76,257,12,150
22,A_03103,97027,51144,20083,21551,3754,0,1362,1398,106,56,71,16,15,12,236,516,0,46,351,94,38,159,29,163,65,274,5,152
23,A_03151,115788,62939,22812,27266,5197,0,1900,2239,131,57,99,34,13,19,265,476,0,38,262,133,87,166,31,586,77,292,11,191
24,A_03152,203198,112279,41039,39550,18078,0,2079,4795,392,119,159,34,40,32,451,1030,0,41,477,201,314,205,160,221,100,1467,19,271
25,A_03153,128363,70303,28748,28674,4905,0,1905,2544,139,72,67,31,23,15,287,607,0,43,285,114,49,119,49,134,63,446,7,187
26,A_03154,80060,43547,18006,18170,2812,0,949,1162,90,33,68,13,8,8,213,408,0,24,189,71,21,257,25,101,46,216,10,102
27,A_03155,120645,68978,32396,24433,4599,0,1799,2614,140,63,86,27,25,17,260,500,0,41,262,89,62,103,38,145,83,326,14,186
28,A_03156,70760,37660,17125,14326,2150,0,1004,1187,92,42,48,10,18,8,185,278,0,12,173,44,21,90,19,51,58,193,4,85
29,A_03157,97011,54105,25636,19034,3963,0,1555,1398,107,42,51,20,18,7,248,379,0,21,274,76,54,84,29,99,55,226,10,148
30,A_03158,94573,54408,22793,21430,4196,0,1272,1978,94,48,47,23,22,10,215,529,0,41,210,106,68,108,44,88,76,279,4,188
31,A_03201,389135,208357,78307,70378,30008,0,6188,8536,693,167,287,68,108,37,730,2158,0,336,2097,505,358,397,283,478,349,3276,51,689
32,A_03251,155541,66740,26038,23260,7531,0,1598,3944,317,65,103,33,26,17,300,643,0,26,329,142,52,105,35,162,85,441,21,295
33,A_03252,126426,68196,28872,25145,5838,0,2174,2651,145,70,125,30,27,16,278,620,0,30,297,125,54,135,40,118,78,367,12,235
34,A_03253,449404,251054,100136,96978,22257,0,7708,10264,640,269,482,113,97,56,1119,2414,0,108,1811,484,245,294,150,432,212,1467,49,889
35,A_03254,224875,131683,55773,51137,10547,0,3515,3746,445,127,245,64,51,33,506,932,0,80,777,236,148,243,100,266,161,685,17,347
36,A_03255,65398,37455,18022,12872,2309,0,923,1441,72,33,53,23,11,10,160,298,0,19,141,67,24,88,13,49,51,157,7,108
37,A_03256,93674,40939,16905,15127,3695,0,1231,1612,88,36,74,17,21,6,214,377,0,25,206,66,44,86,25,53,54,185,9,163
38,A_03257,123777,67304,29774,24032,5335,0,2021,2309,169,53,144,31,31,18,281,659,0,41,354,133,86,140,47,285,105,345,14,218
39,A_03351,135026,70724,22953,31858,5316,0,2558,3274,224,76,139,55,32,19,287,1371,0,43,448,153,52,172,45,313,86,338,8,274
40,A_03352,153955,77495,30808,32030,6536,0,1864,2403,148,49,62,29,17,11,266,740,0,24,366,154,49,184,36,93,84,390,12,378
41,A_03353,163680,91461,28864,36834,11626,0,2796,4440,313,126,164,41,34,14,513,2098,0,53,593,238,81,131,62,212,98,629,12,715
42,A_03354,40617,20901,6086,8723,3464,0,751,640,40,18,33,14,9,8,73,251,0,17,98,43,35,80,12,68,38,161,1,71
43,A_03355,118316,60363,21317,22437,7822,0,1586,2622,190,66,88,32,19,11,246,1013,0,34,356,184,65,131,57,91,78,688,17,630
44,A_03356,81121,43069,17854,14180,5837,0,872,1863,102,35,67,10,11,6,170,323,0,18,271,141,50,90,32,140,54,368,4,177
45,A_03357,114669,58926,20825,26392,5919,0,1107,1933,107,35,104,39,39,16,272,459,0,36,189,113,72,100,30,113,55,293,9,175
46,A_03358,101536,51918,18342,21978,4693,0,1674,1956,355,41,76,24,26,14,259,641,0,30,248,88,41,122,27,214,86,245,9,166
47,A_03359,137937,70807,27411,27951,7255,0,1505,2887,186,58,89,33,12,10,289,610,0,41,363,149,55,182,49,92,77,493,15,385
48,A_03360,76642,41439,15264,17486,3696,0,1132,1465,97,47,73,25,19,12,181,457,0,25,191,81,49,178,28,81,53,173,8,172
49,A_03361,95286,47320,18544,16401,6398,0,1059,2168,110,29,55,22,13,10,219,512,0,18,224,122,58,70,24,167,73,313,4,223
50,A_03401,58978,27117,12314,8902,2371,0,796,1052,70,22,25,7,6,5,139,214,0,11,243,66,24,49,15,28,36,271,2,118
51,A_03402,39855,18869,10848,4258,1688,0,385,607,29,9,31,13,4,7,75,122,0,2,101,21,38,30,9,41,22,156,3,74
52,A_03403,116954,59509,23443,17649,10522,0,930,3182,154,36,72,22,16,13,168,568,0,28,421,157,118,91,66,80,76,973,8,218
53,A_03404,123510,68220,24584,27270,9040,0,1164,2728,161,42,104,18,16,11,233,571,0,30,337,147,56,89,81,84,104,630,16,165
54,A_03405,71643,34959,16500,11373,2862,0,1007,1210,50,25,37,12,12,13,133,338,0,24,244,68,31,38,11,26,77,264,3,141
55,A_03451,78550,36584,15043,13130,3554,0,632,2465,77,22,40,11,10,5,134,299,0,11,155,94,31,57,20,44,29,198,2,123
56,A_03452,137867,69563,39388,18156,5350,0,1073,2082,101,36,94,27,23,15,171,310,0,26,218,120,161,87,30,196,72,364,9,272
57,A_03453,97207,45108,10787,27530,2442,0,567,1398,78,41,126,40,13,18,117,295,0,22,140,97,30,43,14,38,41,138,11,172
58,A_03454,205685,108984,27402,67240,5906,0,1272,2887,226,62,250,53,33,25,299,519,0,56,278,153,113,88,43,79,123,273,12,319
59,A_03455,75986,36465,17139,11697,3153,0,759,1825,84,26,49,14,16,12,119,287,0,13,159,68,30,58,26,42,48,194,3,127
60,A_03456,89892,44609,17223,19860,3174,0,521,1658,395,26,103,24,5,10,134,230,0,19,127,69,38,72,17,79,53,146,2,112
61,A_03457,115717,56769,28753,18444,4061,0,947,1486,192,21,136,24,15,17,180,323,0,15,231,120,50,73,29,398,55,288,13,184
62,A_03458,85063,41225,16211,14813,4434,0,896,2730,84,32,51,19,12,7,188,347,0,19,187,106,27,52,19,56,44,260,5,223
63,A_03459,245807,140743,49188,66547,11971,0,2053,4869,287,94,240,73,48,37,551,778,0,69,515,363,119,160,80,190,136,466,31,311
64,A_03460,80941,43500,9315,26560,2491,0,471,1756,130,36,141,38,17,7,131,1122,0,20,114,76,34,27,12,46,40,114,4,124
65,A_03461,71214,33144,16793,9452,2835,0,617,1840,110,16,42,8,9,4,105,171,0,18,190,72,36,55,13,27,40,175,12,94
66,A_03462,41893,18337,8096,7037,1305,0,311,687,36,17,20,7,2,7,75,124,0,11,71,37,23,30,5,18,22,83,6,60
69,A_04011,414605,222546,87673,60733,37604,0,6251,10284,403,157,332,95,113,114,1093,2131,0,204,2942,786,544,588,288,493,392,5048,48,1730
70,A_04012,96850,47122,20838,13790,5162,0,1749,1874,109,34,52,26,16,29,220,472,0,92,598,158,59,134,35,49,132,471,9,325
73,A_05111,423632,239475,87122,84207,33804,0,6863,12371,590,247,345,96,189,29,797,2284,0,89,3135,496,360,415,185,243,298,2284,99,1044
74,A_05112,381566,207980,110824,52596,18820,0,7715,5181,493,165,288,105,172,45,873,1649,0,73,2313,375,191,555,110,230,321,1910,73,717
75,A_05113,479682,266045,123611,80427,29010,0,7843,10050,816,189,414,137,191,76,1117,1940,0,91,2592,356,253,478,138,335,397,2240,75,1112
76,A_05114,174302,97525,35381,37300,11323,0,2698,4675,339,87,164,41,43,12,393,760,0,27,1558,161,82,161,60,145,142,582,42,393
77,A_05116,200339,108284,37102,44238,12493,0,2532,5565,522,112,162,43,72,23,408,818,0,50,1008,224,126,208,64,128,138,636,25,463
78,A_05117,137507,84858,39986,25121,9542,0,1913,3851,236,70,95,28,34,11,382,569,0,20,803,158,76,137,53,136,114,523,11,293
79,A_05119,169034,94312,50322,24661,8721,0,2542,2594,656,77,111,28,43,24,432,488,0,26,864,164,122,337,35,84,158,654,61,293
80,A_05120,88085,47500,19203,16348,4545,0,1693,2581,273,53,71,21,24,5,185,384,0,19,494,94,70,133,38,96,62,402,14,225
81,A_05122,119222,69113,26506,23965,7109,0,2205,4118,984,65,108,36,27,3,293,523,0,29,717,135,118,142,25,117,92,742,19,324
82,A_05124,278417,154328,61578,48600,19749,0,5468,7918,414,151,273,70,90,17,689,1330,0,58,2353,257,593,335,100,362,186,1605,37,806
83,A_05154,203470,123111,40767,58408,10310,0,2061,5264,859,87,232,67,53,19,356,633,0,61,798,202,89,135,41,135,121,388,35,402
84,A_05158,374930,226170,83835,82994,26072,0,6750,12520,743,233,416,112,156,33,1094,2024,0,90,2267,411,322,435,151,424,254,1456,49,1240
85,A_05162,316602,192371,65563,81469,19356,0,4791,9973,743,196,335,113,155,21,757,1519,0,92,1828,362,150,341,109,169,198,1036,59,845
86,A_05166,209657,123667,42243,53149,12423,0,2518,6330,386,139,202,56,83,19,564,832,0,34,1390,253,98,201,60,127,125,548,37,509
87,A_05170,338380,200705,91223,65436,19909,0,5266,8186,590,166,269,77,116,23,752,1612,0,65,1707,346,208,304,92,218,233,1071,51,724
88,A_05313,171307,110401,32291,46687,18075,0,2066,5095,428,67,124,57,57,11,385,726,0,44,832,225,149,187,107,104,136,1104,19,380
89,A_05314,217793,138277,38675,51713,24285,0,2969,9636,828,249,228,62,74,13,490,2236,0,53,1297,337,161,179,212,294,129,1426,44,1168
90,A_05315,675515,381828,146103,115743,65224,0,11404,19876,1198,289,522,177,245,47,1354,2665,0,129,5037,714,478,659,333,496,404,3981,165,1462
91,A_05316,119155,72122,28266,24969,8618,0,2341,3796,218,59,115,20,66,8,360,550,0,30,712,117,76,106,43,71,68,465,14,288
92,A_05354,222044,140042,57536,54594,11968,0,3836,4293,323,100,166,74,86,23,613,818,0,48,927,231,93,342,57,75,185,560,39,571
93,A_05358,188837,114800,42954,48488,9869,0,2617,4535,304,112,189,69,71,18,504,781,0,55,891,216,109,184,51,94,149,434,36,319
94,A_05362,320053,200341,85709,67998,20728,0,5475,9756,643,149,271,82,104,33,823,1220,0,70,1823,327,150,309,105,168,180,871,54,677
95,A_05366,134918,83990,26606,37524,8016,0,2375,4553,371,72,186,49,58,10,334,493,0,40,678,182,58,130,41,165,72,259,27,301
96,A_05370,169335,105025,33376,50606,8675,0,2312,3922,368,93,208,50,73,19,429,631,0,48,677,240,67,193,39,53,146,334,23,352
97,A_05374,201044,121315,43706,49961,11913,0,3138,5809,470,102,360,109,66,25,465,772,0,45,889,192,88,291,68,469,136,523,28,414
98,A_05378,202250,128551,41046,51136,16642,0,3138,8892,502,106,256,60,80,12,565,1105,0,51,1311,263,110,250,87,389,120,705,32,507
99,A_05382,391508,244979,77612,100414,29966,0,5875,14544,1373,322,458,143,154,30,1131,2533,0,100,2195,591,248,379,147,471,278,1245,75,1309
100,A_05512,91138,54739,28894,16261,4238,0,1363,1183,559,28,53,13,28,7,221,251,0,8,325,73,57,120,13,23,65,301,20,144
101,A_05513,214471,111682,58932,28725,9597,0,5512,2466,253,100,192,38,68,22,539,669,0,27,1038,173,84,315,55,154,221,997,36,382
102,A_05515,206723,139593,41079,52225,28647,0,1831,7970,1135,87,199,62,54,17,299,1264,0,44,950,246,153,152,157,111,133,1392,26,435
103,A_05554,240014,147627,44021,78869,12118,0,1980,4808,726,67,346,65,57,19,397,593,0,50,613,213,111,150,48,102,109,459,32,471
104,A_05558,145488,95299,27376,47818,10423,0,1407,4077,304,84,188,57,46,13,289,468,0,41,575,170,92,126,37,41,102,362,12,300
105,A_05562,496164,287194,138564,90185,26119,0,8943,8295,782,213,414,128,172,45,1367,1800,0,97,2256,490,289,617,122,323,395,1601,62,984
106,A_05566,302751,185010,70125,77826,19130,0,2780,7671,583,92,318,58,68,23,450,933,0,60,858,252,136,390,64,133,144,634,34,542
107,A_05570,196561,126407,42777,57367,12200,0,2289,5386,522,97,240,50,75,16,465,823,0,43,916,207,112,198,57,57,112,527,28,454
108,A_05711,240252,147821,57057,49933,22622,0,3537,5610,563,128,318,59,72,20,481,1163,0,55,1148,244,325,357,105,338,140,1376,34,462
109,A_05754,235404,141645,46753,61083,16985,0,2987,6234,851,113,293,58,57,31,499,947,0,60,911,262,161,255,65,130,146,636,40,452
110,A_05758,189685,113406,48860,39342,11385,0,2833,4209,376,119,211,52,65,28,432,1044,0,48,660,202,141,273,63,233,121,544,35,400
111,A_05762,115223,71943,20885,37765,5671,0,1562,2102,648,66,345,62,18,9,254,534,0,34,319,86,67,134,26,43,68,188,15,169
112,A_05766,270515,164758,66841,56915,18541,0,3897,7838,858,178,434,100,113,28,691,1480,0,100,1023,309,176,461,110,789,199,786,50,606
113,A_05770,239588,138271,60493,46585,13463,0,3305,6439,508,90,276,81,73,16,433,1171,0,64,702,249,276,270,78,512,144,564,28,529
114,A_05774,195986,115468,29855,61180,11740,0,2413,4188,621,113,426,76,60,12,349,748,0,52,655,229,88,174,68,154,133,427,36,384
115,A_05911,304118,180774,91654,48149,20577,0,4818,4956,331,148,282,59,106,35,953,1064,0,43,2005,286,265,453,100,265,307,1717,52,559
116,A_05913,445593,265881,133800,69913,30140,0,8548,8220,599,173,273,85,177,47,1029,1736,0,83,2595,477,348,959,180,206,357,2427,86,926
117,A_05914,157385,84940,38164,27259,7602,0,3602,3109,192,75,231,43,35,8,358,748,0,28,846,147,95,324,56,146,114,504,23,343
118,A_05915,131902,78284,33921,29192,6415,0,2533,2197,253,49,100,30,43,6,270,452,0,31,656,123,47,142,29,86,92,369,16,344
119,A_05916,130606,71290,39272,17838,5989,0,2857,1439,101,41,132,18,55,12,362,381,0,21,615,128,74,247,29,105,115,486,34,216
120,A_05954,270311,166714,80427,46729,18181,0,4889,7065,462,147,302,89,71,22,816,1171,0,52,1370,259,178,361,96,379,256,1050,43,601
121,A_05958,208801,130878,41271,67104,9176,0,2919,4422,435,102,371,74,40,11,524,811,0,48,708,171,149,150,48,73,126,360,27,370
122,A_05962,325755,185227,71292,69948,15766,0,8008,8122,739,189,479,148,125,19,851,1513,0,86,1596,381,160,471,104,863,283,838,77,1014
123,A_05966,98629,61454,17351,34864,3982,0,994,1775,158,49,119,37,19,4,172,307,0,27,295,80,35,72,17,59,54,151,17,207
124,A_05970,219992,131466,53173,46301,12066,0,4546,5946,756,173,484,131,67,20,601,1522,0,69,732,179,114,266,74,1390,165,719,23,493
125,A_05974,215303,133001,47463,57982,12094,0,2722,5651,461,117,418,63,78,25,491,805,0,44,1076,336,140,291,62,106,150,457,40,437
126,A_05978,308207,191011,93079,57165,18829,0,5745,5882,544,159,307,66,99,22,935,1102,0,56,1468,365,127,541,80,200,271,1055,59,800
129,A_06411,100179,56910,17776,17787,11192,0,1711,3357,345,83,91,34,20,25,330,704,0,24,496,153,103,233,82,240,115,770,11,242
130,A_06412,394917,219352,60188,78357,38644,0,11856,9878,1089,321,332,105,87,78,1203,3698,0,132,2298,708,457,736,337,440,459,3901,77,983
131,A_06413,73717,38330,12237,13893,4883,0,2704,1531,131,70,46,33,16,11,220,469,0,25,348,119,67,110,30,36,89,505,7,158
132,A_06414,189928,106158,31927,37929,15438,0,6042,5660,507,195,212,67,100,28,623,2019,0,66,916,265,140,252,96,343,173,942,30,646
133,A_06431,193374,110482,36771,43166,11814,0,5670,4655,436,171,257,149,38,36,780,1200,0,56,688,256,137,372,72,280,184,549,17,538
134,A_06432,198316,116142,41451,38315,15560,0,4189,5787,726,199,219,116,54,28,1011,1423,0,72,793,415,102,751,113,569,233,853,45,514
135,A_06433,166969,95312,37515,30283,11722,0,4208,3597,418,168,142,56,45,29,851,1068,0,50,854,317,134,287,86,236,212,737,39,406
136,A_06434,161643,97953,23907,41068,13087,0,3830,7113,624,163,181,91,39,24,694,2847,0,55,658,331,92,253,87,182,152,634,18,512
137,A_06435,287653,153957,51677,57737,16649,0,8508,5983,711,325,367,152,76,48,1279,1974,0,87,1066,506,190,857,130,381,322,1196,41,756
138,A_06436,156465,95441,23434,40609,12122,0,3963,6023,580,199,198,97,52,22,713,3153,0,45,685,335,119,329,107,136,162,629,24,468
139,A_06437,70241,40175,16499,12679,4073,0,1856,1532,199,80,82,45,24,16,270,460,0,26,185,107,32,151,24,205,71,212,16,145
140,A_06438,230945,134876,37981,55201,17493,0,6045,6259,1180,254,212,108,52,35,1063,2020,0,80,1072,507,134,334,88,219,261,1040,31,682
141,A_06439,133026,74154,22045,29272,9309,0,3518,4146,343,128,124,48,27,19,538,1352,0,45,432,203,89,184,54,179,97,405,14,431
142,A_06440,207164,113319,40405,41244,12009,0,4853,5234,508,171,212,91,42,22,857,1609,0,73,623,347,100,797,111,475,185,676,22,496
143,A_06531,183379,104510,37349,34242,13563,0,4929,5475,572,133,226,249,40,44,745,1488,0,40,579,278,119,367,109,393,188,930,22,452
144,A_06532,191781,96163,36965,32339,8482,0,5214,4121,444,152,463,255,33,30,732,1307,0,76,554,254,83,976,64,1087,192,517,19,389
145,A_06533,126266,70860,24191,31794,5385,0,2263,2249,366,77,141,46,32,18,690,576,0,32,384,190,66,245,49,103,108,293,9,240
146,A_06534,181999,100663,36318,33394,14103,0,5018,3772,503,137,328,181,34,46,598,960,0,46,531,230,161,255,143,829,161,1337,29,319
147,A_06535,91154,48275,18601,17463,3902,0,2743,2110,217,66,92,56,36,22,333,411,0,38,211,104,26,142,26,167,77,206,16,284
148,A_06611,146282,78468,28630,25484,12882,0,2298,3468,256,56,121,50,16,23,371,810,0,39,519,185,92,192,96,232,137,1105,3,332
149,A_06631,156492,95281,21003,51985,7635,0,4405,2984,393,201,523,111,35,21,715,1002,0,69,557,283,44,210,77,312,185,404,25,454
150,A_06632,103158,60043,27496,19128,4313,0,2629,1908,208,75,104,55,19,20,297,659,0,43,288,116,47,359,46,244,96,293,7,313
151,A_06633,187616,108687,53250,31261,10702,0,2680,4155,305,94,159,68,27,25,773,808,0,69,550,227,87,204,82,234,158,642,20,370
152,A_06634,147619,89898,43441,25800,7337,0,3778,3926,241,90,149,144,21,22,554,663,0,60,492,171,49,229,55,201,116,416,14,305
153,A_06635,127582,69449,27107,25108,5482,0,2723,4087,798,88,174,48,26,16,379,706,0,47,372,110,37,283,31,221,105,297,10,225
154,A_06636,93052,51198,24474,15833,4084,0,1500,2184,127,51,77,27,6,19,261,431,0,37,225,154,37,114,34,92,86,267,7,166
157,A_07111,85654,58715,21395,24572,5611,0,1206,1863,236,51,121,15,20,12,221,662,0,27,360,88,40,70,33,107,56,272,12,163
158,A_07131,93057,69325,18972,35069,5380,0,1353,2906,1083,86,177,54,36,25,328,568,0,29,374,141,75,86,44,63,67,202,13,212
159,A_07132,99768,75352,28981,31357,5141,0,1740,3026,221,74,204,65,30,14,339,427,0,21,365,130,51,80,31,423,107,226,19,213
160,A_07133,117973,87507,36166,30257,7786,0,2764,4011,479,82,149,49,46,12,403,570,0,27,476,216,67,223,64,136,117,276,11,425
161,A_07134,71003,49867,21531,16872,3482,0,1902,2456,221,42,50,27,21,10,306,359,0,23,249,126,40,98,21,64,88,150,7,163
162,A_07135,51272,41687,10758,23448,2461,0,910,1019,142,42,104,37,8,7,189,212,0,19,154,69,11,46,11,37,31,69,6,102
163,A_07137,155442,116004,43605,51445,8513,0,2096,3308,482,101,151,75,38,16,486,778,0,29,472,174,67,109,65,164,103,254,13,291
164,A_07138,131885,95207,37232,38661,7407,0,2023,3402,692,89,166,51,39,19,467,673,0,37,547,144,65,129,60,266,78,287,13,292
165,A_07140,77475,60470,20914,25536,4864,0,1460,3255,279,68,154,59,22,8,313,452,0,25,253,131,24,93,34,148,77,167,7,179
166,A_07141,97395,72642,31941,25186,5558,0,2059,2675,298,76,109,48,29,7,421,617,0,17,429,171,44,127,41,155,60,243,12,261
167,A_07143,142950,108947,39762,46854,8101,0,2853,3563,323,132,251,77,57,21,726,718,0,33,608,246,61,140,68,332,114,310,14,304
168,A_07211,77082,49436,17517,19952,5989,0,1039,1687,315,39,116,24,18,9,158,343,0,10,300,79,54,55,44,42,48,325,4,170
169,A_07231,87805,66812,20111,31185,5141,0,1808,2908,261,67,156,47,39,13,349,389,0,30,373,168,56,92,26,51,75,172,11,179
170,A_07232,73195,56724,18184,26948,3787,0,1034,1848,396,39,171,56,20,16,268,262,0,27,295,121,23,60,24,43,62,111,8,120
171,A_07233,47981,37266,10363,19784,2519,0,688,1022,156,43,85,42,13,10,201,191,0,16,223,66,15,40,18,36,34,82,9,110
172,A_07235,103015,82198,29715,35411,6231,0,1836,2349,436,86,169,45,31,24,368,417,0,25,371,160,39,102,28,63,96,263,11,231
173,A_07311,34581,23728,8958,8977,1800,0,1387,830,88,28,51,24,14,11,144,249,0,12,101,76,9,41,22,74,29,116,9,81
174,A_07312,76593,48914,19440,16342,4681,0,2388,1995,410,63,85,53,34,19,283,442,0,32,296,122,41,122,54,106,100,290,9,183
175,A_07313,29897,21754,7965,8087,2405,0,852,813,197,12,43,17,8,2,121,123,0,6,104,59,20,66,23,87,38,90,8,60
176,A_07314,113298,74468,31081,25407,6095,0,4340,2086,315,70,136,39,56,24,390,704,0,45,534,206,70,138,76,156,118,457,24,302
177,A_07315,130589,90262,28689,33160,12002,0,3735,4989,1177,91,201,60,49,24,387,1206,0,67,602,175,106,99,124,108,105,807,15,344
178,A_07316,41677,30510,9435,13147,2873,0,1175,1312,584,19,72,22,11,6,138,244,0,8,148,63,19,75,25,57,38,119,6,81
179,A_07317,39207,25434,10412,8899,2043,0,1327,683,136,30,57,16,9,5,132,211,0,11,143,52,21,72,5,32,47,82,8,94
180,A_07318,35967,25038,9067,9154,2533,0,1210,879,460,33,38,17,14,8,139,229,0,13,137,65,33,38,25,93,24,138,4,80
181,A_07319,59414,38575,15377,13253,3526,0,2397,1349,183,44,79,41,10,12,157,235,0,22,186,108,24,98,23,116,50,162,16,112
182,A_07320,28023,18572,8380,5505,1153,0,809,895,508,18,31,22,16,13,139,164,0,13,86,42,23,52,7,19,34,91,0,70
183,A_07331,85055,66821,27710,20440,6551,0,3467,3285,287,88,109,44,30,16,430,464,0,30,299,190,48,227,41,136,89,215,19,234
184,A_07332,99559,77022,28849,27888,6922,0,3817,3653,628,73,151,65,38,17,457,492,0,18,349,213,50,199,46,203,105,252,14,268
185,A_07333,56336,43615,19791,12367,3684,0,2095,2107,279,60,78,36,25,13,242,279,0,25,193,107,21,175,22,83,70,117,2,111
186,A_07334,83972,64860,22034,26613,5160,0,3297,2307,1198,52,144,53,26,16,323,414,0,31,226,184,42,116,39,206,87,173,14,160
187,A_07335,81110,63757,25508,23471,4398,0,3469,1953,321,101,125,31,22,16,460,369,0,20,276,162,38,163,32,162,116,134,16,171
188,A_07336,62114,47518,24271,12052,3335,0,2935,1379,186,44,62,28,16,12,287,309,0,5,190,108,23,142,21,87,79,134,4,131
189,A_07337,81062,65648,21693,27049,5858,0,2582,2753,499,85,256,53,40,15,383,404,0,31,287,177,62,293,33,242,104,167,20,174
190,A_07338,108122,84852,30669,33155,7092,0,4306,3432,584,111,165,57,28,17,487,709,0,17,392,202,54,136,74,189,105,268,20,279
191,A_07339,139472,107523,38904,38972,11859,0,3703,5507,731,123,209,58,67,23,686,919,0,69,564,275,93,215,88,171,127,557,16,393
192,A_07340,81932,67165,22854,27493,4757,0,3436,2479,480,91,187,67,36,37,509,416,0,23,283,202,41,188,27,131,154,116,18,154
195,A_08111,375099,241831,62710,83118,41131,0,16734,15569,2811,279,376,276,264,46,1243,2479,0,60,1842,644,258,285,297,795,264,2173,76,1865
196,A_08115,234530,159621,37802,62611,23942,0,9366,8866,1415,258,502,408,69,27,1211,1542,0,57,1003,490,146,331,142,1134,183,712,28,1933
197,A_08116,338428,232038,58952,88938,31627,0,16585,12567,2213,356,561,447,88,58,1575,2105,0,78,1265,685,196,354,190,1497,227,1072,82,2572
198,A_08117,176513,116126,32177,43555,12371,0,7982,6098,1943,176,278,222,59,20,716,1125,0,25,683,374,109,285,71,605,138,439,27,743
199,A_08118,330825,226363,58410,83551,31511,0,15770,12232,1771,310,499,375,77,37,1416,2384,0,68,1510,682,209,432,192,1987,257,1093,66,2882
200,A_08119,277073,180555,45059,66041,21705,0,13463,12038,4262,278,463,378,109,42,1187,1643,0,66,1090,471,129,369,139,2386,164,751,38,1078
201,A_08121,81095,50832,15767,17157,5387,0,4759,2541,290,64,97,64,13,6,320,719,0,14,333,134,44,76,33,186,51,281,13,335
202,A_08125,207469,143230,39720,51806,15063,0,11054,7575,1951,170,349,317,50,28,1024,1674,0,38,749,378,86,340,96,1077,108,525,19,905
203,A_08126,72525,48528,11571,19657,5397,0,3280,2885,646,81,162,107,32,9,349,466,0,18,229,207,28,160,45,279,56,181,15,315
204,A_08127,127794,81913,21546,32874,9090,0,4228,4351,1798,142,233,224,37,18,458,587,0,23,346,204,104,288,92,696,104,309,17,403
205,A_08128,100454,72033,15619,33988,6471,0,4534,2611,1057,128,333,122,59,16,449,728,0,31,335,224,39,178,48,368,105,205,13,376
206,A_08135,95958,63602,18820,22567,6892,0,5664,2123,997,74,110,100,18,8,300,416,0,34,266,155,38,60,39,607,43,292,13,243
207,A_08136,220312,147688,38294,64525,15318,0,7993,5400,1464,205,346,291,49,29,709,976,0,50,585,412,103,206,62,585,142,428,27,945
208,A_08211,39631,24614,5433,10598,3235,0,996,1698,179,31,28,55,14,7,136,415,0,7,203,87,16,55,23,73,29,143,5,183
209,A_08212,204701,115343,35141,41603,17584,0,4206,6008,1364,91,128,152,31,15,379,1318,0,33,559,210,133,300,134,414,121,926,31,855
