,teryt_code,eligible_voters,issued_ballots,spd,cdu,fdp,linke,gruene,csu,npd,rep,familie,tierschutz,pbc,mlpd,bueso,bp,psg,volksabstimmung,zentrum,adm,cm,dkp,dvu,violetten,fwd,oedp,piraten,rrp,renter
367,A_14524,297512,189994,27842,67419,23198,51011,8625,0,6697,645,0,0,0,419,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,A_14612,421639,284894,42154,94596,38243,59708,35401,0,7391,564,0,0,0,621,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,A_14625,278070,181901,22643,69375,25083,42477,7969,0,8687,610,0,0,0,515,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,A_14626,238958,149737,18569,55015,19223,36231,7004,0,8035,540,0,0,0,413,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,A_14627,216629,140109,17987,51703,20052,31286,7979,0,6875,404,0,0,0,327,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,A_14628,215674,141214,16725,56001,19910,28970,7346,0,7717,412,0,0,0,258,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,A_14713,415259,274415,49203,75775,33461,69193,32472,0,7344,588,0,0,0,670,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,A_14729,231084,148389,23354,53735,19240,34826,7533,0,5751,462,0,0,0,375,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,A_14730,178447,109628,16927,38440,13747,27765,4783,0,5069,381,0,0,0,261,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,A_15001,76666,47282,8015,13511,4833,15016,2963,0,824,0,0,0,0,132,0,0,0,0,0,0,0,0,151,0,0,0,1163,0,0
377,A_15002,193175,120367,19180,30711,13185,38079,11057,0,1805,0,0,0,0,446,0,0,0,0,0,0,0,0,265,0,0,0,3837,0,0
378,A_15003,195603,119495,22749,31593,10470,37749,8969,0,1690,0,0,0,0,328,0,0,0,0,0,0,0,0,192,0,0,0,3888,0,0
379,A_15081,77695,48913,8467,14866,4167,15540,2237,0,1028,0,0,0,0,101,0,0,0,0,0,0,0,0,183,0,0,0,1074,0,0
380,A_15082,155465,91851,14969,27682,9353,29342,3449,0,2116,0,0,0,0,346,0,0,0,0,0,0,0,0,331,0,0,0,2081,0,0
381,A_15083,155528,95191,16706,29485,10209,28088,3796,0,2075,0,0,0,0,228,0,0,0,0,0,0,0,0,294,0,0,0,2130,0,0
382,A_15084,170595,101689,15478,31627,11300,31808,3780,0,3166,0,0,0,0,191,0,0,0,0,0,0,0,0,305,0,0,0,1972,0,0
383,A_15085,203909,124540,21280,38690,11576,38306,6360,0,2837,0,0,0,0,267,0,0,0,0,0,0,0,0,300,0,0,0,2605,0,0
384,A_15086,83953,51074,8900,15575,5159,15693,2285,0,958,0,0,0,0,103,0,0,0,0,0,0,0,0,167,0,0,0,1190,0,0
385,A_15087,134240,78638,12206,22296,7618,28138,2655,0,2313,0,0,0,0,150,0,0,0,0,0,0,0,0,261,0,0,0,1370,0,0
386,A_15088,171425,103434,15363,31792,12598,32270,4175,0,2455,0,0,0,0,312,0,0,0,0,0,0,0,0,276,0,0,0,2291,0,0
387,A_15089,184713,104530,16764,31283,10440,35240,3865,0,2224,0,0,0,0,261,0,0,0,0,0,0,0,0,261,0,0,0,1994,0,0
388,A_15090,104982,64067,11049,18464,5558,21494,2975,0,1290,0,0,0,0,131,0,0,0,0,0,0,0,0,266,0,0,0,1348,0,0
389,A_15091,120623,75650,11724,24736,7781,22693,3168,0,1803,0,0,0,0,185,0,0,0,0,0,0,0,0,277,0,0,0,1837,0,0
390,A_16051,168109,111894,20367,30696,9811,31877,10454,0,2748,324,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,437,3731,0,0
391,A_16052,85774,54618,8479,14524,5496,19098,2826,0,1695,139,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,209,1410,0,0
392,A_16053,85182,59917,11576,14719,5945,15035,7785,0,954,199,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,240,2848,0,0
393,A_16054,34172,21885,3681,5558,1802,8106,1243,0,588,60,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,78,493,0,0
394,A_16055,51903,35245,5870,9839,3158,8852,4902,0,838,106,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,149,1106,0,0
395,A_16056,35698,23476,4554,6497,1990,6962,1718,0,764,75,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,104,436,0,0
396,A_16061,88017,62024,8325,29408,7146,10170,2672,0,1673,138,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,735,988,0,0
397,A_16062,76624,49247,9488,14325,4550,15260,2553,0,1403,96,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,160,836,0,0
398,A_16063,113572,74071,13585,24085,6385,20540,3434,0,2800,302,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,280,1459,0,0
399,A_16064,92506,58633,10234,19611,6232,15967,2581,0,1598,155,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,219,1106,0,0
400,A_16065,71723,44156,7660,12873,3719,15075,1682,0,1404,124,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,113,775,0,0
401,A_16066,113998,71622,12619,21670,6858,21269,3850,0,2260,310,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,214,1589,0,0
402,A_16067,118433,76719,15556,23846,6709,20399,3883,0,2672,315,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,265,1937,0,0
403,A_16068,63252,40282,6609,12835,4051,11580,1881,0,1510,164,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,150,877,0,0
404,A_16069,58842,36995,6382,11110,3458,11440,1669,0,1093,162,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,122,1027,0,0
405,A_16070,96077,63200,11536,18633,5684,17858,3725,0,2252,198,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,234,2055,0,0
406,A_16071,71622,47584,8083,15230,5351,12340,2775,0,1645,224,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,157,1050,0,0
407,A_16072,52911,32574,5243,9869,2743,11050,1124,0,1217,126,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,82,552,0,0
408,A_16073,102409,65862,11159,19336,6443,19427,3255,0,2999,279,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,263,1730,0,0
409,A_16074,74272,50268,7979,15708,5391,14591,2632,0,1560,236,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,185,1261,0,0
410,A_16075,76127,50503,8602,15565,5156,14962,2275,0,1762,210,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,212,1058,0,0
411,A_16076,95002,63350,10146,20605,7142,17392,3009,0,2036,225,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,308,1489,0,0
412,A_16077,87334,53639,8860,17236,5415,15625,1910,0,2132,172,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,170,1218,0,0
