,teryt_code,eligible_voters,issued_ballots,spd,cdu,fdp,linke,gruene,csu,npd,rep,familie,tierschutz,pbc,mlpd,bueso,bp,psg,volksabstimmung,zentrum,adm,cm,dkp,dvu,violetten,fwd,oedp,piraten,rrp,renter
180,A_08111,365542,271763,53331,76633,49616,20876,53992,0,1690,2123,0,1423,513,397,278,0,0,360,0,73,0,0,122,697,0,938,6042,0,0
181,A_08115,255039,192919,36314,64441,39911,11537,26427,0,2341,1378,0,1136,1131,200,75,0,0,367,0,53,0,0,96,367,0,561,3992,0,0
182,A_08116,359181,272764,53341,90295,52773,15922,41241,0,2404,4147,0,1322,930,233,155,0,0,720,0,146,0,0,91,474,0,755,4472,0,0
183,A_08117,180442,129901,26524,42318,24408,9327,17018,0,1730,1377,0,956,465,79,60,0,0,261,0,46,0,0,68,325,0,523,2371,0,0
184,A_08118,356724,269888,54047,87127,52145,17792,39329,0,2594,2945,0,1745,1156,149,122,0,0,455,0,103,0,0,135,621,0,1121,4968,0,0
185,A_08119,293343,216799,41668,71037,43751,13775,29633,0,2589,2101,0,1305,1315,171,116,0,0,427,0,147,0,0,134,678,0,1187,3818,0,0
186,A_08121,78100,52380,11709,16977,9662,4210,5543,0,717,551,0,290,194,82,15,0,0,95,0,11,0,0,48,67,0,288,1095,0,0
187,A_08125,237106,173386,34365,59677,34945,11488,17908,0,2790,1859,0,1200,1075,124,82,0,0,371,0,75,0,0,155,289,0,1044,3219,0,0
188,A_08126,81788,57616,10019,21265,11344,3958,6111,0,941,588,0,436,345,20,30,0,0,185,0,25,0,0,65,118,0,232,1045,0,0
189,A_08127,141446,96735,17888,31480,17344,7596,13718,0,1488,856,0,634,828,66,48,0,0,216,0,32,0,0,92,199,0,673,1905,0,0
190,A_08128,104567,75437,12653,30832,12930,5114,7446,0,989,743,0,507,239,31,53,0,0,146,0,26,0,0,53,138,0,776,1365,0,0
191,A_08135,96561,67899,15104,22348,10721,5672,8003,0,846,1023,0,412,289,32,49,0,0,165,0,33,0,0,42,134,0,488,1314,0,0
192,A_08136,231115,166360,31143,62425,28756,12255,18536,0,1785,2238,0,909,856,84,70,0,0,392,0,66,0,0,124,334,0,566,2792,0,0
193,A_08211,40129,28536,4870,10662,5666,1911,3830,0,235,139,0,190,57,4,10,0,0,57,0,8,0,0,14,75,0,71,390,0,0
194,A_08212,201833,143521,29227,40566,24654,11807,26051,0,1295,544,0,894,444,133,75,0,0,205,0,28,0,0,76,254,0,405,5008,0,0
195,A_08215,321271,236693,45504,85885,44633,15689,25769,0,2687,2364,0,1798,1169,108,103,0,0,612,0,76,0,0,146,409,0,627,5096,0,0
196,A_08216,168535,117624,22506,45144,19887,8182,12819,0,1492,874,0,905,291,54,73,0,0,259,0,50,0,0,67,246,0,307,2148,0,0
197,A_08221,94575,71160,14774,19465,11651,5550,15750,0,376,173,0,327,132,27,18,0,0,72,0,15,0,0,27,104,0,191,1808,0,0
198,A_08222,198437,134143,32627,38435,19900,14936,18052,0,1772,987,0,1090,238,121,60,0,0,286,0,48,0,0,73,239,0,236,3258,0,0
199,A_08225,111343,77859,15087,32288,12525,5243,6324,0,1026,672,0,632,263,28,45,0,0,186,0,25,0,0,72,136,0,380,1283,0,0
200,A_08226,394890,296205,63509,99184,54244,22320,35703,0,3541,1998,0,2301,757,103,147,0,0,646,0,111,0,0,173,556,0,726,5745,0,0
201,A_08231,78606,50184,9977,17636,9151,4322,5009,0,688,375,0,366,245,24,22,0,0,121,0,10,0,0,42,102,0,95,995,0,0
202,A_08235,111140,80992,14149,30023,15970,5445,8313,0,981,964,0,641,967,45,37,0,0,204,0,27,0,0,41,184,0,225,1432,0,0
203,A_08236,142271,105723,20675,35135,21041,6957,12547,0,1341,1064,0,845,1129,49,45,0,0,329,0,54,0,0,106,235,0,317,2053,0,0
204,A_08237,87783,61820,10301,23335,12290,4092,6151,0,832,991,0,382,731,27,31,0,0,121,0,24,0,0,29,93,0,239,958,0,0
205,A_08311,146846,108805,23208,25980,13787,10745,27267,0,473,518,0,738,289,78,33,0,0,218,0,32,0,0,43,497,0,313,3342,0,0
206,A_08315,187070,139745,27279,46939,23972,8871,22950,0,850,1088,0,1082,596,37,49,0,0,362,0,54,0,0,82,432,0,464,2591,0,0
207,A_08316,119552,86756,18046,27517,14207,6241,13580,0,755,597,0,907,332,25,32,0,0,243,0,47,0,0,47,242,0,315,1903,0,0
208,A_08317,314001,216486,38629,79617,36934,16315,27400,0,2205,1348,0,1568,728,58,105,0,0,637,0,354,0,0,147,547,0,684,3925,0,0
209,A_08325,104415,73826,12111,27625,15259,4405,6726,0,1239,628,0,553,492,26,61,0,0,288,0,72,0,0,74,143,0,1193,1256,0,0
210,A_08326,151537,105430,18101,37237,21693,7157,11943,0,1834,508,0,861,662,77,55,0,0,259,0,156,0,0,89,237,0,409,1917,0,0
211,A_08327,96311,67565,10439,25922,14990,4348,6198,0,1059,498,0,469,290,19,49,0,0,214,0,68,0,0,57,151,0,305,1140,0,0
212,A_08335,197671,140167,26047,43844,29372,9344,20482,0,1309,533,0,1319,419,62,60,0,0,490,0,116,0,0,83,444,0,465,3298,0,0
213,A_08336,160864,109586,24327,33877,18364,7723,16522,0,1012,947,0,795,814,45,46,0,0,407,0,35,0,0,56,190,0,306,2194,0,0
214,A_08337,119343,81655,14888,30336,15182,5021,9672,0,641,951,0,543,443,23,43,0,0,260,0,34,0,0,48,200,0,424,1522,0,0
215,A_08415,198466,145837,25770,48400,28740,10060,21392,0,1820,1283,0,854,585,190,75,0,0,466,0,81,0,0,96,264,0,406,2793,0,0
216,A_08416,152783,118349,22372,34581,19149,9126,24337,0,993,851,0,640,441,116,47,0,0,301,0,33,0,0,58,249,0,524,3161,0,0
217,A_08417,141075,98459,16294,34846,21076,7315,9836,0,1814,989,0,773,497,139,44,0,0,263,0,59,0,0,76,245,0,366,1964,0,0
218,A_08421,80608,58340,11537,17519,9866,4462,10139,0,541,260,0,379,135,83,27,0,0,155,0,19,0,0,33,180,0,261,1991,0,0
219,A_08425,138259,103333,16889,39639,18842,6182,12750,0,1251,950,0,708,511,78,70,0,0,370,0,58,0,0,97,212,0,598,2315,0,0
220,A_08426,141854,102381,14003,43634,18847,5648,10676,0,1230,1148,0,776,347,36,67,0,0,332,0,53,0,0,78,238,0,1179,2054,0,0
221,A_08435,152612,112407,18811,40104,22428,7085,15656,0,1172,547,0,753,306,56,47,0,0,375,0,144,0,0,62,393,0,656,2247,0,0
222,A_08436,202016,145036,21708,54200,26815,9416,20256,0,1421,1085,0,986,559,78,96,0,0,530,0,122,0,0,98,483,0,2322,2627,0,0
223,A_08437,96768,67772,9427,28051,13517,4197,6643,0,786,890,0,473,225,23,47,0,0,220,0,40,0,0,58,172,0,364,1194,0,0
224,A_09161,88713,56446,9416,0,7194,4193,5364,25054,735,434,323,345,101,21,35,287,0,0,0,0,36,0,27,83,0,773,1316,206,0
225,A_09162,895101,657183,125887,0,114675,43891,114430,209354,4257,1922,2028,4243,515,208,510,3572,0,0,0,0,396,0,279,1344,0,5352,15548,4535,0
226,A_09163,41252,26940,4148,0,3803,1497,3307,11039,219,634,125,174,28,11,32,302,0,0,0,0,26,0,6,64,0,349,568,312,0
227,A_09171,82825,56115,8162,0,6839,2870,4400,28369,667,530,369,288,46,11,187,532,0,0,0,0,69,0,29,111,0,678,955,344,0
228,A_09172,74137,50534,6127,0,6586,2468,5280,25365,559,634,245,328,78,5,34,491,0,0,0,0,95,0,36,85,0,588,642,351,0
229,A_09173,90310,66019,7873,0,11184,2992,7323,30544,541,363,388,384,58,13,24,904,0,0,0,0,58,0,43,181,0,681,961,909,0
230,A_09174,98431,73955,10764,0,11333,3396,7757,33612,633,406,444,509,61,19,25,863,0,0,0,0,60,0,43,175,0,928,1414,847,0
231,A_09175,93017,72268,10707,0,12140,3037,9371,30392,458,357,445,493,49,14,32,672,0,0,0,0,51,0,36,148,0,1125,1463,725,0
232,A_09176,94458,71159,11095,0,7864,3765,5463,36220,1128,459,490,375,75,8,52,590,0,0,0,0,78,0,36,88,0,1159,1302,232,0
233,A_09177,92944,68092,8399,0,9954,3228,8087,30696,560,1354,551,466,42,21,22,762,0,0,0,0,63,0,24,141,0,1328,1099,691,0
234,A_09178,117218,86492,11308,0,12991,4615,12688,36047,861,452,614,570,85,18,28,764,0,0,0,0,63,0,34,222,0,1187,2086,1150,0
235,A_09179,150700,116343,18970,0,18986,5573,15826,46905,903,489,642,841,96,18,49,1164,0,0,0,0,81,0,62,242,0,974,2235,1383,0
236,A_09180,65324,47088,4753,0,7974,1762,4061,24065,331,169,265,271,47,9,9,638,0,0,0,0,39,0,30,116,0,841,546,743,0
237,A_09181,85145,63735,8182,0,10263,3005,8370,27610,511,269,390,395,89,7,21,1075,0,0,0,0,78,0,24,198,0,1111,1239,336,0
238,A_09182,71453,52726,6347,0,9207,2053,5324,25129,470,264,280,370,38,10,20,662,0,0,0,0,65,0,25,159,0,478,648,658,0
239,A_09183,83950,56392,6669,0,7153,2771,4523,29343,680,556,420,362,53,9,122,765,0,0,0,0,74,0,34,140,0,839,941,376,0
240,A_09184,228444,180591,30065,0,35216,8157,22785,71526,1080,763,1071,1068,101,19,56,992,0,0,0,0,78,0,85,318,0,1436,3277,1406,0
241,A_09185,69444,48713,6366,0,6508,2759,3456,25412,725,376,344,279,51,5,33,474,0,0,0,0,32,0,23,57,0,395,830,154,0
242,A_09186,88313,63225,8607,0,8857,3505,5712,30289,947,448,407,418,70,13,15,636,0,0,0,0,56,0,32,105,0,691,1497,431,0
243,A_09187,185231,134972,16232,0,19423,5577,14951,63821,967,2326,801,792,121,23,161,2357,0,0,0,0,169,0,67,391,0,2320,1935,1290,0
244,A_09188,94784,75871,10649,0,16647,2821,11111,29619,463,189,306,476,48,11,30,453,0,0,0,0,41,0,39,195,0,637,1196,542,0
245,A_09189,130978,92050,11620,0,11657,4654,11061,43521,1082,786,482,536,167,11,105,1672,0,0,0,0,154,0,35,240,0,1339,1226,837,0
246,A_09190,98684,73009,10577,0,10674,4130,8440,31383,659,397,602,462,83,12,27,1027,0,0,0,0,76,0,37,175,0,1325,1313,887,0
247,A_09261,47214,31482,4610,0,4683,1927,3743,13799,317,154,179,229,20,6,18,168,0,0,0,0,22,0,12,175,0,398,561,156,0
248,A_09262,38176,25011,4230,0,4055,1934,2576,9964,330,107,105,137,27,5,4,109,0,0,0,0,21,0,7,49,0,516,493,100,0
249,A_09263,34307,20617,3089,0,2890,1469,1300,9848,353,186,97,103,21,4,4,121,0,0,0,0,8,0,10,34,0,433,346,94,0
250,A_09271,90845,56548,8112,0,8144,4167,3937,25994,1309,946,429,329,83,10,16,561,0,0,0,0,72,0,24,103,0,673,762,295,0
251,A_09272,63922,38374,5499,0,5341,3369,2252,17634,881,503,257,208,27,7,9,652,0,0,0,0,40,0,22,84,0,505,398,219,0
252,A_09273,85581,58482,9254,0,7828,3224,4436,28191,1048,362,365,364,51,12,10,421,0,0,0,0,59,0,34,221,0,924,931,216,0
253,A_09274,114038,81101,9770,0,11520,4403,6823,40476,1008,857,608,579,59,10,13,808,0,0,0,0,74,0,34,314,0,1313,1351,333,0
254,A_09275,147892,93238,13543,0,14147,7264,6478,42512,1747,685,684,586,73,13,36,803,0,0,0,0,95,0,65,177,0,1876,1125,447,0
255,A_09276,63315,38268,6531,0,5025,2916,2061,17524,711,451,285,212,27,5,11,452,0,0,0,0,46,0,19,49,0,737,480,214,0
256,A_09277,91825,58631,7560,0,8224,3164,4263,28961,1041,474,392,346,35,7,98,693,0,0,0,0,97,0,32,92,0,1359,776,286,0
257,A_09278,75446,53823,6197,0,7317,2872,2564,28472,1021,621,390,314,21,4,13,659,0,0,0,0,39,0,18,88,0,1661,700,226,0
258,A_09279,70284,45856,6591,0,6135,2578,2523,22741,720,914,282,253,24,13,26,447,0,0,0,0,60,0,22,102,0,1113,616,200,0
259,A_09361,33585,21597,4133,0,2899,1865,1934,8480,419,103,140,131,57,8,8,113,0,0,0,0,22,0,5,30,0,314,600,134,0
260,A_09362,100178,67841,12087,0,9098,5133,9918,25473,678,238,287,517,55,24,24,272,0,0,0,0,37,0,29,173,0,960,1857,505,0
261,A_09363,33334,22059,4863,0,2620,1959,1745,8515,475,97,169,139,18,5,11,162,0,0,0,0,28,0,11,30,0,224,459,131,0
262,A_09371,82906,59727,11854,0,7258,4650,4526,24768,1130,442,493,384,107,11,27,402,0,0,0,0,65,0,39,78,0,937,1436,350,0
263,A_09372,101906,65803,8449,0,8045,4796,3941,33353,1259,587,564,443,85,11,28,702,0,0,0,0,129,0,44,82,0,889,1057,380,0
264,A_09373,98125,72335,9619,0,9261,4114,6347,35338,1290,368,651,450,70,18,27,511,0,0,0,0,111,0,61,105,0,832,1650,804,0
265,A_09374,77269,57128,11667,0,6477,3963,3656,24433,1466,334,546,384,47,9,15,576,0,0,0,0,96,0,24,74,0,951,1075,289,0
266,A_09375,142905,103161,17288,0,13900,6320,8425,46647,1619,862,750,799,98,16,44,806,0,0,0,0,92,0,72,257,0,1812,1709,666,0
267,A_09376,114138,78136,16379,0,8508,6514,4639,33598,1761,598,661,523,74,11,21,586,0,0,0,0,97,0,50,109,0,1416,1212,381,0
268,A_09377,61408,44839,7937,0,5175,3171,2659,21061,1130,262,417,349,43,7,7,316,0,0,0,0,98,0,24,72,0,390,673,222,0
269,A_09461,53916,37356,6076,0,4949,2880,5381,14736,384,430,191,216,31,34,6,198,0,0,0,0,30,0,9,75,0,266,926,230,0
270,A_09462,56180,37663,7363,0,6019,2348,4571,14378,392,282,167,209,93,8,11,92,0,0,0,0,33,0,15,43,0,192,971,179,0
271,A_09463,32721,22440,5207,0,2863,1723,2527,8405,349,102,79,110,51,12,7,41,0,0,0,0,10,0,9,31,0,172,474,73,0
272,A_09464,35645,23838,5038,0,3000,2154,1842,9343,403,155,194,166,133,9,13,82,0,0,0,0,21,0,18,28,0,77,570,129,0
273,A_09471,113974,85330,11622,0,10874,5602,6058,41487,1719,1649,830,553,152,21,35,669,0,0,0,0,103,0,39,124,0,557,1768,562,0
274,A_09472,85745,63115,12187,0,7881,3596,5014,28926,934,884,508,355,130,7,14,264,0,0,0,0,77,0,25,101,0,313,1094,282,0
275,A_09473,71590,51688,12255,0,6063,3735,4095,21269,1095,297,339,259,76,18,13,120,0,0,0,0,25,0,32,78,0,350,907,129,0
276,A_09474,88406,66580,10407,0,9114,3632,6432,30518,865,968,611,434,165,15,21,299,0,0,0,0,86,0,34,139,0,359,1558,348,0
277,A_09475,81949,58789,13401,0,6469,4374,3887,25540,973,422,471,455,298,8,16,209,0,0,0,0,65,0,46,75,0,239,965,256,0
278,A_09476,58523,41723,9407,0,4472,2658,2085,19574,940,215,293,228,104,5,5,100,0,0,0,0,35,0,15,56,0,175,712,100,0
279,A_09477,61611,44947,9225,0,4785,2964,3306,20987,792,254,334,302,96,6,10,91,0,0,0,0,31,0,23,70,0,401,693,168,0
280,A_09478,55182,39849,6554,0,4487,2197,2418,20405,948,205,283,238,73,12,14,117,0,0,0,0,21,0,19,58,0,352,764,174,0
281,A_09479,63141,43469,10826,0,4567,4022,2949,16778,1082,339,334,384,80,14,20,196,0,0,0,0,25,0,29,64,0,168,713,227,0
282,A_09561,31306,20290,4480,0,2523,1860,2459,6866,284,108,140,132,49,2,4,47,0,0,0,0,17,0,12,38,0,373,461,167,0
283,A_09562,76073,57630,12361,0,8318,4177,9133,18267,451,179,413,323,80,28,14,111,0,0,0,0,26,0,22,97,0,683,2128,413,0
284,A_09563,83231,56062,13260,0,7412,5840,7010,16655,832,317,351,461,102,32,25,113,0,0,0,0,34,0,43,105,0,273,1993,583,0
285,A_09564,345218,239209,55881,0,30255,22499,30796,75420,4127,1257,1268,1942,327,161,90,449,0,0,0,0,162,0,148,501,0,1471,7653,2413,0
286,A_09565,29192,20731,4636,0,2865,1753,2348,7319,256,106,128,133,50,7,6,51,0,0,0,0,12,0,11,74,0,129,507,168,0
287,A_09571,140048,100340,17889,0,14396,6836,9871,40323,1829,832,1003,626,412,21,24,332,0,0,0,0,117,0,84,213,0,1602,2057,667,0
288,A_09572,101188,78215,15887,0,11730,4644,8910,30285,911,417,682,471,128,17,23,197,0,0,0,0,44,0,28,113,0,494,1968,581,0
289,A_09573,89029,68358,14784,0,10024,5129,7499,23968,1067,482,552,516,149,23,22,182,0,0,0,0,48,0,47,124,0,438,1849,649,0
290,A_09574,128435,97979,22288,0,13118,6494,11916,34976,1385,966,594,662,208,17,17,258,0,0,0,0,66,0,46,154,0,614,2140,1106,0
291,A_09575,77443,55521,9776,0,7542,3698,5805,22769,815,452,609,378,142,11,19,197,0,0,0,0,60,0,46,135,0,899,1193,372,0
292,A_09576,96511,73097,14039,0,10059,4768,7601,29787,1102,508,545,500,151,11,25,237,0,0,0,0,54,0,48,207,0,451,1550,716,0
293,A_09577,72599,51359,10478,0,6303,3480,4964,20939,910,361,377,303,157,14,14,174,0,0,0,0,53,0,32,149,0,687,994,325,0
294,A_09661,49850,33634,5986,0,5086,2699,4365,12102,394,404,214,191,31,30,10,78,0,0,0,0,27,0,15,63,0,250,832,279,0
295,A_09662,39579,25343,5417,0,2827,3435,2251,9258,297,252,123,122,27,23,10,78,0,0,0,0,23,0,10,39,0,108,526,141,0
296,A_09663,99834,70893,12941,0,9968,4646,12516,24781,404,741,284,437,87,16,24,140,0,0,0,0,68,0,15,99,0,640,2217,318,0
297,A_09671,134022,101371,17249,0,15782,6129,10706,41099,1356,1387,875,726,68,37,40,251,0,0,0,0,93,0,45,183,0,729,1996,901,0
298,A_09672,85514,62823,8733,0,8623,5271,5131,29684,821,774,471,335,124,10,36,166,0,0,0,0,77,0,31,104,0,444,1041,265,0
299,A_09673,65476,48176,6189,0,6817,3822,3794,23723,626,358,387,222,84,7,10,115,0,0,0,0,66,0,18,73,0,256,793,167,0
300,A_09674,68617,51053,8790,0,6748,4624,3550,22301,1057,448,481,247,51,16,10,214,0,0,0,0,53,0,21,87,0,542,973,271,0
301,A_09675,69223,50360,8514,0,7167,3411,4731,21314,745,577,409,308,113,7,11,331,0,0,0,0,51,0,20,63,0,507,1171,302,0
302,A_09676,96774,70907,12179,0,10749,4421,6593,29956,878,784,649,446,82,16,18,179,0,0,0,0,63,0,25,153,0,567,1362,568,0
303,A_09677,102307,76575,13693,0,9611,4925,7692,33557,697,1042,556,621,150,30,29,200,0,0,0,0,50,0,34,154,0,520,1526,418,0
304,A_09678,91314,70347,10816,0,8748,6471,6200,31693,787,961,558,341,137,32,19,375,0,0,0,0,83,0,27,140,0,375,1379,322,0
305,A_09679,125973,99138,18499,0,13235,5936,11825,40513,883,1721,727,666,163,20,35,288,0,0,0,0,79,0,24,161,0,782,2045,518,0
306,A_09761,185478,121772,22866,0,15380,9640,15568,45533,1466,771,575,868,113,106,82,583,0,0,0,0,103,0,82,274,0,974,3821,1366,0
307,A_09762,31663,20425,2745,0,3403,1523,1931,8907,257,111,119,128,37,6,13,190,0,0,0,0,32,0,12,39,0,209,415,107,0
308,A_09763,47475,30991,4762,0,5032,2250,3367,12277,281,506,214,229,66,22,8,188,0,0,0,0,52,0,16,82,0,448,630,245,0
309,A_09764,29798,19988,3253,0,3304,1296,1938,8088,342,100,100,106,124,6,10,116,0,0,0,0,19,0,12,38,0,399,367,100,0
310,A_09771,96843,71969,9281,0,11047,3465,6454,34293,752,957,467,474,90,17,50,838,0,0,0,0,90,0,34,186,0,791,1387,629,0
311,A_09772,182218,131816,19316,0,20589,7425,12216,58973,1728,1118,923,914,145,39,83,1078,0,0,0,0,139,0,86,292,0,1232,2565,1600,0
312,A_09773,72061,49281,6433,0,7922,2910,3664,23067,784,1057,432,262,74,13,14,471,0,0,0,0,55,0,35,175,0,346,762,278,0
313,A_09774,89304,60911,8137,0,9017,3644,4273,29063,1401,466,524,418,103,10,30,451,0,0,0,0,88,0,43,96,0,949,1197,359,0
314,A_09775,120795,85316,14136,0,14106,5820,8755,33927,1676,412,622,530,150,25,49,330,0,0,0,0,110,0,75,198,0,950,2025,497,0
315,A_09776,58682,42281,6046,0,6768,2576,5410,17718,306,272,286,269,68,9,15,289,0,0,0,0,127,0,15,100,0,676,691,207,0
316,A_09777,102335,74239,8396,0,11732,3538,7138,35480,770,432,558,438,94,15,33,1802,0,0,0,0,193,0,43,146,0,972,1229,310,0
317,A_09778,104221,74023,7814,0,13191,3889,5943,34506,1315,502,556,438,226,8,46,965,0,0,0,0,205,0,65,148,0,1636,1214,368,0
318,A_09779,99365,71762,10731,0,9543,4142,5565,34844,959,498,532,358,86,14,23,745,0,0,0,0,101,0,24,280,0,887,1200,381,0
319,A_09780,115551,85585,9584,0,14218,3909,8976,40564,615,1022,700,541,108,10,30,1030,0,0,0,0,178,0,40,171,0,1175,1314,531,0
320,A_10041,256577,183168,43764,49011,21687,42840,14563,0,2209,0,2188,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,2945,927,0
321,A_10042,82872,61744,14882,20712,7593,10706,3737,0,756,0,815,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,826,346,0
322,A_10043,112670,81813,22455,22650,8307,18659,4281,0,1099,0,1345,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1049,394,0
323,A_10044,161209,120144,27770,37701,14788,24231,7673,0,1403,0,1566,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1715,660,0
324,A_10045,119510,89880,20771,27356,11183,17337,6319,0,1323,0,2092,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1338,504,0
325,A_10046,75716,59445,14822,21859,5869,10107,2977,0,609,0,906,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,747,243,0
326,A_11000,2471665,1752839,348082,393180,198516,348661,299535,0,27799,5921,0,23528,0,1111,4709,0,1420,0,0,0,0,1894,2275,5492,0,3220,58062,0,0
327,A_12051,62606,37601,10485,8950,2466,10524,1768,0,749,37,0,0,0,50,49,0,0,0,0,0,0,0,297,0,198,0,1033,0,0
328,A_12052,85352,54038,13222,11750,4538,16134,2985,0,1217,82,0,0,0,95,108,0,0,0,0,0,0,0,333,0,417,0,1945,0,0
329,A_12053,50820,32551,7463,7087,2425,10695,1842,0,606,85,0,0,0,48,101,0,0,0,0,0,0,0,260,0,203,0,906,0,0
330,A_12054,125004,89963,22846,16078,7840,25409,10517,0,972,133,0,0,0,127,184,0,0,0,0,0,0,0,491,0,421,0,3096,0,0
331,A_12060,150447,99682,21387,21196,8533,32515,6280,0,2488,249,0,0,0,107,170,0,0,0,0,0,0,0,872,0,1025,0,2467,0,0
332,A_12061,137721,96410,24212,22173,8737,25638,5653,0,3074,214,0,0,0,114,217,0,0,0,0,0,0,0,573,0,753,0,2458,0,0
333,A_12062,99931,67228,14701,18562,5992,17837,2174,0,1993,171,0,0,0,70,126,0,0,0,0,0,0,0,1148,0,775,0,1468,0,0
334,A_12063,128630,87251,21723,20977,9427,21051,6053,0,2273,182,0,0,0,85,174,0,0,0,0,0,0,0,634,0,530,0,1999,0,0
335,A_12064,163003,109348,23735,23077,9450,35462,6000,0,2739,248,0,0,0,131,215,0,0,0,0,0,0,0,1600,0,996,0,2814,0,0
336,A_12065,169577,115300,28999,27675,12088,27607,8090,0,2908,334,0,0,0,120,251,0,0,0,0,0,0,0,871,0,936,0,2607,0,0
337,A_12066,107772,68631,16078,17131,5635,19102,2396,0,2027,118,0,0,0,73,165,0,0,0,0,0,0,0,1348,0,720,0,1710,0,0
338,A_12067,157705,106677,25287,23419,9593,31886,5622,0,3182,310,0,0,0,162,273,0,0,0,0,0,0,0,792,0,905,0,2479,0,0
339,A_12068,89101,54974,14404,12534,4624,15840,2698,0,1223,100,0,0,0,42,88,0,0,0,0,0,0,0,455,0,429,0,1008,0,0
340,A_12069,170167,121773,31740,29470,13005,27803,9596,0,2090,192,0,0,0,117,213,0,0,0,0,0,0,0,908,0,776,0,2835,0,0
341,A_12070,72455,46711,13329,10990,3910,12916,1603,0,1064,55,0,0,0,36,54,0,0,0,0,0,0,0,376,0,361,0,704,0,0
342,A_12071,111037,74141,16777,18610,6692,20427,3108,0,2548,262,0,0,0,84,150,0,0,0,0,0,0,0,836,0,638,0,1691,0,0
343,A_12072,136388,92532,23645,20941,9452,23926,5489,0,1966,199,0,0,0,83,220,0,0,0,0,0,0,0,835,0,764,0,2418,0,0
344,A_12073,110999,70491,18183,16834,5235,20794,2693,0,2277,113,0,0,0,77,131,0,0,0,0,0,0,0,413,0,396,0,1194,0,0
345,A_13001,45233,28841,3883,9318,2950,7502,2781,0,669,59,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0
346,A_13002,56278,36240,6197,10804,2909,12094,1779,0,859,63,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,898,0,0
347,A_13003,169637,111062,20210,28246,9906,34497,9824,0,2553,143,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,3781,0,0
348,A_13004,78798,51873,10769,14829,4458,14862,3775,0,1135,65,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0
349,A_13005,49186,29911,3964,11219,2893,8138,1531,0,761,61,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,788,0,0
350,A_13006,36362,22489,4726,6285,1925,6683,1354,0,492,32,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0
351,A_13051,99371,67634,11213,22431,7547,18292,3808,0,1712,134,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1457,0,0
352,A_13052,68891,40251,4855,14934,3839,12064,1304,0,1595,97,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0
353,A_13053,85248,50634,8678,17418,4810,13751,2295,0,1615,81,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,899,0,0
354,A_13054,104368,68419,13695,21824,6947,17761,3058,0,2463,133,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1366,0,0
355,A_13055,67853,43584,6758,14686,3830,13008,1889,0,1628,91,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,848,0,0
356,A_13056,55700,34207,5900,11318,3009,9917,1607,0,988,56,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0
357,A_13057,91797,55599,7246,20849,5920,15283,2290,0,1664,100,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,0
358,A_13058,97512,61412,11005,19953,5893,17166,3335,0,1758,96,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,1229,0,0
359,A_13059,90820,54732,6203,20427,5897,14632,2156,0,3010,145,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,1083,0,0
360,A_13060,82915,53022,9316,18102,5047,14617,2450,0,1516,67,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0
361,A_13061,58534,33859,3838,11582,4274,10101,1528,0,1009,75,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0
362,A_13062,61795,38407,5151,13256,3149,11168,1077,0,2796,85,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0
363,A_14511,205652,136100,22991,41081,17147,38448,9524,0,3651,537,0,0,0,305,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,A_14521,321118,207740,25439,78230,27995,51937,7864,0,9913,819,0,0,0,474,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,A_14522,284421,184502,24692,70006,24954,44374,8002,0,7709,617,0,0,0,392,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,A_14523,213732,137330,20227,49522,16882,35235,6781,0,4772,569,0,0,0,251,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
