,teryt_code,eligible_voters,issued_ballots,cdu,spd,afd,fdp,linke,gruene,csu,freiewahler,partei,tierschutz,npd,piraten,oedp,vpartei3,dib,bp,tierschutzallianz,mlpd,gesundheitsforschung,menschliche,dkp,grauen,bueso,humanisten,gartenpartei,du,sgp,basis,bundnisc,burgerbewegung,dritteweg,bundnis21,liebe,lkr,pdf,lfk,ssw,todenhoefer,unabhangige,volt
276,A_09476,54179,43413,0,10725,4876,3303,876,2707,15616,2863,356,587,62,95,140,18,0,65,0,15,54,0,1,0,0,27,0,16,0,466,56,0,27,0,0,8,0,0,0,71,46,42
277,A_09477,58419,46655,0,10724,4789,3728,1086,4358,15672,3630,403,557,50,118,179,35,0,86,0,2,71,0,5,0,0,20,0,27,0,611,49,0,31,0,0,8,0,0,0,72,85,47
278,A_09478,53297,42008,0,8272,4811,3407,872,3472,15316,3202,428,494,75,136,215,29,0,120,0,11,66,0,3,0,0,32,0,28,0,475,40,0,38,0,0,13,0,0,0,78,50,63
279,A_09479,56740,43421,0,11108,5200,3424,1035,3077,13846,3029,412,656,72,102,111,31,0,135,0,4,49,0,5,0,0,38,0,18,0,430,44,0,31,0,0,7,0,0,0,123,77,35
280,A_09561,30172,22131,0,4819,2484,1848,803,3062,6298,1034,187,331,29,112,225,24,0,53,0,1,20,0,6,0,0,24,0,21,0,412,21,0,12,0,0,2,0,0,0,57,43,46
281,A_09562,76775,62506,0,12488,3367,6544,3232,16300,14808,1639,530,464,23,314,630,99,0,56,0,16,61,0,7,0,0,127,0,26,0,799,44,0,15,0,0,9,0,0,0,261,76,321
282,A_09563,86808,64662,0,14884,5572,6335,3349,12144,15502,1901,695,827,57,276,281,97,0,126,0,26,79,0,48,0,0,139,0,39,0,1103,77,0,30,0,0,8,0,0,0,393,111,225
283,A_09564,335780,251644,0,54383,19745,23911,12816,48277,66199,7091,2318,3190,217,1396,1440,306,0,267,0,88,328,0,130,0,0,324,0,188,0,3991,215,0,106,0,0,57,0,0,0,1873,403,949
284,A_09565,29819,23128,0,5044,2043,2276,704,3465,6813,963,162,318,14,129,100,23,0,43,0,3,26,0,6,0,0,32,0,11,0,598,30,0,10,0,0,3,0,0,0,80,35,60
285,A_09571,140648,113283,0,21340,11402,9660,2796,12928,37824,8991,761,1314,256,620,820,114,0,315,0,18,168,0,23,0,0,82,0,50,0,2418,185,0,56,0,0,14,0,0,0,215,236,132
286,A_09572,104796,88293,0,16926,6992,9088,2443,14445,28305,5020,632,872,67,346,425,73,0,135,0,15,85,0,5,0,0,91,0,43,0,1188,68,0,45,0,0,10,0,0,0,230,152,201
287,A_09573,91963,75537,0,16121,6673,7432,2067,10908,23781,3590,553,950,46,318,371,69,0,154,0,4,85,0,10,0,0,111,0,34,0,1268,74,0,62,0,0,14,0,0,0,216,141,144
288,A_09574,130673,108400,0,23065,8691,9613,2992,16322,33460,6907,703,1395,88,687,523,102,0,178,0,12,155,0,13,0,0,73,0,51,0,1889,115,0,53,0,0,41,0,0,0,359,175,231
289,A_09575,77687,62318,0,12056,5960,5428,1672,7203,21244,4600,461,720,89,248,372,52,0,174,0,13,81,0,6,0,0,43,0,28,0,1095,65,0,38,0,0,5,0,0,0,107,111,102
290,A_09576,98606,81275,0,15721,7352,7361,1958,9875,27520,5694,619,1006,63,369,343,74,0,198,0,7,109,0,8,0,0,58,0,39,0,1807,76,0,50,0,0,22,0,0,0,182,181,145
291,A_09577,72354,57094,0,11483,5256,4705,1305,6335,19177,4713,364,573,74,316,473,59,0,155,0,5,73,0,13,0,0,39,0,30,0,1222,73,0,30,0,0,6,0,0,0,136,88,71
292,A_09661,49848,37268,0,7919,3441,4380,1382,6448,9857,915,355,445,33,158,302,43,0,75,0,21,46,0,6,0,0,49,0,26,0,616,28,0,17,0,0,54,0,0,0,196,83,121
293,A_09662,36821,25285,0,5736,3085,2526,1281,2911,7020,734,210,287,12,90,97,36,0,62,0,26,25,0,5,0,0,18,0,21,0,464,16,0,28,0,0,4,0,0,0,228,54,69
294,A_09663,97587,77242,0,14583,4569,8509,4168,19664,18845,1908,710,807,23,298,480,99,0,63,0,15,91,0,22,0,0,185,0,57,0,930,53,0,20,0,0,17,0,0,0,208,118,428
295,A_09671,132804,109504,0,22313,10275,11819,2686,14194,35882,4803,783,1472,77,393,503,108,0,338,0,40,164,0,29,0,0,90,0,94,0,1496,46,0,63,0,0,97,0,0,0,412,278,249
296,A_09672,83006,66766,0,11847,6763,6014,1877,6154,25442,4299,506,784,75,205,273,64,0,158,0,7,83,0,6,0,0,24,0,37,0,1269,58,0,63,0,0,11,0,0,0,69,172,95
297,A_09673,63253,51456,0,8250,5144,4560,1482,4810,20068,3952,458,481,53,152,148,46,0,134,0,7,91,0,9,0,0,43,0,38,0,874,50,0,40,0,0,10,0,0,0,57,116,71
298,A_09674,67802,55942,0,10443,6527,4637,1461,4910,19553,4388,452,597,76,201,356,52,0,184,0,6,89,0,10,0,0,46,0,34,0,1212,35,0,46,0,0,11,0,0,0,80,130,70
299,A_09675,69209,56149,0,10947,4930,5268,1518,6427,19668,3871,340,642,63,212,304,65,0,238,0,8,72,0,8,0,0,41,0,32,0,674,53,0,21,0,0,15,0,0,0,136,195,102
300,A_09676,95316,76450,0,15370,7043,7593,1773,8581,25010,5231,569,1036,69,237,417,88,0,185,0,21,134,0,9,0,0,46,0,57,0,1560,57,0,59,0,0,61,0,0,0,364,204,142
301,A_09677,99092,81683,0,17401,6875,6558,1912,9225,29087,5265,588,1006,66,250,355,96,0,194,0,10,106,0,15,0,0,52,0,65,0,1335,72,0,57,0,0,35,0,0,0,164,182,180
302,A_09678,90680,75923,0,13799,7672,7245,2129,7747,27753,4514,587,888,80,272,256,82,0,223,0,18,94,0,6,0,0,64,0,53,0,1332,46,0,43,0,0,16,0,0,0,146,254,138
303,A_09679,127320,108417,0,22496,7651,10721,2859,15970,37112,4963,721,1284,92,367,618,117,0,216,0,12,142,0,17,0,0,122,0,76,0,1380,72,0,44,0,0,24,0,0,0,225,283,248
304,A_09761,187164,137597,0,26332,12120,15265,6532,27142,33772,5329,1574,1441,77,516,856,445,0,408,0,92,158,0,30,0,0,162,0,86,0,2795,102,0,52,0,0,34,0,0,0,712,227,562
305,A_09762,31503,22721,0,4172,2497,2467,805,3106,6400,1292,193,266,22,188,127,39,0,90,0,4,28,0,5,0,0,21,0,15,0,565,36,0,17,0,0,1,0,0,0,141,51,48
306,A_09763,48382,35534,0,6329,3403,4386,1312,5921,9101,2163,340,375,19,134,243,62,0,58,0,8,37,0,4,0,0,30,0,20,0,1014,33,0,16,0,0,8,0,0,0,160,53,102
307,A_09764,29338,21571,0,4117,2418,2596,664,2823,5920,1176,152,205,34,86,315,22,0,46,0,2,20,0,5,0,0,26,0,16,0,525,59,0,9,0,0,4,0,0,0,119,41,51
308,A_09771,101891,85155,0,12508,8298,9237,1503,10406,29480,7555,489,867,71,233,702,144,0,465,0,11,104,0,11,0,0,51,0,41,0,1895,73,0,32,0,0,15,0,0,0,166,234,158
309,A_09772,190013,153686,0,25930,15064,16511,3362,19268,50131,12402,1044,1733,103,492,897,318,0,690,0,42,178,0,34,0,0,127,0,73,0,3076,138,0,66,0,0,34,0,0,0,481,340,327
310,A_09773,72853,56922,0,9118,7221,6153,1069,5047,19298,5005,290,566,84,190,212,87,0,197,0,7,62,0,12,0,0,28,0,26,0,1478,41,0,45,0,0,17,0,0,0,94,185,91
311,A_09774,90510,69505,0,11431,8768,7811,1474,6434,21933,6096,477,1000,114,345,474,84,0,312,0,2,109,0,13,0,0,63,0,28,0,1316,70,0,47,0,0,13,0,0,0,286,175,211
312,A_09775,124109,97008,0,17801,10582,11636,2567,12446,29659,5016,640,1466,136,512,491,90,0,280,0,18,121,0,17,0,0,89,0,47,0,1462,128,0,45,0,0,26,0,0,0,594,259,290
313,A_09776,60329,48073,0,8865,3408,5507,1558,7945,14123,2964,365,524,20,148,363,73,0,128,0,2,42,0,4,0,0,48,0,31,0,1307,65,0,11,0,0,5,0,0,0,118,68,118
314,A_09777,107225,87880,0,13119,7397,9169,2091,11063,28883,8673,674,887,66,289,703,153,0,612,0,11,77,0,8,0,0,61,0,52,0,2731,141,0,37,0,0,14,0,0,0,264,154,120
315,A_09778,109809,88795,0,12174,10410,9901,1816,8604,28868,9504,554,978,118,274,1050,112,0,408,0,7,109,0,8,0,0,73,0,56,0,2541,162,0,59,0,0,21,0,0,0,196,214,140
316,A_09779,100768,81725,0,14501,7801,7697,1517,8226,28784,7723,495,755,74,374,524,123,0,309,0,6,105,0,6,0,0,43,0,33,0,1519,64,0,42,0,0,85,0,0,0,151,242,89
317,A_09780,120092,98148,0,14716,7539,11060,2173,13527,31793,9843,666,1060,55,233,647,171,0,333,0,5,105,0,22,0,0,58,0,53,0,2888,88,0,49,0,0,17,0,0,0,198,164,137
318,A_10041,238608,177702,36708,66549,16878,20265,15638,0,0,3004,3336,4901,469,1209,845,0,0,0,0,159,0,0,0,0,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,0,853,0,1743
319,A_10042,78589,61966,15348,21771,5888,7541,3995,0,0,1238,1048,1791,139,304,228,0,0,0,0,19,0,0,0,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,160,0,390
320,A_10043,102989,77514,17141,29982,8620,7843,4892,0,0,1620,1207,2168,220,410,293,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1017,0,0,0,0,0,0,0,0,0,226,0,395
321,A_10044,151754,118636,28302,42530,11865,13820,7751,0,0,2454,2088,3294,253,682,440,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,542,0,659
322,A_10045,111998,89262,21067,31724,9387,10474,5805,0,0,2064,1372,2495,185,503,489,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1327,0,0,0,0,0,0,0,0,0,334,0,566
323,A_10046,71285,58883,16568,21221,4991,6002,3049,0,0,1366,927,1582,109,311,236,0,0,0,0,18,0,0,0,0,0,0,0,0,0,888,0,0,0,0,0,0,0,0,0,166,0,266
324,A_11100,1031698,706445,95739,142565,87561,46146,113834,137075,0,7014,13968,21002,1221,3045,1104,529,0,0,0,422,2468,0,1502,8847,351,1553,0,1109,212,0,0,0,0,0,0,803,0,0,0,3002,0,4604
325,A_11200,1428920,1003293,193401,231848,71464,90852,80176,233660,0,7939,13231,22596,545,3535,1509,649,0,0,0,328,1829,0,685,8457,314,1682,0,1403,216,0,0,0,0,0,0,598,0,0,0,14485,0,5867
326,A_12051,58011,38725,5666,12835,6010,2876,3172,3673,0,934,579,923,66,198,70,0,0,0,0,20,0,0,52,0,0,54,0,0,0,503,0,0,0,0,0,0,0,0,0,83,287,121
327,A_12052,76664,56178,7278,16259,11270,6119,4896,4091,0,1140,827,1188,171,195,72,0,0,0,0,24,0,0,108,0,0,77,0,0,0,1065,0,0,0,0,0,0,0,0,0,134,388,221
328,A_12053,43524,30483,4139,9410,5495,2463,3599,2340,0,563,566,623,77,105,43,0,0,0,0,38,0,0,38,0,0,30,0,0,0,317,0,0,0,0,0,0,0,0,0,51,138,65
329,A_12054,136171,110636,12916,29177,10080,10412,13165,23448,0,1517,1831,2637,115,446,388,0,0,0,0,51,0,0,197,0,0,254,0,0,0,1788,0,0,0,0,0,0,0,0,0,290,329,718
330,A_12060,153682,116762,17344,31734,20136,10340,11700,10403,0,4526,1621,3228,317,497,235,0,0,0,0,49,0,0,209,0,0,158,0,0,0,1821,0,0,0,0,0,0,0,0,0,257,552,316
331,A_12061,139473,108645,17219,30239,19447,10820,8588,9227,0,3081,1225,3303,348,498,190,0,0,0,0,50,0,0,188,0,0,142,0,0,0,1518,0,0,0,0,0,0,0,0,0,401,582,290
332,A_12062,84748,63633,10064,17777,15411,5602,4409,2649,0,2063,735,1390,239,249,58,0,0,0,0,27,0,0,59,0,0,46,0,0,0,849,0,0,0,0,0,0,0,0,0,91,824,96
333,A_12063,132645,101350,16977,29852,16359,9875,6897,10338,0,2476,1100,2897,290,442,171,0,0,0,0,54,0,0,53,0,0,121,0,0,0,1315,0,0,0,0,0,0,0,0,0,267,436,264
334,A_12064,160954,121773,17807,34370,22939,10176,12222,8958,0,3201,1623,3685,338,450,257,0,0,0,0,56,0,0,262,0,0,153,0,0,0,2011,0,0,0,0,0,0,0,0,0,251,744,299
335,A_12065,174518,134465,22252,38476,22559,12974,9327,12784,0,3604,1707,4288,460,812,254,0,0,0,0,47,0,0,113,0,0,169,0,0,0,1954,0,0,0,0,0,0,0,0,0,282,552,345
336,A_12066,90562,66230,9167,18780,16356,6302,4860,2720,0,1850,741,1373,423,228,83,0,0,0,0,33,0,0,43,0,0,47,0,0,0,698,0,0,0,0,0,0,0,0,0,85,1243,148
337,A_12067,147863,111931,15751,32004,22843,9976,9837,7652,0,3186,1423,2985,497,390,304,0,0,0,0,118,0,0,132,0,0,128,0,0,0,2103,0,0,0,0,0,0,0,0,0,255,598,308
338,A_12068,82224,57917,9291,19690,10435,4184,4710,4061,0,1387,644,1189,236,199,49,0,0,0,0,39,0,0,38,0,0,53,0,0,0,680,0,0,0,0,0,0,0,0,0,61,208,74
339,A_12069,174776,141079,23353,41686,18263,15001,10315,17677,0,3310,1530,3257,320,492,309,0,0,0,0,63,0,0,138,0,0,171,0,0,0,2268,0,0,0,0,0,0,0,0,0,284,714,476
340,A_12070,63058,45045,7352,15422,8559,3388,3601,2299,0,1176,532,831,160,191,35,0,0,0,0,32,0,0,30,0,0,37,0,0,0,593,0,0,0,0,0,0,0,0,0,56,164,67
341,A_12071,94603,72145,10224,19839,19459,7484,4774,2848,0,1678,766,1328,252,197,51,0,0,0,0,45,0,0,110,0,0,51,0,0,0,1147,0,0,0,0,0,0,0,0,0,142,511,126
342,A_12072,136777,102972,16170,29872,17298,9589,7991,8616,0,3312,1083,3421,256,487,180,0,0,0,0,63,0,0,129,0,0,149,0,0,0,1488,0,0,0,0,0,0,0,0,0,252,542,278
343,A_12073,98591,69495,10921,23151,14493,4845,5699,3688,0,1505,666,1277,303,264,86,0,0,0,0,33,0,0,79,0,0,52,0,0,0,944,0,0,0,0,0,0,0,0,0,111,301,81
344,A_13003,167537,121988,15069,35216,13661,10527,17012,17576,0,1296,1757,3005,472,690,223,0,0,0,0,122,0,0,106,0,0,242,0,0,0,2493,0,0,0,0,0,0,0,0,0,309,0,421
345,A_13004,75717,54676,7807,16841,7359,4801,6648,6005,0,864,535,925,240,431,72,0,0,0,0,47,0,0,54,0,0,91,0,0,0,833,0,0,0,0,0,0,0,0,0,139,0,194
346,A_13071,214762,149360,26616,42991,30339,10952,16533,7668,0,2296,1074,2839,897,484,179,0,0,0,0,157,0,0,93,0,0,183,0,0,0,2603,0,0,0,0,0,0,0,0,0,310,0,232
347,A_13072,177351,129804,23477,37825,22990,11547,12746,8535,0,2084,887,2577,873,446,245,0,0,0,0,85,0,0,114,0,0,131,0,0,0,2649,0,0,0,0,0,0,0,0,0,338,0,199
348,A_13073,186611,128783,24329,32345,25649,10044,14527,8295,0,1573,1076,3807,628,598,111,0,0,0,0,99,0,0,116,0,0,157,0,0,0,2336,0,0,0,0,0,0,0,0,0,285,0,222
349,A_13074,128567,90731,15082,29698,14304,7026,9142,7656,0,1274,701,1490,562,551,83,0,0,0,0,42,0,0,52,0,0,97,0,0,0,1285,0,0,0,0,0,0,0,0,0,186,0,167
350,A_13075,192591,135105,25380,32739,29104,10646,12548,9745,0,1755,1052,3860,1716,498,157,0,0,0,0,76,0,0,123,0,0,267,0,0,0,2212,0,0,0,0,0,0,0,0,0,292,0,250
351,A_13076,171299,124593,22343,39713,21936,10012,12579,6476,0,2202,818,2079,1012,561,119,0,0,0,0,81,0,0,96,0,0,109,0,0,0,1925,0,0,0,0,0,0,0,0,0,287,0,219
352,A_14511,188691,140700,20713,32616,30089,15781,15008,12680,0,1997,2280,2620,252,440,359,320,0,0,0,90,609,0,133,0,0,296,0,0,0,2097,378,0,164,0,0,0,0,0,0,311,0,346
353,A_14521,276050,212372,40349,38544,63225,21632,16163,7251,0,6614,2306,3895,1157,515,394,229,0,0,0,79,892,0,131,0,0,211,0,0,0,2662,2299,0,398,0,0,0,0,0,0,420,0,307
354,A_14522,246570,189048,33466,35281,54994,21413,14944,8623,0,4414,1822,3589,890,630,677,156,0,0,0,98,958,0,154,0,0,304,0,0,0,2990,404,0,335,0,0,0,0,0,0,367,0,381
355,A_14523,184973,137816,26782,30436,34112,13708,12058,6263,0,2155,1676,3181,291,340,364,82,0,0,0,73,652,0,88,0,0,157,0,0,0,2048,779,0,459,0,0,0,0,0,0,248,0,191
356,A_14524,257191,192634,34814,40259,48178,20610,17453,9414,0,5738,2035,3962,522,591,425,144,0,0,0,111,757,0,117,0,0,185,0,0,0,3288,905,0,499,0,0,0,0,0,0,338,0,247
357,A_14612,424707,340274,48826,59743,59501,40638,37607,56760,0,5688,5458,5783,546,2818,1330,393,0,0,0,263,1726,0,212,0,0,873,0,0,0,5727,566,0,283,0,0,0,0,0,0,1301,0,1763
358,A_14625,245263,189488,34134,31676,58674,21422,14488,8121,0,4900,2466,3453,667,746,322,81,0,0,0,86,1145,0,118,0,0,217,0,0,0,2875,305,0,328,0,0,0,0,0,0,405,0,385
359,A_14626,204105,153057,27630,25441,49123,15039,11327,7358,0,3645,1428,3259,488,540,177,97,0,0,0,106,1045,0,92,0,0,185,0,0,0,2583,456,0,305,0,0,0,0,0,0,331,0,338
360,A_14627,197004,149341,25912,26045,43940,17212,10725,8872,0,4312,1754,2634,566,581,405,108,0,0,0,77,713,0,65,0,0,187,0,0,0,2341,188,0,296,0,0,0,0,0,0,321,0,340
361,A_14628,199703,154159,26028,23545,48580,17814,11653,8023,0,5039,1276,2864,635,618,396,82,0,0,0,66,929,0,85,0,0,247,0,0,0,2945,223,0,283,0,0,0,0,0,0,373,0,450
362,A_14713,455278,348576,48514,72382,46104,35099,47356,64112,0,4833,6328,7289,521,1714,689,595,0,0,0,350,1131,0,326,0,0,829,0,0,0,4768,352,0,342,0,0,0,0,0,0,1245,0,1377
363,A_14729,212853,162283,32711,34104,38458,18322,12362,9381,0,3973,1743,3099,461,496,278,116,0,0,0,87,897,0,115,0,0,175,0,0,0,2403,186,0,328,0,0,0,0,0,0,373,0,379
364,A_14730,161279,119206,23000,24732,32066,12476,8868,5462,0,3346,1333,2311,473,404,240,61,0,0,0,76,598,0,89,0,0,137,0,0,0,1363,88,0,268,0,0,0,0,0,0,196,0,170
365,A_15001,65105,43544,8881,12121,7553,4288,3909,3164,0,620,367,492,116,177,20,0,0,0,416,33,0,0,0,0,0,39,257,29,0,571,0,0,0,0,0,0,0,0,0,0,0,50
366,A_15002,181880,127615,21392,30249,17460,12686,15569,18783,0,1892,1487,1578,199,609,178,0,0,0,1249,178,0,0,0,0,0,260,569,167,0,1673,0,0,0,0,0,0,0,0,0,0,0,343
367,A_15003,183584,127840,22260,33184,17736,12143,13938,15071,0,1725,1543,1224,261,609,178,0,0,0,2570,151,0,0,0,0,0,263,1632,186,0,1575,0,0,0,0,0,0,0,0,0,0,0,542
368,A_15081,68231,47130,9937,12858,8273,4027,4741,2600,0,1394,342,464,86,126,28,0,0,0,351,37,0,0,0,0,0,44,201,40,0,1022,0,0,0,0,0,0,0,0,0,0,0,68
369,A_15082,131926,86979,18634,20914,18936,7797,8634,3579,0,2060,589,1226,248,247,24,0,0,0,914,67,0,0,0,0,0,75,533,92,0,1176,0,0,0,0,0,0,0,0,0,0,0,96
370,A_15083,140658,97595,21371,25348,20008,9109,8000,4625,0,1872,722,1242,275,306,52,0,0,0,1269,81,0,0,0,0,0,89,577,121,0,1403,0,0,0,0,0,0,0,0,0,0,0,136
371,A_15084,145246,98245,20645,22308,24287,9877,8412,3862,0,1217,791,1118,333,308,68,0,0,0,856,73,0,0,0,0,0,86,592,123,0,2145,0,0,0,0,0,0,0,0,0,0,0,125
372,A_15085,179183,120314,26556,32474,21209,10905,10937,6746,0,2446,818,1480,244,396,70,0,0,0,1287,85,0,0,0,0,0,103,631,111,0,2332,0,0,0,0,0,0,0,0,0,0,0,153
373,A_15086,74874,50925,11349,13695,9596,4480,4426,2642,0,865,408,724,97,148,22,0,0,0,640,37,0,0,0,0,0,47,254,55,0,779,0,0,0,0,0,0,0,0,0,0,0,93
374,A_15087,113167,73439,15591,18732,17407,6655,6610,2211,0,1117,510,856,275,174,28,0,0,0,616,59,0,0,0,0,0,61,400,78,0,1177,0,0,0,0,0,0,0,0,0,0,0,72
375,A_15088,152500,108207,23600,23966,25236,11509,8899,4896,0,1915,668,1468,269,332,61,0,0,0,1171,96,0,0,0,0,0,122,598,106,0,1962,0,0,0,0,0,0,0,0,0,0,0,134
376,A_15089,157010,99517,21581,24835,21358,9065,9889,3921,0,1571,626,1192,256,207,54,0,0,0,1281,55,0,0,0,0,0,108,728,72,0,1352,0,0,0,0,0,0,0,0,0,0,0,114
377,A_15090,91767,61751,12630,16679,12356,5369,5640,3234,0,1892,383,636,119,182,30,0,0,0,467,38,0,0,0,0,0,55,309,51,0,963,0,0,0,0,0,0,0,0,0,0,0,72
378,A_15091,104644,71660,17859,17722,14077,6114,5726,3367,0,1923,509,783,224,246,33,0,0,0,585,52,0,0,0,0,0,63,330,71,0,1083,0,0,0,0,0,0,0,0,0,0,0,99
379,A_16051,162932,124084,17405,29694,20288,11810,17091,15399,0,1658,2061,2164,215,936,226,154,0,0,0,269,0,350,0,0,0,171,0,0,0,2113,0,0,0,0,0,0,0,0,0,372,0,519
380,A_16052,74455,52603,7324,11703,14175,4782,7089,2754,0,665,759,918,178,213,52,76,0,0,0,142,0,155,0,0,0,67,0,0,0,742,0,0,0,0,0,0,0,0,0,113,0,146
381,A_16053,81259,65328,7734,15195,7603,6125,10131,12478,0,1069,1076,725,97,480,142,89,0,0,0,86,0,107,0,0,0,158,0,0,0,976,0,0,0,0,0,0,0,0,0,149,0,489
382,A_16054,29824,22019,3347,5871,4909,1765,3224,1085,0,395,228,295,48,114,42,19,0,0,0,56,0,54,0,0,0,18,0,0,0,243,0,0,0,0,0,0,0,0,0,28,0,55
383,A_16055,49742,38149,5394,8737,5413,3237,5545,6220,0,416,523,542,63,239,67,42,0,0,0,64,0,77,0,0,0,64,0,0,0,845,0,0,0,0,0,0,0,0,0,86,0,205
384,A_16061,80201,62574,18347,12980,12195,6180,4339,3342,0,1333,581,646,244,178,363,22,0,0,0,45,0,160,0,0,0,41,0,0,0,755,0,0,0,0,0,0,0,0,0,92,0,111
385,A_16062,67494,47809,7955,13510,10393,3966,5562,2428,0,684,593,700,171,138,57,31,0,0,0,123,0,92,0,0,0,48,0,0,0,664,0,0,0,0,0,0,0,0,0,72,0,77
386,A_16063,129279,95260,16895,23838,22897,7764,9478,4742,0,2553,994,1315,476,335,166,55,0,0,0,201,0,213,0,0,0,89,0,0,0,1855,0,0,0,0,0,0,0,0,0,136,0,216
387,A_16064,82988,60853,11354,14525,14840,5494,6394,2727,0,1329,655,911,148,223,141,36,0,0,0,97,0,167,0,0,0,40,0,0,0,708,0,0,0,0,0,0,0,0,0,91,0,123
388,A_16065,61508,44105,7360,10792,11708,3549,5265,1406,0,809,494,703,211,167,58,27,0,0,0,87,0,104,0,0,0,28,0,0,0,556,0,0,0,0,0,0,0,0,0,46,0,90
389,A_16066,102113,76263,12775,19681,19207,6471,7773,3457,0,1470,781,972,234,583,246,52,0,0,0,116,0,196,0,0,0,61,0,0,0,1046,0,0,0,0,0,0,0,0,0,118,0,120
390,A_16067,106194,78523,12304,19233,19951,6792,8248,3942,0,1726,919,1254,265,439,97,71,0,0,0,145,0,236,0,0,0,70,0,0,0,1303,0,0,0,0,0,0,0,0,0,168,0,245
391,A_16068,56578,42372,7416,9124,11290,3656,4643,1714,0,1099,527,705,225,214,35,23,0,0,0,102,0,118,0,0,0,30,0,0,0,641,0,0,0,0,0,0,0,0,0,136,0,86
392,A_16069,51213,38778,6247,8758,11042,3088,3679,1318,0,1745,395,470,93,226,111,24,0,0,0,77,0,80,0,0,0,21,0,0,0,870,0,0,0,0,0,0,0,0,0,30,0,54
393,A_16070,84325,64043,9516,14204,16571,5334,7206,4158,0,2084,872,914,172,320,65,62,0,0,0,90,0,169,0,0,0,103,0,0,0,1048,0,0,0,0,0,0,0,0,0,129,0,223
394,A_16071,66130,50834,9500,10823,12472,4746,5150,2729,0,1632,606,749,236,193,45,28,0,0,0,95,0,104,0,0,0,51,0,0,0,822,0,0,0,0,0,0,0,0,0,64,0,161
395,A_16072,46921,34048,5554,8136,9414,2666,3810,1361,0,637,455,495,121,155,148,25,0,0,0,104,0,86,0,0,0,36,0,0,0,349,0,0,0,0,0,0,0,0,0,55,0,35
396,A_16073,86125,63335,9810,13509,18445,5705,6786,2664,0,1527,897,999,222,238,102,47,0,0,0,155,0,188,0,0,0,69,0,0,0,909,0,0,0,0,0,0,0,0,0,154,0,135
397,A_16074,67700,53083,9418,11296,12865,5043,6123,2874,0,1322,697,798,185,233,96,48,0,0,0,78,0,169,0,0,0,40,0,0,0,960,0,0,0,0,0,0,0,0,0,106,0,159
398,A_16075,65612,50113,7780,10214,15071,4680,5580,1845,0,1230,689,713,140,174,95,50,0,0,0,105,0,136,0,0,0,43,0,0,0,799,0,0,0,0,0,0,0,0,0,114,0,94
399,A_16076,81104,61961,10894,13046,16908,6167,6383,2513,0,1095,665,1061,160,284,57,43,0,0,0,173,0,224,0,0,0,59,0,0,0,1149,0,0,0,0,0,0,0,0,0,152,0,113
400,A_16077,74029,53583,9085,11577,15576,5263,5194,2064,0,673,546,924,199,209,45,28,0,0,0,160,0,215,0,0,0,50,0,0,0,836,0,0,0,0,0,0,0,0,0,90,0,110
