,teryt_code,eligible_voters,issued_ballots,cdu,spd,afd,fdp,linke,gruene,csu,freiewahler,partei,tierschutz,npd,piraten,oedp,vpartei3,dib,bp,tierschutzallianz,mlpd,gesundheitsforschung,menschliche,dkp,grauen,bueso,humanisten,gartenpartei,du,sgp,basis,bundnisc,burgerbewegung,dritteweg,bundnis21,liebe,lkr,pdf,lfk,ssw,todenhoefer,unabhangige,volt
140,A_06635,122315,89228,21710,28443,9068,10794,2631,9190,0,1963,637,1096,130,249,73,35,0,0,0,14,125,0,40,0,0,61,0,0,0,1102,134,0,0,27,0,12,0,0,0,141,0,136
141,A_06636,79768,60778,13168,22464,5993,5389,2465,6125,0,1608,451,839,78,147,82,36,0,0,0,17,101,0,16,0,0,35,0,0,0,640,28,0,0,44,0,9,0,0,0,61,0,108
142,A_07111,82526,61749,14659,16576,3975,7002,2549,11335,0,1724,620,678,33,373,154,88,58,0,0,13,0,0,0,0,0,74,0,0,0,687,0,0,0,0,0,27,0,0,0,319,0,343
143,A_07131,100730,76960,22848,20933,4816,9328,1935,10133,0,2401,593,1024,78,345,202,59,57,0,0,11,0,0,0,0,0,64,0,0,0,748,0,0,0,0,0,33,0,0,0,387,0,306
144,A_07132,99851,75958,20920,22931,7561,8743,2316,6813,0,2063,781,1101,112,287,110,50,48,0,0,21,0,0,0,0,0,57,0,0,0,966,0,0,0,0,0,23,0,0,0,216,0,209
145,A_07133,119761,91666,22422,29012,8219,10437,2953,9738,0,2649,720,1378,97,339,440,70,49,0,0,18,0,0,0,0,0,80,0,0,0,1297,0,0,0,0,0,79,0,0,0,271,0,463
146,A_07134,62619,46443,11011,15247,5291,5267,1501,3165,0,1967,462,676,81,158,97,42,43,0,0,12,0,0,0,0,0,35,0,0,0,633,0,0,0,0,0,26,0,0,0,68,0,145
147,A_07135,48546,38184,12701,10303,2865,4464,933,3166,0,1556,289,533,35,139,66,31,26,0,0,5,0,0,0,0,0,22,0,0,0,402,0,0,0,0,0,12,0,0,0,63,0,179
148,A_07137,166051,127280,35196,37487,10656,14579,3288,14024,0,4588,1088,1705,108,575,240,102,91,0,0,19,0,0,0,0,0,89,0,0,0,1353,0,0,0,0,0,45,0,0,0,437,0,445
149,A_07138,138267,105879,27418,31087,9943,12008,3101,12117,0,3797,965,1445,102,414,135,102,51,0,0,10,0,0,0,0,0,96,0,0,0,1320,0,0,0,0,0,47,0,0,0,476,0,331
150,A_07140,80453,63461,16867,18055,5820,8095,1817,6140,0,2459,539,844,69,237,206,63,39,0,0,10,0,0,0,0,0,50,0,0,0,914,0,0,0,0,0,25,0,0,0,140,0,425
151,A_07141,94277,72716,16707,24143,6208,7670,2262,7901,0,3149,735,1139,71,253,132,68,49,0,0,14,0,0,0,0,0,53,0,0,0,966,0,0,0,0,0,32,0,0,0,164,0,257
152,A_07143,155376,121053,33615,35327,10658,14297,3311,12131,0,4406,1230,1717,147,440,145,102,74,0,0,19,0,0,0,0,0,111,0,0,0,1456,0,0,0,0,0,48,0,0,0,439,0,352
153,A_07211,78348,58177,11459,16366,3316,6276,3149,12519,0,1276,679,667,40,243,174,81,60,0,0,11,0,0,0,0,0,101,0,0,0,695,0,0,0,0,0,14,0,0,0,191,0,446
154,A_07231,85718,66259,18999,18877,4993,7832,1890,6188,0,3449,513,867,49,231,190,47,47,0,0,5,0,0,0,0,0,41,0,0,0,871,0,0,0,0,0,28,0,0,0,125,0,253
155,A_07232,71963,54344,15612,14693,3435,5891,1249,4916,0,5539,424,620,51,136,140,28,25,0,0,3,0,0,0,0,0,34,0,0,0,601,0,0,0,0,0,17,0,0,0,87,0,178
156,A_07233,47915,36918,11571,10430,2742,4379,1101,3231,0,1277,372,454,27,127,128,24,29,0,0,8,0,0,0,0,0,28,0,0,0,416,0,0,0,0,0,13,0,0,0,56,0,125
157,A_07235,112182,88994,23119,27757,5685,9930,2563,10189,0,4103,828,1336,74,295,189,63,56,0,0,19,0,0,0,0,0,78,0,0,0,983,0,0,0,0,0,36,0,0,0,152,0,413
158,A_07311,32565,23249,5701,6682,2922,2588,670,2467,0,673,200,379,41,87,29,18,21,0,0,4,0,0,0,0,0,36,0,0,0,231,0,0,0,0,0,10,0,0,0,150,0,86
159,A_07312,69296,48513,8946,13826,5772,5361,2298,7237,0,1617,523,782,64,241,94,48,45,0,0,18,0,0,0,0,0,85,0,0,0,539,0,0,0,0,0,27,0,0,0,184,0,310
160,A_07313,35938,27951,5295,7283,1888,3199,1477,6148,0,629,310,430,27,127,88,44,46,0,0,8,0,0,0,0,0,37,0,0,0,453,0,0,0,0,0,6,0,0,0,89,0,173
161,A_07314,100197,67896,12908,20786,8465,7675,2464,8111,0,1997,597,1292,120,337,98,68,76,0,0,45,0,0,0,0,0,70,0,0,0,740,0,0,0,0,0,45,0,0,0,881,0,392
162,A_07315,148407,119437,22666,29835,5166,13207,6650,32527,0,1751,975,957,46,528,742,143,116,0,0,25,0,0,0,0,0,209,0,0,0,1049,0,0,0,0,0,38,0,0,0,928,0,1172
163,A_07316,40680,31594,7421,8147,3161,3744,864,4995,0,1493,217,357,26,105,76,36,25,0,0,3,0,0,0,0,0,30,0,0,0,385,0,0,0,0,0,9,0,0,0,76,0,179
164,A_07317,30507,20113,4785,5805,3050,2229,643,1252,0,495,266,670,69,79,13,23,22,0,0,6,0,0,0,0,0,19,0,0,0,254,0,0,0,0,0,8,0,0,0,34,0,67
165,A_07318,35930,26990,5797,7289,2669,3289,1077,4415,0,638,246,406,18,99,71,36,25,0,0,5,0,0,0,0,0,23,0,0,0,386,0,0,0,0,0,9,0,0,0,86,0,162
166,A_07319,57136,40286,8891,12066,4755,4364,1375,4778,0,863,329,667,65,246,93,47,27,0,0,6,0,0,0,0,0,36,0,0,0,641,0,0,0,0,0,21,0,0,0,224,0,213
167,A_07320,25747,18512,3723,6027,2408,2029,696,1740,0,486,250,431,34,88,33,22,11,0,0,8,0,0,0,0,0,15,0,0,0,217,0,0,0,0,0,4,0,0,0,35,0,50
168,A_07331,98411,78356,17613,23699,8598,9670,2198,8668,0,2546,518,1240,149,399,200,79,43,0,0,20,0,0,0,0,0,103,0,0,0,1056,0,0,0,0,0,43,0,0,0,269,0,426
169,A_07332,104771,84439,19908,24094,8461,10870,2149,10436,0,3222,551,1301,100,271,123,75,63,0,0,11,0,0,0,0,0,96,0,0,0,1226,0,0,0,0,0,34,0,0,0,213,0,452
170,A_07333,58416,44818,9047,14607,5373,4721,1388,4230,0,2417,407,887,86,191,64,46,29,0,0,8,0,0,0,0,0,32,0,0,0,539,0,0,0,0,0,37,0,0,0,106,0,141
171,A_07334,93969,72915,17346,19717,9123,9279,2059,7780,0,2480,628,1318,88,258,186,82,69,0,0,22,0,0,0,0,0,68,0,0,0,964,0,0,0,0,0,34,0,0,0,426,0,289
172,A_07335,80624,62878,14592,18807,8258,6365,2087,5349,0,3202,584,1250,128,198,95,37,42,0,0,10,0,0,0,0,0,56,0,0,0,722,0,0,0,0,0,31,0,0,0,130,0,210
173,A_07336,55944,43455,8363,15692,5550,3789,1612,3163,0,2329,416,878,92,164,41,27,26,0,0,6,0,0,0,0,0,28,0,0,0,572,0,0,0,0,0,19,0,0,0,80,0,132
174,A_07337,87093,70393,16780,20028,6691,8642,2062,8954,0,2384,577,1350,103,274,197,68,67,0,0,8,0,0,0,0,0,46,0,0,0,972,0,0,0,0,0,33,0,0,0,150,0,317
175,A_07338,116242,94571,23313,26018,9896,12078,2307,11653,0,3146,729,1612,125,336,153,113,94,0,0,26,0,0,0,0,0,83,0,0,0,1134,0,0,0,0,0,57,0,0,0,381,0,413
176,A_07339,158619,131227,31037,37945,9347,16032,4263,21009,0,3194,992,1773,113,687,450,117,94,0,0,22,0,0,0,0,0,158,0,0,0,1535,0,0,0,0,0,51,0,0,0,461,0,856
177,A_07340,78260,63387,17277,17957,7469,7122,1866,4517,0,2431,691,1595,111,223,67,53,53,0,0,10,0,0,0,0,0,41,0,0,0,796,0,0,0,0,0,23,0,0,0,84,0,200
178,A_08111,370769,291102,59939,61201,16132,46309,14866,72780,0,2294,2531,2639,96,1165,637,0,277,0,0,230,166,0,104,0,0,370,0,0,0,3410,322,320,0,57,0,38,0,0,0,2152,0,1499
179,A_08115,261193,208175,54146,42458,17927,37458,5428,34674,0,3534,1528,1905,157,746,474,0,206,0,0,103,194,0,34,0,0,204,0,0,0,2785,510,275,0,68,0,53,0,0,0,1318,0,682
180,A_08116,362474,289473,73835,62183,23305,48174,8236,50358,0,4519,2498,3264,199,933,702,0,333,0,0,144,333,0,53,0,0,319,0,0,0,4589,632,311,0,87,0,71,0,0,0,1792,0,676
181,A_08117,177107,135606,35079,31422,15412,21723,3338,16916,0,2525,1176,1660,150,504,293,0,122,0,0,59,161,0,16,0,0,85,0,0,0,2340,158,177,0,55,0,31,0,0,0,685,0,336
182,A_08118,362801,290620,72149,64117,25439,46196,8531,50762,0,4846,2468,3064,245,1009,912,0,316,0,0,100,278,0,49,0,0,294,0,0,0,4379,522,424,0,96,0,62,0,0,0,1671,0,922
183,A_08119,295389,232553,58710,49811,22672,40202,6525,34696,0,3271,2111,2684,210,1153,656,0,228,0,0,91,249,0,45,0,0,232,0,0,0,5002,599,290,0,58,0,57,0,0,0,948,0,566
184,A_08121,75517,53729,11674,12428,6531,8650,1899,8105,0,669,630,485,44,182,115,0,59,0,0,48,68,0,11,0,0,71,0,0,0,775,85,48,0,19,0,11,0,0,0,428,0,202
185,A_08125,243164,192323,46809,42230,24511,32092,4730,24256,0,3702,2100,2277,363,632,625,0,163,0,0,70,262,0,19,0,0,263,0,0,0,3215,488,258,0,66,0,62,0,0,0,965,0,479
186,A_08126,82391,63999,15948,13722,8537,10415,1659,7903,0,1256,529,789,171,213,204,0,30,0,0,12,91,0,10,0,0,49,0,0,0,1210,207,81,0,25,0,17,0,0,0,146,0,206
187,A_08127,143483,108688,25999,23550,13250,17435,3321,14831,0,1685,1143,1188,161,395,512,0,77,0,0,55,151,0,15,0,0,95,0,0,0,2795,443,120,0,36,0,23,0,0,0,273,0,247
188,A_08128,101140,79500,23956,17016,8960,9861,2102,9355,0,2651,836,877,113,248,404,0,59,0,0,13,130,0,3,0,0,58,0,0,0,1454,120,87,0,29,0,26,0,0,0,159,0,182
189,A_08135,92927,69621,16398,17516,8322,9770,2037,8586,0,1479,650,811,101,277,260,0,82,0,0,60,102,0,45,0,0,61,0,0,0,1790,128,56,0,18,0,11,0,0,0,328,0,140
190,A_08136,231207,178758,50722,39235,18396,26986,4904,23621,0,3338,1688,1879,224,604,334,0,106,0,0,83,215,0,20,0,0,138,0,0,0,3174,319,193,0,52,0,44,0,0,0,613,0,436
191,A_08211,38068,28262,7845,6101,2273,4291,847,4821,0,365,177,309,13,81,41,0,25,0,0,1,22,0,2,0,0,28,0,0,0,552,20,31,0,7,0,8,0,0,0,90,0,95
192,A_08212,205608,159591,27998,33828,10774,20615,8910,44011,0,1438,1851,1608,71,622,385,0,182,0,0,89,138,0,44,0,0,463,0,0,0,2863,322,101,0,34,0,23,0,0,0,785,0,1313
193,A_08215,322530,256109,66094,57066,26678,37449,6838,38725,0,4935,2369,3829,260,789,462,0,188,0,0,41,365,0,33,0,0,341,0,0,0,4483,692,325,0,100,0,79,0,0,0,988,0,830
194,A_08216,166822,127069,33650,30341,14060,16959,3433,17105,0,2635,922,1717,131,465,158,0,95,0,0,24,165,0,15,0,0,104,0,0,0,2720,81,139,0,49,0,27,0,0,0,363,0,397
195,A_08221,100223,81558,13780,16719,3865,9892,5380,26703,0,528,691,572,26,213,212,0,81,0,0,29,69,0,23,0,0,213,0,0,0,998,90,21,0,16,0,20,0,0,0,290,0,797
196,A_08222,196863,142132,25682,35651,12846,18515,7066,29814,0,1871,1471,2178,146,529,241,0,146,0,0,81,216,0,58,0,0,200,0,0,0,1845,146,136,0,50,0,23,0,0,0,1212,0,844
197,A_08225,108278,82558,24910,18562,10248,11082,1982,8393,0,2050,727,1034,133,262,186,0,40,0,0,10,130,0,10,0,0,69,0,0,0,1270,150,108,0,31,0,16,0,0,0,186,0,206
198,A_08226,397462,314463,77477,75245,29310,44478,9334,51785,0,5427,2777,4406,408,1012,515,0,227,0,0,74,440,0,60,0,0,364,0,0,0,4828,511,293,0,79,0,63,0,0,0,1209,0,1386
199,A_08231,74174,50001,11493,10170,7852,7579,1620,6141,0,784,441,1036,60,183,82,0,44,0,0,33,61,0,6,0,0,57,0,0,0,694,158,410,0,18,0,17,0,0,0,335,0,208
200,A_08235,112513,86893,24445,16077,11110,14506,2130,10194,0,1910,695,1253,112,271,262,0,72,0,0,20,106,0,17,0,0,85,0,0,0,1769,477,118,0,29,0,58,0,0,0,348,0,142
201,A_08236,142952,113981,27831,24092,14176,18925,2722,15072,0,2130,1091,2240,158,378,236,0,71,0,0,29,145,0,12,0,0,120,0,0,0,1734,661,456,0,37,0,35,0,0,0,375,0,409
202,A_08237,86579,65970,18396,12494,8363,12264,1526,7107,0,1166,460,979,85,206,189,0,37,0,0,9,83,0,11,0,0,31,0,0,0,1223,318,84,0,19,0,40,0,0,0,181,0,111
203,A_08311,157938,126936,17857,25975,5497,12010,10577,45404,0,954,1258,1269,33,336,410,0,179,0,0,59,84,0,13,0,0,218,0,0,0,2764,148,53,0,21,0,18,0,0,0,463,0,656
204,A_08315,194326,155782,38165,35652,10232,20403,5141,32198,0,2336,1278,2306,95,451,470,0,116,0,0,36,192,0,22,0,0,135,0,0,0,3907,324,143,0,38,0,31,0,0,0,432,0,413
205,A_08316,123797,97379,22999,23677,7240,12342,3185,18803,0,1673,931,1839,87,341,470,0,103,0,0,10,101,0,10,0,0,63,0,0,0,1929,138,91,0,30,0,19,0,0,0,240,0,371
206,A_08317,316089,239266,61817,51849,23936,34376,6753,34603,0,5546,2121,3733,240,853,528,0,224,0,0,34,314,0,34,0,0,203,0,0,0,6989,381,329,0,101,0,60,0,0,0,1150,0,648
207,A_08325,102476,78338,20902,14224,10374,14668,1732,8235,0,1489,462,953,102,286,649,0,53,0,0,4,117,0,10,0,0,105,0,0,0,2329,170,103,0,39,0,19,0,0,0,213,0,187
208,A_08326,147679,110997,29026,23058,12212,17913,2756,14582,0,2046,770,1442,183,396,242,0,80,0,0,55,176,0,39,0,0,100,0,0,0,3519,278,131,0,46,0,28,0,0,0,370,0,332
209,A_08327,95706,71326,19916,13299,9373,12100,1588,7801,0,1237,511,1012,119,263,178,0,53,0,0,8,99,0,14,0,0,138,0,0,0,1806,129,85,0,26,0,18,0,0,0,431,0,184
210,A_08335,206009,157563,36209,32657,13341,23509,5804,32913,0,2204,1643,1928,141,546,463,0,140,0,0,33,141,0,35,0,0,164,0,0,0,3022,221,167,0,45,0,103,0,0,0,401,0,570
211,A_08336,161441,119785,25596,29305,10299,17498,3819,21791,0,2035,1224,1646,106,576,228,0,120,0,0,65,161,0,22,0,0,113,0,0,0,2583,465,145,0,51,0,52,0,0,0,483,0,349
212,A_08337,119038,88732,23774,19867,8286,12325,2319,13579,0,1814,551,1082,86,317,289,0,82,0,0,21,91,0,11,0,0,62,0,0,0,2295,152,110,0,38,0,17,0,0,0,299,0,493
213,A_08415,199189,153820,39504,31535,15652,25288,5081,24197,0,2434,1239,1700,151,552,329,0,105,0,0,79,180,0,21,0,0,176,0,0,0,2442,445,205,0,71,0,49,0,0,0,689,0,451
214,A_08416,162818,133827,27977,27207,8774,17764,7488,34454,0,1555,1090,1360,99,447,440,0,203,0,0,42,125,0,37,0,0,183,0,0,0,2145,287,114,0,27,0,29,0,0,0,694,0,539
215,A_08417,137649,102855,27369,20356,13226,18318,2737,11172,0,1721,959,1500,138,379,297,0,69,0,0,102,120,0,14,0,0,88,0,0,0,2048,201,113,0,31,0,22,0,0,0,489,0,231
216,A_08421,82816,64752,12959,14217,4467,8833,2798,15839,0,948,640,843,33,404,179,0,68,0,0,49,84,0,15,0,0,175,0,0,0,890,97,62,0,24,0,19,0,0,0,427,0,304
217,A_08425,140560,112785,33846,22201,11579,16556,2579,15399,0,2860,889,1648,140,510,336,0,75,0,0,38,168,0,21,0,0,135,0,0,0,1676,256,150,0,44,0,44,0,0,0,393,0,248
218,A_08426,147677,116410,35249,20300,12680,16723,2586,15718,0,3587,1051,1699,145,508,1027,0,110,0,0,11,164,0,13,0,0,99,0,0,0,2612,228,179,0,37,0,26,0,0,0,362,0,304
219,A_08435,158573,126023,33200,24900,10591,19832,3571,22069,0,2251,1250,1286,85,442,518,0,126,0,0,26,112,0,30,0,0,106,0,0,0,3435,181,144,0,42,0,44,0,0,0,491,0,431
220,A_08436,209287,163955,44150,30602,14278,24180,5116,27888,0,4319,1497,1826,106,587,1255,0,175,0,0,47,185,0,21,0,0,139,0,0,0,4751,251,204,0,54,0,45,0,0,0,641,0,473
221,A_08437,96829,74052,22132,13818,8350,11575,1880,8867,0,1594,673,947,110,264,232,0,41,0,0,21,105,0,10,0,0,59,0,0,0,1880,114,101,0,36,0,20,0,0,0,272,0,125
222,A_09161,89860,65257,0,12066,6535,7918,2094,8961,19824,3488,521,570,46,198,436,71,0,270,0,24,86,0,8,0,0,69,0,44,0,991,42,0,19,0,0,11,0,0,0,384,100,176
223,A_09162,923132,740751,0,139977,33541,100961,30012,192373,175397,19208,5107,6773,161,2364,5091,784,0,1633,0,148,592,0,168,0,0,787,0,612,0,9709,326,0,134,0,0,170,0,0,0,5488,778,5875
224,A_09163,40774,30713,0,5196,2659,3836,998,5205,8328,1918,310,325,9,120,209,51,0,235,0,4,38,0,6,0,0,33,0,14,0,764,18,0,8,0,0,4,0,0,0,141,41,105
225,A_09171,82495,62797,0,9629,6509,5975,1415,6224,21473,6919,437,605,52,181,576,59,0,372,0,9,86,0,13,0,0,34,0,26,0,1448,33,0,22,0,0,12,0,0,0,151,109,70
226,A_09172,74647,57428,0,8838,5102,5627,1373,6538,17747,8155,400,606,38,153,442,55,0,395,0,7,67,0,10,0,0,43,0,21,0,1152,61,0,22,0,0,39,0,0,0,87,90,60
227,A_09173,93174,75683,0,10206,6254,8982,1718,10418,25619,6626,528,698,33,256,660,76,0,646,0,5,76,0,4,0,0,51,0,45,0,1802,32,0,26,0,0,13,0,0,0,189,116,187
228,A_09174,105804,87251,0,13308,6637,10358,1711,12491,29930,6339,588,1117,45,264,619,87,0,418,0,9,112,0,7,0,0,75,0,45,0,1704,35,0,33,0,0,20,0,0,0,295,150,410
229,A_09175,100235,85351,0,13590,5321,10852,1934,14513,27757,5333,647,915,38,263,610,76,0,657,0,4,81,0,8,0,0,76,0,63,0,1560,57,0,27,0,0,9,0,0,0,245,134,225
230,A_09176,98405,82500,0,13528,7739,7888,1657,8195,30698,7773,491,706,50,191,589,67,0,581,0,5,86,0,16,0,0,40,0,28,0,1245,39,0,42,0,0,15,0,0,0,203,124,133
231,A_09177,100334,82986,0,12103,6907,9376,1714,10107,28235,8532,632,985,44,271,732,85,0,693,0,18,92,0,13,0,0,75,0,49,0,1297,35,0,32,0,0,21,0,0,0,236,137,187
232,A_09178,121098,99438,0,15203,7808,11526,2661,16063,30055,8831,851,1002,53,305,845,167,0,479,0,16,123,0,12,0,0,118,0,58,0,1693,47,0,41,0,0,32,0,0,0,486,164,312
233,A_09179,152723,127273,0,22086,7882,15347,3047,21749,40785,6903,824,1541,55,507,880,150,0,477,0,7,153,0,10,0,0,120,0,71,0,2748,75,0,43,0,0,33,0,0,0,436,208,549
234,A_09180,65407,52892,0,6658,4077,5617,1064,6527,20516,4474,277,460,31,117,526,48,0,423,0,5,54,0,6,0,0,30,0,43,0,1277,26,0,23,0,0,8,0,0,0,102,78,106
235,A_09181,91011,76134,0,11630,5587,8628,2031,13151,23725,4688,694,844,42,264,671,127,0,479,0,3,95,0,11,0,0,50,0,52,0,2416,73,0,20,0,0,20,0,0,0,132,124,243
236,A_09182,73488,60423,0,8070,4581,8066,1190,7720,20685,5905,390,567,34,142,416,52,0,551,0,21,53,0,10,0,0,49,0,33,0,1194,17,0,15,0,0,14,0,0,0,134,60,121
237,A_09183,86161,66644,0,8680,7431,7323,1354,6024,22587,7938,435,791,51,208,726,47,0,509,0,10,79,0,2,0,0,60,0,27,0,1555,22,0,28,0,0,12,0,0,0,183,113,126
238,A_09184,234912,199333,0,34189,10489,28696,4449,36817,64669,7612,1254,2054,54,659,1332,127,0,719,0,29,173,0,32,0,0,196,0,94,0,2805,87,0,51,0,0,44,0,0,0,808,261,910
239,A_09185,72397,57874,0,8458,6222,5766,988,5413,20528,6768,382,546,47,188,264,48,0,366,0,3,55,0,6,0,0,42,0,22,0,1111,25,0,26,0,0,8,0,0,0,113,98,111
240,A_09186,93874,76328,0,11422,7905,8437,1506,8256,26402,7499,435,709,41,205,546,108,0,483,0,2,84,0,8,0,0,58,0,22,0,1238,31,0,55,0,0,16,0,0,0,238,143,173
241,A_09187,196616,160697,0,22210,13911,19213,3609,20757,50798,16343,1075,1557,86,446,1424,162,0,1502,0,13,160,0,23,0,0,129,0,80,0,5311,111,0,69,0,0,23,0,0,0,347,246,381
242,A_09188,97195,83099,0,12701,4169,12606,1849,15809,27410,3421,467,661,30,248,482,104,0,268,0,9,69,0,9,0,0,61,0,23,0,1739,25,0,12,0,0,13,0,0,0,210,79,349
243,A_09189,134168,106448,0,16352,8925,10120,2570,13447,33674,13214,721,1013,63,260,975,98,0,1053,0,11,82,0,11,0,0,69,0,64,0,2547,74,0,42,0,0,17,0,0,0,156,168,205
244,A_09190,103066,85147,0,13269,6796,8694,2060,11870,27662,6988,628,856,36,258,1211,72,0,806,0,10,82,0,42,0,0,53,0,33,0,2440,59,0,38,0,0,19,0,0,0,194,178,233
245,A_09261,48466,36439,0,6497,2987,4419,1188,5759,10709,2383,224,457,22,142,284,40,0,172,0,5,39,0,5,0,0,35,0,31,0,575,37,0,12,0,0,2,0,0,0,131,48,71
246,A_09262,37537,27984,0,5215,2271,3071,1016,4874,8232,1635,190,262,19,90,355,27,0,89,0,5,23,0,4,0,0,49,0,14,0,267,19,0,4,0,0,5,0,0,0,41,29,60
247,A_09263,33502,22645,0,3908,2600,2253,652,2161,7779,1758,219,227,31,64,224,30,0,118,0,2,25,0,3,0,0,14,0,10,0,290,9,0,16,0,0,7,0,0,0,54,31,24
248,A_09271,91554,68743,0,10654,9118,6408,1271,5116,23397,8347,405,573,44,210,393,97,0,923,0,9,54,0,4,0,0,37,0,21,0,977,28,0,47,0,0,8,0,0,0,130,87,58
249,A_09272,63581,49895,0,7762,7497,3645,865,2844,16120,8610,193,394,35,109,315,53,0,504,0,3,31,0,2,0,0,23,0,6,0,530,16,0,13,0,0,7,0,0,0,39,55,36
250,A_09273,88717,69993,0,11600,7891,6551,1322,6055,24181,8193,423,779,59,168,499,60,0,505,0,8,78,0,10,0,0,29,0,19,0,840,28,0,38,0,0,2,0,0,0,171,95,77
251,A_09274,119636,97317,0,13879,9978,10039,1859,8883,32275,14535,449,1089,48,259,705,70,0,641,0,4,106,0,10,0,0,69,0,46,0,1467,35,0,42,0,0,19,0,0,0,160,125,150
252,A_09275,151077,117196,0,20134,15048,10436,2242,8327,38620,16089,531,1063,106,275,1013,62,0,750,0,5,113,0,13,0,0,88,0,41,0,1310,61,0,53,0,0,15,0,0,0,101,127,84
253,A_09276,61701,46713,0,7100,7364,3669,834,2597,15154,7260,305,467,47,80,304,39,0,361,0,2,36,0,6,0,0,24,0,9,0,496,24,0,47,0,0,7,0,0,0,112,81,33
254,A_09277,92030,71495,0,10077,8120,6669,1340,5346,23999,11687,315,648,51,178,662,41,0,620,0,8,53,0,11,0,0,28,0,22,0,923,30,0,42,0,0,3,0,0,0,88,95,80
255,A_09278,78569,63597,0,8930,7438,5681,982,4206,23809,8851,368,520,82,106,743,42,0,479,0,2,43,0,6,0,0,32,0,17,0,611,8,0,34,0,0,11,0,0,0,109,100,66
256,A_09279,71637,54230,0,7986,7381,5430,964,3539,18906,6859,324,512,45,112,432,41,0,343,0,4,48,0,6,0,0,24,0,26,0,696,16,0,28,0,0,9,0,0,0,91,89,68
257,A_09361,32133,22725,0,4799,2604,2125,673,2608,7085,1208,140,292,25,134,173,17,0,129,0,0,33,0,6,0,0,20,0,13,0,275,16,0,8,0,0,4,0,0,0,41,55,45
258,A_09362,105974,81838,0,14783,5687,8472,4145,19421,20590,3532,844,821,23,265,698,98,0,266,0,13,65,0,36,0,0,128,0,42,0,1043,37,0,14,0,0,23,0,0,0,156,93,269
259,A_09363,31980,22837,0,5587,2605,2027,711,2188,7200,1071,137,233,21,70,112,19,0,102,0,1,26,0,5,0,0,26,0,18,0,308,11,0,14,0,0,3,0,0,0,65,91,53
260,A_09371,81848,66496,0,13993,7136,5287,1540,5472,22548,6272,367,780,58,255,462,53,0,362,0,12,83,0,12,0,0,50,0,38,0,914,35,0,50,0,0,13,0,0,0,93,180,69
261,A_09372,102196,80014,0,12227,10991,5456,1346,4777,27268,14412,326,631,64,148,433,56,0,388,0,4,66,0,4,0,0,42,0,30,0,677,42,0,58,0,0,27,0,0,0,54,80,67
262,A_09373,102090,84076,0,12755,8218,7655,1882,8111,30797,8852,484,866,83,366,663,58,0,381,0,8,105,0,13,0,0,51,0,38,0,1728,50,0,40,0,0,9,0,0,0,119,203,161
263,A_09374,75653,61803,0,13924,7137,4403,1186,4039,21753,5793,251,562,59,159,289,47,0,352,0,1,67,0,2,0,0,38,0,26,0,681,29,0,29,0,0,6,0,0,0,72,361,57
264,A_09375,147442,121372,0,20406,12246,10671,2746,13022,42081,13594,666,1092,81,276,764,94,0,722,0,9,117,0,13,0,0,72,0,42,0,1528,49,0,44,0,0,30,0,0,0,180,155,160
265,A_09376,115004,90670,0,18356,11927,6824,1955,6053,30678,10194,431,834,94,207,558,106,0,464,0,5,104,0,7,0,0,52,0,45,0,816,48,0,39,0,0,54,0,0,0,106,168,97
266,A_09377,58174,47607,0,9950,5156,3171,933,2943,17498,5203,263,454,48,116,211,28,0,265,0,4,58,0,6,0,0,23,0,21,0,585,30,0,21,0,0,5,0,0,0,55,244,38
267,A_09461,54912,42665,0,8018,3302,4215,2244,9727,11057,1367,376,381,23,149,275,55,0,86,0,29,58,0,6,0,0,53,0,22,0,576,26,0,16,0,0,6,0,0,0,105,58,274
268,A_09462,55829,41508,0,8995,3001,4836,1567,7720,11391,1495,378,409,25,142,204,47,0,51,0,3,59,0,8,0,0,78,0,33,0,441,52,0,11,0,0,12,0,0,0,98,54,190
269,A_09463,30790,23125,0,5817,1809,2449,883,3667,6062,758,255,257,17,88,177,36,0,21,0,11,36,0,0,0,0,37,0,9,0,447,10,0,8,0,0,3,0,0,0,80,24,47
270,A_09464,32359,23068,0,5368,2587,2219,719,2269,7283,946,254,349,27,127,40,14,0,40,0,5,31,0,3,0,0,27,0,21,0,307,55,0,12,0,0,11,0,0,0,123,47,34
271,A_09471,116451,97229,0,15557,12312,8899,2074,8734,36283,7512,704,979,115,351,420,73,0,389,0,29,155,0,10,0,0,71,0,45,0,1334,72,0,110,0,0,18,0,0,0,117,214,236
272,A_09472,83947,68940,0,14607,6662,5687,1312,6009,25396,5586,482,710,61,161,219,57,0,164,0,5,80,0,8,0,0,43,0,30,0,905,63,0,51,0,0,6,0,0,0,111,124,99
273,A_09473,69320,55457,0,14000,5997,4819,1319,4980,16985,3827,472,645,58,157,352,26,0,99,0,17,75,0,6,0,0,57,0,26,0,920,34,0,30,0,0,9,0,0,0,102,91,73
274,A_09474,91084,75969,0,13118,6817,6983,1797,9491,27505,5669,527,823,64,254,351,65,0,200,0,11,91,0,11,0,0,89,0,29,0,1111,71,0,57,0,0,11,0,0,0,193,129,194
275,A_09475,76055,60714,0,14495,6927,5021,1290,4387,20859,4056,663,795,75,148,171,35,0,123,0,7,86,0,7,0,0,42,0,25,0,638,165,0,66,0,0,12,0,0,0,156,105,46
