code_start,year_start,name_start,code_latest,name_latest,proportion_population,proportion_area,name_chain
A_16027000,1991,Lobenstein,A_16072000,Sonneberg,0.001999016684907084,0.002974296812009543,Lobenstein -> Saalfeld-Rudolstadt -> Sonneberg
A_16027000,1991,Lobenstein,A_16073000,Saalfeld-Rudolstadt,0.09402962764209293,0.11010683075299041,Lobenstein -> Saalfeld-Rudolstadt
A_16027000,1991,Lobenstein,A_16075000,Saale-Orla-Kreis,0.903827,0.886145,Lobenstein -> Saale-Orla-Kreis
A_16028000,1991,Meiningen,A_16066000,Schmalkalden-Meiningen,0.921609,0.892754,Meiningen -> Schmalkalden-Meiningen
A_16028000,1991,Meiningen,A_16069000,Hildburghausen,0.078391,0.107246,Meiningen -> Hildburghausen
A_16029000,1991,Mühlhausen,A_16064000,Unstrut-Hainich-Kreis,1.0,1.0,Mühlhausen -> Unstrut-Hainich-Kreis
A_16030000,1991,Neuhaus am Rennweg,A_16071000,Weimarer Land,0.0008203175140000001,0.004100874792,Neuhaus am Rennweg -> Saalfeld-Rudolstadt -> Weimarer Land -> Weimarer-Land -> Weimarer Land
A_16030000,1991,Neuhaus am Rennweg,A_16072000,Sonneberg,0.46484563944698937,0.4124252783046031,Neuhaus am Rennweg -> Sonneberg and Neuhaus am Rennweg -> Saalfeld-Rudolstadt -> Sonneberg
A_16030000,1991,Neuhaus am Rennweg,A_16073000,Saalfeld-Rudolstadt,0.5343340430390107,0.5834738469033965,Neuhaus am Rennweg -> Saalfeld-Rudolstadt
A_16031000,1991,Nordhausen,A_16062000,Nordhausen,1.0,1.0,Nordhausen
A_16032000,1991,Pößneck,A_16071000,Weimarer Land,4.294361e-06,3.160605e-05,Pößneck -> Saalfeld-Rudolstadt -> Weimarer Land -> Weimarer-Land -> Weimarer Land
A_16032000,1991,Pößneck,A_16072000,Sonneberg,5.946769608433934e-05,0.00012147450859289773,Pößneck -> Saalfeld-Rudolstadt -> Sonneberg
A_16032000,1991,Pößneck,A_16073000,Saalfeld-Rudolstadt,0.0027972379429156606,0.0044969194414070995,Pößneck -> Saalfeld-Rudolstadt
A_16032000,1991,Pößneck,A_16075000,Saale-Orla-Kreis,0.997139,0.99535,Pößneck -> Saale-Orla-Kreis
A_16033000,1991,Rudolstadt,A_16071000,Weimarer Land,0.001501,0.006797,Rudolstadt -> Saalfeld-Rudolstadt -> Weimarer Land -> Weimarer-Land -> Weimarer Land
A_16033000,1991,Rudolstadt,A_16072000,Sonneberg,0.020785633024935107,0.026123550235031774,Rudolstadt -> Saalfeld-Rudolstadt -> Sonneberg
A_16033000,1991,Rudolstadt,A_16073000,Saalfeld-Rudolstadt,0.9777133669750651,0.9670794497649677,Rudolstadt -> Saalfeld-Rudolstadt
A_16034000,1991,Saalfeld,A_16071000,Weimarer Land,0.001501,0.006797,Saalfeld -> Saalfeld-Rudolstadt -> Weimarer Land -> Weimarer-Land -> Weimarer Land
A_16034000,1991,Saalfeld,A_16072000,Sonneberg,0.020785633024935107,0.026123550235031774,Saalfeld -> Saalfeld-Rudolstadt -> Sonneberg
A_16034000,1991,Saalfeld,A_16073000,Saalfeld-Rudolstadt,0.9777133669750651,0.9670794497649677,Saalfeld -> Saalfeld-Rudolstadt
A_16035000,1991,Schleiz,A_14523000,Vogtlandkreis,0.075775,0.067237,Plauen -> Plauen-Land -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Vogtlandkreis and Plauen -> Plauen-Land -> Vogtlandkreis -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Vogtlandkreis and Plauen -> Plauen-Land -> Vogtlandkreis and Plauen -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Vogtlandkreis
A_16035000,1991,Schleiz,A_16075000,Saale-Orla-Kreis,0.924225,0.932763,Schleiz -> Saale-Orla-Kreis
A_16036000,1991,Schmalkalden,A_16066000,Schmalkalden-Meiningen,1.0,1.0,Schmalkalden -> Schmalkalden-Meiningen
A_16037000,1991,Schmölln,A_16077000,Altenburger Land,1.0,1.0,Schmölln -> Altenburger Land
A_16038000,1991,Sömmerda,A_16068000,Sömmerda,1.0,1.0,Sömmerda
A_16039000,1991,Sondershausen,A_16064000,Unstrut-Hainich-Kreis,0.002337,0.006857,Sondershausen -> Unstrut-Hainich-Kreis
A_16039000,1991,Sondershausen,A_16065000,Kyffhäuserkreis,0.997663,0.993143,Sondershausen -> Kyffhäuserkreis
A_16040000,1991,Sonneberg,A_16072000,Sonneberg,1.0,1.0,Sonneberg
A_16041000,1991,Stadtroda,A_16074000,Saale-Holzland-Kreis,1.0,1.0,Stadtroda -> Holzland-Kreis -> Saale-Holzland-Kreis
A_16042000,1991,Suhl,A_16054000,"Suhl, Stadt",0.06356987031689688,0.0707162586846503,"Suhl -> KS Suhl -> Suhl, Kreisfreie Stadt -> Suhl, Stadt and Suhl -> Ilm-Kreis -> Suhl, Stadt"
A_16042000,1991,Suhl,A_16066000,Schmalkalden-Meiningen,0.600978,0.452507,Suhl -> Schmalkalden-Meiningen
A_16042000,1991,Suhl,A_16069000,Hildburghausen,0.31529,0.426336,Suhl -> Hildburghausen
A_16042000,1991,Suhl,A_16070000,Ilm-Kreis,0.020161129683103116,0.05044074131534969,Suhl -> Ilm-Kreis
A_16043000,1991,Weimar,A_16055000,"Weimar, Stadt",0.089653,0.060685,"Weimar -> KS Weimar -> Weimar, Kreisfreie Stadt -> Weimar, Stadt"
A_16043000,1991,Weimar,A_16071000,Weimarer Land,0.910347,0.939315,Weimar -> Weimarer Land -> Weimarer-Land -> Weimarer Land
A_16044000,1991,Worbis,A_16061000,Eichsfeld,1.0,1.0,Worbis -> Eichsfeld
A_16045000,1991,Zeulenroda,A_14523000,Vogtlandkreis,0.10476800000000001,0.098519,Plauen -> Plauen-Land -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Vogtlandkreis and Plauen -> Plauen-Land -> Vogtlandkreis -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Vogtlandkreis and Plauen -> Plauen-Land -> Vogtlandkreis and Plauen -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Plauen-Stadt -> KS Plauen -> Vogtlandkreis
A_16045000,1991,Zeulenroda,A_16076000,Greiz,0.895232,0.901481,Zeulenroda -> Greiz
A_01001000,1992,KS Flensburg,A_01001000,"Flensburg, Stadt",1.0,1.0,"KS Flensburg -> Flensburg, Kreisfreie Stadt -> Flensburg, Stadt"
A_01002000,1992,KS Kiel,A_01002000,"Kiel, Landeshauptstadt",1.0,1.0,"KS Kiel -> Kiel, Kreisfreie Stad -> Kiel, Stadt -> Kiel, Landeshauptstadt"
A_01003000,1992,KS Lübeck,A_01003000,"Lübeck, Hansestadt",1.0,1.0,"KS Lübeck -> Lübeck, Kreisfreie Stadt -> Lübeck, Stadt -> Lübeck, Hansestadt"
A_01004000,1992,KS Neumünster,A_01004000,"Neumünster, Stadt",1.0,1.0,"KS Neumünster -> Neumünster, Kreisfreie Stadt -> Neumünster, Stadt"
A_01051000,1992,Dithmarschen,A_01051000,Dithmarschen,1.0,1.0,Dithmarschen
A_01053000,1992,Herzogtum Lauenburg,A_01053000,Herzogtum Lauenburg,1.0,1.0,Herzogtum Lauenburg
A_01054000,1992,Nordfriesland,A_01054000,Nordfriesland,1.0,1.0,Nordfriesland
A_01055000,1992,Ostholstein,A_01055000,Ostholstein,1.0,1.0,Ostholstein
A_01056000,1992,Pinneberg,A_01056000,Pinneberg,1.0,1.0,Pinneberg
A_01057000,1992,Plön,A_01057000,Plön,1.0,1.0,Plön
A_01058000,1992,Rendsburg-Eckernförde,A_01058000,Rendsburg-Eckernförde,1.0,1.0,Rendsburg-Eckernförde
A_01059000,1992,Schleswig-Flensburg,A_01059000,Schleswig-Flensburg,1.0,1.0,Schleswig-Flensburg
A_01060000,1992,Segeberg,A_01060000,Segeberg,1.0,1.0,Segeberg
A_01061000,1992,Steinburg,A_01061000,Steinburg,1.0,1.0,Steinburg
A_01062000,1992,Stormarn,A_01062000,Stormarn,1.0,1.0,Stormarn
A_02000000,1992,"KS Hamburg, Freie und Han",A_02000000,"Hamburg, Freie und Hansestadt",1.0,1.0,"KS Hamburg, Freie und Han -> KS Hamburg, Freie und Hansesta -> KS Hamburg, Freie und Hansest -> KS Hamburg, Freie und Ha -> KS Hamburg, Freie und Hansesta -> KS Hamburg, Freie und Hansest -> KS Hamburg -> Hamburg, Kreisfreie Stadt -> Hamburg, Stadt -> Hamburg, Freie und Hansestadt"
A_03101000,1992,KS Braunschweig,A_03101000,"Braunschweig, Stadt",1.0,1.0,"KS Braunschweig -> Braunschweig, Kreisfreie Stadt -> Braunschweig, Stadt"
A_03102000,1992,KS Salzgitter,A_03102000,"Salzgitter, Stadt",1.0,1.0,"KS Salzgitter -> Salzgitter, Kreisfreie Stadt -> Salzgitter, Stadt"
A_03103000,1992,KS Wolfsburg,A_03103000,"Wolfsburg, Stadt",1.0,1.0,"KS Wolfsburg -> Wolfsburg, Kreisfreie Stadt -> Wolfsburg, Stadt"
A_03151000,1992,Gifhorn,A_03151000,Gifhorn,1.0,1.0,Gifhorn
A_03152000,1992,Göttingen,A_03159000,Göttingen,1.0,1.0,Göttingen
A_03153000,1992,Goslar,A_03153000,Goslar,1.0,1.0,Goslar
A_03154000,1992,Helmstedt,A_03154000,Helmstedt,1.0,1.0,Helmstedt
A_03155000,1992,Northeim,A_03155000,Northeim,1.0,1.0,Northeim
A_03156000,1992,Osterode am Harz,A_03159000,Göttingen,1.0,1.0,Osterode am Harz -> Göttingen
A_03157000,1992,Peine,A_03157000,Peine,1.0,1.0,Peine
A_03158000,1992,Wolfenbüttel,A_03158000,Wolfenbüttel,1.0,1.0,Wolfenbüttel
A_03201000,1992,KS Hannover,A_03241000,Region Hannover,1.0,1.0,KS Hannover -> Region Hannover
A_03251000,1992,Diepholz,A_03251000,Diepholz,1.0,1.0,Diepholz
A_03252000,1992,Hameln-Pyrmont,A_03252000,Hameln-Pyrmont,1.0,1.0,Hameln-Pyrmont
A_03253000,1992,Hannover,A_03241000,Region Hannover,1.0,1.0,Hannover -> Region Hannover
A_03254000,1992,Hildesheim,A_03254000,Hildesheim,1.0,1.0,Hildesheim
A_03255000,1992,Holzminden,A_03255000,Holzminden,1.0,1.0,Holzminden
A_03256000,1992,Nienburg (Weser),A_03256000,Nienburg (Weser),1.0,1.0,Nienburg (Weser)
A_03257000,1992,Schaumburg,A_03257000,Schaumburg,1.0,1.0,Schaumburg
A_03351000,1992,Celle,A_03351000,Celle,1.0,1.0,Celle
A_03352000,1992,Cuxhaven,A_03352000,Cuxhaven,1.0,1.0,Cuxhaven
A_03353000,1992,Harburg,A_03353000,Harburg,1.0,1.0,Harburg
A_03354000,1992,Lüchow-Dannenberg,A_03354000,Lüchow-Dannenberg,1.0,1.0,Lüchow-Dannenberg
A_03355000,1992,Lüneburg,A_03355000,Lüneburg,1.0,1.0,Lüneburg
A_03356000,1992,Osterholz,A_03356000,Osterholz,1.0,1.0,Osterholz
A_03357000,1992,Rotenburg (Wümme),A_03357000,Rotenburg (Wümme),1.0,1.0,Rotenburg (Wümme)
A_03358000,1992,Soltau-Fallingbostel,A_03358000,Heidekreis,1.0,1.0,Soltau-Fallingbostel -> Heidekreis
A_03359000,1992,Stade,A_03359000,Stade,1.0,1.0,Stade
A_03360000,1992,Uelzen,A_03360000,Uelzen,1.0,1.0,Uelzen
A_03361000,1992,Verden,A_03361000,Verden,1.0,1.0,Verden
A_03401000,1992,KS Delmenhorst,A_03401000,"Delmenhorst, Stadt",1.0,1.0,"KS Delmenhorst -> Delmenhorst, Kreisfreie Stadt -> Delmenhorst, Stadt"
A_03402000,1992,KS Emden,A_03402000,"Emden, Stadt",1.0,1.0,"KS Emden -> Emden, Kreisfreie Stadt -> Emden, Stadt"
A_03403000,1992,KS Oldenburg (Oldenburg),A_03403000,"Oldenburg (Oldenburg), Stadt",1.0,1.0,"KS Oldenburg (Oldenburg) -> Oldenburg (Oldenburg), Kreisfreie Stadt -> Oldenburg (Oldenburg), Stadt"
A_03404000,1992,KS Osnabrück,A_03404000,"Osnabrück, Stadt",1.0,1.0,"KS Osnabrück -> Osnabrück, Kreisfreie Stadt -> Osnabrück, Stadt"
A_03405000,1992,KS Wilhelmshaven,A_03405000,"Wilhelmshaven, Stadt",1.0,1.0,"KS Wilhelmshaven -> Wilhelmshaven, Kreisfreie Stadt -> Wilhelmshaven, Stadt"
A_03451000,1992,Ammerland,A_03451000,Ammerland,1.0,1.0,Ammerland
A_03452000,1992,Aurich,A_03452000,Aurich,1.0,1.0,Aurich
A_03453000,1992,Cloppenburg,A_03453000,Cloppenburg,1.0,1.0,Cloppenburg
A_03454000,1992,Emsland,A_03454000,Emsland,1.0,1.0,Emsland
A_03455000,1992,Friesland,A_03455000,Friesland,1.0,1.0,Friesland
A_03456000,1992,Grafschaft Bentheim,A_03456000,Grafschaft Bentheim,1.0,1.0,Grafschaft Bentheim
A_03457000,1992,Leer,A_03457000,Leer,1.0,1.0,Leer
A_03458000,1992,Oldenburg (Oldenburg),A_03458000,Oldenburg,1.0,1.0,Oldenburg (Oldenburg) -> Oldenburg
A_03459000,1992,Osnabrück,A_03459000,Osnabrück,1.0,1.0,Osnabrück
A_03460000,1992,Vechta,A_03460000,Vechta,1.0,1.0,Vechta
A_03461000,1992,Wesermarsch,A_03461000,Wesermarsch,1.0,1.0,Wesermarsch
A_03462000,1992,Wittmund,A_03462000,Wittmund,1.0,1.0,Wittmund
A_04011000,1992,KS Bremen,A_04011000,"Bremen, Stadt",1.0,1.0,"KS Bremen -> Land Bremen -> KS Bremen -> Bremen, Kreisfreie Stadt -> Bremen, Stadt"
A_04012000,1992,KS Bremerhaven,A_04012000,"Bremerhaven, Stadt",1.0,1.0,"KS Bremerhaven -> Bremerhaven, Kreisfreie Stadt -> Bremerhaven, Stadt"
A_05111000,1992,KS Düsseldorf,A_05111000,"Düsseldorf, Stadt",1.0,1.0,"KS Düsseldorf -> Düsseldorf, Kreisfreie Stadt -> Düsseldorf, Stadt"
A_05112000,1992,KS Duisburg,A_05112000,"Duisburg, Stadt",1.0,1.0,"KS Duisburg -> Duisburg, Kreisfreie Stadt -> Duisburg, Stadt"
A_05113000,1992,KS Essen,A_05113000,"Essen, Stadt",1.0,1.0,"KS Essen -> Essen, Kreisfreie Stadt -> Essen, Stadt"
A_05114000,1992,KS Krefeld,A_05114000,"Krefeld, Stadt",1.0,1.0,"KS Krefeld -> Krefeld, Kreisfreie Stadt -> Krefeld, Stadt"
A_05116000,1992,KS Mönchengladbach,A_05116000,"Mönchengladbach, Stadt",1.0,1.0,"KS Mönchengladbach -> Mönchengladbach, Kreisfreie Stadt -> Mönchengladbach, Stadt"
A_05117000,1992,KS Mülheim a.d.Ruhr,A_05117000,"Mülheim an der Ruhr, Stadt",1.0,1.0,"KS Mülheim a.d.Ruhr -> Mülheim an der Ruhr, Kreisfreie Stadt -> Mülheim an der Ruhr, Stadt"
A_05119000,1992,KS Oberhausen,A_05119000,"Oberhausen, Stadt",1.0,1.0,"KS Oberhausen -> Oberhausen, Kreisfreie Stadt -> Oberhausen, Stadt"
A_05120000,1992,KS Remscheid,A_05120000,"Remscheid, Stadt",1.0,1.0,"KS Remscheid -> Remscheid, Kreisfreie Stadt -> Remscheid, Stadt"
A_05122000,1992,KS Solingen,A_05122000,"Solingen, Klingenstadt",1.0,1.0,"KS Solingen -> Solingen, Kreisfreie Stadt -> Solingen, Stadt -> Solingen, Klingenstadt"
A_05124000,1992,KS Wuppertal,A_05124000,"Wuppertal, Stadt",1.0,1.0,"KS Wuppertal -> Wuppertal, Kreisfreie Stadt -> Wuppertal, Stadt"
A_05154000,1992,Kleve,A_05154000,Kleve,1.0,1.0,Kleve
A_05158000,1992,Mettmann,A_05158000,Mettmann,1.0,1.0,Mettmann
A_05162000,1992,Neuss,A_05162000,Rhein-Kreis Neuss,1.0,1.0,Neuss -> Rhein-Kreis-Neuss -> Rhein-Kreis Neuss
A_05166000,1992,Viersen,A_05166000,Viersen,1.0,1.0,Viersen
A_05170000,1992,Wesel,A_05170000,Wesel,1.0,1.0,Wesel
A_05313000,1992,KS Aachen,A_05334000,Städteregion Aachen,1.0,1.0,"KS Aachen -> Aachen, Kreisfreie Stadt -> Städteregion Aachen"
A_05314000,1992,KS Bonn,A_05314000,"Bonn, Stadt",1.0,1.0,"KS Bonn -> Bonn, Kreisfreie Stadt -> Bonn, Stadt"
A_05315000,1992,KS Köln,A_05315000,"Köln, Stadt",1.0,1.0,"KS Köln -> Köln, Kreisfreie Stadt -> Köln, Stadt"
A_05316000,1992,KS Leverkusen,A_05316000,"Leverkusen, Stadt",1.0,1.0,"KS Leverkusen -> Leverkusen, Kreisfreie Stadt -> Leverkusen, Stadt"
A_05354000,1992,Aachen,A_05334000,Städteregion Aachen,1.0,1.0,Aachen -> Städteregion Aachen
A_05358000,1992,Düren,A_05358000,Düren,1.0,1.0,Düren
A_05362000,1992,Erftkreis,A_05362000,Rhein-Erft-Kreis,1.0,1.0,Erftkreis -> Rhein-Erftkreis -> Rhein-Erft-Kreis
A_05366000,1992,Euskirchen,A_05366000,Euskirchen,1.0,1.0,Euskirchen
A_05370000,1992,Heinsberg,A_05370000,Heinsberg,1.0,1.0,Heinsberg
A_05374000,1992,Oberbergischer Kreis,A_05374000,Oberbergischer Kreis,1.0,1.0,Oberbergischer Kreis
A_05378000,1992,Rheinisch-Bergischer Krei,A_05378000,Rheinisch-Bergischer Kreis,1.0,1.0,Rheinisch-Bergischer Krei -> Rheinisch-Bergischer Kreis -> Rheinisch-Bergischer Kre -> Rheinisch-Bergischer Kreis
A_05382000,1992,Rhein-Sieg-Kreis,A_05382000,Rhein-Sieg-Kreis,1.0,1.0,Rhein-Sieg-Kreis
A_05512000,1992,KS Bottrop,A_05512000,"Bottrop, Stadt",1.0,1.0,"KS Bottrop -> Bottrop, Kreisfreie Stadt -> Bottrop, Stadt"
A_05513000,1992,KS Gelsenkirchen,A_05513000,"Gelsenkirchen, Stadt",1.0,1.0,"KS Gelsenkirchen -> Gelsenkirchen, Kreisfreie Stadt -> Gelsenkirchen, Stadt"
A_05515000,1992,KS Münster (Westf.),A_05515000,"Münster, Stadt",1.0,1.0,"KS Münster (Westf.) -> KS Münster -> Münster, Kreisfreie Stadt -> Münster, Stadt"
A_05554000,1992,Borken,A_05554000,Borken,1.0,1.0,Borken
A_05558000,1992,Coesfeld,A_05558000,Coesfeld,1.0,1.0,Coesfeld
A_05562000,1992,Recklinghausen,A_05562000,Recklinghausen,1.0,1.0,Recklinghausen
A_05566000,1992,Steinfurt,A_05566000,Steinfurt,1.0,1.0,Steinfurt
A_05570000,1992,Warendorf,A_05570000,Warendorf,1.0,1.0,Warendorf
A_05711000,1992,KS Bielefeld,A_05711000,"Bielefeld, Stadt",1.0,1.0,"KS Bielefeld -> Bielefeld, Kreisfreie Stadt -> Bielefeld, Stadt"
A_05754000,1992,Gütersloh,A_05754000,Gütersloh,1.0,1.0,Gütersloh
A_05758000,1992,Herford,A_05758000,Herford,1.0,1.0,Herford
A_05762000,1992,Höxter,A_05762000,Höxter,1.0,1.0,Höxter
A_05766000,1992,Lippe,A_05766000,Lippe,1.0,1.0,Lippe
A_05770000,1992,Minden-Lübbecke,A_05770000,Minden-Lübbecke,1.0,1.0,Minden-Lübbecke
A_05774000,1992,Paderborn,A_05774000,Paderborn,1.0,1.0,Paderborn
A_05911000,1992,KS Bochum,A_05911000,"Bochum, Stadt",1.0,1.0,"KS Bochum -> Bochum, Kreisfreie Stadt -> Bochum, Stadt"
A_05913000,1992,KS Dortmund,A_05913000,"Dortmund, Stadt",1.0,1.0,"KS Dortmund -> Dortmund, Kreisfreie Stadt -> Dortmund, Stadt"
A_05914000,1992,KS Hagen,A_05914000,"Hagen, Stadt der FernUniversität",1.0,1.0,"KS Hagen -> Hagen, Kreisfreie Stadt -> Hagen, Stadt -> Hagen, Stadt der FernUniversität"
A_05915000,1992,KS Hamm,A_05915000,"Hamm, Stadt",1.0,1.0,"KS Hamm -> Hamm, Kreisfreie Stadt -> Hamm, Stadt"
A_05916000,1992,KS Herne,A_05916000,"Herne, Stadt",1.0,1.0,"KS Herne -> Herne, Kreisfreie Stadt -> Herne, Stadt"
A_05954000,1992,Ennepe-Ruhr-Kreis,A_05954000,Ennepe-Ruhr-Kreis,1.0,1.0,Ennepe-Ruhr-Kreis
A_05958000,1992,Hochsauerlandkreis,A_05958000,Hochsauerlandkreis,1.0,1.0,Hochsauerlandkreis
A_05962000,1992,Märkischer Kreis,A_05962000,Märkischer Kreis,1.0,1.0,Märkischer Kreis
A_05966000,1992,Olpe,A_05966000,Olpe,1.0,1.0,Olpe
A_05970000,1992,Siegen,A_05970000,Siegen-Wittgenstein,1.0,1.0,Siegen -> Siegen-Wittgenstein
A_05974000,1992,Soest,A_05974000,Soest,1.0,1.0,Soest
A_05978000,1992,Unna,A_05978000,Unna,1.0,1.0,Unna
A_06411000,1992,KS Darmstadt,A_06411000,"Darmstadt, Wissenschaftsstadt",1.0,1.0,"KS Darmstadt -> Darmstadt Kreisfreie Stadt -> Darmstadt, Stadt -> Darmstadt, Wissenschaftsstadt"
A_06412000,1992,KS Frankfurt am Main,A_06412000,"Frankfurt am Main, Stadt",1.0,1.0,"KS Frankfurt am Main -> Frankfurt am Main, Kreisfreie Stadt -> Frankfurt am Main, Stadt"
A_06413000,1992,KS Offenbach am Main,A_06413000,"Offenbach am Main, Stadt",1.0,1.0,"KS Offenbach am Main -> Offenbach am Main, Kreisfreie Stadt -> Offenbach am Main, Stadt"
A_06414000,1992,KS Wiesbaden,A_06414000,"Wiesbaden, Landeshauptstadt",1.0,1.0,"KS Wiesbaden -> Wiesbaden, Kreisfreie Stadt -> Wiesbaden, Stadt -> Wiesbaden, Landeshauptstadt"
A_06431000,1992,Bergstraße,A_06431000,Bergstraße,1.0,1.0,Bergstraße
A_06432000,1992,Darmstadt-Dieburg,A_06432000,Darmstadt-Dieburg,1.0,1.0,Darmstadt-Dieburg
A_06433000,1992,Groß-Gerau,A_06433000,Groß-Gerau,1.0,1.0,Groß-Gerau
A_06434000,1992,Hochtaunuskreis,A_06434000,Hochtaunuskreis,1.0,1.0,Hochtaunuskreis
A_06435000,1992,Main-Kinzig-Kreis,A_06435000,Main-Kinzig-Kreis,1.0,1.0,Main-Kinzig-Kreis
A_06436000,1992,Main-Taunus-Kreis,A_06436000,Main-Taunus-Kreis,1.0,1.0,Main-Taunus-Kreis
A_06437000,1992,Odenwaldkreis,A_06437000,Odenwaldkreis,1.0,1.0,Odenwaldkreis
A_06438000,1992,Offenbach,A_06438000,Offenbach,1.0,1.0,Offenbach
A_06439000,1992,Rheingau-Taunus-Kreis,A_06439000,Rheingau-Taunus-Kreis,1.0,1.0,Rheingau-Taunus-Kreis
A_06440000,1992,Wetteraukreis,A_06440000,Wetteraukreis,1.0,1.0,Wetteraukreis
A_06531000,1992,Gießen,A_06531000,Gießen,1.0,1.0,Gießen
A_06532000,1992,Lahn-Dill-Kreis,A_06532000,Lahn-Dill-Kreis,1.0,1.0,Lahn-Dill-Kreis
A_06533000,1992,Limburg-Weilburg,A_06533000,Limburg-Weilburg,1.0,1.0,Limburg-Weilburg
A_06534000,1992,Marburg-Biedenkopf,A_06534000,Marburg-Biedenkopf,1.0,1.0,Marburg-Biedenkopf
A_06535000,1992,Vogelsbergkreis,A_06535000,Vogelsbergkreis,1.0,1.0,Vogelsbergkreis
A_06611000,1992,KS Kassel,A_06611000,"Kassel, documenta-Stadt",1.0,1.0,"KS Kassel -> Kassel, Kreisfreie Stadt -> Kassel, Stadt -> Kassel, documenta-Stadt"
A_06631000,1992,Fulda,A_06631000,Fulda,1.0,1.0,Fulda
A_06632000,1992,Hersfeld-Rotenburg,A_06632000,Hersfeld-Rotenburg,1.0,1.0,Hersfeld-Rotenburg
A_06633000,1992,Kassel,A_06633000,Kassel,1.0,1.0,Kassel
A_06634000,1992,Schwalm-Eder-Kreis,A_06634000,Schwalm-Eder-Kreis,1.0,1.0,Schwalm-Eder-Kreis
A_06635000,1992,Waldeck-Frankenberg,A_06635000,Waldeck-Frankenberg,1.0,1.0,Waldeck-Frankenberg
A_06636000,1992,Werra-Meißner-Kreis,A_06636000,Werra-Meißner-Kreis,1.0,1.0,Werra-Meißner-Kreis
A_07111000,1992,KS Koblenz,A_07111000,"Koblenz, kreisfreie Stadt",1.0,1.0,"KS Koblenz -> Koblenz, Kreisfreie Stadt -> Koblenz, Stadt -> Koblenz, kreisfreie Stadt"
A_07131000,1992,Ahrweiler,A_07131000,Ahrweiler,1.0,1.0,Ahrweiler
A_07132000,1992,Altenkirchen (Westerwald),A_07132000,Altenkirchen (Westerwald),1.0,1.0,Altenkirchen (Westerwald) -> Altenkirchen (Westerwald -> Altenkirchen (Westerwald)
A_07133000,1992,Bad Kreuznach,A_07133000,Bad Kreuznach,1.0,1.0,Bad Kreuznach
A_07134000,1992,Birkenfeld,A_07134000,Birkenfeld,1.0,1.0,Birkenfeld
A_07135000,1992,Cochem-Zell,A_07135000,Cochem-Zell,0.982848644030252,0.961662939452447,Cochem-Zell
A_07135000,1992,Cochem-Zell,A_07140000,Rhein-Hunsrück-Kreis,0.0171513559697478,0.0383370605475532,Cochem-Zell -> Rhein-Hunsrück-Kreis
A_07137000,1992,Mayen-Koblenz,A_07137000,Mayen-Koblenz,1.0,1.0,Mayen-Koblenz
A_07138000,1992,Neuwied,A_07138000,Neuwied,1.0,1.0,Neuwied
A_07140000,1992,Rhein-Hunsrück-Kreis,A_07140000,Rhein-Hunsrück-Kreis,1.0,1.0,Rhein-Hunsrück-Kreis
A_07141000,1992,Rhein-Lahn-Kreis,A_07141000,Rhein-Lahn-Kreis,1.0,1.0,Rhein-Lahn-Kreis
A_07143000,1992,Westerwaldkreis,A_07143000,Westerwaldkreis,1.0,1.0,Westerwaldkreis
A_07211000,1992,KS Trier,A_07211000,"Trier, kreisfreie Stadt",1.0,1.0,"KS Trier -> Trier, Kreisfreie Stadt -> Trier, Stadt -> Trier, kreisfreie Stadt"
A_07231000,1992,Bernkastel-Wittlich,A_07231000,Bernkastel-Wittlich,1.0,1.0,Bernkastel-Wittlich
A_07232000,1992,Bitburg-Prüm,A_07232000,Eifelkreis Bitburg-Prüm,1.0,1.0,Bitburg-Prüm -> Eifelkreis Bitburg-Prüm
A_07233000,1992,Daun,A_07233000,Vulkaneifel,1.0,1.0,Daun -> Vulkaneifel
A_07235000,1992,Trier-Saarburg,A_07235000,Trier-Saarburg,1.0,1.0,Trier-Saarburg
A_07311000,1992,KS Frankenthal (Pfalz),A_07311000,"Frankenthal (Pfalz), kreisfreie Stadt",1.0,1.0,"KS Frankenthal (Pfalz) -> Frankenthal (Pfalz), Kreisfreie Stadt -> Frankenthal (Pfalz), Stadt -> Frankenthal (Pfalz), kreisfreie Stadt"
A_07312000,1992,KS Kaiserslautern,A_07312000,"Kaiserslautern, kreisfreie Stadt",1.0,1.0,"KS Kaiserslautern -> Kaiserslautern, Kreisfreie Stadt -> Kaiserslautern, Stadt -> Kaiserslautern, kreisfreie Stadt"
A_07313000,1992,KS Landau in der Pfalz,A_07313000,"Landau in der Pfalz, kreisfreie Stadt",1.0,1.0,"KS Landau in der Pfalz -> Landau in der Pfalz, Kreisfreie Stadt -> Landau in der Pfalz, Stadt -> Landau in der Pfalz, kreisfreie Stadt"
