code_start,year_start,name_start,code_latest,name_latest,proportion_population,proportion_area,name_chain
A_05915000,2000,KS Hamm,A_05915000,"Hamm, Stadt",1.0,1.0,"KS Hamm -> Hamm, Kreisfreie Stadt -> Hamm, Stadt"
A_05916000,2000,KS Herne,A_05916000,"Herne, Stadt",1.0,1.0,"KS Herne -> Herne, Kreisfreie Stadt -> Herne, Stadt"
A_05954000,2000,Ennepe-Ruhr-Kreis,A_05954000,Ennepe-Ruhr-Kreis,1.0,1.0,Ennepe-Ruhr-Kreis
A_05958000,2000,Hochsauerlandkreis,A_05958000,Hochsauerlandkreis,1.0,1.0,Hochsauerlandkreis
A_05962000,2000,Märkischer Kreis,A_05962000,Märkischer Kreis,1.0,1.0,Märkischer Kreis
A_05966000,2000,Olpe,A_05966000,Olpe,1.0,1.0,Olpe
A_05970000,2000,Siegen,A_05970000,Siegen-Wittgenstein,1.0,1.0,Siegen -> Siegen-Wittgenstein
A_05974000,2000,Soest,A_05974000,Soest,1.0,1.0,Soest
A_05978000,2000,Unna,A_05978000,Unna,1.0,1.0,Unna
A_06411000,2000,KS Darmstadt,A_06411000,"Darmstadt, Wissenschaftsstadt",1.0,1.0,"KS Darmstadt -> Darmstadt Kreisfreie Stadt -> Darmstadt, Stadt -> Darmstadt, Wissenschaftsstadt"
A_06412000,2000,KS Frankfurt am Main,A_06412000,"Frankfurt am Main, Stadt",1.0,1.0,"KS Frankfurt am Main -> Frankfurt am Main, Kreisfreie Stadt -> Frankfurt am Main, Stadt"
A_06413000,2000,KS Offenbach am Main,A_06413000,"Offenbach am Main, Stadt",1.0,1.0,"KS Offenbach am Main -> Offenbach am Main, Kreisfreie Stadt -> Offenbach am Main, Stadt"
A_06414000,2000,KS Wiesbaden,A_06414000,"Wiesbaden, Landeshauptstadt",1.0,1.0,"KS Wiesbaden -> Wiesbaden, Kreisfreie Stadt -> Wiesbaden, Stadt -> Wiesbaden, Landeshauptstadt"
A_06431000,2000,Bergstraße,A_06431000,Bergstraße,1.0,1.0,Bergstraße
A_06432000,2000,Darmstadt-Dieburg,A_06432000,Darmstadt-Dieburg,1.0,1.0,Darmstadt-Dieburg
A_06433000,2000,Groß-Gerau,A_06433000,Groß-Gerau,1.0,1.0,Groß-Gerau
A_06434000,2000,Hochtaunuskreis,A_06434000,Hochtaunuskreis,1.0,1.0,Hochtaunuskreis
A_06435000,2000,Main-Kinzig-Kreis,A_06435000,Main-Kinzig-Kreis,1.0,1.0,Main-Kinzig-Kreis
A_06436000,2000,Main-Taunus-Kreis,A_06436000,Main-Taunus-Kreis,1.0,1.0,Main-Taunus-Kreis
A_06437000,2000,Odenwaldkreis,A_06437000,Odenwaldkreis,1.0,1.0,Odenwaldkreis
A_06438000,2000,Offenbach,A_06438000,Offenbach,1.0,1.0,Offenbach
A_06439000,2000,Rheingau-Taunus-Kreis,A_06439000,Rheingau-Taunus-Kreis,1.0,1.0,Rheingau-Taunus-Kreis
A_06440000,2000,Wetteraukreis,A_06440000,Wetteraukreis,1.0,1.0,Wetteraukreis
A_06531000,2000,Gießen,A_06531000,Gießen,1.0,1.0,Gießen
A_06532000,2000,Lahn-Dill-Kreis,A_06532000,Lahn-Dill-Kreis,1.0,1.0,Lahn-Dill-Kreis
A_06533000,2000,Limburg-Weilburg,A_06533000,Limburg-Weilburg,1.0,1.0,Limburg-Weilburg
A_06534000,2000,Marburg-Biedenkopf,A_06534000,Marburg-Biedenkopf,1.0,1.0,Marburg-Biedenkopf
A_06535000,2000,Vogelsbergkreis,A_06535000,Vogelsbergkreis,1.0,1.0,Vogelsbergkreis
A_06611000,2000,KS Kassel,A_06611000,"Kassel, documenta-Stadt",1.0,1.0,"KS Kassel -> Kassel, Kreisfreie Stadt -> Kassel, Stadt -> Kassel, documenta-Stadt"
A_06631000,2000,Fulda,A_06631000,Fulda,1.0,1.0,Fulda
A_06632000,2000,Hersfeld-Rotenburg,A_06632000,Hersfeld-Rotenburg,1.0,1.0,Hersfeld-Rotenburg
A_06633000,2000,Kassel,A_06633000,Kassel,1.0,1.0,Kassel
A_06634000,2000,Schwalm-Eder-Kreis,A_06634000,Schwalm-Eder-Kreis,1.0,1.0,Schwalm-Eder-Kreis
A_06635000,2000,Waldeck-Frankenberg,A_06635000,Waldeck-Frankenberg,1.0,1.0,Waldeck-Frankenberg
A_06636000,2000,Werra-Meißner-Kreis,A_06636000,Werra-Meißner-Kreis,1.0,1.0,Werra-Meißner-Kreis
A_07111000,2000,KS Koblenz,A_07111000,"Koblenz, kreisfreie Stadt",1.0,1.0,"KS Koblenz -> Koblenz, Kreisfreie Stadt -> Koblenz, Stadt -> Koblenz, kreisfreie Stadt"
A_07131000,2000,Ahrweiler,A_07131000,Ahrweiler,1.0,1.0,Ahrweiler
A_07132000,2000,Altenkirchen (Westerwald),A_07132000,Altenkirchen (Westerwald),1.0,1.0,Altenkirchen (Westerwald)
A_07133000,2000,Bad Kreuznach,A_07133000,Bad Kreuznach,1.0,1.0,Bad Kreuznach
A_07134000,2000,Birkenfeld,A_07134000,Birkenfeld,1.0,1.0,Birkenfeld
A_07135000,2000,Cochem-Zell,A_07135000,Cochem-Zell,0.982848644030252,0.961662939452447,Cochem-Zell
A_07135000,2000,Cochem-Zell,A_07140000,Rhein-Hunsrück-Kreis,0.0171513559697478,0.0383370605475532,Cochem-Zell -> Rhein-Hunsrück-Kreis
A_07137000,2000,Mayen-Koblenz,A_07137000,Mayen-Koblenz,1.0,1.0,Mayen-Koblenz
A_07138000,2000,Neuwied,A_07138000,Neuwied,1.0,1.0,Neuwied
A_07140000,2000,Rhein-Hunsrück-Kreis,A_07140000,Rhein-Hunsrück-Kreis,1.0,1.0,Rhein-Hunsrück-Kreis
A_07141000,2000,Rhein-Lahn-Kreis,A_07141000,Rhein-Lahn-Kreis,1.0,1.0,Rhein-Lahn-Kreis
A_07143000,2000,Westerwaldkreis,A_07143000,Westerwaldkreis,1.0,1.0,Westerwaldkreis
A_07211000,2000,KS Trier,A_07211000,"Trier, kreisfreie Stadt",1.0,1.0,"KS Trier -> Trier, Kreisfreie Stadt -> Trier, Stadt -> Trier, kreisfreie Stadt"
A_07231000,2000,Bernkastel-Wittlich,A_07231000,Bernkastel-Wittlich,1.0,1.0,Bernkastel-Wittlich
A_07232000,2000,Bitburg-Prüm,A_07232000,Eifelkreis Bitburg-Prüm,1.0,1.0,Bitburg-Prüm -> Eifelkreis Bitburg-Prüm
A_07233000,2000,Daun,A_07233000,Vulkaneifel,1.0,1.0,Daun -> Vulkaneifel
A_07235000,2000,Trier-Saarburg,A_07235000,Trier-Saarburg,1.0,1.0,Trier-Saarburg
A_07311000,2000,KS Frankenthal (Pfalz),A_07311000,"Frankenthal (Pfalz), kreisfreie Stadt",1.0,1.0,"KS Frankenthal (Pfalz) -> Frankenthal (Pfalz), Kreisfreie Stadt -> Frankenthal (Pfalz), Stadt -> Frankenthal (Pfalz), kreisfreie Stadt"
A_07312000,2000,KS Kaiserslautern,A_07312000,"Kaiserslautern, kreisfreie Stadt",1.0,1.0,"KS Kaiserslautern -> Kaiserslautern, Kreisfreie Stadt -> Kaiserslautern, Stadt -> Kaiserslautern, kreisfreie Stadt"
A_07313000,2000,KS Landau in der Pfalz,A_07313000,"Landau in der Pfalz, kreisfreie Stadt",1.0,1.0,"KS Landau in der Pfalz -> Landau in der Pfalz, Kreisfreie Stadt -> Landau in der Pfalz, Stadt -> Landau in der Pfalz, kreisfreie Stadt"
A_07314000,2000,KS Ludwigshafen am Rhein,A_07314000,"Ludwigshafen am Rhein, kreisfreie Stadt",1.0,1.0,"KS Ludwigshafen am Rhein -> Ludwigshafen am Rhein, Kreisfreie Stadt -> Ludwigshafen am Rhein, Stadt -> Ludwigshafen am Rhein, kreisfreie Stadt"
A_07315000,2000,KS Mainz,A_07315000,"Mainz, kreisfreie Stadt",1.0,1.0,"KS Mainz -> Mainz, Kreisfreie Stadt -> Mainz, kreisfreie Stadt -> Mainz, Stadt -> Mainz, kreisfreie Stadt"
A_07316000,2000,KS Neustadt an der Weinstraße,A_07316000,"Neustadt an der Weinstraße, kreisfreie Stadt",1.0,1.0,"KS Neustadt an der Weinstraße -> Neustadt an der Weinstraße, Kreisfreie -> Neustadt an der Weinstraße, Stadt -> Neustadt an der Weinstraße, kreisfreie Stadt"
A_07317000,2000,KS Pirmasens,A_07317000,"Pirmasens, kreisfreie Stadt",1.0,1.0,"KS Pirmasens -> Pirmasens, Kreisfreie Stadt -> Pirmasens, Stadt -> Pirmasens, kreisfreie Stadt"
A_07318000,2000,KS Speyer,A_07318000,"Speyer, kreisfreie Stadt",1.0,1.0,"KS Speyer -> Speyer, Kreisfreie Stadt -> Speyer, Stadt -> Speyer, kreisfreie Stadt"
A_07319000,2000,KS Worms,A_07319000,"Worms, kreisfreie Stadt",1.0,1.0,"KS Worms -> Worms, Kreisfreie Stadt -> Worms, Stadt -> Worms, kreisfreie Stadt"
A_07320000,2000,KS Zweibrücken,A_07320000,"Zweibrücken, kreisfreie Stadt",1.0,1.0,"KS Zweibrücken -> Zweibrücken, Kreisfreie Stadt -> Zweibrücken, Stadt -> Zweibrücken, kreisfreie Stadt"
A_07331000,2000,Alzey-Worms,A_07331000,Alzey-Worms,1.0,1.0,Alzey-Worms
A_07332000,2000,Bad Dürkheim,A_07332000,Bad Dürkheim,1.0,1.0,Bad Dürkheim
A_07333000,2000,Donnersbergkreis,A_07333000,Donnersbergkreis,1.0,1.0,Donnersbergkreis
A_07334000,2000,Germersheim,A_07334000,Germersheim,1.0,1.0,Germersheim
A_07335000,2000,Kaiserslautern,A_07335000,Kaiserslautern,1.0,1.0,Kaiserslautern
A_07336000,2000,Kusel,A_07336000,Kusel,1.0,1.0,Kusel
A_07337000,2000,Südliche Weinstraße,A_07337000,Südliche Weinstraße,1.0,1.0,Südliche Weinstraße
A_07338000,2000,Ludwigshafen,A_07338000,Rhein-Pfalz-Kreis,1.0,1.0,Rhein-Pfalz-Kreis
A_07339000,2000,Mainz-Bingen,A_07339000,Mainz-Bingen,1.0,1.0,Mainz-Bingen
A_07340000,2000,Südwestpfalz,A_07340000,Südwestpfalz,1.0,1.0,Südwestpfalz
A_08111000,2000,KS Stuttgart,A_08111000,"Stuttgart, Stadtkreis",1.0,1.0,"KS Stuttgart -> Stuttgart, Kreisfreie Stadt -> Stuttgart -> Stuttgart, Stadt -> Stuttgart, Stadtkreis"
A_08115000,2000,Böblingen,A_08115000,Böblingen,1.0,1.0,Böblingen
A_08116000,2000,Esslingen,A_08116000,Esslingen,1.0,1.0,Esslingen
A_08117000,2000,Göppingen,A_08117000,Göppingen,1.0,1.0,Göppingen
A_08118000,2000,Ludwigsburg,A_08118000,Ludwigsburg,1.0,1.0,Ludwigsburg
A_08119000,2000,Rems-Murr-Kreis,A_08119000,Rems-Murr-Kreis,1.0,1.0,Rems-Murr-Kreis
A_08121000,2000,KS Heilbronn,A_08121000,"Heilbronn, Stadtkreis",1.0,1.0,"KS Heilbronn -> Heilbronn, Kreisfreie Stadt -> Heilbronn -> Heilbronn, Stadt -> Heilbronn, Stadtkreis"
A_08125000,2000,Heilbronn,A_08125000,Heilbronn,1.0,1.0,Heilbronn
A_08126000,2000,Hohenlohekreis,A_08126000,Hohenlohekreis,1.0,1.0,Hohenlohekreis
A_08127000,2000,Schwäbisch Hall,A_08127000,Schwäbisch Hall,1.0,1.0,Schwäbisch Hall
A_08128000,2000,Main-Tauber-Kreis,A_08128000,Main-Tauber-Kreis,1.0,1.0,Main-Tauber-Kreis
A_08135000,2000,Heidenheim,A_08135000,Heidenheim,1.0,1.0,Heidenheim
A_08136000,2000,Ostalbkreis,A_08136000,Ostalbkreis,1.0,1.0,Ostalbkreis
A_08211000,2000,KS Baden-Baden,A_08211000,"Baden-Baden, Stadtkreis",1.0,1.0,"KS Baden-Baden -> Baden-Baden, Kreisfreie Stadt -> Baden-Baden -> Baden-Baden, Stadt -> Baden-Baden, Stadtkreis"
A_08212000,2000,KS Karlsruhe,A_08212000,"Karlsruhe, Stadtkreis",1.0,1.0,"KS Karlsruhe -> Karlsruhe, Kreisfreie Stadt -> Karlsruhe -> Karlsruhe, Stadt -> Karlsruhe, Stadtkreis"
A_08215000,2000,Karlsruhe,A_08215000,Karlsruhe,1.0,1.0,Karlsruhe
A_08216000,2000,Rastatt,A_08216000,Rastatt,1.0,1.0,Rastatt
A_08221000,2000,KS Heidelberg,A_08221000,"Heidelberg, Stadtkreis",1.0,1.0,"KS Heidelberg -> Heidelberg, Kreisfreie Stadt -> Heidelberg -> Heidelberg, Stadt -> Heidelberg, Stadtkreis"
A_08222000,2000,KS Mannheim,A_08222000,"Mannheim, Stadtkreis",1.0,1.0,"KS Mannheim -> Mannheim, Kreisfreie Stadt -> Mannheim -> Mannheim, Stadt -> Mannheim, Stadtkreis"
A_08225000,2000,Neckar-Odenwald-Kreis,A_08225000,Neckar-Odenwald-Kreis,1.0,1.0,Neckar-Odenwald-Kreis
A_08226000,2000,Rhein-Neckar-Kreis,A_08226000,Rhein-Neckar-Kreis,1.0,1.0,Rhein-Neckar-Kreis
A_08231000,2000,KS Pforzheim,A_08231000,"Pforzheim, Stadtkreis",1.0,1.0,"KS Pforzheim -> Pforzheim, Kreisfreie Stadt -> Pforzheim -> Pforzheim, Stadt -> Pforzheim, Stadtkreis"
A_08235000,2000,Calw,A_08235000,Calw,1.0,1.0,Calw
A_08236000,2000,Enzkreis,A_08236000,Enzkreis,1.0,1.0,Enzkreis
A_08237000,2000,Freudenstadt,A_08237000,Freudenstadt,1.0,1.0,Freudenstadt
A_08311000,2000,KS Freiburg im Breisgau,A_08311000,"Freiburg im Breisgau, Stadtkreis",1.0,1.0,"KS Freiburg im Breisgau -> Freiburg im Breisgau, Kreisfreie Stadt -> Freiburg im Breisgau -> Freiburg im Breisgau, Stadt -> Freiburg im Breisgau, Stadtkreis"
A_08315000,2000,Breisgau-Hochschwarzwald,A_08315000,Breisgau-Hochschwarzwald,1.0,1.0,Breisgau-Hochschwarzwald
A_08316000,2000,Emmendingen,A_08316000,Emmendingen,1.0,1.0,Emmendingen
A_08317000,2000,Ortenaukreis,A_08317000,Ortenaukreis,1.0,1.0,Ortenaukreis
A_08325000,2000,Rottweil,A_08325000,Rottweil,1.0,1.0,Rottweil
A_08326000,2000,Schwarzwald-Baar-Kreis,A_08326000,Schwarzwald-Baar-Kreis,1.0,1.0,Schwarzwald-Baar-Kreis
A_08327000,2000,Tuttlingen,A_08327000,Tuttlingen,1.0,1.0,Tuttlingen
A_08335000,2000,Konstanz,A_08335000,Konstanz,1.0,1.0,Konstanz
A_08336000,2000,Lörrach,A_08336000,Lörrach,1.0,1.0,Lörrach
A_08337000,2000,Waldshut,A_08337000,Waldshut,1.0,1.0,Waldshut
A_08415000,2000,Reutlingen,A_08415000,Reutlingen,1.0,1.0,Reutlingen
A_08416000,2000,Tübingen,A_08416000,Tübingen,1.0,1.0,Tübingen
A_08417000,2000,Zollernalbkreis,A_08417000,Zollernalbkreis,1.0,1.0,Zollernalbkreis
A_08421000,2000,KS Ulm,A_08421000,"Ulm, Stadtkreis",1.0,1.0,"KS Ulm -> Ulm, Kreisfreie Stadt -> Ulm -> Ulm, Stadt -> Ulm, Stadtkreis"
A_08425000,2000,Alb-Donau-Kreis,A_08425000,Alb-Donau-Kreis,1.0,1.0,Alb-Donau-Kreis
A_08426000,2000,Biberach,A_08426000,Biberach,1.0,1.0,Biberach
A_08435000,2000,Bodenseekreis,A_08435000,Bodenseekreis,1.0,1.0,Bodenseekreis
A_08436000,2000,Ravensburg,A_08436000,Ravensburg,1.0,1.0,Ravensburg
A_08437000,2000,Sigmaringen,A_08437000,Sigmaringen,1.0,1.0,Sigmaringen
A_09161000,2000,KS Ingolstadt,A_09161000,Ingolstadt,1.0,1.0,"KS Ingolstadt -> Ingolstadt, Kreisfreie Stadt -> Ingolstadt, Stadt -> Ingolstadt"
A_09162000,2000,KS München,A_09162000,"München, Landeshauptstadt",1.0,1.0,"KS München -> München, Kreisfreie Stadt -> München, Stadt -> München, Landeshauptstadt"
A_09163000,2000,KS Rosenheim,A_09163000,"Rosenheim, Stadt",1.0,1.0,"KS Rosenheim -> Rosenheim, Kreisfreie Stadt -> Rosenheim, Stadt"
A_09171000,2000,Altötting,A_09171000,Altötting,1.0,1.0,Altötting
A_09172000,2000,Berchtesgadener Land,A_09172000,Berchtesgadener Land,1.0,1.0,Berchtesgadener Land
A_09173000,2000,Bad Tölz-Wolfratshausen,A_09173000,Bad Tölz-Wolfratshausen,1.0,1.0,Bad Tölz-Wolfratshausen
A_09174000,2000,Dachau,A_09174000,Dachau,1.0,1.0,Dachau
A_09175000,2000,Ebersberg,A_09175000,Ebersberg,1.0,1.0,Ebersberg
A_09176000,2000,Eichstätt,A_09176000,Eichstätt,1.0,1.0,Eichstätt
A_09177000,2000,Erding,A_09177000,Erding,1.0,1.0,Erding
A_09178000,2000,Freising,A_09178000,Freising,1.0,1.0,Freising
A_09179000,2000,Fürstenfeldbruck,A_09179000,Fürstenfeldbruck,1.0,1.0,Fürstenfeldbruck
A_09180000,2000,Garmisch-Partenkirchen,A_09180000,Garmisch-Partenkirchen,1.0,1.0,Garmisch-Partenkirchen
A_09181000,2000,Landsberg a.Lech,A_09181000,Landsberg am Lech,1.0,1.0,Landsberg a.Lech -> Landsberg am Lech
A_09182000,2000,Miesbach,A_09182000,Miesbach,1.0,1.0,Miesbach
A_09183000,2000,Mühldorf a.Inn,A_09183000,Mühldorf a.Inn,1.0,1.0,Mühldorf a.Inn
A_09184000,2000,München,A_09184000,München,1.0,1.0,München
A_09185000,2000,Neuburg-Schrobenhausen,A_09185000,Neuburg-Schrobenhausen,1.0,1.0,Neuburg-Schrobenhausen
A_09186000,2000,Pfaffenhofen a.d.Ilm,A_09186000,Pfaffenhofen a.d.Ilm,1.0,1.0,Pfaffenhofen a.d.Ilm
A_09187000,2000,Rosenheim,A_09187000,Rosenheim,1.0,1.0,Rosenheim
A_09188000,2000,Starnberg,A_09188000,Starnberg,1.0,1.0,Starnberg
A_09189000,2000,Traunstein,A_09189000,Traunstein,1.0,1.0,Traunstein
A_09190000,2000,Weilheim-Schongau,A_09190000,Weilheim-Schongau,1.0,1.0,Weilheim-Schongau
A_09261000,2000,KS Landshut,A_09261000,"Landshut, Stadt",1.0,1.0,"KS Landshut -> Landshut, Kreisfreie Stadt -> Landshut, Stadt"
A_09262000,2000,KS Passau,A_09262000,"Passau, Stadt",1.0,1.0,"KS Passau -> Passau, Kreisfreie Stadt -> Passau, Stadt"
A_09263000,2000,KS Straubing,A_09263000,Straubing,1.0,1.0,"KS Straubing -> Straubing, Kreisfreie Stadt -> Straubing, Stadt -> Straubing"
A_09271000,2000,Deggendorf,A_09271000,Deggendorf,1.0,1.0,Deggendorf
A_09272000,2000,Freyung-Grafenau,A_09272000,Freyung-Grafenau,1.0,1.0,Freyung-Grafenau
A_09273000,2000,Kelheim,A_09273000,Kelheim,1.0,1.0,Kelheim
A_09274000,2000,Landshut,A_09274000,Landshut,1.0,1.0,Landshut
A_09275000,2000,Passau,A_09275000,Passau,1.0,1.0,Passau
A_09276000,2000,Regen,A_09276000,Regen,1.0,1.0,Regen
A_09277000,2000,Rottal-Inn,A_09277000,Rottal-Inn,1.0,1.0,Rottal-Inn
A_09278000,2000,Straubing-Bogen,A_09278000,Straubing-Bogen,1.0,1.0,Straubing-Bogen
A_09279000,2000,Dingolfing-Landau,A_09279000,Dingolfing-Landau,1.0,1.0,Dingolfing-Landau
A_09361000,2000,KS Amberg,A_09361000,Amberg,1.0,1.0,"KS Amberg -> Amberg, Kreisfreie Stadt -> Amberg, Stadt -> Amberg"
A_09362000,2000,KS Regensburg,A_09362000,"Regensburg, Stadt",1.0,1.0,"KS Regensburg -> Regensburg, Kreisfreie Stadt -> Regensburg, Stadt"
A_09363000,2000,KS Weiden i.d.Opf,A_09363000,Weiden i.d.OPf.,1.0,1.0,"KS Weiden i.d.Opf -> Weiden i.d.OPf., Kreisfreie Stadt -> Weiden i.d.OPf., Stadt -> Weiden i.d.OPf."
A_09371000,2000,Amberg-Sulzbach,A_09371000,Amberg-Sulzbach,1.0,1.0,Amberg-Sulzbach
A_09372000,2000,Cham,A_09372000,Cham,1.0,1.0,Cham
A_09373000,2000,Neumarkt i.d.Opf.,A_09373000,Neumarkt i.d.OPf.,1.0,1.0,Neumarkt i.d.Opf. -> Neumarkt i.d.OPf.
A_09374000,2000,Neustadt a.d.Waldnaab,A_09374000,Neustadt a.d.Waldnaab,1.0,1.0,Neustadt a.d.Waldnaab
A_09375000,2000,Regensburg,A_09375000,Regensburg,1.0,1.0,Regensburg
A_09376000,2000,Schwandorf,A_09376000,Schwandorf,1.0,1.0,Schwandorf
A_09377000,2000,Tirschenreuth,A_09377000,Tirschenreuth,1.0,1.0,Tirschenreuth
A_09461000,2000,KS Bamberg,A_09461000,"Bamberg, Stadt",1.0,1.0,"KS Bamberg -> Bamberg, Kreisfreie Stadt -> Bamberg, Stadt"
A_09462000,2000,KS Bayreuth,A_09462000,"Bayreuth, Stadt",1.0,1.0,"KS Bayreuth -> Bayreuth, Kreisfreie Stadt -> Bayreuth, Stadt"
A_09463000,2000,KS Coburg,A_09463000,"Coburg, Stadt",1.0,1.0,"KS Coburg -> Coburg, Kreisfreie Stadt -> Coburg, Stadt"
A_09464000,2000,KS Hof,A_09464000,"Hof, Stadt",1.0,1.0,"KS Hof -> Hof, Kreisfreie Stadt -> Hof, Stadt"
A_09471000,2000,Bamberg,A_09471000,Bamberg,1.0,1.0,Bamberg
A_09472000,2000,Bayreuth,A_09472000,Bayreuth,1.0,1.0,Bayreuth
A_09473000,2000,Coburg,A_09473000,Coburg,1.0,1.0,Coburg
A_09474000,2000,Forchheim,A_09474000,Forchheim,1.0,1.0,Forchheim
A_09475000,2000,Hof,A_09475000,Hof,1.0,1.0,Hof
A_09476000,2000,Kronach,A_09476000,Kronach,1.0,1.0,Kronach
A_09477000,2000,Kulmbach,A_09477000,Kulmbach,1.0,1.0,Kulmbach
A_09478000,2000,Lichtenfels,A_09478000,Lichtenfels,1.0,1.0,Lichtenfels
A_09479000,2000,Wunsiedel i.Fichtelgebirge,A_09479000,Wunsiedel i.Fichtelgebirge,1.0,1.0,Wunsiedel i.Fichtelgebirge
A_09561000,2000,KS Ansbach,A_09561000,"Ansbach, Stadt",1.0,1.0,"KS Ansbach -> Ansbach, Kreisfreie Stadt -> Ansbach, Stadt"
A_09562000,2000,KS Erlangen,A_09562000,Erlangen,1.0,1.0,"KS Erlangen -> Erlangen, Kreisfreie Stadt -> Erlangen, Stadt -> Erlangen"
A_09563000,2000,KS Fürth,A_09563000,"Fürth, Stadt",1.0,1.0,"KS Fürth -> Fürth, Kreisfreie Stadt -> Fürth, Stadt"
A_09564000,2000,KS Nürnberg,A_09564000,Nürnberg,1.0,1.0,"KS Nürnberg -> Nürnberg, Kreisfreie Stadt -> Nürnberg, Stadt -> Nürnberg"
A_09565000,2000,KS Schwabach,A_09565000,Schwabach,1.0,1.0,"KS Schwabach -> Schwabach, Kreisfreie Stadt -> Schwabach, Stadt -> Schwabach"
A_09571000,2000,Ansbach,A_09571000,Ansbach,1.0,1.0,Ansbach
A_09572000,2000,Erlangen-Höchstadt,A_09572000,Erlangen-Höchstadt,1.0,1.0,Erlangen-Höchstadt
A_09573000,2000,Fürth,A_09573000,Fürth,1.0,1.0,Fürth
A_09574000,2000,Nürnberger Land,A_09574000,Nürnberger Land,1.0,1.0,Nürnberger Land
A_09575000,2000,Neustadt a.d.Aisch-Bad Windshe,A_09575000,Neustadt a.d.Aisch-Bad Windsheim,1.0,1.0,Neustadt a.d.Aisch-Bad Windsh -> Neustadt a.d.Aisch-Bad Windsheim
A_09576000,2000,Roth,A_09576000,Roth,1.0,1.0,Roth
A_09577000,2000,Weißenburg-Gunzenhausen,A_09577000,Weißenburg-Gunzenhausen,1.0,1.0,Weißenburg-Gunzenhausen
A_09661000,2000,KS Aschaffenburg,A_09661000,"Aschaffenburg, Stadt",1.0,1.0,"KS Aschaffenburg -> Aschaffenburg, Kreisfreie Stadt -> Aschaffenburg, Stadt"
A_09662000,2000,KS Schweinfurt,A_09662000,"Schweinfurt, Stadt",1.0,1.0,"KS Schweinfurt -> Schweinfurt, Kreisfreie Stadt -> Schweinfurt, Stadt"
A_09663000,2000,KS Würzburg,A_09663000,"Würzburg, Stadt",1.0,1.0,"KS Würzburg -> Würzburg, Kreisfreie Stadt -> Würzburg, Stadt"
A_09671000,2000,Aschaffenburg,A_09671000,Aschaffenburg,1.0,1.0,Aschaffenburg
A_09672000,2000,Bad Kissingen,A_09672000,Bad Kissingen,1.0,1.0,Bad Kissingen
A_09673000,2000,Rhön-Grabfeld,A_09673000,Rhön-Grabfeld,1.0,1.0,Rhön-Grabfeld
A_09674000,2000,Haßberge,A_09674000,Haßberge,1.0,1.0,Haßberge
A_09675000,2000,Kitzingen,A_09675000,Kitzingen,1.0,1.0,Kitzingen
A_09676000,2000,Miltenberg,A_09676000,Miltenberg,1.0,1.0,Miltenberg
A_09677000,2000,Main-Spessart,A_09677000,Main-Spessart,1.0,1.0,Main-Spessart
A_09678000,2000,Schweinfurt,A_09678000,Schweinfurt,1.0,1.0,Schweinfurt
A_09679000,2000,Würzburg,A_09679000,Würzburg,1.0,1.0,Würzburg
A_09761000,2000,KS Augsburg,A_09761000,"Augsburg, Stadt",1.0,1.0,"KS Augsburg -> Augsburg, Kreisfreie Stadt -> Augsburg, Stadt"
A_09762000,2000,KS Kaufbeuren,A_09762000,Kaufbeuren,1.0,1.0,"KS Kaufbeuren -> Kaufbeuren, Kreisfreie Stadt -> Kaufbeuren, Stadt -> Kaufbeuren"
A_09763000,2000,KS Kempten (Allgäu),A_09763000,Kempten (Allgäu),1.0,1.0,"KS Kempten (Allgäu) -> Kempten (Allgäu), Kreisfreie Stadt -> Kempten (Allgäu), Stadt -> Kempten (Allgäu)"
A_09764000,2000,KS Memmingen,A_09764000,Memmingen,1.0,1.0,"KS Memmingen -> Memmingen, Kreisfreie Stadt -> Memmingen, Stadt -> Memmingen"
A_09771000,2000,Aichach-Friedberg,A_09771000,Aichach-Friedberg,1.0,1.0,Aichach-Friedberg
A_09772000,2000,Augsburg,A_09772000,Augsburg,1.0,1.0,Augsburg
A_09773000,2000,Dillingen a.d.Donau,A_09773000,Dillingen a.d.Donau,1.0,1.0,Dillingen a.d.Donau
A_09774000,2000,Günzburg,A_09774000,Günzburg,1.0,1.0,Günzburg
A_09775000,2000,Neu-Ulm,A_09775000,Neu-Ulm,1.0,1.0,Neu-Ulm
A_09776000,2000,Lindau (Bodensee),A_09776000,Lindau (Bodensee),1.0,1.0,Lindau (Bodensee)
A_09777000,2000,Ostallgäu,A_09777000,Ostallgäu,1.0,1.0,Ostallgäu
A_09778000,2000,Unterallgäu,A_09778000,Unterallgäu,1.0,1.0,Unterallgäu
A_09779000,2000,Donau-Ries,A_09779000,Donau-Ries,1.0,1.0,Donau-Ries
A_09780000,2000,Oberallgäu,A_09780000,Oberallgäu,1.0,1.0,Oberallgäu
A_10041000,2000,Stadtverband Saarbrücken,A_10041000,Regionalverband Saarbrücken,1.0,1.0,Stadtverband Saarbrücken -> Saarbrücken -> Regionalverband Saarbrücken
A_10042000,2000,Merzig-Wadern,A_10042000,Merzig-Wadern,1.0,1.0,Merzig-Wadern
A_10043000,2000,Neunkirchen,A_10043000,Neunkirchen,1.0,1.0,Neunkirchen
A_10044000,2000,Saarlouis,A_10044000,Saarlouis,1.0,1.0,Saarlouis
A_10045000,2000,Saar-Pfalz-Kreis,A_10045000,Saarpfalz-Kreis,1.0,1.0,Saar-Pfalz-Kreis -> Saarpfalz-Kreis
