,teryt_code,eligible_voters,issued_ballots,cdu,spd,fdp,linke,gruene,csu,piraten,npd,tierschutz,rep,oedp,familie,21rrp,renter,bp,pbc,bueso,violetten,mlpd,volksabstimmung,psg,afd,big,prodeutschland,rechte,frauen,freiewahler,nichwahler,vernunft,partei
350,A_13075,200404,127214,55719,17715,2895,25072,4961,0,2761,5879,0,109,0,0,0,0,0,0,0,0,130,0,0,8007,0,293,0,0,1531,0,0,0
351,A_13076,178647,118998,50315,23760,2569,23965,3886,0,1817,3488,0,68,0,0,0,0,0,0,0,0,136,0,0,5971,0,247,0,0,959,0,0,0
352,A_14511,201249,135876,52380,23558,3865,31014,7168,0,3298,3135,0,0,0,0,0,0,0,0,170,0,184,0,0,8138,0,537,0,0,1081,0,0,0
353,A_14521,302267,211021,95144,26876,7049,40309,5365,0,3892,8214,0,0,0,0,0,0,0,0,225,0,178,0,0,15967,0,807,0,0,3255,0,0,0
354,A_14522,268349,186560,83510,24878,6109,37432,6018,0,3841,6593,0,0,0,0,0,0,0,0,260,0,178,0,0,11690,0,785,0,0,2358,0,0,0
355,A_14523,201934,138790,60466,21885,3836,27617,4569,0,2603,4322,0,0,0,0,0,0,0,0,148,0,129,0,0,9095,0,488,0,0,1537,0,0,0
356,A_14524,281789,192580,84226,28294,5121,40020,6219,0,3428,5867,0,0,0,0,0,0,0,0,447,0,212,0,0,11973,0,637,0,0,3236,0,0,0
357,A_14612,430136,318584,121592,46821,9781,58979,28747,0,12863,7418,0,0,0,0,0,0,0,0,787,0,418,0,0,21669,0,736,0,0,4917,0,0,0
358,A_14625,262663,183327,82027,22064,5590,34875,5323,0,3840,7331,0,0,0,0,0,0,0,0,272,0,180,0,0,12886,0,1010,0,0,4216,0,0,0
359,A_14626,223614,152944,66106,18839,4185,29380,5044,0,3259,6360,0,0,0,0,0,0,0,0,685,0,172,0,0,12331,0,1023,0,0,2577,0,0,0
360,A_14627,207261,145679,64622,18024,5253,26735,5721,0,3252,5588,0,0,0,0,0,0,0,0,494,0,136,0,0,10195,0,1282,0,0,1887,0,0,0
361,A_14628,207752,147427,66673,15865,4655,24848,5158,0,2980,7370,0,0,0,0,0,0,0,0,522,0,112,0,0,11417,0,670,0,0,4705,0,0,0
362,A_14713,430321,292362,100034,54064,8611,63424,26541,0,10259,5453,0,0,0,0,0,0,0,0,757,0,424,0,0,16096,0,872,0,0,2446,0,0,0
363,A_14729,220400,151537,68348,22681,4292,29716,4899,0,2905,4513,0,0,0,0,0,0,0,0,172,0,137,0,0,9562,0,495,0,0,1485,0,0,0
364,A_14730,168695,112071,49473,16970,2912,22696,3144,0,2141,4272,0,0,0,0,0,0,0,0,137,0,104,0,0,6762,0,394,0,0,1158,0,0,0
365,A_15001,72318,46669,18585,8216,1113,10633,2364,0,884,893,0,0,47,0,0,0,0,0,0,0,56,0,0,2640,0,135,0,0,454,0,0,0
366,A_15002,190752,124013,44545,22418,3695,30402,9555,0,3257,1710,0,0,267,0,0,0,0,0,0,0,276,0,0,5006,0,264,0,0,908,0,0,0
367,A_15003,194035,123570,44064,25772,2922,29446,7647,0,3133,1706,0,0,300,0,0,0,0,0,0,0,235,0,0,5229,0,369,0,0,979,0,0,0
368,A_15081,73649,46550,19066,8669,1006,11279,1751,0,810,967,0,0,65,0,0,0,0,0,0,0,77,0,0,1708,0,147,0,0,280,0,0,0
369,A_15082,145333,88149,35921,14507,2158,21732,2307,0,1378,2191,0,0,95,0,0,0,0,0,0,0,202,0,0,4524,0,263,0,0,1330,0,0,0
370,A_15083,148289,91522,39257,17628,2665,18954,2756,0,1628,1989,0,0,151,0,0,0,0,0,0,0,118,0,0,3519,0,298,0,0,967,0,0,0
371,A_15084,159816,98093,41204,15730,2621,22883,3033,0,1623,3266,0,0,156,0,0,0,0,0,0,0,124,0,0,4107,0,379,0,0,1385,0,0,0
372,A_15085,193368,113596,49091,21133,2521,24837,4049,0,1949,2187,0,0,269,0,0,0,0,0,0,0,111,0,0,4249,0,367,0,0,763,0,0,0
373,A_15086,79850,50292,20950,9651,1330,11281,1525,0,928,914,0,0,81,0,0,0,0,0,0,0,52,0,0,1861,0,160,0,0,663,0,0,0
374,A_15087,125416,75924,29917,13139,1892,19997,1953,0,1264,2072,0,0,92,0,0,0,0,0,0,0,114,0,0,3077,0,294,0,0,763,0,0,0
375,A_15088,162509,102094,43662,16221,3421,23713,3013,0,1787,2484,0,0,134,0,0,0,0,0,0,0,154,0,0,4301,0,364,0,0,1189,0,0,0
376,A_15089,173180,102295,41882,17982,2603,25758,2775,0,1649,2355,0,0,141,0,0,0,0,0,0,0,151,0,0,3912,0,289,0,0,961,0,0,0
377,A_15090,98729,61345,25589,11527,1272,14901,1791,0,1187,1260,0,0,82,0,0,0,0,0,0,0,64,0,0,2118,0,159,0,0,442,0,0,0
378,A_15091,113636,74136,32048,12138,1779,16503,2339,0,1276,1906,0,0,98,0,0,0,0,0,0,0,64,0,0,3410,0,192,0,0,1274,0,0,0
379,A_16051,167710,116416,39285,20356,2856,27074,8977,0,3365,2647,0,214,773,0,0,0,0,0,0,0,207,0,0,7366,0,0,0,0,1598,0,0,0
380,A_16052,82336,55085,19444,7721,1280,15969,2102,0,946,1679,0,69,252,0,0,0,0,0,0,0,129,0,0,4212,0,0,0,0,406,0,0,0
381,A_16053,84723,62166,18737,11462,2012,14260,7132,0,2618,898,0,118,501,0,0,0,0,0,0,0,60,0,0,3182,0,0,0,0,416,0,0,0
382,A_16054,31740,21129,7213,3439,460,6310,909,0,332,549,0,35,124,0,0,0,0,0,0,0,36,0,0,1110,0,0,0,0,294,0,0,0
383,A_16055,51074,35943,12303,6214,1034,7497,3949,0,1377,756,0,39,223,0,0,0,0,0,0,0,33,0,0,1666,0,0,0,0,357,0,0,0
384,A_16056,34657,23148,7928,3980,521,5735,1256,0,502,1098,0,31,113,0,0,0,0,0,0,0,78,0,0,1130,0,0,0,0,396,0,0,0
385,A_16061,84636,60663,32098,7256,1752,8558,2099,0,836,1616,0,78,993,0,0,0,0,0,0,0,28,0,0,3123,0,0,0,0,1448,0,0,0
386,A_16062,73146,47845,17188,8561,1189,12097,2101,0,1103,1490,0,79,405,0,0,0,0,0,0,0,51,0,0,2355,0,0,0,0,533,0,0,0
387,A_16063,108030,73346,29834,12398,1637,15751,2699,0,1499,2865,0,179,337,0,0,0,0,0,0,0,80,0,0,3611,0,0,0,0,1429,0,0,0
388,A_16064,88815,58915,23628,9718,1685,12968,2259,0,1108,1842,0,86,414,0,0,0,0,0,0,0,65,0,0,3083,0,0,0,0,1090,0,0,0
389,A_16065,67424,43669,15965,7134,1127,11808,1371,0,959,1663,0,89,180,0,0,0,0,0,0,0,49,0,0,2084,0,0,0,0,454,0,0,0
390,A_16066,108570,72298,28983,11660,1829,16827,2933,0,1395,2298,0,157,341,0,0,0,0,0,0,0,75,0,0,3671,0,0,0,0,1045,0,0,0
391,A_16067,113548,76814,29667,13339,1825,16299,3434,0,1893,2492,0,198,371,0,0,0,0,0,0,0,108,0,0,4785,0,0,0,0,1049,0,0,0
392,A_16068,60398,40037,15519,5826,1258,9425,1391,0,1044,1547,0,98,200,0,0,0,0,0,0,0,43,0,0,2287,0,0,0,0,685,0,0,0
393,A_16069,55761,37204,14864,5869,824,9010,1263,0,876,1201,0,111,200,0,0,0,0,0,0,0,43,0,0,1776,0,0,0,0,632,0,0,0
394,A_16070,92311,64647,23529,10476,1455,14459,2980,0,1673,1924,0,145,363,0,0,0,0,0,0,0,74,0,0,5524,0,0,0,0,1030,0,0,0
395,A_16071,68776,48208,19150,6994,1412,10438,2171,0,1175,1586,0,129,284,0,0,0,0,0,0,0,62,0,0,3124,0,0,0,0,832,0,0,0
396,A_16072,50134,32299,12146,5339,757,8328,1033,0,610,1197,0,68,200,0,0,0,0,0,0,0,122,0,0,1671,0,0,0,0,357,0,0,0
397,A_16073,96583,64933,23837,10360,1550,15061,2683,0,1552,2564,0,150,397,0,0,0,0,0,0,0,132,0,0,4609,0,0,0,0,954,0,0,0
398,A_16074,71261,50840,19509,7096,1361,12138,2201,0,1105,1788,0,113,340,0,0,0,0,0,0,0,52,0,0,3594,0,0,0,0,677,0,0,0
399,A_16075,71880,49808,18876,7303,1245,12430,1726,0,1069,1531,0,125,298,0,0,0,0,0,0,0,95,0,0,3527,0,0,0,0,754,0,0,0
400,A_16076,88867,62837,26008,8527,1656,13930,2344,0,1281,1912,0,126,384,0,0,0,0,0,0,0,68,0,0,4714,0,0,0,0,775,0,0,0
401,A_16077,81879,53153,21572,7686,1376,12243,1498,0,1181,1964,0,156,207,0,0,0,0,0,0,0,54,0,0,3809,0,0,0,0,402,0,0,0
