,teryt_code,eligible_voters,issued_ballots,cdu,spd,linke,gruene,csu,fdp,afd,piraten,npd,freiewahler,tierschutz,oedp,partei,bp,volksabstimmung,pdv,mlpd,bueso,sgp,rechte,addemokraten,tierschutzallianz,bstern,bge,dib,dkp,dm,grauen,du,mg,menschliche,humanisten,gesundheitsforschung,vpartei3
171,A_07334,94287,73886,25268,15906,4284,4964,0,7586,11919,364,252,1219,0,199,694,0,0,0,30,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,214
172,A_07335,81619,63146,20740,16051,4447,3481,0,5281,8657,370,299,1476,0,123,655,0,0,0,6,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,192
173,A_07336,57338,44060,12191,14055,3463,2188,0,3266,6063,181,229,990,0,64,555,0,0,0,14,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,98
174,A_07337,87494,70651,25655,15557,4124,5873,0,7205,8510,274,225,1163,0,177,648,0,0,0,21,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,201
175,A_07338,117136,95738,33649,20665,5210,7438,0,10587,13117,450,342,1647,0,201,910,0,0,0,60,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,285
176,A_07339,158824,131190,46056,29983,8604,12973,0,14928,12735,666,255,1290,0,711,1243,0,0,0,25,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,317
177,A_07340,79282,63745,24245,15054,3923,2693,0,5761,8079,274,327,1207,0,130,708,0,0,0,27,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,178
178,A_08111,376869,300014,86352,46808,27383,52354,0,45413,26354,1997,295,1041,2349,942,2996,0,0,0,397,0,0,41,0,457,0,807,716,96,557,0,0,0,285,0,0,372
179,A_08115,261381,209633,73671,32036,11063,26485,0,31660,24427,1077,509,1555,1465,501,1341,0,0,0,164,0,0,60,0,391,0,251,352,27,398,0,0,0,222,0,0,241
180,A_08116,365559,295198,98033,46645,17076,42155,0,42027,34119,1485,654,2107,2714,708,2038,0,0,0,286,0,0,92,0,576,0,444,484,22,434,0,0,0,285,0,0,329
181,A_08117,178409,137585,45290,23924,6882,16749,0,17188,19956,801,372,907,1246,344,898,0,0,0,136,0,0,43,0,296,0,187,153,25,221,0,0,0,158,0,0,172
182,A_08118,365200,294193,96751,48464,17033,40165,0,42127,34667,1388,625,2618,2184,881,1987,0,0,0,316,0,0,82,0,672,0,424,406,29,403,0,0,0,320,0,0,393
183,A_08119,296469,235215,76707,37312,12948,28102,0,36152,31891,1428,602,1336,2068,984,1331,0,0,0,179,0,0,48,0,545,0,291,325,31,433,0,0,0,245,0,0,257
184,A_08121,77642,56666,16195,10342,3841,6285,0,7499,9154,235,194,299,332,217,564,0,0,0,88,0,0,33,0,131,0,75,77,6,182,0,0,0,82,0,0,69
185,A_08125,241562,191769,62850,32086,9604,20192,0,26186,29824,743,910,1633,1407,722,1374,0,0,0,124,0,0,132,0,461,0,197,209,24,405,0,0,0,259,0,0,218
186,A_08126,82646,63832,22720,9804,3253,6817,0,8444,9367,308,345,380,433,266,386,0,0,0,24,0,0,22,0,119,0,51,74,13,132,0,0,0,85,0,0,80
187,A_08127,143139,107928,35495,17668,6341,13695,0,13185,15460,562,438,516,639,832,593,0,0,0,97,0,0,30,0,261,0,144,116,23,231,0,0,0,135,0,0,211
188,A_08128,102171,80314,31568,12653,4485,7154,0,8897,10765,291,313,651,622,736,480,0,0,0,20,0,0,21,0,173,0,90,70,11,132,0,0,0,93,0,0,85
189,A_08135,94168,71377,24004,14527,4259,8161,0,7047,9366,309,267,452,571,317,452,0,0,0,71,0,0,36,0,152,0,108,90,70,92,0,0,0,96,0,0,79
190,A_08136,231075,178656,69466,29946,9906,19185,0,19842,21667,683,651,999,1322,411,1039,0,0,0,109,0,0,51,0,303,0,254,218,21,229,0,0,0,192,0,0,185
191,A_08211,38689,29268,10796,4571,1778,3835,0,3996,3087,84,38,190,146,45,153,0,0,0,7,0,0,12,0,55,0,37,35,1,38,0,0,0,28,0,0,32
192,A_08212,208868,162139,44776,27044,15452,29408,0,19251,16741,999,188,600,1595,438,2179,0,0,0,142,0,0,78,0,346,0,442,505,33,263,0,0,0,191,0,0,240
193,A_08215,323462,257599,91012,42541,13686,29169,0,31758,34526,982,574,2487,2627,450,2193,0,0,0,112,0,0,198,0,614,0,375,383,40,355,0,0,0,351,0,0,298
194,A_08216,167795,127940,48002,21803,6591,13931,0,13851,16614,560,275,1306,986,221,768,0,0,0,53,0,0,99,0,330,0,125,173,26,257,0,0,0,167,0,0,146
195,A_08221,99213,80987,21524,13996,8401,17610,0,9705,6251,364,50,247,392,186,949,0,0,0,52,0,0,6,0,121,0,139,242,19,75,0,0,0,70,0,0,120
196,A_08222,197289,144078,38746,30309,12989,18803,0,16050,18309,689,381,826,1552,231,1807,0,0,0,160,0,0,33,0,414,0,395,311,46,240,0,0,0,186,0,0,246
197,A_08225,108705,83025,32640,14522,4422,6488,0,8667,11524,273,341,649,660,366,504,0,0,0,23,0,0,21,0,214,0,100,70,11,191,0,0,0,121,0,0,108
198,A_08226,399677,320377,104683,59906,20256,37388,0,39647,40696,1206,992,2779,2908,609,2723,0,0,0,133,0,0,124,0,799,0,428,423,42,486,0,0,0,376,0,0,448
199,A_08231,76473,53063,15812,8732,3443,4917,0,6798,10099,201,143,280,769,96,404,0,0,0,57,0,0,27,0,102,0,127,53,4,87,0,0,0,72,0,0,67
200,A_08235,111507,87079,32465,12288,4520,8853,0,11170,13091,330,299,677,778,253,415,0,0,0,59,0,0,30,0,168,0,158,101,10,193,0,0,0,99,0,0,107
201,A_08236,143104,114914,38552,18369,5509,12952,0,15845,17008,408,303,858,1767,275,767,0,0,0,59,0,0,83,0,250,0,176,148,12,182,0,0,0,145,0,0,122
202,A_08237,86514,66384,23865,9544,3239,6136,0,10476,9624,280,197,460,613,198,310,0,0,0,31,0,0,37,0,119,0,84,58,4,130,0,0,0,62,0,0,74
203,A_08311,156234,126448,30720,22200,16851,29284,0,10993,9103,458,182,359,1275,512,1558,0,0,0,111,0,0,18,0,183,0,718,491,39,191,0,0,0,179,0,0,187
204,A_08315,193133,156005,56194,25729,9634,25079,0,17003,14304,560,260,869,1723,508,1023,0,0,0,54,0,0,40,0,355,0,424,248,13,219,0,0,0,208,0,0,146
205,A_08316,123390,98202,34175,17835,6000,14489,0,10215,9740,458,203,639,1307,663,608,0,0,0,41,0,0,20,0,160,0,191,107,7,124,0,0,0,78,0,0,90
206,A_08317,315797,238183,87682,39431,12499,30974,0,25741,28243,941,550,2033,2326,710,1354,0,0,0,66,0,0,70,0,554,0,342,263,37,448,0,0,0,328,0,0,348
207,A_08325,103246,79309,29924,11412,3496,7937,0,10671,10820,264,274,779,447,880,396,0,0,0,22,0,0,23,0,404,0,92,66,8,228,0,0,0,83,0,0,89
208,A_08326,149692,113151,41772,17215,6108,13676,0,13734,14306,421,558,885,949,271,644,0,0,0,97,0,0,31,0,294,0,140,109,23,214,0,0,0,141,0,0,144
209,A_08327,95981,72692,27136,10488,3645,7392,0,9657,10122,303,253,639,446,223,392,0,0,0,27,0,0,21,0,471,0,121,96,20,109,0,0,0,95,0,0,79
210,A_08335,205135,158861,52194,24529,11306,25202,0,20758,16215,639,337,988,1473,456,1354,0,0,0,82,0,0,39,0,346,0,374,303,25,357,0,0,0,194,0,0,212
211,A_08336,163239,122931,41611,22249,7426,18255,0,13267,13209,613,315,860,1032,328,847,0,0,0,140,0,0,41,0,327,0,397,180,19,243,0,0,0,182,0,0,156
212,A_08337,119716,89464,35477,14645,4524,11240,0,9558,9245,306,228,824,748,371,446,0,0,0,16,0,0,26,0,191,0,146,105,8,144,0,0,0,126,0,0,92
213,A_08415,199934,157642,53873,23321,9543,21695,0,21425,20171,639,362,856,1047,459,1141,0,0,0,154,0,0,45,0,318,0,216,209,25,206,0,0,0,164,0,0,190
214,A_08416,160138,132248,39529,20620,13510,25583,0,15081,11593,573,232,586,776,573,1148,0,0,0,110,0,0,25,0,189,0,249,347,51,168,0,0,0,120,0,0,191
215,A_08417,138802,104584,36517,15641,5613,11281,0,14520,15030,498,376,731,871,247,585,0,0,0,172,0,0,30,0,278,0,177,103,8,193,0,0,0,150,0,0,113
216,A_08421,83048,64864,19870,11269,4910,10950,0,7621,6542,551,112,362,508,211,649,0,0,0,52,0,0,15,0,125,0,164,123,10,148,0,0,0,84,0,0,106
217,A_08425,139625,112596,45118,16620,5066,13210,0,12656,13890,497,387,913,904,461,609,0,0,0,50,0,0,29,0,260,0,145,151,9,222,0,0,0,133,0,0,151
218,A_08426,145848,115131,48968,14575,5214,12742,0,12610,14370,554,359,1005,804,969,560,0,0,0,33,0,0,30,0,266,0,171,109,14,213,0,0,0,169,0,0,133
219,A_08435,157226,125646,45851,17834,7683,18476,0,16669,12825,424,226,904,837,694,747,0,0,0,56,0,0,40,0,228,0,255,188,16,243,0,0,0,217,0,0,180
220,A_08436,208135,162736,63458,21380,9672,23757,0,18152,16767,551,299,1492,1126,1829,828,0,0,0,59,0,0,50,0,316,0,307,187,21,248,0,0,0,507,0,0,188
221,A_08437,96692,74017,29643,9537,3667,8994,0,8796,9417,272,276,556,611,219,343,0,0,0,35,0,0,22,0,172,0,109,64,7,131,0,0,0,129,0,0,107
222,A_09161,91076,65044,0,9233,4475,5615,23752,7040,9890,307,159,1313,498,666,562,456,0,0,30,10,0,0,0,0,0,76,96,8,101,0,0,0,0,0,92,204
223,A_09162,923612,724991,0,116764,59758,124365,216444,102643,60414,3053,607,7918,5911,6073,6644,3779,0,0,289,202,0,0,0,0,0,1521,2457,184,1035,0,0,0,0,0,669,1411
224,A_09163,41335,30666,0,4138,1929,3482,10799,3354,4474,140,51,524,275,307,256,408,0,0,18,25,0,0,0,0,0,38,51,13,63,0,0,0,0,0,43,65
225,A_09171,82790,61970,0,8228,3606,4182,27349,5154,8373,182,131,1452,501,695,431,752,0,0,10,86,0,0,0,0,0,41,76,5,118,0,0,0,0,0,74,76
226,A_09172,74656,56622,0,6458,2928,4652,25337,5137,7376,159,115,1443,467,601,260,820,0,0,3,11,0,0,0,0,0,47,79,9,131,0,0,0,0,0,62,97
227,A_09173,92461,73836,0,8068,3944,7685,30207,8557,8740,266,94,1926,609,619,378,1618,0,0,15,15,0,0,0,0,0,116,134,7,145,0,0,0,0,0,90,118
228,A_09174,104757,85392,0,11130,3997,8163,35667,9028,10471,275,142,2175,794,890,508,1060,0,0,22,9,0,0,0,0,0,92,150,10,125,0,0,0,0,0,99,141
229,A_09175,98996,83221,0,10644,4375,10316,31795,10906,8573,295,114,1852,779,874,539,1119,0,0,6,11,0,0,0,0,0,100,191,17,135,0,0,0,0,0,96,143
230,A_09176,97698,80271,0,10503,3597,5270,35401,6704,11760,214,246,2687,517,841,474,1036,0,0,21,11,0,0,0,0,0,58,74,7,112,0,0,0,0,0,109,132
231,A_09177,99202,80136,0,9299,3977,7452,31730,8501,10793,326,154,2817,773,1180,607,1525,0,0,15,12,0,0,0,0,0,83,107,2,125,0,0,0,0,0,101,143
232,A_09178,121069,97586,0,11913,5586,11713,35721,10707,11985,435,199,4179,984,1070,874,868,0,0,18,13,0,0,0,0,0,114,196,9,189,0,0,0,0,0,125,175
233,A_09179,154694,127489,0,18493,6856,15298,48042,15715,13819,463,184,2685,1180,1067,942,1051,0,0,26,14,0,0,0,0,0,223,238,22,242,0,0,0,0,0,149,228
234,A_09180,65566,52257,0,4815,2453,4585,23739,5850,6572,115,67,1127,457,762,221,824,0,0,4,5,0,0,0,0,0,65,63,5,100,0,0,0,0,0,64,88
235,A_09181,89756,73424,0,8889,4158,9075,29073,8361,7968,236,132,1377,682,906,491,998,0,0,9,8,0,0,0,0,0,148,145,11,167,0,0,0,0,0,80,146
236,A_09182,73066,58776,0,6389,2542,5920,24579,7786,6651,146,119,1533,533,444,251,1092,0,0,4,7,0,0,0,0,0,66,142,3,114,0,0,0,0,0,68,77
237,A_09183,85431,64816,0,7283,3053,4426,28068,6055,9957,240,164,1720,577,990,383,966,0,0,3,50,0,0,0,0,0,89,51,4,98,0,0,0,0,0,102,109
238,A_09184,235172,197265,0,27490,9996,24837,73189,30054,18470,742,184,3705,1903,1630,1295,1276,0,0,26,28,0,0,0,0,0,268,423,30,266,0,0,0,0,0,255,298
239,A_09185,71702,55793,0,6717,2440,3450,24858,4968,8351,182,153,2195,398,348,345,651,0,0,13,3,0,0,0,0,0,46,47,5,90,0,0,0,0,0,67,93
240,A_09186,92806,72012,0,9087,3238,5193,30154,7043,10865,261,248,2264,673,635,506,904,0,0,14,3,0,0,0,0,0,89,108,8,142,0,0,0,0,0,76,116
241,A_09187,193835,155826,0,16829,7520,15089,64379,16957,21223,462,234,3902,1368,1850,785,3017,0,0,18,62,0,0,0,0,0,239,271,37,316,0,0,0,0,0,184,262
242,A_09188,96546,81477,0,9749,4216,11461,30351,13851,7136,263,79,1171,648,547,401,629,0,0,12,14,0,0,0,0,0,146,153,4,135,0,0,0,0,0,69,133
243,A_09189,133810,103993,0,12458,5580,10028,45859,9477,11815,284,234,2368,745,1089,529,2104,0,0,13,11,0,0,0,0,0,128,150,13,230,0,0,0,0,0,122,140
244,A_09190,101593,82076,0,10587,4761,8168,33515,8059,9573,237,160,1749,729,1383,503,1401,0,0,18,9,0,0,0,0,0,121,141,10,192,0,0,0,0,0,98,172
245,A_09261,49285,36990,0,5030,2351,3912,12864,4670,4751,154,61,1196,351,328,284,294,0,0,6,4,0,0,0,0,0,71,92,8,54,0,0,0,0,0,58,66
246,A_09262,38052,28038,0,4347,2167,3036,10116,3073,3533,91,36,328,201,370,213,164,0,0,4,4,0,0,0,0,0,50,46,3,25,0,0,0,0,0,30,52
247,A_09263,34344,23322,0,3380,1417,1483,8960,2197,3988,78,98,588,199,267,121,212,0,0,14,1,0,0,0,0,0,26,21,4,44,0,0,0,0,0,18,34
248,A_09271,91951,65566,0,8757,3405,3278,26579,5122,11980,146,239,2986,505,433,224,1137,0,0,9,6,0,0,0,0,0,57,64,5,70,0,0,0,0,0,68,97
249,A_09272,63822,46169,0,6921,2144,1882,18590,3264,9221,82,213,1571,348,339,126,1009,0,0,8,9,0,0,0,0,0,26,29,1,43,0,0,0,0,0,27,53
250,A_09273,88028,66984,0,9631,3004,4153,27887,5501,9914,195,241,2994,546,790,296,969,0,0,11,3,0,0,0,0,0,66,63,12,70,0,0,0,0,0,85,114
251,A_09274,117820,93191,0,10843,4080,6056,36566,9514,14002,269,217,6835,890,1054,408,1387,0,0,13,17,0,0,0,0,0,108,107,9,101,0,0,0,0,0,106,148
252,A_09275,150221,111032,0,16599,5533,5725,45834,9427,18998,240,395,3046,927,1380,398,1218,0,0,12,12,0,0,0,0,0,96,88,12,131,0,0,0,0,0,151,141
253,A_09276,62255,45459,0,6906,2016,1761,18144,3106,9261,91,157,1528,346,413,145,722,0,0,2,1,0,0,0,0,0,24,22,1,47,0,0,0,0,0,44,46
254,A_09277,92055,68069,0,8461,3025,3747,29737,6241,10332,158,170,2140,569,1330,276,1032,0,0,5,7,0,0,0,0,0,66,61,7,84,0,0,0,0,0,77,89
255,A_09278,77354,60643,0,7226,2157,2602,26608,5005,10327,112,328,3294,401,967,175,766,0,0,3,5,0,0,0,0,0,36,52,10,73,0,0,0,0,0,60,69
256,A_09279,71290,52031,0,6895,2320,2466,21219,4650,9463,113,178,2156,425,635,172,734,0,0,6,10,0,0,0,0,0,35,36,3,75,0,0,0,0,0,69,51
257,A_09361,32744,23154,0,4035,1755,1814,8255,1997,3418,71,87,571,221,236,147,183,0,0,8,3,0,0,0,0,0,14,33,4,23,0,0,0,0,0,27,42
258,A_09362,105833,80854,0,11951,7598,11709,26698,8094,8686,419,88,1623,699,927,843,342,0,0,22,14,0,0,0,0,0,141,188,28,105,0,0,0,0,0,82,172
259,A_09363,32995,23269,0,4657,1544,1488,8596,1897,3354,76,67,547,191,153,130,181,0,0,7,4,0,0,0,0,0,27,21,5,18,0,0,0,0,0,48,35
260,A_09371,82116,64974,0,11739,3367,3952,26463,4552,8398,182,254,2856,616,707,347,637,0,0,20,9,0,0,0,0,0,67,69,8,86,0,0,0,0,0,77,73
261,A_09372,101946,75426,0,10069,3046,3253,31945,5229,13487,193,260,4887,523,574,263,789,0,0,9,9,0,0,0,0,0,39,60,9,90,0,0,0,0,0,78,76
262,A_09373,101016,81379,0,10306,3826,6231,37002,6305,9734,222,325,3676,699,804,434,630,0,0,20,6,0,0,0,0,0,106,82,9,133,0,0,0,0,0,118,114
263,A_09374,75953,60240,0,11706,2657,2771,25448,3670,8324,184,255,2473,420,527,246,647,0,0,8,8,0,0,0,0,0,54,44,5,86,0,0,0,0,0,79,92
264,A_09375,147083,117926,0,16631,5661,8623,48022,9625,16939,358,334,6751,1005,1022,515,1034,0,0,9,17,0,0,0,0,0,91,98,14,163,0,0,0,0,0,152,168
265,A_09376,114472,87123,0,16053,4293,4049,34882,5379,14519,251,386,3391,757,814,331,803,0,0,22,6,0,0,0,0,0,65,81,7,72,0,0,0,0,0,117,115
266,A_09377,59467,47005,0,8268,2003,2167,21647,2912,5733,92,172,2041,355,280,204,465,0,0,7,2,0,0,0,0,0,32,32,7,39,0,0,0,0,0,69,65
267,A_09461,55773,42397,0,6969,3802,6107,13174,4533,4823,161,106,486,357,350,615,181,0,0,51,7,0,0,0,0,0,89,123,6,81,0,0,0,0,0,44,107
268,A_09462,57170,41873,0,7687,3039,4637,14969,4924,4012,149,75,529,301,191,602,75,0,0,8,4,0,0,0,0,0,58,93,8,64,0,0,0,0,0,68,136
269,A_09463,31781,23523,0,4942,1902,2471,7754,2460,2495,104,85,259,233,159,243,44,0,0,12,4,0,0,0,0,0,38,57,5,35,0,0,0,0,0,21,42
270,A_09464,33437,23628,0,4662,1648,1628,8500,2169,3248,149,87,377,221,65,305,62,0,0,3,5,0,0,0,0,0,42,40,5,49,0,0,0,0,0,30,51
271,A_09471,116290,94533,0,14148,4637,5862,40071,8055,14551,304,619,2308,816,669,637,529,0,0,59,12,0,0,0,0,0,112,99,15,147,0,0,0,0,0,164,125
272,A_09472,84462,67379,0,12827,3104,4054,30147,5119,7293,173,242,2092,550,262,479,209,0,0,5,7,0,0,0,0,0,66,48,5,83,0,0,0,0,0,93,162
273,A_09473,70038,55037,0,12142,2971,3752,21356,4605,6549,155,241,1220,496,323,366,107,0,0,47,4,0,0,0,0,0,47,59,2,60,0,0,0,0,0,67,47
274,A_09474,90139,73626,0,11265,4071,6441,31084,6433,8645,226,238,2502,691,399,479,262,0,0,31,12,0,0,0,0,0,74,73,6,162,0,0,0,0,0,99,92
275,A_09475,77737,60916,0,13223,3090,3086,24945,4595,7495,205,264,1699,601,193,574,125,0,0,11,8,0,0,0,0,0,74,62,7,75,0,0,0,0,0,81,84
276,A_09476,55446,42805,0,9927,1950,1870,18519,2830,4984,122,225,940,383,147,208,85,0,0,11,5,0,0,0,0,0,21,38,5,34,0,0,0,0,0,49,39
277,A_09477,59443,46237,0,9316,2311,2874,19438,3508,5248,124,190,1398,437,264,358,89,0,0,15,1,0,0,0,0,0,48,67,4,119,0,0,0,0,0,53,73
278,A_09478,54067,41471,0,7190,1840,2264,18430,2908,5383,137,224,1111,371,276,333,138,0,0,16,4,0,0,0,0,0,45,40,4,53,0,0,0,0,0,55,60
279,A_09479,58767,44209,0,10432,2519,2337,16108,3198,6042,150,223,1255,485,131,393,156,0,0,21,5,0,0,0,0,0,69,47,4,50,0,0,0,0,0,66,64
280,A_09561,31067,22222,0,4101,2218,2239,7153,1750,2918,92,72,549,205,292,230,45,0,0,4,0,0,0,0,0,0,25,37,5,43,0,0,0,0,0,42,28
281,A_09562,77280,62152,0,10997,5779,10056,19604,6569,4982,377,90,779,469,736,676,100,0,0,48,6,0,0,0,0,0,123,184,9,102,0,0,0,0,0,68,143
282,A_09563,86606,63791,0,13219,6807,7521,18146,5778,7501,368,150,922,732,322,880,225,0,0,21,7,0,0,0,0,0,126,173,27,112,0,0,0,0,0,105,146
283,A_09564,343832,255126,0,49473,26940,31503,73217,24322,30453,1373,753,3568,2952,1971,3144,508,0,0,185,30,0,0,0,0,0,565,678,160,493,0,0,0,0,0,428,537
284,A_09565,30191,23164,0,4450,1662,2572,7771,2289,2729,100,71,448,272,171,185,96,0,0,5,5,0,0,0,0,0,47,33,3,42,0,0,0,0,0,34,43
285,A_09571,140308,109193,0,17794,7079,9245,44368,8361,12724,473,532,4079,967,1194,675,297,0,0,16,11,0,0,0,0,0,104,104,15,173,0,0,0,0,0,177,121
286,A_09572,103450,85896,0,14581,5336,9806,32810,8404,8971,301,271,2456,698,530,578,180,0,0,20,11,0,0,0,0,0,89,118,7,114,0,0,0,0,0,74,120
287,A_09573,91482,74520,0,13928,5016,7690,26574,6878,8991,274,227,1968,820,357,508,212,0,0,14,6,0,0,0,0,0,73,127,7,116,0,0,0,0,0,132,129
288,A_09574,130070,106899,0,20488,7255,10933,37979,9549,12159,525,340,3471,1113,720,741,221,0,0,26,10,0,0,0,0,0,145,141,21,211,0,0,0,0,0,143,162
289,A_09575,77403,60431,0,9942,3619,5329,24752,4889,6541,219,299,2279,558,579,362,193,0,0,15,8,0,0,0,0,0,63,69,12,106,0,0,0,0,0,87,88
290,A_09576,97490,78996,0,13552,4380,7100,31764,6441,9158,326,217,2609,801,486,516,267,0,0,10,12,0,0,0,0,0,82,108,9,132,0,0,0,0,0,113,118
291,A_09577,72385,54540,0,9569,2911,4755,22904,3714,6092,247,184,1624,413,645,304,152,0,0,16,10,0,0,0,0,0,47,37,5,76,0,0,0,0,0,72,84
292,A_09661,49763,36600,0,6399,2917,4077,12053,4247,4336,116,91,348,305,348,373,87,0,0,45,10,0,0,0,0,0,78,51,3,115,0,0,0,0,0,52,99
293,A_09662,37922,26280,0,5199,2802,1855,8239,2327,4066,110,63,290,297,120,209,83,0,0,63,5,0,0,0,0,0,38,36,4,90,0,0,0,0,0,28,63
294,A_09663,98602,76187,0,12732,7016,12581,24015,8644,6063,303,103,731,804,611,1182,100,0,0,31,6,0,0,0,0,0,172,214,16,195,0,0,0,0,0,74,186
295,A_09671,133599,108338,0,18799,5782,9355,42956,11363,12306,348,379,2075,1022,748,862,317,0,0,60,10,0,0,0,0,0,124,150,22,191,0,0,0,0,0,186,225
296,A_09672,83783,65943,0,9968,3801,4571,29578,6011,7459,255,355,1421,599,395,359,157,0,0,7,10,0,0,0,0,0,79,78,5,150,0,0,0,0,0,98,109
297,A_09673,64277,50357,0,7106,3060,3508,23306,4665,5181,174,206,1225,382,207,371,164,0,0,17,10,0,0,0,0,0,62,51,6,63,0,0,0,0,0,84,79
298,A_09674,67970,54902,0,9830,3224,3280,22904,4408,7010,181,365,1429,447,487,348,173,0,0,14,6,0,0,0,0,0,54,59,5,100,0,0,0,0,0,101,85
299,A_09675,69300,54829,0,9115,2919,4558,22549,5081,5923,187,230,1807,518,438,347,290,0,0,23,8,0,0,0,0,0,58,66,4,173,0,0,0,0,0,96,79
300,A_09676,95773,75955,0,13408,4363,5900,30653,7287,8477,262,221,2154,660,571,515,163,0,0,29,11,0,0,0,0,0,85,94,9,137,0,0,0,0,0,143,171
301,A_09677,100410,81251,0,15495,4199,6039,34592,6433,8379,229,232,2357,719,380,540,181,0,0,23,10,0,0,0,0,0,99,76,10,206,0,0,0,0,0,112,344
302,A_09678,91819,75050,0,11849,4701,5304,32886,6381,8916,243,273,1587,717,331,446,281,0,0,39,7,0,0,0,0,0,67,63,9,144,0,0,0,0,0,112,129
303,A_09679,127396,106774,0,19394,5915,11138,43570,10169,9701,343,288,1902,1032,622,867,223,0,0,29,10,0,0,0,0,0,142,137,11,269,0,0,0,0,0,143,223
304,A_09761,189687,137282,0,21968,12605,17433,42474,13426,18487,872,296,1919,1452,1132,1594,616,0,0,135,77,0,0,0,0,0,305,340,40,300,0,0,0,0,0,190,551
305,A_09762,31316,22487,0,3081,1824,2184,8079,2504,3128,113,47,474,211,143,122,185,0,0,11,4,0,0,0,0,0,32,30,4,42,0,0,0,0,0,30,36
306,A_09763,48267,34781,0,4952,2585,3917,11721,4045,4633,155,85,869,351,259,274,155,0,0,19,4,0,0,0,0,0,157,42,6,135,0,0,0,0,0,50,99
307,A_09764,29462,21630,0,3418,1326,1903,7584,2357,3273,83,83,370,155,461,102,103,0,0,10,3,0,0,0,0,0,79,26,6,25,0,0,0,0,0,22,24
308,A_09771,100245,80987,0,9386,3534,6722,34830,8355,11510,284,206,2143,744,919,443,798,0,0,17,9,0,0,0,0,0,88,111,15,155,0,0,0,0,0,104,181
309,A_09772,187683,148406,0,19314,7769,12977,59813,15180,20268,560,416,5254,1434,1278,821,1002,0,0,41,26,0,0,0,0,0,176,179,16,267,0,0,0,0,0,214,397
310,A_09773,72289,54652,0,7284,2487,3659,21835,5439,9021,173,303,2415,438,234,249,371,0,0,8,4,0,0,0,0,0,51,43,10,67,0,0,0,0,0,78,110
311,A_09774,89816,66837,0,8522,3168,4667,27527,6428,10600,318,320,2279,691,547,379,368,0,0,10,10,0,0,0,0,0,101,61,13,104,0,0,0,0,0,114,140
312,A_09775,123373,94472,0,14351,5376,9006,35221,10186,13328,469,403,2116,903,700,524,331,0,0,26,13,0,0,0,0,0,138,133,12,244,0,0,0,0,0,150,181
313,A_09776,59631,46616,0,6138,3235,5987,18869,4819,4164,146,70,1007,399,538,268,267,0,0,9,7,0,0,0,0,0,97,86,6,85,0,0,0,0,0,45,82
314,A_09777,105237,83924,0,9536,4269,7273,37624,8393,9555,248,180,2343,668,926,435,1321,0,0,9,11,0,0,0,0,0,119,93,8,176,0,0,0,0,0,95,153
315,A_09778,107982,84276,0,8964,3698,6079,36001,8657,12827,256,352,2672,675,1664,394,686,0,0,8,16,0,0,0,0,0,144,93,9,210,0,0,0,0,0,101,128
316,A_09779,100218,78803,0,11689,3678,5540,34937,6754,10359,268,278,2243,594,683,322,481,0,0,16,10,0,0,0,0,0,61,73,8,100,0,0,0,0,0,92,92
317,A_09780,118706,95040,0,10635,4310,9888,42265,10071,9732,276,210,3280,864,810,387,867,0,0,12,17,0,0,0,0,0,305,101,6,211,0,0,0,0,0,116,145
318,A_10041,246897,183228,52434,48290,26073,13409,0,14364,17979,1018,1149,1407,0,0,2755,0,0,112,194,0,0,0,0,0,0,460,0,0,272,0,0,0,0,0,0,540
319,A_10042,79847,62326,21267,16479,7564,3232,0,4824,5667,341,269,516,0,0,607,0,0,101,24,0,0,0,0,0,0,72,0,0,60,0,0,0,0,0,0,157
320,A_10043,106805,79951,23850,23751,10423,3673,0,5220,8556,390,500,584,0,0,959,0,0,69,55,0,0,0,0,0,0,97,0,0,135,0,0,0,0,0,0,199
321,A_10044,155321,119855,39616,31464,15222,6371,0,8864,11846,579,573,934,0,0,1400,0,0,124,66,0,0,0,0,0,0,154,0,0,159,0,0,0,0,0,0,346
322,A_10045,115221,90412,29214,22943,10287,5659,0,7474,10044,381,366,823,0,0,1071,0,0,78,51,0,0,0,0,0,0,157,0,0,156,0,0,0,0,0,0,253
323,A_10046,73173,59639,23192,15968,5879,2773,0,3731,4828,228,249,561,0,0,683,0,0,49,37,0,0,0,0,0,0,85,0,0,104,0,0,0,0,0,0,119
324,A_11100,1046751,792630,151288,118241,204400,81810,0,49917,116022,4250,0,3231,11554,1298,19128,0,0,0,694,473,210,0,0,0,480,2964,3393,1134,1832,4571,1238,0,1294,0,3047,1164
325,A_11200,1456319,1099504,273033,216012,146770,153137,0,117129,109148,6644,0,2123,13861,1908,19899,0,0,0,923,725,263,0,0,0,431,3962,4074,551,2380,5438,1794,0,1850,0,1785,1569
326,A_12051,59272,38952,10734,7898,6618,1782,0,2348,6619,0,223,473,701,80,472,0,0,0,23,0,0,0,0,0,0,151,0,87,149,0,0,0,0,0,0,0
