,teryt_code,eligible_voters,issued_ballots,spd,cdu,csu,gruene,fdp,pds,deutschland,appd,apd,bp,bueso,bfb,c2000,cm,dpd,dvu,graue,rep,familie,frauen,hp,prodm,mlpd,tierschutz,npd,naturgesetz,forum,oedp,pbc,ab2000,nichwahler,pass,psg
157,A_07231,88820,73857,26385,31927,0,4159,6154,690,0,0,0,0,0,123,0,0,0,410,249,1172,0,66,0,512,0,311,107,62,0,84,109,0,0,0,0
158,A_07232,74039,61245,21726,27448,0,3095,4997,480,0,0,0,0,0,84,0,0,0,307,260,615,0,42,0,344,0,218,47,37,0,164,77,0,0,0,0
159,A_07233,49507,41682,13485,20766,0,1994,2894,280,0,0,0,0,0,52,0,0,0,287,151,402,0,44,0,214,0,216,33,36,0,52,60,0,0,0,0
160,A_07235,105415,90736,38236,36364,0,5356,5453,678,0,0,0,0,0,80,0,0,0,300,375,1049,0,70,0,508,0,383,72,71,0,137,93,0,0,0,0
161,A_07311,34396,28570,11572,11374,0,1375,1669,304,0,0,0,0,0,82,0,0,0,193,62,935,0,37,0,179,0,148,45,82,0,19,68,0,0,0,0
162,A_07312,74344,57956,24706,19925,0,3922,3815,690,0,0,0,0,0,71,0,0,0,533,195,1655,0,82,0,659,0,323,149,49,0,90,98,0,0,0,0
163,A_07313,30303,24683,9494,8555,0,2507,2038,300,0,0,0,0,0,27,0,0,0,128,62,541,0,41,0,215,0,122,89,24,0,94,108,0,0,0,0
164,A_07314,106853,87290,39103,29446,0,4378,4710,1124,0,0,0,0,0,550,0,0,0,962,459,3650,0,87,0,621,0,440,172,165,0,103,140,0,0,0,0
165,A_07315,128143,107077,39754,37839,0,12199,8842,1765,0,0,0,0,0,181,0,0,0,572,368,2806,0,79,0,538,0,356,86,168,0,386,95,0,0,0,0
166,A_07316,41411,34746,11607,15092,0,2589,2596,343,0,0,0,0,0,84,0,0,0,210,76,730,0,38,0,300,0,157,56,63,0,185,87,0,0,0,0
167,A_07317,37342,28945,12554,10365,0,1125,1596,317,0,0,0,0,0,132,0,0,0,393,122,1009,0,20,0,305,0,187,84,66,0,54,62,0,0,0,0
168,A_07318,35920,29391,11045,11211,0,2088,1790,411,0,0,0,0,0,160,0,0,0,143,79,1236,0,55,0,258,0,154,41,77,0,160,83,0,0,0,0
169,A_07319,58942,47179,21081,16088,0,2697,2835,629,0,0,0,0,0,98,0,0,0,501,111,1516,0,54,0,257,0,189,90,64,0,45,139,0,0,0,0
170,A_07320,28002,22845,10876,7316,0,1077,1372,240,0,0,0,0,0,114,0,0,0,230,75,445,0,31,0,194,0,128,128,70,0,153,25,0,0,0,0
171,A_07331,89865,76858,34816,25106,0,4641,6157,803,0,0,0,0,0,160,0,0,0,652,128,1868,0,97,0,460,0,387,164,63,0,66,229,0,0,0,0
172,A_07332,102236,87700,35268,32808,0,5145,7014,807,0,0,0,0,0,187,0,0,0,592,192,2377,0,82,0,699,0,462,179,189,0,178,212,0,0,0,0
173,A_07333,57972,48426,22627,15324,0,2660,3176,508,0,0,0,0,0,79,0,0,0,534,108,1450,0,57,0,420,0,231,204,101,0,55,98,0,0,0,0
174,A_07334,86614,74185,28257,29349,0,4082,4579,562,0,0,0,0,0,106,0,0,0,266,169,3587,0,70,0,571,0,392,259,75,0,469,232,0,0,0,0
175,A_07335,82891,69956,30313,25810,0,3115,3752,589,0,0,0,0,0,105,0,0,0,623,199,2356,0,80,0,682,0,418,152,85,0,84,156,0,0,0,0
176,A_07336,62266,52185,28341,13607,0,2358,2505,489,0,0,0,0,0,63,0,0,0,317,96,2360,0,57,0,427,0,257,135,42,0,47,79,0,0,0,0
177,A_07337,82891,71311,25954,28474,0,5049,5596,579,0,0,0,0,0,134,0,0,0,400,154,1726,0,66,0,586,0,390,354,82,0,178,245,0,0,0,0
178,A_07338,110519,98129,38417,38622,0,5304,6682,825,0,0,0,0,0,591,0,0,0,614,262,3326,0,95,0,735,0,527,137,215,0,234,214,0,0,0,0
179,A_07339,144201,124621,50227,44879,0,9657,11072,1515,0,0,0,0,0,240,0,0,0,670,260,2280,0,100,0,762,0,558,175,189,0,240,238,0,0,0,0
180,A_07340,82710,71897,28749,28412,0,2954,4185,574,0,0,0,0,0,258,0,0,0,636,217,2260,0,85,0,605,0,431,217,209,0,207,169,0,0,0,0
181,A_08111,358554,297259,107749,94828,0,38574,31101,3559,0,207,0,0,52,239,0,205,103,1724,1143,10512,0,216,0,1495,209,938,256,324,0,676,464,0,0,0,39
182,A_08115,239572,204171,70851,76136,0,18001,20845,1787,0,164,0,0,55,274,0,331,84,1469,501,8208,0,245,0,815,68,570,179,224,0,430,647,0,0,0,32
183,A_08116,339560,290386,102775,107111,0,26659,26483,2146,0,231,0,0,58,168,0,181,89,1239,537,13859,0,177,0,1672,107,1260,293,424,0,598,1150,0,0,0,54
184,A_08117,176627,147030,56651,50642,0,10761,13213,1014,0,108,0,0,24,84,0,122,37,569,224,7504,0,112,0,1421,42,758,413,279,0,593,490,0,0,0,33
185,A_08118,331558,282567,103910,97187,0,25276,28082,2698,0,280,0,0,94,269,0,274,146,1753,914,13173,0,296,0,1618,81,922,372,221,0,540,1079,0,0,0,39
186,A_08119,279792,234457,82801,82619,0,20699,23774,1949,0,189,0,0,53,183,0,153,55,1260,631,11961,0,202,0,1497,57,901,301,220,0,829,1478,0,0,0,48
187,A_08121,78059,63429,24498,21431,0,4491,5628,637,0,37,0,0,15,72,0,36,15,307,126,4121,0,63,0,296,21,162,85,83,0,109,227,0,0,0,11
188,A_08125,216879,183034,64874,65571,0,13097,17601,1619,0,159,0,0,35,184,0,158,63,872,380,11301,0,209,0,909,39,662,427,253,0,647,1089,0,0,0,42
189,A_08126,76481,63404,19732,23216,0,4851,7923,573,0,91,0,0,18,284,0,67,26,495,112,3325,0,73,0,368,6,232,228,153,0,227,355,0,0,0,29
190,A_08127,132272,107597,36974,35284,0,9464,11207,995,0,101,0,0,15,336,0,76,48,614,161,7219,0,107,0,730,22,310,265,128,0,700,936,0,0,0,32
191,A_08128,102469,85541,26480,39058,0,4996,5933,646,0,108,0,0,34,270,0,128,45,388,144,3476,0,94,0,734,11,284,208,57,0,613,325,0,0,0,19
192,A_08135,96396,80127,32769,27190,0,5147,5591,596,0,77,0,0,9,54,0,46,61,372,140,4664,0,77,0,784,15,218,66,42,0,460,366,0,0,0,16
193,A_08136,222975,185059,67344,72437,0,13062,13100,1287,0,154,0,0,45,126,0,181,55,795,383,9249,0,185,0,1290,45,547,200,149,0,535,611,0,0,0,41
194,A_08211,39342,32268,10015,13560,0,2887,3487,353,0,28,0,0,9,51,0,25,20,137,86,806,0,20,0,148,1,81,35,18,0,50,70,0,0,0,0
195,A_08212,197500,159238,61154,52340,0,17079,16139,2485,0,165,0,0,21,303,0,66,30,710,385,3215,0,109,0,1205,64,506,373,83,0,309,477,0,0,0,24
196,A_08215,299732,254038,90822,102507,0,17047,19983,2288,0,217,0,0,60,341,0,265,104,1415,718,8598,0,222,0,2053,56,1085,425,170,0,464,1177,0,0,0,42
197,A_08216,161402,132098,46905,56052,0,8309,9194,1091,0,128,0,0,72,197,0,168,105,693,289,4292,0,162,0,816,5,438,192,72,0,262,243,0,0,0,17
198,A_08221,93670,78399,26616,25146,0,14160,7366,1289,0,73,0,0,11,83,0,20,17,335,197,1172,0,54,0,377,19,172,81,59,0,183,173,0,0,0,8
199,A_08222,200197,160215,69534,52170,0,13357,9701,2345,0,216,0,0,42,683,0,102,59,1609,641,4747,0,173,0,1337,53,669,313,88,0,162,184,0,0,0,31
200,A_08225,107256,88868,30128,39245,0,4966,5552,720,0,87,0,0,44,474,0,112,35,740,125,2997,0,80,0,621,12,271,127,44,0,332,315,0,0,0,16
201,A_08226,375327,323188,123038,120844,0,26242,25720,3153,0,287,0,0,39,521,0,243,97,1938,975,9048,0,341,0,2548,36,1232,638,225,0,680,810,0,0,0,79
202,A_08231,78996,62797,22156,24414,0,3873,5722,701,0,60,0,0,15,251,0,47,43,689,203,2268,0,68,0,472,13,275,55,45,0,76,216,0,0,0,11
203,A_08235,105852,88092,27818,35209,0,6383,8848,783,0,77,0,0,20,114,0,126,32,696,288,3925,0,80,0,720,14,379,151,70,0,303,931,0,0,0,22
204,A_08236,133821,113293,42866,39316,0,8525,10736,1073,0,94,0,0,18,376,0,151,77,1024,324,4688,0,91,0,709,5,468,113,110,0,211,874,0,0,0,16
205,A_08237,84061,68443,21677,27932,0,4538,6609,568,0,58,0,0,19,53,0,106,39,543,220,2976,0,63,0,639,13,272,106,54,0,247,570,0,0,0,17
206,A_08311,136112,112474,37505,31036,0,26802,8335,2032,0,220,0,0,13,85,0,122,33,482,357,2085,0,97,0,425,34,496,86,146,0,442,218,0,0,0,15
207,A_08315,172992,145118,48672,54340,0,18696,12123,1268,0,179,0,0,43,100,0,236,66,644,460,3379,0,115,0,709,21,644,127,176,0,484,506,0,0,0,37
208,A_08316,110483,90948,35157,31598,0,9965,6385,810,0,110,0,0,13,55,0,880,25,321,145,2269,0,72,0,387,6,440,74,77,0,231,243,0,0,0,21
209,A_08317,300527,239575,82696,99333,0,19213,16149,2279,0,293,0,0,54,254,0,940,83,1062,446,7251,0,183,0,1418,15,911,267,313,0,530,652,0,0,0,50
210,A_08325,101255,83063,27532,33854,0,5389,6929,853,0,105,0,0,40,107,0,239,37,707,247,2829,0,116,0,739,11,302,144,84,0,829,389,0,0,0,30
211,A_08326,147356,121016,42397,47904,0,8954,10243,1402,0,121,0,0,21,90,0,174,39,661,488,3662,0,85,0,1070,17,445,247,85,0,359,729,0,0,0,27
212,A_08327,91634,76496,24405,32670,0,4763,6711,824,0,94,0,0,42,102,0,175,28,576,249,2533,0,86,0,670,5,250,158,62,0,237,269,0,0,0,17
213,A_08335,184648,150402,53455,54532,0,15975,14327,1564,0,146,0,0,27,133,0,190,54,1020,412,3229,0,158,0,1168,29,770,186,152,0,488,337,0,0,0,27
214,A_08336,152174,122576,48850,40781,0,13224,8910,1360,0,124,0,0,28,77,0,125,113,440,332,3593,0,81,0,777,28,490,145,109,0,303,846,0,0,0,29
215,A_08337,114587,92021,30829,36553,0,8264,7524,816,0,89,0,0,22,89,0,98,31,345,284,3043,0,59,0,720,14,376,113,79,0,649,493,0,0,0,21
216,A_08415,189056,159177,53953,59790,0,13296,16082,1417,0,113,0,0,44,199,0,129,45,905,368,7328,0,155,0,1067,67,466,173,138,0,488,703,0,0,0,34
217,A_08416,135781,116679,38276,37163,0,19626,10455,1488,0,100,0,0,16,168,0,90,24,423,164,5316,0,76,0,795,45,282,68,162,0,402,392,0,0,0,19
218,A_08417,137571,112628,38108,42072,0,6737,12093,874,0,107,0,0,17,183,0,141,118,660,711,5916,0,115,0,1418,105,402,128,103,0,269,297,0,0,0,12
219,A_08421,76247,63081,22869,22025,0,7131,5399,689,0,88,0,0,11,120,0,47,18,324,97,2201,0,63,0,531,38,210,54,115,0,208,182,0,0,0,9
220,A_08425,128656,108949,34363,46197,0,8058,8872,717,0,108,0,0,32,154,0,184,34,555,181,5010,0,109,0,954,32,407,150,181,0,658,451,0,0,0,23
221,A_08426,129590,108452,26692,49529,0,8983,6984,605,0,115,0,0,34,85,0,283,49,269,342,8811,0,124,0,894,17,407,389,309,0,986,368,0,0,0,37
222,A_08435,140062,115542,37333,45865,0,11421,10618,966,0,112,0,0,33,122,0,166,31,564,265,3224,0,119,0,1115,20,452,152,108,0,982,347,0,0,0,29
223,A_08436,186848,152952,43840,64574,0,15614,10723,1122,0,191,0,0,38,130,0,317,67,604,444,7207,0,129,0,1613,19,633,244,218,0,1979,729,0,0,0,31
224,A_08437,93004,76465,21370,34612,0,5012,6127,572,0,71,0,0,21,61,0,130,52,351,300,4212,0,114,0,725,26,249,129,66,0,386,181,0,0,0,20
225,A_09161,80462,59433,20953,0,28572,2967,2493,507,0,37,0,214,3,96,27,24,0,423,112,1502,0,49,0,197,5,127,44,48,0,422,59,0,0,0,0
226,A_09162,823395,640170,230415,0,247684,71529,46137,8146,0,772,0,2246,270,3322,411,337,0,5009,1883,10654,0,415,0,1649,77,2122,423,591,0,2904,345,0,0,0,0
227,A_09163,40266,29501,9412,0,13447,1877,1545,168,0,19,0,269,15,402,12,15,0,201,72,1310,0,16,0,63,3,91,36,43,0,236,29,0,0,0,0
228,A_09171,80273,62375,17686,0,34609,2401,2529,243,0,113,0,388,40,146,32,47,0,336,80,1937,0,39,0,340,2,199,50,104,0,476,29,0,0,0,0
229,A_09172,71607,55577,14497,0,31037,3049,2477,268,0,53,0,273,20,212,14,75,0,447,85,1583,0,33,0,184,2,160,54,34,0,459,65,0,0,0,0
230,A_09173,82925,65625,16516,0,36103,4164,3894,297,0,49,0,422,16,987,17,49,0,296,105,1040,0,46,0,288,8,185,49,59,0,532,23,0,0,0,0
231,A_09174,89371,72034,21149,0,37522,4224,3602,446,0,68,0,346,13,417,31,36,0,320,141,2072,0,38,0,255,4,229,55,62,0,494,49,0,0,0,0
232,A_09175,83243,68900,20718,0,33336,5016,4848,479,0,72,0,384,14,855,26,42,0,270,127,1252,0,56,0,221,1,206,45,77,0,469,39,0,0,0,0
233,A_09176,83763,69632,23266,0,36713,3038,2116,375,0,40,0,298,6,100,20,42,0,442,76,1396,0,42,0,214,1,137,51,79,0,594,44,0,0,0,0
234,A_09177,79292,62210,17662,0,32074,3205,2965,404,0,52,0,446,8,340,15,48,0,207,141,2787,0,39,0,210,0,214,41,40,0,854,32,0,0,0,0
235,A_09178,101250,80243,23148,0,40513,5729,4456,593,0,87,0,468,14,534,33,33,0,448,295,1708,0,65,0,267,10,341,98,54,0,773,60,0,0,0,0
236,A_09179,139843,114803,37347,0,52799,9175,7693,756,0,117,0,466,20,834,60,59,0,573,236,2461,0,63,0,312,6,419,55,98,0,659,82,0,0,0,0
237,A_09180,63575,50447,10275,0,30180,2460,3350,209,0,42,0,371,3,765,18,32,0,248,84,979,0,34,0,173,4,183,29,58,0,582,52,0,0,0,0
238,A_09181,74669,59487,16130,0,30753,4572,3409,329,0,49,0,698,8,382,37,43,0,355,96,1128,0,46,0,192,4,180,30,46,0,555,91,0,0,0,0
239,A_09182,66180,53024,13866,0,28677,2764,3481,256,0,40,0,377,0,686,15,34,0,252,90,1194,0,45,0,266,3,198,42,45,0,365,29,0,0,0,0
240,A_09183,79715,60072,16261,0,33442,2389,2545,285,0,66,0,514,52,554,19,73,0,386,83,1924,0,43,0,178,1,214,34,86,0,404,36,0,0,0,0
241,A_09184,205940,171862,54339,0,78053,13506,15520,1328,0,165,0,641,20,1132,81,62,0,1076,325,2502,0,118,0,435,7,489,115,130,0,1007,74,0,0,0,0
242,A_09185,65012,50570,15696,0,27638,1928,1775,227,0,39,0,263,7,81,23,14,0,280,110,1308,0,40,0,202,2,88,51,43,0,265,48,0,0,0,0
243,A_09186,79120,62053,19747,0,32290,2706,2663,421,0,37,0,257,8,143,20,32,0,289,141,1665,0,33,0,292,1,191,78,55,0,485,59,0,0,0,0
244,A_09187,166366,131533,33906,0,69318,7784,7324,631,0,98,0,1236,40,2259,51,100,0,666,279,4439,0,104,0,285,5,452,104,225,0,1272,116,0,0,0,0
245,A_09188,89768,75463,19864,0,36012,6888,8105,510,0,56,0,315,19,550,31,36,0,393,130,1048,0,59,0,267,2,248,45,66,0,509,39,0,0,0,0
246,A_09189,124019,96664,27115,0,51284,5838,4351,415,0,96,0,1064,61,526,57,103,0,467,148,2421,0,76,0,334,7,324,67,62,0,922,93,0,0,0,0
247,A_09190,90939,72972,22773,0,35663,4253,3593,398,0,66,0,635,20,1392,24,48,0,337,113,1706,0,58,0,299,2,230,68,60,0,632,61,0,0,0,0
248,A_09261,44539,33494,10653,0,16502,2274,1636,259,0,20,0,115,8,62,15,20,0,266,78,558,0,36,0,194,3,132,36,17,0,266,26,0,0,0,0
249,A_09262,38370,28576,9507,0,13428,1683,1811,136,0,15,0,63,3,89,12,22,0,207,37,760,0,13,0,173,1,90,29,23,0,312,19,0,0,0,0
250,A_09263,33369,23574,7307,0,12748,712,848,119,0,17,0,84,5,16,5,10,0,183,36,680,0,13,0,129,3,73,53,13,0,307,17,0,0,0,0
251,A_09271,85857,62383,19923,0,32962,2003,2186,204,0,32,0,365,7,59,14,32,0,378,67,2230,0,63,0,366,2,171,71,29,0,596,91,0,0,0,0
252,A_09272,62974,45496,16732,0,22297,1274,1460,117,0,15,0,802,2,35,13,20,0,159,43,1375,0,24,0,225,5,96,25,19,0,357,49,0,0,0,0
253,A_09273,78831,59931,19906,0,30993,2500,2291,291,0,38,0,198,6,54,26,33,0,448,43,1556,0,87,0,261,4,154,81,31,0,451,15,0,0,0,0
254,A_09274,102565,79783,23783,0,42786,3576,3503,365,0,63,0,484,9,111,34,48,0,493,121,1966,0,107,0,377,2,298,83,62,0,899,38,0,0,0,0
255,A_09275,140118,103621,36037,0,50944,3408,4204,319,0,71,0,434,6,342,31,106,0,604,124,3447,0,48,0,650,8,290,108,49,0,1410,64,0,0,0,0
256,A_09276,63404,46086,15960,0,23687,1323,1430,117,0,53,0,264,4,45,14,20,0,242,69,1436,0,30,0,279,1,119,24,33,0,435,57,0,0,0,0
257,A_09277,88513,64414,18158,0,36200,2287,2529,224,0,53,0,397,7,70,9,131,0,347,63,1861,0,27,0,332,2,192,79,33,0,749,33,0,0,0,0
258,A_09278,69882,54831,14883,0,31504,1282,2118,189,0,30,0,431,12,61,2,24,0,304,53,1764,0,34,0,257,6,162,109,56,0,882,37,0,0,0,0
259,A_09279,67001,50231,15236,0,27446,1646,1800,177,0,22,0,252,11,57,17,51,0,337,51,1559,0,26,0,203,3,115,73,22,0,595,22,0,0,0,0
260,A_09361,33174,24879,10005,0,11297,1088,937,124,0,20,0,61,4,24,5,13,0,149,46,421,0,18,0,132,2,56,20,18,0,186,56,0,0,0,0
261,A_09362,94762,71862,23891,0,33930,5950,2997,674,0,64,0,204,33,98,19,47,0,569,99,1215,0,71,0,236,8,178,52,92,0,592,73,0,0,0,0
262,A_09363,33891,26021,11251,0,11488,947,858,248,0,13,0,65,5,66,7,12,0,141,35,280,0,23,0,104,1,85,25,10,0,138,20,0,0,0,0
263,A_09371,80852,65304,27277,0,29617,2124,2169,373,0,48,0,181,9,57,26,37,0,395,37,1161,0,26,0,298,3,145,65,22,0,530,137,0,0,0,0
264,A_09372,99298,73523,24104,0,39685,2067,2175,241,0,57,0,605,10,52,20,52,0,440,88,1511,0,60,0,326,4,242,46,339,0,376,119,0,0,0,0
265,A_09373,90842,73658,21684,0,41492,2969,2597,342,0,48,0,258,17,64,26,73,0,507,72,1417,0,53,0,361,4,200,103,51,0,509,135,0,0,0,0
266,A_09374,75724,62796,26686,0,29245,1517,1923,285,0,38,0,196,7,58,16,39,0,339,48,886,0,33,0,306,2,110,43,28,0,354,52,0,0,0,0
267,A_09375,129739,103734,35761,0,51796,4259,3940,504,0,64,0,445,53,135,21,49,0,672,111,2803,0,91,0,458,7,302,74,94,0,1022,90,0,0,0,0
268,A_09376,110834,86920,37042,0,39635,2435,2295,406,0,83,0,245,7,82,22,46,0,493,74,1558,0,69,0,397,12,258,84,114,0,640,49,0,0,0,0
269,A_09377,62462,51330,20158,0,25468,1210,1659,213,0,42,0,136,1,40,17,38,0,233,38,918,0,29,0,263,1,110,47,24,0,224,19,0,0,0,0
270,A_09461,52425,40284,12667,0,18287,3708,2312,315,0,36,0,169,2,133,17,19,0,323,76,1063,0,42,0,297,10,137,28,18,0,305,62,0,0,0,0
271,A_09462,56651,43617,16504,0,17954,3009,2853,341,0,22,0,85,1,131,42,32,0,279,64,996,0,27,0,403,2,154,60,26,0,261,56,0,0,0,0
272,A_09463,33346,25928,10804,0,10573,1551,1316,238,0,29,0,31,1,51,10,3,0,169,24,293,0,28,0,234,5,49,57,17,0,154,39,0,0,0,0
273,A_09464,38602,28875,12201,0,11942,1132,1141,288,0,22,0,46,2,85,25,21,0,215,44,773,0,16,0,315,3,106,43,6,0,60,134,0,0,0,0
274,A_09471,105615,85835,26580,0,45103,3654,3351,442,0,102,0,470,12,181,44,66,0,516,100,2801,0,55,0,504,15,299,96,48,0,600,143,0,0,0,0
275,A_09472,83881,67939,26652,0,31219,2537,2755,334,0,32,0,217,11,126,34,35,0,380,56,1717,0,52,0,473,4,172,81,33,0,347,85,0,0,0,0
276,A_09473,70586,57997,27025,0,23411,2101,2130,352,0,53,0,75,3,54,22,18,0,381,38,875,0,64,0,462,12,155,131,19,0,221,62,0,0,0,0
277,A_09474,82780,68109,21958,0,34561,3493,3070,346,0,47,0,192,13,73,25,56,0,399,91,2111,0,64,0,353,2,241,68,37,0,298,174,0,0,0,0
278,A_09475,86471,70237,31569,0,28888,2141,2382,502,0,47,0,147,3,162,55,45,0,390,42,1698,0,53,0,684,6,257,54,25,0,190,383,0,0,0,0
279,A_09476,60673,50292,22377,0,22887,1133,1232,182,0,47,0,47,2,37,14,24,0,262,34,718,0,36,0,335,2,90,37,22,0,108,141,0,0,0,0
280,A_09477,62321,49935,22619,0,20654,1790,1716,294,0,49,0,74,4,55,26,25,0,220,29,1096,0,43,0,339,3,151,127,18,0,174,102,0,0,0,0
281,A_09478,54408,43927,16365,0,21983,1603,1407,172,0,55,0,116,3,54,20,23,0,213,35,841,0,19,0,213,4,101,80,25,0,156,72,0,0,0,0
282,A_09479,69015,55300,26163,0,21313,1800,1786,384,0,52,0,148,4,131,27,19,0,452,54,1333,0,34,0,501,2,200,129,26,0,142,106,0,0,0,0
283,A_09561,30001,22975,8975,0,10023,1508,904,172,0,19,0,35,0,27,6,10,0,180,26,362,0,9,0,118,1,52,26,5,0,289,76,0,0,0,0
284,A_09562,72373,59160,23314,0,22253,5993,4246,643,0,37,0,76,5,66,38,22,0,420,67,639,0,64,0,238,20,147,57,27,0,420,113,0,0,0,0
285,A_09563,77972,59516,26491,0,21756,3631,2662,541,0,37,0,76,13,83,31,22,0,466,95,1615,0,47,0,255,16,180,61,30,0,182,149,0,0,0,0
286,A_09564,339353,267235,114896,0,102526,18657,11803,3160,0,181,0,333,37,495,151,101,0,2889,418,5277,0,211,0,1244,69,877,390,169,0,892,562,0,0,0,0
287,A_09565,28028,22127,9331,0,9051,1235,1158,163,0,15,0,33,7,38,6,4,0,189,31,412,0,8,0,102,1,53,26,5,0,67,68,0,0,0,0
288,A_09571,133435,106450,38099,0,49789,5695,4702,661,0,117,0,209,8,130,50,69,0,720,107,2588,0,67,0,542,7,272,209,47,0,998,497,0,0,0,0
289,A_09572,93497,78175,30306,0,33485,5084,4666,535,0,54,0,134,7,109,29,44,0,452,90,1359,0,77,0,377,6,235,138,29,0,367,146,0,0,0,0
290,A_09573,84254,70689,30298,0,28114,3846,3725,487,0,39,0,78,6,85,37,31,0,528,105,1737,0,37,0,324,6,234,90,32,0,233,223,0,0,0,0
291,A_09574,124880,103778,44061,0,41798,6167,5363,653,0,59,0,147,12,155,45,42,0,832,116,1897,0,76,0,518,10,319,145,66,0,418,302,0,0,0,0
292,A_09575,73815,58507,20762,0,27368,2955,2912,314,0,52,0,108,2,75,31,36,0,511,62,1421,0,45,0,307,6,159,98,37,0,553,196,0,0,0,0
293,A_09576,91214,75876,28640,0,35549,3802,3294,419,0,64,0,160,7,102,31,32,0,543,109,1266,0,51,0,381,2,257,82,44,0,315,211,0,0,0,0
294,A_09577,71332,56397,22496,0,25279,2698,2235,292,0,53,0,99,7,65,12,34,0,537,38,958,0,39,0,267,7,144,57,38,0,435,192,0,0,0,0
295,A_09661,47871,36301,12850,0,16218,2501,1831,325,0,28,0,69,5,80,24,53,0,224,59,1152,0,34,0,103,15,109,57,33,0,154,26,0,0,0,0
296,A_09662,40259,31542,13012,0,12939,1424,1347,247,0,21,0,34,4,33,13,29,0,127,75,1412,0,17,0,156,8,79,37,10,0,156,44,0,0,0,0
297,A_09663,93661,74306,25781,0,30661,7503,4486,605,0,73,0,113,11,81,61,38,0,180,155,2610,0,81,0,378,5,237,29,39,0,569,105,0,0,0,0
298,A_09671,127733,105198,36866,0,49130,6075,5447,714,0,74,0,198,12,143,53,150,0,550,121,3092,0,100,0,302,11,354,107,75,0,432,52,0,0,0,0
299,A_09672,84856,69485,20294,0,36685,3335,3285,367,0,74,0,130,8,119,36,81,0,284,106,3079,0,41,0,257,4,182,61,37,0,327,89,0,0,0,0
300,A_09673,64975,52983,14715,0,29240,2578,2480,306,0,46,0,93,10,50,35,49,0,317,63,1713,0,60,0,256,2,129,61,36,0,199,61,0,0,0,0
301,A_09674,66874,54867,19472,0,26200,2345,2735,241,0,61,0,107,4,50,25,39,0,242,57,1649,0,29,0,275,3,138,82,32,0,501,83,0,0,0,0
302,A_09675,65888,53273,18272,0,25251,2649,2712,235,0,45,0,103,4,49,23,76,0,239,66,1883,0,51,0,316,1,174,100,37,0,439,124,0,0,0,0
303,A_09676,92461,76306,26715,0,36460,4094,3753,420,0,70,0,127,10,118,36,35,0,363,91,2080,0,36,0,256,5,196,179,52,0,425,76,0,0,0,0
304,A_09677,100199,82695,29566,0,39348,4546,3316,349,0,58,0,159,6,82,30,46,0,292,123,2396,0,51,0,411,14,216,88,56,0,624,179,0,0,0,0
305,A_09678,88240,73913,23268,0,37268,4010,3011,327,0,70,0,185,7,106,27,151,0,235,125,3193,0,64,0,416,9,229,66,41,0,392,92,0,0,0,0
306,A_09679,118757,101397,37027,0,45304,6769,4615,540,0,78,0,178,7,96,54,56,0,186,139,3544,0,120,0,510,16,301,50,45,0,884,145,0,0,0,0
307,A_09761,176614,134551,49446,0,57489,9764,6148,1247,0,106,0,354,11,416,67,93,0,1079,378,4091,0,91,0,834,15,461,118,103,0,898,130,0,0,0,0
308,A_09762,31192,23691,6869,0,12208,1221,1297,126,0,24,0,126,3,64,13,26,0,261,41,767,0,13,0,131,2,69,51,15,0,154,19,0,0,0,0
309,A_09763,45595,34390,11372,0,15708,1979,2052,225,0,21,0,102,3,61,14,50,0,242,61,1478,0,37,0,244,13,129,20,27,0,267,62,0,0,0,0
310,A_09764,29192,22401,7744,0,10043,1260,1236,120,0,18,0,71,1,61,9,21,0,150,35,741,0,39,0,141,1,63,61,6,0,301,114,0,0,0,0
311,A_09771,88626,70863,20129,0,37120,3793,3552,395,0,40,0,329,8,146,28,78,0,313,118,2996,0,55,0,331,1,226,48,44,0,529,98,0,0,0,0
312,A_09772,169490,135613,42883,0,66854,7414,7444,790,0,80,0,635,14,270,86,104,0,774,375,4074,0,125,0,830,9,489,114,98,0,1040,124,0,0,0,0
313,A_09773,68173,52669,15316,0,27315,2201,2611,232,0,32,0,180,2,170,25,44,0,255,63,2917,0,58,0,257,6,134,46,47,0,312,44,0,0,0,0
314,A_09774,85849,65688,18993,0,34524,2480,3024,330,0,63,0,230,16,319,29,80,0,341,95,3451,0,44,0,333,3,157,40,138,0,417,97,0,0,0,0
315,A_09775,112663,89931,31368,0,39767,5418,5523,574,0,87,0,243,53,483,45,90,0,539,118,3220,0,66,0,611,12,283,103,130,0,410,142,0,0,0,0
316,A_09776,54736,43348,13448,0,19975,3339,2936,317,0,67,0,168,12,79,32,80,0,205,76,1052,0,59,0,314,0,193,32,43,0,490,171,0,0,0,0
317,A_09777,95016,75061,19667,0,40650,4064,4152,304,0,70,0,945,12,307,37,94,0,484,89,2048,0,65,0,443,3,222,81,62,0,730,61,0,0,0,0
318,A_09778,97850,76449,18778,0,42841,3274,3943,355,0,74,0,418,41,268,41,120,0,575,90,2555,0,40,0,533,7,234,122,88,0,1303,157,0,0,0,0
319,A_09779,95252,76776,25072,0,39862,3507,3113,334,0,80,0,212,6,132,36,59,0,402,80,2074,0,61,0,281,8,159,60,36,0,540,85,0,0,0,0
320,A_09780,108384,86857,22260,0,46785,5447,5213,428,0,86,0,417,13,154,47,143,0,570,114,2547,0,78,0,533,11,367,42,74,0,806,129,0,0,0,0
