,teryt_code,eligible_voters,issued_ballots,spd,cdu,csu,gruene,fdp,pds,rep,graue,tierschutz,npd,oedp,pbc,frauen,bp,familie,cm,bueso,hp,violetten,aufbruch,zentrum,kpd,prg,schill
44,A_03361,101392,82508,39640,25831,0,7417,6230,924,221,139,308,285,26,124,0,0,0,0,36,0,0,0,0,0,0,736
45,A_03401,57417,44314,22971,13401,0,2806,2961,506,170,164,156,110,10,30,0,0,0,0,7,0,0,0,0,0,0,615
46,A_03402,38581,29650,18754,5711,0,1983,1981,362,49,33,78,69,13,113,0,0,0,0,6,0,0,0,0,0,0,209
47,A_03403,119075,95194,45699,23993,0,13601,7465,2011,109,158,329,207,30,108,0,0,0,0,17,0,0,0,0,0,0,707
48,A_03404,118616,94294,40673,31381,0,10889,7829,1096,126,148,243,158,78,117,0,0,0,0,11,0,0,0,0,0,0,357
49,A_03405,66299,51064,26373,15631,0,2808,3628,640,334,77,266,102,20,36,0,0,0,0,15,0,0,0,0,0,0,622
50,A_03451,86424,69233,33160,21859,0,4859,6880,575,97,92,210,134,23,50,0,0,0,0,12,0,0,0,0,0,0,715
51,A_03452,145765,117202,70975,29207,0,6098,6690,1029,340,139,443,253,23,201,0,0,0,0,14,0,0,0,0,0,0,639
52,A_03453,109365,86610,24991,50135,0,2715,6212,435,136,81,205,103,18,284,0,0,0,0,21,0,0,0,0,0,0,402
53,A_03454,225210,183977,59306,100201,0,6742,13068,959,312,177,527,318,37,180,0,0,0,0,29,0,0,0,0,0,0,591
54,A_03455,79019,63449,32946,17991,0,4029,5893,587,201,108,314,150,14,43,0,0,0,0,23,0,0,0,0,0,0,573
55,A_03456,94531,77485,34216,31834,0,3876,5430,492,112,66,218,144,47,207,0,0,0,0,12,0,0,0,0,0,0,316
56,A_03457,123644,97421,53504,28760,0,4968,6075,898,207,116,431,256,28,451,0,0,0,0,17,0,0,0,0,0,0,626
57,A_03458,93391,76257,35409,24553,0,6030,7465,788,166,174,269,156,32,81,0,0,0,0,18,0,0,0,0,0,0,602
58,A_03459,263903,217858,89877,91484,0,13423,16785,1458,377,246,742,451,86,336,0,0,0,0,23,0,0,0,0,0,0,791
59,A_03460,91024,74542,19933,44524,0,2701,5539,367,168,77,204,122,21,42,0,0,0,0,10,0,0,0,0,0,0,232
60,A_03461,71410,56035,31640,14577,0,3528,4338,496,91,113,184,114,17,25,0,0,0,0,8,0,0,0,0,0,0,398
61,A_03462,44193,34065,17241,11506,0,1599,2506,295,97,40,125,64,8,33,0,0,0,0,5,0,0,0,0,0,0,217
62,A_04011,397289,316290,149320,75983,0,50042,21307,7464,801,1583,0,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,4983
63,A_04012,87204,65719,34048,16791,0,6590,3999,979,139,371,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,1423
64,A_05111,408471,325103,126135,109582,0,38878,34955,5109,1131,1004,1181,545,74,287,291,0,555,62,133,103,98,0,103,0,0,2133
65,A_05112,357760,273535,150729,64746,0,21663,18036,4941,1730,768,1230,1079,69,210,239,0,676,120,39,34,63,0,89,0,0,2891
66,A_05113,449896,350287,170899,96878,0,35153,28324,5258,2009,876,1743,969,129,337,350,0,865,143,57,44,91,0,116,0,0,2313
67,A_05114,167333,128679,52673,44066,0,12240,13234,1621,326,443,552,231,36,92,110,0,326,59,16,6,36,0,32,0,0,929
68,A_05116,195672,145540,54674,58708,0,11134,14263,1649,419,313,583,298,50,111,143,0,353,29,18,20,48,0,63,0,0,1030
69,A_05117,131446,107842,54277,29673,0,9361,9903,1389,258,220,351,285,24,116,91,0,197,38,19,7,19,0,19,0,0,575
70,A_05119,162896,125812,71204,29755,0,9436,8485,1900,473,300,524,547,55,71,124,0,259,32,11,13,36,0,40,0,0,1164
71,A_05120,84345,65105,27539,22100,0,4888,7194,875,300,183,299,178,26,99,46,0,160,11,9,4,12,0,15,0,0,450
72,A_05122,115071,90601,36479,31029,0,7950,10357,1278,402,262,389,232,70,265,87,0,222,32,14,6,29,0,17,0,0,559
73,A_05124,258070,201138,84420,60654,0,22426,21277,3907,1271,715,894,620,70,508,195,0,461,64,36,24,64,0,61,0,0,1125
