,teryt_code,eligible_voters,issued_ballots,spd,cdu,csu,gruene,fdp,pds,rep,graue,tierschutz,npd,oedp,pbc,frauen,bp,familie,cm,bueso,hp,violetten,aufbruch,zentrum,kpd,prg,schill
234,A_09178,107844,90205,19107,0,55586,7976,4486,668,407,70,277,146,449,69,84,135,0,27,13,0,0,39,0,0,0,204
235,A_09179,145143,123599,30679,0,68126,14176,6593,853,724,133,432,124,372,102,102,162,0,47,18,0,0,138,0,0,0,230
236,A_09180,64638,53535,8254,0,38029,2997,2442,262,193,52,179,87,392,59,49,128,0,14,2,0,0,30,0,0,0,99
237,A_09181,78963,66322,14061,0,40301,6357,3291,400,183,52,212,117,262,111,65,299,0,40,14,0,0,54,0,0,0,141
238,A_09182,68787,57850,10989,0,38227,4103,2819,272,191,73,176,90,167,31,55,96,0,25,12,0,0,36,0,0,0,126
239,A_09183,82140,65726,11799,0,45807,3303,2368,351,454,41,223,127,242,55,70,152,0,61,19,0,0,49,0,0,0,143
240,A_09184,216615,186677,46596,0,100536,20876,13032,1354,611,214,651,288,574,83,171,216,0,63,39,0,0,136,0,0,0,384
241,A_09185,67390,54604,12133,0,36486,2403,1924,251,291,36,121,102,116,38,44,80,0,18,9,0,0,31,0,0,0,106
242,A_09186,83703,68819,15649,0,44019,4047,2851,381,350,59,193,122,309,85,68,66,0,35,11,0,0,29,0,0,0,133
243,A_09187,175450,145852,27219,0,95651,10902,6409,779,1320,193,510,153,845,120,115,381,0,97,84,0,0,83,0,0,0,206
244,A_09188,92843,80966,17258,0,45182,10263,6050,503,166,100,241,110,278,38,55,89,0,29,10,0,0,75,0,0,0,123
245,A_09189,127332,104748,20045,0,69255,7501,3826,522,719,93,344,127,439,148,83,388,0,118,73,0,0,57,0,0,0,153
246,A_09190,94878,79584,18088,0,49151,6103,3402,488,350,77,293,157,283,110,96,260,0,33,15,0,0,73,0,0,0,166
247,A_09261,45352,35255,8220,0,21418,2675,1570,295,134,44,149,75,157,21,47,33,0,18,6,0,0,21,0,0,0,130
248,A_09262,38784,29276,7178,0,17500,2032,1531,173,120,17,68,52,226,15,16,30,0,12,4,0,0,12,0,0,0,62
249,A_09263,33715,24745,5488,0,16580,919,794,106,161,18,67,167,164,13,19,27,0,7,0,0,0,9,0,0,0,72
250,A_09271,88723,68731,13325,0,48006,2523,2214,257,894,46,154,191,242,58,57,81,0,35,5,0,0,22,0,0,0,161
251,A_09272,63947,48910,9354,0,34889,1452,1419,157,442,26,106,69,246,65,42,187,0,20,6,0,0,22,0,0,0,80
252,A_09273,82658,66599,14888,0,43820,3618,2093,295,280,44,192,200,325,45,70,64,0,27,6,0,0,35,0,0,0,117
253,A_09274,108670,90368,16578,0,63068,4437,3260,419,436,73,311,242,478,44,110,128,0,40,9,0,0,43,0,0,0,208
254,A_09275,144161,112629,23372,0,77527,3904,3882,436,610,84,310,258,717,88,94,128,0,55,11,0,0,48,0,0,0,257
255,A_09276,63888,49176,10040,0,34920,1304,1215,142,326,29,134,116,258,19,42,90,0,21,4,0,0,23,0,0,0,82
256,A_09277,90299,71404,11848,0,52203,2631,2267,247,300,49,192,179,402,34,58,110,0,54,13,0,0,38,0,0,0,211
257,A_09278,72812,60720,9816,0,45193,1701,1668,200,408,38,126,230,577,25,57,104,0,17,6,0,0,13,0,0,0,109
258,A_09279,68976,54813,10505,0,38984,1760,1540,233,352,27,159,164,280,18,75,71,0,32,13,0,0,29,0,0,0,139
259,A_09361,33700,25647,7711,0,14463,1448,1024,146,102,34,72,66,93,38,20,28,0,14,1,0,0,6,0,0,0,74
260,A_09362,95646,74088,19562,0,40001,8771,2858,725,211,63,234,196,454,73,71,143,0,34,18,0,0,21,0,0,0,126
261,A_09363,33613,26109,8445,0,14631,1298,867,167,88,27,80,50,65,17,32,42,0,18,4,0,0,15,0,0,0,78
262,A_09371,82012,67708,20331,0,39669,2787,2432,354,327,26,189,136,263,108,73,84,0,29,3,0,0,32,0,0,0,160
263,A_09372,101149,80653,15071,0,58544,2454,1894,242,468,34,219,216,296,72,79,137,0,45,3,0,0,31,0,0,0,143
264,A_09373,94653,80116,16168,0,55003,3860,2528,362,308,56,237,194,270,75,103,105,0,56,12,0,0,29,0,0,0,149
265,A_09374,76971,65182,19722,0,39511,2058,1838,254,274,28,162,143,188,29,56,117,0,28,3,0,0,33,0,0,0,165
266,A_09375,135937,113247,27011,0,71561,6584,3868,577,573,74,373,279,689,82,78,207,0,40,38,0,0,26,0,0,0,179
267,A_09376,113005,91251,26247,0,56156,3238,2343,409,459,59,265,219,381,51,93,94,0,38,10,0,0,31,0,0,0,168
268,A_09377,62413,51861,14119,0,32811,1707,1559,172,261,45,144,120,109,26,43,106,0,31,6,0,0,22,0,0,0,111
269,A_09461,52718,40047,10450,0,21328,4460,1914,379,457,66,165,67,122,59,58,58,0,21,8,0,0,20,0,0,0,139
270,A_09462,57376,44093,13626,0,22432,3737,2519,394,368,39,146,74,80,87,55,16,0,20,4,0,0,27,0,0,0,95
271,A_09463,33001,25594,9524,0,11701,1892,1466,237,92,25,76,97,74,49,23,9,0,0,3,0,0,12,0,0,0,64
272,A_09464,37562,28333,9096,0,14972,1453,1263,233,349,63,128,49,41,129,44,24,0,3,5,0,0,18,0,0,0,120
273,A_09471,109226,91068,19582,0,60065,4395,3422,466,980,68,278,289,192,157,97,122,0,56,20,0,0,52,0,0,0,207
274,A_09472,85490,71444,20015,0,43344,3122,2697,294,527,45,197,148,107,95,91,51,0,17,7,0,0,35,0,0,0,133
275,A_09473,71292,59057,21625,0,29840,2818,2664,428,246,46,192,347,114,73,62,37,0,18,7,0,0,29,0,0,0,119
276,A_09474,85328,71659,17246,0,44222,4630,2869,367,783,58,232,154,124,229,84,50,0,27,9,0,0,59,0,0,0,107
277,A_09475,85591,70192,23737,0,37792,2956,2726,494,576,76,292,109,91,385,72,46,0,37,6,0,0,35,0,0,0,190
278,A_09476,60304,49769,16804,0,28214,1518,1512,286,226,31,124,149,33,124,55,19,0,14,4,0,0,25,0,0,0,107
279,A_09477,62595,51032,16977,0,27832,2357,1989,317,313,35,198,235,69,94,61,21,0,15,2,0,0,23,0,0,0,151
280,A_09478,55263,45398,11887,0,28562,1782,1514,261,208,31,117,314,58,85,49,39,0,18,2,0,0,30,0,0,0,83
281,A_09479,67206,53423,19713,0,27316,2263,1881,368,372,79,233,158,64,111,59,55,0,13,8,0,0,23,0,0,0,153
282,A_09561,30524,22952,7926,0,10998,1991,926,203,166,25,80,45,159,78,32,12,0,9,2,0,0,20,0,0,0,75
283,A_09562,72933,59616,21019,0,25151,7872,3370,648,191,64,175,131,274,113,57,33,0,21,13,0,0,36,0,0,0,116
284,A_09563,79344,60551,23406,0,26594,5069,2716,598,542,72,232,211,89,153,91,30,0,21,17,0,0,28,0,0,0,188
285,A_09564,337203,263591,98232,0,117428,24098,11761,3107,1819,296,953,984,509,592,303,129,0,86,29,0,0,126,0,0,0,908
286,A_09565,28497,22775,7800,0,11167,1919,1060,146,108,23,61,55,65,69,21,15,0,2,3,0,0,14,0,0,0,94
287,A_09571,137021,111071,30756,0,63731,7306,4607,538,966,93,297,332,465,520,134,74,0,51,12,0,0,51,0,0,0,240
288,A_09572,97163,82999,26105,0,42795,7252,4244,470,348,62,259,268,201,168,77,39,0,19,11,0,0,40,0,0,0,145
289,A_09573,86360,73506,25367,0,36070,5512,3769,466,616,67,259,183,137,214,72,37,0,44,5,0,0,42,0,0,0,194
290,A_09574,126871,107005,36742,0,52539,8607,5109,752,629,90,387,341,218,414,100,60,0,37,10,0,0,50,0,0,0,238
291,A_09575,75916,61566,17060,0,35578,3866,2690,383,355,59,154,226,276,138,54,38,0,36,2,0,0,27,0,0,0,114
292,A_09576,94020,79907,23329,0,45056,5224,3462,443,453,80,325,168,147,196,107,49,0,19,10,0,0,54,0,0,0,239
293,A_09577,72315,58296,17785,0,32728,3438,2162,317,362,40,156,133,270,150,54,56,0,23,11,0,0,32,0,0,0,80
294,A_09661,49319,37589,11429,0,18605,3386,2198,390,449,47,125,119,99,41,64,35,0,32,5,0,0,23,0,0,0,128
295,A_09662,39998,30246,10714,0,14395,1925,1478,296,501,49,79,95,94,45,34,18,0,51,1,0,0,24,0,0,0,68
296,A_09663,97154,76730,23319,0,34779,10654,4489,665,1174,78,256,60,336,141,112,34,0,32,4,0,0,29,0,0,0,121
297,A_09671,130464,109214,31513,0,59083,7471,6158,740,1283,122,433,230,245,65,155,94,0,105,19,0,0,51,0,0,0,331
298,A_09672,85661,70550,16142,0,44726,3631,3126,378,619,52,186,225,270,114,104,34,0,43,8,0,0,51,0,0,0,201
299,A_09673,65485,54070,11330,0,35364,2874,2398,321,345,54,130,193,145,57,85,17,0,54,8,0,0,45,0,0,0,141
300,A_09674,68287,56771,14609,0,34623,2727,2428,293,472,47,137,263,274,53,75,44,0,39,7,0,0,34,0,0,0,130
301,A_09675,67090,54873,15419,0,30722,3477,2839,284,594,43,179,219,238,134,75,36,0,55,6,0,0,30,0,0,0,88
302,A_09676,94829,78731,22862,0,44429,4557,3770,465,670,67,223,199,257,88,87,38,0,48,7,0,0,40,0,0,0,202
303,A_09677,101358,84614,24458,0,48241,5029,3605,366,818,68,336,101,352,160,98,48,0,39,13,0,0,52,0,0,0,154
304,A_09678,89870,76113,19064,0,45054,4694,3580,407,1093,104,258,238,279,102,118,57,0,101,9,0,0,61,0,0,0,230
305,A_09679,121731,104966,30769,0,55405,8901,5227,584,1593,89,408,128,431,190,129,56,0,32,11,0,0,51,0,0,0,184
306,A_09761,177976,137388,42646,0,70800,12475,5633,1209,845,179,539,282,459,156,174,133,0,89,18,0,0,60,0,0,0,425
307,A_09762,31757,24221,5511,0,14676,1604,1370,164,209,37,86,71,62,41,26,62,0,30,5,0,0,16,0,0,0,50
308,A_09763,46011,34917,9243,0,19605,2498,1971,250,451,55,165,40,102,41,48,44,0,54,10,0,0,32,0,0,0,58
309,A_09764,29525,22991,6011,0,13100,1702,1067,178,115,21,68,87,164,100,26,24,0,22,11,0,0,17,0,0,0,76
310,A_09771,92483,77735,16036,0,50507,5296,3140,359,820,52,230,94,285,57,60,108,0,47,13,0,0,50,0,0,0,126
311,A_09772,175961,145451,35396,0,88454,9887,6629,692,1044,132,509,226,383,155,183,185,0,95,31,0,0,86,0,0,0,346
312,A_09773,70327,56035,12454,0,36388,2513,2291,225,813,46,177,134,150,31,72,72,0,37,13,0,0,60,0,0,0,111
313,A_09774,88042,69576,15905,0,44719,3211,2904,349,795,81,193,149,155,135,83,69,0,68,39,0,0,41,0,0,0,218
314,A_09775,116618,93542,27613,0,50767,6513,4846,655,597,119,322,378,212,138,124,80,0,61,83,0,0,51,0,0,0,311
315,A_09776,55854,45211,11818,0,24640,4173,2628,325,306,68,182,75,296,99,67,65,0,62,8,0,0,26,0,0,0,88
316,A_09777,98488,81221,15326,0,53958,4997,3908,422,370,66,236,162,362,89,99,321,0,98,33,0,0,61,0,0,0,153
317,A_09778,101106,82796,14520,0,57114,4163,3520,410,442,82,237,206,532,248,88,124,0,126,79,0,0,71,0,0,0,189
318,A_09779,97496,80843,19983,0,51698,3885,2622,325,490,52,179,145,224,89,73,64,0,47,8,0,0,186,0,0,0,145
319,A_09780,111061,92309,18069,0,59945,6323,4577,459,714,95,382,114,386,88,105,154,0,123,13,0,0,88,0,0,0,189
320,A_10041,263391,204492,93344,64014,0,19077,13093,3571,875,1324,0,1626,0,0,0,0,1922,0,0,0,0,0,0,0,0,1890
321,A_10042,82950,67512,29440,24975,0,4409,4358,716,229,318,0,362,0,0,0,0,524,0,0,0,0,0,0,0,0,548
322,A_10043,115023,91799,45263,28808,0,5582,5322,1284,417,520,0,554,0,0,0,0,1217,0,0,0,0,0,0,0,0,893
323,A_10044,162218,130590,58059,46393,0,8775,8422,1579,501,566,0,968,0,0,0,0,1048,0,0,0,0,0,0,0,0,1242
324,A_10045,121211,98961,41887,34928,0,7447,6798,1224,534,454,0,644,0,0,0,0,1803,0,0,0,0,0,0,0,0,1016
325,A_10046,76425,63804,27528,25724,0,3312,3117,626,246,242,0,295,0,0,0,0,711,0,0,0,0,0,0,0,0,397
326,A_11000,2442795,1896316,685170,484017,0,274008,124004,212642,12768,15910,0,11260,2319,3033,7634,0,0,0,1926,1337,0,0,0,1624,0,34481
327,A_12051,63495,41935,20546,8900,0,1772,2265,6555,0,234,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,574
328,A_12052,84894,60509,31710,11214,0,2316,3043,10572,0,365,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,499
329,A_12053,55138,38953,17880,7930,0,1894,1797,7863,0,256,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,523
330,A_12054,105654,81640,37078,12421,0,6747,3815,18335,0,380,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,794
331,A_12060,140667,103220,44594,20571,0,4879,5560,21184,0,644,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,2912
332,A_12061,130429,100401,44209,22712,0,4593,6067,17392,0,632,0,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,1860
333,A_12062,105676,78800,35640,20938,0,1979,5109,11244,0,313,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,991
334,A_12063,120767,88951,39810,21258,0,4796,5462,12363,0,542,0,1603,0,0,0,0,0,0,0,0,0,0,0,0,0,1895
335,A_12064,154289,112741,49405,23624,0,4611,6196,22390,0,645,0,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,2737
336,A_12065,158832,118749,53542,26605,0,6598,7502,17742,0,706,0,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,2313
337,A_12066,115241,83083,37842,19997,0,2323,4558,13736,0,343,0,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,1485
338,A_12067,158062,116167,51813,25567,0,4574,6483,21118,0,895,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,1914
339,A_12068,90459,64138,31162,14003,0,2418,3667,9897,0,241,0,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,691
340,A_12069,170056,131824,58558,30059,0,8417,8904,20072,0,651,0,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,1824
341,A_12070,76663,55859,27409,12835,0,1617,3059,8546,0,157,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,661
342,A_12071,122401,90265,40919,22397,0,2301,5337,14141,0,777,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,1469
343,A_12072,130109,96739,45037,21251,0,4578,5718,15013,0,587,0,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,1680
344,A_12073,118193,83983,40717,17586,0,2352,4143,15065,0,343,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,1285
345,A_13001,42939,29859,10641,9452,0,1633,1869,4907,45,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,385
346,A_13002,57897,41882,17272,10332,0,1355,2414,8775,153,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,593
347,A_13003,161960,115637,55109,24444,0,5711,5259,20682,160,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,1575
348,A_13004,79643,57968,26575,13190,0,3075,2890,9993,72,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,938
349,A_13005,49014,33951,12498,11114,0,1213,1658,5505,127,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,653
350,A_13006,36924,26306,13531,6022,0,919,1200,3457,33,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,448
351,A_13051,95089,70331,29209,20264,0,2591,4211,10798,154,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,1149
352,A_13052,73883,50681,17537,18769,0,1074,2713,7620,283,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,797
353,A_13053,88861,61720,24700,18870,0,1918,3421,9622,261,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,887
354,A_13054,104799,75875,34908,20147,0,2426,3924,10336,174,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0,0,1292
355,A_13055,70228,50135,19377,15603,0,1397,2920,8122,218,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,801
356,A_13056,56216,40214,16931,11579,0,1316,2157,5888,172,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,610
357,A_13057,94682,65428,23132,23723,0,1689,3349,9780,187,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,1056
358,A_13058,95495,66589,29262,19217,0,2405,3403,9070,134,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,1351
359,A_13059,91874,62684,20465,23737,0,1416,3347,9985,190,0,0,920,0,0,0,0,0,0,0,0,0,0,0,0,0,943
360,A_13060,86058,61899,26273,17758,0,2046,3764,9046,157,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,1167
361,A_13061,59961,38890,12961,13958,0,1074,2063,6627,115,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,781
362,A_13062,66496,46531,15034,16567,0,922,2254,8610,241,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,623
363,A_14161,211051,157325,55119,41091,0,7856,10903,30574,3271,981,0,1150,0,1013,0,0,0,0,267,0,0,0,0,0,0,2939
364,A_14166,58824,43274,16078,12334,0,1940,3369,6839,863,170,0,303,0,237,0,0,0,0,60,0,0,0,0,0,0,506
365,A_14167,85156,60283,21780,17975,0,2344,3776,10530,387,225,0,691,0,532,0,0,0,0,233,0,0,0,0,0,0,789
366,A_14171,71783,53431,14934,22105,0,1387,3588,6642,526,196,0,1657,0,750,0,0,0,0,109,0,0,0,0,0,0,453
367,A_14173,115425,85020,29785,27846,0,2920,6039,12513,587,653,0,1389,0,787,0,0,0,0,132,0,0,0,0,0,0,959
368,A_14177,122493,91861,27312,33829,0,3071,7010,14031,1032,367,0,1880,0,514,0,0,0,0,355,0,0,0,0,0,0,978
369,A_14178,166411,121913,42063,42506,0,3746,9037,16925,1664,387,0,831,0,1593,0,0,0,0,158,0,0,0,0,0,0,1179
370,A_14181,76481,56870,15614,22122,0,1726,4052,7977,576,232,0,1315,0,875,0,0,0,0,171,0,0,0,0,0,0,912
371,A_14182,112054,83991,27158,28780,0,2730,6122,12583,1160,404,0,1216,0,593,0,0,0,0,175,0,0,0,0,0,0,1256
372,A_14188,76952,58005,18576,20747,0,1642,3927,8515,542,311,0,1495,0,608,0,0,0,0,82,0,0,0,0,0,0,545
373,A_14191,114254,84193,27208,31009,0,2098,5018,12388,977,299,0,1389,0,1426,0,0,0,0,147,0,0,0,0,0,0,712
374,A_14193,110237,81753,26506,28796,0,2661,5489,12605,672,279,0,1021,0,935,0,0,0,0,250,0,0,0,0,0,0,950
375,A_14262,388631,291281,91718,88572,0,25251,21233,48759,1947,2358,0,2470,0,826,0,0,0,0,950,0,0,0,0,0,0,3262
376,A_14263,48708,34546,11028,11278,0,1550,2544,5566,247,236,0,724,0,135,0,0,0,0,196,0,0,0,0,0,0,367
377,A_14264,38923,27695,11335,6332,0,721,1797,5953,290,196,0,378,0,60,0,0,0,0,40,0,0,0,0,0,0,203
378,A_14272,126590,94616,24060,37447,0,3089,7636,14112,2103,513,0,1603,0,636,0,0,0,0,247,0,0,0,0,0,0,1071
379,A_14280,124359,92532,25964,33910,0,4896,7770,13803,591,673,0,1501,0,249,0,0,0,0,321,0,0,0,0,0,0,1084
380,A_14284,83421,60908,18500,21116,0,1762,4054,10320,724,353,0,1575,0,330,0,0,0,0,184,0,0,0,0,0,0,669
381,A_14285,97895,70282,21933,24565,0,2083,4924,11631,595,488,0,1411,0,154,0,0,0,0,162,0,0,0,0,0,0,895
382,A_14286,123894,89352,23509,34710,0,2940,6577,13985,919,746,0,1458,0,534,0,0,0,0,492,0,0,0,0,0,0,1469
383,A_14287,119190,86463,23497,34893,0,3227,6128,12472,458,439,0,2406,0,233,0,0,0,0,428,0,0,0,0,0,0,799
384,A_14290,101271,75427,20171,31265,0,2810,5507,10284,1180,389,0,1087,0,250,0,0,0,0,324,0,0,0,0,0,0,818
385,A_14292,125207,93611,27298,33043,0,3129,7230,14907,1081,731,0,1197,0,480,0,0,0,0,224,0,0,0,0,0,0,1252
386,A_14365,390484,288366,114641,68214,0,22306,19250,50451,1312,1697,0,2253,0,750,0,0,0,0,527,0,0,0,0,0,0,3706
387,A_14374,102477,73623,26772,23496,0,2482,5346,11949,418,326,0,837,0,125,0,0,0,0,98,0,0,0,0,0,0,829
388,A_14375,62709,44019,14169,15911,0,1205,3144,6914,361,168,0,637,0,93,0,0,0,0,82,0,0,0,0,0,0,387
389,A_14379,124870,92765,35311,28255,0,3317,6545,14549,638,400,0,853,0,310,0,0,0,0,154,0,0,0,0,0,0,1049
390,A_14383,110294,80422,28890,26387,0,2966,5769,11518,444,312,0,1296,0,387,0,0,0,0,137,0,0,0,0,0,0,941
391,A_14389,81951,58470,20756,19633,0,1675,3975,9034,625,222,0,791,0,94,0,0,0,0,96,0,0,0,0,0,0,586
392,A_15101,67350,47214,21088,12327,0,2019,3309,6991,0,160,451,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,A_15151,62901,43419,17950,12969,0,1502,3405,6038,0,181,427,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,A_15153,57348,38638,15807,11706,0,1074,3121,5378,0,121,381,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,A_15154,87091,59395,24693,17987,0,1582,4354,8089,0,252,779,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,A_15159,56376,38150,16073,11293,0,927,2847,5472,0,112,417,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,A_15171,105815,74824,30641,23407,0,2136,5297,10408,0,286,840,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,A_15202,196174,137668,57252,33343,0,8103,10875,23411,0,956,1223,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,A_15256,116595,80557,32020,25386,0,2147,5967,11435,0,311,780,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,A_15260,88594,60075,24853,18589,0,1175,4004,9186,0,164,529,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,A_15261,109769,74623,30938,22126,0,1811,5929,11027,0,253,710,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,A_15265,66877,48771,17681,15727,0,1544,4879,6986,0,195,489,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,A_15266,55350,39346,16200,11977,0,925,3105,5502,0,121,347,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,A_15268,64248,43136,17037,13329,0,963,3188,6822,0,159,443,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,A_15303,189697,130746,59905,30719,0,6634,9249,19910,0,597,1280,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,A_15352,83280,54389,23848,15782,0,1324,3360,7888,0,168,535,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,A_15355,64375,43491,19140,12867,0,1141,3262,5479,0,115,459,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,A_15357,64854,44189,18669,13402,0,1524,3292,5723,0,144,417,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,A_15358,81442,55434,23999,16167,0,1710,4245,7324,0,212,500,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,A_15362,95330,65228,28510,19701,0,1777,5268,7807,0,228,604,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,A_15363,109914,75312,34332,20582,0,2287,5100,10168,0,387,658,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,A_15364,63910,43795,19670,12072,0,1516,3505,5462,0,125,386,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,A_15367,62407,40142,17472,12547,0,1085,2502,4804,0,112,336,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,A_15369,78705,56604,25578,15893,0,1919,4060,7031,0,230,517,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,A_15370,80539,55947,24660,15588,0,1749,4144,7788,0,283,442,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,A_16051,161977,121524,49261,29273,0,8209,6494,22866,700,670,0,648,213,0,0,0,0,0,0,0,0,0,0,0,0,1849
417,A_16052,90008,66519,25729,15749,0,2523,3608,15083,228,565,0,1308,116,0,0,0,0,0,0,0,0,0,0,0,0,732
418,A_16053,80414,62286,25241,13443,0,6020,4133,10892,440,254,0,433,129,0,0,0,0,0,0,0,0,0,0,0,0,726
419,A_16054,37995,27785,10852,6532,0,1083,1566,6698,134,91,0,229,51,0,0,0,0,0,0,0,0,0,0,0,0,217
420,A_16055,50819,38460,14820,9511,0,3906,2193,6191,576,176,0,206,82,0,0,0,0,0,0,0,0,0,0,0,0,331
421,A_16056,36279,26529,11710,6241,0,1445,1392,4402,152,158,0,138,82,0,0,0,0,0,0,0,0,0,0,0,0,499
422,A_16061,88975,69460,20979,32785,0,2169,4259,6052,362,174,0,449,576,0,0,0,0,0,0,0,0,0,0,0,0,722
423,A_16062,79275,58377,25449,15145,0,2088,3041,10173,343,146,0,424,150,0,0,0,0,0,0,0,0,0,0,0,0,607
424,A_16063,117505,88301,36474,27061,0,2976,4711,12790,696,224,0,730,131,0,0,0,0,0,0,0,0,0,0,0,0,1242
425,A_16064,95314,70600,27730,21943,0,2471,4239,10761,522,229,0,510,104,0,0,0,0,0,0,0,0,0,0,0,0,902
426,A_16065,76122,54849,22957,15006,0,1596,2789,9713,368,181,0,543,82,0,0,0,0,0,0,0,0,0,0,0,0,670
427,A_16066,117541,86472,33444,26236,0,3220,4692,14978,586,237,0,595,137,0,0,0,0,0,0,0,0,0,0,0,0,1027
428,A_16067,121105,90417,36643,26384,0,3420,5278,13977,713,468,0,696,244,0,0,0,0,0,0,0,0,0,0,0,0,1353
429,A_16068,65670,48349,18552,14496,0,1645,3026,7910,444,167,0,437,73,0,0,0,0,0,0,0,0,0,0,0,0,720
430,A_16069,60147,45065,17994,13628,0,1224,2391,7890,479,93,0,367,73,0,0,0,0,0,0,0,0,0,0,0,0,329
431,A_16070,98996,75589,29588,22567,0,2901,4215,12532,511,325,0,607,144,0,0,0,0,0,0,0,0,0,0,0,0,1099
432,A_16071,73324,55702,21076,16899,0,2273,3771,8480,724,265,0,492,85,0,0,0,0,0,0,0,0,0,0,0,0,741
433,A_16072,56229,41270,16067,12520,0,1120,1830,8000,369,85,0,436,52,0,0,0,0,0,0,0,0,0,0,0,0,246
434,A_16073,107626,80338,31913,23094,0,2722,4528,13587,820,317,0,1052,136,0,0,0,0,0,0,0,0,0,0,0,0,960
435,A_16074,76093,58520,22952,16764,0,2072,3868,9717,475,252,0,657,98,0,0,0,0,0,0,0,0,0,0,0,0,847
436,A_16075,79540,60149,23806,17733,0,1976,3470,10099,527,217,0,761,115,0,0,0,0,0,0,0,0,0,0,0,0,652
437,A_16076,101063,76833,29279,23355,0,2613,5201,12149,591,371,0,1004,155,0,0,0,0,0,0,0,0,0,0,0,0,997
438,A_16077,93361,66947,26210,19797,0,2127,4187,10849,588,324,0,850,106,0,0,0,0,0,0,0,0,0,0,0,0,830
