,teryt_code,eligible_voters,issued_ballots,spd,cdu,gruene,fdp,afd,csu,linke,freiewahler,tierschutz,basis,partei,todenhoefer,piraten,volt,oedp,ssw,verjuengungsforschung,pdh,bundnisc,bp,mlpd,menschliche,pdf,sgp,bueso,bundnisd,bsw,mera25,werteunion
96,A_05570,207690,175926,32533,64092,19715,7133,27955,0,10946,1357,1793,360,823,251,0,990,0,0,0,0,0,0,28,0,307,0,0,198,6315,44,88
97,A_05711,231967,189673,38096,43806,31128,7832,27204,0,25180,490,1838,395,1331,587,0,1261,0,0,0,0,0,0,58,0,324,0,0,199,8677,97,113
98,A_05754,261602,217221,39058,71826,25002,9603,39706,0,13879,1278,2188,488,1090,371,0,1334,0,0,0,0,0,0,32,0,356,0,0,274,9072,59,167
99,A_05758,186344,152660,32748,41774,14697,6283,32567,0,10841,936,1768,365,963,226,0,641,0,0,0,0,0,0,32,0,242,0,0,208,7207,21,147
100,A_05762,109042,91683,14669,35959,7382,3930,17552,0,4981,598,1041,212,430,120,0,306,0,0,0,0,0,0,12,0,152,0,0,121,3406,16,89
101,A_05766,261716,215629,44487,58549,22053,9069,47355,0,14238,1782,2679,715,1230,372,0,969,0,0,0,0,0,0,38,0,379,0,0,299,9460,60,281
102,A_05770,235863,192513,41979,52948,18190,7950,41150,0,12773,1500,2104,539,1148,279,0,764,0,0,0,0,0,0,31,0,359,0,0,266,8763,44,300
103,A_05774,231585,192337,26308,71373,21998,8049,36233,0,13550,667,1867,510,1171,284,0,979,0,0,0,0,0,0,27,0,280,0,0,226,7567,41,135
104,A_05911,264445,214915,52336,49751,29571,7543,32519,0,24641,665,3078,344,1428,433,0,1490,0,0,0,0,0,0,200,0,372,0,0,453,8651,84,89
105,A_05913,399163,319746,75372,72371,42471,11319,53449,0,35076,967,5067,622,2623,714,0,1987,0,0,0,0,0,0,202,0,484,0,0,359,14421,170,151
106,A_05914,123822,95113,19863,26187,7762,3379,20452,0,8008,437,1488,188,496,517,0,332,0,0,0,0,0,0,71,0,133,0,0,116,4913,47,66
107,A_05915,121939,96392,22093,27012,7547,3273,20266,0,7556,330,1316,158,474,258,0,507,0,0,0,0,0,0,27,0,138,0,0,100,4601,53,42
108,A_05916,106117,80757,20937,18346,6369,2291,17417,0,7588,296,1407,136,442,198,0,390,0,0,0,0,0,0,80,0,142,0,0,169,3833,48,58
109,A_05954,243096,202012,46642,56096,23544,8318,35455,0,14556,1014,2960,427,1259,354,0,1127,0,0,0,0,0,0,140,0,350,0,0,314,8173,47,105
110,A_05958,196716,165006,26875,71614,12025,6237,27453,0,8773,1144,1958,336,908,225,0,785,0,0,0,0,0,0,27,0,213,0,0,183,5314,28,86
111,A_05962,290106,231683,42010,75661,17369,9309,51263,0,15165,1108,3396,690,1061,495,0,856,0,0,0,0,0,0,59,0,354,0,0,533,10589,82,181
112,A_05966,99978,84653,12466,39241,5781,3134,14499,0,4023,543,848,138,348,84,0,281,0,0,0,0,0,0,11,0,125,0,0,72,2606,19,55
113,A_05970,202346,168074,33315,52767,14338,6630,33907,0,12099,1297,1910,417,1004,244,0,925,0,0,0,0,0,0,27,0,223,0,0,209,7526,43,331
114,A_05974,229384,190466,34834,66361,19038,7681,35823,0,11577,1007,2269,523,1013,270,0,908,0,0,0,0,0,0,35,0,351,0,0,232,7406,45,97
115,A_05978,296285,242999,58394,67092,23506,8262,47232,0,17258,1126,3941,455,1393,496,0,1312,0,0,0,0,0,0,72,0,390,0,0,442,9951,88,113
116,A_06411,106230,89929,15703,17094,22179,4036,9209,0,13699,418,705,0,492,0,0,1781,0,0,0,154,0,0,39,0,0,0,0,91,3852,0,0
117,A_06412,433242,351711,59940,84829,68152,23072,34886,0,50237,1819,2778,0,1778,0,0,4238,0,0,0,326,0,0,168,0,0,0,0,471,16758,0,0
118,A_06413,66899,50334,8870,10845,6806,2227,7362,0,8630,441,659,0,279,0,0,437,0,0,0,37,0,0,30,0,0,0,0,61,3209,0,0
119,A_06414,186038,148215,25711,39190,23494,8234,20737,0,16939,1244,1504,0,694,0,0,1775,0,0,0,173,0,0,61,0,0,0,0,203,7250,0,0
120,A_06431,195419,164877,28439,51096,18346,8475,32971,0,9971,2060,2480,0,837,0,0,1502,0,0,0,138,0,0,47,0,0,0,0,273,7012,0,0
121,A_06432,210654,179048,33936,50687,24510,8839,29997,0,13763,1837,2512,0,1047,0,0,2043,0,0,0,149,0,0,73,0,0,0,0,283,8035,0,0
122,A_06433,172314,140680,27976,37900,15831,6267,23608,0,13876,1815,1938,0,812,0,0,1076,0,0,0,146,0,0,85,0,0,0,0,209,7888,0,0
123,A_06434,162231,139570,21348,49170,20410,11012,18737,0,8371,1419,1440,0,544,0,0,1260,0,0,0,117,0,0,26,0,0,0,0,188,4739,0,0
124,A_06435,294581,244056,42270,72269,24508,11622,51494,0,17833,3383,3535,0,1249,0,0,1900,0,0,0,193,0,0,75,0,0,0,0,469,11246,0,0
125,A_06436,163291,140147,22243,47993,20197,9484,19042,0,9570,1498,1466,0,621,0,0,1334,0,0,0,115,0,0,44,0,0,0,0,384,5257,0,0
126,A_06437,68967,57061,11287,16387,5003,2585,12294,0,3802,855,882,0,249,0,0,413,0,0,0,38,0,0,20,0,0,0,0,111,2601,0,0
127,A_06438,235764,195819,32786,61019,24399,10877,31050,0,16279,2412,2690,0,955,0,0,1718,0,0,0,162,0,0,57,0,0,0,0,286,9641,0,0
128,A_06439,136563,116526,20182,37905,15632,6920,19061,0,7339,1253,1496,0,624,0,0,992,0,0,0,97,0,0,31,0,0,0,0,193,4060,0,0
129,A_06440,224722,189378,32504,57066,22953,9792,36115,0,12874,3314,2612,0,1051,0,0,1681,0,0,0,153,0,0,34,0,0,0,0,316,7379,0,0
130,A_06531,197731,164901,31073,42602,21612,6931,29581,0,16728,2625,2042,0,1025,0,0,1543,0,0,0,198,0,0,49,0,0,0,0,269,7422,0,0
131,A_06532,185831,150621,27722,45276,12538,6040,35043,0,9751,2180,2031,0,911,0,0,1050,0,0,0,84,0,0,33,0,0,0,0,241,6463,0,0
132,A_06533,126829,105129,18156,34460,9605,4914,21856,0,6427,1493,1389,0,454,0,0,951,0,0,0,70,0,0,18,0,0,0,0,182,4353,0,0
133,A_06534,179872,152353,31104,39799,19599,5910,27521,0,16006,1877,1689,0,651,0,0,946,0,0,0,116,0,0,32,0,0,0,0,213,5923,0,0
134,A_06535,82329,68513,12477,20681,5197,2931,16254,0,4014,1759,837,0,386,0,0,351,0,0,0,54,0,0,14,0,0,0,0,142,2752,0,0
135,A_06611,134111,106991,21959,20696,18407,3678,15086,0,16558,727,1330,0,571,0,0,903,0,0,0,80,0,0,92,0,0,0,0,146,5904,0,0
136,A_06631,167615,142323,16512,55145,10772,7073,33274,0,7308,3001,1298,0,621,0,0,1083,0,0,0,87,0,0,17,0,0,0,0,277,4852,0,0
137,A_06632,89848,74154,16093,21235,4649,2828,18131,0,4027,1432,853,0,310,0,0,576,0,0,0,38,0,0,15,0,0,0,0,122,3098,0,0
138,A_06633,184376,155732,38790,41560,14356,5646,29813,0,10321,2167,2376,0,680,0,0,792,0,0,0,110,0,0,60,0,0,0,0,228,7270,0,0
139,A_06634,138843,117316,26893,30710,9244,4699,27320,0,6621,2490,1816,0,555,0,0,475,0,0,0,65,0,0,22,0,0,0,0,147,4992,0,0
140,A_06635,119697,98797,19182,30479,7812,4307,22610,0,5571,1701,1267,0,432,0,0,339,0,0,0,74,0,0,16,0,0,0,0,149,4053,0,0
141,A_06636,77922,64453,14354,17749,5299,2424,13726,0,4543,1347,891,0,283,0,0,383,0,0,0,40,0,0,12,0,0,0,0,86,2644,0,0
142,A_07111,80612,65444,12433,18602,9510,3288,9315,0,6502,934,623,0,380,0,0,592,92,0,0,0,0,0,20,0,0,0,0,79,2702,0,0
143,A_07131,98868,82828,14314,30459,9324,4164,12664,0,4782,1496,878,0,351,0,0,620,205,0,0,0,0,0,16,0,0,0,0,157,2939,0,0
144,A_07132,98440,81299,14995,26534,5668,3570,18167,0,4802,1229,1029,0,361,0,0,438,93,0,0,0,0,0,25,0,0,0,0,103,3809,0,0
145,A_07133,118201,97037,19702,29717,8769,4450,19690,0,5967,1571,1178,0,384,0,0,750,144,0,0,0,0,0,22,0,0,0,0,116,3975,0,0
146,A_07134,61322,49405,9790,14359,2801,1975,12762,0,2617,1141,638,0,237,0,0,249,58,0,0,0,0,0,11,0,0,0,0,65,2316,0,0
147,A_07135,47749,40035,6648,15656,2736,1940,7338,0,1975,924,490,0,162,0,0,181,124,0,0,0,0,0,2,0,0,0,0,75,1431,0,0
148,A_07137,163424,136173,25024,45527,12174,6227,26764,0,7745,3090,1516,0,606,0,0,812,202,0,0,0,0,0,32,0,0,0,0,203,5393,0,0
149,A_07138,137657,113025,20684,35762,10006,4918,23832,0,6893,2005,1345,0,538,0,0,740,146,0,0,0,0,0,27,0,0,0,0,177,5208,0,0
150,A_07140,79794,67648,12106,21515,5551,3621,14452,0,3517,1620,785,0,330,0,0,513,196,0,0,0,0,0,14,0,0,0,0,131,2834,0,0
151,A_07141,93287,77598,16132,22587,6920,3339,15617,0,4842,1929,1146,0,364,0,0,540,106,0,0,0,0,0,37,0,0,0,0,143,3330,0,0
152,A_07143,154115,128037,22156,43111,10475,5921,26511,0,7445,2457,1756,0,611,0,0,807,145,0,0,0,0,0,19,0,0,0,0,216,5337,0,0
153,A_07211,76639,61530,11904,15488,10147,2746,8496,0,6990,709,654,0,362,0,0,695,134,0,0,0,0,0,26,0,0,0,0,66,2787,0,0
154,A_07231,84219,70337,12573,24803,5649,3620,12583,0,3723,2201,909,0,342,0,0,376,160,0,0,0,0,0,10,0,0,0,0,100,2810,0,0
155,A_07232,71182,59306,9870,21211,4208,2562,10002,0,2791,4902,554,0,231,0,0,412,114,0,0,0,0,0,7,0,0,0,0,80,1982,0,0
156,A_07233,47303,39455,6582,15022,2844,1819,7282,0,2028,1052,451,0,200,0,0,242,82,0,0,0,0,0,4,0,0,0,0,59,1520,0,0
157,A_07235,110930,95191,19188,32342,8873,4510,15583,0,4993,2483,1060,0,459,0,0,739,177,0,0,0,0,0,11,0,0,0,0,133,4054,0,0
158,A_07311,31519,24822,4405,6860,1909,1078,6381,0,1487,653,280,0,116,0,0,137,20,0,0,0,0,0,5,0,0,0,0,41,1239,0,0
159,A_07312,67052,52005,9797,11615,5806,2072,12834,0,4382,1115,681,0,236,0,0,364,67,0,0,0,0,0,19,0,0,0,0,98,2611,0,0
160,A_07313,35958,29639,5409,7447,5371,1189,4340,0,3236,327,325,0,182,0,0,346,55,0,0,0,0,0,9,0,0,0,0,23,1202,0,0
161,A_07314,97715,72848,14514,17425,6310,2765,17564,0,6296,1019,1053,0,361,0,0,509,85,0,0,0,0,0,24,0,0,0,0,226,4087,0,0
162,A_07315,150429,128787,23159,30330,30926,6539,10769,0,17858,810,820,0,544,0,0,1706,432,0,0,0,0,0,33,0,0,0,0,89,4211,0,0
163,A_07316,39919,33332,5928,9519,4510,1578,6591,0,1950,749,366,0,130,0,0,366,36,0,0,0,0,0,3,0,0,0,0,54,1330,0,0
164,A_07317,29595,21841,3494,5760,1062,905,6891,0,1166,294,572,0,106,0,0,95,11,0,0,0,0,0,5,0,0,0,0,48,1193,0,0
165,A_07318,35520,28487,5122,7484,3859,1272,5980,0,2039,343,365,0,122,0,0,267,45,0,0,0,0,0,5,0,0,0,0,74,1299,0,0
166,A_07319,56510,44119,8146,11707,3987,1853,10976,0,3267,488,608,0,211,0,0,311,52,0,0,0,0,0,13,0,0,0,0,75,1978,0,0
167,A_07320,25455,20242,3996,4838,1400,874,5586,0,1294,334,378,0,106,0,0,76,20,0,0,0,0,0,3,0,0,0,0,38,1146,0,0
168,A_07331,98146,84186,16081,23877,8091,3870,19471,0,4812,1571,1101,0,366,0,0,760,119,0,0,0,0,0,20,0,0,0,0,118,3307,0,0
169,A_07332,103413,88825,16670,27526,9448,4498,17912,0,4503,1784,1110,0,327,0,0,776,106,0,0,0,0,0,16,0,0,0,0,149,3418,0,0
170,A_07333,57681,47263,9614,12161,3647,1986,12038,0,2580,1242,754,0,208,0,0,282,74,0,0,0,0,0,10,0,0,0,0,81,2119,0,0
171,A_07334,93414,77939,12350,24136,6752,3312,19315,0,4149,1479,1026,0,354,0,0,590,113,0,0,0,0,0,21,0,0,0,0,98,3723,0,0
172,A_07335,78699,66603,12467,18821,4448,2428,17978,0,3032,1898,966,0,253,0,0,312,76,0,0,0,0,0,16,0,0,0,0,115,3265,0,0
173,A_07336,54713,45303,10161,11186,2584,1578,12035,0,2198,1325,753,0,204,0,0,174,52,0,0,0,0,0,17,0,0,0,0,86,2424,0,0
174,A_07337,86623,72324,12946,23496,7677,3183,14211,0,3570,1557,1134,0,303,0,0,628,108,0,0,0,0,0,11,0,0,0,0,110,2766,0,0
175,A_07338,114112,96910,17545,30577,9700,4705,20319,0,4841,1823,1283,0,447,0,0,629,109,0,0,0,0,0,20,0,0,0,0,206,3867,0,0
176,A_07339,157975,135710,25850,41654,19913,6894,20571,0,8882,2065,1525,0,642,0,0,1516,298,0,0,0,0,0,21,0,0,0,0,148,4494,0,0
177,A_07340,76292,65015,10950,21509,3814,2798,15875,0,2713,1394,1430,0,318,0,0,296,83,0,0,0,0,0,17,0,0,0,0,104,2997,0,0
178,A_08111,363827,301680,46698,79527,65093,19846,34400,0,32625,1853,1815,658,1379,0,0,3481,478,0,0,0,271,0,239,0,0,0,0,228,12051,0,0
179,A_08115,258659,218483,31193,72644,30280,15251,38115,0,12815,3188,1474,494,817,0,0,1408,347,0,0,0,457,0,113,0,0,0,0,235,8678,0,0
180,A_08116,358778,303882,44709,100184,43063,18889,51727,0,19472,4388,2529,1165,1315,0,0,2223,526,0,0,0,473,0,137,0,0,0,0,300,11474,0,0
181,A_08117,174712,143877,20544,47872,13447,7925,33280,0,7796,2137,1229,729,604,0,0,676,256,0,0,0,169,0,68,0,0,0,0,153,6160,0,0
182,A_08118,358450,304575,45539,98616,42462,18617,54324,0,19276,3971,2268,1231,1222,0,0,2322,644,0,0,0,403,0,101,0,0,0,0,287,12003,0,0
183,A_08119,292377,245196,35291,79509,30212,16007,48924,0,14073,3069,2225,1166,1013,0,0,1517,482,0,0,0,539,0,101,0,0,0,0,312,9663,0,0
184,A_08121,74039,56924,8679,15054,6230,3651,13322,0,4687,475,554,241,314,0,0,414,96,0,0,0,66,0,44,0,0,0,0,49,2668,0,0
185,A_08125,241651,204107,28078,63486,19216,13165,50728,0,10421,3124,2065,1169,894,0,0,1263,440,0,0,0,430,0,63,0,0,0,0,277,8161,0,0
186,A_08126,81919,68532,8688,22425,6011,3942,17695,0,3341,1147,596,285,302,0,0,472,142,0,0,0,156,0,24,0,0,0,0,105,2836,0,0
187,A_08127,142527,117576,15757,36392,12072,6640,28729,0,6504,1715,929,831,594,0,0,633,318,0,0,0,373,0,46,0,0,0,0,161,5156,0,0
188,A_08128,99516,83665,10860,31272,7507,4029,17968,0,4216,1643,706,414,353,0,0,387,261,0,0,0,87,0,19,0,0,0,0,85,3379,0,0
189,A_08135,91165,74199,11189,22493,6756,3546,18492,0,4362,1130,641,270,314,0,0,314,184,0,0,0,115,0,34,0,0,0,0,192,3749,0,0
190,A_08136,229227,192501,25963,69071,18886,9524,42077,0,10416,2814,1433,603,893,0,0,1045,284,0,0,0,285,0,73,0,0,0,0,240,7863,0,0
191,A_08211,37221,29815,4242,10223,4025,1927,5479,0,1637,315,256,99,106,0,0,190,29,0,0,0,26,0,4,0,0,0,0,14,1092,0,0
192,A_08212,202812,168556,26164,37645,40424,8658,22678,0,18800,993,1393,352,1020,0,0,2745,223,0,0,0,269,0,95,0,0,0,0,139,6247,0,0
193,A_08215,320247,270671,38663,89072,33512,14433,55368,0,14961,3875,2928,760,1339,0,0,2269,382,0,0,0,536,0,73,0,0,0,0,304,10774,0,0
194,A_08216,163743,134158,19311,44125,13648,6105,31292,0,7100,2295,1358,614,555,0,0,831,176,0,0,0,117,0,31,0,0,0,0,125,5589,0,0
195,A_08221,100749,86125,13795,18112,24144,4817,7651,0,11627,283,465,123,406,0,0,1291,91,0,0,0,79,0,31,0,0,0,0,77,2840,0,0
196,A_08222,195336,153146,27687,35227,24376,7839,26735,0,17211,1128,1762,310,820,0,0,1491,168,0,0,0,169,0,82,0,0,0,0,122,7150,0,0
197,A_08225,106966,87750,11712,30682,6777,4129,22182,0,4117,1600,770,284,347,0,0,391,176,0,0,0,148,0,12,0,0,0,0,111,3719,0,0
198,A_08226,394290,332275,54233,102311,44011,18672,62657,0,21503,4311,3295,812,1594,0,0,2764,443,0,0,0,435,0,68,0,0,0,0,342,13099,0,0
199,A_08231,71755,54291,6583,14508,5144,3079,15776,0,3767,449,656,133,216,0,0,412,59,0,0,0,126,0,25,0,0,0,0,59,2910,0,0
200,A_08235,111743,92728,11234,30744,8604,5338,23501,0,4480,1700,862,298,305,0,0,486,187,0,0,0,768,0,19,0,0,0,0,138,3612,0,0
201,A_08236,141227,120030,16241,38327,13093,7690,28183,0,5553,1539,1386,393,489,0,0,931,204,0,0,0,463,0,26,0,0,0,0,170,4751,0,0
202,A_08237,85813,70954,8641,24330,5750,4333,18110,0,3169,970,658,238,200,0,0,412,131,0,0,0,555,0,9,0,0,0,0,125,2915,0,0
203,A_08311,161136,138091,20888,24600,41561,5349,12161,0,23307,688,1005,294,649,0,0,1608,253,0,0,0,143,0,58,0,0,0,0,83,4927,0,0
204,A_08315,194407,166104,25403,52970,28645,8242,25039,0,10805,2547,1705,610,734,0,0,1310,352,0,0,0,304,0,48,0,0,0,0,180,6396,0,0
205,A_08316,124179,105287,17529,33593,16034,4650,17247,0,6543,1906,1205,269,564,0,0,735,262,0,0,0,130,0,31,0,0,0,0,103,3957,0,0
206,A_08317,314344,257389,34675,85562,27754,13298,56612,0,14243,4870,2542,993,1040,0,0,1742,412,0,0,0,356,0,44,0,0,0,0,256,11404,0,0
207,A_08325,101227,83957,9629,28451,6633,5180,21837,0,3548,1319,788,345,304,0,0,803,401,0,0,0,210,0,11,0,0,0,0,127,3798,0,0
208,A_08326,145448,118603,14952,39609,11603,6204,28766,0,5974,1825,1132,447,461,0,0,844,212,0,0,0,266,0,45,0,0,0,0,154,5301,0,0
209,A_08327,94974,77430,7678,26612,5810,4557,21564,0,3993,1031,716,287,333,0,0,462,121,0,0,0,146,0,19,0,0,0,0,102,3451,0,0
210,A_08335,207094,170740,22599,51163,28615,9820,31136,0,12660,1929,1349,466,872,0,0,1691,301,0,0,0,219,0,48,0,0,0,0,148,6935,0,0
211,A_08336,160547,129579,20860,36903,18951,6261,24232,0,8862,2640,1352,402,634,0,0,1132,218,0,0,0,393,0,54,0,0,0,0,132,5827,0,0
212,A_08337,118456,95485,13335,32185,11037,4800,20421,0,5041,1561,796,383,345,0,0,804,188,0,0,0,163,0,21,0,0,0,0,124,3806,0,0
213,A_08415,197827,165466,21625,53652,20122,10604,34596,0,9970,2127,1310,443,766,0,0,994,269,0,0,0,363,0,73,0,0,0,0,195,7545,0,0
214,A_08416,164005,142737,20531,39265,30591,7029,19447,0,15015,1243,909,324,597,0,0,1147,261,0,0,0,238,0,66,0,0,0,0,129,5409,0,0
215,A_08417,136153,111425,12660,38581,8379,6193,30037,0,5414,1527,971,337,454,0,0,518,224,0,0,0,179,0,97,0,0,0,0,232,5024,0,0
216,A_08421,82660,68996,11364,18526,13731,3570,9592,0,6507,604,632,153,315,0,0,668,127,0,0,0,62,0,41,0,0,0,0,81,2741,0,0
217,A_08425,140879,121024,14118,45601,11936,6179,26856,0,5693,1948,1120,377,422,0,0,621,284,0,0,0,237,0,35,0,0,0,0,358,4642,0,0
218,A_08426,148003,126034,13089,47782,12282,6337,29404,0,5578,2306,1109,497,504,0,0,801,469,0,0,0,239,0,25,0,0,0,0,192,4745,0,0
219,A_08435,157479,132257,17437,46156,18390,7694,24062,0,7289,1798,933,452,540,0,0,1012,275,0,0,0,181,0,45,0,0,0,0,139,5187,0,0
220,A_08436,210011,176478,20308,62301,22623,9486,33812,0,11106,3069,1381,835,770,0,0,1392,730,0,0,0,304,0,50,0,0,0,0,192,7264,0,0
221,A_08437,96233,79668,8404,29503,6298,4034,20216,0,4007,1261,698,259,326,0,0,373,172,0,0,0,120,0,31,0,0,0,0,134,3321,0,0
222,A_09161,89132,67763,8176,0,7815,2809,13596,24733,3998,1856,526,207,371,0,0,442,293,0,0,45,0,84,18,0,0,0,0,47,2401,0,0
223,A_09162,928966,782788,119789,0,183581,47847,72986,229442,69505,9242,5060,1637,3287,0,0,9370,2705,0,0,696,0,672,185,0,0,0,0,568,24344,0,0
224,A_09163,40999,32865,3920,0,5098,1573,5822,10588,2515,893,311,175,203,0,0,218,146,0,0,36,0,62,7,0,0,0,0,40,1145,0,0
225,A_09171,82057,66708,6004,0,5298,2087,15970,26031,3120,3544,514,397,278,0,0,230,411,0,0,38,0,160,10,0,0,0,0,50,2321,0,0
226,A_09172,74017,60364,5636,0,5597,2026,12777,23128,2685,4467,545,287,226,0,0,221,344,0,0,36,0,121,9,0,0,0,0,52,2009,0,0
227,A_09173,92916,79130,7352,0,9979,3894,13739,32473,3463,3486,512,287,298,0,0,445,355,0,0,38,0,275,12,0,0,0,0,61,2226,0,0
228,A_09174,105923,90876,9616,0,11147,4253,14898,36979,4586,3658,737,333,366,0,0,804,501,0,0,73,0,177,15,0,0,0,0,62,2443,0,0
229,A_09175,100425,88420,9850,0,13719,4892,12539,34687,4640,2806,719,288,358,0,0,637,421,0,0,61,0,196,11,0,0,0,0,53,2329,0,0
230,A_09176,98895,86177,8186,0,7030,3007,18002,36817,3565,4822,546,320,310,0,0,433,386,0,0,42,0,151,7,0,0,0,0,53,2314,0,0
231,A_09177,100604,86744,7782,0,9011,3929,16308,35323,4186,4718,697,312,337,0,0,583,608,0,0,67,0,175,20,0,0,0,0,89,2380,0,0
232,A_09178,122186,105253,11228,0,14986,4942,17017,38446,6486,5130,927,522,488,0,0,743,497,0,0,107,0,182,22,0,0,0,0,75,3155,0,0
233,A_09179,151035,130823,16749,0,20132,6888,17638,50321,7373,3803,1056,402,506,0,0,1124,504,0,0,101,0,186,12,0,0,0,0,100,3604,0,0
234,A_09180,64691,54769,4597,0,6156,2716,9314,24242,2325,2400,366,190,198,0,0,225,337,0,0,29,0,92,4,0,0,0,0,30,1405,0,0
235,A_09181,92085,80572,8516,0,12312,3671,12921,30390,4395,2809,710,402,518,0,0,448,381,0,0,59,0,278,14,0,0,0,0,54,2382,0,0
236,A_09182,72979,62669,5477,0,7606,3612,10535,26763,2253,2826,422,219,243,0,0,329,242,0,0,24,0,265,9,0,0,0,0,42,1640,0,0
237,A_09183,86405,70993,5489,0,5414,2800,17216,28361,3092,3960,539,403,223,0,0,320,432,0,0,50,0,179,18,0,0,0,0,51,2240,0,0
238,A_09184,234884,205548,26648,0,35344,12985,24076,80091,10310,4271,1666,520,771,0,0,1822,766,0,0,161,0,240,25,0,0,0,0,147,5266,0,0
239,A_09185,72324,61247,4987,0,4632,2204,14489,25146,2471,3825,472,263,258,0,0,242,215,0,0,48,0,108,8,0,0,0,0,43,1684,0,0
240,A_09186,94140,80527,7469,0,7313,3290,17722,32129,3390,4546,594,291,310,0,0,368,463,0,0,49,0,146,12,0,0,0,0,48,2174,0,0
241,A_09187,197911,168718,15352,0,19928,7801,33556,64945,7625,8580,1401,1071,613,0,0,790,855,0,0,137,0,419,24,0,0,0,0,191,4945,0,0
242,A_09188,97291,85437,9858,0,15713,6172,9669,33881,3967,1793,591,283,268,0,0,592,302,0,0,46,0,118,8,0,0,0,0,49,1943,0,0
243,A_09189,135003,112208,11289,0,12080,3865,21842,43701,4829,6751,905,692,442,0,0,440,658,0,0,50,0,316,19,0,0,0,0,82,3897,0,0
244,A_09190,103420,88929,9291,0,10943,4044,14925,35444,4545,3934,646,398,465,0,0,467,630,0,0,53,0,209,11,0,0,0,0,72,2627,0,0
245,A_09261,48701,39226,4777,0,5350,1868,6852,13046,2802,1818,374,106,177,0,0,203,195,0,0,36,0,61,6,0,0,0,0,35,1403,0,0
246,A_09262,36599,28769,3663,0,3815,1216,5163,9977,2229,730,172,52,91,0,0,160,279,0,0,20,0,34,4,0,0,0,0,13,1054,0,0
247,A_09263,33539,24959,2621,0,1921,877,6217,9247,1381,894,202,67,100,0,0,110,177,0,0,16,0,35,3,0,0,0,0,30,961,0,0
248,A_09271,91094,73843,5956,0,4245,2312,20808,28273,2517,5594,426,152,173,0,0,257,266,0,0,30,0,270,9,0,0,0,0,53,2286,0,0
249,A_09272,63113,52459,4157,0,2179,1698,15883,20179,1403,4357,285,106,89,0,0,121,199,0,0,15,0,180,4,0,0,0,0,32,1454,0,0
250,A_09273,88908,74603,6859,0,5411,2533,17944,28296,2983,6380,505,178,203,0,0,302,409,0,0,40,0,195,11,0,0,0,0,55,2094,0,0
251,A_09274,120424,103089,8617,0,7796,3599,23774,37024,4129,12355,746,338,339,0,0,353,524,0,0,58,0,235,17,0,0,0,0,62,2838,0,0
252,A_09275,150595,124529,11041,0,6438,3763,34344,48971,3710,9048,754,274,280,0,0,352,777,0,0,53,0,231,4,0,0,0,0,65,4104,0,0
253,A_09276,60638,49476,3615,0,2055,1316,15435,18680,1465,4428,320,107,118,0,0,91,208,0,0,13,0,135,6,0,0,0,0,39,1299,0,0
254,A_09277,91693,75883,5598,0,4413,2249,18288,30078,2688,8238,463,197,196,0,0,262,506,0,0,28,0,185,8,0,0,0,0,40,2245,0,0
255,A_09278,78345,67105,5074,0,3490,2086,17462,27501,2088,5814,364,140,148,0,0,154,518,0,0,21,0,123,8,0,0,0,0,61,1883,0,0
256,A_09279,71122,58040,4679,0,2924,1757,16678,21468,1993,5461,302,144,158,0,0,173,321,0,0,28,0,95,6,0,0,0,0,25,1668,0,0
257,A_09361,31732,24782,3058,0,2197,864,6011,8584,1469,830,208,103,105,0,0,147,95,0,0,17,0,32,5,0,0,0,0,38,903,0,0
258,A_09362,107263,88393,11676,0,17142,3537,12729,25894,9639,1923,625,201,365,0,0,963,379,0,0,84,0,64,22,0,0,0,0,81,2833,0,0
259,A_09363,31200,24336,3184,0,1831,949,5971,8781,1445,701,202,85,95,0,0,105,71,0,0,20,0,48,6,0,0,0,0,20,738,0,0
260,A_09371,80472,68686,8364,0,4687,2075,15563,26423,2782,4792,551,340,191,0,0,285,310,0,0,40,0,151,9,0,0,0,0,73,1810,0,0
261,A_09372,101439,84639,6695,0,3872,2302,24588,33459,2365,7526,435,187,175,0,0,167,234,0,0,36,0,155,12,0,0,0,0,71,2145,0,0
262,A_09373,102175,88473,7917,0,7082,3032,18440,37665,3729,5711,571,336,282,0,0,373,389,0,0,50,0,161,18,0,0,0,0,88,2370,0,0
263,A_09374,74516,63800,7575,0,3519,1890,15720,26056,2188,3825,375,189,118,0,0,197,200,0,0,20,0,163,10,0,0,0,0,49,1507,0,0
264,A_09375,149027,128887,12313,0,11493,4031,28220,51593,5312,8923,809,346,377,0,0,716,508,0,0,68,0,178,10,0,0,0,0,131,3532,0,0
265,A_09376,114205,95810,10033,0,5003,2484,26206,37182,3537,6553,603,306,237,0,0,293,418,0,0,38,0,173,17,0,0,0,0,77,2353,0,0
266,A_09377,56973,48651,5171,0,2577,1332,11434,20257,1734,3686,323,177,132,0,0,107,148,0,0,21,0,99,5,0,0,0,0,26,1281,0,0
267,A_09461,54792,45401,6082,0,8632,1999,6684,13246,4991,738,324,119,175,0,0,562,165,0,0,46,0,40,25,0,0,0,0,31,1385,0,0
268,A_09462,54171,43342,6097,0,6443,2085,7304,13691,3888,951,354,125,169,0,0,405,121,0,0,49,0,28,7,0,0,0,0,29,1442,0,0
