ci|tid|sid|li|list_name                                                                                   |votes  |ts|orgs
08|122|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000022| 1|MDF                                                         
08|122|001|06|Jobbik                                                                                      |0000084| 1|Jobbik                                                      
08|123|001|01|CIVIL MOZGALOM                                                                              |0000005| 1|CIVILEK                                                     
08|123|001|02|LEHET MÁS A POLITIKA                                                                        |0000024| 1|LEHET MÁS A POLITIKA                                        
08|123|001|03|MSZP                                                                                        |0000067| 1|MSZP                                                        
08|123|001|04|FIDESZ-KDNP                                                                                 |0000357| 2|FIDESZ,KDNP                                                 
08|123|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000006| 1|MDF                                                         
08|123|001|06|Jobbik                                                                                      |0000076| 1|Jobbik                                                      
08|123|002|01|CIVIL MOZGALOM                                                                              |0000005| 1|CIVILEK                                                     
08|123|002|02|LEHET MÁS A POLITIKA                                                                        |0000030| 1|LEHET MÁS A POLITIKA                                        
08|123|002|03|MSZP                                                                                        |0000077| 1|MSZP                                                        
08|123|002|04|FIDESZ-KDNP                                                                                 |0000336| 2|FIDESZ,KDNP                                                 
08|123|002|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000003| 1|MDF                                                         
08|123|002|06|Jobbik                                                                                      |0000102| 1|Jobbik                                                      
08|123|003|01|CIVIL MOZGALOM                                                                              |0000001| 1|CIVILEK                                                     
08|123|003|02|LEHET MÁS A POLITIKA                                                                        |0000008| 1|LEHET MÁS A POLITIKA                                        
08|123|003|03|MSZP                                                                                        |0000023| 1|MSZP                                                        
08|123|003|04|FIDESZ-KDNP                                                                                 |0000097| 2|FIDESZ,KDNP                                                 
08|123|003|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000005| 1|MDF                                                         
08|123|003|06|Jobbik                                                                                      |0000017| 1|Jobbik                                                      
08|124|001|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|124|001|02|LEHET MÁS A POLITIKA                                                                        |0000006| 1|LEHET MÁS A POLITIKA                                        
08|124|001|03|MSZP                                                                                        |0000016| 1|MSZP                                                        
08|124|001|04|FIDESZ-KDNP                                                                                 |0000158| 2|FIDESZ,KDNP                                                 
08|124|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000001| 1|MDF                                                         
08|124|001|06|Jobbik                                                                                      |0000029| 1|Jobbik                                                      
08|125|001|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|125|001|02|LEHET MÁS A POLITIKA                                                                        |0000004| 1|LEHET MÁS A POLITIKA                                        
08|125|001|03|MSZP                                                                                        |0000008| 1|MSZP                                                        
08|125|001|04|FIDESZ-KDNP                                                                                 |0000035| 2|FIDESZ,KDNP                                                 
08|125|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000000| 1|MDF                                                         
08|125|001|06|Jobbik                                                                                      |0000010| 1|Jobbik                                                      
08|126|001|01|CIVIL MOZGALOM                                                                              |0000000| 1|CIVILEK                                                     
08|126|001|02|LEHET MÁS A POLITIKA                                                                        |0000002| 1|LEHET MÁS A POLITIKA                                        
08|126|001|03|MSZP                                                                                        |0000013| 1|MSZP                                                        
08|126|001|04|FIDESZ-KDNP                                                                                 |0000125| 2|FIDESZ,KDNP                                                 
08|126|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000002| 1|MDF                                                         
08|126|001|06|Jobbik                                                                                      |0000016| 1|Jobbik                                                      
08|127|001|01|CIVIL MOZGALOM                                                                              |0000005| 1|CIVILEK                                                     
08|127|001|02|LEHET MÁS A POLITIKA                                                                        |0000008| 1|LEHET MÁS A POLITIKA                                        
08|127|001|03|MSZP                                                                                        |0000068| 1|MSZP                                                        
08|127|001|04|FIDESZ-KDNP                                                                                 |0000219| 2|FIDESZ,KDNP                                                 
08|127|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000005| 1|MDF                                                         
08|127|001|06|Jobbik                                                                                      |0000058| 1|Jobbik                                                      
08|128|001|01|CIVIL MOZGALOM                                                                              |0000003| 1|CIVILEK                                                     
08|128|001|02|LEHET MÁS A POLITIKA                                                                        |0000033| 1|LEHET MÁS A POLITIKA                                        
08|128|001|03|MSZP                                                                                        |0000049| 1|MSZP                                                        
08|128|001|04|FIDESZ-KDNP                                                                                 |0000216| 2|FIDESZ,KDNP                                                 
08|128|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000012| 1|MDF                                                         
08|128|001|06|Jobbik                                                                                      |0000047| 1|Jobbik                                                      
08|128|002|01|CIVIL MOZGALOM                                                                              |0000005| 1|CIVILEK                                                     
08|128|002|02|LEHET MÁS A POLITIKA                                                                        |0000046| 1|LEHET MÁS A POLITIKA                                        
08|128|002|03|MSZP                                                                                        |0000090| 1|MSZP                                                        
08|128|002|04|FIDESZ-KDNP                                                                                 |0000299| 2|FIDESZ,KDNP                                                 
08|128|002|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000003| 1|MDF                                                         
08|128|002|06|Jobbik                                                                                      |0000066| 1|Jobbik                                                      
08|128|003|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|128|003|02|LEHET MÁS A POLITIKA                                                                        |0000019| 1|LEHET MÁS A POLITIKA                                        
08|128|003|03|MSZP                                                                                        |0000033| 1|MSZP                                                        
08|128|003|04|FIDESZ-KDNP                                                                                 |0000174| 2|FIDESZ,KDNP                                                 
08|128|003|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000007| 1|MDF                                                         
08|128|003|06|Jobbik                                                                                      |0000034| 1|Jobbik                                                      
08|129|001|01|CIVIL MOZGALOM                                                                              |0000006| 1|CIVILEK                                                     
08|129|001|02|LEHET MÁS A POLITIKA                                                                        |0000042| 1|LEHET MÁS A POLITIKA                                        
08|129|001|03|MSZP                                                                                        |0000061| 1|MSZP                                                        
08|129|001|04|FIDESZ-KDNP                                                                                 |0000380| 2|FIDESZ,KDNP                                                 
08|129|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000014| 1|MDF                                                         
08|129|001|06|Jobbik                                                                                      |0000124| 1|Jobbik                                                      
08|130|001|01|CIVIL MOZGALOM                                                                              |0000004| 1|CIVILEK                                                     
08|130|001|02|LEHET MÁS A POLITIKA                                                                        |0000007| 1|LEHET MÁS A POLITIKA                                        
08|130|001|03|MSZP                                                                                        |0000059| 1|MSZP                                                        
08|130|001|04|FIDESZ-KDNP                                                                                 |0000170| 2|FIDESZ,KDNP                                                 
08|130|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000006| 1|MDF                                                         
08|130|001|06|Jobbik                                                                                      |0000022| 1|Jobbik                                                      
08|131|001|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|131|001|02|LEHET MÁS A POLITIKA                                                                        |0000020| 1|LEHET MÁS A POLITIKA                                        
08|131|001|03|MSZP                                                                                        |0000051| 1|MSZP                                                        
08|131|001|04|FIDESZ-KDNP                                                                                 |0000203| 2|FIDESZ,KDNP                                                 
08|131|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000015| 1|MDF                                                         
08|131|001|06|Jobbik                                                                                      |0000036| 1|Jobbik                                                      
08|132|001|01|CIVIL MOZGALOM                                                                              |0000006| 1|CIVILEK                                                     
08|132|001|02|LEHET MÁS A POLITIKA                                                                        |0000048| 1|LEHET MÁS A POLITIKA                                        
08|132|001|03|MSZP                                                                                        |0000070| 1|MSZP                                                        
08|132|001|04|FIDESZ-KDNP                                                                                 |0000239| 2|FIDESZ,KDNP                                                 
08|132|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000005| 1|MDF                                                         
08|132|001|06|Jobbik                                                                                      |0000066| 1|Jobbik                                                      
08|133|001|01|CIVIL MOZGALOM                                                                              |0000020| 1|CIVILEK                                                     
08|133|001|02|LEHET MÁS A POLITIKA                                                                        |0000038| 1|LEHET MÁS A POLITIKA                                        
08|133|001|03|MSZP                                                                                        |0000070| 1|MSZP                                                        
08|133|001|04|FIDESZ-KDNP                                                                                 |0000366| 2|FIDESZ,KDNP                                                 
08|133|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000030| 1|MDF                                                         
08|133|001|06|Jobbik                                                                                      |0000054| 1|Jobbik                                                      
08|133|002|01|CIVIL MOZGALOM                                                                              |0000016| 1|CIVILEK                                                     
08|133|002|02|LEHET MÁS A POLITIKA                                                                        |0000050| 1|LEHET MÁS A POLITIKA                                        
08|133|002|03|MSZP                                                                                        |0000077| 1|MSZP                                                        
08|133|002|04|FIDESZ-KDNP                                                                                 |0000377| 2|FIDESZ,KDNP                                                 
08|133|002|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000014| 1|MDF                                                         
08|133|002|06|Jobbik                                                                                      |0000081| 1|Jobbik                                                      
08|134|001|01|CIVIL MOZGALOM                                                                              |0000009| 1|CIVILEK                                                     
08|134|001|02|LEHET MÁS A POLITIKA                                                                        |0000016| 1|LEHET MÁS A POLITIKA                                        
08|134|001|03|MSZP                                                                                        |0000099| 1|MSZP                                                        
08|134|001|04|FIDESZ-KDNP                                                                                 |0000337| 2|FIDESZ,KDNP                                                 
08|134|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000013| 1|MDF                                                         
08|134|001|06|Jobbik                                                                                      |0000088| 1|Jobbik                                                      
08|135|001|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|135|001|02|LEHET MÁS A POLITIKA                                                                        |0000002| 1|LEHET MÁS A POLITIKA                                        
08|135|001|03|MSZP                                                                                        |0000009| 1|MSZP                                                        
08|135|001|04|FIDESZ-KDNP                                                                                 |0000039| 2|FIDESZ,KDNP                                                 
08|135|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000003| 1|MDF                                                         
08|135|001|06|Jobbik                                                                                      |0000004| 1|Jobbik                                                      
08|136|001|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|136|001|02|LEHET MÁS A POLITIKA                                                                        |0000006| 1|LEHET MÁS A POLITIKA                                        
08|136|001|03|MSZP                                                                                        |0000031| 1|MSZP                                                        
08|136|001|04|FIDESZ-KDNP                                                                                 |0000219| 2|FIDESZ,KDNP                                                 
08|136|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000004| 1|MDF                                                         
08|136|001|06|Jobbik                                                                                      |0000025| 1|Jobbik                                                      
08|137|001|01|CIVIL MOZGALOM                                                                              |0000005| 1|CIVILEK                                                     
08|137|001|02|LEHET MÁS A POLITIKA                                                                        |0000013| 1|LEHET MÁS A POLITIKA                                        
08|137|001|03|MSZP                                                                                        |0000029| 1|MSZP                                                        
08|137|001|04|FIDESZ-KDNP                                                                                 |0000218| 2|FIDESZ,KDNP                                                 
08|137|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000004| 1|MDF                                                         
08|137|001|06|Jobbik                                                                                      |0000036| 1|Jobbik                                                      
08|138|001|01|CIVIL MOZGALOM                                                                              |0000004| 1|CIVILEK                                                     
08|138|001|02|LEHET MÁS A POLITIKA                                                                        |0000002| 1|LEHET MÁS A POLITIKA                                        
08|138|001|03|MSZP                                                                                        |0000006| 1|MSZP                                                        
08|138|001|04|FIDESZ-KDNP                                                                                 |0000069| 2|FIDESZ,KDNP                                                 
08|138|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000000| 1|MDF                                                         
08|138|001|06|Jobbik                                                                                      |0000011| 1|Jobbik                                                      
08|139|001|01|CIVIL MOZGALOM                                                                              |0000007| 1|CIVILEK                                                     
08|139|001|02|LEHET MÁS A POLITIKA                                                                        |0000016| 1|LEHET MÁS A POLITIKA                                        
08|139|001|03|MSZP                                                                                        |0000067| 1|MSZP                                                        
08|139|001|04|FIDESZ-KDNP                                                                                 |0000369| 2|FIDESZ,KDNP                                                 
08|139|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000015| 1|MDF                                                         
08|139|001|06|Jobbik                                                                                      |0000071| 1|Jobbik                                                      
08|140|001|01|CIVIL MOZGALOM                                                                              |0000001| 1|CIVILEK                                                     
08|140|001|02|LEHET MÁS A POLITIKA                                                                        |0000000| 1|LEHET MÁS A POLITIKA                                        
08|140|001|03|MSZP                                                                                        |0000006| 1|MSZP                                                        
08|140|001|04|FIDESZ-KDNP                                                                                 |0000103| 2|FIDESZ,KDNP                                                 
08|140|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000000| 1|MDF                                                         
08|140|001|06|Jobbik                                                                                      |0000006| 1|Jobbik                                                      
08|141|001|01|CIVIL MOZGALOM                                                                              |0000001| 1|CIVILEK                                                     
08|141|001|02|LEHET MÁS A POLITIKA                                                                        |0000008| 1|LEHET MÁS A POLITIKA                                        
08|141|001|03|MSZP                                                                                        |0000013| 1|MSZP                                                        
08|141|001|04|FIDESZ-KDNP                                                                                 |0000124| 2|FIDESZ,KDNP                                                 
08|141|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000001| 1|MDF                                                         
08|141|001|06|Jobbik                                                                                      |0000018| 1|Jobbik                                                      
08|142|001|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|142|001|02|LEHET MÁS A POLITIKA                                                                        |0000007| 1|LEHET MÁS A POLITIKA                                        
08|142|001|03|MSZP                                                                                        |0000020| 1|MSZP                                                        
08|142|001|04|FIDESZ-KDNP                                                                                 |0000183| 2|FIDESZ,KDNP                                                 
08|142|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000004| 1|MDF                                                         
08|142|001|06|Jobbik                                                                                      |0000020| 1|Jobbik                                                      
08|143|001|01|CIVIL MOZGALOM                                                                              |0000000| 1|CIVILEK                                                     
08|143|001|02|LEHET MÁS A POLITIKA                                                                        |0000003| 1|LEHET MÁS A POLITIKA                                        
08|143|001|03|MSZP                                                                                        |0000032| 1|MSZP                                                        
08|143|001|04|FIDESZ-KDNP                                                                                 |0000182| 2|FIDESZ,KDNP                                                 
08|143|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000001| 1|MDF                                                         
08|143|001|06|Jobbik                                                                                      |0000025| 1|Jobbik                                                      
08|144|001|01|CIVIL MOZGALOM                                                                              |0000000| 1|CIVILEK                                                     
08|144|001|02|LEHET MÁS A POLITIKA                                                                        |0000002| 1|LEHET MÁS A POLITIKA                                        
08|144|001|03|MSZP                                                                                        |0000010| 1|MSZP                                                        
08|144|001|04|FIDESZ-KDNP                                                                                 |0000136| 2|FIDESZ,KDNP                                                 
08|144|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000001| 1|MDF                                                         
08|144|001|06|Jobbik                                                                                      |0000027| 1|Jobbik                                                      
08|145|001|01|CIVIL MOZGALOM                                                                              |0000008| 1|CIVILEK                                                     
08|145|001|02|LEHET MÁS A POLITIKA                                                                        |0000006| 1|LEHET MÁS A POLITIKA                                        
08|145|001|03|MSZP                                                                                        |0000047| 1|MSZP                                                        
08|145|001|04|FIDESZ-KDNP                                                                                 |0000152| 2|FIDESZ,KDNP                                                 
08|145|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000007| 1|MDF                                                         
08|145|001|06|Jobbik                                                                                      |0000029| 1|Jobbik                                                      
08|146|001|01|CIVIL MOZGALOM                                                                              |0000013| 1|CIVILEK                                                     
08|146|001|02|LEHET MÁS A POLITIKA                                                                        |0000012| 1|LEHET MÁS A POLITIKA                                        
08|146|001|03|MSZP                                                                                        |0000033| 1|MSZP                                                        
08|146|001|04|FIDESZ-KDNP                                                                                 |0000260| 2|FIDESZ,KDNP                                                 
08|146|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000010| 1|MDF                                                         
08|146|001|06|Jobbik                                                                                      |0000020| 1|Jobbik                                                      
08|146|002|01|CIVIL MOZGALOM                                                                              |0000005| 1|CIVILEK                                                     
08|146|002|02|LEHET MÁS A POLITIKA                                                                        |0000004| 1|LEHET MÁS A POLITIKA                                        
08|146|002|03|MSZP                                                                                        |0000026| 1|MSZP                                                        
08|146|002|04|FIDESZ-KDNP                                                                                 |0000091| 2|FIDESZ,KDNP                                                 
08|146|002|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000007| 1|MDF                                                         
08|146|002|06|Jobbik                                                                                      |0000014| 1|Jobbik                                                      
08|146|003|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|146|003|02|LEHET MÁS A POLITIKA                                                                        |0000000| 1|LEHET MÁS A POLITIKA                                        
08|146|003|03|MSZP                                                                                        |0000011| 1|MSZP                                                        
08|146|003|04|FIDESZ-KDNP                                                                                 |0000047| 2|FIDESZ,KDNP                                                 
08|146|003|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000001| 1|MDF                                                         
08|146|003|06|Jobbik                                                                                      |0000010| 1|Jobbik                                                      
08|147|001|01|CIVIL MOZGALOM                                                                              |0000005| 1|CIVILEK                                                     
08|147|001|02|LEHET MÁS A POLITIKA                                                                        |0000009| 1|LEHET MÁS A POLITIKA                                        
08|147|001|03|MSZP                                                                                        |0000018| 1|MSZP                                                        
08|147|001|04|FIDESZ-KDNP                                                                                 |0000126| 2|FIDESZ,KDNP                                                 
08|147|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000002| 1|MDF                                                         
08|147|001|06|Jobbik                                                                                      |0000022| 1|Jobbik                                                      
08|148|001|01|CIVIL MOZGALOM                                                                              |0000002| 1|CIVILEK                                                     
08|148|001|02|LEHET MÁS A POLITIKA                                                                        |0000006| 1|LEHET MÁS A POLITIKA                                        
08|148|001|03|MSZP                                                                                        |0000029| 1|MSZP                                                        
08|148|001|04|FIDESZ-KDNP                                                                                 |0000111| 2|FIDESZ,KDNP                                                 
08|148|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000000| 1|MDF                                                         
08|148|001|06|Jobbik                                                                                      |0000014| 1|Jobbik                                                      
08|149|001|01|CIVIL MOZGALOM                                                                              |0000003| 1|CIVILEK                                                     
08|149|001|02|LEHET MÁS A POLITIKA                                                                        |0000020| 1|LEHET MÁS A POLITIKA                                        
08|149|001|03|MSZP                                                                                        |0000056| 1|MSZP                                                        
08|149|001|04|FIDESZ-KDNP                                                                                 |0000438| 2|FIDESZ,KDNP                                                 
08|149|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000009| 1|MDF                                                         
08|149|001|06|Jobbik                                                                                      |0000076| 1|Jobbik                                                      
08|150|001|01|CIVIL MOZGALOM                                                                              |0000010| 1|CIVILEK                                                     
08|150|001|02|LEHET MÁS A POLITIKA                                                                        |0000116| 1|LEHET MÁS A POLITIKA                                        
08|150|001|03|MSZP                                                                                        |0000201| 1|MSZP                                                        
08|150|001|04|FIDESZ-KDNP                                                                                 |0000860| 2|FIDESZ,KDNP                                                 
08|150|001|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000038| 1|MDF                                                         
08|150|001|06|Jobbik                                                                                      |0000235| 1|Jobbik                                                      
08|150|002|01|CIVIL MOZGALOM                                                                              |0000009| 1|CIVILEK                                                     
08|150|002|02|LEHET MÁS A POLITIKA                                                                        |0000043| 1|LEHET MÁS A POLITIKA                                        
08|150|002|03|MSZP                                                                                        |0000120| 1|MSZP                                                        
08|150|002|04|FIDESZ-KDNP                                                                                 |0000349| 2|FIDESZ,KDNP                                                 
08|150|002|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000022| 1|MDF                                                         
08|150|002|06|Jobbik                                                                                      |0000065| 1|Jobbik                                                      
08|150|003|01|CIVIL MOZGALOM                                                                              |0000007| 1|CIVILEK                                                     
08|150|003|02|LEHET MÁS A POLITIKA                                                                        |0000047| 1|LEHET MÁS A POLITIKA                                        
08|150|003|03|MSZP                                                                                        |0000107| 1|MSZP                                                        
08|150|003|04|FIDESZ-KDNP                                                                                 |0000359| 2|FIDESZ,KDNP                                                 
08|150|003|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000036| 1|MDF                                                         
08|150|003|06|Jobbik                                                                                      |0000075| 1|Jobbik                                                      
08|150|004|01|CIVIL MOZGALOM                                                                              |0000011| 1|CIVILEK                                                     
08|150|004|02|LEHET MÁS A POLITIKA                                                                        |0000064| 1|LEHET MÁS A POLITIKA                                        
08|150|004|03|MSZP                                                                                        |0000139| 1|MSZP                                                        
08|150|004|04|FIDESZ-KDNP                                                                                 |0000389| 2|FIDESZ,KDNP                                                 
08|150|004|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000026| 1|MDF                                                         
08|150|004|06|Jobbik                                                                                      |0000067| 1|Jobbik                                                      
08|150|005|01|CIVIL MOZGALOM                                                                              |0000010| 1|CIVILEK                                                     
08|150|005|02|LEHET MÁS A POLITIKA                                                                        |0000042| 1|LEHET MÁS A POLITIKA                                        
08|150|005|03|MSZP                                                                                        |0000166| 1|MSZP                                                        
08|150|005|04|FIDESZ-KDNP                                                                                 |0000320| 2|FIDESZ,KDNP                                                 
08|150|005|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000018| 1|MDF                                                         
08|150|005|06|Jobbik                                                                                      |0000054| 1|Jobbik                                                      
08|150|006|01|CIVIL MOZGALOM                                                                              |0000006| 1|CIVILEK                                                     
08|150|006|02|LEHET MÁS A POLITIKA                                                                        |0000054| 1|LEHET MÁS A POLITIKA                                        
08|150|006|03|MSZP                                                                                        |0000165| 1|MSZP                                                        
08|150|006|04|FIDESZ-KDNP                                                                                 |0000369| 2|FIDESZ,KDNP                                                 
08|150|006|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000024| 1|MDF                                                         
08|150|006|06|Jobbik                                                                                      |0000041| 1|Jobbik                                                      
08|150|007|01|CIVIL MOZGALOM                                                                              |0000020| 1|CIVILEK                                                     
08|150|007|02|LEHET MÁS A POLITIKA                                                                        |0000048| 1|LEHET MÁS A POLITIKA                                        
08|150|007|03|MSZP                                                                                        |0000151| 1|MSZP                                                        
08|150|007|04|FIDESZ-KDNP                                                                                 |0000397| 2|FIDESZ,KDNP                                                 
08|150|007|05|MAGYAR DEMOKRATA FÓRUM                                                                      |0000041| 1|MDF                                                         
08|150|007|06|Jobbik                                                                                      |0000052| 1|Jobbik                                                      
08|150|008|01|CIVIL MOZGALOM                                                                              |0000012| 1|CIVILEK                                                     
08|150|008|02|LEHET MÁS A POLITIKA                                                                        |0000063| 1|LEHET MÁS A POLITIKA                                        
