ci|tid|sid|li|list_name                                                                                   |votes  |ts|orgs
05|195|004|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|195|004|05|FIDESZ-KDNP                                                                                 |0000166| 2|FIDESZ,KDNP                                                 
05|195|004|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000047| 1|MSZP                                                        
05|195|004|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|195|004|08|JOBBIK                                                                                      |0000198| 1|Jobbik                                                      
05|195|004|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|195|005|01|Lehet Más a Politika                                                                        |0000009| 1|LEHET MÁS A POLITIKA                                        
05|195|005|02|Összefogás Párt BAZ M-i Lista                                                               |0000001| 1|ÖSSZEFOGÁS PÁRT                                             
05|195|005|03|MDF                                                                                         |0000003| 1|MDF                                                         
05|195|005|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|195|005|05|FIDESZ-KDNP                                                                                 |0000128| 2|FIDESZ,KDNP                                                 
05|195|005|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000047| 1|MSZP                                                        
05|195|005|07|MUNKÁSPÁRT                                                                                  |0000002| 1|MUNKÁSPÁRT                                                  
05|195|005|08|JOBBIK                                                                                      |0000175| 1|Jobbik                                                      
05|195|005|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|196|001|01|Lehet Más a Politika                                                                        |0000030| 1|LEHET MÁS A POLITIKA                                        
05|196|001|02|Összefogás Párt BAZ M-i Lista                                                               |0000006| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|001|03|MDF                                                                                         |0000010| 1|MDF                                                         
05|196|001|04|MSZDP                                                                                       |0000002| 1|MSZDP                                                       
05|196|001|05|FIDESZ-KDNP                                                                                 |0000356| 2|FIDESZ,KDNP                                                 
05|196|001|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000100| 1|MSZP                                                        
05|196|001|07|MUNKÁSPÁRT                                                                                  |0000001| 1|MUNKÁSPÁRT                                                  
05|196|001|08|JOBBIK                                                                                      |0000145| 1|Jobbik                                                      
05|196|001|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|196|002|01|Lehet Más a Politika                                                                        |0000038| 1|LEHET MÁS A POLITIKA                                        
05|196|002|02|Összefogás Párt BAZ M-i Lista                                                               |0000004| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|002|03|MDF                                                                                         |0000015| 1|MDF                                                         
05|196|002|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|196|002|05|FIDESZ-KDNP                                                                                 |0000261| 2|FIDESZ,KDNP                                                 
05|196|002|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000107| 1|MSZP                                                        
05|196|002|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|002|08|JOBBIK                                                                                      |0000167| 1|Jobbik                                                      
05|196|002|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|196|003|01|Lehet Más a Politika                                                                        |0000023| 1|LEHET MÁS A POLITIKA                                        
05|196|003|02|Összefogás Párt BAZ M-i Lista                                                               |0000001| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|003|03|MDF                                                                                         |0000007| 1|MDF                                                         
05|196|003|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|196|003|05|FIDESZ-KDNP                                                                                 |0000242| 2|FIDESZ,KDNP                                                 
05|196|003|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000057| 1|MSZP                                                        
05|196|003|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|003|08|JOBBIK                                                                                      |0000174| 1|Jobbik                                                      
05|196|003|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|196|004|01|Lehet Más a Politika                                                                        |0000027| 1|LEHET MÁS A POLITIKA                                        
05|196|004|02|Összefogás Párt BAZ M-i Lista                                                               |0000000| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|004|03|MDF                                                                                         |0000013| 1|MDF                                                         
05|196|004|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|196|004|05|FIDESZ-KDNP                                                                                 |0000259| 2|FIDESZ,KDNP                                                 
05|196|004|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000056| 1|MSZP                                                        
05|196|004|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|004|08|JOBBIK                                                                                      |0000096| 1|Jobbik                                                      
05|196|004|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|196|005|01|Lehet Más a Politika                                                                        |0000020| 1|LEHET MÁS A POLITIKA                                        
05|196|005|02|Összefogás Párt BAZ M-i Lista                                                               |0000014| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|005|03|MDF                                                                                         |0000012| 1|MDF                                                         
05|196|005|04|MSZDP                                                                                       |0000004| 1|MSZDP                                                       
05|196|005|05|FIDESZ-KDNP                                                                                 |0000237| 2|FIDESZ,KDNP                                                 
05|196|005|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000050| 1|MSZP                                                        
05|196|005|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|005|08|JOBBIK                                                                                      |0000129| 1|Jobbik                                                      
05|196|005|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|196|006|01|Lehet Más a Politika                                                                        |0000013| 1|LEHET MÁS A POLITIKA                                        
05|196|006|02|Összefogás Párt BAZ M-i Lista                                                               |0000005| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|006|03|MDF                                                                                         |0000010| 1|MDF                                                         
05|196|006|04|MSZDP                                                                                       |0000003| 1|MSZDP                                                       
05|196|006|05|FIDESZ-KDNP                                                                                 |0000263| 2|FIDESZ,KDNP                                                 
05|196|006|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000073| 1|MSZP                                                        
05|196|006|07|MUNKÁSPÁRT                                                                                  |0000002| 1|MUNKÁSPÁRT                                                  
05|196|006|08|JOBBIK                                                                                      |0000162| 1|Jobbik                                                      
05|196|006|09|MIÉP                                                                                        |0000004| 1|MIÉP                                                        
05|196|007|01|Lehet Más a Politika                                                                        |0000007| 1|LEHET MÁS A POLITIKA                                        
05|196|007|02|Összefogás Párt BAZ M-i Lista                                                               |0000001| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|007|03|MDF                                                                                         |0000009| 1|MDF                                                         
05|196|007|04|MSZDP                                                                                       |0000003| 1|MSZDP                                                       
05|196|007|05|FIDESZ-KDNP                                                                                 |0000236| 2|FIDESZ,KDNP                                                 
05|196|007|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000063| 1|MSZP                                                        
05|196|007|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|007|08|JOBBIK                                                                                      |0000114| 1|Jobbik                                                      
05|196|007|09|MIÉP                                                                                        |0000002| 1|MIÉP                                                        
05|196|008|01|Lehet Más a Politika                                                                        |0000017| 1|LEHET MÁS A POLITIKA                                        
05|196|008|02|Összefogás Párt BAZ M-i Lista                                                               |0000008| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|008|03|MDF                                                                                         |0000011| 1|MDF                                                         
05|196|008|04|MSZDP                                                                                       |0000003| 1|MSZDP                                                       
05|196|008|05|FIDESZ-KDNP                                                                                 |0000245| 2|FIDESZ,KDNP                                                 
05|196|008|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000084| 1|MSZP                                                        
05|196|008|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|008|08|JOBBIK                                                                                      |0000104| 1|Jobbik                                                      
05|196|008|09|MIÉP                                                                                        |0000003| 1|MIÉP                                                        
05|196|009|01|Lehet Más a Politika                                                                        |0000028| 1|LEHET MÁS A POLITIKA                                        
05|196|009|02|Összefogás Párt BAZ M-i Lista                                                               |0000001| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|009|03|MDF                                                                                         |0000012| 1|MDF                                                         
05|196|009|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|196|009|05|FIDESZ-KDNP                                                                                 |0000230| 2|FIDESZ,KDNP                                                 
05|196|009|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000091| 1|MSZP                                                        
05|196|009|07|MUNKÁSPÁRT                                                                                  |0000001| 1|MUNKÁSPÁRT                                                  
05|196|009|08|JOBBIK                                                                                      |0000122| 1|Jobbik                                                      
05|196|009|09|MIÉP                                                                                        |0000002| 1|MIÉP                                                        
05|196|010|01|Lehet Más a Politika                                                                        |0000031| 1|LEHET MÁS A POLITIKA                                        
05|196|010|02|Összefogás Párt BAZ M-i Lista                                                               |0000003| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|010|03|MDF                                                                                         |0000011| 1|MDF                                                         
05|196|010|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|196|010|05|FIDESZ-KDNP                                                                                 |0000228| 2|FIDESZ,KDNP                                                 
05|196|010|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000057| 1|MSZP                                                        
05|196|010|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|010|08|JOBBIK                                                                                      |0000153| 1|Jobbik                                                      
05|196|010|09|MIÉP                                                                                        |0000002| 1|MIÉP                                                        
05|196|011|01|Lehet Más a Politika                                                                        |0000025| 1|LEHET MÁS A POLITIKA                                        
05|196|011|02|Összefogás Párt BAZ M-i Lista                                                               |0000003| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|011|03|MDF                                                                                         |0000014| 1|MDF                                                         
05|196|011|04|MSZDP                                                                                       |0000002| 1|MSZDP                                                       
05|196|011|05|FIDESZ-KDNP                                                                                 |0000235| 2|FIDESZ,KDNP                                                 
05|196|011|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000101| 1|MSZP                                                        
05|196|011|07|MUNKÁSPÁRT                                                                                  |0000001| 1|MUNKÁSPÁRT                                                  
05|196|011|08|JOBBIK                                                                                      |0000179| 1|Jobbik                                                      
05|196|011|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|196|012|01|Lehet Más a Politika                                                                        |0000030| 1|LEHET MÁS A POLITIKA                                        
05|196|012|02|Összefogás Párt BAZ M-i Lista                                                               |0000003| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|012|03|MDF                                                                                         |0000004| 1|MDF                                                         
05|196|012|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|196|012|05|FIDESZ-KDNP                                                                                 |0000248| 2|FIDESZ,KDNP                                                 
05|196|012|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000083| 1|MSZP                                                        
05|196|012|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|012|08|JOBBIK                                                                                      |0000153| 1|Jobbik                                                      
05|196|012|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|196|013|01|Lehet Más a Politika                                                                        |0000029| 1|LEHET MÁS A POLITIKA                                        
05|196|013|02|Összefogás Párt BAZ M-i Lista                                                               |0000002| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|013|03|MDF                                                                                         |0000010| 1|MDF                                                         
05|196|013|04|MSZDP                                                                                       |0000002| 1|MSZDP                                                       
05|196|013|05|FIDESZ-KDNP                                                                                 |0000279| 2|FIDESZ,KDNP                                                 
05|196|013|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000040| 1|MSZP                                                        
05|196|013|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|013|08|JOBBIK                                                                                      |0000172| 1|Jobbik                                                      
05|196|013|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|196|014|01|Lehet Más a Politika                                                                        |0000020| 1|LEHET MÁS A POLITIKA                                        
05|196|014|02|Összefogás Párt BAZ M-i Lista                                                               |0000003| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|014|03|MDF                                                                                         |0000011| 1|MDF                                                         
05|196|014|04|MSZDP                                                                                       |0000002| 1|MSZDP                                                       
05|196|014|05|FIDESZ-KDNP                                                                                 |0000226| 2|FIDESZ,KDNP                                                 
05|196|014|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000073| 1|MSZP                                                        
05|196|014|07|MUNKÁSPÁRT                                                                                  |0000001| 1|MUNKÁSPÁRT                                                  
05|196|014|08|JOBBIK                                                                                      |0000171| 1|Jobbik                                                      
05|196|014|09|MIÉP                                                                                        |0000002| 1|MIÉP                                                        
05|196|015|01|Lehet Más a Politika                                                                        |0000024| 1|LEHET MÁS A POLITIKA                                        
05|196|015|02|Összefogás Párt BAZ M-i Lista                                                               |0000002| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|015|03|MDF                                                                                         |0000011| 1|MDF                                                         
05|196|015|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|196|015|05|FIDESZ-KDNP                                                                                 |0000288| 2|FIDESZ,KDNP                                                 
05|196|015|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000058| 1|MSZP                                                        
05|196|015|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|015|08|JOBBIK                                                                                      |0000153| 1|Jobbik                                                      
05|196|015|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|196|016|01|Lehet Más a Politika                                                                        |0000017| 1|LEHET MÁS A POLITIKA                                        
05|196|016|02|Összefogás Párt BAZ M-i Lista                                                               |0000002| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|016|03|MDF                                                                                         |0000013| 1|MDF                                                         
05|196|016|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|196|016|05|FIDESZ-KDNP                                                                                 |0000227| 2|FIDESZ,KDNP                                                 
05|196|016|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000065| 1|MSZP                                                        
05|196|016|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|016|08|JOBBIK                                                                                      |0000095| 1|Jobbik                                                      
05|196|016|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|196|017|01|Lehet Más a Politika                                                                        |0000030| 1|LEHET MÁS A POLITIKA                                        
05|196|017|02|Összefogás Párt BAZ M-i Lista                                                               |0000002| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|017|03|MDF                                                                                         |0000008| 1|MDF                                                         
05|196|017|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|196|017|05|FIDESZ-KDNP                                                                                 |0000224| 2|FIDESZ,KDNP                                                 
05|196|017|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000057| 1|MSZP                                                        
05|196|017|07|MUNKÁSPÁRT                                                                                  |0000002| 1|MUNKÁSPÁRT                                                  
05|196|017|08|JOBBIK                                                                                      |0000114| 1|Jobbik                                                      
05|196|017|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|196|018|01|Lehet Más a Politika                                                                        |0000025| 1|LEHET MÁS A POLITIKA                                        
05|196|018|02|Összefogás Párt BAZ M-i Lista                                                               |0000005| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|018|03|MDF                                                                                         |0000019| 1|MDF                                                         
05|196|018|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|196|018|05|FIDESZ-KDNP                                                                                 |0000243| 2|FIDESZ,KDNP                                                 
05|196|018|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000044| 1|MSZP                                                        
05|196|018|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|018|08|JOBBIK                                                                                      |0000103| 1|Jobbik                                                      
05|196|018|09|MIÉP                                                                                        |0000003| 1|MIÉP                                                        
05|196|019|01|Lehet Más a Politika                                                                        |0000025| 1|LEHET MÁS A POLITIKA                                        
05|196|019|02|Összefogás Párt BAZ M-i Lista                                                               |0000000| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|019|03|MDF                                                                                         |0000003| 1|MDF                                                         
05|196|019|04|MSZDP                                                                                       |0000002| 1|MSZDP                                                       
05|196|019|05|FIDESZ-KDNP                                                                                 |0000256| 2|FIDESZ,KDNP                                                 
05|196|019|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000053| 1|MSZP                                                        
05|196|019|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|196|019|08|JOBBIK                                                                                      |0000105| 1|Jobbik                                                      
05|196|019|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|196|020|01|Lehet Más a Politika                                                                        |0000031| 1|LEHET MÁS A POLITIKA                                        
05|196|020|02|Összefogás Párt BAZ M-i Lista                                                               |0000002| 1|ÖSSZEFOGÁS PÁRT                                             
05|196|020|03|MDF                                                                                         |0000006| 1|MDF                                                         
05|196|020|04|MSZDP                                                                                       |0000003| 1|MSZDP                                                       
05|196|020|05|FIDESZ-KDNP                                                                                 |0000221| 2|FIDESZ,KDNP                                                 
05|196|020|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000057| 1|MSZP                                                        
05|196|020|07|MUNKÁSPÁRT                                                                                  |0000001| 1|MUNKÁSPÁRT                                                  
05|196|020|08|JOBBIK                                                                                      |0000101| 1|Jobbik                                                      
05|196|020|09|MIÉP                                                                                        |0000001| 1|MIÉP                                                        
05|197|001|01|Lehet Más a Politika                                                                        |0000018| 1|LEHET MÁS A POLITIKA                                        
05|197|001|02|Összefogás Párt BAZ M-i Lista                                                               |0000002| 1|ÖSSZEFOGÁS PÁRT                                             
05|197|001|03|MDF                                                                                         |0000003| 1|MDF                                                         
05|197|001|04|MSZDP                                                                                       |0000002| 1|MSZDP                                                       
05|197|001|05|FIDESZ-KDNP                                                                                 |0000256| 2|FIDESZ,KDNP                                                 
05|197|001|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000082| 1|MSZP                                                        
05|197|001|07|MUNKÁSPÁRT                                                                                  |0000002| 1|MUNKÁSPÁRT                                                  
05|197|001|08|JOBBIK                                                                                      |0000159| 1|Jobbik                                                      
05|197|001|09|MIÉP                                                                                        |0000002| 1|MIÉP                                                        
05|198|001|01|Lehet Más a Politika                                                                        |0000027| 1|LEHET MÁS A POLITIKA                                        
05|198|001|02|Összefogás Párt BAZ M-i Lista                                                               |0000003| 1|ÖSSZEFOGÁS PÁRT                                             
05|198|001|03|MDF                                                                                         |0000015| 1|MDF                                                         
05|198|001|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|198|001|05|FIDESZ-KDNP                                                                                 |0000173| 2|FIDESZ,KDNP                                                 
05|198|001|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000073| 1|MSZP                                                        
05|198|001|07|MUNKÁSPÁRT                                                                                  |0000004| 1|MUNKÁSPÁRT                                                  
05|198|001|08|JOBBIK                                                                                      |0000165| 1|Jobbik                                                      
05|198|001|09|MIÉP                                                                                        |0000003| 1|MIÉP                                                        
05|198|002|01|Lehet Más a Politika                                                                        |0000014| 1|LEHET MÁS A POLITIKA                                        
05|198|002|02|Összefogás Párt BAZ M-i Lista                                                               |0000002| 1|ÖSSZEFOGÁS PÁRT                                             
05|198|002|03|MDF                                                                                         |0000013| 1|MDF                                                         
05|198|002|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|198|002|05|FIDESZ-KDNP                                                                                 |0000185| 2|FIDESZ,KDNP                                                 
05|198|002|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000090| 1|MSZP                                                        
05|198|002|07|MUNKÁSPÁRT                                                                                  |0000002| 1|MUNKÁSPÁRT                                                  
05|198|002|08|JOBBIK                                                                                      |0000108| 1|Jobbik                                                      
05|198|002|09|MIÉP                                                                                        |0000003| 1|MIÉP                                                        
05|199|001|01|Lehet Más a Politika                                                                        |0000013| 1|LEHET MÁS A POLITIKA                                        
05|199|001|02|Összefogás Párt BAZ M-i Lista                                                               |0000016| 1|ÖSSZEFOGÁS PÁRT                                             
05|199|001|03|MDF                                                                                         |0000004| 1|MDF                                                         
05|199|001|04|MSZDP                                                                                       |0000001| 1|MSZDP                                                       
05|199|001|05|FIDESZ-KDNP                                                                                 |0000242| 2|FIDESZ,KDNP                                                 
05|199|001|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000056| 1|MSZP                                                        
05|199|001|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|199|001|08|JOBBIK                                                                                      |0000254| 1|Jobbik                                                      
05|199|001|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|199|002|01|Lehet Más a Politika                                                                        |0000002| 1|LEHET MÁS A POLITIKA                                        
05|199|002|02|Összefogás Párt BAZ M-i Lista                                                               |0000008| 1|ÖSSZEFOGÁS PÁRT                                             
05|199|002|03|MDF                                                                                         |0000002| 1|MDF                                                         
05|199|002|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|199|002|05|FIDESZ-KDNP                                                                                 |0000250| 2|FIDESZ,KDNP                                                 
05|199|002|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000043| 1|MSZP                                                        
05|199|002|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|199|002|08|JOBBIK                                                                                      |0000102| 1|Jobbik                                                      
05|199|002|09|MIÉP                                                                                        |0000000| 1|MIÉP                                                        
05|200|001|01|Lehet Más a Politika                                                                        |0000001| 1|LEHET MÁS A POLITIKA                                        
05|200|001|02|Összefogás Párt BAZ M-i Lista                                                               |0000001| 1|ÖSSZEFOGÁS PÁRT                                             
05|200|001|03|MDF                                                                                         |0000004| 1|MDF                                                         
05|200|001|04|MSZDP                                                                                       |0000000| 1|MSZDP                                                       
05|200|001|05|FIDESZ-KDNP                                                                                 |0000223| 2|FIDESZ,KDNP                                                 
05|200|001|06|MAGYAR SZOCIALISTA PÁRT                                                                     |0000024| 1|MSZP                                                        
05|200|001|07|MUNKÁSPÁRT                                                                                  |0000000| 1|MUNKÁSPÁRT                                                  
05|200|001|08|JOBBIK                                                                                      |0000107| 1|Jobbik                                                      
