"JKV_TÍPUS","SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","MEGYEKÓD","MEGYE","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_BÉLYEGZÉS_NÉLKÜLI","URNÁBAN_LEBÉLYEGZETT","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA","SZAVAZAT"
,"20203001T",39687,,,,,,,,,,,,,"JOBBIK",25
,"20203001T",39687,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",6
,"20203001T",39687,,,,,,,,,,,,,"MSZP",5
,"20203001T",39687,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20203001T",39687,,,,,,,,,,,,,"LMP",1
,"20203001T",39687,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20203001T",39687,,,,,,,,,,,,,"SMS",0
"Belföldi","20204001F",41052,"20","ZALA","204","Teskánd",1,910,254,0,254,0,0,254,,
,"20204001T",41052,,,,,,,,,,,,,"FIDESZ-KDNP",137
,"20204001T",41052,,,,,,,,,,,,,"JOBBIK",35
,"20204001T",41052,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",31
,"20204001T",41052,,,,,,,,,,,,,"EGYÜTT-PM",19
,"20204001T",41052,,,,,,,,,,,,,"MSZP",17
,"20204001T",41052,,,,,,,,,,,,,"LMP",9
,"20204001T",41052,,,,,,,,,,,,,"SMS",6
,"20204001T",41052,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20205001F",39453,"20","ZALA","205","Tilaj",1,82,53,0,53,0,1,52,,
,"20205001T",39453,,,,,,,,,,,,,"FIDESZ-KDNP",39
,"20205001T",39453,,,,,,,,,,,,,"JOBBIK",9
,"20205001T",39453,,,,,,,,,,,,,"MSZP",2
,"20205001T",39453,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20205001T",39453,,,,,,,,,,,,,"LMP",1
,"20205001T",39453,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"20205001T",39453,,,,,,,,,,,,,"SMS",0
,"20205001T",39453,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20205002F",39454,"20","ZALA","205","Tilaj",2,61,27,0,27,0,0,27,,
,"20205002T",39454,,,,,,,,,,,,,"FIDESZ-KDNP",20
,"20205002T",39454,,,,,,,,,,,,,"JOBBIK",6
,"20205002T",39454,,,,,,,,,,,,,"LMP",1
,"20205002T",39454,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20205002T",39454,,,,,,,,,,,,,"MSZP",0
,"20205002T",39454,,,,,,,,,,,,,"SMS",0
,"20205002T",39454,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"20205002T",39454,,,,,,,,,,,,,"EGYÜTT-PM",0
"Belföldi","20206001F",40110,"20","ZALA","206","Tormafölde",1,310,85,0,85,0,1,84,,
,"20206001T",40110,,,,,,,,,,,,,"FIDESZ-KDNP",54
,"20206001T",40110,,,,,,,,,,,,,"JOBBIK",20
,"20206001T",40110,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20206001T",40110,,,,,,,,,,,,,"MSZP",3
,"20206001T",40110,,,,,,,,,,,,,"LMP",1
,"20206001T",40110,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20206001T",40110,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20206001T",40110,,,,,,,,,,,,,"SMS",0
"Belföldi","20207001F",40111,"20","ZALA","207","Tornyiszentmiklós",1,482,112,0,112,0,0,112,,
,"20207001T",40111,,,,,,,,,,,,,"FIDESZ-KDNP",69
,"20207001T",40111,,,,,,,,,,,,,"JOBBIK",16
,"20207001T",40111,,,,,,,,,,,,,"MSZP",11
,"20207001T",40111,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",7
,"20207001T",40111,,,,,,,,,,,,,"EGYÜTT-PM",6
,"20207001T",40111,,,,,,,,,,,,,"LMP",2
,"20207001T",40111,,,,,,,,,,,,,"SMS",1
,"20207001T",40111,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20208001F",40112,"20","ZALA","208","Tófej",1,571,125,0,125,0,2,123,,
,"20208001T",40112,,,,,,,,,,,,,"FIDESZ-KDNP",64
,"20208001T",40112,,,,,,,,,,,,,"JOBBIK",34
,"20208001T",40112,,,,,,,,,,,,,"MSZP",8
,"20208001T",40112,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"20208001T",40112,,,,,,,,,,,,,"EGYÜTT-PM",7
,"20208001T",40112,,,,,,,,,,,,,"LMP",2
,"20208001T",40112,,,,,,,,,,,,,"SMS",0
,"20208001T",40112,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20209001F",40113,"20","ZALA","209","Tótszentmárton",1,764,156,0,156,0,0,156,,
,"20209001T",40113,,,,,,,,,,,,,"FIDESZ-KDNP",103
,"20209001T",40113,,,,,,,,,,,,,"JOBBIK",28
,"20209001T",40113,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",8
,"20209001T",40113,,,,,,,,,,,,,"MSZP",6
,"20209001T",40113,,,,,,,,,,,,,"LMP",5
,"20209001T",40113,,,,,,,,,,,,,"EGYÜTT-PM",4
,"20209001T",40113,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20209001T",40113,,,,,,,,,,,,,"SMS",1
"Belföldi","20210001F",40114,"20","ZALA","210","Tótszerdahely",1,452,103,0,103,0,1,102,,
,"20210001T",40114,,,,,,,,,,,,,"FIDESZ-KDNP",64
,"20210001T",40114,,,,,,,,,,,,,"JOBBIK",20
,"20210001T",40114,,,,,,,,,,,,,"MSZP",7
,"20210001T",40114,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20210001T",40114,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20210001T",40114,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20210001T",40114,,,,,,,,,,,,,"LMP",1
,"20210001T",40114,,,,,,,,,,,,,"SMS",1
"Belföldi","20210002F",40115,"20","ZALA","210","Tótszerdahely",2,500,105,0,105,0,0,105,,
,"20210002T",40115,,,,,,,,,,,,,"FIDESZ-KDNP",74
,"20210002T",40115,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",11
,"20210002T",40115,,,,,,,,,,,,,"JOBBIK",10
,"20210002T",40115,,,,,,,,,,,,,"EGYÜTT-PM",5
,"20210002T",40115,,,,,,,,,,,,,"MSZP",4
,"20210002T",40115,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20210002T",40115,,,,,,,,,,,,,"LMP",0
,"20210002T",40115,,,,,,,,,,,,,"SMS",0
"Belföldi","20211001F",39455,"20","ZALA","211","Türje",1,493,50,0,50,0,0,50,,
,"20211001T",39455,,,,,,,,,,,,,"FIDESZ-KDNP",24
,"20211001T",39455,,,,,,,,,,,,,"JOBBIK",10
,"20211001T",39455,,,,,,,,,,,,,"MSZP",9
,"20211001T",39455,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20211001T",39455,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20211001T",39455,,,,,,,,,,,,,"LMP",1
,"20211001T",39455,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20211001T",39455,,,,,,,,,,,,,"SMS",0
"Belföldi","20211002F",39456,"20","ZALA","211","Türje",2,858,160,0,160,0,2,158,,
,"20211002T",39456,,,,,,,,,,,,,"FIDESZ-KDNP",63
,"20211002T",39456,,,,,,,,,,,,,"JOBBIK",37
,"20211002T",39456,,,,,,,,,,,,,"MSZP",26
,"20211002T",39456,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",15
,"20211002T",39456,,,,,,,,,,,,,"LMP",9
,"20211002T",39456,,,,,,,,,,,,,"EGYÜTT-PM",6
,"20211002T",39456,,,,,,,,,,,,,"SMS",2
,"20211002T",39456,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20212001F",40116,"20","ZALA","212","Újudvar",1,829,207,0,207,0,0,207,,
,"20212001T",40116,,,,,,,,,,,,,"FIDESZ-KDNP",107
,"20212001T",40116,,,,,,,,,,,,,"JOBBIK",53
,"20212001T",40116,,,,,,,,,,,,,"MSZP",14
,"20212001T",40116,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",13
,"20212001T",40116,,,,,,,,,,,,,"LMP",12
,"20212001T",40116,,,,,,,,,,,,,"EGYÜTT-PM",8
,"20212001T",40116,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20212001T",40116,,,,,,,,,,,,,"SMS",0
"Belföldi","20213001F",40117,"20","ZALA","213","Valkonya",1,52,22,0,22,0,2,20,,
,"20213001T",40117,,,,,,,,,,,,,"FIDESZ-KDNP",7
,"20213001T",40117,,,,,,,,,,,,,"JOBBIK",7
,"20213001T",40117,,,,,,,,,,,,,"LMP",3
,"20213001T",40117,,,,,,,,,,,,,"EGYÜTT-PM",2
,"20213001T",40117,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20213001T",40117,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20213001T",40117,,,,,,,,,,,,,"MSZP",0
,"20213001T",40117,,,,,,,,,,,,,"SMS",0
"Belföldi","20214001F",39457,"20","ZALA","214","Vasboldogasszony",1,481,114,0,114,0,0,114,,
,"20214001T",39457,,,,,,,,,,,,,"FIDESZ-KDNP",81
,"20214001T",39457,,,,,,,,,,,,,"JOBBIK",16
,"20214001T",39457,,,,,,,,,,,,,"MSZP",7
,"20214001T",39457,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",6
,"20214001T",39457,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20214001T",39457,,,,,,,,,,,,,"LMP",1
,"20214001T",39457,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20214001T",39457,,,,,,,,,,,,,"SMS",0
"Belföldi","20215001F",41053,"20","ZALA","215","Vaspör",1,250,109,0,109,0,1,108,,
,"20215001T",41053,,,,,,,,,,,,,"FIDESZ-KDNP",87
,"20215001T",41053,,,,,,,,,,,,,"JOBBIK",11
,"20215001T",41053,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20215001T",41053,,,,,,,,,,,,,"MSZP",4
,"20215001T",41053,,,,,,,,,,,,,"SMS",1
,"20215001T",41053,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20215001T",41053,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20215001T",41053,,,,,,,,,,,,,"LMP",0
"Belföldi","20215002F",41054,"20","ZALA","215","Vaspör",2,67,35,0,35,0,0,35,,
,"20215002T",41054,,,,,,,,,,,,,"FIDESZ-KDNP",27
,"20215002T",41054,,,,,,,,,,,,,"JOBBIK",6
,"20215002T",41054,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20215002T",41054,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20215002T",41054,,,,,,,,,,,,,"SMS",0
,"20215002T",41054,,,,,,,,,,,,,"LMP",0
,"20215002T",41054,,,,,,,,,,,,,"MSZP",0
,"20215002T",41054,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20216001F",39458,"20","ZALA","216","Vállus",1,114,37,0,37,0,0,37,,
,"20216001T",39458,,,,,,,,,,,,,"FIDESZ-KDNP",26
,"20216001T",39458,,,,,,,,,,,,,"JOBBIK",5
,"20216001T",39458,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20216001T",39458,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20216001T",39458,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20216001T",39458,,,,,,,,,,,,,"MSZP",0
,"20216001T",39458,,,,,,,,,,,,,"LMP",0
,"20216001T",39458,,,,,,,,,,,,,"SMS",0
"Belföldi","20217001F",40216,"20","ZALA","217","Várfölde",1,153,32,0,32,0,0,32,,
,"20217001T",40216,,,,,,,,,,,,,"JOBBIK",15
,"20217001T",40216,,,,,,,,,,,,,"FIDESZ-KDNP",6
,"20217001T",40216,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20217001T",40216,,,,,,,,,,,,,"MSZP",4
,"20217001T",40216,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20217001T",40216,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20217001T",40216,,,,,,,,,,,,,"SMS",0
,"20217001T",40216,,,,,,,,,,,,,"LMP",0
"Belföldi","20218001F",39459,"20","ZALA","218","Várvölgy",1,891,219,0,219,0,0,219,,
,"20218001T",39459,,,,,,,,,,,,,"FIDESZ-KDNP",158
,"20218001T",39459,,,,,,,,,,,,,"JOBBIK",41
,"20218001T",39459,,,,,,,,,,,,,"LMP",7
,"20218001T",39459,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",5
,"20218001T",39459,,,,,,,,,,,,,"MSZP",3
,"20218001T",39459,,,,,,,,,,,,,"EGYÜTT-PM",3
,"20218001T",39459,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20218001T",39459,,,,,,,,,,,,,"SMS",1
"Belföldi","20219001F",39460,"20","ZALA","219","Vindornyafok",1,103,46,0,46,0,0,46,,
,"20219001T",39460,,,,,,,,,,,,,"FIDESZ-KDNP",41
,"20219001T",39460,,,,,,,,,,,,,"MSZP",3
,"20219001T",39460,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20219001T",39460,,,,,,,,,,,,,"JOBBIK",1
,"20219001T",39460,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20219001T",39460,,,,,,,,,,,,,"SMS",0
,"20219001T",39460,,,,,,,,,,,,,"LMP",0
,"20219001T",39460,,,,,,,,,,,,,"EGYÜTT-PM",0
"Belföldi","20220001F",39461,"20","ZALA","220","Vindornyalak",1,65,20,0,20,0,0,20,,
,"20220001T",39461,,,,,,,,,,,,,"FIDESZ-KDNP",15
,"20220001T",39461,,,,,,,,,,,,,"MSZP",2
,"20220001T",39461,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20220001T",39461,,,,,,,,,,,,,"JOBBIK",1
,"20220001T",39461,,,,,,,,,,,,,"LMP",1
,"20220001T",39461,,,,,,,,,,,,,"SMS",0
,"20220001T",39461,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"20220001T",39461,,,,,,,,,,,,,"EGYÜTT-PM",0
"Belföldi","20221001F",39462,"20","ZALA","221","Vindornyaszőlős",1,292,67,0,67,0,0,67,,
,"20221001T",39462,,,,,,,,,,,,,"FIDESZ-KDNP",50
,"20221001T",39462,,,,,,,,,,,,,"JOBBIK",9
,"20221001T",39462,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20221001T",39462,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20221001T",39462,,,,,,,,,,,,,"LMP",1
,"20221001T",39462,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20221001T",39462,,,,,,,,,,,,,"MSZP",1
,"20221001T",39462,,,,,,,,,,,,,"SMS",0
"Belföldi","20222001F",39463,"20","ZALA","222","Vonyarcvashegy",1,971,315,0,315,0,0,315,,
,"20222001T",39463,,,,,,,,,,,,,"FIDESZ-KDNP",202
,"20222001T",39463,,,,,,,,,,,,,"JOBBIK",32
,"20222001T",39463,,,,,,,,,,,,,"MSZP",25
,"20222001T",39463,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",24
,"20222001T",39463,,,,,,,,,,,,,"EGYÜTT-PM",20
,"20222001T",39463,,,,,,,,,,,,,"LMP",9
,"20222001T",39463,,,,,,,,,,,,,"SMS",2
,"20222001T",39463,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","20222002F",39464,"20","ZALA","222","Vonyarcvashegy",2,950,357,0,357,0,0,357,,
,"20222002T",39464,,,,,,,,,,,,,"FIDESZ-KDNP",214
,"20222002T",39464,,,,,,,,,,,,,"MSZP",38
,"20222002T",39464,,,,,,,,,,,,,"JOBBIK",33
,"20222002T",39464,,,,,,,,,,,,,"EGYÜTT-PM",30
,"20222002T",39464,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",27
,"20222002T",39464,,,,,,,,,,,,,"LMP",12
,"20222002T",39464,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20222002T",39464,,,,,,,,,,,,,"SMS",1
"Belföldi","20223001F",39561,"20","ZALA","223","Vöckönd",1,68,21,0,21,0,0,21,,
,"20223001T",39561,,,,,,,,,,,,,"FIDESZ-KDNP",9
,"20223001T",39561,,,,,,,,,,,,,"JOBBIK",8
,"20223001T",39561,,,,,,,,,,,,,"MSZP",3
,"20223001T",39561,,,,,,,,,,,,,"LMP",1
,"20223001T",39561,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
,"20223001T",39561,,,,,,,,,,,,,"SMS",0
,"20223001T",39561,,,,,,,,,,,,,"EGYÜTT-PM",0
,"20223001T",39561,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20224001F",40217,"20","ZALA","224","Zajk",1,188,30,0,30,0,0,30,,
,"20224001T",40217,,,,,,,,,,,,,"FIDESZ-KDNP",15
,"20224001T",40217,,,,,,,,,,,,,"MSZP",5
,"20224001T",40217,,,,,,,,,,,,,"JOBBIK",5
,"20224001T",40217,,,,,,,,,,,,,"EGYÜTT-PM",4
,"20224001T",40217,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20224001T",40217,,,,,,,,,,,,,"LMP",0
,"20224001T",40217,,,,,,,,,,,,,"SMS",0
,"20224001T",40217,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",0
"Belföldi","20225001F",39562,"20","ZALA","225","Zalaapáti",1,649,147,0,147,0,0,147,,
,"20225001T",39562,,,,,,,,,,,,,"FIDESZ-KDNP",72
,"20225001T",39562,,,,,,,,,,,,,"JOBBIK",30
,"20225001T",39562,,,,,,,,,,,,,"MSZP",17
,"20225001T",39562,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",14
,"20225001T",39562,,,,,,,,,,,,,"EGYÜTT-PM",8
,"20225001T",39562,,,,,,,,,,,,,"LMP",6
,"20225001T",39562,,,,,,,,,,,,,"SMS",0
,"20225001T",39562,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20225002F",39563,"20","ZALA","225","Zalaapáti",2,587,146,0,146,0,1,145,,
,"20225002T",39563,,,,,,,,,,,,,"FIDESZ-KDNP",102
,"20225002T",39563,,,,,,,,,,,,,"JOBBIK",17
,"20225002T",39563,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",11
,"20225002T",39563,,,,,,,,,,,,,"MSZP",8
,"20225002T",39563,,,,,,,,,,,,,"EGYÜTT-PM",4
,"20225002T",39563,,,,,,,,,,,,,"LMP",3
,"20225002T",39563,,,,,,,,,,,,,"SMS",0
,"20225002T",39563,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20226001F",41055,"20","ZALA","226","Zalabaksa",1,567,169,0,169,0,0,169,,
,"20226001T",41055,,,,,,,,,,,,,"FIDESZ-KDNP",109
,"20226001T",41055,,,,,,,,,,,,,"JOBBIK",25
,"20226001T",41055,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",15
,"20226001T",41055,,,,,,,,,,,,,"MSZP",12
,"20226001T",41055,,,,,,,,,,,,,"EGYÜTT-PM",4
,"20226001T",41055,,,,,,,,,,,,,"LMP",3
,"20226001T",41055,,,,,,,,,,,,,"SMS",1
,"20226001T",41055,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20227001F",39564,"20","ZALA","227","Zalabér",1,569,150,0,150,0,0,150,,
,"20227001T",39564,,,,,,,,,,,,,"FIDESZ-KDNP",88
,"20227001T",39564,,,,,,,,,,,,,"JOBBIK",22
,"20227001T",39564,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",16
,"20227001T",39564,,,,,,,,,,,,,"MSZP",13
,"20227001T",39564,,,,,,,,,,,,,"LMP",7
,"20227001T",39564,,,,,,,,,,,,,"EGYÜTT-PM",4
,"20227001T",39564,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
,"20227001T",39564,,,,,,,,,,,,,"SMS",0
"Belföldi","20228001F",41056,"20","ZALA","228","Zalaboldogfa",1,303,74,0,74,0,0,74,,
,"20228001T",41056,,,,,,,,,,,,,"FIDESZ-KDNP",40
,"20228001T",41056,,,,,,,,,,,,,"JOBBIK",28
,"20228001T",41056,,,,,,,,,,,,,"MSZP",2
,"20228001T",41056,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20228001T",41056,,,,,,,,,,,,,"SMS",1
,"20228001T",41056,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20228001T",41056,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",1
,"20228001T",41056,,,,,,,,,,,,,"LMP",0
"Belföldi","20229001F",39565,"20","ZALA","229","Zalacsány",1,799,170,0,170,0,1,169,,
,"20229001T",39565,,,,,,,,,,,,,"FIDESZ-KDNP",73
,"20229001T",39565,,,,,,,,,,,,,"JOBBIK",42
,"20229001T",39565,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",23
,"20229001T",39565,,,,,,,,,,,,,"MSZP",18
,"20229001T",39565,,,,,,,,,,,,,"LMP",10
,"20229001T",39565,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20229001T",39565,,,,,,,,,,,,,"EGYÜTT-PM",1
,"20229001T",39565,,,,,,,,,,,,,"SMS",0
"Belföldi","20230001F",41057,"20","ZALA","230","Zalacséb",1,443,130,0,130,0,0,130,,
,"20230001T",41057,,,,,,,,,,,,,"FIDESZ-KDNP",75
,"20230001T",41057,,,,,,,,,,,,,"JOBBIK",27
,"20230001T",41057,,,,,,,,,,,,,"MSZP",9
,"20230001T",41057,,,,,,,,,,,,,"EGYÜTT-PM",8
,"20230001T",41057,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",4
,"20230001T",41057,,,,,,,,,,,,,"SMS",3
,"20230001T",41057,,,,,,,,,,,,,"LMP",3
,"20230001T",41057,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
"Belföldi","20231001F",41058,"20","ZALA","231","Zalaegerszeg",1,736,200,0,200,0,0,200,,
,"20231001T",41058,,,,,,,,,,,,,"FIDESZ-KDNP",127
,"20231001T",41058,,,,,,,,,,,,,"MSZP",21
,"20231001T",41058,,,,,,,,,,,,,"JOBBIK",20
,"20231001T",41058,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",19
,"20231001T",41058,,,,,,,,,,,,,"LMP",6
,"20231001T",41058,,,,,,,,,,,,,"EGYÜTT-PM",5
,"20231001T",41058,,,,,,,,,,,,,"SMS",2
,"20231001T",41058,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20231002F",41059,"20","ZALA","231","Zalaegerszeg",2,1126,301,0,301,0,0,301,,
,"20231002T",41059,,,,,,,,,,,,,"FIDESZ-KDNP",169
,"20231002T",41059,,,,,,,,,,,,,"JOBBIK",53
,"20231002T",41059,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",28
,"20231002T",41059,,,,,,,,,,,,,"MSZP",20
,"20231002T",41059,,,,,,,,,,,,,"EGYÜTT-PM",19
,"20231002T",41059,,,,,,,,,,,,,"LMP",7
,"20231002T",41059,,,,,,,,,,,,,"SMS",3
,"20231002T",41059,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
"Belföldi","20231003F",41060,"20","ZALA","231","Zalaegerszeg",3,1137,333,0,333,0,0,333,,
,"20231003T",41060,,,,,,,,,,,,,"FIDESZ-KDNP",196
,"20231003T",41060,,,,,,,,,,,,,"JOBBIK",49
,"20231003T",41060,,,,,,,,,,,,,"MSZP",28
,"20231003T",41060,,,,,,,,,,,,,"EGYÜTT-PM",24
,"20231003T",41060,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",20
,"20231003T",41060,,,,,,,,,,,,,"LMP",13
,"20231003T",41060,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20231003T",41060,,,,,,,,,,,,,"SMS",1
"Belföldi","20231004F",41061,"20","ZALA","231","Zalaegerszeg",4,862,275,0,275,0,0,275,,
,"20231004T",41061,,,,,,,,,,,,,"FIDESZ-KDNP",180
,"20231004T",41061,,,,,,,,,,,,,"JOBBIK",39
,"20231004T",41061,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",18
,"20231004T",41061,,,,,,,,,,,,,"MSZP",16
,"20231004T",41061,,,,,,,,,,,,,"LMP",14
,"20231004T",41061,,,,,,,,,,,,,"EGYÜTT-PM",6
,"20231004T",41061,,,,,,,,,,,,,"A HAZA NEM ELADÓ",2
,"20231004T",41061,,,,,,,,,,,,,"SMS",0
"Belföldi","20231005F",41062,"20","ZALA","231","Zalaegerszeg",5,796,158,0,158,0,0,158,,
,"20231005T",41062,,,,,,,,,,,,,"FIDESZ-KDNP",87
,"20231005T",41062,,,,,,,,,,,,,"JOBBIK",32
,"20231005T",41062,,,,,,,,,,,,,"MSZP",16
,"20231005T",41062,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",9
,"20231005T",41062,,,,,,,,,,,,,"LMP",7
,"20231005T",41062,,,,,,,,,,,,,"EGYÜTT-PM",6
,"20231005T",41062,,,,,,,,,,,,,"A HAZA NEM ELADÓ",1
,"20231005T",41062,,,,,,,,,,,,,"SMS",0
"Belföldi","20231006F",41063,"20","ZALA","231","Zalaegerszeg",6,1186,280,0,280,0,0,280,,
,"20231006T",41063,,,,,,,,,,,,,"FIDESZ-KDNP",164
,"20231006T",41063,,,,,,,,,,,,,"JOBBIK",34
,"20231006T",41063,,,,,,,,,,,,,"MSZP",25
,"20231006T",41063,,,,,,,,,,,,,"EGYÜTT-PM",25
,"20231006T",41063,,,,,,,,,,,,,"LMP",16
,"20231006T",41063,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",14
,"20231006T",41063,,,,,,,,,,,,,"SMS",2
,"20231006T",41063,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20231007F",41064,"20","ZALA","231","Zalaegerszeg",7,848,241,0,241,0,2,239,,
,"20231007T",41064,,,,,,,,,,,,,"FIDESZ-KDNP",75
,"20231007T",41064,,,,,,,,,,,,,"MSZP",71
,"20231007T",41064,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",38
,"20231007T",41064,,,,,,,,,,,,,"JOBBIK",29
,"20231007T",41064,,,,,,,,,,,,,"EGYÜTT-PM",17
,"20231007T",41064,,,,,,,,,,,,,"LMP",8
,"20231007T",41064,,,,,,,,,,,,,"SMS",1
,"20231007T",41064,,,,,,,,,,,,,"A HAZA NEM ELADÓ",0
"Belföldi","20231008F",41065,"20","ZALA","231","Zalaegerszeg",8,736,241,0,241,0,1,240,,
,"20231008T",41065,,,,,,,,,,,,,"FIDESZ-KDNP",122
,"20231008T",41065,,,,,,,,,,,,,"DEMOKRATIKUS KOALÍCIÓ",35
,"20231008T",41065,,,,,,,,,,,,,"JOBBIK",34
,"20231008T",41065,,,,,,,,,,,,,"MSZP",30
,"20231008T",41065,,,,,,,,,,,,,"EGYÜTT-PM",10
,"20231008T",41065,,,,,,,,,,,,,"LMP",6
