ci|tid| sid|        li|list_name                                                                                   |votes
16|174|0001|         9|MSZP                                                                                        |       116
16|174|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
16|175|0001|         1|MRP                                                                                         |         2
16|175|0001|         2|FIDESZ-MDF                                                                                  |       222
16|175|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         4
16|175|0001|         4|CENTRUM                                                                                     |         0
16|175|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
16|175|0001|         6|MUNKÁSPÁRT                                                                                  |         2
16|175|0001|         8|MIÉP                                                                                        |         9
16|175|0001|         9|MSZP                                                                                        |       167
16|175|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         8
16|176|0001|         1|MRP                                                                                         |         0
16|176|0001|         2|FIDESZ-MDF                                                                                  |       224
16|176|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|176|0001|         4|CENTRUM                                                                                     |         8
16|176|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        15
16|176|0001|         6|MUNKÁSPÁRT                                                                                  |        18
16|176|0001|         8|MIÉP                                                                                        |        23
16|176|0001|         9|MSZP                                                                                        |       225
16|176|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |        16
16|176|0002|         1|MRP                                                                                         |         2
16|176|0002|         2|FIDESZ-MDF                                                                                  |       220
16|176|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|176|0002|         4|CENTRUM                                                                                     |        12
16|176|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         7
16|176|0002|         6|MUNKÁSPÁRT                                                                                  |        36
16|176|0002|         8|MIÉP                                                                                        |        18
16|176|0002|         9|MSZP                                                                                        |       223
16|176|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
16|177|0001|         1|MRP                                                                                         |         1
16|177|0001|         2|FIDESZ-MDF                                                                                  |        88
16|177|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|177|0001|         4|CENTRUM                                                                                     |         0
16|177|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
16|177|0001|         6|MUNKÁSPÁRT                                                                                  |         5
16|177|0001|         8|MIÉP                                                                                        |         2
16|177|0001|         9|MSZP                                                                                        |        75
16|177|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
16|178|0001|         1|MRP                                                                                         |         0
16|178|0001|         2|FIDESZ-MDF                                                                                  |       125
16|178|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|178|0001|         4|CENTRUM                                                                                     |         2
16|178|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         4
16|178|0001|         6|MUNKÁSPÁRT                                                                                  |         0
16|178|0001|         8|MIÉP                                                                                        |         9
16|178|0001|         9|MSZP                                                                                        |       125
16|178|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
16|179|0001|         1|MRP                                                                                         |         0
16|179|0001|         2|FIDESZ-MDF                                                                                  |       266
16|179|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|179|0001|         4|CENTRUM                                                                                     |         0
16|179|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
16|179|0001|         6|MUNKÁSPÁRT                                                                                  |        30
16|179|0001|         8|MIÉP                                                                                        |         8
16|179|0001|         9|MSZP                                                                                        |       131
16|179|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         5
16|179|0002|         1|MRP                                                                                         |         0
16|179|0002|         2|FIDESZ-MDF                                                                                  |       239
16|179|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|179|0002|         4|CENTRUM                                                                                     |         2
16|179|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
16|179|0002|         6|MUNKÁSPÁRT                                                                                  |         8
16|179|0002|         8|MIÉP                                                                                        |         8
16|179|0002|         9|MSZP                                                                                        |        84
16|179|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
16|180|0001|         1|MRP                                                                                         |         2
16|180|0001|         2|FIDESZ-MDF                                                                                  |       218
16|180|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|180|0001|         4|CENTRUM                                                                                     |         5
16|180|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
16|180|0001|         6|MUNKÁSPÁRT                                                                                  |         4
16|180|0001|         8|MIÉP                                                                                        |        18
16|180|0001|         9|MSZP                                                                                        |       219
16|180|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         6
16|181|0001|         1|MRP                                                                                         |         1
16|181|0001|         2|FIDESZ-MDF                                                                                  |       272
16|181|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         3
16|181|0001|         4|CENTRUM                                                                                     |        17
16|181|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        12
16|181|0001|         6|MUNKÁSPÁRT                                                                                  |         7
16|181|0001|         8|MIÉP                                                                                        |         5
16|181|0001|         9|MSZP                                                                                        |       138
16|181|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
16|181|0002|         1|MRP                                                                                         |         0
16|181|0002|         2|FIDESZ-MDF                                                                                  |       347
16|181|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|181|0002|         4|CENTRUM                                                                                     |        17
16|181|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        11
16|181|0002|         6|MUNKÁSPÁRT                                                                                  |        11
16|181|0002|         8|MIÉP                                                                                        |        34
16|181|0002|         9|MSZP                                                                                        |       199
16|181|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         9
16|182|0001|         1|MRP                                                                                         |         0
16|182|0001|         2|FIDESZ-MDF                                                                                  |       217
16|182|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|182|0001|         4|CENTRUM                                                                                     |         1
16|182|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         0
16|182|0001|         6|MUNKÁSPÁRT                                                                                  |         3
16|182|0001|         8|MIÉP                                                                                        |         5
16|182|0001|         9|MSZP                                                                                        |        56
16|182|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
16|183|0001|         1|MRP                                                                                         |         0
16|183|0001|         2|FIDESZ-MDF                                                                                  |       194
16|183|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|183|0001|         4|CENTRUM                                                                                     |         3
16|183|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         4
16|183|0001|         6|MUNKÁSPÁRT                                                                                  |         1
16|183|0001|         8|MIÉP                                                                                        |         6
16|183|0001|         9|MSZP                                                                                        |        96
16|183|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
16|184|0001|         1|MRP                                                                                         |         2
16|184|0001|         2|FIDESZ-MDF                                                                                  |       307
16|184|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|184|0001|         4|CENTRUM                                                                                     |         6
16|184|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
16|184|0001|         6|MUNKÁSPÁRT                                                                                  |         9
16|184|0001|         8|MIÉP                                                                                        |         5
16|184|0001|         9|MSZP                                                                                        |       229
16|184|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |        62
16|185|0001|         1|MRP                                                                                         |         2
16|185|0001|         2|FIDESZ-MDF                                                                                  |       166
16|185|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|185|0001|         4|CENTRUM                                                                                     |         2
16|185|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
16|185|0001|         6|MUNKÁSPÁRT                                                                                  |         5
16|185|0001|         8|MIÉP                                                                                        |        21
16|185|0001|         9|MSZP                                                                                        |       154
16|185|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
16|185|0002|         1|MRP                                                                                         |         2
16|185|0002|         2|FIDESZ-MDF                                                                                  |       102
16|185|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|185|0002|         4|CENTRUM                                                                                     |         6
16|185|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
16|185|0002|         6|MUNKÁSPÁRT                                                                                  |         4
16|185|0002|         8|MIÉP                                                                                        |        11
16|185|0002|         9|MSZP                                                                                        |       110
16|185|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
16|186|0001|         1|MRP                                                                                         |         2
16|186|0001|         2|FIDESZ-MDF                                                                                  |       269
16|186|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|186|0001|         4|CENTRUM                                                                                     |         5
16|186|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         8
16|186|0001|         6|MUNKÁSPÁRT                                                                                  |         1
16|186|0001|         8|MIÉP                                                                                        |         9
16|186|0001|         9|MSZP                                                                                        |       143
16|186|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         8
16|187|0001|         1|MRP                                                                                         |         3
16|187|0001|         2|FIDESZ-MDF                                                                                  |       352
16|187|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         5
16|187|0001|         4|CENTRUM                                                                                     |         6
16|187|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         9
16|187|0001|         6|MUNKÁSPÁRT                                                                                  |         4
16|187|0001|         8|MIÉP                                                                                        |        18
16|187|0001|         9|MSZP                                                                                        |       173
16|187|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
16|188|0001|         1|MRP                                                                                         |         1
16|188|0001|         2|FIDESZ-MDF                                                                                  |       247
16|188|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|188|0001|         4|CENTRUM                                                                                     |         5
16|188|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         2
16|188|0001|         6|MUNKÁSPÁRT                                                                                  |         8
16|188|0001|         8|MIÉP                                                                                        |         9
16|188|0001|         9|MSZP                                                                                        |       163
16|188|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         8
16|188|0002|         1|MRP                                                                                         |         0
16|188|0002|         2|FIDESZ-MDF                                                                                  |       250
16|188|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|188|0002|         4|CENTRUM                                                                                     |         8
16|188|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         4
16|188|0002|         6|MUNKÁSPÁRT                                                                                  |         6
16|188|0002|         8|MIÉP                                                                                        |        11
16|188|0002|         9|MSZP                                                                                        |       193
16|188|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         5
16|189|0001|         1|MRP                                                                                         |        11
16|189|0001|         2|FIDESZ-MDF                                                                                  |       139
16|189|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|189|0001|         4|CENTRUM                                                                                     |         6
16|189|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         9
16|189|0001|         6|MUNKÁSPÁRT                                                                                  |         6
16|189|0001|         8|MIÉP                                                                                        |        12
16|189|0001|         9|MSZP                                                                                        |       143
16|189|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         8
16|189|0002|         1|MRP                                                                                         |         8
16|189|0002|         2|FIDESZ-MDF                                                                                  |       206
16|189|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|189|0002|         4|CENTRUM                                                                                     |         9
16|189|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
16|189|0002|         6|MUNKÁSPÁRT                                                                                  |        20
16|189|0002|         8|MIÉP                                                                                        |        18
16|189|0002|         9|MSZP                                                                                        |       139
16|189|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
16|190|0001|         1|MRP                                                                                         |         0
16|190|0001|         2|FIDESZ-MDF                                                                                  |        80
16|190|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|190|0001|         4|CENTRUM                                                                                     |         0
16|190|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
16|190|0001|         6|MUNKÁSPÁRT                                                                                  |         3
16|190|0001|         8|MIÉP                                                                                        |         5
16|190|0001|         9|MSZP                                                                                        |        77
16|190|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
16|191|0001|         1|MRP                                                                                         |         0
16|191|0001|         2|FIDESZ-MDF                                                                                  |       133
16|191|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         3
16|191|0001|         4|CENTRUM                                                                                     |        10
16|191|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         2
16|191|0001|         6|MUNKÁSPÁRT                                                                                  |        14
16|191|0001|         8|MIÉP                                                                                        |         7
16|191|0001|         9|MSZP                                                                                        |       161
16|191|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
16|191|0002|         1|MRP                                                                                         |         3
16|191|0002|         2|FIDESZ-MDF                                                                                  |       165
16|191|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         4
16|191|0002|         4|CENTRUM                                                                                     |        15
16|191|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
16|191|0002|         6|MUNKÁSPÁRT                                                                                  |        22
16|191|0002|         8|MIÉP                                                                                        |        21
16|191|0002|         9|MSZP                                                                                        |       138
16|191|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
16|191|0003|         1|MRP                                                                                         |         0
16|191|0003|         2|FIDESZ-MDF                                                                                  |       178
16|191|0003|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|191|0003|         4|CENTRUM                                                                                     |        19
16|191|0003|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         7
16|191|0003|         6|MUNKÁSPÁRT                                                                                  |         4
16|191|0003|         8|MIÉP                                                                                        |        15
16|191|0003|         9|MSZP                                                                                        |       175
16|191|0003|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         5
16|192|0001|         1|MRP                                                                                         |         2
16|192|0001|         2|FIDESZ-MDF                                                                                  |       207
16|192|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|192|0001|         4|CENTRUM                                                                                     |        23
16|192|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         4
16|192|0001|         6|MUNKÁSPÁRT                                                                                  |        39
16|192|0001|         8|MIÉP                                                                                        |         6
16|192|0001|         9|MSZP                                                                                        |       165
16|192|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
16|192|0002|         1|MRP                                                                                         |         0
16|192|0002|         2|FIDESZ-MDF                                                                                  |       181
16|192|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|192|0002|         4|CENTRUM                                                                                     |         5
16|192|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
16|192|0002|         6|MUNKÁSPÁRT                                                                                  |        51
16|192|0002|         8|MIÉP                                                                                        |        14
16|192|0002|         9|MSZP                                                                                        |       164
16|192|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
16|192|0003|         1|MRP                                                                                         |         0
16|192|0003|         2|FIDESZ-MDF                                                                                  |       255
16|192|0003|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|192|0003|         4|CENTRUM                                                                                     |         4
16|192|0003|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         4
16|192|0003|         6|MUNKÁSPÁRT                                                                                  |        48
16|192|0003|         8|MIÉP                                                                                        |         7
16|192|0003|         9|MSZP                                                                                        |       171
16|192|0003|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
16|192|0004|         1|MRP                                                                                         |         0
16|192|0004|         2|FIDESZ-MDF                                                                                  |        30
16|192|0004|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|192|0004|         4|CENTRUM                                                                                     |         0
16|192|0004|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
16|192|0004|         6|MUNKÁSPÁRT                                                                                  |         3
16|192|0004|         8|MIÉP                                                                                        |         0
16|192|0004|         9|MSZP                                                                                        |        47
16|192|0004|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
16|193|0001|         1|MRP                                                                                         |         2
16|193|0001|         2|FIDESZ-MDF                                                                                  |       139
16|193|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|193|0001|         4|CENTRUM                                                                                     |        17
16|193|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
16|193|0001|         6|MUNKÁSPÁRT                                                                                  |         2
16|193|0001|         8|MIÉP                                                                                        |        55
16|193|0001|         9|MSZP                                                                                        |       128
16|193|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
16|193|0002|         1|MRP                                                                                         |         1
16|193|0002|         2|FIDESZ-MDF                                                                                  |       111
16|193|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|193|0002|         4|CENTRUM                                                                                     |         4
16|193|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
16|193|0002|         6|MUNKÁSPÁRT                                                                                  |         0
16|193|0002|         8|MIÉP                                                                                        |        76
16|193|0002|         9|MSZP                                                                                        |       107
16|193|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         6
16|193|0003|         1|MRP                                                                                         |         1
16|193|0003|         2|FIDESZ-MDF                                                                                  |       188
16|193|0003|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|193|0003|         4|CENTRUM                                                                                     |         4
16|193|0003|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         0
16|193|0003|         6|MUNKÁSPÁRT                                                                                  |         4
16|193|0003|         8|MIÉP                                                                                        |        50
16|193|0003|         9|MSZP                                                                                        |        64
16|193|0003|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
16|193|0004|         1|MRP                                                                                         |         0
16|193|0004|         2|FIDESZ-MDF                                                                                  |       136
16|193|0004|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         2
16|193|0004|         4|CENTRUM                                                                                     |         4
16|193|0004|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         7
16|193|0004|         6|MUNKÁSPÁRT                                                                                  |         6
16|193|0004|         8|MIÉP                                                                                        |        37
16|193|0004|         9|MSZP                                                                                        |       100
16|193|0004|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
16|193|0005|         1|MRP                                                                                         |         0
16|193|0005|         2|FIDESZ-MDF                                                                                  |        23
16|193|0005|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         0
16|193|0005|         4|CENTRUM                                                                                     |         0
16|193|0005|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
16|193|0005|         6|MUNKÁSPÁRT                                                                                  |         0
16|193|0005|         8|MIÉP                                                                                        |        24
16|193|0005|         9|MSZP                                                                                        |        28
16|193|0005|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
16|194|0001|         1|MRP                                                                                         |         0
16|194|0001|         2|FIDESZ-MDF                                                                                  |       165
16|194|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|194|0001|         4|CENTRUM                                                                                     |         4
16|194|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         7
16|194|0001|         6|MUNKÁSPÁRT                                                                                  |         7
16|194|0001|         8|MIÉP                                                                                        |         7
16|194|0001|         9|MSZP                                                                                        |       157
16|194|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
16|194|0002|         1|MRP                                                                                         |         1
16|194|0002|         2|FIDESZ-MDF                                                                                  |       219
16|194|0002|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|194|0002|         4|CENTRUM                                                                                     |         1
16|194|0002|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        19
16|194|0002|         6|MUNKÁSPÁRT                                                                                  |         2
16|194|0002|         8|MIÉP                                                                                        |         8
16|194|0002|         9|MSZP                                                                                        |       117
16|194|0002|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
16|195|0001|         1|MRP                                                                                         |         0
16|195|0001|         2|FIDESZ-MDF                                                                                  |       296
16|195|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         1
16|195|0001|         4|CENTRUM                                                                                     |         9
16|195|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         8
16|195|0001|         6|MUNKÁSPÁRT                                                                                  |         4
16|195|0001|         8|MIÉP                                                                                        |        12
16|195|0001|         9|MSZP                                                                                        |       121
16|195|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |        10
16|196|0001|         1|MRP                                                                                         |         4
16|196|0001|         2|FIDESZ-MDF                                                                                  |       233
16|196|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         7
16|196|0001|         4|CENTRUM                                                                                     |         6
16|196|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
16|196|0001|         6|MUNKÁSPÁRT                                                                                  |        12
16|196|0001|         8|MIÉP                                                                                        |        16
16|196|0001|         9|MSZP                                                                                        |       153
16|196|0001|        10|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
16|197|0001|         1|MRP                                                                                         |         0
16|197|0001|         2|FIDESZ-MDF                                                                                  |       279
16|197|0001|         3|SZOCIÁLDEMOKRATA PÁRT                                                                       |         4
16|197|0001|         4|CENTRUM                                                                                     |        71
16|197|0001|         5|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        22
