ci|tid| sid|        li|list_name                                                                                   |votes
02|078|0001|         6|MUNKÁSPÁRT                                                                                  |         3
02|078|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|079|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        17
02|079|0001|         2|MIÉP                                                                                        |        12
02|079|0001|         3|CENTRUM                                                                                     |         7
02|079|0001|         4|MSZP                                                                                        |       131
02|079|0001|         5|FIDESZ-MDF                                                                                  |       189
02|079|0001|         6|MUNKÁSPÁRT                                                                                  |         5
02|079|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|079|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        12
02|079|0002|         2|MIÉP                                                                                        |         7
02|079|0002|         3|CENTRUM                                                                                     |         2
02|079|0002|         4|MSZP                                                                                        |        63
02|079|0002|         5|FIDESZ-MDF                                                                                  |       108
02|079|0002|         6|MUNKÁSPÁRT                                                                                  |         4
02|079|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|080|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        11
02|080|0001|         2|MIÉP                                                                                        |         0
02|080|0001|         3|CENTRUM                                                                                     |         1
02|080|0001|         4|MSZP                                                                                        |        47
02|080|0001|         5|FIDESZ-MDF                                                                                  |        63
02|080|0001|         6|MUNKÁSPÁRT                                                                                  |         2
02|080|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|081|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         9
02|081|0001|         2|MIÉP                                                                                        |         1
02|081|0001|         3|CENTRUM                                                                                     |         1
02|081|0001|         4|MSZP                                                                                        |        38
02|081|0001|         5|FIDESZ-MDF                                                                                  |        77
02|081|0001|         6|MUNKÁSPÁRT                                                                                  |         8
02|081|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|082|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
02|082|0001|         2|MIÉP                                                                                        |         2
02|082|0001|         3|CENTRUM                                                                                     |         3
02|082|0001|         4|MSZP                                                                                        |        53
02|082|0001|         5|FIDESZ-MDF                                                                                  |        59
02|082|0001|         6|MUNKÁSPÁRT                                                                                  |        12
02|082|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|083|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        11
02|083|0001|         2|MIÉP                                                                                        |         5
02|083|0001|         3|CENTRUM                                                                                     |         0
02|083|0001|         4|MSZP                                                                                        |        72
02|083|0001|         5|FIDESZ-MDF                                                                                  |       115
02|083|0001|         6|MUNKÁSPÁRT                                                                                  |         1
02|083|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|083|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
02|083|0002|         2|MIÉP                                                                                        |         4
02|083|0002|         3|CENTRUM                                                                                     |         3
02|083|0002|         4|MSZP                                                                                        |        33
02|083|0002|         5|FIDESZ-MDF                                                                                  |        79
02|083|0002|         6|MUNKÁSPÁRT                                                                                  |         3
02|083|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|083|0003|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         8
02|083|0003|         2|MIÉP                                                                                        |         2
02|083|0003|         3|CENTRUM                                                                                     |         2
02|083|0003|         4|MSZP                                                                                        |        63
02|083|0003|         5|FIDESZ-MDF                                                                                  |        93
02|083|0003|         6|MUNKÁSPÁRT                                                                                  |         2
02|083|0003|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         5
02|084|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        42
02|084|0001|         2|MIÉP                                                                                        |        19
02|084|0001|         3|CENTRUM                                                                                     |        28
02|084|0001|         4|MSZP                                                                                        |       433
02|084|0001|         5|FIDESZ-MDF                                                                                  |       264
02|084|0001|         6|MUNKÁSPÁRT                                                                                  |        19
02|084|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         6
02|084|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         7
02|084|0002|         2|MIÉP                                                                                        |         3
02|084|0002|         3|CENTRUM                                                                                     |         1
02|084|0002|         4|MSZP                                                                                        |        65
02|084|0002|         5|FIDESZ-MDF                                                                                  |        20
02|084|0002|         6|MUNKÁSPÁRT                                                                                  |         3
02|084|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|085|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
02|085|0001|         2|MIÉP                                                                                        |         2
02|085|0001|         3|CENTRUM                                                                                     |        10
02|085|0001|         4|MSZP                                                                                        |        84
02|085|0001|         5|FIDESZ-MDF                                                                                  |       126
02|085|0001|         6|MUNKÁSPÁRT                                                                                  |         3
02|085|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|086|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        10
02|086|0001|         2|MIÉP                                                                                        |         6
02|086|0001|         3|CENTRUM                                                                                     |        13
02|086|0001|         4|MSZP                                                                                        |       124
02|086|0001|         5|FIDESZ-MDF                                                                                  |       157
02|086|0001|         6|MUNKÁSPÁRT                                                                                  |        10
02|086|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|087|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         0
02|087|0001|         2|MIÉP                                                                                        |         1
02|087|0001|         3|CENTRUM                                                                                     |         0
02|087|0001|         4|MSZP                                                                                        |        26
02|087|0001|         5|FIDESZ-MDF                                                                                  |        31
02|087|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|087|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|088|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
02|088|0001|         2|MIÉP                                                                                        |         6
02|088|0001|         3|CENTRUM                                                                                     |         2
02|088|0001|         4|MSZP                                                                                        |        24
02|088|0001|         5|FIDESZ-MDF                                                                                  |        95
02|088|0001|         6|MUNKÁSPÁRT                                                                                  |         1
02|088|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|089|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         9
02|089|0001|         2|MIÉP                                                                                        |        12
02|089|0001|         3|CENTRUM                                                                                     |         9
02|089|0001|         4|MSZP                                                                                        |       114
02|089|0001|         5|FIDESZ-MDF                                                                                  |       191
02|089|0001|         6|MUNKÁSPÁRT                                                                                  |         9
02|089|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         5
02|089|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        29
02|089|0002|         2|MIÉP                                                                                        |        40
02|089|0002|         3|CENTRUM                                                                                     |        17
02|089|0002|         4|MSZP                                                                                        |       179
02|089|0002|         5|FIDESZ-MDF                                                                                  |       339
02|089|0002|         6|MUNKÁSPÁRT                                                                                  |        18
02|089|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
02|089|0003|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        27
02|089|0003|         2|MIÉP                                                                                        |        29
02|089|0003|         3|CENTRUM                                                                                     |        15
02|089|0003|         4|MSZP                                                                                        |       195
02|089|0003|         5|FIDESZ-MDF                                                                                  |       320
02|089|0003|         6|MUNKÁSPÁRT                                                                                  |         9
02|089|0003|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         6
02|089|0004|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        11
02|089|0004|         2|MIÉP                                                                                        |        51
02|089|0004|         3|CENTRUM                                                                                     |        21
02|089|0004|         4|MSZP                                                                                        |       202
02|089|0004|         5|FIDESZ-MDF                                                                                  |       336
02|089|0004|         6|MUNKÁSPÁRT                                                                                  |         7
02|089|0004|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |        12
02|090|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         5
02|090|0001|         2|MIÉP                                                                                        |         8
02|090|0001|         3|CENTRUM                                                                                     |         9
02|090|0001|         4|MSZP                                                                                        |        65
02|090|0001|         5|FIDESZ-MDF                                                                                  |       124
02|090|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|090|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|091|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         5
02|091|0001|         2|MIÉP                                                                                        |         1
02|091|0001|         3|CENTRUM                                                                                     |         0
02|091|0001|         4|MSZP                                                                                        |        78
02|091|0001|         5|FIDESZ-MDF                                                                                  |        46
02|091|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|091|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|092|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
02|092|0001|         2|MIÉP                                                                                        |         2
02|092|0001|         3|CENTRUM                                                                                     |         5
02|092|0001|         4|MSZP                                                                                        |        62
02|092|0001|         5|FIDESZ-MDF                                                                                  |       140
02|092|0001|         6|MUNKÁSPÁRT                                                                                  |         7
02|092|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|093|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         4
02|093|0001|         2|MIÉP                                                                                        |        14
02|093|0001|         3|CENTRUM                                                                                     |         1
02|093|0001|         4|MSZP                                                                                        |        67
02|093|0001|         5|FIDESZ-MDF                                                                                  |        89
02|093|0001|         6|MUNKÁSPÁRT                                                                                  |        10
02|093|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|094|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        10
02|094|0001|         2|MIÉP                                                                                        |         1
02|094|0001|         3|CENTRUM                                                                                     |         3
02|094|0001|         4|MSZP                                                                                        |       115
02|094|0001|         5|FIDESZ-MDF                                                                                  |       128
02|094|0001|         6|MUNKÁSPÁRT                                                                                  |        10
02|094|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
02|095|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        24
02|095|0001|         2|MIÉP                                                                                        |        31
02|095|0001|         3|CENTRUM                                                                                     |         9
02|095|0001|         4|MSZP                                                                                        |       223
02|095|0001|         5|FIDESZ-MDF                                                                                  |       292
02|095|0001|         6|MUNKÁSPÁRT                                                                                  |        11
02|095|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|095|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        28
02|095|0002|         2|MIÉP                                                                                        |        26
02|095|0002|         3|CENTRUM                                                                                     |        26
02|095|0002|         4|MSZP                                                                                        |       246
02|095|0002|         5|FIDESZ-MDF                                                                                  |       313
02|095|0002|         6|MUNKÁSPÁRT                                                                                  |         4
02|095|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|096|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        17
02|096|0001|         2|MIÉP                                                                                        |         7
02|096|0001|         3|CENTRUM                                                                                     |        11
02|096|0001|         4|MSZP                                                                                        |       102
02|096|0001|         5|FIDESZ-MDF                                                                                  |       181
02|096|0001|         6|MUNKÁSPÁRT                                                                                  |         6
02|096|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|096|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        20
02|096|0002|         2|MIÉP                                                                                        |         7
02|096|0002|         3|CENTRUM                                                                                     |         9
02|096|0002|         4|MSZP                                                                                        |       135
02|096|0002|         5|FIDESZ-MDF                                                                                  |       211
02|096|0002|         6|MUNKÁSPÁRT                                                                                  |         3
02|096|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
02|097|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
02|097|0001|         2|MIÉP                                                                                        |         1
02|097|0001|         3|CENTRUM                                                                                     |         1
02|097|0001|         4|MSZP                                                                                        |        32
02|097|0001|         5|FIDESZ-MDF                                                                                  |        71
02|097|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|097|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|098|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         7
02|098|0001|         2|MIÉP                                                                                        |         2
02|098|0001|         3|CENTRUM                                                                                     |         7
02|098|0001|         4|MSZP                                                                                        |        96
02|098|0001|         5|FIDESZ-MDF                                                                                  |        97
02|098|0001|         6|MUNKÁSPÁRT                                                                                  |         5
02|098|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|098|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        19
02|098|0002|         2|MIÉP                                                                                        |         4
02|098|0002|         3|CENTRUM                                                                                     |         6
02|098|0002|         4|MSZP                                                                                        |       123
02|098|0002|         5|FIDESZ-MDF                                                                                  |       161
02|098|0002|         6|MUNKÁSPÁRT                                                                                  |         7
02|098|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|099|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        14
02|099|0001|         2|MIÉP                                                                                        |        12
02|099|0001|         3|CENTRUM                                                                                     |         3
02|099|0001|         4|MSZP                                                                                        |       104
02|099|0001|         5|FIDESZ-MDF                                                                                  |       221
02|099|0001|         6|MUNKÁSPÁRT                                                                                  |         8
02|099|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |        18
02|100|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
02|100|0001|         2|MIÉP                                                                                        |         0
02|100|0001|         3|CENTRUM                                                                                     |         8
02|100|0001|         4|MSZP                                                                                        |        16
02|100|0001|         5|FIDESZ-MDF                                                                                  |        21
02|100|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|100|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|101|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        32
02|101|0001|         2|MIÉP                                                                                        |        23
02|101|0001|         3|CENTRUM                                                                                     |        17
02|101|0001|         4|MSZP                                                                                        |       234
02|101|0001|         5|FIDESZ-MDF                                                                                  |       234
02|101|0001|         6|MUNKÁSPÁRT                                                                                  |        14
02|101|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|101|0002|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        31
02|101|0002|         2|MIÉP                                                                                        |        22
02|101|0002|         3|CENTRUM                                                                                     |        13
02|101|0002|         4|MSZP                                                                                        |       223
02|101|0002|         5|FIDESZ-MDF                                                                                  |       264
02|101|0002|         6|MUNKÁSPÁRT                                                                                  |         9
02|101|0002|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |        11
02|101|0003|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        19
02|101|0003|         2|MIÉP                                                                                        |        12
02|101|0003|         3|CENTRUM                                                                                     |        18
02|101|0003|         4|MSZP                                                                                        |       287
02|101|0003|         5|FIDESZ-MDF                                                                                  |       151
02|101|0003|         6|MUNKÁSPÁRT                                                                                  |        12
02|101|0003|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
02|102|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         2
02|102|0001|         2|MIÉP                                                                                        |         0
02|102|0001|         3|CENTRUM                                                                                     |         0
02|102|0001|         4|MSZP                                                                                        |        27
02|102|0001|         5|FIDESZ-MDF                                                                                  |        17
02|102|0001|         6|MUNKÁSPÁRT                                                                                  |         0
02|102|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|103|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         2
02|103|0001|         2|MIÉP                                                                                        |         2
02|103|0001|         3|CENTRUM                                                                                     |         6
02|103|0001|         4|MSZP                                                                                        |        59
02|103|0001|         5|FIDESZ-MDF                                                                                  |        52
02|103|0001|         6|MUNKÁSPÁRT                                                                                  |         1
02|103|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
02|104|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         5
02|104|0001|         2|MIÉP                                                                                        |         0
02|104|0001|         3|CENTRUM                                                                                     |         2
02|104|0001|         4|MSZP                                                                                        |        84
02|104|0001|         5|FIDESZ-MDF                                                                                  |        41
02|104|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|104|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|105|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
02|105|0001|         2|MIÉP                                                                                        |         1
02|105|0001|         3|CENTRUM                                                                                     |         1
02|105|0001|         4|MSZP                                                                                        |        58
02|105|0001|         5|FIDESZ-MDF                                                                                  |        71
02|105|0001|         6|MUNKÁSPÁRT                                                                                  |         1
02|105|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|106|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
02|106|0001|         2|MIÉP                                                                                        |         1
02|106|0001|         3|CENTRUM                                                                                     |         2
02|106|0001|         4|MSZP                                                                                        |        71
02|106|0001|         5|FIDESZ-MDF                                                                                  |        28
02|106|0001|         6|MUNKÁSPÁRT                                                                                  |         2
02|106|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|107|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         3
02|107|0001|         2|MIÉP                                                                                        |         0
02|107|0001|         3|CENTRUM                                                                                     |         0
02|107|0001|         4|MSZP                                                                                        |        79
02|107|0001|         5|FIDESZ-MDF                                                                                  |        64
02|107|0001|         6|MUNKÁSPÁRT                                                                                  |         2
02|107|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|108|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         6
02|108|0001|         2|MIÉP                                                                                        |         4
02|108|0001|         3|CENTRUM                                                                                     |         0
02|108|0001|         4|MSZP                                                                                        |        71
02|108|0001|         5|FIDESZ-MDF                                                                                  |        58
02|108|0001|         6|MUNKÁSPÁRT                                                                                  |        11
02|108|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|109|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         1
02|109|0001|         2|MIÉP                                                                                        |         3
02|109|0001|         3|CENTRUM                                                                                     |         2
02|109|0001|         4|MSZP                                                                                        |        21
02|109|0001|         5|FIDESZ-MDF                                                                                  |        35
02|109|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|109|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         2
02|110|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         2
02|110|0001|         2|MIÉP                                                                                        |         3
02|110|0001|         3|CENTRUM                                                                                     |         2
02|110|0001|         4|MSZP                                                                                        |        59
02|110|0001|         5|FIDESZ-MDF                                                                                  |        51
02|110|0001|         6|MUNKÁSPÁRT                                                                                  |         5
02|110|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         4
02|111|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        28
02|111|0001|         2|MIÉP                                                                                        |         7
02|111|0001|         3|CENTRUM                                                                                     |        14
02|111|0001|         4|MSZP                                                                                        |        83
02|111|0001|         5|FIDESZ-MDF                                                                                  |        99
02|111|0001|         6|MUNKÁSPÁRT                                                                                  |         4
02|111|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         7
02|112|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        11
02|112|0001|         2|MIÉP                                                                                        |         4
02|112|0001|         3|CENTRUM                                                                                     |         3
02|112|0001|         4|MSZP                                                                                        |       118
02|112|0001|         5|FIDESZ-MDF                                                                                  |        86
02|112|0001|         6|MUNKÁSPÁRT                                                                                  |         1
02|112|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|113|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         8
02|113|0001|         2|MIÉP                                                                                        |         1
02|113|0001|         3|CENTRUM                                                                                     |         4
02|113|0001|         4|MSZP                                                                                        |       101
02|113|0001|         5|FIDESZ-MDF                                                                                  |        91
02|113|0001|         6|MUNKÁSPÁRT                                                                                  |         6
02|113|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         3
02|114|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |         0
02|114|0001|         2|MIÉP                                                                                        |         2
02|114|0001|         3|CENTRUM                                                                                     |         1
02|114|0001|         4|MSZP                                                                                        |        12
02|114|0001|         5|FIDESZ-MDF                                                                                  |        35
02|114|0001|         6|MUNKÁSPÁRT                                                                                  |         0
02|114|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         0
02|115|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        26
02|115|0001|         2|MIÉP                                                                                        |        16
02|115|0001|         3|CENTRUM                                                                                     |        17
02|115|0001|         4|MSZP                                                                                        |       242
02|115|0001|         5|FIDESZ-MDF                                                                                  |       220
02|115|0001|         6|MUNKÁSPÁRT                                                                                  |         6
02|115|0001|         7|FÜGGETLEN KISGAZDAPÁRT                                                                      |         1
02|116|0001|         1|SZABAD DEMOKRATÁK SZÖVETSÉGE                                                                |        13
02|116|0001|         2|MIÉP                                                                                        |         5
02|116|0001|         3|CENTRUM                                                                                     |         1
02|116|0001|         4|MSZP                                                                                        |        34
