"SZAVAZÓKÖR_AZON","JKV_AZONOSÍTÓ","'LISTÁS'","MEGYEKÓD","MEGYE","OEVK","SZÉKHELY","SZH_KER","TELEPÜLÉS_SORSZÁM","TELEPÜLÉS","SZAVAZÓKÖR","VÁLASZTÓPOLGÁR","MEGJELENTEK","URNÁBAN_LEVŐ","ELTÉRÉS","ÉRVÉNYTELEN","ÉRVÉNYES","LISTA_TÍPUS","LISTA","SZAVAZAT","NEMZ_VÁLASZTÓPOLGÁR","NEMZ_MEGJELENTEK","NEMZ_URNÁBAN_LÉVŐ","NEMZ_ELTÉRÉS","NEMZ_ÉRVÉNYTELEN"
"20035001F",247373,"Listás","20","ZALA","02","Keszthely",,"035","Cserszegtomaj","001",1175,881,880,0,10,870,,,,,,,,
"20035001T",247373,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",481,,,,,
"20035001T",247373,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",267,,,,,
"20035001T",247373,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",75,,,,,
"20035001T",247373,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",28,,,,,
"20035001T",247373,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",10,,,,,
"20035001T",247373,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",9,,,,,
"20035002F",247375,"Listás","20","ZALA","02","Keszthely",,"035","Cserszegtomaj","002",1183,858,858,0,10,848,,,,,,,,
"20035002T",247375,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",443,,,,,
"20035002T",247375,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",292,,,,,
"20035002T",247375,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",71,,,,,
"20035002T",247375,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",24,,,,,
"20035002T",247375,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",11,,,,,
"20035002T",247375,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"20036001F",247377,"Listás","20","ZALA","03","Nagykanizsa",,"036","Csertalakos","001",32,14,14,0,0,14,,,,,,,,
"20036001T",247377,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",10,,,,,
"20036001T",247377,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",2,,,,,
"20036001T",247377,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",1,,,,,
"20036001T",247377,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20036001T",247377,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",0,,,,,
"20036001T",247377,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20037001F",247379,"Listás","20","ZALA","01","Zalaegerszeg",,"037","Csesztreg","001",680,515,511,0,6,505,,,,,,,,
"20037001T",247379,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",319,,,,,
"20037001T",247379,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",134,,,,,
"20037001T",247379,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",24,,,,,
"20037001T",247379,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",17,,,,,
"20037001T",247379,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",7,,,,,
"20037001T",247379,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"20038001F",247381,"Listás","20","ZALA","01","Zalaegerszeg",,"038","Csonkahegyhát","001",270,212,212,0,6,206,,,,,,,,
"20038001T",247381,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",130,,,,,
"20038001T",247381,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",46,,,,,
"20038001T",247381,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",20,,,,,
"20038001T",247381,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",6,,,,,
"20038001T",247381,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"20038001T",247381,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20039001F",247383,"Listás","20","ZALA","01","Zalaegerszeg",,"039","Csöde","001",66,55,55,0,1,54,,,,,,,,
"20039001T",247383,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",43,,,,,
"20039001T",247383,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",5,,,,,
"20039001T",247383,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",4,,,,,
"20039001T",247383,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",1,,,,,
"20039001T",247383,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20039001T",247383,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20040001F",247385,"Listás","20","ZALA","03","Nagykanizsa",,"040","Csömödér","001",466,306,306,0,0,306,,,,,,,,
"20040001T",247385,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",212,,,,,
"20040001T",247385,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",58,,,,,
"20040001T",247385,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",19,,,,,
"20040001T",247385,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",8,,,,,
"20040001T",247385,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",6,,,,,
"20040001T",247385,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"20041001F",247387,"Listás","20","ZALA","03","Nagykanizsa",,"041","Csörnyeföld","001",304,201,201,0,4,197,,,,,,,,
"20041001T",247387,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",133,,,,,
"20041001T",247387,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",38,,,,,
"20041001T",247387,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",16,,,,,
"20041001T",247387,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",6,,,,,
"20041001T",247387,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"20041001T",247387,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"20042001F",247389,"Listás","20","ZALA","02","Keszthely",,"042","Dióskál","001",347,237,237,0,1,236,,,,,,,,
"20042001T",247389,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",158,,,,,
"20042001T",247389,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",57,,,,,
"20042001T",247389,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",9,,,,,
"20042001T",247389,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",7,,,,,
"20042001T",247389,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"20042001T",247389,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20043001F",247391,"Listás","20","ZALA","03","Nagykanizsa",,"043","Dobri","001",133,98,98,0,1,97,,,,,,,,
"20043001T",247391,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",48,,,,,
"20043001T",247391,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",31,,,,,
"20043001T",247391,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",11,,,,,
"20043001T",247391,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",5,,,,,
"20043001T",247391,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"20043001T",247391,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20044001F",247393,"Listás","20","ZALA","01","Zalaegerszeg",,"044","Dobronhegy","001",125,106,106,0,0,106,,,,,,,,
"20044001T",247393,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",68,,,,,
"20044001T",247393,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",16,,,,,
"20044001T",247393,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",14,,,,,
"20044001T",247393,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",4,,,,,
"20044001T",247393,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",3,,,,,
"20044001T",247393,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",1,,,,,
"20045001F",247395,"Listás","20","ZALA","02","Keszthely",,"045","Döbröce","001",64,54,54,0,1,53,,,,,,,,
"20045001T",247395,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",31,,,,,
"20045001T",247395,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",15,,,,,
"20045001T",247395,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",7,,,,,
"20045001T",247395,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",0,,,,,
"20045001T",247395,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20045001T",247395,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"20046001F",247397,"Listás","20","ZALA","02","Keszthely",,"046","Dötk","001",24,22,22,0,1,21,,,,,,,,
"20046001T",247397,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",12,,,,,
"20046001T",247397,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",8,,,,,
"20046001T",247397,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",1,,,,,
"20046001T",247397,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",0,,,,,
"20046001T",247397,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20046001T",247397,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"20047001F",247399,"Listás","20","ZALA","02","Keszthely",,"047","Egeraracsa","001",237,154,154,0,1,153,,,,,,,,
"20047001T",247399,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",110,,,,,
"20047001T",247399,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",30,,,,,
"20047001T",247399,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",9,,,,,
"20047001T",247399,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"20047001T",247399,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20047001T",247399,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20048001F",247401,"Listás","20","ZALA","02","Keszthely",,"048","Egervár","001",828,631,630,0,6,624,,,,,,,,
"20048001T",247401,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",436,,,,,
"20048001T",247401,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",123,,,,,
"20048001T",247401,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",39,,,,,
"20048001T",247401,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",18,,,,,
"20048001T",247401,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"20048001T",247401,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20048001T",247401,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"20048001T",247401,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS ÖRMÉNY ÖNKORMÁNYZAT",1,1,1,1,0,0
"20049001F",247403,"Listás","20","ZALA","03","Nagykanizsa",,"049","Eszteregnye","001",547,404,404,0,1,403,,,,,,,,
"20049001T",247403,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",231,,,,,
"20049001T",247403,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",123,,,,,
"20049001T",247403,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",31,,,,,
"20049001T",247403,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",7,,,,,
"20049001T",247403,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",6,,,,,
"20049001T",247403,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",5,,,,,
"20050001F",247405,"Listás","20","ZALA","02","Keszthely",,"050","Esztergályhorváti","001",322,206,206,0,3,203,,,,,,,,
"20050001T",247405,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",127,,,,,
"20050001T",247405,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",44,,,,,
"20050001T",247405,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",25,,,,,
"20050001T",247405,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"20050001T",247405,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"20050001T",247405,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20051001F",247407,"Listás","20","ZALA","02","Keszthely",,"051","Felsőpáhok","001",539,387,387,0,1,386,,,,,,,,
"20051001T",247407,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",246,,,,,
"20051001T",247407,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",94,,,,,
"20051001T",247407,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",34,,,,,
"20051001T",247407,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",6,,,,,
"20051001T",247407,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",4,,,,,
"20051001T",247407,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",2,,,,,
"20052001F",247409,"Listás","20","ZALA","02","Keszthely",,"052","Felsőrajk","001",588,410,410,0,7,403,,,,,,,,
"20052001T",247409,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",283,,,,,
"20052001T",247409,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",85,,,,,
"20052001T",247409,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",28,,,,,
"20052001T",247409,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",5,,,,,
"20052001T",247409,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",2,,,,,
"20052001T",247409,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20053001F",247411,"Listás","20","ZALA","01","Zalaegerszeg",,"053","Felsőszenterzsébet","001",14,13,13,0,0,13,,,,,,,,
"20053001T",247411,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",6,,,,,
"20053001T",247411,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",5,,,,,
"20053001T",247411,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",2,,,,,
"20053001T",247411,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",0,,,,,
"20053001T",247411,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20053001T",247411,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"20054001F",247413,"Listás","20","ZALA","03","Nagykanizsa",,"054","Fityeház","001",523,374,375,0,8,367,,,,,,,,
"20054001T",247413,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",242,,,,,
"20054001T",247413,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",93,,,,,
"20054001T",247413,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",19,,,,,
"20054001T",247413,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",7,,,,,
"20054001T",247413,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20054001T",247413,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",0,,,,,
"20054001T",247413,,,,,,,,,,,,,,,,"Nemzetiségi","ORSZÁGOS HORVÁT ÖNKORMÁNYZAT",5,5,5,5,0,0
"20055001F",247415,"Listás","20","ZALA","03","Nagykanizsa",,"055","Fűzvölgy","001",102,78,78,0,0,78,,,,,,,,
"20055001T",247415,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",46,,,,,
"20055001T",247415,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",14,,,,,
"20055001T",247415,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",12,,,,,
"20055001T",247415,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"20055001T",247415,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",2,,,,,
"20055001T",247415,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",0,,,,,
"20055001T",247415,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",1,1,1,1,0,0
"20056001F",247417,"Listás","20","ZALA","03","Nagykanizsa",,"056","Galambok","001",934,571,571,0,3,568,,,,,,,,
"20056001T",247417,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",384,,,,,
"20056001T",247417,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",116,,,,,
"20056001T",247417,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",42,,,,,
"20056001T",247417,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",14,,,,,
"20056001T",247417,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",9,,,,,
"20056001T",247417,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",3,,,,,
"20057001F",247419,"Listás","20","ZALA","02","Keszthely",,"057","Garabonc","001",496,291,288,0,7,281,,,,,,,,
"20057001T",247419,,,,,,,,,,,,,,,," ","FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT",206,,,,,
"20057001T",247419,,,,,,,,,,,,,,,," ","DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT",42,,,,,
"20057001T",247419,,,,,,,,,,,,,,,," ","MI HAZÁNK MOZGALOM",24,,,,,
"20057001T",247419,,,,,,,,,,,,,,,," ","MEGOLDÁS MOZGALOM",5,,,,,
"20057001T",247419,,,,,,,,,,,,,,,," ","MAGYAR KÉTFARKÚ KUTYA PÁRT",3,,,,,
"20057001T",247419,,,,,,,,,,,,,,,," ","NORMÁLIS ÉLET PÁRTJA",1,,,,,
"20057001T",247419,,,,,,,,,,,,,,,,"Nemzetiségi","MAGYARORSZÁGI NÉMETEK ORSZÁGOS ÖNKORMÁNYZATA",0,1,0,0,0,0
"20058001F",247421,"Listás","20","ZALA","01","Zalaegerszeg",,"058","Gáborjánháza","001",46,36,36,0,1,35,,,,,,,,
