Anno evento,Tipo variazione,Sigla automobilistica,Codice Provincia/Uts,Codice Comune,Comune,Codice Uts associato,Sigla automobilistica associata,Codice Comune associato,Comune associato,Provvedimento e Documento,Contenuto del provvedimento,Data evento,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90066,Semestene,312,SS,112052,Semestene,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90067,Sennori,312,SS,112053,Sennori,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90068,Siligo,312,SS,112054,Siligo,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90069,Sorso,312,SS,112055,Sorso,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,AP-Cambio appartenenza Provincia,SS,90,90070,Tempio Pausania,113,OT,113025,Tempio Pausania,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90071,Thiesi,312,SS,112058,Thiesi,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90072,Tissi,312,SS,112059,Tissi,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90073,Torralba,312,SS,112060,Torralba,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,AP-Cambio appartenenza Provincia,SS,90,90074,Trinità d'Agultu e Vignola,113,OT,113026,Trinità d'Agultu e Vignola,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90075,Tula,312,SS,112061,Tula,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90076,Uri,312,SS,112062,Uri,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90077,Usini,312,SS,112063,Usini,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90078,Villanova Monteleone,312,SS,112066,Villanova Monteleone,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90079,Valledoria,312,SS,112064,Valledoria,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,AP-Cambio appartenenza Provincia,SS,90,90080,Telti,113,OT,113024,Telti,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,AP-Cambio appartenenza Provincia,SS,90,90081,Badesi,113,OT,113005,Badesi,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,RN-Rinumerazione del codice statistico,SS,90,90082,Viddalba,312,SS,112065,Viddalba,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
2025,AP-Cambio appartenenza Provincia,SS,90,90083,Golfo Aranci,113,OT,113011,Golfo Aranci,L. R. N. 7 del 12/04/2021; B.U.R.A.S. N. 24 - PARTE I-II del 15/04/2021,"ISTITUITE LA CITTA' METROPOLITANA DI SASSARI E LA PROVINCIA GALLURA NORD-EST SARDEGNA (L.R. 9/2023, ART. 120, COMMA 1) CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DI SASSARI: ISTITUITE LE PROVINCE DEL MEDIO CAMPIDANO E DEL SULCIS IGLESIENTE CON I COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA; MODIFICATE LE CIRCOSCRIZIONI TERRITORIALI DELLA CITTA' METROPOLITANA DI CAGLIARI PER INCORPORAZIONE DEI COMUNI DISTACCATI DALLA SOPPRESSA PROVINCIA DEL SUD SARDEGNA E DELLA PROVINCIA DI NUORO PER DISTACCO DEI COMUNI COSTITUENTI LA NUOVA PROVINCIA DELL'OGLIASTRA E PER ACQUISIZIONE DI UN COMUNE CEDUTO DALLA CESSATA PROVINCIA DEL SUD SARDEGNA.
(SI CONFRONTI DELIBERA DELLA GIUNTA REGIONALE N. 36/34 DEL 19 LUGLIO 2025 PUBBLICATA SU BURAS N. 39- PARTE I-II, DEL 17 LUGLIO 2025.  APPROVAZIONE DELL'ASSETTO TERRITORIALE DEFINITIVO DELLA REGIONE SARDEGNA, AI SENSI DELL'ART. 6, COMMA 5 DELLA L.R. N.7/21)",17/07/2025,,,,,,,
