,teryt_code,eligible_voters,issued_ballots,PIS,PO,RAZEM,KORWIN,PSL,LEWICA,KUKIZ,NOWOCZESNA,BEZPARTYJNI,STONOGA,RSRP,ZDŚ,SAMOOBRONA,BRAUN,PRAWICA,MN,ODP
167,T_1432,86366,52840,19211,14136,1997,2541,1532,2749,3507,5896,0,403,0,0,0,0,0,0,0
168,T_1433,54373,26534,13726,3592,699,922,2449,1146,2012,870,63,0,60,0,0,134,0,0,0
169,T_1434,176461,101697,46666,19797,3656,5231,3645,4599,7590,7749,0,788,0,0,0,0,0,0,0
170,T_1435,58149,28407,14165,3484,698,1101,3008,1009,2510,1422,52,0,45,0,0,52,0,0,0
171,T_1436,29817,13210,6536,1452,301,553,1898,499,1024,304,0,68,0,0,0,0,42,0,0
172,T_1437,32305,13040,5315,1639,285,350,2072,1693,843,299,0,0,0,0,0,0,0,0,0
173,T_1438,59714,30442,12976,6409,1124,1355,1029,2219,2354,2148,0,0,0,0,0,0,0,0,0
174,T_1461,41727,21748,9893,4229,617,1134,881,1343,2076,1045,55,0,20,0,0,60,0,0,0
175,T_1462,97815,53585,19721,12235,2282,2263,2795,5483,4328,3515,0,0,0,0,0,0,0,0,0
176,T_1463,170089,93327,38298,23889,2694,3747,2331,5213,8276,6399,0,719,0,0,0,0,218,0,0
177,T_1464,60755,34744,14479,6179,1167,2172,1433,2376,2901,3167,133,0,37,0,0,259,0,0,0
178,T_1465,1361838,930621,268999,269413,51188,45933,7085,85710,58364,130681,0,0,2574,0,0,0,0,0,1698
179,T_1499,199451,146043,58343,32259,9475,21767,797,7956,26573,15948,0,0,186,0,0,0,0,0,266
180,T_1601,72717,33211,10645,7074,898,1068,1240,1861,7166,1964,166,0,0,0,0,116,0,117,0
181,T_1602,38598,15740,6581,3694,369,501,561,774,1629,841,73,0,0,0,0,40,0,128,0
182,T_1603,76429,32941,7709,9454,920,1371,818,2420,3605,2106,129,0,0,0,0,76,0,3235,0
183,T_1604,54231,22331,6794,5742,626,962,1476,1405,1986,1452,88,0,0,0,0,40,0,1104,0
184,T_1605,52323,19372,3554,5140,604,844,343,829,2068,1181,221,0,0,0,0,23,0,3850,0
185,T_1606,34589,15192,5207,4088,438,631,1017,981,1348,817,66,0,0,0,0,25,0,118,0
186,T_1607,114889,49471,16639,11158,1278,1525,2862,3455,7564,2925,226,0,0,0,0,77,0,256,0
187,T_1608,53730,21612,5867,4542,642,851,1106,1686,2017,1531,91,0,0,0,0,44,0,2355,0
188,T_1609,108005,42399,8242,10615,1189,1550,1064,1991,4885,3010,239,0,0,0,0,91,0,7984,0
189,T_1610,45538,18924,5580,4187,448,639,622,884,2872,923,70,0,0,0,0,40,0,2120,0
190,T_1611,63042,23876,5100,6125,618,987,413,1246,2310,1302,99,0,0,0,0,45,0,4742,0
191,T_1661,94840,53722,12008,16912,2172,2417,942,5309,5083,6100,304,0,0,0,0,134,0,1521,0
192,T_1801,17985,7304,3111,1290,211,246,564,583,632,374,33,25,0,0,0,0,0,0,0
193,T_1802,52840,24986,15703,1845,460,990,1613,669,1791,537,435,88,0,0,0,0,0,0,0
194,T_1803,107356,55756,31711,7714,1164,2454,2647,1708,4688,1613,0,301,0,0,0,102,93,0,0
195,T_1804,97731,47714,24924,5702,1035,2022,4153,1526,4593,1621,219,249,0,0,0,0,0,0,0
196,T_1805,92902,46047,26833,5303,930,1988,2211,1613,3856,1434,379,182,0,0,0,0,0,0,0
197,T_1806,49697,24016,15543,1702,410,1318,1200,571,1896,487,0,141,0,0,0,54,23,0,0
198,T_1807,90507,43588,23508,5085,936,1753,2907,1636,4327,1520,398,215,0,0,0,0,0,0,0
199,T_1808,55511,28086,19169,2682,437,1104,615,839,1852,566,0,98,0,0,0,41,34,0,0
200,T_1809,46375,20080,9952,2011,469,1031,2397,797,1767,735,102,87,0,0,0,0,0,0,0
201,T_1810,63486,35046,22166,2963,737,1395,1229,1237,2986,1182,0,171,0,0,0,107,63,0,0
202,T_1811,108148,55650,28817,7512,1229,2343,3569,2249,5576,2430,0,470,0,0,0,109,63,0,0
203,T_1812,54392,24719,14602,1988,482,1284,1388,818,2571,560,0,116,0,0,0,161,37,0,0
204,T_1813,59744,26226,13391,3966,501,984,1755,1023,2518,723,176,127,0,0,0,0,0,0,0
205,T_1814,63768,31076,16244,2680,606,1229,4559,914,2386,1076,121,144,0,0,0,0,0,0,0
206,T_1815,57948,31433,20398,1974,388,1002,2313,650,2823,626,0,195,0,0,0,93,39,0,0
207,T_1816,131196,73041,43925,6410,1514,3517,2828,2727,6693,2821,0,427,0,0,0,212,133,0,0
208,T_1817,76971,34652,16728,5355,1016,1308,2072,2310,2925,1625,130,160,0,0,0,0,0,0,0
209,T_1818,86079,41614,21441,5268,888,2200,3452,1641,4013,1303,0,165,0,0,0,90,40,0,0
210,T_1819,49780,24501,14510,1938,651,1483,1343,808,2307,654,0,134,0,0,0,53,31,0,0
211,T_1820,43635,20261,10069,4057,413,810,941,742,1928,467,0,80,0,0,0,35,38,0,0
212,T_1821,22942,10560,5348,1434,292,377,465,520,912,697,57,47,0,0,0,0,0,0,0
213,T_1861,37923,20180,8889,4067,492,881,699,1491,1837,1358,112,112,0,0,0,0,0,0,0
214,T_1862,50914,24872,10269,6233,647,1175,410,1811,2375,1281,127,92,0,0,0,0,0,0,0
215,T_1863,142586,86283,35011,17027,2751,5366,1554,6972,7927,7547,0,555,0,0,0,283,152,0,0
216,T_1864,38763,19166,7280,5281,559,887,588,1447,1811,850,0,66,0,0,0,23,32,0,0
217,T_2001,47279,19887,8754,3504,461,626,2059,881,1975,826,0,91,0,0,87,0,19,0,0
218,T_2002,116194,57164,26373,8934,1419,2667,3480,3216,5833,3367,0,315,0,0,59,0,72,0,0
219,T_2003,47429,21191,9431,3183,418,818,1770,2922,1382,599,0,99,0,0,22,0,20,0,0
220,T_2004,38653,15313,7020,2023,296,438,2024,453,1997,386,0,77,0,0,21,0,15,0,0
221,T_2005,38564,15591,2674,3330,515,822,2752,3018,1232,608,0,59,0,0,17,0,29,0,0
222,T_2006,31412,12515,6691,1088,238,379,1704,379,1201,279,0,52,0,0,18,0,17,0,0
223,T_2007,41486,17702,10846,1454,313,612,1392,398,1432,482,0,87,0,0,44,0,25,0,0
224,T_2008,34391,13358,6540,1400,249,507,2139,412,1198,387,0,55,0,0,20,0,12,0,0
225,T_2009,16972,6357,2192,1128,155,294,1150,382,548,275,0,22,0,0,17,0,8,0,0
226,T_2010,38550,15957,6991,2394,290,592,1640,1753,961,728,0,76,0,0,44,0,11,0,0
227,T_2011,57276,23896,11420,2688,477,1234,3566,1097,1645,847,0,98,0,0,41,0,39,0,0
228,T_2012,29076,11949,5069,1510,283,514,1818,555,1320,336,0,49,0,0,55,0,21,0,0
229,T_2013,47208,23538,15753,1893,349,654,1695,614,1274,549,0,83,0,0,68,0,30,0,0
230,T_2014,35967,16115,9098,1779,290,555,1264,533,1296,778,0,65,0,0,14,0,24,0,0
231,T_2061,224885,127403,47352,27033,4074,7331,4755,11974,11666,10400,0,581,0,0,59,0,129,0,0
232,T_2062,48473,23194,11530,4110,637,942,616,1499,1949,1266,0,107,0,0,16,0,103,0,0
233,T_2063,53895,25255,9841,5443,794,1312,1292,1929,2600,1248,0,172,0,0,24,0,55,0,0
234,T_2201,60915,26223,8883,8005,899,1043,1174,1598,1944,1448,0,200,0,0,0,0,0,0,0
235,T_2202,73856,35160,12714,10839,1191,1289,1260,1959,2711,1883,0,279,0,0,0,0,0,0,0
236,T_2203,45941,18185,4412,5228,823,676,1605,1858,1559,1050,0,151,0,0,0,0,0,0,0
237,T_2204,80221,41313,10894,14055,1760,2016,1638,2189,3566,3856,0,301,0,0,0,0,0,0,0
238,T_2205,93161,50132,19393,14276,1442,1800,3103,1396,3299,3499,0,268,0,0,0,0,0,0,0
239,T_2206,54249,26667,10141,8136,791,799,1068,1223,2165,1271,0,144,0,0,0,0,0,0,0
240,T_2207,64062,26800,8105,7986,964,1222,878,2715,2102,1584,0,195,0,0,0,0,0,0,0
241,T_2208,50456,23236,6725,7553,988,1199,721,1841,1706,1583,0,200,0,0,0,0,0,0,0
242,T_2209,50231,21440,5948,6491,802,1073,1079,1963,1706,1446,0,262,0,0,0,0,0,0,0
243,T_2210,28606,11613,2925,3412,401,487,1119,822,843,636,0,612,0,0,0,0,0,0,0
244,T_2211,63137,32277,9386,11073,1251,1353,930,1706,2933,2272,0,325,0,0,0,0,0,0,0
245,T_2212,75627,30037,7838,9317,1238,1231,1358,2834,2539,2062,0,307,0,0,0,0,0,0,0
246,T_2213,97042,44359,16298,10939,1481,1657,3098,3055,3487,2371,0,342,0,0,0,0,0,0,0
247,T_2214,87979,40037,13090,12359,1559,1899,1584,2312,3240,2431,0,259,0,0,0,0,0,0,0
248,T_2215,154290,82175,25888,25390,3327,3923,2170,4685,7319,6410,0,602,0,0,0,0,0,0,0
249,T_2216,33869,12040,3224,3143,424,544,1555,911,958,623,0,113,0,0,0,0,0,0,0
250,T_2261,358090,219071,60812,82117,8819,11576,1822,13003,13634,23692,0,1052,0,0,0,0,0,0,0
251,T_2262,191818,119432,30179,44042,5366,5787,1177,7957,8801,13813,0,655,0,0,0,0,0,0,0
252,T_2263,73001,36573,10136,12272,1599,1575,497,3914,2433,3051,0,346,0,0,0,0,0,0,0
253,T_2264,30566,19656,5136,7777,780,877,128,1189,978,2527,0,74,0,0,0,0,0,0,0
254,T_2298,34,34,3,16,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0
255,T_2299,132,132,34,26,2,15,3,9,22,18,0,0,0,0,0,0,0,0,0
256,T_2401,121711,62694,16521,15177,2801,2990,1103,9627,6346,6679,0,0,0,0,0,0,0,0,0
257,T_2402,127561,74273,28814,17194,2687,3389,3428,4255,6689,6163,0,0,0,0,0,0,0,0,0
258,T_2403,141556,75545,25284,19646,2906,3338,2501,6845,7219,5945,0,0,0,0,0,0,0,0,0
259,T_2404,111188,53027,19091,8716,1966,2094,3411,5378,6803,3426,0,273,0,0,0,134,0,0,0
260,T_2405,91240,43725,14392,11281,1674,2036,1952,2435,5179,3272,0,0,0,0,0,213,0,0,0
261,T_2406,70075,32259,11526,5047,1134,1336,4204,2708,3456,1462,0,186,0,0,0,78,0,0,0
262,T_2407,62683,28861,11377,6342,907,1073,1226,1404,3801,1545,0,179,0,0,0,98,0,0,0
263,T_2408,75491,42908,15972,10442,1405,1948,638,2018,4745,3468,0,0,0,1292,0,112,0,0,0
264,T_2409,58501,26923,9583,5264,927,1315,1512,2924,2791,1560,0,216,0,0,0,65,0,0,0
265,T_2410,85063,49537,22575,9319,1658,2434,1343,2201,5261,3590,0,0,0,0,0,0,0,0,0
266,T_2411,86789,36084,10901,11274,1172,1492,726,1771,2997,2185,0,0,0,2317,0,81,0,0,0
267,T_2412,60365,31472,13631,6523,1011,1248,585,1519,3491,1621,0,0,0,875,0,57,0,0,0
268,T_2413,111132,56919,19730,14637,2078,2793,2116,3097,5905,4975,0,0,0,0,0,242,0,0,0
269,T_2414,46029,26011,12414,4537,967,1299,332,961,2813,1392,0,0,0,633,0,0,0,0,0
270,T_2415,124124,64577,26226,14599,1944,2611,1611,3616,7238,3221,0,0,0,1524,0,188,0,0,0
271,T_2416,99314,48681,15992,11526,1641,2030,3015,4875,5825,2649,0,0,0,0,0,0,0,0,0
272,T_2417,122165,64903,31565,11733,1847,2652,2762,3114,5703,3535,0,0,0,0,0,0,0,0,0
273,T_2461,136003,80778,28092,21614,3459,3975,1499,5707,6698,8649,0,0,0,0,0,0,0,0,0
274,T_2462,128087,59433,17420,15746,2640,2938,1349,4557,8628,4521,0,0,0,0,0,298,0,0,0
275,T_2463,84759,42012,10953,13114,1812,2440,349,2848,4649,3463,0,0,0,1633,0,0,0,0,0
276,T_2464,184337,101422,33196,24211,3691,4293,1446,13891,10670,7949,0,524,0,0,0,225,0,0,0
277,T_2465,99034,51742,14456,12812,2611,2460,483,7905,4941,5223,0,0,0,0,0,0,0,0,0
278,T_2466,144230,79141,21347,24521,3106,4248,1032,6108,7913,9255,0,0,0,0,0,277,0,0,0
279,T_2467,71566,38503,17152,7410,1215,1531,455,2653,5086,1601,0,0,0,415,0,81,0,0,0
280,T_2468,74586,38548,13045,9517,1493,1916,1117,3481,4187,2974,0,0,0,0,0,0,0,0,0
281,T_2469,239517,137157,39255,42028,5723,7498,1454,9902,11280,14841,0,0,0,3117,0,0,0,0,0
282,T_2470,58211,31456,10779,8884,1092,1612,308,2135,3179,2103,0,0,0,689,0,0,0,0,0
283,T_2471,44813,22710,8727,5493,830,1368,183,1248,2100,1434,0,0,0,751,0,0,0,0,0
284,T_2472,109992,56276,20607,13806,2069,2713,407,3551,6849,3384,0,0,0,1608,0,0,0,0,0
285,T_2473,108789,58367,21467,14705,1933,2909,739,4006,6418,3694,0,0,0,1174,0,135,0,0,0
286,T_2474,53851,27671,7433,8311,1181,1595,307,2178,2659,2407,0,0,0,996,0,0,0,0,0
287,T_2475,170246,88683,24396,23723,4106,4286,969,13886,7862,7997,0,0,0,0,0,0,0,0,0
288,T_2476,39775,18105,5611,5271,773,965,192,1243,1928,1138,0,0,0,589,0,0,0,0,0
289,T_2477,100823,57716,19588,15214,2339,3313,532,3771,5887,5429,0,0,0,724,0,0,0,0,0
290,T_2478,137082,61180,16695,18945,2683,2934,893,4966,8168,4099,0,0,0,0,0,373,0,0,0
291,T_2479,47067,25579,9450,5235,989,1397,443,1618,2819,2551,0,0,0,331,0,56,0,0,0
292,T_2601,61553,27067,11556,4044,633,968,3858,1743,2137,946,87,111,0,0,48,83,0,0,0
293,T_2602,71295,31248,14731,4025,839,1011,3458,2069,2733,1031,100,109,0,0,39,63,0,0,0
294,T_2603,28944,10545,4135,1174,253,292,2102,853,1042,260,30,37,0,0,11,24,0,0,0
295,T_2604,166939,80728,37891,10525,2029,3323,7558,4549,7483,3433,453,303,0,0,67,339,0,0,0
296,T_2605,68606,30545,14451,4435,689,1035,2180,2714,2441,1092,158,121,0,0,20,104,0,0,0
297,T_2606,44797,19676,7705,1969,439,539,4483,1096,1848,396,136,84,0,0,22,33,0,0,0
298,T_2607,92392,39671,13860,8181,1237,1493,2748,4357,4161,1865,166,164,0,0,45,55,0,0,0
299,T_2608,34181,13814,5772,2262,405,558,1689,1153,1048,407,56,47,0,0,26,19,0,0,0
300,T_2609,65837,27900,11443,4096,705,1105,4111,1884,2462,847,195,88,0,0,17,45,0,0,0
301,T_2610,64218,30341,12282,7130,953,1110,1232,2259,2842,1430,107,125,0,0,48,67,0,0,0
302,T_2611,75733,34775,14390,6323,897,1476,2002,2744,3779,1782,160,135,0,0,34,56,0,0,0
303,T_2612,59956,26353,12464,3038,655,1112,3495,1443,2120,848,109,86,0,0,17,60,0,0,0
304,T_2613,37907,17277,7849,1751,374,737,2608,914,1725,452,69,68,0,0,17,34,0,0,0
305,T_2661,158863,92832,32123,21913,2998,4636,3050,9102,8294,8571,518,314,0,0,37,176,0,0,0
306,T_2801,49386,19400,5851,6904,574,698,869,1290,1568,697,123,120,0,0,0,0,0,0,0
307,T_2802,34284,13663,3731,4153,515,566,1251,1055,1081,608,106,80,0,0,0,0,0,0,0
308,T_2803,52394,20300,7110,4420,778,715,1518,2232,1522,845,133,101,0,0,0,0,0,0,0
309,T_2804,46056,16666,4719,4960,639,774,1217,982,1405,1016,156,123,0,0,0,0,0,0,0
