,teryt_code,eligible_voters,issued_ballots,PO,LEWICA,TD,KONFEDERACJA,NK,POLEXIT,PLSP,PIS,RNP,BSNPWNE,GSP
80,T_0804,63775,22036,8856,1823,1231,2309,0,55,0,7385,0,234,0
81,T_0805,35051,11144,4648,1291,578,1110,0,29,0,3303,0,101,0
82,T_0806,36659,11348,4657,1018,525,972,0,32,0,3949,0,108,0
83,T_0807,26179,8732,3266,549,815,882,0,27,0,3052,0,67,0
84,T_0808,41867,14669,6094,1149,979,1590,0,30,0,4601,0,124,0
85,T_0809,57640,20141,9083,1715,1209,2118,0,70,0,5583,0,207,0
86,T_0810,57701,18665,7430,1789,830,1911,0,64,0,6334,0,172,0
87,T_0811,70874,22988,9296,2213,1336,2180,0,59,0,7422,0,318,0
88,T_0812,29069,9234,3083,613,495,978,0,25,0,3883,0,77,0
89,T_0861,86436,34322,16202,3548,1193,2611,0,62,0,10132,0,443,0
90,T_0862,103270,46608,23148,6154,2400,4054,0,125,0,10178,0,351,0
91,T_1001,85741,32886,7332,1930,1578,5737,0,99,128,15578,0,293,0
92,T_1002,73524,25742,7932,2087,1015,2719,0,54,78,11520,0,176,0
93,T_1003,39115,15109,4270,1017,1280,1791,0,40,34,6453,0,132,0
94,T_1004,39216,12772,3333,607,645,1751,0,50,32,6171,0,90,0
95,T_1005,60842,22155,5165,1380,1629,2796,0,57,47,10737,0,170,0
96,T_1006,57830,26780,9092,2513,1279,3182,0,65,58,10224,0,238,0
97,T_1007,58873,24511,3932,1027,1299,2783,0,92,73,14928,0,200,0
98,T_1008,90985,40113,16325,4072,1869,4239,0,104,108,12802,0,414,0
99,T_1009,40167,14071,2745,788,802,1901,0,40,37,7552,0,101,0
100,T_1010,71881,26953,3844,1549,2690,3707,0,72,88,14601,0,226,0
101,T_1011,32675,11367,2508,553,1451,1361,0,30,29,5242,0,90,0
102,T_1012,86924,30816,7879,2023,1456,3420,0,84,83,15253,0,397,0
103,T_1013,37404,12800,2554,665,1106,1585,0,41,22,6582,0,166,0
104,T_1014,90985,32692,8349,1956,2595,3879,0,74,62,15321,0,234,0
105,T_1015,29788,11642,1711,436,697,1585,0,27,35,6973,0,93,0
106,T_1016,87796,35878,9856,2189,2241,4051,0,90,82,16835,0,285,0
107,T_1017,59297,21433,5999,1274,1303,2551,0,59,46,9859,0,196,0
108,T_1018,32983,10729,2611,830,781,1565,0,31,34,4710,0,90,0
109,T_1019,49863,19670,4826,1241,3385,2010,0,30,36,7936,0,112,0
110,T_1020,128024,53542,21112,4900,2541,5726,0,120,120,18300,0,467,0
111,T_1021,23989,9301,2307,598,609,1119,0,26,20,4476,0,79,0
112,T_1061,487379,233561,105206,38051,10015,19713,0,501,381,57126,0,1753,0
113,T_1062,53676,21688,7531,2097,1644,2288,0,44,39,7777,0,164,0
114,T_1063,35151,15850,5899,1502,870,1639,0,38,27,5640,0,152,0
115,T_1201,82894,34814,6405,717,2512,5757,95,72,24,18801,0,220,0
116,T_1202,72169,28601,4655,598,2025,4890,83,51,26,15898,0,176,0
117,T_1203,93766,38298,14949,1631,2096,4817,124,84,34,14059,0,299,0
118,T_1204,46187,15890,1466,265,1607,2345,39,27,13,9930,0,74,0
119,T_1205,84284,31122,5990,891,2058,4870,70,72,27,16381,0,594,0
120,T_1206,223471,97140,29880,3982,7913,15307,297,262,70,38235,0,764,0
121,T_1207,100044,41658,3905,501,3980,6134,85,87,28,26606,0,181,0
122,T_1208,38240,14138,2407,466,1423,2706,43,51,12,6825,0,98,0
123,T_1209,99007,42963,8218,933,2865,7388,176,101,48,22694,0,303,0
124,T_1210,166606,73519,9850,931,3588,11391,182,142,63,46452,0,484,0
125,T_1211,148486,52904,10225,922,2338,8440,153,158,40,29946,0,360,0
126,T_1212,85051,35142,10608,1591,2079,5325,112,96,25,14896,0,230,0
127,T_1213,116250,50335,17039,1899,4250,6051,138,101,34,20213,0,342,0
128,T_1214,34015,11957,1626,311,1472,2113,31,33,20,6193,0,59,0
