,teryt_code,eligible_voters,issued_ballots,PO,PPP,SAMOOBRONA,SLDUP,UPR,NKWW,IDP,WSP,PIS,LPR,OKO,UW,PSL,KPEIRPLD,RACJA,PPN,ROB,ZIELONI,NOP,RDP,DPL
127,T_1003,40637,6109,1060,30,1232,555,116,83,32,224,392,1113,27,138,754,74,0,5,63,0,17,0,0
128,T_1004,44351,7569,919,39,2952,525,72,36,31,199,350,1002,19,116,871,96,0,6,56,0,16,0,0
129,T_1005,66693,11069,1590,30,2684,692,170,99,27,301,720,1568,49,192,2238,110,0,15,110,0,32,0,0
130,T_1006,49671,9406,1814,24,1219,789,246,66,57,265,911,2190,31,274,929,199,0,32,101,0,30,0,0
131,T_1007,61948,11285,1038,64,2206,742,150,48,26,215,812,2635,105,172,2428,147,0,21,106,0,21,0,0
132,T_1008,97253,18966,4819,77,2039,1664,521,403,82,617,1926,3795,182,651,1124,244,0,28,217,0,44,0,0
133,T_1009,42482,5637,623,40,1663,525,94,15,19,148,458,769,109,77,730,62,0,4,52,0,20,0,0
134,T_1010,70258,11275,1362,40,2874,921,139,85,46,164,653,1975,256,116,2026,109,0,17,68,0,20,0,0
135,T_1011,34511,5885,590,28,1596,418,47,43,45,111,180,738,15,83,1622,93,0,9,49,0,9,0,0
136,T_1012,95404,13348,1975,62,2101,956,213,97,44,1656,958,1839,111,287,2159,169,0,27,127,0,46,0,0
137,T_1013,39584,6904,517,22,975,220,69,91,14,209,246,704,12,92,3507,33,0,7,23,0,4,0,0
138,T_1014,97017,17404,2325,88,3750,1692,240,102,88,545,1244,3434,94,396,2234,177,0,18,192,0,40,0,0
139,T_1015,29807,5654,307,22,1515,116,52,20,14,75,253,764,17,39,2098,50,0,18,27,0,27,0,0
140,T_1016,98009,17946,3795,89,2405,1542,322,107,56,490,1152,3295,75,396,2818,359,0,142,209,0,42,0,0
141,T_1017,62406,11309,2122,54,2422,764,191,68,61,354,744,1649,32,210,1895,127,0,17,110,0,28,0,0
142,T_1018,33283,6180,780,26,1460,483,97,39,26,158,530,1022,26,108,1033,53,0,7,63,0,12,0,0
143,T_1019,53565,9044,1800,46,1190,823,180,50,144,484,827,1998,16,274,667,109,0,13,108,0,19,0,0
144,T_1020,128417,23047,5303,86,3252,2303,455,156,135,1117,2659,3976,82,769,1406,357,0,35,251,0,94,0,0
145,T_1021,24418,4634,544,18,841,243,64,18,16,90,238,903,67,50,1048,299,0,7,35,0,14,0,0
146,T_1061,632109,155510,48809,574,8211,17866,4684,2675,1144,7788,17011,23081,688,9144,4868,3196,0,245,1686,0,428,0,0
147,T_1062,64275,12810,3136,45,1104,2138,340,163,63,442,1195,2453,57,387,607,138,0,34,138,0,16,0,0
148,T_1063,38457,7657,1801,24,488,602,273,31,30,587,687,1318,101,286,965,83,0,84,57,0,21,0,0
149,T_3001,36365,7626,1535,58,1395,1108,58,66,144,302,511,709,50,488,564,76,0,0,102,0,0,0,0
150,T_3002,66709,12448,2566,93,1740,1488,142,162,156,644,1115,1685,104,850,674,121,0,0,216,0,0,0,0
151,T_3003,108452,22240,3383,132,3253,3099,222,239,1857,567,2122,3050,111,1376,1309,206,0,0,284,0,0,0,0
152,T_3004,57690,10026,1252,53,1873,1601,59,40,87,193,822,1739,62,511,969,86,0,0,237,0,0,0,0
153,T_3005,36599,6089,937,38,960,560,46,70,152,172,445,1043,54,399,747,69,0,0,72,0,0,0,0
154,T_3006,54406,9228,1043,64,1270,1319,177,235,129,206,1570,1277,36,559,683,88,0,0,113,0,0,0,0
155,T_3007,61297,9586,672,66,2449,990,94,124,108,178,519,1933,47,382,1514,44,0,0,78,0,0,0,0
156,T_3008,42279,8059,1222,69,1112,838,66,341,50,178,610,1592,34,432,1025,51,0,0,78,0,0,0,0
157,T_3009,70613,11345,1271,80,2784,1198,90,123,94,288,753,1701,64,468,1710,75,0,0,169,0,0,0,0
158,T_3010,91884,12146,1516,100,3242,1357,103,338,133,214,1300,1542,124,461,937,71,0,0,172,0,0,0,0
159,T_3011,59727,11408,4442,39,1327,1054,123,85,106,265,614,1062,108,760,623,64,0,0,128,0,0,0,0
160,T_3012,58971,12024,1640,85,2038,1211,189,190,185,269,865,1816,60,711,1910,74,0,0,175,0,0,0,0
161,T_3013,36873,6322,991,41,1078,941,92,40,44,126,444,1048,88,461,437,70,0,0,72,0,0,0,0
162,T_3014,27903,4652,630,29,658,564,55,90,88,260,341,554,53,300,564,57,0,0,105,0,0,0,0
163,T_3015,54443,10254,1720,81,1128,959,75,253,224,391,1160,1362,152,661,1298,127,0,0,124,0,0,0,0
164,T_3016,42545,7896,1980,47,985,795,85,102,335,323,674,925,51,477,508,82,0,0,122,0,0,0,0
165,T_3017,123216,25368,3481,124,3560,2778,255,2739,277,623,2078,3580,183,2011,2274,143,0,0,341,0,0,0,0
166,T_3018,41303,8101,575,38,1117,518,58,176,43,102,313,1323,28,304,3086,51,0,0,54,0,0,0,0
167,T_3019,105154,23958,6057,93,2488,2949,276,603,231,1468,1561,3160,131,1512,2006,144,0,0,268,0,0,0,0
168,T_3020,47755,8480,908,62,1312,1128,89,244,129,169,897,1322,46,502,1025,84,0,0,109,0,0,0,0
169,T_3021,208819,45454,11539,212,2807,3842,760,768,1464,1629,5848,4970,782,6083,2405,326,0,0,424,0,0,0,0
170,T_3022,46311,8037,1257,76,1291,1089,142,55,66,179,483,1331,293,415,727,69,0,0,117,0,0,0,0
171,T_3023,45414,7801,1405,59,1697,781,57,126,153,245,494,967,65,456,776,49,0,0,91,0,0,0,0
172,T_3024,67651,11636,1880,88,1311,1196,176,128,505,608,1358,1352,250,907,969,135,0,0,204,0,0,0,0
173,T_3025,41795,7498,1134,41,1120,1021,98,127,174,258,673,937,48,588,683,75,0,0,106,0,0,0,0
174,T_3026,44854,7963,1489,44,924,1218,77,177,164,323,699,1110,58,579,574,51,0,0,113,0,0,0,0
175,T_3027,64773,9988,1340,62,2408,1176,128,156,110,379,898,1368,76,585,650,78,0,0,126,0,0,0,0
176,T_3028,51187,10115,1450,67,2166,1111,73,63,201,400,800,1177,76,576,1155,103,0,0,184,0,0,0,0
177,T_3029,41086,7826,936,56,968,924,63,1017,102,172,588,1268,75,400,652,62,0,0,92,0,0,0,0
178,T_3030,57265,12914,2483,101,2106,1338,324,119,234,541,1202,1718,71,1053,812,159,0,0,144,0,0,0,0
179,T_3031,53121,10164,2101,83,1545,1094,106,113,73,532,618,1678,65,391,887,74,0,0,242,0,0,0,0
180,T_3061,86402,18846,3522,62,1167,3183,350,322,440,648,2204,3181,71,2228,716,101,0,0,171,0,0,0,0
181,T_3062,64797,14798,3301,59,1056,2790,148,1127,198,440,1790,1539,103,1272,309,63,0,0,211,0,0,0,0
182,T_3063,50173,12155,3292,37,462,2541,227,88,65,275,973,1737,142,1502,262,70,0,0,113,0,0,0,0
183,T_3064,447424,138287,34911,320,3692,13287,2059,3954,6540,5127,20019,12947,2309,26189,2339,914,0,0,1042,0,0,0,0
184,T_0601,88935,17023,1155,107,4063,1553,150,1632,55,240,890,3577,41,167,2682,137,0,0,30,0,0,0,0
185,T_0602,81753,14657,1168,68,2503,822,123,84,45,344,1004,5278,44,157,2504,49,0,0,23,0,0,0,0
186,T_0603,58360,9256,785,55,2443,659,66,202,116,325,535,1568,40,78,1918,36,0,0,32,0,0,0,0
187,T_0604,58116,10143,768,61,2724,643,80,57,38,283,504,2370,41,106,2054,53,0,0,29,0,0,0,0
188,T_0605,38237,8595,465,36,2009,287,64,63,43,117,471,3102,22,42,1635,39,0,0,13,0,0,0,0
189,T_0606,63143,11073,981,67,3046,603,78,59,68,247,678,1504,55,126,3055,71,0,0,37,0,0,0,0
190,T_0607,80308,18441,3659,60,2895,834,216,976,277,329,788,4623,68,259,2724,92,0,0,38,0,0,0,0
191,T_0608,71837,13725,1640,124,2542,1137,132,123,54,274,954,3256,81,580,2229,67,0,0,118,0,0,0,0
192,T_0609,105045,19348,2242,65,3595,674,238,94,162,485,1607,4464,104,252,4651,141,0,0,35,0,0,0,0
193,T_0610,42970,6829,1050,73,1339,296,96,39,41,216,786,1498,42,110,925,31,0,0,28,0,0,0,0
194,T_0611,83476,16085,1038,119,3645,1472,108,542,43,756,1003,2831,36,139,3699,68,0,0,37,0,0,0,0
195,T_0612,50868,8519,821,56,2193,471,91,48,46,841,445,1567,28,94,1468,44,0,0,25,0,0,0,0
196,T_0613,29897,5401,403,20,1296,343,47,165,49,169,452,1068,25,75,1060,69,0,0,19,0,0,0,0
197,T_0614,95271,20136,3850,82,2316,1824,313,415,81,561,2908,4196,70,571,2141,112,0,0,245,0,0,0,0
198,T_0615,48976,10687,637,50,2061,522,39,552,228,144,746,2038,20,81,3184,54,0,0,33,0,0,0,0
199,T_0616,48230,8812,1010,78,1925,761,96,123,46,354,1022,1398,44,137,1342,64,0,0,58,0,0,0,0
200,T_0617,58317,11681,2430,119,1609,666,364,40,134,777,1385,2510,52,266,934,107,0,0,36,0,0,0,0
201,T_0618,72584,13363,1413,65,3099,878,130,280,54,228,577,3335,49,104,2607,64,0,0,32,0,0,0,0
202,T_0619,33502,6306,936,47,1380,567,139,106,13,155,503,1378,43,78,720,19,0,0,21,0,0,0,0
203,T_0620,87405,15067,1009,76,3168,828,120,91,76,226,837,4098,43,135,3739,71,0,0,46,0,0,0,0
204,T_0661,44592,9428,1122,53,836,1896,123,1088,27,297,1119,1830,26,176,486,117,0,0,27,0,0,0,0
205,T_0662,55898,10619,2551,47,984,1141,111,142,48,900,1231,2095,103,261,607,59,0,0,29,0,0,0,0
206,T_0663,278998,81626,21830,334,3201,5201,1626,231,1518,5404,12091,19815,1037,3648,3739,549,0,0,212,0,0,0,0
207,T_0664,53541,10934,2054,60,883,1040,264,78,48,664,1368,2763,73,317,953,58,0,0,23,0,0,0,0
208,T_1801,17526,3032,495,31,375,516,29,14,40,84,327,566,34,85,256,25,0,0,37,0,0,0,0
209,T_1802,49928,8003,665,51,1189,392,61,39,91,128,1175,2222,46,68,1452,72,0,0,87,0,0,0,0
210,T_1803,100687,21265,2674,115,3106,1263,189,116,88,514,4193,5182,414,388,1970,154,0,0,230,0,0,0,0
211,T_1804,93672,20576,1683,137,2875,1225,81,1019,55,421,3282,5188,117,288,3345,111,0,0,142,0,0,0,0
212,T_1805,89429,18821,2463,98,3285,1175,308,658,106,347,2822,3970,94,334,2110,129,0,0,275,0,0,0,0
213,T_1806,45994,9175,930,32,933,393,237,122,26,90,1125,3226,379,77,1244,47,0,0,38,0,0,0,0
214,T_1807,83849,16867,1634,97,2213,973,221,148,94,373,2687,4855,262,302,1831,351,0,0,203,0,0,0,0
215,T_1808,52879,11025,993,45,1269,514,90,47,57,142,1575,3692,51,119,1868,199,0,0,82,0,0,0,0
216,T_1809,45075,9316,579,75,1483,1070,49,124,32,230,608,1770,40,122,2617,89,0,0,114,0,0,0,0
217,T_1810,58653,13731,1445,35,1122,650,192,60,68,495,3184,4265,40,184,1495,62,0,0,91,0,0,0,0
218,T_1811,102087,22110,2675,90,2442,3961,288,113,65,598,2605,5590,139,382,2285,87,0,0,121,0,0,0,0
219,T_1812,51055,9023,1020,53,1228,818,80,72,53,177,873,2946,39,127,1076,70,0,0,103,0,0,0,0
220,T_1813,54365,9534,782,60,2229,537,67,167,62,202,1290,2295,104,137,1001,30,0,0,128,0,0,0,0
221,T_1814,60415,11610,765,59,1792,447,82,151,30,1368,1517,2979,55,138,1512,247,0,0,87,0,0,0,0
222,T_1815,53148,12144,763,55,1287,538,57,1687,63,123,1670,2842,41,112,2440,35,0,0,81,0,0,0,0
223,T_1816,129188,33395,5002,156,3061,1941,271,287,239,597,10761,6386,207,516,2647,218,0,0,211,0,0,0,0
224,T_1817,74679,13344,2494,69,1467,1757,169,71,182,266,1381,2783,66,314,1500,187,0,0,165,0,0,0,0
225,T_1818,87554,17237,3656,71,1398,1508,199,657,199,655,1683,4573,119,285,1549,66,0,0,157,0,0,0,0
226,T_1819,47133,10101,813,51,1206,492,101,35,67,185,3337,1849,296,143,1056,55,0,0,94,0,0,0,0
227,T_1820,42330,7189,1078,56,1076,698,59,27,31,161,947,1886,73,123,578,42,0,0,80,0,0,0,0
228,T_1821,21474,3869,607,44,608,394,52,34,35,119,445,640,24,116,464,54,0,0,63,0,0,0,0
229,T_1861,38964,8955,1536,26,463,872,158,109,72,391,1401,2166,292,435,684,123,0,0,71,0,0,0,0
230,T_1862,54066,11035,1980,44,673,1204,130,80,40,338,1973,3206,105,458,324,43,0,0,130,0,0,0,0
231,T_1863,121277,39885,6826,97,1103,4762,550,242,577,1903,14523,4836,137,1231,1936,374,0,0,194,0,0,0,0
232,T_1864,39549,7747,1905,26,527,1109,86,22,41,270,1146,1429,85,220,546,44,0,0,103,0,0,0,0
233,T_1201,75056,16127,2653,75,1822,1035,612,211,92,349,2562,4224,38,783,1182,100,0,0,0,0,0,0,0
234,T_1202,67244,14937,2179,69,1535,497,163,909,100,260,2362,4201,49,611,1456,59,0,0,0,0,0,0,0
235,T_1203,103420,19637,5302,110,1769,1847,254,229,186,945,2607,3080,92,1483,696,298,0,0,0,0,0,0,0
236,T_1204,44786,8823,852,36,1298,318,60,40,37,146,979,3242,92,159,1242,25,0,0,0,0,0,0,0
237,T_1205,82849,17374,2721,106,2314,1072,249,536,171,447,2714,4260,53,711,1192,194,0,0,0,0,0,0,0
238,T_1206,184421,33326,7588,139,3107,1185,692,751,280,989,4922,7952,112,2421,2097,237,0,0,0,0,0,0,0
239,T_1207,87563,19281,2619,88,2039,423,183,374,145,246,2314,5889,69,448,3795,86,0,0,0,0,0,0,0
240,T_1208,41511,6279,683,35,1407,467,87,61,41,247,542,898,18,204,1311,48,0,0,0,0,0,0,0
241,T_1209,84698,14844,2925,61,1483,458,393,281,90,334,2079,3993,40,838,1449,58,0,0,0,0,0,0,0
242,T_1210,142092,31748,4265,127,3755,1289,468,1137,766,586,5021,10437,112,900,1649,208,0,0,0,0,0,0,0
243,T_1211,134077,27144,7303,147,2651,820,345,459,177,558,4042,7386,85,1202,952,144,0,0,0,0,0,0,0
244,T_1212,92280,16414,2753,71,2267,1348,223,137,102,886,1959,2816,62,1047,2113,130,0,0,0,0,0,0,0
245,T_1213,121655,26454,6455,164,1944,2317,371,237,283,1094,4145,5257,104,2133,981,216,0,0,0,0,0,0,0
246,T_1214,34163,4545,412,31,1084,212,41,78,29,132,336,944,11,106,934,20,0,0,0,0,0,0,0
247,T_1215,62047,11101,2074,64,1307,436,103,185,81,248,1626,3209,39,540,666,84,0,0,0,0,0,0,0
248,T_1216,141908,28437,4839,126,3333,905,360,197,199,435,3679,9038,160,789,3278,99,0,0,0,0,0,0,0
249,T_1217,51254,11880,4168,29,632,343,113,966,94,182,1454,2275,30,1003,235,62,0,0,0,0,0,0,0
250,T_1218,117797,23525,5103,138,2256,1293,237,642,178,647,3777,5713,87,1361,1264,127,0,0,0,0,0,0,0
251,T_1219,77483,14922,3896,71,1011,574,302,301,94,381,2353,3586,44,1117,813,59,0,0,0,0,0,0,0
252,T_1261,583542,183888,55357,410,5064,10662,4652,3934,1406,6299,31373,28304,452,28199,4445,836,0,0,0,0,0,0,0
253,T_1262,65106,17816,3984,46,768,1477,485,148,291,675,4086,3831,54,1051,427,98,0,0,0,0,0,0,0
254,T_1263,95162,24959,6529,58,1002,2002,666,169,125,694,4824,5402,310,1970,546,113,0,0,0,0,0,0,0
255,T_2601,61520,9925,1099,52,2011,979,59,40,51,258,616,1124,28,274,2999,52,0,0,0,0,0,0,0
256,T_2602,72053,9797,1031,101,2646,1058,97,94,101,314,908,1351,46,184,1435,81,0,0,0,0,0,0,0
257,T_2603,29932,4474,368,29,1306,325,18,31,32,92,191,442,8,92,1383,23,0,0,0,0,0,0,0
258,T_2604,149189,19794,2674,202,4201,1625,158,115,256,726,1859,3362,86,549,3232,84,0,0,0,0,0,0,0
259,T_2605,70073,10709,1271,79,1748,2704,180,97,83,208,1157,1720,29,311,686,75,0,0,0,0,0,0,0
260,T_2606,46015,7430,437,46,1858,414,35,16,41,167,315,777,44,108,2837,27,0,0,0,0,0,0,0
261,T_2607,96964,14180,2120,106,2930,1858,151,107,175,899,1839,1657,48,618,1055,108,0,0,0,0,0,0,0
262,T_2608,35178,5223,638,58,1390,717,46,24,43,170,215,585,23,126,981,33,0,0,0,0,0,0,0
263,T_2609,66337,10393,1150,70,2122,940,102,43,92,357,1122,1671,28,373,1899,61,0,0,0,0,0,0,0
264,T_2610,67849,12301,3225,66,1290,1460,153,476,181,449,1659,1700,41,701,487,59,0,0,0,0,0,0,0
265,T_2611,77803,12396,1808,92,1986,1366,136,115,1213,487,1216,1962,34,746,726,95,0,0,0,0,0,0,0
266,T_2612,59293,8263,932,36,1825,561,71,55,37,281,528,977,22,572,2042,46,0,0,0,0,0,0,0
267,T_2613,37567,5487,541,78,1289,588,70,43,61,265,496,869,32,142,734,27,0,0,0,0,0,0,0
268,T_2661,168245,42258,10339,686,2348,6236,625,316,350,3243,6343,5957,184,3199,1347,187,0,0,0,0,0,0,0
269,T_2401,126537,23112,5493,157,1901,5410,347,90,284,1374,1813,2169,72,1020,760,398,464,0,354,210,0,0,0
270,T_2402,114856,28425,8695,104,1768,1822,243,56,664,1376,3217,5343,66,2118,1149,92,338,0,273,366,0,0,0
271,T_2403,132231,30255,11641,89,2429,2713,202,58,172,1488,1739,3831,100,1747,1756,97,658,0,288,312,0,0,0
272,T_2404,105318,15438,2854,88,2409,1552,181,72,214,1144,1249,1876,54,416,2042,103,200,0,246,102,0,0,0
273,T_2405,92142,16024,6689,129,1121,1656,147,105,713,615,1302,1563,49,549,336,72,130,0,211,142,0,0,0
274,T_2406,66670,10273,1566,54,1505,823,141,153,103,706,732,1455,22,234,2018,68,105,0,81,63,0,0,0
275,T_2407,60080,12478,4392,65,1728,704,79,113,165,565,874,1924,41,344,684,49,100,0,136,75,0,0,0
276,T_2408,70878,16559,7385,89,779,1576,165,493,344,532,1422,1918,41,616,354,36,144,0,184,92,0,0,0
277,T_2409,57900,8036,1846,36,1202,986,87,32,56,558,704,1236,89,197,408,30,116,0,118,63,0,0,0
278,T_2410,78946,17144,7018,70,1313,1051,108,107,206,488,2082,2450,43,615,660,69,174,0,166,118,0,0,0
279,T_2411,90517,13695,5429,83,1117,1048,275,109,124,1105,918,1511,70,556,405,79,163,0,162,121,0,0,0
280,T_2412,56835,9803,4139,87,740,889,77,196,109,349,800,1172,51,286,245,39,94,0,133,47,0,0,0
281,T_2413,111906,23637,10604,108,1063,2209,236,382,692,913,1865,2533,60,860,747,125,246,0,258,122,0,0,0
282,T_2414,42676,9026,3712,113,540,606,73,209,180,267,789,1433,50,259,235,41,94,0,106,62,0,0,0
283,T_2415,122639,22045,8260,162,1975,2544,146,169,259,803,1691,2829,80,780,797,139,286,0,285,158,0,0,0
284,T_2416,103114,17097,3693,151,2079,3083,155,57,132,950,1297,2035,69,536,1396,226,270,0,294,132,0,0,0
285,T_2417,115672,23593,6550,103,2154,1814,167,71,253,825,2285,4492,67,1145,2136,94,152,0,251,199,0,0,0
286,T_2461,140940,41587,12864,98,1646,2695,468,52,1386,2454,4379,6430,66,6089,621,142,462,0,382,616,0,0,0
287,T_2462,153895,28432,10554,187,1407,3964,409,220,766,1242,2804,2919,112,1173,586,174,393,0,495,248,0,0,0
