,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,1999_06_13,european,ITC11,torino,0,eligible_voters,1876015
1,1999_06_13,european,ITC11,torino,1,issued_ballots,1335774
2,1999_06_13,european,ITC11,torino,2,an_segni,105868
3,1999_06_13,european,ITC11,torino,2,cdu,19489
4,1999_06_13,european,ITC11,torino,2,ccd,15542
5,1999_06_13,european,ITC11,torino,2,ci,33901
6,1999_06_13,european,ITC11,torino,2,ds,191394
7,1999_06_13,european,ITC11,torino,2,verdi2,27669
8,1999_06_13,european,ITC11,torino,2,fi,313085
9,1999_06_13,european,ITC11,torino,2,idem,115140
10,1999_06_13,european,ITC11,torino,2,ldr,1549
11,1999_06_13,european,ITC11,torino,2,lega,66502
12,1999_06_13,european,ITC11,torino,2,bonino,158358
13,1999_06_13,european,ITC11,torino,2,lam,2007
14,1999_06_13,european,ITC11,torino,2,mst,17888
15,1999_06_13,european,ITC11,torino,2,pu,1635
16,1999_06_13,european,ITC11,torino,2,pp,14204
17,1999_06_13,european,ITC11,torino,2,ppi,24061
18,1999_06_13,european,ITC11,torino,2,pri,4121
19,1999_06_13,european,ITC11,torino,2,rc,68937
20,1999_06_13,european,ITC11,torino,2,rid,13746
21,1999_06_13,european,ITC11,torino,2,sdi,17244
22,1999_06_13,european,ITC11,torino,2,udeur,5251
23,1999_06_13,european,ITC11,torino,2,uv,3340
24,1999_06_13,european,ITC12,vercelli,0,eligible_voters,154855
25,1999_06_13,european,ITC12,vercelli,1,issued_ballots,124702
26,1999_06_13,european,ITC12,vercelli,2,an_segni,7486
27,1999_06_13,european,ITC12,vercelli,2,cdu,1901
28,1999_06_13,european,ITC12,vercelli,2,ccd,1235
29,1999_06_13,european,ITC12,vercelli,2,ci,2502
30,1999_06_13,european,ITC12,vercelli,2,ds,14028
31,1999_06_13,european,ITC12,vercelli,2,verdi2,1798
32,1999_06_13,european,ITC12,vercelli,2,fi,37499
33,1999_06_13,european,ITC12,vercelli,2,idem,9201
34,1999_06_13,european,ITC12,vercelli,2,ldr,151
35,1999_06_13,european,ITC12,vercelli,2,lega,7926
36,1999_06_13,european,ITC12,vercelli,2,bonino,13558
37,1999_06_13,european,ITC12,vercelli,2,lam,105
38,1999_06_13,european,ITC12,vercelli,2,mst,1881
39,1999_06_13,european,ITC12,vercelli,2,pu,96
40,1999_06_13,european,ITC12,vercelli,2,pp,1123
41,1999_06_13,european,ITC12,vercelli,2,ppi,2288
42,1999_06_13,european,ITC12,vercelli,2,pri,334
43,1999_06_13,european,ITC12,vercelli,2,rc,3925
44,1999_06_13,european,ITC12,vercelli,2,rid,697
45,1999_06_13,european,ITC12,vercelli,2,sdi,1509
46,1999_06_13,european,ITC12,vercelli,2,udeur,273
47,1999_06_13,european,ITC12,vercelli,2,uv,251
48,1999_06_13,european,ITC13,biella,0,eligible_voters,163810
49,1999_06_13,european,ITC13,biella,1,issued_ballots,131605
50,1999_06_13,european,ITC13,biella,2,an_segni,8095
51,1999_06_13,european,ITC13,biella,2,cdu,1917
52,1999_06_13,european,ITC13,biella,2,ccd,873
53,1999_06_13,european,ITC13,biella,2,ci,3135
54,1999_06_13,european,ITC13,biella,2,ds,16108
55,1999_06_13,european,ITC13,biella,2,verdi2,1771
56,1999_06_13,european,ITC13,biella,2,fi,37296
57,1999_06_13,european,ITC13,biella,2,idem,7806
58,1999_06_13,european,ITC13,biella,2,ldr,160
59,1999_06_13,european,ITC13,biella,2,lega,8948
60,1999_06_13,european,ITC13,biella,2,bonino,19593
61,1999_06_13,european,ITC13,biella,2,lam,92
62,1999_06_13,european,ITC13,biella,2,mst,1378
63,1999_06_13,european,ITC13,biella,2,pu,96
64,1999_06_13,european,ITC13,biella,2,pp,1286
65,1999_06_13,european,ITC13,biella,2,ppi,2194
66,1999_06_13,european,ITC13,biella,2,pri,374
67,1999_06_13,european,ITC13,biella,2,rc,4145
68,1999_06_13,european,ITC13,biella,2,rid,754
69,1999_06_13,european,ITC13,biella,2,sdi,1001
70,1999_06_13,european,ITC13,biella,2,udeur,384
71,1999_06_13,european,ITC13,biella,2,uv,338
72,1999_06_13,european,ITC14,verbanocusioossola,0,eligible_voters,142646
73,1999_06_13,european,ITC14,verbanocusioossola,1,issued_ballots,107326
74,1999_06_13,european,ITC14,verbanocusioossola,2,an_segni,7679
75,1999_06_13,european,ITC14,verbanocusioossola,2,cdu,1879
76,1999_06_13,european,ITC14,verbanocusioossola,2,ccd,810
77,1999_06_13,european,ITC14,verbanocusioossola,2,ci,2473
78,1999_06_13,european,ITC14,verbanocusioossola,2,ds,12653
79,1999_06_13,european,ITC14,verbanocusioossola,2,verdi2,1705
80,1999_06_13,european,ITC14,verbanocusioossola,2,fi,31466
81,1999_06_13,european,ITC14,verbanocusioossola,2,idem,4859
82,1999_06_13,european,ITC14,verbanocusioossola,2,ldr,135
83,1999_06_13,european,ITC14,verbanocusioossola,2,lega,8665
84,1999_06_13,european,ITC14,verbanocusioossola,2,bonino,11333
85,1999_06_13,european,ITC14,verbanocusioossola,2,lam,90
86,1999_06_13,european,ITC14,verbanocusioossola,2,mst,1756
87,1999_06_13,european,ITC14,verbanocusioossola,2,pu,55
88,1999_06_13,european,ITC14,verbanocusioossola,2,pp,886
89,1999_06_13,european,ITC14,verbanocusioossola,2,ppi,1906
90,1999_06_13,european,ITC14,verbanocusioossola,2,pri,282
91,1999_06_13,european,ITC14,verbanocusioossola,2,rc,4013
