,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,1996_04_21,camera,ITC11,torino,0,eligible_voters,1888303
1,1996_04_21,camera,ITC11,torino,1,issued_ballots,1624142
2,1996_04_21,camera,ITC11,torino,2,an,196522
3,1996_04_21,camera,ITC11,torino,2,ccd_cdu,59209
4,1996_04_21,camera,ITC11,torino,2,verdi,37299
5,1996_04_21,camera,ITC11,torino,2,fi,294226
6,1996_04_21,camera,ITC11,torino,2,lega,211845
7,1996_04_21,camera,ITC11,torino,2,ne,5475
8,1996_04_21,camera,ITC11,torino,2,psg,37758
9,1996_04_21,camera,ITC11,torino,2,pf,3761
10,1996_04_21,camera,ITC11,torino,2,pln,3
11,1996_04_21,camera,ITC11,torino,2,pu,2945
12,1996_04_21,camera,ITC11,torino,2,pds,290011
13,1996_04_21,camera,ITC11,torino,2,pop,80455
14,1996_04_21,camera,ITC11,torino,2,rc,195195
15,1996_04_21,camera,ITC11,torino,2,rid,88382
16,1996_04_21,camera,ITC11,torino,2,ps,6908
17,1996_04_21,camera,ITC11,torino,2,ufst,3
18,1996_04_21,camera,ITC11,torino,2,verdi,25987
19,1996_04_21,camera,ITC12,vercelli,0,eligible_voters,156505
20,1996_04_21,camera,ITC12,vercelli,1,issued_ballots,137133
21,1996_04_21,camera,ITC12,vercelli,2,an,16173
22,1996_04_21,camera,ITC12,vercelli,2,ccd_cdu,4003
23,1996_04_21,camera,ITC12,vercelli,2,verdi,3030
24,1996_04_21,camera,ITC12,vercelli,2,fi,34538
25,1996_04_21,camera,ITC12,vercelli,2,lega,24273
26,1996_04_21,camera,ITC12,vercelli,2,mp,782
27,1996_04_21,camera,ITC12,vercelli,2,psg,3068
28,1996_04_21,camera,ITC12,vercelli,2,pds,21146
29,1996_04_21,camera,ITC12,vercelli,2,pop,9211
30,1996_04_21,camera,ITC12,vercelli,2,rc,10408
31,1996_04_21,camera,ITC13,biella,0,eligible_voters,151294
32,1996_04_21,camera,ITC13,biella,1,issued_ballots,133130
33,1996_04_21,camera,ITC13,biella,2,an,19426
34,1996_04_21,camera,ITC13,biella,2,ccd_cdu,5246
35,1996_04_21,camera,ITC13,biella,2,verdi,3385
36,1996_04_21,camera,ITC13,biella,2,fi,31548
37,1996_04_21,camera,ITC13,biella,2,lega,28745
38,1996_04_21,camera,ITC13,biella,2,mp,917
39,1996_04_21,camera,ITC13,biella,2,psg,5169
40,1996_04_21,camera,ITC13,biella,2,pds,20378
41,1996_04_21,camera,ITC13,biella,2,pop,9660
42,1996_04_21,camera,ITC13,biella,2,rc,9341
43,1996_04_21,camera,ITC14,verbanocusioossola,0,eligible_voters,142945
44,1996_04_21,camera,ITC14,verbanocusioossola,1,issued_ballots,119533
45,1996_04_21,camera,ITC14,verbanocusioossola,2,an,23993
46,1996_04_21,camera,ITC14,verbanocusioossola,2,ccd_cdu,3979
47,1996_04_21,camera,ITC14,verbanocusioossola,2,verdi,2608
48,1996_04_21,camera,ITC14,verbanocusioossola,2,fi,21662
49,1996_04_21,camera,ITC14,verbanocusioossola,2,lega,25009
50,1996_04_21,camera,ITC14,verbanocusioossola,2,mp,1398
51,1996_04_21,camera,ITC14,verbanocusioossola,2,psg,2067
52,1996_04_21,camera,ITC14,verbanocusioossola,2,pds,17564
53,1996_04_21,camera,ITC14,verbanocusioossola,2,pop,7431
54,1996_04_21,camera,ITC14,verbanocusioossola,2,rc,9166
55,1996_04_21,camera,ITC15,novara,0,eligible_voters,286142
56,1996_04_21,camera,ITC15,novara,1,issued_ballots,254277
57,1996_04_21,camera,ITC15,novara,2,an,31319
58,1996_04_21,camera,ITC15,novara,2,ccd_cdu,9119
59,1996_04_21,camera,ITC15,novara,2,verdi,6538
60,1996_04_21,camera,ITC15,novara,2,fi,61614
61,1996_04_21,camera,ITC15,novara,2,lega,42903
62,1996_04_21,camera,ITC15,novara,2,mp,1520
63,1996_04_21,camera,ITC15,novara,2,psg,6542
64,1996_04_21,camera,ITC15,novara,2,pds,35620
65,1996_04_21,camera,ITC15,novara,2,pop,25648
66,1996_04_21,camera,ITC15,novara,2,rc,19674
67,1996_04_21,camera,ITC16,cuneo,0,eligible_voters,463850
68,1996_04_21,camera,ITC16,cuneo,1,issued_ballots,399810
69,1996_04_21,camera,ITC16,cuneo,2,an,23553
