,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2022_09_25,camera,ITC11,torino,0,eligible_voters,1718127
1,2022_09_25,camera,ITC11,torino,1,issued_ballots,1135932
2,2022_09_25,camera,ITC11,torino,2,piueuropa,47884
3,2022_09_25,camera,ITC11,torino,2,avs,51606
4,2022_09_25,camera,ITC11,torino,2,a_iv,93089
5,2022_09_25,camera,ITC11,torino,2,fi,72029
6,2022_09_25,camera,ITC11,torino,2,fdi,251898
7,2022_09_25,camera,ITC11,torino,2,ic_cd,4914
8,2022_09_25,camera,ITC11,torino,2,italexit,25003
9,2022_09_25,camera,ITC11,torino,2,isp,16349
10,2022_09_25,camera,ITC11,torino,2,lega,90136
11,2022_09_25,camera,ITC11,torino,2,m5s,129497
12,2022_09_25,camera,ITC11,torino,2,nm,6194
13,2022_09_25,camera,ITC11,torino,2,pd_idp,230763
14,2022_09_25,camera,ITC11,torino,2,svp_patt,46
15,2022_09_25,camera,ITC11,torino,2,up,16904
16,2022_09_25,camera,ITC11,torino,2,vita,10037
17,2022_09_25,camera,ITC12,vercelli,0,eligible_voters,131775
18,2022_09_25,camera,ITC12,vercelli,1,issued_ballots,85932
19,2022_09_25,camera,ITC12,vercelli,2,piueuropa,2734
20,2022_09_25,camera,ITC12,vercelli,2,avs,1878
21,2022_09_25,camera,ITC12,vercelli,2,a_iv,6319
22,2022_09_25,camera,ITC12,vercelli,2,fi,7238
23,2022_09_25,camera,ITC12,vercelli,2,fdi,25616
24,2022_09_25,camera,ITC12,vercelli,2,ic_cd,330
25,2022_09_25,camera,ITC12,vercelli,2,italexit,2167
26,2022_09_25,camera,ITC12,vercelli,2,isp,1153
27,2022_09_25,camera,ITC12,vercelli,2,lega,10575
28,2022_09_25,camera,ITC12,vercelli,2,m5s,6337
29,2022_09_25,camera,ITC12,vercelli,2,nm,357
30,2022_09_25,camera,ITC12,vercelli,2,pd_idp,13023
31,2022_09_25,camera,ITC12,vercelli,2,up,837
32,2022_09_25,camera,ITC13,biella,0,eligible_voters,140233
33,2022_09_25,camera,ITC13,biella,1,issued_ballots,91551
34,2022_09_25,camera,ITC13,biella,2,piueuropa,2944
35,2022_09_25,camera,ITC13,biella,2,avs,3728
36,2022_09_25,camera,ITC13,biella,2,a_iv,7494
37,2022_09_25,camera,ITC13,biella,2,fi,6682
38,2022_09_25,camera,ITC13,biella,2,fdi,27080
39,2022_09_25,camera,ITC13,biella,2,ic_cd,476
40,2022_09_25,camera,ITC13,biella,2,italexit,2978
41,2022_09_25,camera,ITC13,biella,2,isp,1644
42,2022_09_25,camera,ITC13,biella,2,lega,9321
43,2022_09_25,camera,ITC13,biella,2,m5s,6072
44,2022_09_25,camera,ITC13,biella,2,nm,498
45,2022_09_25,camera,ITC13,biella,2,pd_idp,13465
46,2022_09_25,camera,ITC13,biella,2,up,829
47,2022_09_25,camera,ITC14,verbanocusioossola,0,eligible_voters,126539
48,2022_09_25,camera,ITC14,verbanocusioossola,1,issued_ballots,80415
49,2022_09_25,camera,ITC14,verbanocusioossola,2,piueuropa,2263
50,2022_09_25,camera,ITC14,verbanocusioossola,2,avs,2578
51,2022_09_25,camera,ITC14,verbanocusioossola,2,a_iv,5475
52,2022_09_25,camera,ITC14,verbanocusioossola,2,fi,6683
53,2022_09_25,camera,ITC14,verbanocusioossola,2,fdi,22159
54,2022_09_25,camera,ITC14,verbanocusioossola,2,ic_cd,285
55,2022_09_25,camera,ITC14,verbanocusioossola,2,italexit,1873
56,2022_09_25,camera,ITC14,verbanocusioossola,2,isp,1448
57,2022_09_25,camera,ITC14,verbanocusioossola,2,lega,9487
58,2022_09_25,camera,ITC14,verbanocusioossola,2,m5s,5834
59,2022_09_25,camera,ITC14,verbanocusioossola,2,nm,579
60,2022_09_25,camera,ITC14,verbanocusioossola,2,pd_idp,13976
61,2022_09_25,camera,ITC14,verbanocusioossola,2,up,864
62,2022_09_25,camera,ITC15,novara,0,eligible_voters,279096
