,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2018_03_04,camera,ITC11,torino,0,eligible_voters,1740495.0
1,2018_03_04,camera,ITC11,torino,1,issued_ballots,1315222.0
2,2018_03_04,camera,ITC11,torino,2,piueuropa,57933.0
3,2018_03_04,camera,ITC11,torino,2,cpi,12358.0
4,2018_03_04,camera,ITC11,torino,2,cpl,5088.0
5,2018_03_04,camera,ITC11,torino,2,fi,149945.0
6,2018_03_04,camera,ITC11,torino,2,fdi,44400.0
7,2018_03_04,camera,ITC11,torino,2,pdf,7921.0
8,2018_03_04,camera,ITC11,torino,2,iei,5537.0
9,2018_03_04,camera,ITC11,torino,2,lega,237424.0
10,2018_03_04,camera,ITC11,torino,2,leu,52900.0
11,2018_03_04,camera,ITC11,torino,2,m5s,341804.0
12,2018_03_04,camera,ITC11,torino,2,nci_udc,7251.0
13,2018_03_04,camera,ITC11,torino,2,pd,273702.0
14,2018_03_04,camera,ITC11,torino,2,pvu,4096.0
15,2018_03_04,camera,ITC11,torino,2,pap,16097.0
16,2018_03_04,camera,ITC11,torino,2,svp_patt,16.0
17,2018_03_04,camera,ITC12,vercelli,0,eligible_voters,136840.0
18,2018_03_04,camera,ITC12,vercelli,1,issued_ballots,101454.0
19,2018_03_04,camera,ITC12,vercelli,2,piueuropa,2532.0
20,2018_03_04,camera,ITC12,vercelli,2,cpi,1334.0
21,2018_03_04,camera,ITC12,vercelli,2,cpl,333.0
22,2018_03_04,camera,ITC12,vercelli,2,fi,15386.0
23,2018_03_04,camera,ITC12,vercelli,2,fdi,4099.0
24,2018_03_04,camera,ITC12,vercelli,2,pdf,412.0
25,2018_03_04,camera,ITC12,vercelli,2,iai,565.0
26,2018_03_04,camera,ITC12,vercelli,2,iei,381.0
27,2018_03_04,camera,ITC12,vercelli,2,lega,25083.0
28,2018_03_04,camera,ITC12,vercelli,2,leu,2306.0
29,2018_03_04,camera,ITC12,vercelli,2,m5s,21766.0
30,2018_03_04,camera,ITC12,vercelli,2,nci_udc,1112.0
31,2018_03_04,camera,ITC12,vercelli,2,pd,16735.0
32,2018_03_04,camera,ITC12,vercelli,2,pvu,453.0
33,2018_03_04,camera,ITC12,vercelli,2,pap,920.0
34,2018_03_04,camera,ITC13,biella,0,eligible_voters,146789.0
35,2018_03_04,camera,ITC13,biella,1,issued_ballots,109487.0
36,2018_03_04,camera,ITC13,biella,2,piueuropa,3584.0
37,2018_03_04,camera,ITC13,biella,2,cpi,884.0
