,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2009_06_07,european,ITC11,torino,0,eligible_voters,1835971
1,2009_06_07,european,ITC11,torino,1,issued_ballots,1266679
2,2009_06_07,european,ITC11,torino,2,ald,3941
3,2009_06_07,european,ITC11,torino,2,idv,127929
4,2009_06_07,european,ITC11,torino,2,ft,11191
5,2009_06_07,european,ITC11,torino,2,fn,4960
6,2009_06_07,european,ITC11,torino,2,pdl,360886
7,2009_06_07,european,ITC11,torino,2,ldmpa,9271
8,2009_06_07,european,ITC11,torino,2,lega,140808
9,2009_06_07,european,ITC11,torino,2,ldm,1620
10,2009_06_07,european,ITC11,torino,2,bonino,40354
11,2009_06_07,european,ITC11,torino,2,pcl,10029
12,2009_06_07,european,ITC11,torino,2,pd,331580
13,2009_06_07,european,ITC11,torino,2,rc,46287
14,2009_06_07,european,ITC11,torino,2,sel,33102
15,2009_06_07,european,ITC11,torino,2,udc,73200
16,2009_06_07,european,ITC11,torino,2,vda,3197
17,2009_06_07,european,ITC12,vercelli,0,eligible_voters,149547
18,2009_06_07,european,ITC12,vercelli,1,issued_ballots,111240
19,2009_06_07,european,ITC12,vercelli,2,ald,293
20,2009_06_07,european,ITC12,vercelli,2,idv,6410
21,2009_06_07,european,ITC12,vercelli,2,ft,983
22,2009_06_07,european,ITC12,vercelli,2,fn,482
23,2009_06_07,european,ITC12,vercelli,2,pdl,38824
24,2009_06_07,european,ITC12,vercelli,2,ldmpa,1358
25,2009_06_07,european,ITC12,vercelli,2,lega,18546
26,2009_06_07,european,ITC12,vercelli,2,ldm,140
27,2009_06_07,european,ITC12,vercelli,2,bonino,3027
28,2009_06_07,european,ITC12,vercelli,2,pcl,1127
29,2009_06_07,european,ITC12,vercelli,2,pd,22309
30,2009_06_07,european,ITC12,vercelli,2,rc,3017
31,2009_06_07,european,ITC12,vercelli,2,sel,1834
32,2009_06_07,european,ITC12,vercelli,2,udc,5187
33,2009_06_07,european,ITC12,vercelli,2,vda,308
34,2009_06_07,european,ITC13,biella,0,eligible_voters,158491
35,2009_06_07,european,ITC13,biella,1,issued_ballots,120698
36,2009_06_07,european,ITC13,biella,2,ald,372
37,2009_06_07,european,ITC13,biella,2,idv,6716
38,2009_06_07,european,ITC13,biella,2,ft,986
39,2009_06_07,european,ITC13,biella,2,fn,327
40,2009_06_07,european,ITC13,biella,2,pdl,40649
41,2009_06_07,european,ITC13,biella,2,ldmpa,867
42,2009_06_07,european,ITC13,biella,2,lega,19113
43,2009_06_07,european,ITC13,biella,2,ldm,105
44,2009_06_07,european,ITC13,biella,2,bonino,3498
45,2009_06_07,european,ITC13,biella,2,pcl,994
46,2009_06_07,european,ITC13,biella,2,pd,27030
47,2009_06_07,european,ITC13,biella,2,rc,3295
48,2009_06_07,european,ITC13,biella,2,sel,1630
49,2009_06_07,european,ITC13,biella,2,udc,5191
50,2009_06_07,european,ITC13,biella,2,vda,1264
51,2009_06_07,european,ITC14,verbanocusioossola,0,eligible_voters,141806
52,2009_06_07,european,ITC14,verbanocusioossola,1,issued_ballots,100943
53,2009_06_07,european,ITC14,verbanocusioossola,2,ald,262
54,2009_06_07,european,ITC14,verbanocusioossola,2,idv,5702
55,2009_06_07,european,ITC14,verbanocusioossola,2,ft,676
56,2009_06_07,european,ITC14,verbanocusioossola,2,fn,312
57,2009_06_07,european,ITC14,verbanocusioossola,2,pdl,35127
58,2009_06_07,european,ITC14,verbanocusioossola,2,ldmpa,491
59,2009_06_07,european,ITC14,verbanocusioossola,2,lega,18916
60,2009_06_07,european,ITC14,verbanocusioossola,2,ldm,111
61,2009_06_07,european,ITC14,verbanocusioossola,2,bonino,2428
62,2009_06_07,european,ITC14,verbanocusioossola,2,pcl,689
63,2009_06_07,european,ITC14,verbanocusioossola,2,pd,20935
64,2009_06_07,european,ITC14,verbanocusioossola,2,rc,3013
65,2009_06_07,european,ITC14,verbanocusioossola,2,sel,1754
66,2009_06_07,european,ITC14,verbanocusioossola,2,udc,3826
67,2009_06_07,european,ITC14,verbanocusioossola,2,vda,207
68,2009_06_07,european,ITC15,novara,0,eligible_voters,199057
69,2009_06_07,european,ITC15,novara,1,issued_ballots,144499
70,2009_06_07,european,ITC15,novara,2,ald,298
71,2009_06_07,european,ITC15,novara,2,idv,9281
72,2009_06_07,european,ITC15,novara,2,ft,1055
73,2009_06_07,european,ITC15,novara,2,fn,588
74,2009_06_07,european,ITC15,novara,2,pdl,49014
75,2009_06_07,european,ITC15,novara,2,ldmpa,1511
76,2009_06_07,european,ITC15,novara,2,lega,24998
77,2009_06_07,european,ITC15,novara,2,ldm,153
78,2009_06_07,european,ITC15,novara,2,bonino,3662
79,2009_06_07,european,ITC15,novara,2,pcl,1058
80,2009_06_07,european,ITC15,novara,2,pd,29444
81,2009_06_07,european,ITC15,novara,2,rc,3792
82,2009_06_07,european,ITC15,novara,2,sel,2993
83,2009_06_07,european,ITC15,novara,2,udc,7214
84,2009_06_07,european,ITC15,novara,2,vda,165
85,2009_06_07,european,ITC16,cuneo,0,eligible_voters,463658
86,2009_06_07,european,ITC16,cuneo,1,issued_ballots,351259
87,2009_06_07,european,ITC16,cuneo,2,ald,1203
88,2009_06_07,european,ITC16,cuneo,2,idv,22532
89,2009_06_07,european,ITC16,cuneo,2,ft,2249
90,2009_06_07,european,ITC16,cuneo,2,fn,1533
91,2009_06_07,european,ITC16,cuneo,2,pdl,96026
92,2009_06_07,european,ITC16,cuneo,2,ldmpa,2197
93,2009_06_07,european,ITC16,cuneo,2,lega,78931
94,2009_06_07,european,ITC16,cuneo,2,ldm,431
95,2009_06_07,european,ITC16,cuneo,2,bonino,10742
96,2009_06_07,european,ITC16,cuneo,2,pcl,1722
97,2009_06_07,european,ITC16,cuneo,2,pd,57064
98,2009_06_07,european,ITC16,cuneo,2,rc,6153
99,2009_06_07,european,ITC16,cuneo,2,sel,5072
100,2009_06_07,european,ITC16,cuneo,2,udc,27650
101,2009_06_07,european,ITC16,cuneo,2,vda,473
102,2009_06_07,european,ITC17,asti,0,eligible_voters,177964
103,2009_06_07,european,ITC17,asti,1,issued_ballots,123584
104,2009_06_07,european,ITC17,asti,2,ald,285
105,2009_06_07,european,ITC17,asti,2,idv,8931
106,2009_06_07,european,ITC17,asti,2,ft,909
107,2009_06_07,european,ITC17,asti,2,fn,594
108,2009_06_07,european,ITC17,asti,2,pdl,39066
109,2009_06_07,european,ITC17,asti,2,ldmpa,836
110,2009_06_07,european,ITC17,asti,2,lega,21324
111,2009_06_07,european,ITC17,asti,2,ldm,179
112,2009_06_07,european,ITC17,asti,2,bonino,2986
113,2009_06_07,european,ITC17,asti,2,pcl,989
114,2009_06_07,european,ITC17,asti,2,pd,26172
115,2009_06_07,european,ITC17,asti,2,rc,3121
116,2009_06_07,european,ITC17,asti,2,sel,1659
117,2009_06_07,european,ITC17,asti,2,udc,7834
118,2009_06_07,european,ITC17,asti,2,vda,259
119,2009_06_07,european,ITC18,alessandria,0,eligible_voters,366191
120,2009_06_07,european,ITC18,alessandria,1,issued_ballots,265027
121,2009_06_07,european,ITC18,alessandria,2,ald,474
122,2009_06_07,european,ITC18,alessandria,2,idv,16736
123,2009_06_07,european,ITC18,alessandria,2,ft,1957
124,2009_06_07,european,ITC18,alessandria,2,fn,1271
125,2009_06_07,european,ITC18,alessandria,2,pdl,88297
126,2009_06_07,european,ITC18,alessandria,2,ldmpa,1653
127,2009_06_07,european,ITC18,alessandria,2,lega,38054
128,2009_06_07,european,ITC18,alessandria,2,ldm,267
129,2009_06_07,european,ITC18,alessandria,2,bonino,6984
130,2009_06_07,european,ITC18,alessandria,2,pcl,2203
131,2009_06_07,european,ITC18,alessandria,2,pd,61494
132,2009_06_07,european,ITC18,alessandria,2,rc,8589
133,2009_06_07,european,ITC18,alessandria,2,sel,6180
134,2009_06_07,european,ITC18,alessandria,2,udc,12971
135,2009_06_07,european,ITC18,alessandria,2,vda,473
136,2009_06_07,european,ITC20,valle daosta,0,eligible_voters,102764
137,2009_06_07,european,ITC20,valle daosta,1,issued_ballots,60391
138,2009_06_07,european,ITC20,valle daosta,2,ald,20640
139,2009_06_07,european,ITC20,valle daosta,2,idv,4594
140,2009_06_07,european,ITC20,valle daosta,2,ft,394
141,2009_06_07,european,ITC20,valle daosta,2,fn,262
142,2009_06_07,european,ITC20,valle daosta,2,pdl,16206
143,2009_06_07,european,ITC20,valle daosta,2,ldmpa,280
144,2009_06_07,european,ITC20,valle daosta,2,lega,4890
145,2009_06_07,european,ITC20,valle daosta,2,ldm,112
146,2009_06_07,european,ITC20,valle daosta,2,bonino,2218
147,2009_06_07,european,ITC20,valle daosta,2,pcl,592
148,2009_06_07,european,ITC20,valle daosta,2,pd,14322
149,2009_06_07,european,ITC20,valle daosta,2,rc,2540
150,2009_06_07,european,ITC20,valle daosta,2,sel,910
