,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2004_06_12,european,ITC11,torino,0,eligible_voters,1856323
1,2004_06_12,european,ITC11,torino,1,issued_ballots,1366553
2,2004_06_12,european,ITC11,torino,2,ap_udeur,4930
3,2004_06_12,european,ITC11,torino,2,verdi,8121
4,2004_06_12,european,ITC11,torino,2,ala,3993
5,2004_06_12,european,ITC11,torino,2,an,118431
6,2004_06_12,european,ITC11,torino,2,as,14427
7,2004_06_12,european,ITC11,torino,2,ci,40865
8,2004_06_12,european,ITC11,torino,2,idv_occhetto,37027
9,2004_06_12,european,ITC11,torino,2,verdi2,34163
10,2004_06_12,european,ITC11,torino,2,ft,7195
11,2004_06_12,european,ITC11,torino,2,fi,232309
12,2004_06_12,european,ITC11,torino,2,lega,77976
13,2004_06_12,european,ITC11,torino,2,lc,11274
14,2004_06_12,european,ITC11,torino,2,bonino,40025
15,2004_06_12,european,ITC11,torino,2,mis,1502
16,2004_06_12,european,ITC11,torino,2,ne,11305
17,2004_06_12,european,ITC11,torino,2,pss,3589
18,2004_06_12,european,ITC11,torino,2,pn,1031
19,2004_06_12,european,ITC11,torino,2,pp,18814
20,2004_06_12,european,ITC11,torino,2,pri,4078
21,2004_06_12,european,ITC11,torino,2,rc,96594
22,2004_06_12,european,ITC11,torino,2,su,21900
23,2004_06_12,european,ITC11,torino,2,udc,59402
24,2004_06_12,european,ITC11,torino,2,ulivo,412542
25,2004_06_12,european,ITC11,torino,2,uv,1579
26,2004_06_12,european,ITC12,vercelli,0,eligible_voters,152443
27,2004_06_12,european,ITC12,vercelli,1,issued_ballots,118198
28,2004_06_12,european,ITC12,vercelli,2,ap_udeur,226
29,2004_06_12,european,ITC12,vercelli,2,verdi,601
30,2004_06_12,european,ITC12,vercelli,2,ala,430
31,2004_06_12,european,ITC12,vercelli,2,an,9726
32,2004_06_12,european,ITC12,vercelli,2,as,938
33,2004_06_12,european,ITC12,vercelli,2,ci,2589
34,2004_06_12,european,ITC12,vercelli,2,idv_occhetto,1633
35,2004_06_12,european,ITC12,vercelli,2,verdi2,3346
36,2004_06_12,european,ITC12,vercelli,2,ft,876
37,2004_06_12,european,ITC12,vercelli,2,fi,28562
38,2004_06_12,european,ITC12,vercelli,2,lega,7970
39,2004_06_12,european,ITC12,vercelli,2,lc,797
40,2004_06_12,european,ITC12,vercelli,2,bonino,2971
41,2004_06_12,european,ITC12,vercelli,2,mis,163
42,2004_06_12,european,ITC12,vercelli,2,ne,956
43,2004_06_12,european,ITC12,vercelli,2,pss,218
