,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2001_05_13,camera,ITC11,torino,0,eligible_voters,1874017
1,2001_05_13,camera,ITC11,torino,1,issued_ballots,1581363
2,2001_05_13,camera,ITC11,torino,2,as,872
3,2001_05_13,camera,ITC11,torino,2,an,133913
4,2001_05_13,camera,ITC11,torino,2,ccd_cdu,26705
5,2001_05_13,camera,ITC11,torino,2,ci,23220
6,2001_05_13,camera,ITC11,torino,2,ds,263653
7,2001_05_13,camera,ITC11,torino,2,de,13719
8,2001_05_13,camera,ITC11,torino,2,fi,459584
9,2001_05_13,camera,ITC11,torino,2,girasole,18592
10,2001_05_13,camera,ITC11,torino,2,margherita,253188
11,2001_05_13,camera,ITC11,torino,2,lega,63188
12,2001_05_13,camera,ITC11,torino,2,idv,62205
13,2001_05_13,camera,ITC11,torino,2,npsi,8239
14,2001_05_13,camera,ITC11,torino,2,pb,42765
15,2001_05_13,camera,ITC11,torino,2,rc,111846
16,2001_05_13,camera,ITC11,torino,2,svp,37
17,2001_05_13,camera,ITC11,torino,2,verdi,18225
18,2001_05_13,camera,ITC12,vercelli,0,eligible_voters,154109
19,2001_05_13,camera,ITC12,vercelli,1,issued_ballots,131016
20,2001_05_13,camera,ITC12,vercelli,2,as,101
21,2001_05_13,camera,ITC12,vercelli,2,an,10230
22,2001_05_13,camera,ITC12,vercelli,2,ccd_cdu,2360
23,2001_05_13,camera,ITC12,vercelli,2,ci,2724
24,2001_05_13,camera,ITC12,vercelli,2,ds,17322
25,2001_05_13,camera,ITC12,vercelli,2,de,1490
26,2001_05_13,camera,ITC12,vercelli,2,ft,1466
27,2001_05_13,camera,ITC12,vercelli,2,fi,43260
28,2001_05_13,camera,ITC12,vercelli,2,girasole,2130
29,2001_05_13,camera,ITC12,vercelli,2,margherita,15172
30,2001_05_13,camera,ITC12,vercelli,2,lega,7030
31,2001_05_13,camera,ITC12,vercelli,2,idv,3979
32,2001_05_13,camera,ITC12,vercelli,2,npsi,2794
33,2001_05_13,camera,ITC12,vercelli,2,pb,4197
34,2001_05_13,camera,ITC12,vercelli,2,rc,5556
35,2001_05_13,camera,ITC13,biella,0,eligible_voters,168450
36,2001_05_13,camera,ITC13,biella,1,issued_ballots,142528
37,2001_05_13,camera,ITC13,biella,2,as,149
38,2001_05_13,camera,ITC13,biella,2,an,11649
39,2001_05_13,camera,ITC13,biella,2,ccd_cdu,2343
40,2001_05_13,camera,ITC13,biella,2,ci,3668
41,2001_05_13,camera,ITC13,biella,2,ds,17850
42,2001_05_13,camera,ITC13,biella,2,de,1382
43,2001_05_13,camera,ITC13,biella,2,ft,1257
44,2001_05_13,camera,ITC13,biella,2,fi,50167
45,2001_05_13,camera,ITC13,biella,2,girasole,2636
46,2001_05_13,camera,ITC13,biella,2,margherita,25965
47,2001_05_13,camera,ITC13,biella,2,lega,10501
48,2001_05_13,camera,ITC13,biella,2,idv,4178
49,2001_05_13,camera,ITC13,biella,2,npsi,1207
50,2001_05_13,camera,ITC13,biella,2,pb,5689
51,2001_05_13,camera,ITC13,biella,2,rc,6059
52,2001_05_13,camera,ITC14,verbanocusioossola,0,eligible_voters,143345
53,2001_05_13,camera,ITC14,verbanocusioossola,1,issued_ballots,115426
54,2001_05_13,camera,ITC14,verbanocusioossola,2,as,69
55,2001_05_13,camera,ITC14,verbanocusioossola,2,an,21786
56,2001_05_13,camera,ITC14,verbanocusioossola,2,ccd_cdu,2044
57,2001_05_13,camera,ITC14,verbanocusioossola,2,ci,2333
58,2001_05_13,camera,ITC14,verbanocusioossola,2,ds,18111
59,2001_05_13,camera,ITC14,verbanocusioossola,2,de,1096
60,2001_05_13,camera,ITC14,verbanocusioossola,2,ft,1259
61,2001_05_13,camera,ITC14,verbanocusioossola,2,fi,32599
62,2001_05_13,camera,ITC14,verbanocusioossola,2,girasole,2039
63,2001_05_13,camera,ITC14,verbanocusioossola,2,margherita,12136
64,2001_05_13,camera,ITC14,verbanocusioossola,2,lega,9093
65,2001_05_13,camera,ITC14,verbanocusioossola,2,idv,2822
66,2001_05_13,camera,ITC14,verbanocusioossola,2,npsi,3020
67,2001_05_13,camera,ITC14,verbanocusioossola,2,pb,2934
68,2001_05_13,camera,ITC14,verbanocusioossola,2,rc,5304
69,2001_05_13,camera,ITC15,novara,0,eligible_voters,288755
70,2001_05_13,camera,ITC15,novara,1,issued_ballots,246159
71,2001_05_13,camera,ITC15,novara,2,as,229
72,2001_05_13,camera,ITC15,novara,2,an,25154
73,2001_05_13,camera,ITC15,novara,2,ccd_cdu,5055
74,2001_05_13,camera,ITC15,novara,2,ci,5119
75,2001_05_13,camera,ITC15,novara,2,ds,34569
76,2001_05_13,camera,ITC15,novara,2,de,2121
77,2001_05_13,camera,ITC15,novara,2,ft,2047
78,2001_05_13,camera,ITC15,novara,2,fi,84482
79,2001_05_13,camera,ITC15,novara,2,girasole,4756
80,2001_05_13,camera,ITC15,novara,2,margherita,31195
81,2001_05_13,camera,ITC15,novara,2,lega,15101
82,2001_05_13,camera,ITC15,novara,2,idv,8292
83,2001_05_13,camera,ITC15,novara,2,npsi,2106
