,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2019_05_26,european,ITC11,torino,0,eligible_voters,1811711
1,2019_05_26,european,ITC11,torino,1,issued_ballots,1163453
2,2019_05_26,european,ITC11,torino,2,piue,41008
3,2019_05_26,european,ITC11,torino,2,ape,1564
4,2019_05_26,european,ITC11,torino,2,cpi,3642
5,2019_05_26,european,ITC11,torino,2,verdi,28372
6,2019_05_26,european,ITC11,torino,2,fi,93552
7,2019_05_26,european,ITC11,torino,2,fn,1414
8,2019_05_26,european,ITC11,torino,2,fdi,62438
9,2019_05_26,european,ITC11,torino,2,ls,20882
10,2019_05_26,european,ITC11,torino,2,lega,354699
11,2019_05_26,european,ITC11,torino,2,m5s,171799
12,2019_05_26,european,ITC11,torino,2,pa,8841
13,2019_05_26,european,ITC11,torino,2,pc,11444
14,2019_05_26,european,ITC11,torino,2,pd,305637
15,2019_05_26,european,ITC11,torino,2,pirata,2941
16,2019_05_26,european,ITC11,torino,2,ppi,2959
17,2019_05_26,european,ITC11,torino,2,pdf,6330
18,2019_05_26,european,ITC12,vercelli,0,eligible_voters,142431
19,2019_05_26,european,ITC12,vercelli,1,issued_ballots,92907
20,2019_05_26,european,ITC12,vercelli,2,piue,2977
21,2019_05_26,european,ITC12,vercelli,2,ape,114
22,2019_05_26,european,ITC12,vercelli,2,cpi,402
23,2019_05_26,european,ITC12,vercelli,2,verdi,1433
24,2019_05_26,european,ITC12,vercelli,2,fi,8925
25,2019_05_26,european,ITC12,vercelli,2,fn,163
26,2019_05_26,european,ITC12,vercelli,2,fdi,5608
27,2019_05_26,european,ITC12,vercelli,2,ls,861
28,2019_05_26,european,ITC12,vercelli,2,lega,38979
29,2019_05_26,european,ITC12,vercelli,2,m5s,9334
30,2019_05_26,european,ITC12,vercelli,2,pa,716
31,2019_05_26,european,ITC12,vercelli,2,pc,853
32,2019_05_26,european,ITC12,vercelli,2,pd,16760
33,2019_05_26,european,ITC12,vercelli,2,pirata,202
34,2019_05_26,european,ITC12,vercelli,2,ppi,240
35,2019_05_26,european,ITC12,vercelli,2,pdf,276
36,2019_05_26,european,ITC13,biella,0,eligible_voters,151970
37,2019_05_26,european,ITC13,biella,1,issued_ballots,102596
38,2019_05_26,european,ITC13,biella,2,piue,3351
39,2019_05_26,european,ITC13,biella,2,ape,179
40,2019_05_26,european,ITC13,biella,2,cpi,371
41,2019_05_26,european,ITC13,biella,2,verdi,2169
42,2019_05_26,european,ITC13,biella,2,fi,9109
43,2019_05_26,european,ITC13,biella,2,fn,170
44,2019_05_26,european,ITC13,biella,2,fdi,7431
45,2019_05_26,european,ITC13,biella,2,ls,1219
46,2019_05_26,european,ITC13,biella,2,lega,40537
47,2019_05_26,european,ITC13,biella,2,m5s,10847
48,2019_05_26,european,ITC13,biella,2,pa,867
49,2019_05_26,european,ITC13,biella,2,pc,832
50,2019_05_26,european,ITC13,biella,2,pd,18657
51,2019_05_26,european,ITC13,biella,2,pirata,272
52,2019_05_26,european,ITC13,biella,2,ppi,252
53,2019_05_26,european,ITC13,biella,2,pdf,411
54,2019_05_26,european,ITC14,verbanocusioossola,0,eligible_voters,140266
55,2019_05_26,european,ITC14,verbanocusioossola,1,issued_ballots,85971
56,2019_05_26,european,ITC14,verbanocusioossola,2,piue,1924
57,2019_05_26,european,ITC14,verbanocusioossola,2,ape,118
58,2019_05_26,european,ITC14,verbanocusioossola,2,cpi,274
59,2019_05_26,european,ITC14,verbanocusioossola,2,verdi,1860
60,2019_05_26,european,ITC14,verbanocusioossola,2,fi,7327
61,2019_05_26,european,ITC14,verbanocusioossola,2,fn,136
62,2019_05_26,european,ITC14,verbanocusioossola,2,fdi,4743
63,2019_05_26,european,ITC14,verbanocusioossola,2,ls,941
64,2019_05_26,european,ITC14,verbanocusioossola,2,lega,35870
65,2019_05_26,european,ITC14,verbanocusioossola,2,m5s,8432
66,2019_05_26,european,ITC14,verbanocusioossola,2,pa,675
67,2019_05_26,european,ITC14,verbanocusioossola,2,pc,954
68,2019_05_26,european,ITC14,verbanocusioossola,2,pd,17502
69,2019_05_26,european,ITC14,verbanocusioossola,2,pirata,212
70,2019_05_26,european,ITC14,verbanocusioossola,2,ppi,216
71,2019_05_26,european,ITC14,verbanocusioossola,2,pdf,318
72,2019_05_26,european,ITC15,novara,0,eligible_voters,291737
73,2019_05_26,european,ITC15,novara,1,issued_ballots,190470
