,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2014_05_25,european,ITC11,torino,0,eligible_voters,1823155
1,2014_05_25,european,ITC11,torino,1,issued_ballots,1231793
2,2014_05_25,european,ITC11,torino,2,fi,158019
3,2014_05_25,european,ITC11,torino,2,fdi,46451
4,2014_05_25,european,ITC11,torino,2,maie,2386
5,2014_05_25,european,ITC11,torino,2,idv,8789
6,2014_05_25,european,ITC11,torino,2,lae,59864
7,2014_05_25,european,ITC11,torino,2,lega,62151
8,2014_05_25,european,ITC11,torino,2,m5s,277487
9,2014_05_25,european,ITC11,torino,2,ncd_udc,33022
10,2014_05_25,european,ITC11,torino,2,pd,496627
11,2014_05_25,european,ITC11,torino,2,se,7522
12,2014_05_25,european,ITC11,torino,2,verdi,12297
13,2014_05_25,european,ITC12,vercelli,0,eligible_voters,145986
14,2014_05_25,european,ITC12,vercelli,1,issued_ballots,97818
15,2014_05_25,european,ITC12,vercelli,2,fi,16475
16,2014_05_25,european,ITC12,vercelli,2,fdi,3342
17,2014_05_25,european,ITC12,vercelli,2,maie,240
18,2014_05_25,european,ITC12,vercelli,2,idv,591
19,2014_05_25,european,ITC12,vercelli,2,lae,2570
20,2014_05_25,european,ITC12,vercelli,2,lega,11851
21,2014_05_25,european,ITC12,vercelli,2,m5s,16074
22,2014_05_25,european,ITC12,vercelli,2,ncd_udc,2771
23,2014_05_25,european,ITC12,vercelli,2,pd,34652
24,2014_05_25,european,ITC12,vercelli,2,se,659
25,2014_05_25,european,ITC12,vercelli,2,verdi,767
26,2014_05_25,european,ITC13,biella,0,eligible_voters,154907
27,2014_05_25,european,ITC13,biella,1,issued_ballots,107082
28,2014_05_25,european,ITC13,biella,2,fi,17644
29,2014_05_25,european,ITC13,biella,2,fdi,4578
30,2014_05_25,european,ITC13,biella,2,maie,242
31,2014_05_25,european,ITC13,biella,2,idv,812
32,2014_05_25,european,ITC13,biella,2,lae,2762
33,2014_05_25,european,ITC13,biella,2,lega,10007
34,2014_05_25,european,ITC13,biella,2,m5s,18717
35,2014_05_25,european,ITC13,biella,2,ncd_udc,2356
36,2014_05_25,european,ITC13,biella,2,pd,37812
37,2014_05_25,european,ITC13,biella,2,se,2146
38,2014_05_25,european,ITC13,biella,2,verdi,1020
39,2014_05_25,european,ITC14,verbanocusioossola,0,eligible_voters,140971
