,election_date,election_type,harmonised_code,harmonised_name,type,name,votes
0,2006_04_09,camera,ITC11,torino,0,eligible_voters,1810564
1,2006_04_09,camera,ITC11,torino,1,issued_ballots,1535723
2,2006_04_09,camera,ITC11,torino,2,an,181117
3,2006_04_09,camera,ITC11,torino,2,asm,9341
4,2006_04_09,camera,ITC11,torino,2,amb,4167
5,2006_04_09,camera,ITC11,torino,2,ci,49245
6,2006_04_09,camera,ITC11,torino,2,dcnpsi,6156
7,2006_04_09,camera,ITC11,torino,2,idv,41710
8,2006_04_09,camera,ITC11,torino,2,verdi,42096
9,2006_04_09,camera,ITC11,torino,2,ft,7647
10,2006_04_09,camera,ITC11,torino,2,fi,301386
11,2006_04_09,camera,ITC11,torino,2,is,4166
12,2006_04_09,camera,ITC11,torino,2,ulivo,520753
13,2006_04_09,camera,ITC11,torino,2,rnp,43413
14,2006_04_09,camera,ITC11,torino,2,lega,64172
15,2006_04_09,camera,ITC11,torino,2,ne,5269
16,2006_04_09,camera,ITC11,torino,2,pp,19317
17,2006_04_09,camera,ITC11,torino,2,rc,100134
18,2006_04_09,camera,ITC11,torino,2,udeur,7713
19,2006_04_09,camera,ITC11,torino,2,udc,86907
20,2006_04_09,camera,ITC12,vercelli,0,eligible_voters,147636
21,2006_04_09,camera,ITC12,vercelli,1,issued_ballots,125342
22,2006_04_09,camera,ITC12,vercelli,2,an,13882
23,2006_04_09,camera,ITC12,vercelli,2,asm,794
24,2006_04_09,camera,ITC12,vercelli,2,ci,3163
25,2006_04_09,camera,ITC12,vercelli,2,dcnpsi,678
26,2006_04_09,camera,ITC12,vercelli,2,idv,2233
27,2006_04_09,camera,ITC12,vercelli,2,verdi,2466
28,2006_04_09,camera,ITC12,vercelli,2,ft,1024
29,2006_04_09,camera,ITC12,vercelli,2,fi,34724
30,2006_04_09,camera,ITC12,vercelli,2,ulivo,33828
31,2006_04_09,camera,ITC12,vercelli,2,rnp,3108
32,2006_04_09,camera,ITC12,vercelli,2,lega,9622
33,2006_04_09,camera,ITC12,vercelli,2,ne,543
34,2006_04_09,camera,ITC12,vercelli,2,pp,1990
35,2006_04_09,camera,ITC12,vercelli,2,rc,6298
36,2006_04_09,camera,ITC12,vercelli,2,udeur,530
37,2006_04_09,camera,ITC12,vercelli,2,udc,5830
38,2006_04_09,camera,ITC13,biella,0,eligible_voters,150454
39,2006_04_09,camera,ITC13,biella,1,issued_ballots,129447
40,2006_04_09,camera,ITC13,biella,2,an,13893
41,2006_04_09,camera,ITC13,biella,2,asm,653
42,2006_04_09,camera,ITC13,biella,2,ci,3295
43,2006_04_09,camera,ITC13,biella,2,dcnpsi,496
44,2006_04_09,camera,ITC13,biella,2,idv,2455
45,2006_04_09,camera,ITC13,biella,2,verdi,2360
46,2006_04_09,camera,ITC13,biella,2,ft,718
47,2006_04_09,camera,ITC13,biella,2,fi,32002
48,2006_04_09,camera,ITC13,biella,2,ulivo,35191
49,2006_04_09,camera,ITC13,biella,2,rnp,3283
50,2006_04_09,camera,ITC13,biella,2,lega,10052
51,2006_04_09,camera,ITC13,biella,2,ne,510
52,2006_04_09,camera,ITC13,biella,2,pp,1600
53,2006_04_09,camera,ITC13,biella,2,rc,6102
54,2006_04_09,camera,ITC13,biella,2,udeur,521
55,2006_04_09,camera,ITC13,biella,2,udc,6695
56,2006_04_09,camera,ITC14,verbanocusioossola,0,eligible_voters,133626
57,2006_04_09,camera,ITC14,verbanocusioossola,1,issued_ballots,112027
58,2006_04_09,camera,ITC14,verbanocusioossola,2,an,13390
59,2006_04_09,camera,ITC14,verbanocusioossola,2,asm,575
60,2006_04_09,camera,ITC14,verbanocusioossola,2,ci,2886
61,2006_04_09,camera,ITC14,verbanocusioossola,2,dcnpsi,742
62,2006_04_09,camera,ITC14,verbanocusioossola,2,idv,2304
63,2006_04_09,camera,ITC14,verbanocusioossola,2,verdi,2180
64,2006_04_09,camera,ITC14,verbanocusioossola,2,ft,700
65,2006_04_09,camera,ITC14,verbanocusioossola,2,fi,31569
66,2006_04_09,camera,ITC14,verbanocusioossola,2,ulivo,28776
67,2006_04_09,camera,ITC14,verbanocusioossola,2,rnp,2698
68,2006_04_09,camera,ITC14,verbanocusioossola,2,lega,10272
